Genus;Epithet;Author;Whole
Securidaca;calophylla;(Poepp.) S.F.Blake       ;Securidaca calophylla (Poepp.) S.F.Blake       
Securidaca;coriacea;Kunth        ;Securidaca coriacea Kunth        
Securidaca;cristata;A.C.Sm.        ;Securidaca cristata A.C.Sm.        
Securidaca;divaricata;Nees & Mart.      ;Securidaca divaricata Nees & Mart.      
Securidaca;diversifolia;(L.) S.F.Blake       ;Securidaca diversifolia (L.) S.F.Blake       
Securidaca;elliptica;Turcz.        ;Securidaca elliptica Turcz.        
Securidaca;falcata;Chodat        ;Securidaca falcata Chodat        
Securidaca;froesii;Wurdack        ;Securidaca froesii Wurdack        
Securidaca;fruticans;Wurdack        ;Securidaca fruticans Wurdack        
Securidaca;goudotiana;Triana & Planch.      ;Securidaca goudotiana Triana & Planch.      
Securidaca;lanceolata;A.St.-Hil.        ;Securidaca lanceolata A.St.-Hil.        
Securidaca;lateralis;A.W.Benn.        ;Securidaca lateralis A.W.Benn.        
Securidaca;leiocarpa;S.F.Blake        ;Securidaca leiocarpa S.F.Blake        
Securidaca;longifolia;Poepp. & Endl.      ;Securidaca longifolia Poepp. & Endl.      
Securidaca;macrocarpa;A.W.Benn.        ;Securidaca macrocarpa A.W.Benn.        
Securidaca;maguirei;Wurdack        ;Securidaca maguirei Wurdack        
Securidaca;marginata;Benth.        ;Securidaca marginata Benth.        
Securidaca;ovalifolia;A.St.-Hil. & Moq.      ;Securidaca ovalifolia A.St.-Hil. & Moq.      
Securidaca;paniculata;Rich.        ;Securidaca paniculata Rich.        
Securidaca;pendula;Kunth ex Steud.      ;Securidaca pendula Kunth ex Steud.      
Securidaca;planchoniana;Killip & Dugand      ;Securidaca planchoniana Killip & Dugand      
Securidaca;prancei;Wurdack        ;Securidaca prancei Wurdack        
Securidaca;pubescens;DC.        ;Securidaca pubescens DC.        
Securidaca;purpurea;Linden & Planch.      ;Securidaca purpurea Linden & Planch.      
Securidaca;pyramidalis;Sprague ex Sandwith      ;Securidaca pyramidalis Sprague ex Sandwith      
Securidaca;retusa;Benth.        ;Securidaca retusa Benth.        
Securidaca;revoluta;(A.W.Benn.) Marques       ;Securidaca revoluta (A.W.Benn.) Marques       
Securidaca;rivinifolia;A.St.-Hil.        ;Securidaca rivinifolia A.St.-Hil.        
Securidaca;savannarum;Wurdack        ;Securidaca savannarum Wurdack        
Securidaca;scandens;Jacq.        ;Securidaca scandens Jacq.        
Securidaca;schlimii;Planch. & Linden ex Triana &   ;Securidaca schlimii Planch. & Linden ex Triana &   
Securidaca;speciosa;Wurdack        ;Securidaca speciosa Wurdack        
Securidaca;spinifex;Sandwith        ;Securidaca spinifex Sandwith        
Securidaca;sylvestris;Schltdl.        ;Securidaca sylvestris Schltdl.        
Securidaca;tenuifolia;Chodat        ;Securidaca tenuifolia Chodat        
Securidaca;tomentosa;A.St.-Hil.        ;Securidaca tomentosa A.St.-Hil.        
Securidaca;trianae;Killip & Dugand      ;Securidaca trianae Killip & Dugand      
Securidaca;uniflora;Oort        ;Securidaca uniflora Oort        
Securidaca;volubilis;L.        ;Securidaca volubilis L.        
Securidaca;warmingiana;Chodat        ;Securidaca warmingiana Chodat        
Antigonon;leptopus;Hook. & Arn.      ;Antigonon leptopus Hook. & Arn.      
Antigonon;flavescens;S.Watson        ;Antigonon flavescens S.Watson        
Coccoloba;arborescens;(Vell.) R.A.Howard       ;Coccoloba arborescens (Vell.) R.A.Howard       
Coccoloba;ascendens;Duss ex Lindau      ;Coccoloba ascendens Duss ex Lindau      
Coccoloba;conduplicata;Maguire        ;Coccoloba conduplicata Maguire        
Coccoloba;declinata;(Vell.) Mart.       ;Coccoloba declinata (Vell.) Mart.       
Coccoloba;gymnorhachis;Sandwith        ;Coccoloba gymnorhachis Sandwith        
Coccoloba;lucidula;Benth.        ;Coccoloba lucidula Benth.        
Coccoloba;marginata;Benth.        ;Coccoloba marginata Benth.        
Coccoloba;mosenii;Lindau        ;Coccoloba mosenii Lindau        
Coccoloba;paraensis;Meisn.        ;Coccoloba paraensis Meisn.        
Coccoloba;parimensis;Benth.        ;Coccoloba parimensis Benth.        
Fallopia;convolvulus;(L.) Á.Löve       ;Fallopia convolvulus (L.) Á.Löve       
Muehlenbeckia;sagittifolia;(Ortega) Meisn.       ;Muehlenbeckia sagittifolia (Ortega) Meisn.       
Muehlenbeckia;tamnifolia;(Kunth) Meisn.       ;Muehlenbeckia tamnifolia (Kunth) Meisn.       
Muehlenbeckia;tiliifolia;Wedd.        ;Muehlenbeckia tiliifolia Wedd.        
Magoniella;obidensis;(Huber) Adr.Sanchez       ;Magoniella obidensis (Huber) Adr.Sanchez       
Clematis;acapulcensis;Hook. & Arn.      ;Clematis acapulcensis Hook. & Arn.      
Clematis;affinis;A.St.-Hil.        ;Clematis affinis A.St.-Hil.        
Clematis;alborosea;Ulbr.        ;Clematis alborosea Ulbr.        
Clematis;bonariensis;Juss. ex DC.      ;Clematis bonariensis Juss. ex DC.      
Clematis;caleoides;Standl. & Steyerm.      ;Clematis caleoides Standl. & Steyerm.      
Clematis;campestris;A.St.-Hil.        ;Clematis campestris A.St.-Hil.        
Clematis;montevidensis;Spreng.        ;Clematis montevidensis Spreng.        
Clematis;dioica;L.        ;Clematis dioica L.        
Clematis;flammulastrum;Griseb.        ;Clematis flammulastrum Griseb.        
Clematis;haenkeana;C.Presl        ;Clematis haenkeana C.Presl        
Clematis;guadeloupae;Pers.        ;Clematis guadeloupae Pers.        
Clematis;seemannii;Kuntze        ;Clematis seemannii Kuntze        
Clematis;peruviana;DC.        ;Clematis peruviana DC.        
Clematis;catesbyana;Pursh        ;Clematis catesbyana Pursh        
Clematis;polygama;Jacq.        ;Clematis polygama Jacq.        
Clematis;rufa;Rose        ;Clematis rufa Rose        
Clematis;ulbrichiana;Pilg.        ;Clematis ulbrichiana Pilg.        
Clematis;uruboensis;Lourteig        ;Clematis uruboensis Lourteig        
Alvimiantha;tricamerata;Grey-Wilson        ;Alvimiantha tricamerata Grey-Wilson        
Ampelozizyphus;amazonicus;Ducke        ;Ampelozizyphus amazonicus Ducke        
Berchemia;scandens;(Hill) K.Koch       ;Berchemia scandens (Hill) K.Koch       
Gouania;acreana;Pilg.        ;Gouania acreana Pilg.        
Gouania;alnifolia;Reissek        ;Gouania alnifolia Reissek        
Gouania;aptera;DC.        ;Gouania aptera DC.        
Johnstonalia;axilliflora;(M.C.Johnst.) Tortosa       ;Johnstonalia axilliflora (M.C.Johnst.) Tortosa       
Gouania;blanchetiana;Miq.        ;Gouania blanchetiana Miq.        
Gouania;colombiana;Suess.        ;Gouania colombiana Suess.        
Gouania;velutina;Reissek        ;Gouania velutina Reissek        
Gouania;conzattii;Greenm.        ;Gouania conzattii Greenm.        
Gouania;cornifolia;Reissek        ;Gouania cornifolia Reissek        
Gouania;corylifolia;Raddi        ;Gouania corylifolia Raddi        
Gouania;discolor;Benth.        ;Gouania discolor Benth.        
Gouania;ekmanii;Alain        ;Gouania ekmanii Alain        
Gouania;eurycarpa;Standl.        ;Gouania eurycarpa Standl.        
Gouania;hypoglauca;Standl.        ;Gouania hypoglauca Standl.        
Gouania;inornata;Reissek        ;Gouania inornata Reissek        
Gouania;latifolia;Reissek        ;Gouania latifolia Reissek        
Gouania;lupuloides;(L.) Urb.       ;Gouania lupuloides (L.) Urb.       
Gouania;polygama;(Jacq.) Urb.       ;Gouania polygama (Jacq.) Urb.       
Gouania;pyrifolia;Reissek        ;Gouania pyrifolia Reissek        
Gouania;riparia;Reissek        ;Gouania riparia Reissek        
Gouania;rosei;Wiggins        ;Gouania rosei Wiggins        
Gouania;rumicina;Triana & Planch.      ;Gouania rumicina Triana & Planch.      
Gouania;stipularis;Sessé & Moc. ex DC.    ;Gouania stipularis Sessé & Moc. ex DC.    
Gouania;striata;Rich.        ;Gouania striata Rich.        
Gouania;trichodonta;Reissek        ;Gouania trichodonta Reissek        
Gouania;ulmifolia;Hook. & Arn.      ;Gouania ulmifolia Hook. & Arn.      
Gouania;wurdackii;Steyerm.        ;Gouania wurdackii Steyerm.        
Reissekia;smilacina;(Sm.) Steud.       ;Reissekia smilacina (Sm.) Steud.       
Sageretia;elegans;(Kunth) Brongn.       ;Sageretia elegans (Kunth) Brongn.       
Rosa;multiflora;Thunb.        ;Rosa multiflora Thunb.        
Rubus;adenothallus;Focke        ;Rubus adenothallus Focke        
Rubus;aenigmaticus;Focke        ;Rubus aenigmaticus Focke        
Rubus;alpinus;Macfad.        ;Rubus alpinus Macfad.        
Rubus;betonicifolius;Focke        ;Rubus betonicifolius Focke        
Rubus;bogotensis;Kunth        ;Rubus bogotensis Kunth        
Rubus;boliviensis;Focke        ;Rubus boliviensis Focke        
Rubus;brasiliensis;Mart.        ;Rubus brasiliensis Mart.        
Rubus;briareus;Focke        ;Rubus briareus Focke        
Rubus;buchtienii;Focke        ;Rubus buchtienii Focke        
Rubus;bullatus;Rusby        ;Rubus bullatus Rusby        
Rubus;conchyliatus;Focke        ;Rubus conchyliatus Focke        
Rubus;coriaceus;Poir.        ;Rubus coriaceus Poir.        
Rubus;coriifolius;Liebm.        ;Rubus coriifolius Liebm.        
Rubus;durus;Wright        ;Rubus durus Wright        
Rubus;eriocarpus;Liebm.        ;Rubus eriocarpus Liebm.        
Rubus;fagifolius;Cham. & Schltdl.      ;Rubus fagifolius Cham. & Schltdl.      
Rubus;floribundus;Kunth        ;Rubus floribundus Kunth        
Rubus;florulentus;Focke        ;Rubus florulentus Focke        
Rubus;glaucus;Benth.        ;Rubus glaucus Benth.        
Rubus;guyanensis;Focke        ;Rubus guyanensis Focke        
Rubus;hadrocarpus;Standl. & Steyerm.      ;Rubus hadrocarpus Standl. & Steyerm.      
Rubus;hassleri;Chodat        ;Rubus hassleri Chodat        
Rubus;herzogii;Focke        ;Rubus herzogii Focke        
Rubus;holtenii;Kuntze        ;Rubus holtenii Kuntze        
Rubus;idaeus;L.        ;Rubus idaeus L.        
Rubus;imperialis;Cham. & Schltdl.      ;Rubus imperialis Cham. & Schltdl.      
Rubus;costaricanus;Liebm.        ;Rubus costaricanus Liebm.        
Rubus;jamaicensis;L.        ;Rubus jamaicensis L.        
Rubus;killipii;A.Berger        ;Rubus killipii A.Berger        
Rubus;loxensis;Benth.        ;Rubus loxensis Benth.        
Rubus;mandonii;Focke        ;Rubus mandonii Focke        
Rubus;megalococcus;Focke        ;Rubus megalococcus Focke        
Rubus;niveus;Thunb.        ;Rubus niveus Thunb.        
Rubus;nubigenus;Kunth        ;Rubus nubigenus Kunth        
Rubus;ostrinus;Focke        ;Rubus ostrinus Focke        
Rubus;vulcanicolus;(Donn.Sm.) Rydb.       ;Rubus vulcanicolus (Donn.Sm.) Rydb.       
Rubus;paraguariensis;(Chodat & Hassl.) Basualdo & Zardini   ;Rubus paraguariensis (Chodat & Hassl.) Basualdo & Zardini   
Rubus;adenotrichus;Schltdl.        ;Rubus adenotrichus Schltdl.        
Rubus;pringlei;Rydb.        ;Rubus pringlei Rydb.        
Rubus;racemosus;Roxb.        ;Rubus racemosus Roxb.        
Rubus;praecox;Bertol.        ;Rubus praecox Bertol.        
Rubus;fraseri_x;Rehder        ;Rubus fraseri_x Rehder        
Rubus;roseus;Poir.        ;Rubus roseus Poir.        
Rubus;rusbyi;Britton        ;Rubus rusbyi Britton        
Rubus;sellowii;Cham. & Schltdl.      ;Rubus sellowii Cham. & Schltdl.      
Rubus;sparsiflorus;J.F.Macbr.        ;Rubus sparsiflorus J.F.Macbr.        
Rubus;turquinensis;Rydb.        ;Rubus turquinensis Rydb.        
Rubus;urticifolius;Poir.        ;Rubus urticifolius Poir.        
Rubus;weberbaueri;Focke        ;Rubus weberbaueri Focke        
Arcytophyllum;aristatum;Standl.        ;Arcytophyllum aristatum Standl.        
Spermacoce;schumannii;(Standl. ex Bacig.) Delprete     ;Spermacoce schumannii (Standl. ex Bacig.) Delprete     
Spermacoce;valens;(Standl.) Govaerts       ;Spermacoce valens (Standl.) Govaerts       
Chiococca;alba;(L.) Hitchc.       ;Chiococca alba (L.) Hitchc.       
Chiococca;caputensis;Lorence & C.M.Taylor      ;Chiococca caputensis Lorence & C.M.Taylor      
Chiococca;cubensis;Urb.        ;Chiococca cubensis Urb.        
Chiococca;pachyphylla;Wernham        ;Chiococca pachyphylla Wernham        
Chomelia;malaneoides;Müll.Arg.        ;Chomelia malaneoides Müll.Arg.        
Chomelia;monachinoi;Steyerm.        ;Chomelia monachinoi Steyerm.        
Chomelia;volubilis;(Standl.) Steyerm.       ;Chomelia volubilis (Standl.) Steyerm.       
Denscantia;calcicola;R.M.Salas & E.L.Cabral      ;Denscantia calcicola R.M.Salas & E.L.Cabral      
Denscantia;cymosa;(Spreng.) E.L.Cabral & Bacig.     ;Denscantia cymosa (Spreng.) E.L.Cabral & Bacig.     
Denscantia;macrobracteata;E.L.Cabral & Bacig.      ;Denscantia macrobracteata E.L.Cabral & Bacig.      
Denscantia;monodon;(K.Schum.) E.L.Cabral & Bacig.     ;Denscantia monodon (K.Schum.) E.L.Cabral & Bacig.     
Hexasepalum;gardneri;(K.Schum.) J.H.Kirkbr. & Delprete     ;Hexasepalum gardneri (K.Schum.) J.H.Kirkbr. & Delprete     
Emmeorhiza;umbellata;(Spreng.) K.Schum.       ;Emmeorhiza umbellata (Spreng.) K.Schum.       
Galianthe;polygonoides;E.L.Cabral & Bacig.      ;Galianthe polygonoides E.L.Cabral & Bacig.      
Galium;aparine;L.        ;Galium aparine L.        
Galium;aschenbornii;Schauer        ;Galium aschenbornii Schauer        
Galium;azuayicum;Dempster        ;Galium azuayicum Dempster        
Galium;canescens;Kunth        ;Galium canescens Kunth        
Galium;ecuadoricum;Dempster        ;Galium ecuadoricum Dempster        
Galium;ferrugineum;K.Krause        ;Galium ferrugineum K.Krause        
Galium;hypocarpium;(L.) Endl. ex Griseb.     ;Galium hypocarpium (L.) Endl. ex Griseb.     
Galium;mexicanum;Kunth        ;Galium mexicanum Kunth        
Galium;obovatum;Kunth        ;Galium obovatum Kunth        
Galium;pseudotriflorum;Dempster & Ehrend.      ;Galium pseudotriflorum Dempster & Ehrend.      
Hillia;parasitica;Jacq.        ;Hillia parasitica Jacq.        
Hillia;loranthoides;Standl.        ;Hillia loranthoides Standl.        
Hillia;macromeris;Standl.        ;Hillia macromeris Standl.        
Machaonia;martinicensis;(DC.) Standl.       ;Machaonia martinicensis (DC.) Standl.       
Malanea;boliviana;Standl.        ;Malanea boliviana Standl.        
Malanea;campylocarpa;C.M.Taylor        ;Malanea campylocarpa C.M.Taylor        
Malanea;ecuadorensis;C.M.Taylor        ;Malanea ecuadorensis C.M.Taylor        
Malanea;egleri;Steyerm.        ;Malanea egleri Steyerm.        
Malanea;fendleri;Standl.        ;Malanea fendleri Standl.        
Malanea;forsteronioides;Müll.Arg.        ;Malanea forsteronioides Müll.Arg.        
Malanea;gabrielensis;Müll.Arg.        ;Malanea gabrielensis Müll.Arg.        
Malanea;glabra;A.Rich.        ;Malanea glabra A.Rich.        
Malanea;hypoleuca;Steyerm.        ;Malanea hypoleuca Steyerm.        
Malanea;martiana;Müll.Arg.        ;Malanea martiana Müll.Arg.        
Malanea;microphylla;Standl. & Steyerm.      ;Malanea microphylla Standl. & Steyerm.      
Malanea;obovata;Hochr.        ;Malanea obovata Hochr.        
Malanea;pariensis;Steyerm.        ;Malanea pariensis Steyerm.        
Malanea;ptariensis;Steyerm.        ;Malanea ptariensis Steyerm.        
Malanea;revolutifolia;A.Amaya & Popovkin      ;Malanea revolutifolia A.Amaya & Popovkin      
Malanea;sarmentosa;Aubl.        ;Malanea sarmentosa Aubl.        
Malanea;setulosa;Steyerm.        ;Malanea setulosa Steyerm.        
Malanea;sipapoensis;Steyerm.        ;Malanea sipapoensis Steyerm.        
Malanea;subtruncata;Steyerm.        ;Malanea subtruncata Steyerm.        
Manettia;acutifolia;Ruiz & Pav.      ;Manettia acutifolia Ruiz & Pav.      
Manettia;alba;(Aubl.) Wernham       ;Manettia alba (Aubl.) Wernham       
Manettia;angamarcensis;Benoist        ;Manettia angamarcensis Benoist        
Manettia;arboricola;Lorence        ;Manettia arboricola Lorence        
Manettia;asclepiadacea;Standl.        ;Manettia asclepiadacea Standl.        
Manettia;asperifolia;Standl.        ;Manettia asperifolia Standl.        
Manettia;bangii;(Rusby) Standl.       ;Manettia bangii (Rusby) Standl.       
Manettia;barbata;Oerst.        ;Manettia barbata Oerst.        
Manettia;beyrichiana;K.Schum.        ;Manettia beyrichiana K.Schum.        
Manettia;calycosa;Griseb.        ;Manettia calycosa Griseb.        
Manettia;campanulacea;Standl.        ;Manettia campanulacea Standl.        
Manettia;canescens;K.Schum.        ;Manettia canescens K.Schum.        
Manettia;chrysoderma;Sprague        ;Manettia chrysoderma Sprague        
Manettia;cinchonarum;Standl. ex Steyerm.      ;Manettia cinchonarum Standl. ex Steyerm.      
Manettia;coccinea;(Aubl.) Willd.       ;Manettia coccinea (Aubl.) Willd.       
Manettia;coccocypseloides;Wernham        ;Manettia coccocypseloides Wernham        
Manettia;congesta;(Vell.) K.Schum.       ;Manettia congesta (Vell.) K.Schum.       
Manettia;congestoides;Wernham        ;Manettia congestoides Wernham        
Manettia;cordifolia;Mart.        ;Manettia cordifolia Mart.        
Manettia;corticifera;Wernham        ;Manettia corticifera Wernham        
Manettia;cryptantha;Standl.        ;Manettia cryptantha Standl.        
Manettia;discolor;Standl. ex Steyerm.      ;Manettia discolor Standl. ex Steyerm.      
Manettia;divaricata;Wernham        ;Manettia divaricata Wernham        
Manettia;domingensis;Sprague        ;Manettia domingensis Sprague        
Manettia;dominicensis;Wernham        ;Manettia dominicensis Wernham        
Manettia;echitidea;Standl.        ;Manettia echitidea Standl.        
Manettia;evenia;Sprague        ;Manettia evenia Sprague        
Manettia;fiebrigii;Standl.        ;Manettia fiebrigii Standl.        
Manettia;fimbriata;Cham. & Schltdl.      ;Manettia fimbriata Cham. & Schltdl.      
Manettia;flexilis;Brandegee        ;Manettia flexilis Brandegee        
Manettia;glandulosa;Poepp.        ;Manettia glandulosa Poepp.        
Manettia;gracilis;Cham. & Schltdl.      ;Manettia gracilis Cham. & Schltdl.      
Manettia;herthae;K.Krause        ;Manettia herthae K.Krause        
Manettia;hispida;Poepp.        ;Manettia hispida Poepp.        
Manettia;lehmannii;(Wernham) Standl.       ;Manettia lehmannii (Wernham) Standl.       
Manettia;leucantha;K.Krause        ;Manettia leucantha K.Krause        
Manettia;lilacina;K.Krause        ;Manettia lilacina K.Krause        
Manettia;lobbii;Wernham        ;Manettia lobbii Wernham        
Manettia;locuples;Standl. ex Steyerm.      ;Manettia locuples Standl. ex Steyerm.      
Manettia;longicalycina;Dwyer & Lorence      ;Manettia longicalycina Dwyer & Lorence      
Manettia;longipedicellata;C.M.Taylor        ;Manettia longipedicellata C.M.Taylor        
Manettia;luteorubra;(Vell.) Benth.       ;Manettia luteorubra (Vell.) Benth.       
Manettia;lygistum;(L.) Sw.       ;Manettia lygistum (L.) Sw.       
Manettia;meridensis;K.Schum.        ;Manettia meridensis K.Schum.        
Manettia;microphylla;Lorence & Dwyer      ;Manettia microphylla Lorence & Dwyer      
Manettia;minutiflora;Standl.        ;Manettia minutiflora Standl.        
Manettia;mitis;(Vell.) K.Schum.       ;Manettia mitis (Vell.) K.Schum.       
Manettia;modica;Standl.        ;Manettia modica Standl.        
Manettia;nebulosa;Benoist        ;Manettia nebulosa Benoist        
Manettia;paniculata;Poepp.        ;Manettia paniculata Poepp.        
Manettia;paraguariensis;Chodat        ;Manettia paraguariensis Chodat        
Manettia;paranensis;Standl.        ;Manettia paranensis Standl.        
Manettia;parvula;K.Schum. ex Wernham      ;Manettia parvula K.Schum. ex Wernham      
Manettia;pauciflora_x;Dusén        ;Manettia pauciflora_x Dusén        
Manettia;pearcei;Wernham        ;Manettia pearcei Wernham        
Manettia;pectinata;Sprague        ;Manettia pectinata Sprague        
Manettia;pedunculata;(Spreng.) K.Schum.       ;Manettia pedunculata (Spreng.) K.Schum.       
Manettia;peruviana;Standl.        ;Manettia peruviana Standl.        
Manettia;pichinchensis;Wernham        ;Manettia pichinchensis Wernham        
Manettia;reclinata;L.        ;Manettia reclinata L.        
Manettia;poliodes;Standl.        ;Manettia poliodes Standl.        
Manettia;pubescens;Cham. & Schltdl.      ;Manettia pubescens Cham. & Schltdl.      
Manettia;racemosa;Ruiz & Pav.      ;Manettia racemosa Ruiz & Pav.      
Manettia;recurva;Sprague        ;Manettia recurva Sprague        
Manettia;riedelii;Wernham        ;Manettia riedelii Wernham        
Manettia;rivulorum;Standl.        ;Manettia rivulorum Standl.        
Manettia;rojasiana;Chodat & Hassl.      ;Manettia rojasiana Chodat & Hassl.      
Manettia;sabiceoides;Wernham        ;Manettia sabiceoides Wernham        
Manettia;sararensis;Standl. ex Steyerm.      ;Manettia sararensis Standl. ex Steyerm.      
Manettia;secundiflora;(Poir.) DC.       ;Manettia secundiflora (Poir.) DC.       
Manettia;skutchii;Standl.        ;Manettia skutchii Standl.        
Manettia;smithii;Sprague        ;Manettia smithii Sprague        
Manettia;suratensis;Standl.        ;Manettia suratensis Standl.        
Manettia;tatei;Standl.        ;Manettia tatei Standl.        
Manettia;tenuis;(Britton ex Rusby) Wernham     ;Manettia tenuis (Britton ex Rusby) Wernham     
Manettia;teresitae;Standl.        ;Manettia teresitae Standl.        
Manettia;thysanophora;Wernham        ;Manettia thysanophora Wernham        
Manettia;tomentosa;(Rusby) Standl.       ;Manettia tomentosa (Rusby) Standl.       
Manettia;tomentulosa;Standl.        ;Manettia tomentulosa Standl.        
Manettia;toroi;Standl.        ;Manettia toroi Standl.        
Manettia;trianae;Wernham        ;Manettia trianae Wernham        
Manettia;tweedieana;K.Schum.        ;Manettia tweedieana K.Schum.        
Manettia;umbellata;Ruiz & Pav.      ;Manettia umbellata Ruiz & Pav.      
Manettia;utopia;Wernham        ;Manettia utopia Wernham        
Manettia;veronicoides;Standl.        ;Manettia veronicoides Standl.        
Manettia;verticillata;Wernham        ;Manettia verticillata Wernham        
Manettia;weberbaueri;K.Krause        ;Manettia weberbaueri K.Krause        
Eumachia;microdon;(DC.) Delprete & J.H.Kirkbr.     ;Eumachia microdon (DC.) Delprete & J.H.Kirkbr.     
Morinda;royoc;L.        ;Morinda royoc L.        
Nertera;granadensis;(Mutis ex L.f.) Druce     ;Nertera granadensis (Mutis ex L.f.) Druce     
Notopleura;episcandens;C.M.Taylor & Lorence      ;Notopleura episcandens C.M.Taylor & Lorence      
Notopleura;multiramosa;(Steyerm.) C.M.Taylor       ;Notopleura multiramosa (Steyerm.) C.M.Taylor       
Notopleura;pithecobia;(Standl.) C.M.Taylor       ;Notopleura pithecobia (Standl.) C.M.Taylor       
Notopleura;torrana;C.M.Taylor        ;Notopleura torrana C.M.Taylor        
Paederia;brasiliensis;(Hook.f.) Puff       ;Paederia brasiliensis (Hook.f.) Puff       
Randia;altiscandens;(Ducke) C.M.Taylor       ;Randia altiscandens (Ducke) C.M.Taylor       
Randia;armata;(Sw.) DC.       ;Randia armata (Sw.) DC.       
Randia;asperifolia;(Sandwith) Sandwith       ;Randia asperifolia (Sandwith) Sandwith       
Randia;retroflexa;Lorence & M.Nee      ;Randia retroflexa Lorence & M.Nee      
Randia;tetracantha;(Cav.) DC.       ;Randia tetracantha (Cav.) DC.       
Retiniphyllum;concolor;(Spruce ex Benth.) Müll.Arg.     ;Retiniphyllum concolor (Spruce ex Benth.) Müll.Arg.     
Rosenbergiodendron;formosum;(Jacq.) Fagerl.       ;Rosenbergiodendron formosum (Jacq.) Fagerl.       
Rosenbergiodendron;longiflorum;(Ruiz & Pav.) Fagerl.     ;Rosenbergiodendron longiflorum (Ruiz & Pav.) Fagerl.     
Sabicea;amazonensis;Wernham        ;Sabicea amazonensis Wernham        
Sabicea;aristeguietae;Steyerm.        ;Sabicea aristeguietae Steyerm.        
Sabicea;aspera;Aubl.        ;Sabicea aspera Aubl.        
Sabicea;asperula;(Ball) Wernham       ;Sabicea asperula (Ball) Wernham       
Sabicea;bariensis;Steyerm.        ;Sabicea bariensis Steyerm.        
Sabicea;boliviensis;Wernham        ;Sabicea boliviensis Wernham        
Sabicea;brachycalyx;Steyerm.        ;Sabicea brachycalyx Steyerm.        
Sabicea;burchellii;Wernham        ;Sabicea burchellii Wernham        
Sabicea;calophylla;Aspl.        ;Sabicea calophylla Aspl.        
Sabicea;camporum;Sprague        ;Sabicea camporum Sprague        
Sabicea;cana;Hook.f.        ;Sabicea cana Hook.f.        
Sabicea;chocoana;C.M.Taylor        ;Sabicea chocoana C.M.Taylor        
Sabicea;cinerea;Aubl.        ;Sabicea cinerea Aubl.        
Sabicea;cuneata;Rusby        ;Sabicea cuneata Rusby        
Sabicea;erecta;Rusby        ;Sabicea erecta Rusby        
Sabicea;glabrescens;Benth.        ;Sabicea glabrescens Benth.        
Sabicea;grandifolia;Steyerm.        ;Sabicea grandifolia Steyerm.        
Sabicea;grisea;Cham. & Schltdl.      ;Sabicea grisea Cham. & Schltdl.      
Sabicea;hirta;Sw.        ;Sabicea hirta Sw.        
Sabicea;humilis;S.Moore        ;Sabicea humilis S.Moore        
Sabicea;liesneri;Steyerm.        ;Sabicea liesneri Steyerm.        
Sabicea;mattogrossensis;Wernham        ;Sabicea mattogrossensis Wernham        
Sabicea;mexicana;Wernham        ;Sabicea mexicana Wernham        
Sabicea;mollissima;Benth. ex Wernham      ;Sabicea mollissima Benth. ex Wernham      
Sabicea;morillorum;Steyerm.        ;Sabicea morillorum Steyerm.        
Sabicea;novogranatensis;K.Schum.        ;Sabicea novogranatensis K.Schum.        
Sabicea;oblongifolia;(Miq.) Steyerm.       ;Sabicea oblongifolia (Miq.) Steyerm.       
Sabicea;panamensis;Wernham        ;Sabicea panamensis Wernham        
Sabicea;pearcei;Wernham        ;Sabicea pearcei Wernham        
Sabicea;setiloba;Wernham        ;Sabicea setiloba Wernham        
Sabicea;stellaris;Dwyer        ;Sabicea stellaris Dwyer        
Sabicea;subinvolucrata;Wernham        ;Sabicea subinvolucrata Wernham        
Sabicea;thyrsiflora;L.Andersson        ;Sabicea thyrsiflora L.Andersson        
Sabicea;tillettii;Steyerm.        ;Sabicea tillettii Steyerm.        
Sabicea;trianae;Wernham        ;Sabicea trianae Wernham        
Sabicea;umbellata;(Ruiz & Pav.) Pers.     ;Sabicea umbellata (Ruiz & Pav.) Pers.     
Sabicea;velutina;Benth.        ;Sabicea velutina Benth.        
Sabicea;villosa;Willd. ex Schult.      ;Sabicea villosa Willd. ex Schult.      
Schradera;acuminata;Standl.        ;Schradera acuminata Standl.        
Schradera;andina;Steyerm.        ;Schradera andina Steyerm.        
Schradera;bipedunculata;Steyerm.        ;Schradera bipedunculata Steyerm.        
Schradera;brevipes;Steyerm.        ;Schradera brevipes Steyerm.        
Schradera;campii;Standl. ex Steyerm.      ;Schradera campii Standl. ex Steyerm.      
Schradera;clusiifolia;(Britton & Standl.) R.O.Williams & Cheesman   ;Schradera clusiifolia (Britton & Standl.) R.O.Williams & Cheesman   
Schradera;cubensis;Steyerm.        ;Schradera cubensis Steyerm.        
Schradera;exotica;(J.F.Gmel.) Standl.       ;Schradera exotica (J.F.Gmel.) Standl.       
Schradera;glabriflora;Steyerm.        ;Schradera glabriflora Steyerm.        
Schradera;hilliifolia;Steyerm.        ;Schradera hilliifolia Steyerm.        
Schradera;involucrata;(Sw.) K.Schum.       ;Schradera involucrata (Sw.) K.Schum.       
Schradera;lehmannii;Standl.        ;Schradera lehmannii Standl.        
Schradera;marahuacensis;Steyerm.        ;Schradera marahuacensis Steyerm.        
Schradera;marginalis;Standl.        ;Schradera marginalis Standl.        
Schradera;neeoides;Standl. ex Steyerm.      ;Schradera neeoides Standl. ex Steyerm.      
