"","species","temp","prec","pet","aridity","lon","lat"
"696","Salacia miqueliana Loes.",248,4390,1512,20239,-52.152517,4.544767
"697","Salacia miqueliana Loes.",260,2047,1610,15475,-54.1667,3.8
"698","Salacia miqueliana Loes.",252,2999,1606,15511,-54.1,3.31667
"699","Salacia miqueliana Loes.",258,2122,1521,15441,-53.116667,0.4
"700","Salacia miqueliana Loes.",251,2514,1578,16272,-51.97,2.22
"701","Salacia miqueliana Loes.",256,2122,1597,16792,-52.366667,2.883333
"702","Salacia negrensis Lombardi",257,2406,1349,18328,-62.9331,-0.4189
"703","Salacia negrensis Lombardi",247,3160,1509,19789,-67.666667,4.016667
"704","Salacia negrensis Lombardi",254,2187,1531,16548,-64.86,2.76
"705","Salacia negrensis Lombardi",255,2867,1365,18776,-64.003826,-0.299376
"706","Salacia negrensis Lombardi",265,2356,1696,12380,-67.15,6.21666
"707","Salacia negrensis Lombardi",260,2718,1345,18093,-61.09,-2.3564
"708","Salacia negrensis Lombardi",246,3515,1438,23794,-66.31,2.63
"709","Salacia nemorosa Lombardi",209,1705,1244,10580,-40.530278,-19.971389
"710","Salacia ulei Loes.",243,3790,1174,28550,-76.5,-0.633333
"711","Salacia ulei Loes.",246,3848,1217,25402,-69.84,-1.07
"712","Salacia ulei Loes.",251,3004,1170,26304,-72.833333,-3.466667
"713","Salacia ulei Loes.",253,2525,1184,21176,-73.75,-4.83333
"714","Salacia ulei Loes.",255,2517,1268,21883,-77.6,-2.78
"715","Salacia ulei Loes.",259,1679,1295,13455,-75.16666,-7.08333
"716","Salacia ulei Loes.",252,2438,1205,20482,-74.5,-4.53333
"717","Salacia ulei Loes.",251,2724,1163,23222,-73.5,-3.833333
"718","Salacia ulei Loes.",250,2906,1210,21231,-69.504833,-4.696879
"719","Salacia ulei Loes.",254,3047,1255,23176,-65.49341,-3.324153
"720","Salacia ulei Loes.",257,2215,1244,18360,-65.08583,-4.14444
"721","Salacia ulei Loes.",249,3387,1218,26066,-69.4264,-1.3994
"722","Salacia wrightii Urb.",256,1492,1914,6351,-79.03635,21.62117
"723","Tontelea attenuata Miers",258,2178,1557,15366,-52.381667,1.188333
"724","Tontelea attenuata Miers",270,1820,1361,14249,-54.942222,-2.491944
"725","Tontelea attenuata Miers",232,3463,1508,15038,-71.895944,6.360847
"726","Tontelea attenuata Miers",237,2568,1322,22000,-75.88903,1.60522
"727","Tontelea attenuata Miers",250,3433,1370,24443,-70.0909,-12.5124
"728","Tontelea attenuata Miers",212,735,1472,9191,-68.54166,-15.16638
"729","Tontelea attenuata Miers",256,1999,1380,16641,-75.19583,-10.17361
"730","Tontelea attenuata Miers",239,1718,1692,13107,-64.488611,-17.426389
"731","Tontelea attenuata Miers",247,3705,1214,26032,-69.504361,-1.080139
"732","Tontelea attenuata Miers",253,2695,1382,17775,-69.28333,-12.83333
"733","Tontelea attenuata Miers",253,1322,1494,12491,-67.79305,-14.64722
"734","Tontelea attenuata Miers",217,2042,1364,13225,-67.90777,-14.17138
"735","Tontelea attenuata Miers",246,3060,1233,22746,-71.83,-0.83
"736","Tontelea attenuata Miers",251,2662,1583,14930,-58.616667,5.016667
"737","Tontelea attenuata Miers",242,3688,1404,24249,-67.46583,2.89416
"738","Tontelea attenuata Miers",243,2915,1390,21942,-69.09,2.86
"739","Tontelea attenuata Miers",251,1709,1222,14481,-68.0108,-9.641374
"740","Tontelea attenuata Miers",243,4588,1143,36828,-77.5,-1.51666
"741","Tontelea attenuata Miers",239,3747,1168,27238,-76.083333,-0.866667
"742","Tontelea attenuata Miers",250,2028,1504,11469,-60.766667,-13.65
"743","Tontelea attenuata Miers",247,1847,1195,16897,-71.37933,-8.4608
"744","Tontelea attenuata Miers",249,2830,1215,24277,-70.25,-3.7
"745","Tontelea attenuata Miers",249,2220,1581,17024,-53.2,3.61
"746","Tontelea attenuata Miers",244,3774,1175,31028,-76.86666,-0.73333
"747","Tontelea attenuata Miers",230,2454,1532,12916,-60.6167,5.88333
"748","Tontelea attenuata Miers",251,2794,1160,23211,-73.41666,-3.83333
"749","Tontelea attenuata Miers",244,2260,1571,16067,-66.958333,5.366667
"750","Tontelea attenuata Miers",261,5983,1379,47254,-77.13333,3.93333
"751","Tontelea attenuata Miers",239,2640,1218,21485,-76.25,-2.916667
"752","Tontelea attenuata Miers",254,2388,1245,17941,-63.433333,-8.766667
"753","Tontelea attenuata Miers",249,2475,1202,19958,-73.65,-7.48
"754","Tontelea attenuata Miers",248,2152,1327,22002,-66.166667,0.833333
"755","Tontelea attenuata Miers",257,2220,1415,16131,-63.366667,0.7
"756","Tontelea attenuata Miers",251,2007,1142,19189,-72.6716457607943,-7.63455502275956
"757","Tontelea attenuata Miers",240,3508,1195,26218,-76.366667,-2.4
"758","Tontelea attenuata Miers",255,1889,1615,12510,-57.343333,3.37
"759","Tontelea attenuata Miers",234,2039,1348,15495,-75.08333,-10.5
"760","Tontelea attenuata Miers",241,2683,1239,20981,-76.41666,-2.91666
"761","Tontelea attenuata Miers",245,3264,1207,29102,-76.183,-0.016
"762","Tontelea attenuata Miers",245,3303,1355,24683,-67.05,1.85
"763","Tontelea attenuata Miers",255,1368,1713,9139,-61.733333,8.366667
"764","Tontelea attenuata Miers",259,2182,1401,16763,-59.847157,-1.515667
"765","Tontelea attenuata Miers",263,2049,1404,15265,-58.726988,-2.306591
"766","Tontelea attenuata Miers",256,2162,1425,15745,-59.520344,-0.944722
"767","Tontelea attenuata Miers",251,2907,1122,25687,-73.25,-3.766667
"768","Tontelea attenuata Miers",255,2412,1281,20941,-77.68,-2.87
"769","Tontelea attenuata Miers",243,2432,1503,17421,-63.225,3.375
"770","Tontelea attenuata Miers",256,2790,1383,18092,-63.8529,-0.324
"771","Tontelea attenuata Miers",190,5441,1348,13901,-75.91666,-8.83333
"772","Tontelea attenuata Miers",256,2327,1605,17409,-52.316667,3.166667
"773","Tontelea attenuata Miers",252,2619,1210,21416,-69.04659,-3.47705
"774","Tontelea attenuata Miers",229,1576,1502,14279,-61.05,4.66
"775","Tontelea attenuata Miers",246,3515,1438,23794,-66.31,2.63
"776","Tontelea attenuata Miers",257,2136,1245,17440,-62.683954,-6.987642
"777","Tontelea attenuata Miers",236,2306,1286,15065,-76.6,-5.83333
"778","Tontelea attenuata Miers",248,3811,1273,30970,-76.16666,0.9
"779","Tontelea attenuata Miers",246,3324,1228,27968,-68.512137,0.225176
"780","Tontelea attenuata Miers",257,2215,1244,18360,-65.08583,-4.14444
"781","Tontelea attenuata Miers",158,2150,1423,17104,-75.334567,6.08275
"782","Tontelea attenuata Miers",245,3248,1261,21384,-72.383333,-0.616667
"783","Tontelea emarginata A.C.Sm.",218,1962,1460,21097,-75.18575,5.886333
"784","Tontelea emarginata A.C.Sm.",224,1690,1395,13863,-78.234722,-5.033889
"785","Tontelea emarginata A.C.Sm.",212,3745,1124,35271,-77.58333,-0.81666
"786","Tontelea emarginata A.C.Sm.",248,2055,1503,10081,-61.736667,-13.628056
"787","Tontelea emarginata A.C.Sm.",247,4535,1505,20842,-52.15,4.54
"788","Tontelea emarginata A.C.Sm.",231,2025,1459,11864,-78.36138,-5.25694
"789","Tontelea emarginata A.C.Sm.",246,3252,1220,23401,-71.56,-1.04
"790","Tontelea emarginata A.C.Sm.",222,1324,1288,11622,-76.967434,-6.035259
"791","Tontelea emarginata A.C.Sm.",248,2138,1578,16912,-53.2,3.62
"792","Tontelea emarginata A.C.Sm.",252,1916,1400,11570,-67.216667,-11.8
"793","Tontelea emarginata A.C.Sm.",238,4985,1148,36160,-77.416667,-1.566667
"794","Tontelea emarginata A.C.Sm.",261,5983,1379,47254,-77.13333,3.93333
"795","Tontelea emarginata A.C.Sm.",250,2829,1594,15538,-58.6667,5.33333
"796","Tontelea emarginata A.C.Sm.",239,2640,1218,21485,-76.25,-2.916667
"797","Tontelea emarginata A.C.Sm.",251,2724,1163,23222,-73.5,-3.83333
"798","Tontelea emarginata A.C.Sm.",251,1842,1408,17896,-76.533333,-8.166667
"799","Tontelea emarginata A.C.Sm.",243,2506,1199,24665,-75.75,-2.5
"800","Tontelea emarginata A.C.Sm.",250,2398,1344,17063,-77.718333,-3.916667
"801","Tontelea emarginata A.C.Sm.",253,1104,1789,7257,-65.88333,10.10194
"802","Tontelea emarginata A.C.Sm.",259,3122,1576,21506,-51.883333,3.8
"803","Tontelea emarginata A.C.Sm.",252,2176,1661,9171,-58.5548,6.20426
"804","Tontelea emarginata A.C.Sm.",201,1028,1664,7461,-67.733333,-16.183333
"805","Tontelea fuliginea Lombardi",243,3790,1174,28550,-76.5,-0.63333
"806","Tontelea hondurensis A.C.Sm.",258,2610,1667,18984,-84.33333,10.96666
"807","Tontelea hondurensis A.C.Sm.",258,5247,1613,18424,-83.51638,8.56638
"808","Tontelea hondurensis A.C.Sm.",223,2831,1632,18763,-85.05,10.7
"809","Tontelea hondurensis A.C.Sm.",253,2560,1663,15674,-79.5,9.25
"810","Tontelea hondurensis A.C.Sm.",207,2815,1439,18521,-81.11666,8.5
"811","Tontelea hondurensis A.C.Sm.",250,2633,1588,18199,-82.205278,8.937778
"812","Tontelea hondurensis A.C.Sm.",261,2578,1739,16060,-82.87,9.59
"813","Tontelea hondurensis A.C.Sm.",220,4348,1578,16598,-77.533333,8.533333
"814","Tontelea hondurensis A.C.Sm.",215,2292,1618,14722,-80.11666,8.61666
"815","Dalbergia gracilis Benth.",249,2250,1410,15475,-56.985556,-9.872222
"816","Dalbergia gracilis Benth.",249,1282,1609,9264,-59.9725,-15.045555
"817","Dalbergia gracilis Benth.",254,1562,1368,12801,-65.633333,-10.533333
"818","Dalbergia gracilis Benth.",250,2151,1495,14898,-55.93,-9.78
"819","Dalbergia gracilis Benth.",253,1705,1269,12994,-67.790514,-10.035414
"820","Dalbergia gracilis Benth.",253,2208,1375,16207,-68.84888,-13.03
"821","Dalbergia gracilis Benth.",254,1841,1393,11605,-66.905333,-11.544167
"822","Dalbergia gracilis Benth.",250,1703,1291,12897,-67.75,-10.5
"823","Dalbergia gracilis Benth.",248,1535,1293,12270,-69.4969,-10.9389
"824","Dalbergia gracilis Benth.",248,1598,1613,8749,-61.036389,-14.769167
"825","Dalbergia gracilis Benth.",244,1556,1606,8002,-62.783333,-14.733333
"826","Dalbergia gracilis Benth.",253,1595,1307,13681,-68.5059280778964,-10.6554313221141
"827","Dalbergia gracilis Benth.",250,1634,1230,15616,-69.03,-9.67
"828","Dalbergia gracilis Benth.",250,2164,1496,11287,-61.016667,-13.533333
"829","Dalbergia gracilis Benth.",255,1712,1441,10750,-66.333333,-11.85
"830","Dalbergia gracilis Benth.",254,1670,1363,12988,-66.1,-10.56666
"831","Dalbergia gracilis Benth.",251,1818,1295,14709,-66.622035,-9.748408
"832","Dalbergia gracilis Benth.",244,1455,1315,13501,-63.769326,-10.979438
"833","Dalbergia gracilis Benth.",254,2046,1264,15175,-65.710216,-8.89724
"834","Dalbergia gracilis Benth.",251,1823,1197,17983,-68.6586285474508,-9.06906076901812
"835","Dalbergia gracilis Benth.",251,1727,1558,10124,-51.83,-12.82
"836","Dalbergia gracilis Benth.",261,1338,1561,9913,-52.33333,-14.66666
"837","Dalbergia gracilis Benth.",246,1388,1649,8140,-63.31666,-15.05
"838","Dalbergia grandistipula A.M.Carvalho",255,1714,1301,13571,-64.972283,-9.645531
"839","Dalbergia guttembergii A.M.Carvalho",270,1622,1602,10408,-60.6745440377609,2.81652572991509
"840","Dalbergia guttembergii A.M.Carvalho",259,1828,1512,12473,-61.83639,1.39139
"841","Dalbergia sampaioana Kuhlm. & Hoehne",243,1190,1428,8386,-43.21,-22.91
"842","Lonchocarpus martynii A.C.Sm.",252,2339,1646,12267,-59.7,7.366667
"843","Lonchocarpus martynii A.C.Sm.",270,1827,1606,12274,-61.42,3.37
"844","Machaerium amazonense Hoehne",253,3551,1370,25211,-70.1004,-12.5694
"845","Machaerium amazonense Hoehne",251,2804,1635,14865,-67.25,5.58333
"846","Machaerium amazonense Hoehne",249,2880,1697,13664,-63.5,6.3333
"847","Machaerium amazonense Hoehne",224,2096,1480,13444,-61.13,4.61
"848","Machaerium amazonense Hoehne",266,2184,1347,16825,-60.025278,-3.113333
"849","Machaerium amazonense Hoehne",253,2255,1254,18306,-62.17,-9.12
"850","Machaerium amazonense Hoehne",256,2296,1252,17854,-62.25,-6.92
"851","Machaerium amplum Benth.",226,1367,1720,8601,-54.584722,-20.4375
"852","Machaerium amplum Benth.",224,1570,1562,10684,-51.77,-17.28
"853","Machaerium amplum Benth.",270,1172,1625,7778,-43.56,-5.76
"854","Machaerium amplum Benth.",245,1530,1604,9541,-53.405278,-18.149444
"855","Machaerium amplum Benth.",253,1228,1652,8962,-54.813889,-18.834444
"856","Machaerium amplum Benth.",234,1595,1582,9820,-53.821389,-22.300278
"857","Machaerium amplum Benth.",259,1530,1461,10611,-55.79,-14.539444
"858","Machaerium amplum Benth.",266,975,1525,7425,-45.25,-5.55
"859","Machaerium amplum Benth.",228,1420,1674,8750,-54.350556,-19.693056
"860","Machaerium amplum Benth.",249,1331,1628,9635,-50.1012,-17.788
"861","Machaerium amplum Benth.",260,1538,1481,9909,-46.891389,-4.454444
"862","Machaerium amplum Benth.",246,1934,1303,15509,-63.58333,-10.58333
"863","Machaerium amplum Benth.",247,1234,1670,8578,-55.65,-20.633333
"864","Machaerium amplum Benth.",265,1308,1625,9006,-48.249166,-12.7825
"865","Machaerium amplum Benth.",237,1894,1363,13877,-50.35,-6.186111
"866","Machaerium amplum Benth.",238,1193,1605,7532,-50.086667,-20.514444
"867","Machaerium amplum Benth.",256,1040,1701,6921,-57.043055,-19.481944
"868","Machaerium amplum Benth.",235,1469,1536,10844,-38.95,-4.300833
"869","Machaerium amplum Benth.",272,887,1736,4625,-39.087011,-4.175667
"870","Machaerium amplum Benth.",230,1483,1679,7919,-56.588611,-20.915833
"871","Machaerium amplum Benth.",215,919,1454,11325,-68.686861,-14.552778
"872","Machaerium amplum Benth.",261,1902,1461,9791,-56.814167,-14.8475
"873","Machaerium amplum Benth.",235,1758,1625,10519,-49.2539,-16.6786
"874","Machaerium amplum Benth.",224,1037,1422,13148,-68.531111,-14.231667
"875","Machaerium amplum Benth.",233,1568,1638,10070,-47.450556,-13.823056
"876","Machaerium amplum Benth.",233,1265,1566,9885,-48.4075,-16.29194
"877","Machaerium amplum Benth.",258,1120,1741,7873,-46.574722,-13.471111
"878","Machaerium amplum Benth.",237,1694,1631,8964,-54.062778,-21.832778
"879","Machaerium amplum Benth.",233,1407,1546,8883,-47.29694,-16.22389
"880","Machaerium amplum Benth.",261,1101,1735,5976,-44.544167,-11.091389
"881","Machaerium amplum Benth.",255,1403,1542,10443,-51.9,-12.72
"882","Machaerium amplum Benth.",253,1554,1518,10481,-53.034444,-13.382778
"883","Machaerium amplum Benth.",245,2038,1497,15033,-54.166667,-10.45
"884","Machaerium amplum Benth.",243,2070,1429,13059,-55.248333,-12.966667
"885","Machaerium amplum Benth.",247,1730,1478,11802,-56.42,-14.18
"886","Machaerium amplum Benth.",246,1280,1769,9424,-59.68055,-17.33861
"887","Machaerium amplum Benth.",252,1781,1620,9222,-48.98333,-14.7
"888","Machaerium amplum Benth.",234,1255,1613,8074,-49.380556,-20.81
"889","Machaerium amplum Benth.",254,1065,1674,8020,-56.3791462641928,-20.2445689776778
"890","Machaerium amplum Benth.",235,1008,1668,6570,-61.84805,-16.52166
"891","Machaerium amplum Benth.",266,1227,1510,9631,-55.187778,-16.628611
"892","Machaerium amplum Benth.",245,1180,1647,7640,-49.516667,-19.916667
"893","Machaerium amplum Benth.",261,1319,1549,10036,-52.33687,-14.65392
"894","Machaerium amplum Benth.",253,1549,1238,14000,-67.8,-9.96666
"895","Machaerium amplum Benth.",245,1575,1604,8073,-62.62,-14.63
"896","Machaerium amplum Benth.",252,1627,1456,10668,-64.233333,-12.416667
"897","Machaerium amplum Benth.",253,2350,1250,18572,-63.12,-9.17
"898","Machaerium amplum Benth.",258,1081,1681,7343,-56.65,-18.983333
"899","Machaerium amplum Benth.",241,2832,1364,15547,-55.33,-7.42
"900","Machaerium amplum Benth.",249,1429,1602,9729,-59.6331,-15.1231
"901","Machaerium amplum Benth.",255,1509,1502,9341,-64.13333,-13.35
"902","Machaerium amplum Benth.",233,1430,1598,9675,-49.0994,-17.7311
"903","Machaerium amplum Benth.",226,1196,1509,9090,-48.3605183486989,-21.604127707982
"904","Machaerium amplum Benth.",239,1445,1585,9489,-49.4655833228074,-18.9729787114355
"905","Machaerium amplum Benth.",282,1433,1709,8371,-42.45,-5.01667
"906","Machaerium amplum Benth.",200,1181,1485,8437,-68.356389,-15.460833
"907","Machaerium aureiflorum Ducke",264,2372,1316,18599,-59.955906,-3.075656
"908","Machaerium aureiflorum Ducke",259,2672,1355,17492,-59.73,-2.41
"909","Machaerium aureiflorum Ducke",249,1999,1316,15508,-63.65,-10.58333
"910","Machaerium aureiflorum Ducke",258,2589,1435,16409,-52.375054,-0.89527
"911","Machaerium aureiflorum Ducke",228,2028,1336,14241,-50.26666,-6.08333
"912","Machaerium aureiflorum Ducke",254,1560,1225,14336,-67.8113845123932,-9.97822239343575
"913","Machaerium biovulatum Micheli",229,3445,1491,15514,-71.912886,6.379661
"914","Machaerium biovulatum Micheli",195,1053,1721,8528,-89.39939,14.37596
"915","Machaerium biovulatum Micheli",253,1368,1945,6983,-86.502361,12.952361
"916","Machaerium biovulatum Micheli",225,1382,1701,8320,-73.46666,11.08333
"917","Machaerium biovulatum Micheli",272,1876,1889,10667,-73.85714,9.143974
"918","Machaerium biovulatum Micheli",248,3102,1493,18798,-71.796897,6.620331
"919","Machaerium biovulatum Micheli",217,1303,1720,10149,-85.797778,12.909028
"920","Machaerium biovulatum Micheli",253,2621,1613,15813,-67.8557,5.246378
"921","Machaerium biovulatum Micheli",219,1466,1564,15683,-75.708083,6.454806
"922","Machaerium biovulatum Micheli",232,1649,1563,16913,-75.818861,6.860139
"923","Machaerium biovulatum Micheli",255,2746,1599,15559,-67.730747,5.643303
"924","Machaerium biovulatum Micheli",250,1521,1765,8474,-75.3425,9.544944
"925","Machaerium biovulatum Micheli",221,2409,1541,18475,-74.91865,6.504689
"926","Machaerium biovulatum Micheli",267,1754,2024,8141,-85.73,10.9
"927","Machaerium biovulatum Micheli",243,1310,1800,9221,-85.275833,12.207778
"928","Machaerium biovulatum Micheli",274,1370,2098,6389,-86.511667,11.862778
"929","Machaerium biovulatum Micheli",216,2003,1727,8600,-93.2372,17.007103
"930","Machaerium biovulatum Micheli",260,1891,1775,7765,-69.802,9.07114
"931","Machaerium biovulatum Micheli",248,2889,1547,16927,-72.63,2.59
"932","Machaerium biovulatum Micheli",234,1170,1839,6267,-96.098555,15.977472
"933","Machaerium biovulatum Micheli",263,1165,2117,7011,-94.2760015157118,16.453160665524
"934","Machaerium biovulatum Micheli",247,1139,1916,6891,-73.36103,10.56206
"935","Machaerium biovulatum Micheli",220,2917,1497,14484,-61.4675,4.48777
"936","Machaerium biovulatum Micheli",263,4225,1622,29455,-76.933889,6.766389
"937","Machaerium biovulatum Micheli",251,2259,1765,10946,-95.006667,16.92
"938","Machaerium biovulatum Micheli",236,1418,1815,8117,-93.29,16.018889
"939","Machaerium biovulatum Micheli",282,2154,2179,7541,-87.55,13.016667
"940","Machaerium biovulatum Micheli",214,972,1536,7425,-68.25,10.275
"941","Machaerium biovulatum Micheli",218,1722,1779,13247,-90.72305,14.37888
"942","Machaerium biovulatum Micheli",272,1347,1873,7380,-75.300003,10.233334
"943","Machaerium biovulatum Micheli",263,2161,1607,12411,-74.752222,5.091944
"944","Machaerium biovulatum Micheli",247,2340,1524,17596,-72.45,5.416667
"945","Machaerium biovulatum Micheli",264,1215,1804,7086,-62.81666,8.18333
"946","Machaerium biovulatum Micheli",257,1313,1815,7087,-62.96666,7.58333
"947","Machaerium biovulatum Micheli",251,2544,1761,15962,-84.38,9.69
"948","Machaerium biovulatum Micheli",237,1977,1818,10349,-85.34083,10.71055
"949","Machaerium biovulatum Micheli",266,1789,1962,9356,-85.13,10.45
"950","Machaerium biovulatum Micheli",270,1751,NA,NA,-89.45,13.5
"951","Machaerium biovulatum Micheli",252,965,1758,5595,-66.55,10.46666
"952","Machaerium biovulatum Micheli",259,2218,1555,13804,-61.93,3.3
"953","Machaerium biovulatum Micheli",257,2168,1777,15332,-89.357778,15.52
"954","Machaerium biovulatum Micheli",267,1005,2109,4953,-95.016667,16.433333
"955","Machaerium biovulatum Micheli",274,941,1886,4596,-97.077989,15.914197
"956","Machaerium biovulatum Micheli",274,2273,1939,11617,-92.326667,14.908333
"957","Machaerium biovulatum Micheli",261,1319,1992,7246,-73.45,10.4
"958","Machaerium biovulatum Micheli",248,1072,1890,7638,-85.733333,12.5
"959","Machaerium biovulatum Micheli",229,786,1828,4931,-102.27845931958,18.2937836885066
"960","Machaerium biovulatum Micheli",188,449,1862,2975,-97.676882,17.923182
"961","Machaerium biovulatum Micheli",257,1370,1716,8437,-88.87,17.95
"962","Machaerium biovulatum Micheli",225,1545,1774,8324,-92.09,15.69
"963","Machaerium biovulatum Micheli",261,1313,1856,7493,-90.7343401681776,18.6073485279125
"964","Machaerium biovulatum Micheli",233,1129,1469,7915,-72.41666,7.75
"965","Machaerium biovulatum Micheli",268,1296,1834,6986,-65.8,10.15
"966","Machaerium biovulatum Micheli",256,1002,1828,4971,-69.28333,11.45
"967","Machaerium biovulatum Micheli",244,1242,1637,6789,-96.571667,19.358333
"968","Machaerium biovulatum Micheli",264,1813,1883,9368,-91.533333,17.8
"969","Machaerium biovulatum Micheli",260,1755,1867,9226,-91.139444,17.695556
"970","Machaerium biovulatum Micheli",245,3488,1620,20903,-82.81,8.57666
"971","Machaerium biovulatum Micheli",232,1226,1708,6702,-69.516667,9.683333
"972","Machaerium biovulatum Micheli",260,2133,1706,16498,-79.38444,9.12444
"973","Machaerium biovulatum Micheli",225,1279,1793,5308,-93.52,16.71
"974","Machaerium biovulatum Micheli",263,2688,1718,12671,-78.233333,8.533333
"975","Machaerium biovulatum Micheli",238,1656,1716,8407,-89.59222,17.685
"976","Machaerium biovulatum Micheli",265,1300,1967,5988,-90.4175,19.837778
"977","Machaerium biovulatum Micheli",258,3262,1637,21856,-88.81666,16.11666
"978","Machaerium biovulatum Micheli",235,844,1832,4496,-86.98138,14.00666
"979","Machaerium biovulatum Micheli",214,3195,1608,15916,-83.64277,9.3875
"980","Machaerium biovulatum Micheli",206,1332,1954,6146,-100.687,17.974
"981","Machaerium biovulatum Micheli",254,3954,1478,21693,-73.566171,4.086487
"982","Machaerium bondaense Pittier",226,2114,1481,9454,-72.561889,7.773944
"983","Machaerium bondaense Pittier",261,2837,1696,13354,-78.11666,8.66666
"984","Machaerium brasiliense Vogel",246,977,1436,7136,-41.076,-21.37433
"985","Machaerium brasiliense Vogel",223,869,1608,5836,-42.529722,-14.225
"986","Machaerium brasiliense Vogel",243,1388,1487,7299,-38.804722,-12.269167
"987","Machaerium brasiliense Vogel",234,1215,1645,7705,-49.354449,-20.776945
"988","Machaerium brasiliense Vogel",220,730,1515,5597,-42.451388,-15.283333
"989","Machaerium brasiliense Vogel",211,1315,1398,7426,-43.034722,-16.835833
"990","Machaerium brasiliense Vogel",208,807,1476,5433,-41.186389,-11.566667
"991","Machaerium brasiliense Vogel",281,1615,1768,7770,-41.713889,-4.099722
"992","Machaerium brasiliense Vogel",196,1321,1226,12013,-46.2703797464348,-22.9341549708613
"993","Machaerium brasiliense Vogel",214,1747,1268,11523,-43.426111,-18.903611
"994","Machaerium brasiliense Vogel",206,1449,1397,7825,-43.310833,-17.073889
"995","Machaerium brasiliense Vogel",238,1410,1535,8908,-46.513889,-17.835
"996","Machaerium brasiliense Vogel",189,1350,1194,11202,-41.476667,-20.368333
"997","Machaerium brasiliense Vogel",220,1615,1508,8026,-50.38,-22.6
"998","Machaerium brasiliense Vogel",208,910,1395,5897,-40.802222,-14.992778
"999","Machaerium brasiliense Vogel",214,769,1458,5525,-41.220278,-15.119444
"1000","Machaerium brasiliense Vogel",209,1380,1381,9728,-47.0608,-22.9056
"1001","Machaerium brasiliense Vogel",240,1289,1597,7616,-52.886111,-22.591389
"1002","Machaerium brasiliense Vogel",254,1110,1600,6608,-36.474736,-9.920153
"1003","Machaerium brasiliense Vogel",227,917,1456,4667,-40.526667,-12.4125
"1004","Machaerium brasiliense Vogel",252,2184,1469,14739,-39.080556,-13.668333
"1005","Machaerium brasiliense Vogel",249,1331,1628,9635,-50.1004,-17.7861
"1006","Machaerium brasiliense Vogel",255,1857,1507,12001,-37.974444,-12.251389
"1007","Machaerium brasiliense Vogel",245,1557,1400,8676,-42.833333,-22.666667
"1008","Machaerium brasiliense Vogel",228,1579,1621,7565,-51.572778,-22.453056
"1009","Machaerium brasiliense Vogel",217,1457,1286,11503,-43.402056,-19.396361
"1010","Machaerium brasiliense Vogel",241,1030,1745,6051,-44.450833,-12.488333
"1011","Machaerium brasiliense Vogel",204,1899,1262,11693,-43.413333,-20.127222
"1012","Machaerium brasiliense Vogel",242,1145,1338,8814,-40.611417,-19.325278
"1013","Machaerium brasiliense Vogel",234,1197,1543,7977,-49.294722,-21.520833
"1014","Machaerium brasiliense Vogel",229,1826,1586,9778,-49.135278,-17.728889
"1015","Machaerium brasiliense Vogel",229,1110,1516,7840,-49.316667,-22.166667
"1016","Machaerium brasiliense Vogel",188,1206,1312,11569,-44.841389,-22.237222
"1017","Machaerium brasiliense Vogel",267,1165,1657,8640,-48.160833,-12.963611
"1018","Machaerium brasiliense Vogel",212,1657,1304,9764,-39.565278,-15.391667
"1019","Machaerium brasiliense Vogel",225,648,1601,4638,-41.75,-13.333333
"1020","Machaerium brasiliense Vogel",250,1092,1426,8025,-39.75,-16.916667
"1021","Machaerium brasiliense Vogel",214,915,1354,5671,-40.1908,-13.9394
"1022","Machaerium brasiliense Vogel",258,1166,1725,8154,-46.766388,-13.591388
"1023","Machaerium brasiliense Vogel",241,873,1725,5186,-44.324722,-13.789444
"1024","Machaerium brasiliense Vogel",238,984,1557,6730,-41.26667,-12.5
"1025","Machaerium brasiliense Vogel",264,1279,1834,8894,-34.978056,-7.114167
"1026","Machaerium brasiliense Vogel",235,619,1670,3668,-42.05,-11.8
"1027","Machaerium brasiliense Vogel",251,1220,1715,7950,-46.64944,-14.07
"1028","Machaerium brasiliense Vogel",272,1178,1543,8260,-46.035556,-7.5325
"1029","Machaerium brasiliense Vogel",243,1260,1349,8986,-42.633333,-19.8
"1030","Machaerium brasiliense Vogel",242,930,1674,5572,-44.26,-15.1125
"1031","Machaerium brasiliense Vogel",242,1784,1630,9503,-48.22306,-13.93667
"1032","Machaerium brasiliense Vogel",226,2126,1417,11004,-55.750378609673,-15.4644885248376
"1033","Machaerium brasiliense Vogel",219,1753,1459,10474,-47.433333,-20.216667
"1034","Machaerium brasiliense Vogel",243,1654,1592,9911,-58.977778,-15.376667
"1035","Machaerium brasiliense Vogel",245,1180,1647,7640,-49.516667,-19.916667
"1036","Machaerium brasiliense Vogel",235,1364,1597,7553,-50.07418,-20.46994
"1037","Machaerium brasiliense Vogel",243,944,1633,5625,-40.418877353187,-10.9447166197101
"1038","Machaerium brasiliense Vogel",231,1068,1541,9670,-48.041667,-18.9125
"1039","Machaerium brasiliense Vogel",255,1730,1626,9289,-49.016667,-14.366667
"1040","Machaerium brasiliense Vogel",251,1837,1402,14099,-57.1831,-11.0111
"1041","Machaerium brasiliense Vogel",245,703,1379,4712,-39.533333,-12.75
"1042","Machaerium brasiliense Vogel",224,1038,1440,6790,-42.889540899897,-16.5631441886376
"1043","Machaerium brasiliense Vogel",261,2201,1523,16735,-56.758976,-0.551711
"1044","Machaerium brasiliense Vogel",217,1230,1418,9438,-48.1267,-22.2842
