"","species","n_temp","mean_temp","sd_temp","se_temp","within_sp_var_temp","species.1","n_prec","mean_prec","sd_prec","se_prec","within_sp_var_prec","species.2","n_pet","mean_pet","sd_pet","se_pet","within_sp_var_pet","species.3","n_aridity","mean_aridity","sd_aridity","se_aridity","within_sp_var_aridity"
"80","Machaerium nigrum Vogel","8","5.686185","0.012611","0.004459","4e-06","Machaerium nigrum Vogel","8","6.862907","0.201515","0.071246","0.014592","Machaerium nigrum Vogel","8","7.352574","0.130625","0.046183","0.001354","Machaerium nigrum Vogel","8","8.797703","0.366464","0.129565","0.01521"
"81","Machaerium oblongifolium Vogel","19","5.691144","0.00721","0.001654","2e-06","Machaerium oblongifolium Vogel","19","7.097381","0.339667","0.077925","0.006144","Machaerium oblongifolium Vogel","19","7.268939","0.134814","0.030928","0.00057","Machaerium oblongifolium Vogel","19","8.993078","0.388516","0.089132","0.006404"
"82","Machaerium paraense Ducke","7","5.699893","0.001599","0.000604","5e-06","Machaerium paraense Ducke","7","7.744113","0.182642","0.069032","0.016677","Machaerium paraense Ducke","7","7.355734","0.035896","0.013567","0.001548","Machaerium paraense Ducke","7","9.696728","0.122916","0.046458","0.017383"
"83","Machaerium parvifolium Killip ex Rudd","3","5.69826","0.004726","0.002729","1.2e-05","Machaerium parvifolium Killip ex Rudd","3","8.29031","0.524962","0.303087","0.038913","Machaerium parvifolium Killip ex Rudd","3","7.341912","0.067542","0.038995","0.003611","Machaerium parvifolium Killip ex Rudd","3","10.12324","0.440693","0.254434","0.040561"
"84","Machaerium salzmannii Benth.","28","5.697078","0.005585","0.001055","1e-06","Machaerium salzmannii Benth.","28","7.360677","0.473871","0.089553","0.004169","Machaerium salzmannii Benth.","27","7.2433","0.093038","0.017905","0.000401","Machaerium salzmannii Benth.","27","9.286088","0.528843","0.101776","0.004507"
"85","Machaerium seemannii Benth. ex Seem.","37","5.694674","0.008556","0.001407","1e-06","Machaerium seemannii Benth. ex Seem.","37","7.811516","0.383143","0.062988","0.003155","Machaerium seemannii Benth. ex Seem.","36","7.431879","0.072762","0.012127","0.000301","Machaerium seemannii Benth. ex Seem.","36","9.558637","0.388646","0.064774","0.00338"
"86","Machaerium sericiflorum Vogel","5","5.685647","0.003668","0.00164","7e-06","Machaerium sericiflorum Vogel","5","6.86399","0.402066","0.179809","0.023348","Machaerium sericiflorum Vogel","5","7.251323","0.084662","0.037862","0.002167","Machaerium sericiflorum Vogel","5","8.879983","0.407008","0.18202","0.024337"
"87","Machaerium striatum I.M.Johnst.","2","5.698586","0.008056","0.005696","1.8e-05","Machaerium striatum I.M.Johnst.","2","7.378956","0.338415","0.239296","0.05837","Machaerium striatum I.M.Johnst.","2","7.458296","0.043214","0.030557","0.005416","Machaerium striatum I.M.Johnst.","2","8.975158","0.393358","0.278146","0.060842"
"88","Machaerium subrhombiforme Rudd","2","5.69524","0.004754","0.003362","1.8e-05","Machaerium subrhombiforme Rudd","2","7.554371","0.084769","0.059941","0.05837","Machaerium subrhombiforme Rudd","2","7.307288","0.04836","0.034196","0.005416","Machaerium subrhombiforme Rudd","2","9.466767","0.097865","0.069201","0.060842"
"89","Machaerium ternatum Kuhlm. & Hoehne","6","5.691359","0.005779","0.002359","6e-06","Machaerium ternatum Kuhlm. & Hoehne","6","7.253434","0.094458","0.038562","0.019457","Machaerium ternatum Kuhlm. & Hoehne","6","7.192903","0.058149","0.023739","0.001805","Machaerium ternatum Kuhlm. & Hoehne","6","9.222343","0.147346","0.060154","0.020281"
"90","Machaerium tortipes Hoehne","3","5.697037","0.001178","0.00068","1.2e-05","Machaerium tortipes Hoehne","3","7.350758","0.114721","0.066234","0.038913","Machaerium tortipes Hoehne","3","7.120934","0.012131","0.007004","0.003611","Machaerium tortipes Hoehne","3","9.60076","0.051104","0.029505","0.040561"
"91","Machaerium tovarense Pittier","5","5.691968","0.010625","0.004752","7e-06","Machaerium tovarense Pittier","5","7.515849","0.371244","0.166025","0.023348","Machaerium tovarense Pittier","5","7.40536","0.087249","0.039019","0.002167","Machaerium tovarense Pittier","5","9.12276","0.378045","0.169067","0.024337"
"92","Machaerium trifoliolatum Ducke","11","5.698779","0.003658","0.001103","3e-06","Machaerium trifoliolatum Ducke","11","7.729313","0.370933","0.111841","0.010613","Machaerium trifoliolatum Ducke","11","7.322832","0.067253","0.020278","0.000985","Machaerium trifoliolatum Ducke","11","9.655691","0.141459","0.042651","0.011062"
"93","Securidaca acuminata A.St.-Hil.","3","5.692761","0.007163","0.004136","1.2e-05","Securidaca acuminata A.St.-Hil.","3","7.341647","0.112825","0.06514","0.038913","Securidaca acuminata A.St.-Hil.","3","7.263316","0.088095","0.050862","0.003611","Securidaca acuminata A.St.-Hil.","3","9.107992","0.156323","0.090253","0.040561"
"94","Securidaca amazonica Chodat","1","5.703616",NA,NA,"3.6e-05","Securidaca amazonica Chodat","1","7.974533",NA,NA,"0.116739","Securidaca amazonica Chodat","1","7.329094",NA,NA,"0.010833","Securidaca amazonica Chodat","1","9.816622",NA,NA,"0.121683"
"95","Securidaca bialata Benth.","34","5.701245","0.003215","0.000551","1e-06","Securidaca bialata Benth.","34","7.651085","0.149739","0.02568","0.003434","Securidaca bialata Benth.","34","7.287242","0.045944","0.007879","0.000319","Securidaca bialata Benth.","34","9.559092","0.166161","0.028496","0.003579"
"96","Securidaca cacumina Wurdack","1","5.685109",NA,NA,"3.6e-05","Securidaca cacumina Wurdack","1","8.388223",NA,NA,"0.116739","Securidaca cacumina Wurdack","1","7.276556",NA,NA,"0.010833","Securidaca cacumina Wurdack","1","9.97222",NA,NA,"0.121683"
"97","Securidaca coriacea Bonpl. ex Steud.","23","5.698591","0.004809","0.001003","2e-06","Securidaca coriacea Bonpl. ex Steud.","23","7.456024","0.467741","0.097531","0.005076","Securidaca coriacea Bonpl. ex Steud.","23","7.297735","0.136361","0.028433","0.000471","Securidaca coriacea Bonpl. ex Steud.","23","9.407927","0.502795","0.10484","0.005291"
"98","Securidaca divaricata Nees & Mart.","38","5.698008","0.002852","0.000463","1e-06","Securidaca divaricata Nees & Mart.","38","7.687206","0.246","0.039906","0.003072","Securidaca divaricata Nees & Mart.","38","7.217171","0.115235","0.018694","0.000285","Securidaca divaricata Nees & Mart.","38","9.668629","0.313262","0.050818","0.003202"
"99","Securidaca elliptica Turcz.","8","5.696199","0.005581","0.001973","4e-06","Securidaca elliptica Turcz.","8","7.229069","0.181437","0.064148","0.014592","Securidaca elliptica Turcz.","8","7.488385","0.063371","0.022405","0.001354","Securidaca elliptica Turcz.","8","9.00491","0.208028","0.073549","0.01521"
"100","Securidaca falcata Chodat","4","5.695742","0.004686","0.002343","9e-06","Securidaca falcata Chodat","4","7.124694","0.218364","0.109182","0.029185","Securidaca falcata Chodat","4","7.407482","0.039806","0.019903","0.002708","Securidaca falcata Chodat","4","8.903694","0.215565","0.107782","0.030421"
"101","Securidaca froesii Wurdack","2","5.698769","0.001658","0.001172","1.8e-05","Securidaca froesii Wurdack","2","7.830892","0.022753","0.016089","0.05837","Securidaca froesii Wurdack","2","7.175896","0.067034","0.0474","0.005416","Securidaca froesii Wurdack","2","9.878886","0.175547","0.12413","0.060842"
"102","Securidaca fruticans Wurdack","1","5.69659",NA,NA,"3.6e-05","Securidaca fruticans Wurdack","1","8.065265",NA,NA,"0.116739","Securidaca fruticans Wurdack","1","7.232733",NA,NA,"0.010833","Securidaca fruticans Wurdack","1","10.017976",NA,NA,"0.121683"
"103","Securidaca goudotiana Planch. & Triana","1","5.687145",NA,NA,"3.6e-05","Securidaca goudotiana Planch. & Triana","1","7.290293",NA,NA,"0.116739","Securidaca goudotiana Planch. & Triana","1","7.355002",NA,NA,"0.010833","Securidaca goudotiana Planch. & Triana","1","9.660333",NA,NA,"0.121683"
"104","Securidaca lanceolata A.St.-Hil.","25","5.69203","0.007043","0.001409","1e-06","Securidaca lanceolata A.St.-Hil.","25","7.134412","0.321452","0.06429","0.00467","Securidaca lanceolata A.St.-Hil.","25","7.27565","0.100048","0.02001","0.000433","Securidaca lanceolata A.St.-Hil.","25","9.046979","0.316832","0.063366","0.004867"
"105","Securidaca lateralis A.W.Benn.","6","5.700663","0.002784","0.001137","6e-06","Securidaca lateralis A.W.Benn.","6","7.496695","0.095121","0.038833","0.019457","Securidaca lateralis A.W.Benn.","6","7.308545","0.069896","0.028535","0.001805","Securidaca lateralis A.W.Benn.","6","9.392685","0.110497","0.04511","0.020281"
"106","Securidaca leiocarpa Blake","3","5.678152","0.020628","0.01191","1.2e-05","Securidaca leiocarpa Blake","3","7.364117","0.397998","0.229784","0.038913","Securidaca leiocarpa Blake","3","7.090464","0.036465","0.021053","0.003611","Securidaca leiocarpa Blake","3","9.56481","0.285494","0.16483","0.040561"
"107","Securidaca longifolia Poepp. & Endl.","38","5.698935","0.00237","0.000384","1e-06","Securidaca longifolia Poepp. & Endl.","38","7.873391","0.177308","0.028763","0.003072","Securidaca longifolia Poepp. & Endl.","38","7.180584","0.066421","0.010775","0.000285","Securidaca longifolia Poepp. & Endl.","38","9.905501","0.170045","0.027585","0.003202"
"108","Securidaca macrocarpa A.W.Benn.","4","5.683636","0.008764","0.004382","9e-06","Securidaca macrocarpa A.W.Benn.","4","7.322713","0.083362","0.041681","0.029185","Securidaca macrocarpa A.W.Benn.","4","7.189837","0.052552","0.026276","0.002708","Securidaca macrocarpa A.W.Benn.","4","9.277024","0.201418","0.100709","0.030421"
"109","Securidaca maguirei Wurdack","4","5.692287","0.005934","0.002967","9e-06","Securidaca maguirei Wurdack","4","7.697744","0.12555","0.062775","0.029185","Securidaca maguirei Wurdack","4","7.323861","0.028306","0.014153","0.002708","Securidaca maguirei Wurdack","4","9.781128","0.036654","0.018327","0.030421"
"110","Securidaca marginata Benth.","17","5.695579","0.006993","0.001696","2e-06","Securidaca marginata Benth.","17","7.62673","0.325807","0.07902","0.006867","Securidaca marginata Benth.","17","7.38684","0.048003","0.011642","0.000637","Securidaca marginata Benth.","17","9.434335","0.142198","0.034488","0.007158"
"111","Securidaca ovalifolia A.St.-Hil.","18","5.696883","0.003531","0.000832","2e-06","Securidaca ovalifolia A.St.-Hil.","18","7.183504","0.164642","0.038806","0.006486","Securidaca ovalifolia A.St.-Hil.","18","7.382292","0.08842","0.020841","0.000602","Securidaca ovalifolia A.St.-Hil.","18","9.018292","0.196091","0.046219","0.00676"
"112","Securidaca paniculata Rich.","81","5.69794","0.004223","0.000469","0","Securidaca paniculata Rich.","81","7.737546","0.260937","0.028993","0.001441","Securidaca paniculata Rich.","81","7.283552","0.124973","0.013886","0.000134","Securidaca paniculata Rich.","81","9.678784","0.278203","0.030911","0.001502"
"113","Securidaca pendula Bonpl. ex Steud.","8","5.701485","0.00258","0.000912","4e-06","Securidaca pendula Bonpl. ex Steud.","8","7.728488","0.209651","0.074123","0.014592","Securidaca pendula Bonpl. ex Steud.","8","7.43468","0.045285","0.016011","0.001354","Securidaca pendula Bonpl. ex Steud.","8","9.44943","0.193643","0.068463","0.01521"
"114","Securidaca planchoniana Killip & Dugand","11","5.692714","0.007057","0.002128","3e-06","Securidaca planchoniana Killip & Dugand","11","7.330067","0.497925","0.15013","0.010613","Securidaca planchoniana Killip & Dugand","11","7.368838","0.084724","0.025545","0.000985","Securidaca planchoniana Killip & Dugand","11","9.214816","0.478805","0.144365","0.011062"
"115","Securidaca prancei Wurdack","12","5.698097","0.002328","0.000672","3e-06","Securidaca prancei Wurdack","12","7.713197","0.267138","0.077116","0.009728","Securidaca prancei Wurdack","12","7.200506","0.07444","0.021489","0.000903","Securidaca prancei Wurdack","12","9.744555","0.2605","0.0752","0.01014"
"116","Securidaca purpurea Linden & Planch.","2","5.662955","0.004665","0.003299","1.8e-05","Securidaca purpurea Linden & Planch.","2","7.57335","0.09986","0.070612","0.05837","Securidaca purpurea Linden & Planch.","2","7.125076","0.181577","0.128394","0.005416","Securidaca purpurea Linden & Planch.","2","9.661554","0.018418","0.013023","0.060842"
"117","Securidaca pyramidalis Sprague","2","5.690021","0.001673","0.001183","1.8e-05","Securidaca pyramidalis Sprague","2","7.631854","0.104452","0.073859","0.05837","Securidaca pyramidalis Sprague","2","7.322447","0.01588","0.011229","0.005416","Securidaca pyramidalis Sprague","2","9.4595","0.108142","0.076468","0.060842"
"118","Securidaca retusa Benth.","20","5.696631","0.004366","0.000976","2e-06","Securidaca retusa Benth.","20","7.980164","0.227266","0.050818","0.005837","Securidaca retusa Benth.","21","7.2074","0.092904","0.020273","0.000516","Securidaca retusa Benth.","21","9.902742","0.193447","0.042214","0.005794"
"119","Securidaca rivinifolia A.St.-Hil.","58","5.695705","0.004527","0.000594","1e-06","Securidaca rivinifolia A.St.-Hil.","58","7.56877","0.318361","0.041803","0.002013","Securidaca rivinifolia A.St.-Hil.","58","7.248643","0.102055","0.0134","0.000187","Securidaca rivinifolia A.St.-Hil.","58","9.535051","0.35946","0.047199","0.002098"
"120","Securidaca savannarum Wurdack","1","5.697261",NA,NA,"3.6e-05","Securidaca savannarum Wurdack","1","8.010692",NA,NA,"0.116739","Securidaca savannarum Wurdack","1","7.311886",NA,NA,"0.010833","Securidaca savannarum Wurdack","1","9.985943",NA,NA,"0.121683"
"121","Securidaca scandens Jacq.","14","5.700529","0.00471","0.001259","3e-06","Securidaca scandens Jacq.","14","7.144153","0.308765","0.082521","0.008339","Securidaca scandens Jacq.","14","7.501483","0.08549","0.022848","0.000774","Securidaca scandens Jacq.","14","8.892784","0.357464","0.095536","0.008692"
"122","Securidaca schlimii Planch. & Linden ex Triana & Planch.","2","5.689487","0.01052","0.007439","1.8e-05","Securidaca schlimii Planch. & Linden ex Triana & Planch.","2","7.305902","0.189851","0.134245","0.05837","Securidaca schlimii Planch. & Linden ex Triana & Planch.","2","7.36036","0.156177","0.110434","0.005416","Securidaca schlimii Planch. & Linden ex Triana & Planch.","2","9.302078","0.324733","0.229621","0.060842"
"123","Securidaca speciosa Wurdack","1","5.678977",NA,NA,"3.6e-05","Securidaca speciosa Wurdack","1","7.712444",NA,NA,"0.116739","Securidaca speciosa Wurdack","1","7.307873",NA,NA,"0.010833","Securidaca speciosa Wurdack","1","9.499796",NA,NA,"0.121683"
"124","Securidaca spinifex Sandwith","7","5.697249","0.005457","0.002063","5e-06","Securidaca spinifex Sandwith","7","7.898175","0.145049","0.054823","0.016677","Securidaca spinifex Sandwith","7","7.351527","0.029165","0.011023","0.001548","Securidaca spinifex Sandwith","7","9.654165","0.192917","0.072916","0.017383"
"125","Securidaca sylvestris Schltdl.","36","5.692254","0.0116","0.001933","1e-06","Securidaca sylvestris Schltdl.","36","7.224769","0.373197","0.0622","0.003243","Securidaca sylvestris Schltdl.","36","7.49705","0.09359","0.015598","0.000301","Securidaca sylvestris Schltdl.","36","8.973077","0.370191","0.061698","0.00338"
"126","Securidaca tenuifolia Chodat","12","5.695633","0.008485","0.002449","3e-06","Securidaca tenuifolia Chodat","12","7.458712","0.261206","0.075404","0.009728","Securidaca tenuifolia Chodat","12","7.42212","0.080999","0.023382","0.000903","Securidaca tenuifolia Chodat","12","9.360764","0.375396","0.108367","0.01014"
"127","Securidaca tomentosa A.St.-Hil.","9","5.685817","0.00436","0.001453","4e-06","Securidaca tomentosa A.St.-Hil.","9","6.776135","0.147555","0.049185","0.012971","Securidaca tomentosa A.St.-Hil.","9","7.326309","0.04844","0.016147","0.001204","Securidaca tomentosa A.St.-Hil.","9","8.657689","0.079251","0.026417","0.01352"
"128","Securidaca trianae Killip & Dugand","8","5.676843","0.013715","0.004849","4e-06","Securidaca trianae Killip & Dugand","8","7.542766","0.604332","0.213664","0.014592","Securidaca trianae Killip & Dugand","8","7.17693","0.163881","0.057941","0.001354","Securidaca trianae Killip & Dugand","8","9.462621","0.584271","0.206571","0.01521"
"129","Securidaca uniflora Oort","12","5.697367","0.003668","0.001059","3e-06","Securidaca uniflora Oort","12","7.825537","0.316287","0.091304","0.009728","Securidaca uniflora Oort","12","7.266099","0.106227","0.030665","0.000903","Securidaca uniflora Oort","12","9.750296","0.347619","0.100349","0.01014"
"130","Securidaca warmingiana Chodat","18","5.697332","0.002769","0.000653","2e-06","Securidaca warmingiana Chodat","18","7.869349","0.158167","0.03728","0.006486","Securidaca warmingiana Chodat","18","7.225367","0.106782","0.025169","0.000602","Securidaca warmingiana Chodat","18","9.851748","0.221531","0.052215","0.00676"
"131","Malanea obovata Hochr.","10","5.694218","0.006604","0.002088","4e-06","Malanea obovata Hochr.","10","7.712222","0.236922","0.074921","0.011674","Malanea obovata Hochr.","10","7.370016","0.067648","0.021392","0.001083","Malanea obovata Hochr.","10","9.447489","0.132557","0.041918","0.012168"
"132","Omphalea brasiliensis Müll.Arg.","2","5.688493","0.005265","0.003723","1.8e-05","Omphalea brasiliensis Müll.Arg.","2","7.361657","0.072276","0.051107","0.05837","Omphalea brasiliensis Müll.Arg.","2","7.208352","0.049725","0.035161","0.005416","Omphalea brasiliensis Müll.Arg.","2","9.15562","0.043611","0.030838","0.060842"
"133","Omphalea diandra L.","117","5.697602","0.004892","0.000452","0","Omphalea diandra L.","117","7.739163","0.35588","0.032901","0.000998","Omphalea diandra L.","116","7.277391","0.139237","0.012928","9.3e-05","Omphalea diandra L.","116","9.683442","0.353277","0.032801","0.001049"
"134","Lophostoma ovatum Meisn.","1","5.702615",NA,NA,"3.6e-05","Lophostoma ovatum Meisn.","1","7.714231",NA,NA,"0.116739","Lophostoma ovatum Meisn.","1","7.188413",NA,NA,"0.010833","Lophostoma ovatum Meisn.","1","9.812085",NA,NA,"0.121683"
"135","Connarus blanchetii Planch.","14","5.698307","0.004205","0.001124","3e-06","Connarus blanchetii Planch.","14","7.302301","0.356805","0.09536","0.008339","Connarus blanchetii Planch.","13","7.338106","0.05171","0.014342","0.000833","Connarus blanchetii Planch.","13","9.210724","0.359559","0.099724","0.00936"
"136","Connarus cuneifolius Baker","2","5.697764","0.000237","0.000168","1.8e-05","Connarus cuneifolius Baker","2","7.166127","0.319477","0.225904","0.05837","Connarus cuneifolius Baker","2","7.277933","0.004883","0.003453","0.005416","Connarus cuneifolius Baker","2","9.207102","0.309933","0.219156","0.060842"
"137","Connarus detersus Planch.","11","5.69429","0.009286","0.0028","3e-06","Connarus detersus Planch.","11","7.000329","0.328395","0.099015","0.010613","Connarus detersus Planch.","11","7.353035","0.120608","0.036365","0.000985","Connarus detersus Planch.","11","8.847867","0.276826","0.083466","0.011062"
"138","Connarus favosus Planch.","12","5.701695","0.001875","0.000541","3e-06","Connarus favosus Planch.","12","7.586828","0.186352","0.053795","0.009728","Connarus favosus Planch.","12","7.279026","0.062853","0.018144","0.000903","Connarus favosus Planch.","12","9.541351","0.262871","0.075884","0.01014"
"139","Connarus guggenheimii Forero","5","5.695416","0.008977","0.004015","7e-06","Connarus guggenheimii Forero","5","7.85851","0.201236","0.089995","0.023348","Connarus guggenheimii Forero","5","7.32262","0.077867","0.034823","0.002167","Connarus guggenheimii Forero","5","9.744781","0.135436","0.060569","0.024337"
"140","Connarus jaramilloi Forero","2","5.692042","0.004531","0.003204","1.8e-05","Connarus jaramilloi Forero","2","8.068752","0.286798","0.202797","0.05837","Connarus jaramilloi Forero","2","7.164067","0.122427","0.086569","0.005416","Connarus jaramilloi Forero","2","10.018613","0.35125","0.248371","0.060842"
"141","Connarus lentiginosus Brandegee","12","5.697592","0.003277","0.000946","3e-06","Connarus lentiginosus Brandegee","12","7.81163","0.330053","0.095278","0.009728","Connarus lentiginosus Brandegee","12","7.448268","0.057069","0.016474","0.000903","Connarus lentiginosus Brandegee","12","9.645404","0.29858","0.086193","0.01014"
"142","Connarus marginatus Planch.","2","5.699764","0.00639","0.004518","1.8e-05","Connarus marginatus Planch.","2","7.470754","0.534827","0.37818","0.05837","Connarus marginatus Planch.","2","7.332669","0.08917","0.063053","0.005416","Connarus marginatus Planch.","2","9.358151","0.477837","0.337882","0.060842"
"143","Connarus nervatus Cuatrec.","9","5.69341","0.009663","0.003221","4e-06","Connarus nervatus Cuatrec.","9","7.792494","0.60156","0.20052","0.012971","Connarus nervatus Cuatrec.","9","7.153126","0.161047","0.053682","0.001204","Connarus nervatus Cuatrec.","9","9.842534","0.564716","0.188239","0.01352"
"144","Connarus popenoei Standl.","1","5.698937",NA,NA,"3.6e-05","Connarus popenoei Standl.","1","7.615298",NA,NA,"0.116739","Connarus popenoei Standl.","1","7.508239",NA,NA,"0.010833","Connarus popenoei Standl.","1","9.043932",NA,NA,"0.121683"
"145","Connarus portosegurensis Forero","2","5.694908","0.002854","0.002018","1.8e-05","Connarus portosegurensis Forero","2","7.346399","0.128421","0.090807","0.05837","Connarus portosegurensis Forero","2","7.248806","0.01458","0.01031","0.005416","Connarus portosegurensis Forero","2","9.311369","0.026332","0.01862","0.060842"
"146","Connarus punctatus Planch.","72","5.697832","0.00582","0.000686","0","Connarus punctatus Planch.","72","7.708069","0.278322","0.032801","0.001621","Connarus punctatus Planch.","72","7.2544","0.118419","0.013956","0.00015","Connarus punctatus Planch.","72","9.679055","0.294695","0.03473","0.00169"
"147","Connarus rigidus Forero","21","5.697202","0.004931","0.001076","2e-06","Connarus rigidus Forero","21","7.838669","0.226462","0.049418","0.005559","Connarus rigidus Forero","21","7.233238","0.072049","0.015722","0.000516","Connarus rigidus Forero","21","9.848739","0.234318","0.051132","0.005794"
"148","Connarus schultesii Standl.","4","5.695411","0.003122","0.001561","9e-06","Connarus schultesii Standl.","4","7.668103","0.360273","0.180137","0.029185","Connarus schultesii Standl.","4","7.419121","0.033127","0.016563","0.002708","Connarus schultesii Standl.","4","9.325909","0.336317","0.168158","0.030421"
"149","Connarus silvanensis Cuatrec.","4","5.697494","0.007137","0.003568","9e-06","Connarus silvanensis Cuatrec.","4","8.15261","0.482447","0.241224","0.029185","Connarus silvanensis Cuatrec.","4","7.342535","0.067825","0.033912","0.002708","Connarus silvanensis Cuatrec.","4","10.078998","0.340785","0.170393","0.030421"
"150","Connarus steyermarkii Prance","4","5.691931","0.009249","0.004625","9e-06","Connarus steyermarkii Prance","4","6.969895","0.233041","0.11652","0.029185","Connarus steyermarkii Prance","4","7.459829","0.108405","0.054202","0.002708","Connarus steyermarkii Prance","4","8.588466","0.257062","0.128531","0.030421"
"151","Connarus turczaninowii Triana & Planch.","5","5.69757","0.008132","0.003637","7e-06","Connarus turczaninowii Triana & Planch.","5","7.705076","0.293639","0.131319","0.023348","Connarus turczaninowii Triana & Planch.","5","7.42526","0.051405","0.022989","0.002167","Connarus turczaninowii Triana & Planch.","5","9.515834","0.200445","0.089642","0.024337"
"152","Connarus williamsii Britton","2","5.693361","0.01167","0.008252","1.8e-05","Connarus williamsii Britton","2","8.035005","0.253795","0.17946","0.05837","Connarus williamsii Britton","2","7.382753","0.070329","0.04973","0.005416","Connarus williamsii Britton","2","9.566933","0.026234","0.01855","0.060842"
"153","Connarus wurdackii Prance","4","5.69726","0.00145","0.000725","9e-06","Connarus wurdackii Prance","4","7.978382","0.118239","0.05912","0.029185","Connarus wurdackii Prance","4","7.071499","0.014062","0.007031","0.002708","Connarus wurdackii Prance","4","10.088982","0.125376","0.062688","0.030421"
"154","Rourea accrescens Forero","10","5.698567","0.001818","0.000575","4e-06","Rourea accrescens Forero","10","7.798231","0.186781","0.059065","0.011674","Rourea accrescens Forero","10","7.115413","0.05845","0.018484","0.001083","Rourea accrescens Forero","10","9.886472","0.196883","0.06226","0.012168"
"155","Rourea adenophora S.F.Blake","8","5.699516","0.003979","0.001407","4e-06","Rourea adenophora S.F.Blake","8","8.019689","0.348684","0.123278","0.014592","Rourea adenophora S.F.Blake","7","7.430701","0.052558","0.019865","0.001548","Rourea adenophora S.F.Blake","7","9.695399","0.254644","0.096246","0.017383"
"156","Rourea antioquensis Cuatrec.","2","5.702114","0.001653","0.001169","1.8e-05","Rourea antioquensis Cuatrec.","2","7.903749","0.01123","0.007941","0.05837","Rourea antioquensis Cuatrec.","2","7.386286","0.027166","0.019209","0.005416","Rourea antioquensis Cuatrec.","2","9.875891","0.153617","0.108624","0.060842"
"157","Rourea camptoneura Radlk.","45","5.697878","0.001699","0.000253","1e-06","Rourea camptoneura Radlk.","45","7.871634","0.286024","0.042638","0.002594","Rourea camptoneura Radlk.","45","7.128191","0.060186","0.008972","0.000241","Rourea camptoneura Radlk.","45","9.960372","0.284471","0.042406","0.002704"
"158","Rourea cuspidata Benth. ex Baker","32","5.698474","0.002249","0.000398","1e-06","Rourea cuspidata Benth. ex Baker","32","7.840198","0.19488","0.03445","0.003648","Rourea cuspidata Benth. ex Baker","32","7.167546","0.095038","0.016801","0.000339","Rourea cuspidata Benth. ex Baker","32","9.907598","0.206587","0.03652","0.003803"
"159","Rourea doniana Baker","35","5.700006","0.004936","0.000834","1e-06","Rourea doniana Baker","35","7.452329","0.317202","0.053617","0.003335","Rourea doniana Baker","35","7.332271","0.076835","0.012987","0.00031","Rourea doniana Baker","35","9.322473","0.348458","0.0589","0.003477"
"160","Rourea foreroi Aymard & P.E.Berry","1","5.693227",NA,NA,"3.6e-05","Rourea foreroi Aymard & P.E.Berry","1","8.225503",NA,NA,"0.116739","Rourea foreroi Aymard & P.E.Berry","1","7.336286",NA,NA,"0.010833","Rourea foreroi Aymard & P.E.Berry","1","9.888932",NA,NA,"0.121683"
"161","Rourea frutescens Aubl.","18","5.697458","0.004109","0.000969","2e-06","Rourea frutescens Aubl.","18","7.758929","0.296098","0.069791","0.006486","Rourea frutescens Aubl.","18","7.391086","0.050278","0.011851","0.000602","Rourea frutescens Aubl.","18","9.466009","0.30352","0.07154","0.00676"
"162","Rourea gardneriana Planch.","12","5.697071","0.007009","0.002023","3e-06","Rourea gardneriana Planch.","12","7.020295","0.392313","0.113251","0.009728","Rourea gardneriana Planch.","12","7.339984","0.091608","0.026445","0.000903","Rourea gardneriana Planch.","12","8.824001","0.442113","0.127627","0.01014"
"163","Rourea glabra Kunth","85","5.698483","0.00655","0.00071","0","Rourea glabra Kunth","85","7.443251","0.412421","0.044733","0.001373","Rourea glabra Kunth","82","7.470143","0.085759","0.00947","0.000132","Rourea glabra Kunth","82","9.197293","0.448317","0.049508","0.001484"
"164","Rourea kappleri Lanj.","1","5.699607",NA,NA,"3.6e-05","Rourea kappleri Lanj.","1","7.552762",NA,NA,"0.116739","Rourea kappleri Lanj.","1","7.442493",NA,NA,"0.010833","Rourea kappleri Lanj.","1","9.390576",NA,NA,"0.121683"
"165","Rourea krukovii Steyerm.","17","5.698579","0.002737","0.000664","2e-06","Rourea krukovii Steyerm.","17","7.850163","0.225819","0.054769","0.006867","Rourea krukovii Steyerm.","17","7.241465","0.111618","0.027071","0.000637","Rourea krukovii Steyerm.","17","9.795434","0.174657","0.042361","0.007158"
"166","Rourea ligulata Baker","12","5.699463","0.003303","0.000953","3e-06","Rourea ligulata Baker","12","7.764779","0.182997","0.052827","0.009728","Rourea ligulata Baker","12","7.308549","0.046826","0.013518","0.000903","Rourea ligulata Baker","12","9.593323","0.172069","0.049672","0.01014"
"167","Rourea omissa Forero","1","5.699942",NA,NA,"3.6e-05","Rourea omissa Forero","1","7.655391",NA,NA,"0.116739","Rourea omissa Forero","1","7.172425",NA,NA,"0.010833","Rourea omissa Forero","1","9.685207",NA,NA,"0.121683"
"168","Rourea paraensis Forero","7","5.701517","0.001231","0.000465","5e-06","Rourea paraensis Forero","7","7.749225","0.107441","0.040609","0.016677","Rourea paraensis Forero","7","7.216368","0.068658","0.02595","0.001548","Rourea paraensis Forero","7","9.713411","0.146501","0.055372","0.017383"
"169","Rourea pittieri S.F.Blake","10","5.696767","0.007384","0.002335","4e-06","Rourea pittieri S.F.Blake","10","8.061968","0.208587","0.065961","0.011674","Rourea pittieri S.F.Blake","10","7.395715","0.050046","0.015826","0.001083","Rourea pittieri S.F.Blake","10","9.741234","0.218071","0.06896","0.012168"
