"","species","temp","prec","pet","aridity","lon","lat"
"48","Tropaeolum deckerianum Moritzi & Karst.",145,1710,1116,17517,-76.2,2.26666
"49","Tropaeolum deckerianum Moritzi & Karst.",184,2329,1398,15985,-76.06106,5.23422
"50","Tropaeolum deckerianum Moritzi & Karst.",199,1711,1218,13324,-78.5,-3.16666
"51","Tropaeolum deckerianum Moritzi & Karst.",137,898,1212,11128,-74.261193,4.477207
"52","Tropaeolum deckerianum Moritzi & Karst.",146,1741,1194,13049,-76.135833,3.871111
"53","Tropaeolum garciae Sparre",163,2552,1321,15610,-75.0924,4.8993
"54","Tropaeolum hirtifolium Hughes",155,1597,1295,14661,-73.939917,5.622694
"55","Tropaeolum huigrense Killip",188,769,1152,9538,-78.98333,-2.28333
"56","Tropaeolum kerneisinum Hughes",134,1351,1055,11385,-78.56666,-2.78333
"57","Tropaeolum kerneisinum Hughes",134,1351,1055,11385,-78.566,-2.783
"58","Tropaeolum kerneisinum Hughes",229,1926,1168,28253,-77.38333,-0.15
"59","Tropaeolum kuntzeanum Buchenau",125,1188,1505,4743,-64.685,-17.82472
"60","Tropaeolum kuntzeanum Buchenau",157,1758,1577,9164,-65.93333,-17.08333
"61","Tropaeolum kuntzeanum Buchenau",104,1438,1312,6318,-67.83,-16.28
"62","Tropaeolum kuntzeanum Buchenau",251,938,1829,5422,-61.5,-17.5
"63","Tropaeolum lindenii Wallis",158,2245,1352,17696,-75.853663,5.542791
"64","Tropaeolum lindenii Wallis",174,1994,1451,18547,-75.701389,6.158056
"65","Tropaeolum lindenii Wallis",85,1722,847,15851,-77.966,-0.383
"66","Tropaeolum longifolium Turcz.",137,3386,1320,12446,-73.805694,6.089694
"67","Tropaeolum longifolium Turcz.",174,1746,1506,15813,-75.53333,6.23333
"68","Tropaeolum magnificum Sparre",141,2161,1311,10925,-72.498333,-12.500556
"69","Tropaeolum magnificum Sparre",143,1085,1225,8830,-78.77,-6.2
"70","Tropaeolum magnificum Sparre",181,2370,1302,12218,-75.25,-10.5
"71","Tropaeolum magnificum Sparre",125,2013,1224,8180,-75.33333,-10.58333
"72","Tropaeolum magnificum Sparre",53,855,867,13570,-79.2,-2.8
"73","Tropaeolum minus L.",236,50,1461,321,-79.833333,-6.766667
"74","Tropaeolum minus L.",158,306,1572,1990,-77.828333,-9.011944
"75","Tropaeolum minus L.",224,57,1429,153,-79.1,-7.97
"76","Tropaeolum minus L.",193,787,1356,6428,-79.5,-3.3
"77","Tropaeolum moritzianum Klotzsch",230,2502,1835,12228,-85.2917,9.9514
"78","Tropaeolum moritzianum Klotzsch",116,3260,1096,23983,-83.706389,9.531945
"79","Tropaeolum moritzianum Klotzsch",260,2603,1717,19357,-84.5,10.5
"80","Tropaeolum moritzianum Klotzsch",150,3795,1110,35774,-83.15,9.39
"81","Tropaeolum moritzianum Klotzsch",124,3321,995,23708,-82.535,8.846667
"82","Tropaeolum moritzianum Klotzsch",229,1185,1790,9096,-85.75,12.583333
"83","Tropaeolum moritzianum Klotzsch",251,1539,1740,12772,-80.10278,8.50722
"84","Tropaeolum orinocense P.E.Berry",233,1760,1425,17365,-63.75,2.23333
"85","Tropaeolum papillosum Hughes",232,993,1442,6439,-79.78333,-3.66666
"86","Tropaeolum pellucidum Sparre",121,1427,1313,12979,-73.4931,10.7709
"87","Tropaeolum peltophorum Benth.",142,798,1185,7036,-78.8,-2.916667
"88","Tropaeolum peltophorum Benth.",173,855,1475,5264,-79.51666,-3.95
"89","Tropaeolum pendulum Klotzsch",137,2440,1166,16986,-75.429192,5.076088
"90","Tropaeolum pendulum Klotzsch",160,3045,1140,27359,-82.96111,9.04
"91","Tropaeolum pendulum Klotzsch",266,2296,1697,21820,-74.783333,8.2
"92","Tropaeolum pendulum Klotzsch",150,3618,1424,19849,-84.34,10.17
"93","Tropaeolum pendulum Klotzsch",48,811,784,9630,-78.767071,-1.427421
"94","Tropaeolum pendulum Klotzsch",130,625,1234,4568,-78.816,-2.233
"95","Tropaeolum pendulum Klotzsch",119,3200,1022,29562,-82.566667,8.8
"96","Tropaeolum pentagonum Hughes",113,1641,1377,7595,-70.2,9.2167
"97","Tropaeolum pentaphyllum Lam.",178,484,1716,3332,-64.160833,-18.323056
"98","Tropaeolum pentaphyllum Lam.",146,379,1752,3520,-65.265278,-19.150556
"99","Tropaeolum peregrinum L.",110,352,1415,3412,-71.7125,-13.581667
"100","Tropaeolum peregrinum L.",150,1618,1566,7334,-96.99175,18.056556
"101","Tropaeolum peregrinum L.",108,490,1472,4698,-75.243889,-12.025
"102","Tropaeolum peregrinum L.",182,1024,1508,10736,-72.619444,-13.093333
"103","Tropaeolum peregrinum L.",179,585,1331,5934,-77.92,-6.05
"104","Tropaeolum peregrinum L.",166,675,1488,7264,-68.05,-16.083333
"105","Tropaeolum peregrinum L.",155,655,1700,5614,-98.762778,19.127778
"106","Tropaeolum peregrinum L.",144,2131,1311,10925,-72.5,-12.5
"107","Tropaeolum pubescens Kunth",117,1503,1184,9179,-78.66666,-0.43333
"108","Tropaeolum pubescens Kunth",125,1830,1023,10361,-78.23333,-0.95
"109","Tropaeolum pubescens Kunth",132,1898,1144,15440,-75.35699,4.51701
"110","Tropaeolum pubescens Kunth",166,2021,1114,21451,-77.65,-0.2
"111","Tropaeolum pubescens Kunth",253,2514,1577,16738,-74.904048,5.481486
"112","Tropaeolum pubescens Kunth",112,1584,1133,12401,-71.83333,8.16666
"113","Tropaeolum pubescens Kunth",126,1367,1128,12192,-79.16666,-4.5
"114","Tropaeolum pubescens Kunth",235,4390,1158,34755,-77.43333,-0.76666
"115","Tropaeolum pubescens Kunth",139,1026,1237,9137,-74.27287,4.544431
"116","Tropaeolum pubescens Kunth",130,1261,1142,10940,-78.29,-5.604
"117","Tropaeolum pubescens Kunth",161,1640,1189,13864,-76.161406,3.244006
"118","Tropaeolum seemannii Buchenau",134,635,1806,5319,-65.91666,-17.63333
"119","Tropaeolum seemannii Buchenau",103,769,1497,5689,-68.9925,-15.178611
"120","Tropaeolum seemannii Buchenau",100,361,1542,3605,-68.08333,-16.53333
"121","Tropaeolum smithii DC.",105,732,1003,9963,-78.54666,-1.66416
"122","Tropaeolum smithii DC.",119,909,1106,6651,-79.08,-2.92
"123","Tropaeolum smithii DC.",77,796,896,13765,-79.16666,-2.93333
"124","Tropaeolum stipulatum Buchenau & Sodiro",127,1465,1133,11029,-77.68,-6.85
"125","Tropaeolum unilobatum Sparre",161,671,1612,4031,-64.011111,-18.558333
"126","Tropaeolum warmingianum Rohrb.",220,1554,1425,9296,-43.989444,-19.548333
"127","Tropaeolum warmingianum Rohrb.",135,452,1614,7513,-72.51861,-13.525
"128","Tropaeolum warmingianum Rohrb.",229,1093,1969,2970,-60.33333,-20.33333
"129","Tropaeolum warmingianum Rohrb.",158,770,1649,6427,-66.916667,-16.85
"130","Belemia fucsioides Pires",248,1162,1390,8715,-40.153012,-18.370578
"131","Fuertesia domingensis Urb.",250,1202,1934,4120,-70.916667,18.333333
"132","Perianthomega vellozoi Bureau",222,1202,1680,7876,-56.7363,-21.1119
"133","Perianthomega vellozoi Bureau",201,638,1727,4104,-63.846583,-19.268278
"134","Perianthomega vellozoi Bureau",193,767,1728,4848,-63.57,-18.15
"135","Perianthomega vellozoi Bureau",156,595,1697,2780,-64.676389,-18.331944
"136","Perianthomega vellozoi Bureau",175,553,1639,4518,-64.21666,-20.1
"137","Perianthomega vellozoi Bureau",232,778,1851,4179,-63.50694,-21.26305
"138","Perianthomega vellozoi Bureau",163,993,1689,4683,-64.272677,-21.092622
"139","Perianthomega vellozoi Bureau",201,595,1707,4468,-63.95,-19.8
"140","Perianthomega vellozoi Bureau",173,871,1664,3693,-64.15527,-19.05194
"141","Perianthomega vellozoi Bureau",234,1168,1656,6894,-61.83333,-16.21666
"142","Perianthomega vellozoi Bureau",228,1438,1705,8970,-55.9825,-22.655556
"143","Perianthomega vellozoi Bureau",240,1318,1766,7580,-57.381967,-22.709836
"144","Perianthomega vellozoi Bureau",248,1334,1823,5987,-59.5,-18.33333
"145","Perianthomega vellozoi Bureau",251,938,1829,5422,-61.5,-17.5
"146","Manihot breviloba P.Carvalho & M.Martins",264,1417,1697,8459,-36.855833,-10.737778
"147","Manihot breviloba P.Carvalho & M.Martins",260,1528,1639,10239,-37.451944,-11.225833
"148","Clematis acapulcensis Hook. & Arn.",192,1084,1636,8884,-89.39522,14.40844
"149","Clematis acapulcensis Hook. & Arn.",209,523,1920,3874,-97.990959,17.642262
"150","Clematis acapulcensis Hook. & Arn.",232,2055,1731,10469,-85.293111,12.271695
"151","Clematis acapulcensis Hook. & Arn.",236,1019,1821,6974,-85.966111,12.926389
"152","Clematis acapulcensis Hook. & Arn.",196,1554,1651,7990,-86.625,13.329167
"153","Clematis acapulcensis Hook. & Arn.",225,1207,1752,9765,-93.044444,16.99625
"154","Clematis acapulcensis Hook. & Arn.",217,1311,1807,3346,-94.04,16.42
"155","Clematis acapulcensis Hook. & Arn.",240,702,1850,5306,-101.268333,18.298611
"156","Clematis acapulcensis Hook. & Arn.",145,3208,1109,28297,-82.183333,8.666667
"157","Clematis acapulcensis Hook. & Arn.",238,3954,1600,21353,-83.473611,9.984167
"158","Clematis acapulcensis Hook. & Arn.",202,1066,1792,4748,-104.164167,19.843056
"159","Clematis acapulcensis Hook. & Arn.",231,860,1863,3536,-103.996389,19.598056
"160","Clematis acapulcensis Hook. & Arn.",217,3242,1721,13160,-84.38,9.89
"161","Clematis acapulcensis Hook. & Arn.",176,1901,1689,8781,-87.875,14.5
"162","Clematis acapulcensis Hook. & Arn.",170,1333,1761,6047,-103.227697217356,18.7973034273198
"163","Clematis acapulcensis Hook. & Arn.",262,871,1815,5338,-104.95,19.416667
"164","Clematis acapulcensis Hook. & Arn.",216,991,1818,5696,-104.583333,21.116667
"165","Clematis acapulcensis Hook. & Arn.",230,1542,1717,8453,-105.193055,20.548611
"166","Clematis acapulcensis Hook. & Arn.",204,1104,1791,6914,-86.216667,14.95
"167","Clematis acapulcensis Hook. & Arn.",236,967,1939,4465,-98.8437049402398,18.5970470620261
"168","Clematis acapulcensis Hook. & Arn.",261,929,2023,3814,-95.2022205405992,16.5043806909319
"169","Clematis acapulcensis Hook. & Arn.",224,1034,1907,6527,-99.5767996594283,18.4388913496619
"170","Clematis acapulcensis Hook. & Arn.",167,1419,1605,6950,-100.07149652777,19.0887869724924
"171","Clematis acapulcensis Hook. & Arn.",274,1271,NA,NA,-86.208333,11.55
"172","Clematis acapulcensis Hook. & Arn.",226,982,1801,6051,-86.051667,15.030833
"173","Clematis acapulcensis Hook. & Arn.",248,1479,1834,10034,-87.785,14.931111
"174","Clematis acapulcensis Hook. & Arn.",251,1123,1842,8435,-85.833333,13.616667
"175","Clematis acapulcensis Hook. & Arn.",191,1201,1683,7693,-87.113889,14.113333
"176","Clematis acapulcensis Hook. & Arn.",255,2312,1839,14345,-92.4219323266657,15.2046383615534
"177","Clematis acapulcensis Hook. & Arn.",248,1742,1886,7038,-86.36948,12.06749
"178","Clematis acapulcensis Hook. & Arn.",258,1878,2003,8231,-85.583333,10.833333
"179","Clematis acapulcensis Hook. & Arn.",229,1002,1822,6136,-93.182222,16.792222
"180","Clematis acapulcensis Hook. & Arn.",253,1399,1776,6455,-105.215139392163,20.5939711898801
"181","Clematis acapulcensis Hook. & Arn.",244,1069,1869,5332,-102.267278662273,18.1831170472783
"182","Clematis acapulcensis Hook. & Arn.",261,774,1912,4919,-103.483333,18.5
"183","Clematis acapulcensis Hook. & Arn.",227,2132,1636,14768,-80.141667,8.591667
"184","Clematis acapulcensis Hook. & Arn.",214,3195,1608,15916,-83.642778,9.3875
"185","Clematis acapulcensis Hook. & Arn.",210,712,1935,4540,-103.238055,20.699722
"186","Clematis acapulcensis Hook. & Arn.",188,538,1934,3364,-96.7200390155856,17.0685188940627
"187","Clematis acapulcensis Hook. & Arn.",269,1290,1941,6637,-99.858333,16.866389
"188","Clematis alborosea Ulbr.",41,1165,1471,6974,-66.3,-17.25
"189","Clematis caleoides Standl. & Steyerm.",174,1734,1534,8888,-92.85,17.05
"190","Clematis caleoides Standl. & Steyerm.",192,1752,1593,10757,-92.37,16.89
"191","Clematis caleoides Standl. & Steyerm.",111,2534,1441,9612,-92.267222,15.449722
"192","Clematis campestris A.St.-Hil.",257,1036,1694,6845,-57.0497,-19.3897
"193","Clematis campestris A.St.-Hil.",250,1229,1818,6396,-57.763333,-21.705
"194","Clematis campestris A.St.-Hil.",182,529,1694,3275,-64.3,-17.966667
"195","Clematis campestris A.St.-Hil.",234,592,1792,4563,-63.7275,-18.971111
"196","Clematis campestris A.St.-Hil.",185,533,1719,4141,-63.81666,-18.15
"197","Clematis campestris A.St.-Hil.",169,430,1640,3870,-64.457778,-19.626111
"198","Clematis campestris A.St.-Hil.",187,1531,1212,10779,-41.094167,-20.41
"199","Clematis campestris A.St.-Hil.",185,728,1683,4491,-64.073056,-20.56
"200","Clematis campestris A.St.-Hil.",200,981,1638,6286,-64.672778,-22.903889
"201","Clematis campestris A.St.-Hil.",160,594,1746,4071,-64.73333,-21.75
"202","Clematis campestris A.St.-Hil.",231,798,1858,4002,-63.435,-21.23388
"203","Clematis campestris A.St.-Hil.",239,1241,1790,6902,-63.256111,-17.849722
"204","Clematis campestris A.St.-Hil.",211,515,1763,4286,-64.144722,-20.63
"205","Clematis campestris A.St.-Hil.",254,2094,1472,14175,-39.090278,-13.328889
"206","Clematis campestris A.St.-Hil.",148,453,1801,3368,-66.26277,-17.57388
"207","Clematis campestris A.St.-Hil.",247,1478,1419,9180,-39.415,-16.86722
"208","Clematis campestris A.St.-Hil.",171,289,1864,3877,-65.716667,-18.066667
"209","Clematis campestris A.St.-Hil.",251,938,1829,5422,-61.5,-17.5
"210","Clematis campestris A.St.-Hil.",243,1285,1801,6321,-63.05,-17.75833
"211","Clematis campestris A.St.-Hil.",241,785,1930,2895,-62.583333,-19.466667
"212","Clematis campestris A.St.-Hil.",232,1669,1706,8930,-56.08333,-22.66666
"213","Clematis campestris A.St.-Hil.",253,908,2017,3405,-59.66667,-21.16667
"214","Clematis campestris A.St.-Hil.",247,2079,1490,12603,-60.4225,-13.39444
"215","Clematis dioica L.",208,850,1848,5382,-98.385,17.461667
"216","Clematis dioica L.",196,1367,1411,11608,-96.916667,19.611111
"217","Clematis dioica L.",176,1014,1751,5292,-100.525556,19.649444
"218","Clematis dioica L.",233,997,1886,4230,-101.673333,18.730556
"219","Clematis dioica L.",227,878,1899,6785,-99.341008,18.483667
"220","Clematis dioica L.",145,722,1649,4758,-100.175129522824,19.8089299410472
"221","Clematis dioica L.",146,803,1820,4422,-100.69,20.226667
"222","Clematis dioica L.",163,643,1934,3241,-102.650194,22.073889
"223","Clematis dioica L.",238,1168,1915,6195,-96.098333,15.94
"224","Clematis dioica L.",221,1113,1783,5926,-93.4,16.8
"225","Clematis dioica L.",165,1053,1716,5719,-98.550278,18.943889
"226","Clematis dioica L.",127,2055,1900,5192,-99.133055,21.449167
"227","Clematis dioica L.",198,738,1938,3538,-102.402194,21.205
"228","Clematis dioica L.",259,1353,1741,7814,-88.191667,19.009444
"229","Clematis dioica L.",265,1059,1876,5908,-89.718889,20.523333
"230","Clematis dioica L.",182,985,1724,5533,-104.09,20.706389
"231","Clematis dioica L.",185,1908,1518,11135,-97.0175,18.6125
"232","Clematis dioica L.",177,715,1805,4563,-101.261667,19.64
"233","Clematis dioica L.",171,1127,1660,6673,-97.25575,16.702333
"234","Clematis dioica L.",213,486,1787,3372,-99.675833,21.532778
"235","Clematis dioica L.",164,2859,1574,17582,-96.325555,17.4975
"236","Clematis dioica L.",186,667,1861,4517,-102.045556,19.971389
"237","Clematis dioica L.",243,1844,1481,12725,-97.401667,20.096667
"238","Clematis dioica L.",258,1179,1843,6627,-88.591667,20.741667
"239","Clematis dioica L.",182,530,1874,3547,-96.711667,17.105
"240","Clematis dioica L.",260,1254,1767,6715,-88.378056,18.516667
"241","Clematis dioica L.",253,2644,1846,13220,-92.631389,15.376667
"242","Clematis dioica L.",225,1572,1817,4176,-93.833889,16.352778
"243","Clematis dioica L.",237,1497,1831,7339,-93.322222,16.091944
"244","Clematis dioica L.",225,961,1787,7613,-71.54,18.745
"245","Clematis dioica L.",249,1935,1771,14854,-91.288056,16.9875
"246","Clematis dioica L.",240,2089,1763,15950,-91.065,16.708333
"247","Clematis dioica L.",250,1325,1707,6449,-88.977222,18.494444
"248","Clematis dioica L.",248,1209,1825,6195,-89.925,18.341667
"249","Clematis dioica L.",155,1282,1781,5579,-101.752778,19.548611
"250","Clematis dioica L.",243,2599,1709,12882,-95.43,17.165
"251","Clematis dioica L.",223,1057,1473,15134,-98.16889,20.52188
"252","Clematis dioica L.",169,1996,1569,9240,-92.3027847727798,16.8128140671726
"253","Clematis dioica L.",190,810,1888,3436,-97.824167,17.801389
"254","Clematis dioica L.",249,3150,1676,14656,-95.105556,18.605
"255","Clematis dioica L.",262,1067,1880,6275,-90.166667,19.15
"256","Clematis dioica L.",161,1453,1719,6791,-99.715,18.523056
"257","Clematis dioica L.",185,967,1904,5339,-99.626111,17.641389
"258","Clematis dioica L.",259,1293,1832,6835,-86.854722,20.973056
"259","Clematis dioica L.",203,1273,1790,6295,-103.55,19.411667
"260","Clematis dioica L.",251,1108,1786,5054,-89.32971590374,19.1419435974488
"261","Clematis dioica L.",259,1262,1852,7185,-90.6451899810738,18.5857987585168
"262","Clematis dioica L.",220,1284,1862,7178,-89.233333,14.383333
"263","Clematis dioica L.",144,780,1578,4586,-98.5583485243409,20.162138724081
"264","Clematis dioica L.",269,1103,1941,5290,-101.599167,17.722222
"265","Clematis dioica L.",183,730,1774,4785,-98.344444,18.866667
"266","Clematis dioica L.",182,497,1886,2714,-100.936111,21.158333
"267","Clematis dioica L.",261,988,1851,5395,-89.025,20.941667
"268","Clematis dioica L.",180,1676,1917,7198,-99.037778,17.46
"269","Clematis dioica L.",185,1717,1573,12105,-91.971667,16.736389
"270","Clematis dioica L.",249,2878,1813,19557,-92.166944,14.997778
"271","Clematis dioica L.",262,871,1815,5338,-104.95,19.41667
"272","Clematis dioica L.",207,1224,1797,6382,-104.593333,21.333333
"273","Clematis dioica L.",224,1267,1685,9565,-105.325,20.325
"274","Clematis dioica L.",246,1301,1598,8120,-98.183333,21.295
"275","Clematis dioica L.",200,703,1809,4715,-103.391667,20.416667
"276","Clematis dioica L.",176,887,1707,5445,-103.231389,19.233333
"277","Clematis dioica L.",257,1197,1676,7049,-96.376667,19.37
"278","Clematis dioica L.",242,831,2006,3353,-95.414167,16.2525
"279","Clematis dioica L.",219,762,1842,5384,-104.485,21.051667
"280","Clematis dioica L.",264,1907,1876,9665,-91.631667,17.823333
"281","Clematis dioica L.",185,1253,1499,9374,-72.6667,10.7931
"282","Clematis dioica L.",249,1435,1832,9685,-87.776944,14.945833
"283","Clematis dioica L.",259,1116,1844,6528,-88.443333,21.265556
"284","Clematis dioica L.",256,1169,1828,6299,-88.225,20.658333
"285","Clematis dioica L.",259,1276,1824,7072,-86.94,20.79
"286","Clematis dioica L.",264,813,1915,4573,-89.59,21.09
"287","Clematis dioica L.",259,1492,1690,8583,-95.941667,18.675
"288","Clematis dioica L.",212,773,1824,6537,-103.16,18.77
"289","Clematis dioica L.",211,1407,1582,9662,-80.187124,21.97759
"290","Clematis dioica L.",244,962,1751,7883,-75.36634,20.332534
"291","Clematis dioica L.",251,1431,1702,8370,-83.307567,22.628002
"292","Clematis dioica L.",249,1519,1859,7028,-75.848011,20.187122
"293","Clematis flammulastrum Griseb.",209,1940,1544,13482,-66.8069,18.155
"294","Clematis flammulastrum Griseb.",210,1368,1580,9736,-80.198053,21.995335
"295","Clematis grossa Benth.",196,1562,1471,11107,-96.948611,19.157222
"296","Clematis grossa Benth.",175,503,1767,3241,-97.691667,17.991667
"297","Clematis grossa Benth.",204,1473,1633,10602,-92.4787322900538,16.9403634008374
"298","Clematis grossa Benth.",189,1909,1589,10748,-85.93333,13.03333
"299","Clematis grossa Benth.",157,1987,1360,8467,-97.273611,19.801111
"300","Clematis grossa Benth.",195,949,1888,5031,-99.753333,17.8625
"301","Clematis grossa Benth.",192,2097,1547,10989,-97.006778,18.652333
"302","Clematis grossa Benth.",145,572,1835,3012,-100.280972,20.965833
"303","Clematis grossa Benth.",169,1387,1769,6799,-97.580444,16.847806
"304","Clematis grossa Benth.",146,1067,1637,7859,-99.99,18.99
"305","Clematis grossa Benth.",172,1250,1604,8543,-98.476972,20.503028
"306","Clematis grossa Benth.",211,1454,1748,6136,-93.416667,16.816667
"307","Clematis grossa Benth.",234,1109,1869,9700,-87.86,13.88
"308","Clematis grossa Benth.",223,1387,1784,11288,-91.747778,15.804167
"309","Clematis grossa Benth.",186,2003,1694,11704,-92.23,15.36
"310","Clematis grossa Benth.",195,1712,1748,5017,-95.505556,16.7725
"311","Clematis grossa Benth.",237,2141,1746,15436,-91.103889,16.78
"312","Clematis grossa Benth.",210,1247,1757,5730,-93.33,16.75
"313","Clematis grossa Benth.",168,3716,1655,9467,-92.61,15.41
"314","Clematis grossa Benth.",159,780,1775,4865,-101.479,19.6347
"315","Clematis grossa Benth.",155,937,1609,7652,-96.478611,17.318056
"316","Clematis grossa Benth.",85,1588,1656,9390,-100.133333,17.466667
"317","Clematis grossa Benth.",245,1136,1774,6771,-89.453889,18.227222
"318","Clematis grossa Benth.",166,754,1863,3923,-96.300278,16.301667
"319","Clematis grossa Benth.",228,2513,1683,16064,-85.401389,10.880556
"320","Clematis grossa Benth.",232,996,1967,5066,-99.057222,18.423611
"321","Clematis grossa Benth.",238,1846,1797,12354,-87.890278,14.9825
"322","Clematis grossa Benth.",218,1549,1697,7475,-86.316667,12.983333
"323","Clematis grossa Benth.",197,760,1736,6190,-103.7,19.45
"324","Clematis grossa Benth.",261,2301,1834,15678,-92.0613182520037,17.2657406108543
"325","Clematis grossa Benth.",242,1350,1763,8195,-89.823611,17.650278
"326","Clematis grossa Benth.",205,949,1808,3869,-99.32,21.181667
"327","Clematis grossa Benth.",229,1253,1759,7282,-99.41,22.58
"328","Clematis grossa Benth.",234,1262,1494,12727,-98.193333,20.931667
"329","Clematis grossa Benth.",229,1574,1462,12550,-96.776944,19.866111
"330","Clematis grossa Benth.",183,1118,1564,7966,-92.8360571322558,16.7068769150054
"331","Clematis grossa Benth.",235,1074,1828,5834,-86.585278,14.581945
"332","Clematis grossa Benth.",209,2145,1589,14703,-95.167462578867,18.4951565231065
"333","Clematis grossa Benth.",225,1971,1653,12457,-95.983333,17.333333
"334","Clematis grossa Benth.",260,2018,1668,11685,-96.21,18.28
"335","Clematis grossa Benth.",248,1865,1723,13215,-94.66666,16.91666
"336","Clematis grossa Benth.",127,1771,1726,7511,-98.733889,17.350833
"337","Clematis grossa Benth.",262,2511,1888,11088,-85.931667,15.928889
"338","Clematis grossa Benth.",237,1524,1706,10282,-85.716667,12.666667
"339","Clematis grossa Benth.",207,810,1939,4599,-103.341389,20.722222
"340","Clematis grossa Benth.",186,1848,1729,5522,-99.0742778770834,21.3102509799862
"341","Clematis grossa Benth.",148,541,1750,4032,-98.808333,19.475
"342","Clematis grossa Benth.",247,1566,1770,12854,-89.749444,16.699444
"343","Clematis grossa Benth.",251,1960,1787,14312,-91.179444,17.131667
"344","Clematis grossa Benth.",156,1589,1836,8103,-100.71666,17.66666
"345","Clematis grossa Benth.",217,685,1951,4284,-103.226667,20.696389
"346","Clematis grossa Benth.",177,743,1820,4460,-101.185278,19.68
"347","Clematis grossa Benth.",201,3638,1624,23244,-89.786389,15.460278
"348","Clematis guadeloupae Pers.",195,655,1400,5275,-77.907367,-6.997667
"349","Clematis guadeloupae Pers.",143,1559,1305,8251,-75.35305,-10.63055
