"","species","n_temp","mean_temp","sd_temp","se_temp","within_sp_var_temp","species.1","n_prec","mean_prec","sd_prec","se_prec","within_sp_var_prec","species.2","n_pet","mean_pet","sd_pet","se_pet","within_sp_var_pet","species.3","n_aridity","mean_aridity","sd_aridity","se_aridity","within_sp_var_aridity"
"210","Strychnos rondeletioides Spruce ex Benth.","46","5.697111","0.004954","0.00073","2e-06","Strychnos rondeletioides Spruce ex Benth.","46","7.941118","0.209156","0.030838","0.003196","Strychnos rondeletioides Spruce ex Benth.","46","7.182461","0.092898","0.013697","0.000266","Strychnos rondeletioides Spruce ex Benth.","46","9.942226","0.222537","0.032811","0.003489"
"211","Strychnos sandwithiana Krukoff & Barneby","8","5.699437","0.002393","0.000846","1e-05","Strychnos sandwithiana Krukoff & Barneby","8","7.883723","0.200185","0.070776","0.018379","Strychnos sandwithiana Krukoff & Barneby","8","7.132708","0.070384","0.024885","0.001529","Strychnos sandwithiana Krukoff & Barneby","8","9.93558","0.208315","0.07365","0.020061"
"212","Strychnos schultesiana Krukoff","9","5.696836","0.005813","0.001938","9e-06","Strychnos schultesiana Krukoff","9","7.686744","0.443856","0.147952","0.016337","Strychnos schultesiana Krukoff","9","7.329707","0.190488","0.063496","0.001359","Strychnos schultesiana Krukoff","9","9.521132","0.512063","0.170688","0.017832"
"213","Strychnos setosa Krukoff & Barneby","1","5.695246",NA,NA,"8e-05","Strychnos setosa Krukoff & Barneby","1","6.473891",NA,NA,"0.147033","Strychnos setosa Krukoff & Barneby","1","7.26892",NA,NA,"0.012234","Strychnos setosa Krukoff & Barneby","1","8.582419",NA,NA,"0.160492"
"214","Strychnos solerederi Gilg","7","5.696541","0.001377","0.00052","1.1e-05","Strychnos solerederi Gilg","7","8.021673","0.148209","0.056018","0.021005","Strychnos solerederi Gilg","7","7.106608","0.023328","0.008817","0.001748","Strychnos solerederi Gilg","7","10.091661","0.092995","0.035149","0.022927"
"215","Strychnos solimoesana Krukoff","8","5.695596","0.008004","0.00283","1e-05","Strychnos solimoesana Krukoff","8","7.832583","0.188022","0.066476","0.018379","Strychnos solimoesana Krukoff","8","7.098766","0.056155","0.019854","0.001529","Strychnos solimoesana Krukoff","8","9.891151","0.338917","0.119825","0.020061"
"216","Strychnos subcordata Spruce ex Benth.","14","5.696681","0.003106","0.00083","6e-06","Strychnos subcordata Spruce ex Benth.","14","7.89365","0.25839","0.069058","0.010502","Strychnos subcordata Spruce ex Benth.","14","7.162034","0.087595","0.023411","0.000874","Strychnos subcordata Spruce ex Benth.","14","9.90809","0.265356","0.070919","0.011464"
"217","Strychnos tarapotensis Sprague & Sandwith","43","5.693854","0.006861","0.001046","2e-06","Strychnos tarapotensis Sprague & Sandwith","43","7.63472","0.388679","0.059273","0.003419","Strychnos tarapotensis Sprague & Sandwith","43","7.174367","0.081505","0.012429","0.000285","Strychnos tarapotensis Sprague & Sandwith","43","9.715743","0.312918","0.04772","0.003732"
"218","Strychnos tomentosa Benth.","8","5.699012","0.004517","0.001597","1e-05","Strychnos tomentosa Benth.","8","7.697511","0.172351","0.060935","0.018379","Strychnos tomentosa Benth.","9","7.328472","0.05968","0.019893","0.001359","Strychnos tomentosa Benth.","9","9.575064","0.200914","0.066971","0.017832"
"219","Strychnos xinguensis Krukoff","10","5.699402","0.003165","0.001001","8e-06","Strychnos xinguensis Krukoff","10","7.840899","0.283019","0.089498","0.014703","Strychnos xinguensis Krukoff","10","7.310137","0.091431","0.028913","0.001223","Strychnos xinguensis Krukoff","10","9.69174","0.251506","0.079533","0.016049"
"220","Adenocalymma apparicianum J.C.Gomes","2","5.704116","0.000707","5e-04","4e-05","Adenocalymma apparicianum J.C.Gomes","2","6.921588","0.556677","0.39363","0.073516","Adenocalymma apparicianum J.C.Gomes","2","7.510688","0.034047","0.024075","0.006117","Adenocalymma apparicianum J.C.Gomes","2","8.707524","0.423523","0.299476","0.080246"
"221","Adenocalymma arthropetiolatum A.H.Gentry","5","5.699002","0.002397","0.001072","1.6e-05","Adenocalymma arthropetiolatum A.H.Gentry","5","7.935492","0.173156","0.077438","0.029407","Adenocalymma arthropetiolatum A.H.Gentry","5","7.41156","0.030011","0.013421","0.002447","Adenocalymma arthropetiolatum A.H.Gentry","5","9.629644","0.150558","0.067332","0.032098"
"222","Adenocalymma bracteolatum DC.","37","5.696136","0.004462","0.000734","2e-06","Adenocalymma bracteolatum DC.","37","7.415663","0.401078","0.065937","0.003974","Adenocalymma bracteolatum DC.","37","7.310723","0.130093","0.021387","0.000331","Adenocalymma bracteolatum DC.","37","9.344741","0.494378","0.081275","0.004338"
"223","Adenocalymma calcareum Udulutsch & P.Dias","2","5.697093","0.000237","0.000168","4e-05","Adenocalymma calcareum Udulutsch & P.Dias","2","7.548708","0.038735","0.02739","0.073516","Adenocalymma calcareum Udulutsch & P.Dias","2","7.186523","0.000535","0.000378","0.006117","Adenocalymma calcareum Udulutsch & P.Dias","2","9.631854","0.031682","0.022403","0.080246"
"224","Adenocalymma dichilum A.H.Gentry","13","5.691948","0.00866","0.002402","6e-06","Adenocalymma dichilum A.H.Gentry","13","6.705441","0.148308","0.041133","0.01131","Adenocalymma dichilum A.H.Gentry","13","7.406713","0.096416","0.026741","0.000941","Adenocalymma dichilum A.H.Gentry","13","8.492411","0.19767","0.054824","0.012346"
"225","Adenocalymma divaricatum Miers","15","5.692626","0.006","0.001549","5e-06","Adenocalymma divaricatum Miers","15","6.803101","0.275006","0.071006","0.009802","Adenocalymma divaricatum Miers","15","7.328982","0.101733","0.026267","0.000816","Adenocalymma divaricatum Miers","15","8.727958","0.23509","0.0607","0.010699"
"226","Adenocalymma dugandii Sandwith","1","5.697261",NA,NA,"8e-05","Adenocalymma dugandii Sandwith","1","6.939254",NA,NA,"0.147033","Adenocalymma dugandii Sandwith","1","7.350516",NA,NA,"0.012234","Adenocalymma dugandii Sandwith","1","9.47639",NA,NA,"0.160492"
"227","Adenocalymma dusenii Kraenzl.","1","5.681707",NA,NA,"8e-05","Adenocalymma dusenii Kraenzl.","1","7.23201",NA,NA,"0.147033","Adenocalymma dusenii Kraenzl.","1","7.172425",NA,NA,"0.012234","Adenocalymma dusenii Kraenzl.","1","9.218904",NA,NA,"0.160492"
"228","Adenocalymma flavum Mart. ex DC.","6","5.693278","0.003573","0.001459","1.3e-05","Adenocalymma flavum Mart. ex DC.","6","6.751718","0.314985","0.128592","0.024505","Adenocalymma flavum Mart. ex DC.","6","7.374127","0.070891","0.028941","0.002039","Adenocalymma flavum Mart. ex DC.","6","8.582329","0.304132","0.124161","0.026749"
"229","Adenocalymma gracielzae A.H.Gentry","2","5.700778","0.000709","0.000501","4e-05","Adenocalymma gracielzae A.H.Gentry","2","7.723052","0.054119","0.038268","0.073516","Adenocalymma gracielzae A.H.Gentry","2","7.239827","0.043114","0.030486","0.006117","Adenocalymma gracielzae A.H.Gentry","2","9.626754","0.101885","0.072044","0.080246"
"230","Adenocalymma hypostictum Bureau & K.Schum.","14","5.689917","0.004251","0.001136","6e-06","Adenocalymma hypostictum Bureau & K.Schum.","14","6.814442","0.350076","0.093562","0.010502","Adenocalymma hypostictum Bureau & K.Schum.","14","7.27407","0.072123","0.019276","0.000874","Adenocalymma hypostictum Bureau & K.Schum.","14","8.720911","0.290227","0.077566","0.011464"
"231","Adenocalymma inundatum Mart. ex DC.","54","5.697512","0.008429","0.001147","1e-06","Adenocalymma inundatum Mart. ex DC.","54","7.28643","0.39865","0.054249","0.002723","Adenocalymma inundatum Mart. ex DC.","54","7.501026","0.087443","0.011899","0.000227","Adenocalymma inundatum Mart. ex DC.","54","9.008006","0.427703","0.058203","0.002972"
"232","Adenocalymma magdalenense Dugand","3","5.695949","0.015601","0.009007","2.7e-05","Adenocalymma magdalenense Dugand","3","7.376828","0.122352","0.07064","0.049011","Adenocalymma magdalenense Dugand","3","7.501231","0.106197","0.061313","0.004078","Adenocalymma magdalenense Dugand","3","8.961742","0.203856","0.117696","0.053497"
"233","Adenocalymma neoflavidum L.G.Lohmann","67","5.69844","0.005015","0.000613","1e-06","Adenocalymma neoflavidum L.G.Lohmann","67","7.41398","0.391923","0.047881","0.002195","Adenocalymma neoflavidum L.G.Lohmann","67","7.309589","0.081641","0.009974","0.000183","Adenocalymma neoflavidum L.G.Lohmann","67","9.317319","0.389424","0.047576","0.002395"
"234","Adenocalymma nervosum Bureau & K.Schum.","1","5.6885",NA,NA,"8e-05","Adenocalymma nervosum Bureau & K.Schum.","1","6.896694",NA,NA,"0.147033","Adenocalymma nervosum Bureau & K.Schum.","1","7.234177",NA,NA,"0.012234","Adenocalymma nervosum Bureau & K.Schum.","1","8.870242",NA,NA,"0.160492"
"235","Adenocalymma prancei A.H.Gentry","3","5.699159","0.002047","0.001182","2.7e-05","Adenocalymma prancei A.H.Gentry","3","7.709861","0.011734","0.006775","0.049011","Adenocalymma prancei A.H.Gentry","3","7.198479","0.16541","0.0955","0.004078","Adenocalymma prancei A.H.Gentry","3","9.829389","0.10725","0.061921","0.053497"
"236","Adenocalymma purpurascens Rusby","18","5.696785","0.004729","0.001115","4e-06","Adenocalymma purpurascens Rusby","18","7.502067","0.39391","0.092845","0.008168","Adenocalymma purpurascens Rusby","18","7.327707","0.127631","0.030083","0.00068","Adenocalymma purpurascens Rusby","18","9.41979","0.427751","0.100822","0.008916"
"237","Adenocalymma salmoneum J.C.Gomes","3","5.688715","0.005578","0.00322","2.7e-05","Adenocalymma salmoneum J.C.Gomes","3","7.232943","0.066103","0.038165","0.049011","Adenocalymma salmoneum J.C.Gomes","3","7.167295","0.039221","0.022644","0.004078","Adenocalymma salmoneum J.C.Gomes","3","9.17471","0.095491","0.055132","0.053497"
"238","Adenocalymma salzmannii DC.","1","5.688838",NA,NA,"8e-05","Adenocalymma salzmannii DC.","1","6.238325",NA,NA,"0.147033","Adenocalymma salzmannii DC.","1","7.377759",NA,NA,"0.012234","Adenocalymma salzmannii DC.","1","8.228711",NA,NA,"0.160492"
"239","Adenocalymma scansile Miers","2","5.686436","0.011032","0.007801","4e-05","Adenocalymma scansile Miers","2","7.097796","0.435152","0.307699","0.073516","Adenocalymma scansile Miers","2","7.253113","0.003504","0.002478","0.006117","Adenocalymma scansile Miers","2","9.151148","0.309248","0.218671","0.080246"
"240","Adenocalymma sousae A.H.Gentry","1","5.692553",NA,NA,"8e-05","Adenocalymma sousae A.H.Gentry","1","7.153834",NA,NA,"0.147033","Adenocalymma sousae A.H.Gentry","1","7.374629",NA,NA,"0.012234","Adenocalymma sousae A.H.Gentry","1","8.860215",NA,NA,"0.160492"
"241","Adenocalymma subincanum Huber","9","5.700645","0.002494","0.000831","9e-06","Adenocalymma subincanum Huber","9","7.663744","0.252963","0.084321","0.016337","Adenocalymma subincanum Huber","9","7.207887","0.068822","0.022941","0.001359","Adenocalymma subincanum Huber","9","9.710504","0.194949","0.064983","0.017832"
"242","Adenocalymma subsessilifolium DC.","7","5.69462","0.001947","0.000736","1.1e-05","Adenocalymma subsessilifolium DC.","7","7.042533","0.116632","0.044083","0.021005","Adenocalymma subsessilifolium DC.","6","7.223498","0.019689","0.008038","0.002039","Adenocalymma subsessilifolium DC.","6","9.042779","0.082813","0.033808","0.026749"
"243","Adenocalymma subspicatum A.H.Gentry","1","5.69491",NA,NA,"8e-05","Adenocalymma subspicatum A.H.Gentry","1","7.315884",NA,NA,"0.147033","Adenocalymma subspicatum A.H.Gentry","1","7.374002",NA,NA,"0.012234","Adenocalymma subspicatum A.H.Gentry","1","9.027379",NA,NA,"0.160492"
"244","Adenocalymma ubatubense Assis & Semir","1","5.69659",NA,NA,"8e-05","Adenocalymma ubatubense Assis & Semir","1","7.455877",NA,NA,"0.147033","Adenocalymma ubatubense Assis & Semir","1","7.237778",NA,NA,"0.012234","Adenocalymma ubatubense Assis & Semir","1","9.488578",NA,NA,"0.160492"
"245","Adenocalymma uleanum Kraenzl.","17","5.698227","0.001066","0.000259","5e-06","Adenocalymma uleanum Kraenzl.","17","7.520554","0.233186","0.056556","0.008649","Adenocalymma uleanum Kraenzl.","17","7.210047","0.041966","0.010178","0.00072","Adenocalymma uleanum Kraenzl.","17","9.644211","0.224292","0.054399","0.009441"
"246","Amphilophium aschersonii Ule","28","5.69247","0.009867","0.001865","3e-06","Amphilophium aschersonii Ule","28","7.685514","0.457036","0.086372","0.005251","Amphilophium aschersonii Ule","28","7.198397","0.127868","0.024165","0.000437","Amphilophium aschersonii Ule","28","9.669674","0.559177","0.105675","0.005732"
"247","Amphilophium ecuadorense A.H.Gentry","3","5.683843","0.007734","0.004465","2.7e-05","Amphilophium ecuadorense A.H.Gentry","3","6.306724","0.426801","0.246414","0.049011","Amphilophium ecuadorense A.H.Gentry","3","7.267821","0.082907","0.047866","0.004078","Amphilophium ecuadorense A.H.Gentry","3","8.409046","0.386088","0.222908","0.053497"
"248","Amphilophium perbracteatum A.H.Gentry","6","5.697139","0.004951","0.002021","1.3e-05","Amphilophium perbracteatum A.H.Gentry","6","6.650604","0.139183","0.056821","0.024505","Amphilophium perbracteatum A.H.Gentry","6","7.472581","0.057174","0.023341","0.002039","Amphilophium perbracteatum A.H.Gentry","6","8.380618","0.131161","0.053546","0.026749"
"249","Amphilophium sandwithii Fabris","7","5.670775","0.006345","0.002398","1.1e-05","Amphilophium sandwithii Fabris","7","6.636634","0.193323","0.073069","0.021005","Amphilophium sandwithii Fabris","7","7.425292","0.023479","0.008874","0.001748","Amphilophium sandwithii Fabris","7","8.40856","0.065552","0.024776","0.022927"
"250","Anemopaegma alatum A.H.Gentry","6","5.69832","0.002563","0.001046","1.3e-05","Anemopaegma alatum A.H.Gentry","6","7.579874","0.226178","0.092337","0.024505","Anemopaegma alatum A.H.Gentry","6","7.46545","0.026808","0.010944","0.002039","Anemopaegma alatum A.H.Gentry","6","9.31107","0.241899","0.098755","0.026749"
"251","Anemopaegma brevipes S.Moore","5","5.693408","0.007334","0.00328","1.6e-05","Anemopaegma brevipes S.Moore","5","7.404993","0.238571","0.106692","0.029407","Anemopaegma brevipes S.Moore","5","7.33003","0.087604","0.039178","0.002447","Anemopaegma brevipes S.Moore","5","9.278468","0.377656","0.168893","0.032098"
"252","Anemopaegma chrysanthum Dugand","55","5.692243","0.010393","0.001401","1e-06","Anemopaegma chrysanthum Dugand","55","7.709017","0.574008","0.077399","0.002673","Anemopaegma chrysanthum Dugand","54","7.316607","0.159167","0.02166","0.000227","Anemopaegma chrysanthum Dugand","54","9.527878","0.602746","0.082023","0.002972"
"253","Anemopaegma citrinum Mart. ex DC.","23","5.696713","0.006974","0.001454","3e-06","Anemopaegma citrinum Mart. ex DC.","23","7.007124","0.357529","0.07455","0.006393","Anemopaegma citrinum Mart. ex DC.","22","7.33627","0.12329","0.026286","0.000556","Anemopaegma citrinum Mart. ex DC.","22","8.875191","0.395398","0.084299","0.007295"
"254","Anemopaegma flavum Morong","14","5.698385","0.001977","0.000528","6e-06","Anemopaegma flavum Morong","14","7.420277","0.266742","0.07129","0.010502","Anemopaegma flavum Morong","14","7.32018","0.088465","0.023643","0.000874","Anemopaegma flavum Morong","14","9.280173","0.337153","0.090108","0.011464"
"255","Anemopaegma floridum Mart. ex DC.","33","5.696795","0.006178","0.001075","2e-06","Anemopaegma floridum Mart. ex DC.","33","7.643115","0.425778","0.074118","0.004456","Anemopaegma floridum Mart. ex DC.","33","7.213833","0.12282","0.02138","0.000371","Anemopaegma floridum Mart. ex DC.","33","9.658224","0.4676","0.081399","0.004863"
"256","Anemopaegma foetidum Bureau & K.Schum.","4","5.701027","0.0019","0.00095","2e-05","Anemopaegma foetidum Bureau & K.Schum.","4","7.697955","0.351045","0.175522","0.036758","Anemopaegma foetidum Bureau & K.Schum.","4","7.29211","0.105059","0.05253","0.003059","Anemopaegma foetidum Bureau & K.Schum.","4","9.551858","0.263418","0.131709","0.040123"
"257","Anemopaegma glaucum Mart. ex DC.","62","5.692149","0.006833","0.000868","1e-06","Anemopaegma glaucum Mart. ex DC.","62","7.239598","0.282536","0.035882","0.002371","Anemopaegma glaucum Mart. ex DC.","62","7.3491","0.075333","0.009567","0.000197","Anemopaegma glaucum Mart. ex DC.","62","9.087869","0.231531","0.029404","0.002589"
"258","Anemopaegma gracile Bureau & K.Schum.","14","5.69458","0.006129","0.001638","6e-06","Anemopaegma gracile Bureau & K.Schum.","14","6.795027","0.280475","0.07496","0.010502","Anemopaegma gracile Bureau & K.Schum.","14","7.376715","0.075705","0.020233","0.000874","Anemopaegma gracile Bureau & K.Schum.","14","8.609444","0.241107","0.064439","0.011464"
"259","Anemopaegma hilarianum Bureau & K.Schum.","8","5.690337","0.007207","0.002548","1e-05","Anemopaegma hilarianum Bureau & K.Schum.","8","7.186423","0.196486","0.069468","0.018379","Anemopaegma hilarianum Bureau & K.Schum.","9","7.23617","0.095952","0.031984","0.001359","Anemopaegma hilarianum Bureau & K.Schum.","9","9.152661","0.262204","0.087401","0.017832"
"260","Anemopaegma ionanthum A.H.Gentry","5","5.700207","0.002563","0.001146","1.6e-05","Anemopaegma ionanthum A.H.Gentry","5","7.693723","0.340291","0.152183","0.029407","Anemopaegma ionanthum A.H.Gentry","5","7.327008","0.07095","0.03173","0.002447","Anemopaegma ionanthum A.H.Gentry","5","9.596857","0.293671","0.131334","0.032098"
"261","Anemopaegma jucundum Bureau & K.Schum.","3","5.698361","0.007376","0.004259","2.7e-05","Anemopaegma jucundum Bureau & K.Schum.","3","7.860366","0.475566","0.274568","0.049011","Anemopaegma jucundum Bureau & K.Schum.","3","7.266594","0.087104","0.05029","0.004078","Anemopaegma jucundum Bureau & K.Schum.","3","9.729019","0.42972","0.248099","0.053497"
"262","Anemopaegma karstenii Bureau & K.Schum.","32","5.69576","0.008154","0.001441","2e-06","Anemopaegma karstenii Bureau & K.Schum.","32","7.585","0.420623","0.074356","0.004595","Anemopaegma karstenii Bureau & K.Schum.","32","7.386916","0.117309","0.020737","0.000382","Anemopaegma karstenii Bureau & K.Schum.","32","9.35503","0.448248","0.07924","0.005015"
"263","Anemopaegma laeve DC.","45","5.695273","0.007201","0.001073","2e-06","Anemopaegma laeve DC.","45","6.600235","0.337125","0.050256","0.003267","Anemopaegma laeve DC.","45","7.395142","0.091344","0.013617","0.000272","Anemopaegma laeve DC.","45","8.41646","0.323684","0.048252","0.003566"
"264","Anemopaegma longipetiolatum Sprague","20","5.69657","0.002472","0.000553","4e-06","Anemopaegma longipetiolatum Sprague","20","7.25882","0.244164","0.054597","0.007352","Anemopaegma longipetiolatum Sprague","20","7.407404","0.086823","0.019414","0.000612","Anemopaegma longipetiolatum Sprague","20","9.028983","0.304422","0.068071","0.008025"
"265","Anemopaegma pabstii A.H.Gentry","14","5.698102","0.006822","0.001823","6e-06","Anemopaegma pabstii A.H.Gentry","14","6.979731","0.450087","0.120291","0.010502","Anemopaegma pabstii A.H.Gentry","14","7.360133","0.084778","0.022658","0.000874","Anemopaegma pabstii A.H.Gentry","14","8.86823","0.407775","0.108982","0.011464"
"266","Anemopaegma pachyphyllum Bureau & K.Schum.","1","5.68375",NA,NA,"8e-05","Anemopaegma pachyphyllum Bureau & K.Schum.","1","7.229839",NA,NA,"0.147033","Anemopaegma pachyphyllum Bureau & K.Schum.","1","7.230563",NA,NA,"0.012234","Anemopaegma pachyphyllum Bureau & K.Schum.","1","9.182764",NA,NA,"0.160492"
"267","Anemopaegma paraense Bureau & K.Schum.","30","5.698419","0.002989","0.000546","3e-06","Anemopaegma paraense Bureau & K.Schum.","30","7.784776","0.251152","0.045854","0.004901","Anemopaegma paraense Bureau & K.Schum.","30","7.167626","0.070944","0.012953","0.000408","Anemopaegma paraense Bureau & K.Schum.","30","9.84747","0.255512","0.04665","0.00535"
"268","Anemopaegma parkeri Sprague","13","5.700454","0.002328","0.000646","6e-06","Anemopaegma parkeri Sprague","13","7.621892","0.256446","0.071125","0.01131","Anemopaegma parkeri Sprague","13","7.320366","0.094211","0.026129","0.000941","Anemopaegma parkeri Sprague","13","9.50842","0.186154","0.05163","0.012346"
"269","Anemopaegma patelliforme A.H.Gentry","11","5.697195","0.003321","0.001001","7e-06","Anemopaegma patelliforme A.H.Gentry","11","7.597037","0.358608","0.108124","0.013367","Anemopaegma patelliforme A.H.Gentry","11","7.262586","0.173746","0.052386","0.001112","Anemopaegma patelliforme A.H.Gentry","11","9.57774","0.45289","0.136551","0.01459"
"270","Anemopaegma prostratum DC.","11","5.691767","0.010494","0.003164","7e-06","Anemopaegma prostratum DC.","11","7.174036","0.309894","0.093437","0.013367","Anemopaegma prostratum DC.","11","7.285158","0.107737","0.032484","0.001112","Anemopaegma prostratum DC.","11","9.125539","0.352021","0.106138","0.01459"
"271","Anemopaegma robustum Bureau & K.Schum.","8","5.698764","0.00371","0.001312","1e-05","Anemopaegma robustum Bureau & K.Schum.","8","7.768495","0.26834","0.094873","0.018379","Anemopaegma robustum Bureau & K.Schum.","8","7.29561","0.135474","0.047897","0.001529","Anemopaegma robustum Bureau & K.Schum.","8","9.616834","0.311516","0.110138","0.020061"
"272","Anemopaegma santaritense A.H.Gentry","2","5.696572","0.008547","0.006044","4e-05","Anemopaegma santaritense A.H.Gentry","2","8.526101","0.520654","0.368158","0.073516","Anemopaegma santaritense A.H.Gentry","3","7.296462","0.043268","0.024981","0.004078","Anemopaegma santaritense A.H.Gentry","3","10.411316","0.380891","0.219908","0.053497"
"273","Anemopaegma setilobum A.H.Gentry","4","5.694656","0.002354","0.001177","2e-05","Anemopaegma setilobum A.H.Gentry","4","7.021535","0.126585","0.063292","0.036758","Anemopaegma setilobum A.H.Gentry","4","7.198986","0.018804","0.009402","0.003059","Anemopaegma setilobum A.H.Gentry","4","9.107352","0.046168","0.023084","0.040123"
"274","Anemopaegma velutinum Mart. ex DC.","19","5.691733","0.006705","0.001538","4e-06","Anemopaegma velutinum Mart. ex DC.","19","6.555851","0.274231","0.062913","0.007739","Anemopaegma velutinum Mart. ex DC.","19","7.343947","0.09332","0.021409","0.000644","Anemopaegma velutinum Mart. ex DC.","19","8.496284","0.279075","0.064024","0.008447"
"275","Bignonia binata Thunb.","186","5.698604","0.004208","0.000309","0","Bignonia binata Thunb.","186","7.59663","0.418191","0.030663","0.00079","Bignonia binata Thunb.","184","7.326468","0.140231","0.010338","6.6e-05","Bignonia binata Thunb.","184","9.493854","0.479452","0.035346","0.000872"
"276","Bignonia callistegioides Cham.","6","5.688014","0.009117","0.003722","1.3e-05","Bignonia callistegioides Cham.","6","7.270606","0.50405","0.205778","0.024505","Bignonia callistegioides Cham.","6","7.444273","0.14102","0.057571","0.002039","Bignonia callistegioides Cham.","6","8.853014","0.762791","0.311408","0.026749"
"277","Bignonia campanulata Cham.","25","5.692053","0.00761","0.001522","3e-06","Bignonia campanulata Cham.","25","7.180944","0.372053","0.074411","0.005881","Bignonia campanulata Cham.","25","7.255273","0.105369","0.021074","0.000489","Bignonia campanulata Cham.","25","9.289741","0.45195","0.09039","0.00642"
"278","Bignonia cararensis Zuntini","1","5.698937",NA,NA,"8e-05","Bignonia cararensis Zuntini","1","7.868254",NA,NA,"0.147033","Bignonia cararensis Zuntini","1","7.50329",NA,NA,"0.012234","Bignonia cararensis Zuntini","1","9.447545",NA,NA,"0.160492"
"279","Bignonia diversifolia Kunth","55","5.698077","0.007268","0.00098","1e-06","Bignonia diversifolia Kunth","55","7.235812","0.325894","0.043944","0.002673","Bignonia diversifolia Kunth","55","7.513062","0.064789","0.008736","0.000222","Bignonia diversifolia Kunth","55","8.958077","0.343411","0.046306","0.002918"
"280","Bignonia longiflora Cav.","6","5.688366","0.007035","0.002872","1.3e-05","Bignonia longiflora Cav.","6","6.530753","0.398957","0.162874","0.024505","Bignonia longiflora Cav.","6","7.213162","0.076125","0.031078","0.002039","Bignonia longiflora Cav.","6","8.58458","0.35524","0.145026","0.026749"
"281","Bignonia magnifica W.Bull","22","5.687995","0.013708","0.002923","4e-06","Bignonia magnifica W.Bull","22","7.297635","0.406598","0.086687","0.006683","Bignonia magnifica W.Bull","22","7.380075","0.140566","0.029969","0.000556","Bignonia magnifica W.Bull","22","9.199665","0.450175","0.095978","0.007295"
"282","Bignonia microcalyx G.Mey.","7","5.697835","0.001457","0.000551","1.1e-05","Bignonia microcalyx G.Mey.","7","7.74974","0.198691","0.075098","0.021005","Bignonia microcalyx G.Mey.","7","7.388531","0.047205","0.017842","0.001748","Bignonia microcalyx G.Mey.","7","9.493681","0.247877","0.093689","0.022927"
"283","Bignonia neoheterophylla L.G.Lohmann","52","5.697858","0.005676","0.000787","2e-06","Bignonia neoheterophylla L.G.Lohmann","52","7.303183","0.36311","0.050354","0.002828","Bignonia neoheterophylla L.G.Lohmann","52","7.498149","0.068566","0.009508","0.000235","Bignonia neoheterophylla L.G.Lohmann","52","9.040149","0.402784","0.055856","0.003086"
"284","Bignonia neouliginosa L.G.Lohmann","6","5.704393","0.00131","0.000535","1.3e-05","Bignonia neouliginosa L.G.Lohmann","6","7.479191","0.36447","0.148794","0.024505","Bignonia neouliginosa L.G.Lohmann","6","7.486602","0.073563","0.030032","0.002039","Bignonia neouliginosa L.G.Lohmann","6","9.277763","0.452116","0.184576","0.026749"
"285","Bignonia prieurei DC.","20","5.696878","0.005471","0.001223","4e-06","Bignonia prieurei DC.","20","7.678413","0.400975","0.089661","0.007352","Bignonia prieurei DC.","20","7.261441","0.119535","0.026729","0.000612","Bignonia prieurei DC.","20","9.630952","0.391806","0.08761","0.008025"
"286","Cuspidaria emmonsii A.H.Gentry","5","5.695368","0.005605","0.002507","1.6e-05","Cuspidaria emmonsii A.H.Gentry","5","7.49358","0.459963","0.205702","0.029407","Cuspidaria emmonsii A.H.Gentry","5","7.239275","0.134632","0.060209","0.002447","Cuspidaria emmonsii A.H.Gentry","5","9.539552","0.380311","0.17008","0.032098"
"287","Cuspidaria multiflora DC.","15","5.696683","0.006323","0.001633","5e-06","Cuspidaria multiflora DC.","15","6.543073","0.211699","0.05466","0.009802","Cuspidaria multiflora DC.","15","7.439357","0.066698","0.017221","0.000816","Cuspidaria multiflora DC.","15","8.335425","0.234042","0.060429","0.010699"
"288","Cuspidaria octoptera A.H.Gentry","1","5.6939",NA,NA,"8e-05","Cuspidaria octoptera A.H.Gentry","1","6.939254",NA,NA,"0.147033","Cuspidaria octoptera A.H.Gentry","1","7.453562",NA,NA,"0.012234","Cuspidaria octoptera A.H.Gentry","1","8.680162",NA,NA,"0.160492"
"289","Cuspidaria simplicifolia DC.","20","5.695004","0.00706","0.001579","4e-06","Cuspidaria simplicifolia DC.","20","6.549404","0.299376","0.066943","0.007352","Cuspidaria simplicifolia DC.","20","7.429821","0.078532","0.01756","0.000612","Cuspidaria simplicifolia DC.","20","8.411615","0.304824","0.068161","0.008025"
"290","Cuspidaria subincana A.H.Gentry","9","5.696671","0.008387","0.002796","9e-06","Cuspidaria subincana A.H.Gentry","9","7.701945","0.273589","0.091196","0.016337","Cuspidaria subincana A.H.Gentry","9","7.219398","0.093237","0.031079","0.001359","Cuspidaria subincana A.H.Gentry","9","9.668315","0.26499","0.08833","0.017832"
"291","Digomphia laurifolia Benth.","7","5.680127","0.00712","0.002691","1.1e-05","Digomphia laurifolia Benth.","7","7.883535","0.34774","0.131433","0.021005","Digomphia laurifolia Benth.","7","7.325661","0.056552","0.021375","0.001748","Digomphia laurifolia Benth.","7","9.598321","0.071634","0.027075","0.022927"
"292","Dolichandra cynanchoides Cham.","4","5.695327","0.003102","0.001551","2e-05","Dolichandra cynanchoides Cham.","4","7.119544","0.215875","0.107938","0.036758","Dolichandra cynanchoides Cham.","4","7.484228","0.105134","0.052567","0.003059","Dolichandra cynanchoides Cham.","4","8.675349","0.348159","0.174079","0.040123"
