"","species","n_temp","mean_temp","sd_temp","se_temp","within_sp_var_temp","species.1","n_prec","mean_prec","sd_prec","se_prec","within_sp_var_prec","species.2","n_pet","mean_pet","sd_pet","se_pet","within_sp_var_pet","species.3","n_aridity","mean_aridity","sd_aridity","se_aridity","within_sp_var_aridity"
"11","Mutisia mandoniana Wedd. ex Cabrera","4","5.649618","0.029328","0.014664","2e-05","Mutisia mandoniana Wedd. ex Cabrera","4","7.186533","0.262467","0.131234","0.036758","Mutisia mandoniana Wedd. ex Cabrera","4","7.21245","0.1274","0.0637","0.003059","Mutisia mandoniana Wedd. ex Cabrera","4","9.108461","0.510073","0.255036","0.040123"
"12","Mutisia mathewsii Hook. & Arn.","3","5.650648","0.042691","0.024648","2.7e-05","Mutisia mathewsii Hook. & Arn.","3","6.985357","0.462726","0.267155","0.049011","Mutisia mathewsii Hook. & Arn.","3","7.063756","0.294718","0.170156","0.004078","Mutisia mathewsii Hook. & Arn.","3","9.146792","0.413801","0.238908","0.053497"
"13","Mutisia microphylla Willd. ex DC.","1","5.636039",NA,NA,"8e-05","Mutisia microphylla Willd. ex DC.","1","6.971669",NA,NA,"0.147033","Mutisia microphylla Willd. ex DC.","1","6.822197",NA,NA,"0.012234","Mutisia microphylla Willd. ex DC.","1","9.273127",NA,NA,"0.160492"
"14","Mutisia pulcherrima Muschl.","1","5.650909",NA,NA,"8e-05","Mutisia pulcherrima Muschl.","1","7.270313",NA,NA,"0.147033","Mutisia pulcherrima Muschl.","1","7.118826",NA,NA,"0.012234","Mutisia pulcherrima Muschl.","1","9.188197",NA,NA,"0.160492"
"15","Mutisia stuebelii Hieron.","1","5.651963",NA,NA,"8e-05","Mutisia stuebelii Hieron.","1","7.480992",NA,NA,"0.147033","Mutisia stuebelii Hieron.","1","7.018402",NA,NA,"0.012234","Mutisia stuebelii Hieron.","1","9.687195",NA,NA,"0.160492"
"16","Mutisia venusta S.F.Blake","3","5.656974","0.004745","0.00274","2.7e-05","Mutisia venusta S.F.Blake","3","7.004888","0.904464","0.522193","0.049011","Mutisia venusta S.F.Blake","3","7.22785","0.131151","0.07572","0.004078","Mutisia venusta S.F.Blake","3","9.085184","0.186899","0.107906","0.053497"
"17","Mutisia wurdackii Cabrera","2","5.671255","0.004139","0.002927","4e-05","Mutisia wurdackii Cabrera","2","6.854836","0.066328","0.046901","0.073516","Mutisia wurdackii Cabrera","2","7.154591","0.009944","0.007031","0.006117","Mutisia wurdackii Cabrera","2","8.914895","0.00057","0.000403","0.080246"
"18","Antigonon flavescens S.Watson","26","5.697353","0.010222","0.002005","3e-06","Antigonon flavescens S.Watson","26","6.938103","0.284861","0.055866","0.005655","Antigonon flavescens S.Watson","26","7.529023","0.075802","0.014866","0.000471","Antigonon flavescens S.Watson","26","8.679176","0.275269","0.053985","0.006173"
"19","Antigonon guatimalense Meisn.","9","5.69862","0.006676","0.002225","9e-06","Antigonon guatimalense Meisn.","9","7.0823","0.350718","0.116906","0.016337","Antigonon guatimalense Meisn.","9","7.539595","0.051887","0.017296","0.001359","Antigonon guatimalense Meisn.","9","8.946157","0.340011","0.113337","0.017832"
"20","Apodanthera argentea Cogn.","3","5.682438","0.013847","0.007995","2.7e-05","Apodanthera argentea Cogn.","3","7.4339","0.209558","0.120988","0.049011","Apodanthera argentea Cogn.","3","7.141587","0.077693","0.044856","0.004078","Apodanthera argentea Cogn.","3","9.345801","0.325732","0.188061","0.053497"
"21","Apodanthera biflora Cogn.","2","5.662183","0.049133","0.034742","4e-05","Apodanthera biflora Cogn.","2","6.526319","0.243173","0.171949","0.073516","Apodanthera biflora Cogn.","2","6.958586","0.416029","0.294177","0.006117","Apodanthera biflora Cogn.","2","8.554471","0.874221","0.618168","0.080246"
"22","Apodanthera congestiflora Cogn.","20","5.69819","0.004627","0.001035","4e-06","Apodanthera congestiflora Cogn.","20","6.524738","0.18816","0.042074","0.007352","Apodanthera congestiflora Cogn.","20","7.409792","0.08059","0.01802","0.000612","Apodanthera congestiflora Cogn.","20","8.281833","0.215176","0.048115","0.008025"
"23","Apodanthera crispa Cogn.","5","5.675272","0.00451","0.002017","1.6e-05","Apodanthera crispa Cogn.","5","6.321269","0.44365","0.198406","0.029407","Apodanthera crispa Cogn.","5","7.573065","0.05906","0.026412","0.002447","Apodanthera crispa Cogn.","5","8.002671","0.43586","0.194923","0.032098"
"24","Apodanthera eriocalyx Cogn.","1","5.699942",NA,NA,"8e-05","Apodanthera eriocalyx Cogn.","1","7.473069",NA,NA,"0.147033","Apodanthera eriocalyx Cogn.","1","7.219642",NA,NA,"0.012234","Apodanthera eriocalyx Cogn.","1","9.496121",NA,NA,"0.160492"
"25","Apodanthera ferreyrana Mart.Crov.","1","5.690191",NA,NA,"8e-05","Apodanthera ferreyrana Mart.Crov.","1","4.290459",NA,NA,"0.147033","Apodanthera ferreyrana Mart.Crov.","1","7.257708",NA,NA,"0.012234","Apodanthera ferreyrana Mart.Crov.","1","5.283204",NA,NA,"0.160492"
"26","Apodanthera glaziovii Cogn. ex Glaz.","7","5.695765","0.004659","0.001761","1.1e-05","Apodanthera glaziovii Cogn. ex Glaz.","7","6.610965","0.387494","0.146459","0.021005","Apodanthera glaziovii Cogn. ex Glaz.","7","7.357547","0.070267","0.026558","0.001748","Apodanthera glaziovii Cogn. ex Glaz.","7","8.52326","0.392301","0.148276","0.022927"
"27","Apodanthera herrerae Harms","2","5.65545","0.008411","0.005947","4e-05","Apodanthera herrerae Harms","2","6.796968","1.226659","0.867379","0.073516","Apodanthera herrerae Harms","2","7.215654","0.052479","0.037108","0.006117","Apodanthera herrerae Harms","2","8.741243","0.788518","0.557566","0.080246"
"28","Apodanthera hirtella Cogn.","1","5.663134",NA,NA,"8e-05","Apodanthera hirtella Cogn.","1","6.543912",NA,NA,"0.147033","Apodanthera hirtella Cogn.","1","7.393263",NA,NA,"0.012234","Apodanthera hirtella Cogn.","1","8.62784",NA,NA,"0.160492"
"29","Apodanthera latipetala Mart.Crov.","1","5.636395",NA,NA,"8e-05","Apodanthera latipetala Mart.Crov.","1","6.169611",NA,NA,"0.147033","Apodanthera latipetala Mart.Crov.","1","7.273786",NA,NA,"0.012234","Apodanthera latipetala Mart.Crov.","1","8.726319",NA,NA,"0.160492"
"30","Apodanthera mandonii Cogn.","3","5.655265","0.015998","0.009236","2.7e-05","Apodanthera mandonii Cogn.","3","6.927085","0.678826","0.39192","0.049011","Apodanthera mandonii Cogn.","3","7.250364","0.075886","0.043813","0.004078","Apodanthera mandonii Cogn.","3","8.842829","0.41812","0.241402","0.053497"
"31","Apodanthera succulenta C.Jeffrey","2","5.683389","0.009141","0.006464","4e-05","Apodanthera succulenta C.Jeffrey","2","6.924545","0.133999","0.094752","0.073516","Apodanthera succulenta C.Jeffrey","2","7.37621","0.070349","0.049744","0.006117","Apodanthera succulenta C.Jeffrey","2","8.630699","0.3133","0.221537","0.080246"
"32","Apodanthera trifoliata Cogn.","10","5.695331","0.005971","0.001888","8e-06","Apodanthera trifoliata Cogn.","10","6.472221","0.190586","0.060269","0.014703","Apodanthera trifoliata Cogn.","10","7.395597","0.082612","0.026124","0.001223","Apodanthera trifoliata Cogn.","10","8.242497","0.213821","0.067616","0.016049"
"33","Apodanthera undulata A.Gray","15","5.673587","0.00695","0.001794","5e-06","Apodanthera undulata A.Gray","15","6.496174","0.375761","0.097021","0.009802","Apodanthera undulata A.Gray","15","7.534157","0.06629","0.017116","0.000816","Apodanthera undulata A.Gray","15","8.166669","0.4078","0.105294","0.010699"
"34","Apodanthera villosa C.Jeffrey","1","5.68477",NA,NA,"8e-05","Apodanthera villosa C.Jeffrey","1","6.674561",NA,NA,"0.147033","Apodanthera villosa C.Jeffrey","1","7.303843",NA,NA,"0.012234","Apodanthera villosa C.Jeffrey","1","8.523175",NA,NA,"0.160492"
"35","Apodanthera weberbaueri Harms","1","5.64633",NA,NA,"8e-05","Apodanthera weberbaueri Harms","1","5.568345",NA,NA,"0.147033","Apodanthera weberbaueri Harms","1","7.113956",NA,NA,"0.012234","Apodanthera weberbaueri Harms","1","8.028129",NA,NA,"0.160492"
"36","Calycophysum pedunculatum H.Karst. & Triana","31","5.686056","0.012207","0.002192","3e-06","Calycophysum pedunculatum H.Karst. & Triana","31","7.605191","0.449547","0.080741","0.004743","Calycophysum pedunculatum H.Karst. & Triana","31","7.209147","0.116512","0.020926","0.000395","Calycophysum pedunculatum H.Karst. & Triana","31","9.608802","0.419017","0.075258","0.005177"
"37","Calycophysum weberbaueri Harms","2","5.666996","0.043276","0.030601","4e-05","Calycophysum weberbaueri Harms","2","6.695723","0.744035","0.526112","0.073516","Calycophysum weberbaueri Harms","2","7.249634","0.034157","0.024153","0.006117","Calycophysum weberbaueri Harms","2","9.282341","0.786333","0.556021","0.080246"
"38","Cayaponia boliviensis Cogn.","1","5.669018",NA,NA,"8e-05","Cayaponia boliviensis Cogn.","1","6.514713",NA,NA,"0.147033","Cayaponia boliviensis Cogn.","1","7.305188",NA,NA,"0.012234","Cayaponia boliviensis Cogn.","1","8.890686",NA,NA,"0.160492"
"39","Cayaponia botryocarpa C.Jeffrey","2","5.681697","0.006265","0.00443","4e-05","Cayaponia botryocarpa C.Jeffrey","2","7.808016","0.020406","0.014429","0.073516","Cayaponia botryocarpa C.Jeffrey","2","7.303785","0.015228","0.010768","0.006117","Cayaponia botryocarpa C.Jeffrey","2","9.486519","0.041463","0.029319","0.080246"
"40","Cayaponia buraeavii Cogn.","13","5.667206","0.013623","0.003778","6e-06","Cayaponia buraeavii Cogn.","13","7.63764","0.456396","0.126581","0.01131","Cayaponia buraeavii Cogn.","13","7.167781","0.150906","0.041854","0.000941","Cayaponia buraeavii Cogn.","13","9.68539","0.30324","0.084104","0.012346"
"41","Cayaponia capitata Cogn. ex Harms","15","5.692745","0.008404","0.00217","5e-06","Cayaponia capitata Cogn. ex Harms","15","7.6224","0.434988","0.112313","0.009802","Cayaponia capitata Cogn. ex Harms","15","7.149892","0.069658","0.017986","0.000816","Cayaponia capitata Cogn. ex Harms","15","9.80029","0.359008","0.092695","0.010699"
"42","Cayaponia caulobotrys C.Jeffrey","5","5.696723","0.001788","8e-04","1.6e-05","Cayaponia caulobotrys C.Jeffrey","5","7.773295","0.473351","0.211689","0.029407","Cayaponia caulobotrys C.Jeffrey","5","7.117635","0.05757","0.025746","0.002447","Cayaponia caulobotrys C.Jeffrey","5","9.865615","0.212064","0.094838","0.032098"
"43","Cayaponia coriacea Cogn.","17","5.697526","0.004869","0.001181","5e-06","Cayaponia coriacea Cogn.","17","7.870099","0.294941","0.071534","0.008649","Cayaponia coriacea Cogn.","17","7.262976","0.139875","0.033925","0.00072","Cayaponia coriacea Cogn.","17","9.878109","0.283214","0.068689","0.009441"
"44","Cayaponia denticulata Killip ex C.Jeffrey","1","5.658611",NA,NA,"8e-05","Cayaponia denticulata Killip ex C.Jeffrey","1","7.257003",NA,NA,"0.147033","Cayaponia denticulata Killip ex C.Jeffrey","1","7.086738",NA,NA,"0.012234","Cayaponia denticulata Killip ex C.Jeffrey","1","9.180293",NA,NA,"0.160492"
"45","Cayaponia duckei Harms","5","5.698934","0.00292","0.001306","1.6e-05","Cayaponia duckei Harms","5","7.838906","0.267515","0.119636","0.029407","Cayaponia duckei Harms","5","7.171936","0.09799","0.043822","0.002447","Cayaponia duckei Harms","5","9.920016","0.352226","0.15752","0.032098"
"46","Cayaponia ferruginea Gomes-Klein","4","5.697512","0.001509","0.000754","2e-05","Cayaponia ferruginea Gomes-Klein","4","7.561391","0.168361","0.08418","0.036758","Cayaponia ferruginea Gomes-Klein","4","7.296249","0.120293","0.060146","0.003059","Cayaponia ferruginea Gomes-Klein","4","9.32915","0.335105","0.167552","0.040123"
"47","Cayaponia granatensis Cogn.","39","5.692765","0.010719","0.001716","2e-06","Cayaponia granatensis Cogn.","39","7.877895","0.422951","0.067726","0.00377","Cayaponia granatensis Cogn.","39","7.232918","0.124785","0.019982","0.000314","Cayaponia granatensis Cogn.","39","9.922548","0.428001","0.068535","0.004115"
"48","Cayaponia jenmanii C.Jeffrey","4","5.700945","0.00061","0.000305","2e-05","Cayaponia jenmanii C.Jeffrey","4","7.738471","0.045631","0.022816","0.036758","Cayaponia jenmanii C.Jeffrey","4","7.432892","0.00973","0.004865","0.003059","Cayaponia jenmanii C.Jeffrey","4","9.522692","0.065139","0.03257","0.040123"
"49","Cayaponia longifolia Cogn.","5","5.674517","0.013898","0.006215","1.6e-05","Cayaponia longifolia Cogn.","5","7.45192","0.231013","0.103312","0.029407","Cayaponia longifolia Cogn.","5","7.101082","0.062861","0.028112","0.002447","Cayaponia longifolia Cogn.","5","9.494559","0.257071","0.114966","0.032098"
"50","Cayaponia longiloba A.K.Monro","7","5.700364","0.004396","0.001662","1.1e-05","Cayaponia longiloba A.K.Monro","7","7.630136","0.109621","0.041433","0.021005","Cayaponia longiloba A.K.Monro","7","7.492001","0.060044","0.022694","0.001748","Cayaponia longiloba A.K.Monro","7","9.31873","0.190938","0.072168","0.022927"
"51","Cayaponia macrocalyx Harms","24","5.694323","0.005093","0.00104","3e-06","Cayaponia macrocalyx Harms","24","7.834099","0.32346","0.066026","0.006126","Cayaponia macrocalyx Harms","24","7.130488","0.115731","0.023623","0.00051","Cayaponia macrocalyx Harms","24","9.947303","0.280153","0.057186","0.006687"
"52","Cayaponia membranacea Gomes-Klein","1","5.68375",NA,NA,"8e-05","Cayaponia membranacea Gomes-Klein","1","7.26543",NA,NA,"0.147033","Cayaponia membranacea Gomes-Klein","1","7.120444",NA,NA,"0.012234","Cayaponia membranacea Gomes-Klein","1","9.296793",NA,NA,"0.160492"
"53","Cayaponia nitida Gomes-Klein & Pirani","3","5.698714","0.000774","0.000447","2.7e-05","Cayaponia nitida Gomes-Klein & Pirani","3","7.473002","0.093207","0.053813","0.049011","Cayaponia nitida Gomes-Klein & Pirani","3","7.310449","0.040361","0.023302","0.004078","Cayaponia nitida Gomes-Klein & Pirani","3","9.442332","0.041345","0.023871","0.053497"
"54","Cayaponia noronhae C.Jeffrey","1","5.701947",NA,NA,"8e-05","Cayaponia noronhae C.Jeffrey","1","6.51323",NA,NA,"0.147033","Cayaponia noronhae C.Jeffrey","1","7.425358",NA,NA,"0.012234","Cayaponia noronhae C.Jeffrey","1","8.167919",NA,NA,"0.160492"
"55","Cayaponia ophthalmica R.E.Schult.","31","5.695842","0.004884","0.000877","3e-06","Cayaponia ophthalmica R.E.Schult.","31","7.768905","0.343315","0.061661","0.004743","Cayaponia ophthalmica R.E.Schult.","31","7.200472","0.103279","0.018549","0.000395","Cayaponia ophthalmica R.E.Schult.","31","9.849643","0.301592","0.054168","0.005177"
"56","Cayaponia petiolulata Cogn.","1","5.697261",NA,NA,"8e-05","Cayaponia petiolulata Cogn.","1","7.839526",NA,NA,"0.147033","Cayaponia petiolulata Cogn.","1","7.291656",NA,NA,"0.012234","Cayaponia petiolulata Cogn.","1","9.609989",NA,NA,"0.160492"
"57","Cayaponia podantha Cogn.","15","5.69817","0.004015","0.001037","5e-06","Cayaponia podantha Cogn.","15","7.132015","0.244357","0.063093","0.009802","Cayaponia podantha Cogn.","15","7.41733","0.073042","0.018859","0.000816","Cayaponia podantha Cogn.","15","8.878813","0.363032","0.093734","0.010699"
"58","Cayaponia ruizii Cogn.","7","5.69075","0.006716","0.002538","1.1e-05","Cayaponia ruizii Cogn.","7","7.743032","0.407783","0.154127","0.021005","Cayaponia ruizii Cogn.","7","7.176082","0.092509","0.034965","0.001748","Cayaponia ruizii Cogn.","7","9.78872","0.395446","0.149465","0.022927"
"59","Cayaponia selysioides C.Jeffrey","9","5.698115","0.002854","0.000951","9e-06","Cayaponia selysioides C.Jeffrey","9","7.463052","0.157488","0.052496","0.016337","Cayaponia selysioides C.Jeffrey","9","7.374331","0.059454","0.019818","0.001359","Cayaponia selysioides C.Jeffrey","9","9.425318","0.188152","0.062717","0.017832"
"60","Cayaponia sessiliflora Wunderlin","3","5.695694","0.000776","0.000448","2.7e-05","Cayaponia sessiliflora Wunderlin","3","8.287212","0.246478","0.142304","0.049011","Cayaponia sessiliflora Wunderlin","3","7.070591","0.01997","0.01153","0.004078","Cayaponia sessiliflora Wunderlin","3","10.340757","0.124878","0.072098","0.053497"
"61","Cayaponia tessmannii Harms","1","5.698267",NA,NA,"8e-05","Cayaponia tessmannii Harms","1","8.192294",NA,NA,"0.147033","Cayaponia tessmannii Harms","1","7.223296",NA,NA,"0.012234","Cayaponia tessmannii Harms","1","10.133686",NA,NA,"0.160492"
"62","Cayaponia trilobata Cogn.","1","5.68409",NA,NA,"8e-05","Cayaponia trilobata Cogn.","1","7.483244",NA,NA,"0.147033","Cayaponia trilobata Cogn.","1","7.155396",NA,NA,"0.012234","Cayaponia trilobata Cogn.","1","9.447781",NA,NA,"0.160492"
"63","Cayaponia tubulosa Cogn.","49","5.695164","0.007446","0.001064","2e-06","Cayaponia tubulosa Cogn.","49","7.586374","0.388465","0.055495","0.003001","Cayaponia tubulosa Cogn.","48","7.220226","0.124831","0.018018","0.000255","Cayaponia tubulosa Cogn.","48","9.639737","0.399929","0.057725","0.003344"
"64","Cayaponia villosissima Cogn.","1","5.670398",NA,NA,"8e-05","Cayaponia villosissima Cogn.","1","7.026427",NA,NA,"0.147033","Cayaponia villosissima Cogn.","1","7.061334",NA,NA,"0.012234","Cayaponia villosissima Cogn.","1","9.400382",NA,NA,"0.160492"
"65","Ceratosanthes hilariana Cogn.","3","5.697593","0.003505","0.002024","2.7e-05","Ceratosanthes hilariana Cogn.","3","7.340562","0.166652","0.096217","0.049011","Ceratosanthes hilariana Cogn.","3","7.360381","0.020983","0.012115","0.004078","Ceratosanthes hilariana Cogn.","3","9.204494","0.01979","0.011426","0.053497"
"66","Ceratosanthes multiloba Cogn.","1","5.700276",NA,NA,"8e-05","Ceratosanthes multiloba Cogn.","1","6.985642",NA,NA,"0.147033","Ceratosanthes multiloba Cogn.","1","7.427144",NA,NA,"0.012234","Ceratosanthes multiloba Cogn.","1","8.901503",NA,NA,"0.160492"
"67","Ceratosanthes tomentosa Cogn.","3","5.699601","0.004195","0.002422","2.7e-05","Ceratosanthes tomentosa Cogn.","3","7.288924","0.115644","0.066767","0.049011","Ceratosanthes tomentosa Cogn.","3","7.366605","0.012378","0.007146","0.004078","Ceratosanthes tomentosa Cogn.","3","9.147732","0.10813","0.062429","0.053497"
"68","Cionosicys guabubu Grayum & J.A.González","5","5.691463","0.005191","0.002321","1.6e-05","Cionosicys guabubu Grayum & J.A.González","5","7.47172","0.388062","0.173547","0.029407","Cionosicys guabubu Grayum & J.A.González","5","7.475823","0.036645","0.016388","0.002447","Cionosicys guabubu Grayum & J.A.González","5","9.194178","0.19854","0.08879","0.032098"
"69","Cucumis dipsaceus Ehrenb. ex Spach","35","5.692684","0.01125","0.001902","2e-06","Cucumis dipsaceus Ehrenb. ex Spach","35","6.853644","0.50695","0.08569","0.004201","Cucumis dipsaceus Ehrenb. ex Spach","34","7.387097","0.133362","0.022871","0.00036","Cucumis dipsaceus Ehrenb. ex Spach","34","8.705823","0.567213","0.097276","0.00472"
"70","Cucurbita lundelliana L.H.Bailey","12","5.700385","0.002625","0.000758","7e-06","Cucurbita lundelliana L.H.Bailey","12","7.275174","0.254408","0.073441","0.012253","Cucurbita lundelliana L.H.Bailey","12","7.509689","0.042749","0.012341","0.00102","Cucurbita lundelliana L.H.Bailey","12","8.996169","0.232115","0.067006","0.013374"
"71","Cucurbita pedatifolia L.H.Bailey","10","5.670408","0.007322","0.002315","8e-06","Cucurbita pedatifolia L.H.Bailey","10","6.349323","0.271879","0.085976","0.014703","Cucurbita pedatifolia L.H.Bailey","10","7.491069","0.090928","0.028754","0.001223","Cucurbita pedatifolia L.H.Bailey","10","7.977695","0.250559","0.079234","0.016049"
"72","Cucurbita radicans Naudin","10","5.671621","0.006068","0.001919","8e-06","Cucurbita radicans Naudin","10","6.586193","0.338661","0.107094","0.014703","Cucurbita radicans Naudin","10","7.509693","0.048859","0.015451","0.001223","Cucurbita radicans Naudin","10","8.313243","0.244598","0.077349","0.016049"
"73","Cyclanthera cogniauxii C.E.Jones & Kearns","1","5.672808",NA,NA,"8e-05","Cyclanthera cogniauxii C.E.Jones & Kearns","1","8.16962",NA,NA,"0.147033","Cyclanthera cogniauxii C.E.Jones & Kearns","1","7.312553",NA,NA,"0.012234","Cyclanthera cogniauxii C.E.Jones & Kearns","1","9.917045",NA,NA,"0.160492"
"74","Cyclanthera cordifolia Cogn.","17","5.657554","0.020288","0.004921","5e-06","Cyclanthera cordifolia Cogn.","17","7.224223","0.591989","0.143578","0.008649","Cyclanthera cordifolia Cogn.","17","7.171349","0.241977","0.058688","0.00072","Cyclanthera cordifolia Cogn.","17","9.103817","0.510995","0.123934","0.009441"
"75","Cyclanthera eichleri Cogn.","1","5.674182",NA,NA,"8e-05","Cyclanthera eichleri Cogn.","1","7.559038",NA,NA,"0.147033","Cyclanthera eichleri Cogn.","1","7.117206",NA,NA,"0.012234","Cyclanthera eichleri Cogn.","1","9.464207",NA,NA,"0.160492"
"76","Cyclanthera integrifoliola Cogn.","13","5.667917","0.0092","0.002552","6e-06","Cyclanthera integrifoliola Cogn.","13","6.643541","0.337584","0.093629","0.01131","Cyclanthera integrifoliola Cogn.","13","7.49661","0.070909","0.019667","0.000941","Cyclanthera integrifoliola Cogn.","13","8.379879","0.387755","0.107544","0.012346"
"77","Cyclanthera langaei Cogn.","34","5.674325","0.011919","0.002044","2e-06","Cyclanthera langaei Cogn.","34","7.122412","0.434829","0.074573","0.004324","Cyclanthera langaei Cogn.","34","7.415764","0.108059","0.018532","0.00036","Cyclanthera langaei Cogn.","34","8.862987","0.389977","0.066881","0.00472"
"78","Cyclanthera leptostachya Benth.","3","5.674266","0.009617","0.005552","2.7e-05","Cyclanthera leptostachya Benth.","3","6.664196","0.157978","0.091209","0.049011","Cyclanthera leptostachya Benth.","3","7.191751","0.035909","0.020732","0.004078","Cyclanthera leptostachya Benth.","3","8.730366","0.201557","0.116369","0.053497"
"79","Cyclanthera multifoliola Cogn.","40","5.68619","0.015995","0.002529","2e-06","Cyclanthera multifoliola Cogn.","40","6.985484","0.545649","0.086275","0.003676","Cyclanthera multifoliola Cogn.","40","7.495132","0.091445","0.014459","0.000306","Cyclanthera multifoliola Cogn.","40","8.703936","0.551878","0.08726","0.004012"
"80","Cyclanthera multifoliolata Cogn.","15","5.682965","0.016461","0.00425","5e-06","Cyclanthera multifoliolata Cogn.","15","6.749389","0.546979","0.141229","0.009802","Cyclanthera multifoliolata Cogn.","15","7.501355","0.129505","0.033438","0.000816","Cyclanthera multifoliolata Cogn.","15","8.481432","0.574072","0.148225","0.010699"
"81","Cyclanthera phyllantha Harms","1","5.6666",NA,NA,"8e-05","Cyclanthera phyllantha Harms","1","8.230311",NA,NA,"0.147033","Cyclanthera phyllantha Harms","1","7.050989",NA,NA,"0.012234","Cyclanthera phyllantha Harms","1","9.51488",NA,NA,"0.160492"
"82","Cyclanthera steyermarkii Standl.","4","5.664535","0.014016","0.007008","2e-05","Cyclanthera steyermarkii Standl.","4","7.509908","0.26976","0.13488","0.036758","Cyclanthera steyermarkii Standl.","4","7.380982","0.110364","0.055182","0.003059","Cyclanthera steyermarkii Standl.","4","9.056439","0.145762","0.072881","0.040123"
"83","Cyclanthera tamnifolia Griseb.","8","5.669243","0.016592","0.005866","1e-05","Cyclanthera tamnifolia Griseb.","8","6.748347","0.30757","0.108742","0.018379","Cyclanthera tamnifolia Griseb.","8","7.425187","0.063248","0.022362","0.001529","Cyclanthera tamnifolia Griseb.","8","8.383516","0.28414","0.100459","0.020061"
"84","Cyclanthera tenuisepala Cogn.","13","5.68732","0.011409","0.003164","6e-06","Cyclanthera tenuisepala Cogn.","13","7.286278","0.572794","0.158864","0.01131","Cyclanthera tenuisepala Cogn.","13","7.222266","0.173728","0.048183","0.000941","Cyclanthera tenuisepala Cogn.","13","9.268435","0.606582","0.168236","0.012346"
"85","Doyerea emetocathartica Grosourdy","23","5.696076","0.009878","0.00206","3e-06","Doyerea emetocathartica Grosourdy","23","6.878801","0.369048","0.076952","0.006393","Doyerea emetocathartica Grosourdy","23","7.517318","0.069862","0.014567","0.000532","Doyerea emetocathartica Grosourdy","23","8.648465","0.351322","0.073256","0.006978"
