"","species","n_temp","mean_temp","sd_temp","se_temp","within_sp_var_temp","species.1","n_prec","mean_prec","sd_prec","se_prec","within_sp_var_prec","species.2","n_pet","mean_pet","sd_pet","se_pet","within_sp_var_pet","species.3","n_aridity","mean_aridity","sd_aridity","se_aridity","within_sp_var_aridity"
"25","Apodanthera ferreyrana Mart.Crov.","1","22.8",NA,NA,"6.892158","Apodanthera ferreyrana Mart.Crov.","1","73",NA,NA,"552315.401348","Apodanthera ferreyrana Mart.Crov.","1","1419",NA,NA,"27174.923301","Apodanthera ferreyrana Mart.Crov.","1","197",NA,NA,"26476544.657074"
"26","Apodanthera glaziovii Cogn. ex Glaz.","7","24.457143","1.383061","0.522748","0.984594","Apodanthera glaziovii Cogn. ex Glaz.","7","796","341.684065","129.144438","78902.200193","Apodanthera glaziovii Cogn. ex Glaz.","7","1571.285714","109.358301","41.333553","3882.1319","Apodanthera glaziovii Cogn. ex Glaz.","7","5402.857143","2409.915312","910.862371","3782363.522439"
"27","Apodanthera herrerae Harms","2","12.7","2.404163","1.7","3.446079","Apodanthera herrerae Harms","2","1253.5","1240.972401","877.5","276157.700674","Apodanthera herrerae Harms","2","1361.5","71.417785","50.5","13587.46165","Apodanthera herrerae Harms","2","7253.5","5192.285094","3671.5","13238272.328537"
"28","Apodanthera hirtella Cogn.","1","14.9",NA,NA,"6.892158","Apodanthera hirtella Cogn.","1","695",NA,NA,"552315.401348","Apodanthera hirtella Cogn.","1","1625",NA,NA,"27174.923301","Apodanthera hirtella Cogn.","1","5585",NA,NA,"26476544.657074"
"29","Apodanthera latipetala Mart.Crov.","1","7.3",NA,NA,"6.892158","Apodanthera latipetala Mart.Crov.","1","478",NA,NA,"552315.401348","Apodanthera latipetala Mart.Crov.","1","1442",NA,NA,"27174.923301","Apodanthera latipetala Mart.Crov.","1","6163",NA,NA,"26476544.657074"
"30","Apodanthera mandonii Cogn.","3","12.666667","4.554485","2.629533","2.297386","Apodanthera mandonii Cogn.","3","1193","828.721304","478.462468","184105.133783","Apodanthera mandonii Cogn.","3","1411.333333","107.621249","62.135157","9058.307767","Apodanthera mandonii Cogn.","3","7351.666667","3186.555089","1839.758438","8825514.885691"
"31","Apodanthera succulenta C.Jeffrey","2","20.8","2.687006","1.9","3.446079","Apodanthera succulenta C.Jeffrey","2","1021.5","136.471609","96.5","276157.700674","Apodanthera succulenta C.Jeffrey","2","1599.5","112.429978","79.5","13587.46165","Apodanthera succulenta C.Jeffrey","2","5739","1769.181167","1251","13238272.328537"
"32","Apodanthera trifoliata Cogn.","10","24.33","1.777045","0.561951","0.689216","Apodanthera trifoliata Cogn.","10","657.4","122.583486","38.764302","55231.540135","Apodanthera trifoliata Cogn.","10","1633.8","134.752283","42.612413","2717.49233","Apodanthera trifoliata Cogn.","10","3874.3","774.24071","244.83641","2647654.465707"
"33","Apodanthera undulata A.Gray","15","17.933333","2.01766","0.520958","0.459477","Apodanthera undulata A.Gray","15","708.666667","278.795026","71.984566","36821.026757","Apodanthera undulata A.Gray","15","1874.666667","122.34767","31.590033","1811.661553","Apodanthera undulata A.Gray","15","3800.733333","1532.131264","395.594591","1765102.977138"
"34","Apodanthera villosa C.Jeffrey","1","21.2",NA,NA,"6.892158","Apodanthera villosa C.Jeffrey","1","792",NA,NA,"552315.401348","Apodanthera villosa C.Jeffrey","1","1486",NA,NA,"27174.923301","Apodanthera villosa C.Jeffrey","1","5030",NA,NA,"26476544.657074"
"35","Apodanthera weberbaueri Harms","1","10.1",NA,NA,"6.892158","Apodanthera weberbaueri Harms","1","262",NA,NA,"552315.401348","Apodanthera weberbaueri Harms","1","1229",NA,NA,"27174.923301","Apodanthera weberbaueri Harms","1","3066",NA,NA,"26476544.657074"
"36","Calycophysum pedunculatum H.Karst. & Triana","31","21.6","3.584225","0.643746","0.222328","Calycophysum pedunculatum H.Karst. & Triana","31","2213.677419","1005.78097","180.643595","17816.62585","Calycophysum pedunculatum H.Karst. & Triana","31","1360.870968","164.967621","29.629059","876.610429","Calycophysum pedunculatum H.Karst. & Triana","31","16196.516129","6822.690681","1225.39142","854082.085712"
"37","Calycophysum weberbaueri Harms","2","16.15","12.51579","8.85","3.446079","Calycophysum weberbaueri Harms","2","923.5","630.032142","445.5","276157.700674","Calycophysum weberbaueri Harms","2","1408","48.083261","34","13587.46165","Calycophysum weberbaueri Harms","2","12451","8892.57488","6288","13238272.328537"
"38","Cayaponia boliviensis Cogn.","1","16.6",NA,NA,"6.892158","Cayaponia boliviensis Cogn.","1","675",NA,NA,"552315.401348","Cayaponia boliviensis Cogn.","1","1488",NA,NA,"27174.923301","Cayaponia boliviensis Cogn.","1","7264",NA,NA,"26476544.657074"
"39","Cayaponia botryocarpa C.Jeffrey","2","20.3","1.838478","1.3","3.446079","Cayaponia botryocarpa C.Jeffrey","2","2460.5","50.204581","35.5","276157.700674","Cayaponia botryocarpa C.Jeffrey","2","1486","22.627417","16","13587.46165","Cayaponia botryocarpa C.Jeffrey","2","13186.5","546.593542","386.5","13238272.328537"
"40","Cayaponia buraeavii Cogn.","13","16.1","3.925345","1.088695","0.530166","Cayaponia buraeavii Cogn.","13","2273.615385","996.921139","276.496176","42485.800104","Cayaponia buraeavii Cogn.","13","1309.307692","169.921739","47.127811","2090.378715","Cayaponia buraeavii Cogn.","13","16768.307692","5060.735295","1403.595431","2036657.281313"
"41","Cayaponia capitata Cogn. ex Harms","15","23.566667","2.474633","0.638947","0.459477","Cayaponia capitata Cogn. ex Harms","15","2231.133333","971.626388","250.872855","36821.026757","Cayaponia capitata Cogn. ex Harms","15","1276.866667","89.409065","23.085321","1811.661553","Cayaponia capitata Cogn. ex Harms","15","19183.466667","7237.11741","1868.61568","1765102.977138"
"42","Cayaponia caulobotrys C.Jeffrey","5","24.74","0.531977","0.237907","1.378432","Cayaponia caulobotrys C.Jeffrey","5","2572.4","1025.160134","458.465549","110463.08027","Cayaponia caulobotrys C.Jeffrey","5","1235.2","73.325984","32.792377","5434.98466","Cayaponia caulobotrys C.Jeffrey","5","19581","3716.500235","1662.069433","5295308.931415"
"43","Cayaponia coriacea Cogn.","17","24.982353","1.450101","0.351701","0.405421","Cayaponia coriacea Cogn.","17","2727.764706","819.33834","198.718736","32489.141256","Cayaponia coriacea Cogn.","17","1439.529412","197.773266","47.967063","1598.5249","Cayaponia coriacea Cogn.","17","20239.294118","5656.410321","1371.881013","1557443.803357"
"44","Cayaponia denticulata Killip ex C.Jeffrey","1","13.6",NA,NA,"6.892158","Cayaponia denticulata Killip ex C.Jeffrey","1","1418",NA,NA,"552315.401348","Cayaponia denticulata Killip ex C.Jeffrey","1","1196",NA,NA,"27174.923301","Cayaponia denticulata Killip ex C.Jeffrey","1","9704",NA,NA,"26476544.657074"
"45","Cayaponia duckei Harms","5","25.4","0.87178","0.389872","1.378432","Cayaponia duckei Harms","5","2613","726.150467","324.744361","110463.08027","Cayaponia duckei Harms","5","1307.4","129.070911","57.722266","5434.98466","Cayaponia duckei Harms","5","21346.4","7298.49281","3263.985211","5295308.931415"
"46","Cayaponia ferruginea Gomes-Klein","4","24.975","0.45","0.225","1.72304","Cayaponia ferruginea Gomes-Klein","4","1943","325.278342","162.639171","138078.850337","Cayaponia ferruginea Gomes-Klein","4","1482.5","168.960548","84.480274","6793.730825","Cayaponia ferruginea Gomes-Klein","4","11779.25","4337.716556","2168.858278","6619136.164268"
"47","Cayaponia granatensis Cogn.","39","23.579487","3.142927","0.503271","0.176722","Cayaponia granatensis Cogn.","39","2893.666667","1391.701634","222.850613","14161.933368","Cayaponia granatensis Cogn.","39","1394.769231","173.654142","27.806917","696.792905","Cayaponia granatensis Cogn.","39","22374.923077","10531.909544","1686.455231","678885.760438"
"48","Cayaponia jenmanii C.Jeffrey","4","26","0.182574","0.091287","1.72304","Cayaponia jenmanii C.Jeffrey","4","2296.75","104.570152","52.285076","138078.850337","Cayaponia jenmanii C.Jeffrey","4","1690.75","16.52019","8.260095","6793.730825","Cayaponia jenmanii C.Jeffrey","4","13688","884.899241","442.44962","6619136.164268"
"49","Cayaponia longifolia Cogn.","5","18.22","4.028896","1.801777","1.378432","Cayaponia longifolia Cogn.","5","1759.6","394.590674","176.466314","110463.08027","Cayaponia longifolia Cogn.","5","1215.2","76.519279","34.220462","5434.98466","Cayaponia longifolia Cogn.","5","13669.2","3900.163548","1744.206163","5295308.931415"
"50","Cayaponia longiloba A.K.Monro","7","25.828571","1.312395","0.496039","0.984594","Cayaponia longiloba A.K.Monro","7","2070","228.064318","86.20021","78902.200193","Cayaponia longiloba A.K.Monro","7","1796.428571","108.912591","41.16509","3882.1319","Cayaponia longiloba A.K.Monro","7","11335.142857","2445.461744","924.297659","3782363.522439"
"51","Cayaponia macrocalyx Harms","24","24.029167","1.508953","0.308014","0.287173","Cayaponia macrocalyx Harms","24","2650","814.713126","166.30262","23013.141723","Cayaponia macrocalyx Harms","24","1257.791667","153.010082","31.233052","1132.288471","Cayaponia macrocalyx Harms","24","21680.875","5936.267377","1211.735504","1103189.360711"
"52","Cayaponia membranacea Gomes-Klein","1","20.9",NA,NA,"6.892158","Cayaponia membranacea Gomes-Klein","1","1430",NA,NA,"552315.401348","Cayaponia membranacea Gomes-Klein","1","1237",NA,NA,"27174.923301","Cayaponia membranacea Gomes-Klein","1","10903",NA,NA,"26476544.657074"
"53","Cayaponia nitida Gomes-Klein & Pirani","3","25.333333","0.23094","0.133333","2.297386","Cayaponia nitida Gomes-Klein & Pirani","3","1765","165.157501","95.353728","184105.133783","Cayaponia nitida Gomes-Klein & Pirani","3","1496.666667","61.076455","35.262508","9058.307767","Cayaponia nitida Gomes-Klein & Pirani","3","12618.333333","527.450788","304.523854","8825514.885691"
"54","Cayaponia noronhae C.Jeffrey","1","26.3",NA,NA,"6.892158","Cayaponia noronhae C.Jeffrey","1","674",NA,NA,"552315.401348","Cayaponia noronhae C.Jeffrey","1","1678",NA,NA,"27174.923301","Cayaponia noronhae C.Jeffrey","1","3526",NA,NA,"26476544.657074"
"55","Cayaponia ophthalmica R.E.Schult.","31","24.480645","1.448084","0.260084","0.222328","Cayaponia ophthalmica R.E.Schult.","31","2503.548387","863.349826","155.062206","17816.62585","Cayaponia ophthalmica R.E.Schult.","31","1347.096774","142.352697","25.567299","876.610429","Cayaponia ophthalmica R.E.Schult.","31","19825.193548","6262.712519","1124.816373","854082.085712"
"56","Cayaponia petiolulata Cogn.","1","24.9",NA,NA,"6.892158","Cayaponia petiolulata Cogn.","1","2539",NA,NA,"552315.401348","Cayaponia petiolulata Cogn.","1","1468",NA,NA,"27174.923301","Cayaponia petiolulata Cogn.","1","14913",NA,NA,"26476544.657074"
"57","Cayaponia podantha Cogn.","15","25.173333","1.193714","0.308216","0.459477","Cayaponia podantha Cogn.","15","1285.2","296.665083","76.598595","36821.026757","Cayaponia podantha Cogn.","15","1668.866667","128.009412","33.051888","1811.661553","Cayaponia podantha Cogn.","15","7572.533333","2275.053904","587.416392","1765102.977138"
"58","Cayaponia ruizii Cogn.","7","22.971429","1.983863","0.74983","0.984594","Cayaponia ruizii Cogn.","7","2473","1006.489278","380.41719","78902.200193","Cayaponia ruizii Cogn.","7","1312.428571","115.808545","43.771516","3882.1319","Cayaponia ruizii Cogn.","7","19157.285714","8494.315898","3210.549632","3782363.522439"
"59","Cayaponia selysioides C.Jeffrey","9","25.155556","0.850163","0.283388","0.765795","Cayaponia selysioides C.Jeffrey","9","1761.777778","278.047108","92.682369","61368.377928","Cayaponia selysioides C.Jeffrey","9","1597","93.206759","31.06892","3019.435922","Cayaponia selysioides C.Jeffrey","9","12604.333333","2542.171169","847.39039","2941838.29523"
"60","Cayaponia sessiliflora Wunderlin","3","24.433333","0.23094","0.133333","2.297386","Cayaponia sessiliflora Wunderlin","3","4052","961.887727","555.346138","184105.133783","Cayaponia sessiliflora Wunderlin","3","1177","23.515952","13.576941","9058.307767","Cayaponia sessiliflora Wunderlin","3","31134.333333","4009.90827","2315.121619","8825514.885691"
"61","Cayaponia tessmannii Harms","1","25.2",NA,NA,"6.892158","Cayaponia tessmannii Harms","1","3613",NA,NA,"552315.401348","Cayaponia tessmannii Harms","1","1371",NA,NA,"27174.923301","Cayaponia tessmannii Harms","1","25177",NA,NA,"26476544.657074"
"62","Cayaponia trilobata Cogn.","1","21",NA,NA,"6.892158","Cayaponia trilobata Cogn.","1","1778",NA,NA,"552315.401348","Cayaponia trilobata Cogn.","1","1281",NA,NA,"27174.923301","Cayaponia trilobata Cogn.","1","12680",NA,NA,"26476544.657074"
"63","Cayaponia tubulosa Cogn.","49","24.283673","2.196621","0.313803","0.140656","Cayaponia tubulosa Cogn.","49","2117.204082","816.658792","116.665542","11271.742885","Cayaponia tubulosa Cogn.","48","1377.416667","175.75755","25.368417","566.144235","Cayaponia tubulosa Cogn.","48","16522.708333","6247.706612","901.778774","551594.680356"
"64","Cayaponia villosissima Cogn.","1","17",NA,NA,"6.892158","Cayaponia villosissima Cogn.","1","1126",NA,NA,"552315.401348","Cayaponia villosissima Cogn.","1","1166",NA,NA,"27174.923301","Cayaponia villosissima Cogn.","1","12093",NA,NA,"26476544.657074"
"65","Ceratosanthes hilariana Cogn.","3","25","1.044031","0.602772","2.297386","Ceratosanthes hilariana Cogn.","3","1556.333333","270.30045","156.058038","184105.133783","Ceratosanthes hilariana Cogn.","3","1572.666667","33.00505","19.055475","9058.307767","Ceratosanthes hilariana Cogn.","3","9943","195.724296","113.001475","8825514.885691"
"66","Ceratosanthes multiloba Cogn.","1","25.8",NA,NA,"6.892158","Ceratosanthes multiloba Cogn.","1","1081",NA,NA,"552315.401348","Ceratosanthes multiloba Cogn.","1","1681",NA,NA,"27174.923301","Ceratosanthes multiloba Cogn.","1","7343",NA,NA,"26476544.657074"
"67","Ceratosanthes tomentosa Cogn.","3","25.6","1.252996","0.723418","2.297386","Ceratosanthes tomentosa Cogn.","3","1470.666667","175.092357","101.089619","184105.133783","Ceratosanthes tomentosa Cogn.","3","1582.333333","19.655364","11.34803","9058.307767","Ceratosanthes tomentosa Cogn.","3","9429","986.02434","569.281418","8825514.885691"
"68","Cionosicys guabubu Grayum & J.A.González","5","23.18","1.53688","0.687314","1.378432","Cionosicys guabubu Grayum & J.A.González","5","1858.2","639.969296","286.20297","110463.08027","Cionosicys guabubu Grayum & J.A.González","5","1765.8","64.507364","28.84857","5434.98466","Cionosicys guabubu Grayum & J.A.González","5","9994.4","1952.989324","873.403378","5295308.931415"
"69","Cucumis dipsaceus Ehrenb. ex Spach","35","23.557143","3.312746","0.559956","0.196919","Cucumis dipsaceus Ehrenb. ex Spach","35","1081.2","671.300879","113.470559","15780.440039","Cucumis dipsaceus Ehrenb. ex Spach","34","1628.588235","208.627276","35.779283","799.26245","Cucumis dipsaceus Ehrenb. ex Spach","34","7308.529412","6366.436205","1091.834802","778721.901679"
"70","Cucurbita lundelliana L.H.Bailey","12","25.833333","0.784316","0.226413","0.574347","Cucurbita lundelliana L.H.Bailey","12","1490.25","416.44341","120.216857","46026.283446","Cucurbita lundelliana L.H.Bailey","12","1827.166667","77.471207","22.364011","2264.576942","Cucurbita lundelliana L.H.Bailey","12","8278.583333","1991.171307","574.801645","2206378.721423"
"71","Cucurbita pedatifolia L.H.Bailey","10","17.01","2.128876","0.67321","0.689216","Cucurbita pedatifolia L.H.Bailey","10","590.6","151.07408","47.773819","55231.540135","Cucurbita pedatifolia L.H.Bailey","10","1798.4","154.717089","48.925839","2717.49233","Cucurbita pedatifolia L.H.Bailey","10","3000.8","790.043712","249.833758","2647654.465707"
"72","Cucurbita radicans Naudin","10","17.36","1.761439","0.557016","0.689216","Cucurbita radicans Naudin","10","762.6","251.461594","79.519138","55231.540135","Cucurbita radicans Naudin","10","1827.6","88.287661","27.91901","2717.49233","Cucurbita radicans Naudin","10","4184.1","964.217639","304.91239","2647654.465707"
"73","Cyclanthera cogniauxii C.E.Jones & Kearns","1","17.7",NA,NA,"6.892158","Cyclanthera cogniauxii C.E.Jones & Kearns","1","3532",NA,NA,"552315.401348","Cyclanthera cogniauxii C.E.Jones & Kearns","1","1499",NA,NA,"27174.923301","Cyclanthera cogniauxii C.E.Jones & Kearns","1","20273",NA,NA,"26476544.657074"
"74","Cyclanthera cordifolia Cogn.","17","13.352941","5.847448","1.418214","0.405421","Cyclanthera cordifolia Cogn.","17","1636.882353","1119.919075","271.620273","32489.141256","Cyclanthera cordifolia Cogn.","17","1336.941176","311.348171","75.513023","1598.5249","Cyclanthera cordifolia Cogn.","17","10111.882353","5002.567677","1213.300878","1557443.803357"
"75","Cyclanthera eichleri Cogn.","1","18.1",NA,NA,"6.892158","Cyclanthera eichleri Cogn.","1","1918",NA,NA,"552315.401348","Cyclanthera eichleri Cogn.","1","1233",NA,NA,"27174.923301","Cyclanthera eichleri Cogn.","1","12890",NA,NA,"26476544.657074"
"76","Cyclanthera integrifoliola Cogn.","13","16.292308","2.670038","0.740535","0.530166","Cyclanthera integrifoliola Cogn.","13","808","263.658871","73.125814","42485.800104","Cyclanthera integrifoliola Cogn.","13","1806","123.211877","34.172826","2090.378715","Cyclanthera integrifoliola Cogn.","13","4659.307692","1733.458508","480.774887","2036657.281313"
"77","Cyclanthera langaei Cogn.","34","18.161765","3.482773","0.597291","0.202711","Cyclanthera langaei Cogn.","34","1364","655.357224","112.392837","16244.570628","Cyclanthera langaei Cogn.","34","1671.382353","179.664673","30.812237","799.26245","Cyclanthera langaei Cogn.","34","7580.352941","2780.266228","476.811724","778721.901679"
"78","Cyclanthera leptostachya Benth.","3","18.133333","2.800595","1.616924","2.297386","Cyclanthera leptostachya Benth.","3","790.333333","123.508434","71.307628","184105.133783","Cyclanthera leptostachya Benth.","3","1329","47.88528","27.646579","9058.307767","Cyclanthera leptostachya Benth.","3","6269.333333","1195.072104","689.975201","8825514.885691"
"79","Cyclanthera multifoliola Cogn.","40","21.655","4.69014","0.741576","0.172304","Cyclanthera multifoliola Cogn.","40","1248.35","720.90554","113.985174","13807.885034","Cyclanthera multifoliola Cogn.","40","1806.45","160.32978","25.350364","679.373083","Cyclanthera multifoliola Cogn.","40","7066.225","4635.687919","732.966617","661913.616427"
"80","Cyclanthera multifoliolata Cogn.","15","20.706667","4.848191","1.251798","0.459477","Cyclanthera multifoliolata Cogn.","15","976.6","526.586555","135.964064","36821.026757","Cyclanthera multifoliolata Cogn.","15","1824.466667","230.879024","59.612708","1811.661553","Cyclanthera multifoliolata Cogn.","15","5597.133333","3205.85297","827.747678","1765102.977138"
"81","Cyclanthera phyllantha Harms","1","15.9",NA,NA,"6.892158","Cyclanthera phyllantha Harms","1","3753",NA,NA,"552315.401348","Cyclanthera phyllantha Harms","1","1154",NA,NA,"27174.923301","Cyclanthera phyllantha Harms","1","13560",NA,NA,"26476544.657074"
"82","Cyclanthera steyermarkii Standl.","4","15.325","4.04341","2.021705","1.72304","Cyclanthera steyermarkii Standl.","4","1879.5","550.580603","275.290302","138078.850337","Cyclanthera steyermarkii Standl.","4","1612.5","177.490845","88.745422","6793.730825","Cyclanthera steyermarkii Standl.","4","8640","1201.238528","600.619264","6619136.164268"
"83","Cyclanthera tamnifolia Griseb.","8","16.7","4.788677","1.693053","0.86152","Cyclanthera tamnifolia Griseb.","8","886.875","254.194772","89.871424","69039.425168","Cyclanthera tamnifolia Griseb.","8","1680.625","104.841292","37.066994","3396.865413","Cyclanthera tamnifolia Griseb.","8","4528","1251.377983","442.428929","3309568.082134"
"84","Cyclanthera tenuisepala Cogn.","13","21.969231","3.352955","0.929942","0.530166","Cyclanthera tenuisepala Cogn.","13","1715.230769","1112.767807","308.62626","42485.800104","Cyclanthera tenuisepala Cogn.","13","1388.307692","232.219503","64.406102","2090.378715","Cyclanthera tenuisepala Cogn.","13","12405.307692","6783.268403","1881.340157","2036657.281313"
