"","species","n_temp","mean_temp","sd_temp","se_temp","within_sp_var_temp","species.1","n_prec","mean_prec","sd_prec","se_prec","within_sp_var_prec","species.2","n_pet","mean_pet","sd_pet","se_pet","within_sp_var_pet","species.3","n_aridity","mean_aridity","sd_aridity","se_aridity","within_sp_var_aridity"
"11","Desmoncus mitis Mart.","38","24.684211","0.705778","0.114492","0.054247","Desmoncus mitis Mart.","38","2726.5","846.707063","137.354023","18762.648967","Desmoncus mitis Mart.","38","1296.921053","129.702025","21.040447","676.017733","Desmoncus mitis Mart.","38","20441.263158","5693.680564","923.636953","1031400.681416"
"12","Desmoncus orthacanthos Mart.","66","25.228788","1.465371","0.180375","0.031233","Desmoncus orthacanthos Mart.","66","1992.984848","888.859554","109.411048","10802.737284","Desmoncus orthacanthos Mart.","65","1538.784615","189.64807","23.522948","395.210367","Desmoncus orthacanthos Mart.","65","13954.369231","7430.585726","921.650728","602972.706059"
"13","Desmoncus parvulus L.H.Bailey","14","25.135714","0.776191","0.207446","0.147241","Desmoncus parvulus L.H.Bailey","14","2770.071429","593.758105","158.688529","50927.190054","Desmoncus parvulus L.H.Bailey","14","1528.142857","145.07338","38.772492","1834.905274","Desmoncus parvulus L.H.Bailey","14","16016.214286","3240.512357","866.063357","2799516.135272"
"14","Desmoncus polyacanthos Mart.","160","24.904375","1.396912","0.110436","0.012884","Desmoncus polyacanthos Mart.","160","2223.20625","792.927337","62.68641","4456.12913","Desmoncus polyacanthos Mart.","159","1453.062893","181.476563","14.392028","161.563986","Desmoncus polyacanthos Mart.","159","15420.138365","6295.477927","499.263875","246498.276062"
"15","Desmoncus pumilus Trail","1","24.9",NA,NA,"2.061378","Desmoncus pumilus Trail","1","3090",NA,NA,"712980.660752","Desmoncus pumilus Trail","1","1213",NA,NA,"25688.673836","Desmoncus pumilus Trail","1","25465",NA,NA,"39193225.893814"
"16","Desmoncus setosus Mart.","3","25.566667","1.050397","0.606447","0.687126","Desmoncus setosus Mart.","3","2705.666667","493.639882","285.003119","237660.220251","Desmoncus setosus Mart.","3","1289","52.735187","30.446674","8562.891279","Desmoncus setosus Mart.","3","19748","3371.565957","1946.574513","13064408.631271"
"17","Desmoncus vacivus L.H.Bailey","9","24.966667","0.229129","0.076376","0.229042","Desmoncus vacivus L.H.Bailey","9","2890.222222","327.078652","109.026217","79220.073417","Desmoncus vacivus L.H.Bailey","9","1172","8.888194","2.962731","2854.297093","Desmoncus vacivus L.H.Bailey","9","24055.444444","2068.683646","689.561215","4354802.87709"
"18","Sparattanthelium aruakorum Tutin","1","24.8",NA,NA,"2.061378","Sparattanthelium aruakorum Tutin","1","3304",NA,NA,"712980.660752","Sparattanthelium aruakorum Tutin","1","1631",NA,NA,"25688.673836","Sparattanthelium aruakorum Tutin","1","11181",NA,NA,"39193225.893814"
"19","Sparattanthelium botocudorum Mart.","29","25.341379","1.07222","0.199106","0.071082","Sparattanthelium botocudorum Mart.","29","1329.862069","327.956522","60.899997","24585.540026","Sparattanthelium botocudorum Mart.","29","1558.62069","135.564538","25.173703","885.816339","Sparattanthelium botocudorum Mart.","29","8698.068966","2373.926568","440.827097","1351490.548063"
"20","Sparattanthelium glabrum Rusby","18","24.733333","0.901633","0.212517","0.114521","Sparattanthelium glabrum Rusby","18","2427.166667","1097.656555","258.720131","39610.036708","Sparattanthelium glabrum Rusby","18","1361.777778","145.768372","34.357935","1427.148546","Sparattanthelium glabrum Rusby","18","17674","7428.295894","1750.866133","2177401.438545"
"21","Sparattanthelium tarapotanum Meisn.","20","25.07","0.524254","0.117227","0.103069","Sparattanthelium tarapotanum Meisn.","20","1942.75","648.953479","145.110409","35649.033038","Sparattanthelium tarapotanum Meisn.","20","1341.8","102.94894","23.020083","1284.433692","Sparattanthelium tarapotanum Meisn.","20","16210","7380.843006","1650.406669","1959661.294691"
"22","Sparattanthelium wonotoboense Kosterm.","8","25.625","0.853145","0.301632","0.257672","Sparattanthelium wonotoboense Kosterm.","8","2249.5","1168.724824","413.206624","89122.582594","Sparattanthelium wonotoboense Kosterm.","8","1595.625","53.42","18.886822","3211.084229","Sparattanthelium wonotoboense Kosterm.","8","13312.25","4285.6061","1515.190567","4899153.236727"
