"","species","n_temp","mean_temp","sd_temp","se_temp","within_sp_var_temp","species.1","n_prec","mean_prec","sd_prec","se_prec","within_sp_var_prec","species.2","n_pet","mean_pet","sd_pet","se_pet","within_sp_var_pet","species.3","n_aridity","mean_aridity","sd_aridity","se_aridity","within_sp_var_aridity"
"394","Canavalia dictyota Piper","54","5.6983","0.005956","0.000811","1e-06","Canavalia dictyota Piper","54","7.119881","0.544229","0.07406","0.002582","Canavalia dictyota Piper","53","7.391631","0.112498","0.015453","0.000214","Canavalia dictyota Piper","53","8.921501","0.590606","0.081126","0.002855"
"395","Canavalia dolichothyrsa G.P.Lewis","1","5.688838",NA,NA,"7.4e-05","Canavalia dolichothyrsa G.P.Lewis","1","7.675082",NA,NA,"0.139413","Canavalia dolichothyrsa G.P.Lewis","1","7.20934",NA,NA,"0.011337","Canavalia dolichothyrsa G.P.Lewis","1","9.518634",NA,NA,"0.151306"
"396","Canavalia dura J.D.Sauer","3","5.67789","0.022955","0.013253","2.5e-05","Canavalia dura J.D.Sauer","3","7.922319","0.048833","0.028194","0.046471","Canavalia dura J.D.Sauer","3","7.393172","0.116696","0.067374","0.003779","Canavalia dura J.D.Sauer","3","9.341211","0.290604","0.16778","0.050435"
"397","Canavalia eurycarpa Piper","12","5.693154","0.009923","0.002865","6e-06","Canavalia eurycarpa Piper","12","7.27725","0.390432","0.112708","0.011618","Canavalia eurycarpa Piper","12","7.294128","0.088078","0.025426","0.000945","Canavalia eurycarpa Piper","12","9.388301","0.45473","0.131269","0.012609"
"398","Canavalia grandiflora Benth.","72","5.697514","0.005089","6e-04","1e-06","Canavalia grandiflora Benth.","72","7.487786","0.26596","0.031344","0.001936","Canavalia grandiflora Benth.","72","7.303365","0.086196","0.010158","0.000157","Canavalia grandiflora Benth.","72","9.40793","0.277381","0.03269","0.002101"
"399","Canavalia hirsutissima J.D.Sauer","27","5.676564","0.013006","0.002503","3e-06","Canavalia hirsutissima J.D.Sauer","27","7.212553","0.387446","0.074564","0.005163","Canavalia hirsutissima J.D.Sauer","27","7.434147","0.092117","0.017728","0.00042","Canavalia hirsutissima J.D.Sauer","27","8.920267","0.41135","0.079164","0.005604"
"400","Canavalia macropleura Piper","2","5.697249","0.007117","0.005032","3.7e-05","Canavalia macropleura Piper","2","6.877366","0.2394","0.169281","0.069706","Canavalia macropleura Piper","2","7.498707","0.07867","0.055628","0.005669","Canavalia macropleura Piper","2","8.608435","0.285284","0.201726","0.075653"
"401","Canavalia matudae J.D.Sauer","1","5.68443",NA,NA,"7.4e-05","Canavalia matudae J.D.Sauer","1","7.163947",NA,NA,"0.139413","Canavalia matudae J.D.Sauer","1","7.439559",NA,NA,"0.011337","Canavalia matudae J.D.Sauer","1","9.35045",NA,NA,"0.151306"
"402","Canavalia obidensis Ducke","1","5.696254",NA,NA,"7.4e-05","Canavalia obidensis Ducke","1","7.682022",NA,NA,"0.139413","Canavalia obidensis Ducke","1","7.173192",NA,NA,"0.011337","Canavalia obidensis Ducke","1","9.571366",NA,NA,"0.151306"
"403","Canavalia oxyphylla Standl. & L.O.Williams","38","5.691455","0.008276","0.001343","2e-06","Canavalia oxyphylla Standl. & L.O.Williams","38","7.81498","0.3845","0.062374","0.003669","Canavalia oxyphylla Standl. & L.O.Williams","38","7.338528","0.11934","0.01936","0.000298","Canavalia oxyphylla Standl. & L.O.Williams","38","9.668742","0.358208","0.058109","0.003982"
"404","Canavalia parviflora Benth.","20","5.693566","0.005568","0.001245","4e-06","Canavalia parviflora Benth.","20","7.148387","0.399379","0.089304","0.006971","Canavalia parviflora Benth.","20","7.284635","0.098234","0.021966","0.000567","Canavalia parviflora Benth.","20","9.01457","0.411837","0.09209","0.007565"
"405","Canavalia picta Mart. ex Benth.","7","5.68256","0.007421","0.002805","1.1e-05","Canavalia picta Mart. ex Benth.","7","7.269291","0.19694","0.074436","0.019916","Canavalia picta Mart. ex Benth.","7","7.246615","0.083426","0.031532","0.00162","Canavalia picta Mart. ex Benth.","7","9.276029","0.114355","0.043222","0.021615"
"406","Canavalia piperi Killip & J.F.Macbr.","5","5.67347","0.007863","0.003516","1.5e-05","Canavalia piperi Killip & J.F.Macbr.","5","6.629601","0.230223","0.102959","0.027883","Canavalia piperi Killip & J.F.Macbr.","5","7.418593","0.037009","0.016551","0.002267","Canavalia piperi Killip & J.F.Macbr.","5","8.340364","0.293449","0.131234","0.030261"
"407","Canavalia reflexiflora Snak, G.P.Lewis & L.P.Queiroz","2","5.688138","0.009577","0.006772","3.7e-05","Canavalia reflexiflora Snak, G.P.Lewis & L.P.Queiroz","2","7.007858","0.137331","0.097108","0.069706","Canavalia reflexiflora Snak, G.P.Lewis & L.P.Queiroz","2","7.165596","0.064998","0.045961","0.005669","Canavalia reflexiflora Snak, G.P.Lewis & L.P.Queiroz","2","9.17008","0.183085","0.129461","0.075653"
"408","Canavalia saueri Fantz","1","5.699607",NA,NA,"7.4e-05","Canavalia saueri Fantz","1","7.262629",NA,NA,"0.139413","Canavalia saueri Fantz","1","7.393263",NA,NA,"0.011337","Canavalia saueri Fantz","1","9.184202",NA,NA,"0.151306"
"409","Canavalia septentrionalis J.D.Sauer","2","5.688455","0.013403","0.009477","3.7e-05","Canavalia septentrionalis J.D.Sauer","2","6.578643","0.529037","0.374086","0.069706","Canavalia septentrionalis J.D.Sauer","2","7.498329","0.032512","0.022989","0.005669","Canavalia septentrionalis J.D.Sauer","2","8.425928","0.527045","0.372677","0.075653"
"410","Canavalia sericophylla Ducke","2","5.69726","0.001898","0.001342","3.7e-05","Canavalia sericophylla Ducke","2","7.68747","0.092341","0.065295","0.069706","Canavalia sericophylla Ducke","2","7.153392","0.04203","0.02972","0.005669","Canavalia sericophylla Ducke","2","9.917176","0.137816","0.097451","0.075653"
"411","Canavalia villosa Benth.","77","5.685861","0.011785","0.001343","1e-06","Canavalia villosa Benth.","77","7.140565","0.447035","0.050944","0.001811","Canavalia villosa Benth.","77","7.465929","0.069974","0.007974","0.000147","Canavalia villosa Benth.","77","8.865453","0.45076","0.051369","0.001965"
"412","Centrosema acutifolium Benth.","12","5.700091","0.006297","0.001818","6e-06","Centrosema acutifolium Benth.","12","7.391371","0.332934","0.09611","0.011618","Centrosema acutifolium Benth.","12","7.401674","0.112942","0.032604","0.000945","Centrosema acutifolium Benth.","12","9.182471","0.445043","0.128473","0.012609"
"413","Centrosema arenarium Benth.","39","5.693051","0.00773","0.001238","2e-06","Centrosema arenarium Benth.","39","6.934313","0.407732","0.065289","0.003575","Centrosema arenarium Benth.","38","7.340615","0.104829","0.017006","0.000298","Centrosema arenarium Benth.","38","8.777606","0.411099","0.066689","0.003982"
"414","Centrosema bifidum Benth.","17","5.693941","0.006376","0.001546","4e-06","Centrosema bifidum Benth.","17","7.409675","0.163086","0.039554","0.008201","Centrosema bifidum Benth.","17","7.323679","0.058781","0.014256","0.000667","Centrosema bifidum Benth.","17","9.275226","0.130108","0.031556","0.0089"
"415","Centrosema bracteosum Benth.","17","5.690068","0.007005","0.001699","4e-06","Centrosema bracteosum Benth.","17","7.241861","0.276978","0.067177","0.008201","Centrosema bracteosum Benth.","17","7.350579","0.080804","0.019598","0.000667","Centrosema bracteosum Benth.","17","9.080172","0.293238","0.071121","0.0089"
"416","Centrosema coriaceum Benth.","30","5.690064","0.008648","0.001579","2e-06","Centrosema coriaceum Benth.","30","7.117379","0.374582","0.068389","0.004647","Centrosema coriaceum Benth.","30","7.286218","0.097968","0.017886","0.000378","Centrosema coriaceum Benth.","30","8.981249","0.409452","0.074755","0.005044"
"417","Centrosema dasyanthum Benth.","2","5.685447","0.002881","0.002037","3.7e-05","Centrosema dasyanthum Benth.","2","7.120339","0.045156","0.03193","0.069706","Centrosema dasyanthum Benth.","2","7.174158","0.082838","0.058575","0.005669","Centrosema dasyanthum Benth.","2","9.189353","0.136554","0.096558","0.075653"
"418","Centrosema fasciculatum Benth.","2","5.699272","0.000947","0.00067","3.7e-05","Centrosema fasciculatum Benth.","2","7.308836","0.074302","0.052539","0.069706","Centrosema fasciculatum Benth.","2","7.398174","0","0","0.005669","Centrosema fasciculatum Benth.","2","9.121932","0.007416","0.005244","0.075653"
"419","Centrosema galeottii Fantz","20","5.690347","0.011539","0.00258","4e-06","Centrosema galeottii Fantz","20","7.142289","0.391544","0.087552","0.006971","Centrosema galeottii Fantz","20","7.482682","0.085703","0.019164","0.000567","Centrosema galeottii Fantz","20","8.908907","0.479232","0.10716","0.007565"
"420","Centrosema grandiflorum Benth.","15","5.692168","0.007396","0.00191","5e-06","Centrosema grandiflorum Benth.","15","7.349148","0.313813","0.081026","0.009294","Centrosema grandiflorum Benth.","15","7.293394","0.084166","0.021732","0.000756","Centrosema grandiflorum Benth.","15","9.291972","0.32752","0.084565","0.010087"
"421","Centrosema grazielae V.P.Barbosa","3","5.69613","0.006018","0.003474","2.5e-05","Centrosema grazielae V.P.Barbosa","3","7.63943","0.144594","0.083481","0.046471","Centrosema grazielae V.P.Barbosa","3","7.259163","0.094075","0.054314","0.003779","Centrosema grazielae V.P.Barbosa","3","9.473576","0.180874","0.104428","0.050435"
"422","Centrosema latidens Killip & J.F.Macbr.","1","5.697932",NA,NA,"7.4e-05","Centrosema latidens Killip & J.F.Macbr.","1","7.959975",NA,NA,"0.139413","Centrosema latidens Killip & J.F.Macbr.","1","7.060476",NA,NA,"0.011337","Centrosema latidens Killip & J.F.Macbr.","1","10.073652",NA,NA,"0.151306"
"423","Centrosema macranthum Hoehne","5","5.704941","0.004287","0.001917","1.5e-05","Centrosema macranthum Hoehne","5","6.757543","0.321343","0.143709","0.027883","Centrosema macranthum Hoehne","5","7.461462","0.07895","0.035308","0.002267","Centrosema macranthum Hoehne","5","8.467536","0.320476","0.143321","0.030261"
"424","Centrosema macrocarpum Benth.","87","5.694327","0.009229","0.000989","1e-06","Centrosema macrocarpum Benth.","87","7.461115","0.405189","0.043441","0.001602","Centrosema macrocarpum Benth.","87","7.37808","0.1112","0.011922","0.00013","Centrosema macrocarpum Benth.","87","9.302089","0.44143","0.047326","0.001739"
"425","Centrosema molle Mart. ex Benth.","108","5.69613","0.007937","0.000764","1e-06","Centrosema molle Mart. ex Benth.","108","7.43535","0.420458","0.040459","0.001291","Centrosema molle Mart. ex Benth.","106","7.403388","0.146703","0.014249","0.000107","Centrosema molle Mart. ex Benth.","106","9.233615","0.444121","0.043137","0.001427"
"426","Centrosema pascuorum Mart. ex Benth.","48","5.701768","0.006278","0.000906","2e-06","Centrosema pascuorum Mart. ex Benth.","48","6.915044","0.360308","0.052006","0.002904","Centrosema pascuorum Mart. ex Benth.","48","7.444498","0.087597","0.012644","0.000236","Centrosema pascuorum Mart. ex Benth.","48","8.710499","0.377885","0.054543","0.003152"
"427","Centrosema platycarpum Benth.","21","5.700777","0.00434","0.000947","4e-06","Centrosema platycarpum Benth.","21","7.34151","0.155354","0.033901","0.006639","Centrosema platycarpum Benth.","21","7.354589","0.037915","0.008274","0.00054","Centrosema platycarpum Benth.","21","9.215533","0.094767","0.02068","0.007205"
"428","Centrosema pubescens Benth.","206","5.694115","0.009924","0.000691","0","Centrosema pubescens Benth.","206","7.352651","0.428185","0.029833","0.000677","Centrosema pubescens Benth.","204","7.378754","0.123739","0.008663","5.6e-05","Centrosema pubescens Benth.","204","9.201113","0.456449","0.031958","0.000742"
"429","Centrosema rotundifolium Mart. ex Benth.","22","5.701758","0.003999","0.000853","3e-06","Centrosema rotundifolium Mart. ex Benth.","22","6.894019","0.434544","0.092645","0.006337","Centrosema rotundifolium Mart. ex Benth.","22","7.438446","0.066045","0.014081","0.000515","Centrosema rotundifolium Mart. ex Benth.","22","8.731505","0.43415","0.092561","0.006878"
"430","Centrosema tapirapoanense Hoehne","12","5.698061","0.004757","0.001373","6e-06","Centrosema tapirapoanense Hoehne","12","7.627188","0.396036","0.114326","0.011618","Centrosema tapirapoanense Hoehne","12","7.304121","0.104792","0.030251","0.000945","Centrosema tapirapoanense Hoehne","12","9.4756","0.462561","0.13353","0.012609"
"431","Centrosema venosum Mart. ex Benth.","42","5.69495","0.008124","0.001254","2e-06","Centrosema venosum Mart. ex Benth.","42","7.175738","0.330103","0.050936","0.003319","Centrosema venosum Mart. ex Benth.","42","7.342658","0.084367","0.013018","0.00027","Centrosema venosum Mart. ex Benth.","42","9.050217","0.335976","0.051842","0.003603"
"432","Centrosema vetulum Mart. ex Benth.","2","5.675554","0.000485","0.000343","3.7e-05","Centrosema vetulum Mart. ex Benth.","2","7.340094","0.019273","0.013628","0.069706","Centrosema vetulum Mart. ex Benth.","2","7.154374","0.050272","0.035548","0.005669","Centrosema vetulum Mart. ex Benth.","2","9.356772","0.124014","0.087691","0.075653"
"433","Centrosema vexillatum Benth.","22","5.699594","0.005276","0.001125","3e-06","Centrosema vexillatum Benth.","22","7.366692","0.401816","0.085667","0.006337","Centrosema vexillatum Benth.","22","7.353644","0.121225","0.025845","0.000515","Centrosema vexillatum Benth.","22","9.268558","0.457219","0.097479","0.006878"
"434","Chaetocalyx chacoensis Vanni","1","5.69659",NA,NA,"7.4e-05","Chaetocalyx chacoensis Vanni","1","6.37332",NA,NA,"0.139413","Chaetocalyx chacoensis Vanni","1","7.609862",NA,NA,"0.011337","Chaetocalyx chacoensis Vanni","1","7.882315",NA,NA,"0.151306"
"435","Chaetocalyx klugii Rudd","2","5.699607","0.000473","0.000334","3.7e-05","Chaetocalyx klugii Rudd","2","7.470281","0.030214","0.021365","0.069706","Chaetocalyx klugii Rudd","2","7.191687","0.021824","0.015432","0.005669","Chaetocalyx klugii Rudd","2","9.582082","0.108136","0.076464","0.075653"
"436","Chaetocalyx longiflorus Benth. ex A.Gray","1","5.697597",NA,NA,"7.4e-05","Chaetocalyx longiflorus Benth. ex A.Gray","1","6.823286",NA,NA,"0.139413","Chaetocalyx longiflorus Benth. ex A.Gray","1","7.297768",NA,NA,"0.011337","Chaetocalyx longiflorus Benth. ex A.Gray","1","8.769818",NA,NA,"0.151306"
"437","Chaetocalyx subulatus Mackinder","6","5.69051","0.006625","0.002705","1.2e-05","Chaetocalyx subulatus Mackinder","6","6.592019","0.142437","0.05815","0.023235","Chaetocalyx subulatus Mackinder","6","7.40803","0.076029","0.031039","0.00189","Chaetocalyx subulatus Mackinder","6","8.519343","0.221933","0.090604","0.025218"
"438","Cleobulia diocleoides Benth.","1","5.69289",NA,NA,"7.4e-05","Cleobulia diocleoides Benth.","1","6.76273",NA,NA,"0.139413","Cleobulia diocleoides Benth.","1","7.406711",NA,NA,"0.011337","Cleobulia diocleoides Benth.","1","8.597482",NA,NA,"0.151306"
"439","Cleobulia leiantha Benth.","3","5.702836","0.002171","0.001253","2.5e-05","Cleobulia leiantha Benth.","3","7.722727","0.117614","0.067904","0.046471","Cleobulia leiantha Benth.","3","7.220282","0.041557","0.023993","0.003779","Cleobulia leiantha Benth.","3","9.575256","0.13369","0.077186","0.050435"
"440","Cleobulia multiflora Mart. ex Benth.","16","5.690049","0.005637","0.001409","5e-06","Cleobulia multiflora Mart. ex Benth.","16","7.080524","0.250141","0.062535","0.008713","Cleobulia multiflora Mart. ex Benth.","16","7.204516","0.069035","0.017259","0.000709","Cleobulia multiflora Mart. ex Benth.","16","9.12977","0.23596","0.05899","0.009457"
"441","Clitoria amazonum Mart. ex Benth.","48","5.699925","0.002276","0.000329","2e-06","Clitoria amazonum Mart. ex Benth.","48","7.655607","0.246869","0.035632","0.002904","Clitoria amazonum Mart. ex Benth.","48","7.204847","0.07054","0.010182","0.000236","Clitoria amazonum Mart. ex Benth.","48","9.719251","0.205754","0.029698","0.003152"
"442","Clitoria arborescens R.Br.","15","5.699315","0.001877","0.000485","5e-06","Clitoria arborescens R.Br.","15","7.559333","0.304036","0.078502","0.009294","Clitoria arborescens R.Br.","15","7.419215","0.07821","0.020194","0.000756","Clitoria arborescens R.Br.","15","9.359893","0.343647","0.088729","0.010087"
"443","Clitoria coriacea Schery","4","5.696086","0.000582","0.000291","1.8e-05","Clitoria coriacea Schery","4","8.11815","0.052256","0.026128","0.034853","Clitoria coriacea Schery","4","7.279451","0.031947","0.015974","0.002834","Clitoria coriacea Schery","4","9.999538","0.097291","0.048646","0.037827"
"444","Clitoria falcata Lam.","114","5.696115","0.007848","0.000735","1e-06","Clitoria falcata Lam.","114","7.46076","0.423823","0.039695","0.001223","Clitoria falcata Lam.","113","7.337974","0.124191","0.011683","1e-04","Clitoria falcata Lam.","113","9.325066","0.389151","0.036608","0.001339"
"445","Clitoria flexuosa Fantz","1","5.698937",NA,NA,"7.4e-05","Clitoria flexuosa Fantz","1","7.461066",NA,NA,"0.139413","Clitoria flexuosa Fantz","1","7.172425",NA,NA,"0.011337","Clitoria flexuosa Fantz","1","9.567105",NA,NA,"0.151306"
"446","Clitoria glaberrima Pittier","3","5.701056","0.001174","0.000678","2.5e-05","Clitoria glaberrima Pittier","3","7.819254","0.039206","0.022636","0.046471","Clitoria glaberrima Pittier","3","7.483936","0.063695","0.036774","0.003779","Clitoria glaberrima Pittier","3","9.616776","0.263665","0.152227","0.050435"
"447","Clitoria kaieteurensis Fantz","2","5.691879","0.000477","0.000337","3.7e-05","Clitoria kaieteurensis Fantz","2","7.883252","0.452621","0.320051","0.069706","Clitoria kaieteurensis Fantz","2","7.328427","0.0065","0.004596","0.005669","Clitoria kaieteurensis Fantz","2","9.552254","0.038123","0.026957","0.075653"
"448","Clitoria leptostachya Benth.","5","5.701143","0.002532","0.001132","1.5e-05","Clitoria leptostachya Benth.","5","7.710883","0.271272","0.121317","0.027883","Clitoria leptostachya Benth.","5","7.215228","0.08681","0.038823","0.002267","Clitoria leptostachya Benth.","5","9.698022","0.284322","0.127153","0.030261"
"449","Clitoria magentea Fantz","1","5.69659",NA,NA,"7.4e-05","Clitoria magentea Fantz","1","8.180041",NA,NA,"0.139413","Clitoria magentea Fantz","1","7.176255",NA,NA,"0.011337","Clitoria magentea Fantz","1","10.331953",NA,NA,"0.151306"
"450","Clitoria mexicana Link","25","5.677777","0.011644","0.002329","3e-06","Clitoria mexicana Link","25","7.253742","0.43961","0.087922","0.005577","Clitoria mexicana Link","25","7.426742","0.102221","0.020444","0.000453","Clitoria mexicana Link","25","8.937154","0.44312","0.088624","0.006052"
"451","Clitoria obidensis Huber","4","5.699606","0.002028","0.001014","1.8e-05","Clitoria obidensis Huber","4","7.831913","0.095456","0.047728","0.034853","Clitoria obidensis Huber","4","7.222754","0.085644","0.042822","0.002834","Clitoria obidensis Huber","4","9.790197","0.114227","0.057114","0.037827"
"452","Clitoria polystachya Benth.","23","5.680598","0.009356","0.001951","3e-06","Clitoria polystachya Benth.","23","7.235947","0.472899","0.098606","0.006061","Clitoria polystachya Benth.","23","7.428504","0.120887","0.025207","0.000493","Clitoria polystachya Benth.","23","8.98394","0.54433","0.113501","0.006579"
"453","Clitoria pozuzoensis J.F.Macbr.","8","5.692952","0.007123","0.002518","9e-06","Clitoria pozuzoensis J.F.Macbr.","8","8.016217","0.307165","0.108599","0.017427","Clitoria pozuzoensis J.F.Macbr.","8","7.091362","0.084842","0.029996","0.001417","Clitoria pozuzoensis J.F.Macbr.","8","10.102085","0.336218","0.118871","0.018913"
"454","Clitoria sagotii Fantz","4","5.696499","0.004391","0.002196","1.8e-05","Clitoria sagotii Fantz","4","8.005156","0.228776","0.114388","0.034853","Clitoria sagotii Fantz","4","7.331247","0.059","0.0295","0.002834","Clitoria sagotii Fantz","4","9.839046","0.195224","0.097612","0.037827"
"455","Clitoria selloi Benth.","5","5.697328","0.00096","0.000429","1.5e-05","Clitoria selloi Benth.","5","7.318724","0.215773","0.096497","0.027883","Clitoria selloi Benth.","5","7.247803","0.037242","0.016655","0.002267","Clitoria selloi Benth.","5","9.262615","0.246411","0.110198","0.030261"
"456","Clitoria snethlageae Ducke","1","5.696254",NA,NA,"7.4e-05","Clitoria snethlageae Ducke","1","7.682022",NA,NA,"0.139413","Clitoria snethlageae Ducke","1","7.173192",NA,NA,"0.011337","Clitoria snethlageae Ducke","1","9.571366",NA,NA,"0.151306"
"457","Clitoria stipularis Burkart","1","5.699942",NA,NA,"7.4e-05","Clitoria stipularis Burkart","1","7.433075",NA,NA,"0.139413","Clitoria stipularis Burkart","1","7.342132",NA,NA,"0.011337","Clitoria stipularis Burkart","1","9.28173",NA,NA,"0.151306"
"458","Clitoria ternatea L.","79","5.697807","0.007415","0.000834","1e-06","Clitoria ternatea L.","79","7.142224","0.363183","0.040861","0.001765","Clitoria ternatea L.","76","7.446952","0.117998","0.013535","0.000149","Clitoria ternatea L.","76","8.966288","0.394339","0.045234","0.001991"
"459","Cologania angustifolia Kunth","23","5.668575","0.006923","0.001444","3e-06","Cologania angustifolia Kunth","23","6.553746","0.23987","0.050016","0.006061","Cologania angustifolia Kunth","23","7.500677","0.063151","0.013168","0.000493","Cologania angustifolia Kunth","23","8.228678","0.249483","0.052021","0.006579"
"460","Cratylia mollis Mart. ex Benth.","24","5.700515","0.005003","0.001021","3e-06","Cratylia mollis Mart. ex Benth.","24","6.532736","0.372917","0.076121","0.005809","Cratylia mollis Mart. ex Benth.","24","7.451116","0.075399","0.015391","0.000472","Cratylia mollis Mart. ex Benth.","24","8.317322","0.397035","0.081044","0.006304"
"461","Cymbosema roseum Benth.","60","5.70049","0.002767","0.000357","1e-06","Cymbosema roseum Benth.","60","7.713887","0.30119","0.038883","0.002324","Cymbosema roseum Benth.","60","7.283198","0.155842","0.020119","0.000189","Cymbosema roseum Benth.","60","9.643743","0.375817","0.048518","0.002522"
"462","Deguelia scandens Aubl.","93","5.697145","0.004785","0.000496","1e-06","Deguelia scandens Aubl.","93","7.822411","0.26587","0.027569","0.001499","Deguelia scandens Aubl.","94","7.225745","0.112447","0.011598","0.000121","Deguelia scandens Aubl.","94","9.779441","0.295315","0.030459","0.00161"
"463","Dioclea albiflora R.S.Cowan","3","5.700386","0.00251","0.001449","2.5e-05","Dioclea albiflora R.S.Cowan","3","7.7558","0.082748","0.047775","0.046471","Dioclea albiflora R.S.Cowan","3","7.390938","0.057037","0.03293","0.003779","Dioclea albiflora R.S.Cowan","3","9.57825","0.140053","0.08086","0.050435"
"464","Dioclea apiculata R.H.Maxwell","1","5.67624",NA,NA,"7.4e-05","Dioclea apiculata R.H.Maxwell","1","6.620073",NA,NA,"0.139413","Dioclea apiculata R.H.Maxwell","1","7.328437",NA,NA,"0.011337","Dioclea apiculata R.H.Maxwell","1","8.921057",NA,NA,"0.151306"
"465","Dioclea apurensis Kunth","1","5.689853",NA,NA,"7.4e-05","Dioclea apurensis Kunth","1","7.704812",NA,NA,"0.139413","Dioclea apurensis Kunth","1","7.198931",NA,NA,"0.011337","Dioclea apurensis Kunth","1","9.571714",NA,NA,"0.151306"
"466","Dioclea aurea R.H.Maxwell","1","5.689853",NA,NA,"7.4e-05","Dioclea aurea R.H.Maxwell","1","7.782807",NA,NA,"0.139413","Dioclea aurea R.H.Maxwell","1","7.21891",NA,NA,"0.011337","Dioclea aurea R.H.Maxwell","1","10.246013",NA,NA,"0.151306"
"467","Dioclea burkartii R.H.Maxwell","9","5.698038","0.003738","0.001246","8e-06","Dioclea burkartii R.H.Maxwell","9","7.131725","0.188144","0.062715","0.01549","Dioclea burkartii R.H.Maxwell","9","7.389448","0.067078","0.022359","0.00126","Dioclea burkartii R.H.Maxwell","9","8.994958","0.235606","0.078535","0.016812"
"468","Dioclea coriacea Benth.","56","5.698681","0.004676","0.000625","1e-06","Dioclea coriacea Benth.","56","7.370929","0.30707","0.041034","0.00249","Dioclea coriacea Benth.","57","7.339403","0.085002","0.011259","0.000199","Dioclea coriacea Benth.","57","9.277526","0.350474","0.046421","0.002654"
"469","Dioclea densiflora Huber","7","5.697032","0.009363","0.003539","1.1e-05","Dioclea densiflora Huber","7","7.761976","0.32308","0.122113","0.019916","Dioclea densiflora Huber","7","7.133232","0.116814","0.044152","0.00162","Dioclea densiflora Huber","7","9.816556","0.342728","0.129539","0.021615"
"470","Dioclea dictyoneura Diels","6","5.692628","0.009454","0.00386","1.2e-05","Dioclea dictyoneura Diels","6","7.96587","0.379515","0.154936","0.023235","Dioclea dictyoneura Diels","6","7.083681","0.093238","0.038064","0.00189","Dioclea dictyoneura Diels","6","10.049745","0.298026","0.121669","0.025218"
"471","Dioclea edulis Kuhlm.","1","5.692553",NA,NA,"7.4e-05","Dioclea edulis Kuhlm.","1","7.001246",NA,NA,"0.139413","Dioclea edulis Kuhlm.","1","7.186144",NA,NA,"0.011337","Dioclea edulis Kuhlm.","1","8.839711",NA,NA,"0.151306"
"472","Dioclea erecta Hoehne","1","5.696254",NA,NA,"7.4e-05","Dioclea erecta Hoehne","1","7.461066",NA,NA,"0.139413","Dioclea erecta Hoehne","1","7.238497",NA,NA,"0.011337","Dioclea erecta Hoehne","1","9.39599",NA,NA,"0.151306"
"473","Dioclea fimbriata Huber","3","5.701167","0.00135","0.000779","2.5e-05","Dioclea fimbriata Huber","3","7.733748","0.127982","0.07389","0.046471","Dioclea fimbriata Huber","3","7.294675","0.021573","0.012455","0.003779","Dioclea fimbriata Huber","3","9.539774","0.116999","0.067549","0.050435"
"474","Dioclea glabra Benth.","69","5.697538","0.004525","0.000545","1e-06","Dioclea glabra Benth.","69","7.315463","0.245585","0.029565","0.00202","Dioclea glabra Benth.","69","7.346628","0.080452","0.009685","0.000164","Dioclea glabra Benth.","69","9.169222","0.279399","0.033636","0.002193"
"475","Dioclea grandiflora Mart. ex Benth.","64","5.698287","0.005846","0.000731","1e-06","Dioclea grandiflora Mart. ex Benth.","64","6.71381","0.401425","0.050178","0.002178","Dioclea grandiflora Mart. ex Benth.","64","7.417925","0.088927","0.011116","0.000177","Dioclea grandiflora Mart. ex Benth.","64","8.499414","0.402801","0.05035","0.002364"
"476","Dioclea grandistipula L.P.Queiroz","1","5.688161",NA,NA,"7.4e-05","Dioclea grandistipula L.P.Queiroz","1","7.365813",NA,NA,"0.139413","Dioclea grandistipula L.P.Queiroz","1","7.126087",NA,NA,"0.011337","Dioclea grandistipula L.P.Queiroz","1","9.530974",NA,NA,"0.151306"
"477","Dioclea guianensis Benth.","109","5.697479","0.006776","0.000649","1e-06","Dioclea guianensis Benth.","109","7.623994","0.367473","0.035198","0.001279","Dioclea guianensis Benth.","108","7.342924","0.110198","0.010604","0.000105","Dioclea guianensis Benth.","108","9.50351","0.359931","0.034634","0.001401"
"478","Dioclea huberi Ducke","13","5.697538","0.003796","0.001053","6e-06","Dioclea huberi Ducke","13","7.659686","0.195649","0.054263","0.010724","Dioclea huberi Ducke","13","7.173226","0.068084","0.018883","0.000872","Dioclea huberi Ducke","13","9.748112","0.208969","0.057958","0.011639"
"479","Dioclea latifolia Benth.","43","5.69467","0.005237","0.000799","2e-06","Dioclea latifolia Benth.","43","7.128306","0.272437","0.041546","0.003242","Dioclea latifolia Benth.","43","7.373467","0.077665","0.011844","0.000264","Dioclea latifolia Benth.","43","8.992993","0.258501","0.039421","0.003519"
"480","Dioclea lehmannii Diels","5","5.67896","0.006586","0.002945","1.5e-05","Dioclea lehmannii Diels","5","7.373573","0.298278","0.133394","0.027883","Dioclea lehmannii Diels","5","7.262803","0.05833","0.026086","0.002267","Dioclea lehmannii Diels","5","9.446108","0.177154","0.079226","0.030261"
"481","Dioclea macrantha Huber","11","5.697899","0.002304","0.000695","7e-06","Dioclea macrantha Huber","11","7.845617","0.194881","0.058759","0.012674","Dioclea macrantha Huber","10","7.253668","0.093859","0.029681","0.001134","Dioclea macrantha Huber","10","9.772314","0.204711","0.064735","0.015131"
