"","species","n_temp","mean_temp","sd_temp","se_temp","within_sp_var_temp","species.1","n_prec","mean_prec","sd_prec","se_prec","within_sp_var_prec","species.2","n_pet","mean_pet","sd_pet","se_pet","within_sp_var_pet","species.3","n_aridity","mean_aridity","sd_aridity","se_aridity","within_sp_var_aridity"
"11","Mikania angularis Humb. & Bonpl.","9","5.683294","0.01326","0.00442","8e-06","Mikania angularis Humb. & Bonpl.","9","7.79261","0.646322","0.215441","0.01549","Mikania angularis Humb. & Bonpl.","9","7.211108","0.101632","0.033877","0.00126","Mikania angularis Humb. & Bonpl.","9","9.64942","0.631644","0.210548","0.016812"
"12","Mikania aquaria B.L.Rob.","4","5.691527","0.006053","0.003026","1.8e-05","Mikania aquaria B.L.Rob.","4","7.731431","0.142969","0.071484","0.034853","Mikania aquaria B.L.Rob.","4","7.217077","0.049817","0.024908","0.002834","Mikania aquaria B.L.Rob.","4","9.499515","0.306759","0.15338","0.037827"
"13","Mikania archeri B.L.Rob.","1","5.66244",NA,NA,"7.4e-05","Mikania archeri B.L.Rob.","1","7.789869",NA,NA,"0.139413","Mikania archeri B.L.Rob.","1","7.242798",NA,NA,"0.011337","Mikania archeri B.L.Rob.","1","9.749987",NA,NA,"0.151306"
"14","Mikania argyreiae DC.","11","5.682348","0.009418","0.00284","7e-06","Mikania argyreiae DC.","11","7.322887","0.193522","0.058349","0.012674","Mikania argyreiae DC.","11","7.143923","0.076164","0.022964","0.001031","Mikania argyreiae DC.","11","9.271655","0.218804","0.065972","0.013755"
"15","Mikania argyropappa Sch.Bip. ex Baker","1","5.68341",NA,NA,"7.4e-05","Mikania argyropappa Sch.Bip. ex Baker","1","7.584773",NA,NA,"0.139413","Mikania argyropappa Sch.Bip. ex Baker","1","7.307873",NA,NA,"0.011337","Mikania argyropappa Sch.Bip. ex Baker","1","9.253208",NA,NA,"0.151306"
"16","Mikania aristei B.L.Rob.","3","5.646798","0.002479","0.001431","2.5e-05","Mikania aristei B.L.Rob.","3","7.41168","0.242516","0.140017","0.046471","Mikania aristei B.L.Rob.","3","7.022675","0.024087","0.013907","0.003779","Mikania aristei B.L.Rob.","3","9.410974","0.210741","0.121671","0.050435"
"17","Mikania arthroclada B.L.Rob.","1","5.646683",NA,NA,"7.4e-05","Mikania arthroclada B.L.Rob.","1","7.79688",NA,NA,"0.139413","Mikania arthroclada B.L.Rob.","1","7.153052",NA,NA,"0.011337","Mikania arthroclada B.L.Rob.","1","9.050406",NA,NA,"0.151306"
"18","Mikania aschersonii Hieron.","23","5.676841","0.013275","0.002768","3e-06","Mikania aschersonii Hieron.","23","7.507916","0.547037","0.114065","0.006061","Mikania aschersonii Hieron.","23","7.207121","0.127505","0.026587","0.000493","Mikania aschersonii Hieron.","23","9.538778","0.494166","0.103041","0.006579"
"19","Mikania banisteriae DC.","120","5.682103","0.015284","0.001395","1e-06","Mikania banisteriae DC.","120","7.715845","0.471675","0.043058","0.001162","Mikania banisteriae DC.","120","7.218319","0.131926","0.012043","9.4e-05","Mikania banisteriae DC.","120","9.6058","0.508389","0.046409","0.001261"
"20","Mikania barahonensis Urb.","1","5.674525",NA,NA,"7.4e-05","Mikania barahonensis Urb.","1","7.238497",NA,NA,"0.139413","Mikania barahonensis Urb.","1","7.325808",NA,NA,"0.011337","Mikania barahonensis Urb.","1","9.282103",NA,NA,"0.151306"
"21","Mikania bogotensis Benth.","8","5.66092","0.013972","0.00494","9e-06","Mikania bogotensis Benth.","8","7.299003","0.454649","0.160743","0.017427","Mikania bogotensis Benth.","8","7.060838","0.133507","0.047202","0.001417","Mikania bogotensis Benth.","8","9.399163","0.26394","0.093317","0.018913"
"22","Mikania boomii Pruski","1","5.672464",NA,NA,"7.4e-05","Mikania boomii Pruski","1","7.790282",NA,NA,"0.139413","Mikania boomii Pruski","1","7.224753",NA,NA,"0.011337","Mikania boomii Pruski","1","9.402117",NA,NA,"0.151306"
"23","Mikania brachyphylla Hieron.","2","5.647202","0.006236","0.00441","3.7e-05","Mikania brachyphylla Hieron.","2","7.280132","0.352527","0.249274","0.069706","Mikania brachyphylla Hieron.","2","6.991637","0.00065","0.00046","0.005669","Mikania brachyphylla Hieron.","2","9.358803","0.141363","0.099959","0.075653"
"24","Mikania buddleiaefolia DC.","5","5.671824","0.007242","0.003239","1.5e-05","Mikania buddleiaefolia DC.","5","7.486924","0.153706","0.068739","0.027883","Mikania buddleiaefolia DC.","5","7.104805","0.07081","0.031667","0.002267","Mikania buddleiaefolia DC.","5","9.526573","0.17086","0.076411","0.030261"
"25","Mikania bulbisetifera Cuatrec.","6","5.676409","0.011934","0.004872","1.2e-05","Mikania bulbisetifera Cuatrec.","6","7.560635","0.502882","0.205301","0.023235","Mikania bulbisetifera Cuatrec.","6","7.120563","0.103962","0.042442","0.00189","Mikania bulbisetifera Cuatrec.","6","9.503439","0.358442","0.146333","0.025218"
"26","Mikania burchellii Baker","7","5.682315","0.007636","0.002886","1.1e-05","Mikania burchellii Baker","7","6.937089","0.274341","0.103691","0.019916","Mikania burchellii Baker","7","7.265426","0.092548","0.03498","0.00162","Mikania burchellii Baker","7","8.922027","0.335882","0.126951","0.021615"
"27","Mikania campanulata Gardner","6","5.683409","0.011776","0.004808","1.2e-05","Mikania campanulata Gardner","6","7.272602","0.228427","0.093255","0.023235","Mikania campanulata Gardner","6","7.1953","0.116803","0.047685","0.00189","Mikania campanulata Gardner","6","9.284414","0.277931","0.113465","0.025218"
"28","Mikania camporum B.L.Rob.","4","5.665035","0.004205","0.002103","1.8e-05","Mikania camporum B.L.Rob.","4","7.600384","0.127703","0.063852","0.034853","Mikania camporum B.L.Rob.","4","7.055999","0.075016","0.037508","0.002834","Mikania camporum B.L.Rob.","4","9.647083","0.104128","0.052064","0.037827"
"29","Mikania candolleana Gardner","6","5.679639","0.007173","0.002928","1.2e-05","Mikania candolleana Gardner","6","7.333929","0.241404","0.098553","0.023235","Mikania candolleana Gardner","6","7.158352","0.053304","0.021761","0.00189","Mikania candolleana Gardner","6","9.237294","0.287724","0.117463","0.025218"
"30","Mikania capricorni B.L.Rob.","6","5.690165","0.018296","0.007469","1.2e-05","Mikania capricorni B.L.Rob.","6","7.148331","0.204427","0.083457","0.023235","Mikania capricorni B.L.Rob.","6","7.338625","0.16478","0.067271","0.00189","Mikania capricorni B.L.Rob.","6","9.056035","0.425617","0.173757","0.025218"
"31","Mikania cardiophylla B.L.Rob.","1","5.696254",NA,NA,"7.4e-05","Mikania cardiophylla B.L.Rob.","1","7.434848",NA,NA,"0.139413","Mikania cardiophylla B.L.Rob.","1","7.38709",NA,NA,"0.011337","Mikania cardiophylla B.L.Rob.","1","9.15059",NA,NA,"0.151306"
"32","Mikania chaetoloba Pruski","2","5.696925","0.000949","0.000671","3.7e-05","Mikania chaetoloba Pruski","2","7.617478","0.055624","0.039332","0.069706","Mikania chaetoloba Pruski","2","7.33372","0.113491","0.08025","0.005669","Mikania chaetoloba Pruski","2","9.646153","0.36795","0.26018","0.075653"
"33","Mikania chlorolepis Baker","6","5.67822","0.013302","0.005431","1.2e-05","Mikania chlorolepis Baker","6","7.341942","0.370134","0.151107","0.023235","Mikania chlorolepis Baker","6","7.14207","0.079304","0.032376","0.00189","Mikania chlorolepis Baker","6","9.373071","0.289637","0.118244","0.025218"
"34","Mikania coarctata Gardner","1","5.685788",NA,NA,"7.4e-05","Mikania coarctata Gardner","1","7.214504",NA,NA,"0.139413","Mikania coarctata Gardner","1","7.251345",NA,NA,"0.011337","Mikania coarctata Gardner","1","9.203316",NA,NA,"0.151306"
"35","Mikania comarapensis B.L.Rob.","1","5.67212",NA,NA,"7.4e-05","Mikania comarapensis B.L.Rob.","1","6.836259",NA,NA,"0.139413","Mikania comarapensis B.L.Rob.","1","7.328437",NA,NA,"0.011337","Mikania comarapensis B.L.Rob.","1","8.756682",NA,NA,"0.151306"
"36","Mikania concinna Standl. & Steyerm.","1","5.673151",NA,NA,"7.4e-05","Mikania concinna Standl. & Steyerm.","1","7.285507",NA,NA,"0.139413","Mikania concinna Standl. & Steyerm.","1","7.154615",NA,NA,"0.011337","Mikania concinna Standl. & Steyerm.","1","9.330166",NA,NA,"0.151306"
"37","Mikania conferta Gardner","4","5.671321","0.008003","0.004001","1.8e-05","Mikania conferta Gardner","4","7.280456","0.261057","0.130528","0.034853","Mikania conferta Gardner","4","7.116639","0.083083","0.041542","0.002834","Mikania conferta Gardner","4","9.391623","0.066218","0.033109","0.037827"
"38","Mikania congesta DC.","97","5.69764","0.00897","0.000911","1e-06","Mikania congesta DC.","97","7.618186","0.375886","0.038165","0.001437","Mikania congesta DC.","97","7.309712","0.153571","0.015593","0.000117","Mikania congesta DC.","97","9.52912","0.456015","0.046301","0.00156"
"39","Mikania crassifolia Hieron.","1","5.699942",NA,NA,"7.4e-05","Mikania crassifolia Hieron.","1","7.473069",NA,NA,"0.139413","Mikania crassifolia Hieron.","1","7.219642",NA,NA,"0.011337","Mikania crassifolia Hieron.","1","9.496121",NA,NA,"0.151306"
"40","Mikania cristata B.L.Rob.","4","5.678357","0.007702","0.003851","1.8e-05","Mikania cristata B.L.Rob.","4","8.06414","0.246106","0.123053","0.034853","Mikania cristata B.L.Rob.","4","7.26803","0.043835","0.021918","0.002834","Mikania cristata B.L.Rob.","4","10.12989","0.072834","0.036417","0.037827"
"41","Mikania cuatrecasasii W.C.Holmes","1","5.660701",NA,NA,"7.4e-05","Mikania cuatrecasasii W.C.Holmes","1","7.69257",NA,NA,"0.139413","Mikania cuatrecasasii W.C.Holmes","1","7.250636",NA,NA,"0.011337","Mikania cuatrecasasii W.C.Holmes","1","9.668967",NA,NA,"0.151306"
"42","Mikania cuencana Hieron.","4","5.685019","0.003638","0.001819","1.8e-05","Mikania cuencana Hieron.","4","8.076585","0.395428","0.197714","0.034853","Mikania cuencana Hieron.","4","7.096496","0.114218","0.057109","0.002834","Mikania cuencana Hieron.","4","10.130401","0.557774","0.278887","0.037827"
"43","Mikania decora Poepp. & Endl.","21","5.673288","0.017259","0.003766","4e-06","Mikania decora Poepp. & Endl.","21","7.455913","0.422045","0.092098","0.006639","Mikania decora Poepp. & Endl.","21","7.099906","0.127707","0.027868","0.00054","Mikania decora Poepp. & Endl.","21","9.444579","0.458126","0.099971","0.007205"
"44","Mikania desmocephala B.L.Rob.","4","5.674492","0.017824","0.008912","1.8e-05","Mikania desmocephala B.L.Rob.","4","7.694033","0.652805","0.326402","0.034853","Mikania desmocephala B.L.Rob.","4","7.248806","0.069416","0.034708","0.002834","Mikania desmocephala B.L.Rob.","4","9.210544","0.570878","0.285439","0.037827"
"45","Mikania dictyota B.L.Rob.","3","5.644185","0.008608","0.00497","2.5e-05","Mikania dictyota B.L.Rob.","3","7.111849","0.121153","0.069948","0.046471","Mikania dictyota B.L.Rob.","3","7.224223","0.111358","0.064293","0.003779","Mikania dictyota B.L.Rob.","3","8.64231","0.285662","0.164927","0.050435"
"46","Mikania duckei G.M.Barroso","5","5.690249","0.004745","0.002122","1.5e-05","Mikania duckei G.M.Barroso","5","7.095898","0.502793","0.224856","0.027883","Mikania duckei G.M.Barroso","5","7.207064","0.035323","0.015797","0.002267","Mikania duckei G.M.Barroso","5","9.056971","0.464425","0.207697","0.030261"
"47","Mikania duidensis B.L.Rob.","5","5.676613","0.009699","0.004338","1.5e-05","Mikania duidensis B.L.Rob.","5","7.96036","0.092064","0.041172","0.027883","Mikania duidensis B.L.Rob.","5","7.312266","0.076922","0.034401","0.002267","Mikania duidensis B.L.Rob.","5","9.647936","0.183818","0.082206","0.030261"
"48","Mikania elliptica DC.","10","5.685614","0.003321","0.00105","7e-06","Mikania elliptica DC.","10","6.7672","0.168049","0.053142","0.013941","Mikania elliptica DC.","10","7.317871","0.055954","0.017694","0.001134","Mikania elliptica DC.","10","8.591744","0.133271","0.042144","0.015131"
"49","Mikania erioclada DC.","1","5.674868",NA,NA,"7.4e-05","Mikania erioclada DC.","1","7.281386",NA,NA,"0.139413","Mikania erioclada DC.","1","7.234177",NA,NA,"0.011337","Mikania erioclada DC.","1","9.399969",NA,NA,"0.151306"
"50","Mikania eucosma B.L.Rob.","1","5.652665",NA,NA,"7.4e-05","Mikania eucosma B.L.Rob.","1","7.255591",NA,NA,"0.139413","Mikania eucosma B.L.Rob.","1","7.205635",NA,NA,"0.011337","Mikania eucosma B.L.Rob.","1","8.742574",NA,NA,"0.151306"
"51","Mikania featherstonei B.L.Rob.","3","5.667174","0.00225","0.001299","2.5e-05","Mikania featherstonei B.L.Rob.","3","7.28573","0.339678","0.196113","0.046471","Mikania featherstonei B.L.Rob.","3","7.154754","0.132349","0.076412","0.003779","Mikania featherstonei B.L.Rob.","3","9.02919","0.369895","0.213559","0.050435"
"52","Mikania firmula Baker","5","5.696049","0.003132","0.001401","1.5e-05","Mikania firmula Baker","5","7.375049","0.282316","0.126256","0.027883","Mikania firmula Baker","5","7.284024","0.054972","0.024584","0.002267","Mikania firmula Baker","5","9.279624","0.305148","0.136466","0.030261"
"53","Mikania flabellata Rusby ex B.L.Rob.","3","5.656968","0.006485","0.003744","2.5e-05","Mikania flabellata Rusby ex B.L.Rob.","3","7.448252","0.33536","0.19362","0.046471","Mikania flabellata Rusby ex B.L.Rob.","3","7.095972","0.103616","0.059823","0.003779","Mikania flabellata Rusby ex B.L.Rob.","3","9.269699","0.197185","0.113845","0.050435"
"54","Mikania flaccida B.L.Rob.","1","5.681025",NA,NA,"7.4e-05","Mikania flaccida B.L.Rob.","1","6.93537",NA,NA,"0.139413","Mikania flaccida B.L.Rob.","1","7.41698",NA,NA,"0.011337","Mikania flaccida B.L.Rob.","1","8.917445",NA,NA,"0.151306"
"55","Mikania fragilis Urb.","1","5.686128",NA,NA,"7.4e-05","Mikania fragilis Urb.","1","8.054205",NA,NA,"0.139413","Mikania fragilis Urb.","1","7.31055",NA,NA,"0.011337","Mikania fragilis Urb.","1","9.509259",NA,NA,"0.151306"
"56","Mikania glandulosissima W.C.Holmes & D.J.N.Hind","1","5.678977",NA,NA,"7.4e-05","Mikania glandulosissima W.C.Holmes & D.J.N.Hind","1","7.111512",NA,NA,"0.139413","Mikania glandulosissima W.C.Holmes & D.J.N.Hind","1","7.290975",NA,NA,"0.011337","Mikania glandulosissima W.C.Holmes & D.J.N.Hind","1","8.960725",NA,NA,"0.151306"
"57","Mikania glaziovii Baker","1","5.667983",NA,NA,"7.4e-05","Mikania glaziovii Baker","1","7.668561",NA,NA,"0.139413","Mikania glaziovii Baker","1","7.076654",NA,NA,"0.011337","Mikania glaziovii Baker","1","9.69326",NA,NA,"0.151306"
"58","Mikania gleasonii B.L.Rob.","12","5.697115","0.003844","0.00111","6e-06","Mikania gleasonii B.L.Rob.","12","7.781395","0.268195","0.077421","0.011618","Mikania gleasonii B.L.Rob.","12","7.377962","0.038536","0.011124","0.000945","Mikania gleasonii B.L.Rob.","12","9.520967","0.242224","0.069924","0.012609"
"59","Mikania globifera Rusby ex B.L.Rob.","3","5.678475","0.02198","0.01269","2.5e-05","Mikania globifera Rusby ex B.L.Rob.","3","7.707402","0.70776","0.408625","0.046471","Mikania globifera Rusby ex B.L.Rob.","3","7.236138","0.17418","0.100563","0.003779","Mikania globifera Rusby ex B.L.Rob.","3","9.681193","0.632065","0.364923","0.050435"
"60","Mikania glomerata Spreng.","31","5.687999","0.007969","0.001431","2e-06","Mikania glomerata Spreng.","31","7.18369","0.324046","0.0582","0.004497","Mikania glomerata Spreng.","33","7.259726","0.093442","0.016266","0.000344","Mikania glomerata Spreng.","33","9.103105","0.300127","0.052245","0.004585"
"61","Mikania gonzalezii B.L.Rob. & Greenm.","11","5.683642","0.013039","0.003931","7e-06","Mikania gonzalezii B.L.Rob. & Greenm.","11","7.778484","0.294236","0.088715","0.012674","Mikania gonzalezii B.L.Rob. & Greenm.","11","7.369083","0.087427","0.02636","0.001031","Mikania gonzalezii B.L.Rob. & Greenm.","11","9.712351","0.338734","0.102132","0.013755"
"62","Mikania gracilipes B.L.Rob.","3","5.689232","0.013111","0.00757","2.5e-05","Mikania gracilipes B.L.Rob.","3","7.151457","0.112735","0.065088","0.046471","Mikania gracilipes B.L.Rob.","3","7.413389","0.097697","0.056405","0.003779","Mikania gracilipes B.L.Rob.","3","8.828308","0.020229","0.011679","0.050435"
"63","Mikania granulata B.L.Rob.","11","5.65688","0.015763","0.004753","7e-06","Mikania granulata B.L.Rob.","11","7.520945","0.492263","0.148423","0.012674","Mikania granulata B.L.Rob.","11","7.046837","0.194056","0.05851","0.001031","Mikania granulata B.L.Rob.","11","9.460647","0.273299","0.082403","0.013755"
"64","Mikania guilleminii B.L.Rob.","1","5.690866",NA,NA,"7.4e-05","Mikania guilleminii B.L.Rob.","1","7.142037",NA,NA,"0.139413","Mikania guilleminii B.L.Rob.","1","7.130899",NA,NA,"0.011337","Mikania guilleminii B.L.Rob.","1","9.379746",NA,NA,"0.151306"
"65","Mikania haenkeana DC.","15","5.680394","0.015249","0.003937","5e-06","Mikania haenkeana DC.","15","7.085593","0.417357","0.107761","0.009294","Mikania haenkeana DC.","15","7.320456","0.140984","0.036402","0.000756","Mikania haenkeana DC.","15","8.976407","0.456275","0.11781","0.010087"
"66","Mikania hastifolia Baker","1","5.671087",NA,NA,"7.4e-05","Mikania hastifolia Baker","1","7.474772",NA,NA,"0.139413","Mikania hastifolia Baker","1","7.063904",NA,NA,"0.011337","Mikania hastifolia Baker","1","9.384546",NA,NA,"0.151306"
"67","Mikania hemisphaerica Sch.Bip. ex Baker","6","5.684622","0.009088","0.00371","1.2e-05","Mikania hemisphaerica Sch.Bip. ex Baker","6","7.223654","0.194153","0.079263","0.023235","Mikania hemisphaerica Sch.Bip. ex Baker","6","7.235472","0.035137","0.014345","0.00189","Mikania hemisphaerica Sch.Bip. ex Baker","6","9.223648","0.143116","0.058427","0.025218"
"68","Mikania hirsutissima DC.","30","5.685204","0.0061","0.001114","2e-06","Mikania hirsutissima DC.","30","7.199433","0.190563","0.034792","0.004647","Mikania hirsutissima DC.","29","7.207294","0.082466","0.015314","0.000391","Mikania hirsutissima DC.","29","9.194626","0.222316","0.041283","0.005217"
"69","Mikania hitchcockii B.L.Rob.","2","5.673151","0.000972","0.000687","3.7e-05","Mikania hitchcockii B.L.Rob.","2","6.610131","0.3617","0.255761","0.069706","Mikania hitchcockii B.L.Rob.","2","7.195455","0.089035","0.062957","0.005669","Mikania hitchcockii B.L.Rob.","2","8.754134","0.522635","0.369559","0.075653"
"70","Mikania hoehnei B.L.Rob.","3","5.688262","0.006087","0.003514","2.5e-05","Mikania hoehnei B.L.Rob.","3","7.288155","0.171554","0.099047","0.046471","Mikania hoehnei B.L.Rob.","3","7.188953","0.060164","0.034736","0.003779","Mikania hoehnei B.L.Rob.","3","9.207888","0.29128","0.168171","0.050435"
"71","Mikania hookeriana DC.","71","5.687918","0.013577","0.001611","1e-06","Mikania hookeriana DC.","71","7.77592","0.439483","0.052157","0.001964","Mikania hookeriana DC.","71","7.250506","0.137146","0.016276","0.00016","Mikania hookeriana DC.","71","9.695771","0.40196","0.047704","0.002131"
"72","Mikania houstonioides H.Rob. & W.C.Holmes","1","5.670398",NA,NA,"7.4e-05","Mikania houstonioides H.Rob. & W.C.Holmes","1","7.550135",NA,NA,"0.139413","Mikania houstonioides H.Rob. & W.C.Holmes","1","7.100852",NA,NA,"0.011337","Mikania houstonioides H.Rob. & W.C.Holmes","1","9.854192",NA,NA,"0.151306"
"73","Mikania incasina B.L.Rob.","1","5.673151",NA,NA,"7.4e-05","Mikania incasina B.L.Rob.","1","6.870053",NA,NA,"0.139413","Mikania incasina B.L.Rob.","1","7.155396",NA,NA,"0.011337","Mikania incasina B.L.Rob.","1","9.400878",NA,NA,"0.151306"
"74","Mikania iquitosensis B.L.Rob.","2","5.697597","0.000474","0.000335","3.7e-05","Mikania iquitosensis B.L.Rob.","2","7.961543","0.002219","0.001569","0.069706","Mikania iquitosensis B.L.Rob.","2","7.069409","0.012633","0.008933","0.005669","Mikania iquitosensis B.L.Rob.","2","10.10482","0.044078","0.031168","0.075653"
"75","Mikania iserniana Cuatrec.","2","5.698602","0.001895","0.00134","3.7e-05","Mikania iserniana Cuatrec.","2","7.242592","0.325944","0.230477","0.069706","Mikania iserniana Cuatrec.","2","7.217809","0.002593","0.001834","0.005669","Mikania iserniana Cuatrec.","2","9.243281","0.357569","0.252839","0.075653"
"76","Mikania jelskii Hieron.","3","5.666505","0.016881","0.009746","2.5e-05","Mikania jelskii Hieron.","3","6.677673","0.479893","0.277066","0.046471","Mikania jelskii Hieron.","3","7.169496","0.043415","0.025066","0.003779","Mikania jelskii Hieron.","3","9.030216","0.094327","0.05446","0.050435"
"77","Mikania klugii B.L.Rob.","5","5.689417","0.015686","0.007015","1.5e-05","Mikania klugii B.L.Rob.","5","8.168071","0.24439","0.109295","0.027883","Mikania klugii B.L.Rob.","5","7.048887","0.04265","0.019074","0.002267","Mikania klugii B.L.Rob.","5","10.249468","0.214845","0.096082","0.030261"
"78","Mikania laevigata Sch.Bip. ex Baker","18","5.687146","0.006151","0.00145","4e-06","Mikania laevigata Sch.Bip. ex Baker","18","7.282377","0.167961","0.039589","0.007745","Mikania laevigata Sch.Bip. ex Baker","17","7.230626","0.080161","0.019442","0.000667","Mikania laevigata Sch.Bip. ex Baker","17","9.208012","0.099836","0.024214","0.0089"
"79","Mikania lanuginosa DC.","4","5.672701","0.007515","0.003758","1.8e-05","Mikania lanuginosa DC.","4","7.406504","0.2007","0.10035","0.034853","Mikania lanuginosa DC.","4","7.080176","0.042673","0.021337","0.002834","Mikania lanuginosa DC.","4","9.466295","0.188063","0.094032","0.037827"
"80","Mikania lasiandrae DC.","13","5.675607","0.010714","0.002972","6e-06","Mikania lasiandrae DC.","13","7.351287","0.206995","0.05741","0.010724","Mikania lasiandrae DC.","13","7.136707","0.104644","0.029023","0.000872","Mikania lasiandrae DC.","13","9.43315","0.194697","0.053999","0.011639"
"81","Mikania leiostachya Benth.","45","5.687785","0.013643","0.002034","2e-06","Mikania leiostachya Benth.","45","7.769092","0.439746","0.065553","0.003098","Mikania leiostachya Benth.","45","7.24747","0.172672","0.02574","0.000252","Mikania leiostachya Benth.","45","9.714442","0.44907","0.066943","0.003362"
"82","Mikania ligustrifolia DC.","4","5.679861","0.012188","0.006094","1.8e-05","Mikania ligustrifolia DC.","4","7.261235","0.128851","0.064426","0.034853","Mikania ligustrifolia DC.","4","7.165348","0.084973","0.042487","0.002834","Mikania ligustrifolia DC.","4","9.31551","0.26323","0.131615","0.037827"
"83","Mikania lindleyana DC.","27","5.691858","0.015085","0.002903","3e-06","Mikania lindleyana DC.","27","7.593775","0.571577","0.11","0.005163","Mikania lindleyana DC.","27","7.261186","0.121239","0.023332","0.00042","Mikania lindleyana DC.","27","9.559643","0.627587","0.120779","0.005604"
"84","Mikania longipes Baker","1","5.680684",NA,NA,"7.4e-05","Mikania longipes Baker","1","7.182352",NA,NA,"0.139413","Mikania longipes Baker","1","7.180831",NA,NA,"0.011337","Mikania longipes Baker","1","9.264734",NA,NA,"0.151306"
"85","Mikania lucida S.F.Blake","12","5.686077","0.013123","0.003788","6e-06","Mikania lucida S.F.Blake","12","7.881325","0.332243","0.09591","0.011618","Mikania lucida S.F.Blake","12","7.292704","0.102279","0.029525","0.000945","Mikania lucida S.F.Blake","12","9.683324","0.237692","0.068616","0.012609"
"86","Mikania lundiana DC.","12","5.691607","0.006403","0.001848","6e-06","Mikania lundiana DC.","12","7.321979","0.136336","0.039357","0.011618","Mikania lundiana DC.","12","7.261968","0.081753","0.0236","0.000945","Mikania lundiana DC.","12","9.215543","0.1378","0.039779","0.012609"
"87","Mikania malacolepis B.L.Rob.","5","5.678124","0.009038","0.004042","1.5e-05","Mikania malacolepis B.L.Rob.","5","7.237717","0.177212","0.079252","0.027883","Mikania malacolepis B.L.Rob.","5","7.151765","0.090136","0.04031","0.002267","Mikania malacolepis B.L.Rob.","5","9.40173","0.177697","0.079469","0.030261"
"88","Mikania marahuacensis Steyerm. & Maguire","1","5.679319",NA,NA,"7.4e-05","Mikania marahuacensis Steyerm. & Maguire","1","8.285261",NA,NA,"0.139413","Mikania marahuacensis Steyerm. & Maguire","1","7.242082",NA,NA,"0.011337","Mikania marahuacensis Steyerm. & Maguire","1","9.990445",NA,NA,"0.151306"
