"","species","n_temp","mean_temp","sd_temp","se_temp","within_sp_var_temp","species.1","n_prec","mean_prec","sd_prec","se_prec","within_sp_var_prec","species.2","n_pet","mean_pet","sd_pet","se_pet","within_sp_var_pet","species.3","n_aridity","mean_aridity","sd_aridity","se_aridity","within_sp_var_aridity"
"59","Anthurium signatum K.Koch & L.Mathieu","3","22.466667","5.947549","3.433819","2.877642","Anthurium signatum K.Koch & L.Mathieu","3","4479.666667","2419.986019","1397.17958","357103.921633","Anthurium signatum K.Koch & L.Mathieu","3","1422.333333","110.821177","63.982636","8599.159196","Anthurium signatum K.Koch & L.Mathieu","3","26951.333333","14429.936602","8331.127782","15202208.955097"
"60","Anthurium smaragdinum G.S.Bunting","2","20.8","3.252691","2.3","4.316462","Anthurium smaragdinum G.S.Bunting","2","1532","301.227489","213","535655.882449","Anthurium smaragdinum G.S.Bunting","2","1481.5","94.045202","66.5","12898.738794","Anthurium smaragdinum G.S.Bunting","2","8465.5","642.760064","454.5","22803313.432646"
"61","Anthurium stipitatum Benth.","11","19.545455","4.672978","1.408956","0.784811","Anthurium stipitatum Benth.","11","3282.727273","1753.023108","528.556354","97391.978627","Anthurium stipitatum Benth.","11","1391.636364","142.145892","42.858599","2345.225235","Anthurium stipitatum Benth.","11","20855.909091","9405.00345","2835.715236","4146056.987754"
"62","Anthurium subaequans Croat & Oberle","4","16.7","1.801851","0.900926","2.158231","Anthurium subaequans Croat & Oberle","4","3000.25","600.084091","300.042045","267827.941225","Anthurium subaequans Croat & Oberle","4","1435.75","25.721262","12.860631","6449.369397","Anthurium subaequans Croat & Oberle","4","16358.5","572.759694","286.379847","11401656.716323"
"63","Anthurium subcoerulescens Engl.","1","22.9",NA,NA,"8.632925","Anthurium subcoerulescens Engl.","1","1889",NA,NA,"1071311.764898","Anthurium subcoerulescens Engl.","1","1053",NA,NA,"25797.477588","Anthurium subcoerulescens Engl.","1","21190",NA,NA,"45606626.865292"
"64","Anthurium subtrilobum Schott","1","21.8",NA,NA,"8.632925","Anthurium subtrilobum Schott","1","813",NA,NA,"1071311.764898","Anthurium subtrilobum Schott","1","1591",NA,NA,"25797.477588","Anthurium subtrilobum Schott","1","6014",NA,NA,"45606626.865292"
"65","Anthurium tenerum Engl.","4","18.5","3.234192","1.617096","2.158231","Anthurium tenerum Engl.","4","2077.5","1028.411234","514.205617","267827.941225","Anthurium tenerum Engl.","4","1413.25","105.720938","52.860469","6449.369397","Anthurium tenerum Engl.","4","13632.75","6619.54386","3309.77193","11401656.716323"
"66","Anthurium tonduzii Engl.","9","21.266667","2.375921","0.791974","0.959214","Anthurium tonduzii Engl.","9","2936.444444","505.125012","168.375004","119034.640544","Anthurium tonduzii Engl.","9","1485.444444","131.422136","43.807379","2866.386399","Anthurium tonduzii Engl.","9","21660.777778","3436.148272","1145.382757","5067402.985032"
"67","Anthurium truncicola Engl.","21","20.847619","2.708619","0.591069","0.411092","Anthurium truncicola Engl.","21","2322.52381","1287.746311","281.009283","51014.845948","Anthurium truncicola Engl.","21","1232.285714","112.054515","24.4523","1228.451314","Anthurium truncicola Engl.","21","18799.571429","9861.280812","2151.907894","2171744.136442"
"68","Anthurium uleanum Engl.","50","24.134","1.602117","0.226574","0.172658","Anthurium uleanum Engl.","50","2856.04","786.165687","111.180618","21426.235298","Anthurium uleanum Engl.","50","1242.58","77.294584","10.931105","515.949552","Anthurium uleanum Engl.","50","21875.52","6106.430997","863.579753","912132.537306"
"69","Anthurium vallense Croat","7","23.071429","2.501809","0.945595","1.233275","Anthurium vallense Croat","7","3581.142857","1565.235065","591.603246","153044.537843","Anthurium vallense Croat","7","1416.428571","168.10201","63.536588","3685.353941","Anthurium vallense Croat","7","24260.571429","10366.321139","3918.101106","6515232.409327"
"70","Anthurium variilobum Croat & M.M.Mora","1","25.7",NA,NA,"8.632925","Anthurium variilobum Croat & M.M.Mora","1","5849",NA,NA,"1071311.764898","Anthurium variilobum Croat & M.M.Mora","1","1482",NA,NA,"25797.477588","Anthurium variilobum Croat & M.M.Mora","1","37545",NA,NA,"45606626.865292"
"71","Anthurium vaupesianum Croat","10","24.49","0.33483","0.105883","0.863292","Anthurium vaupesianum Croat","10","3309.5","307.759737","97.322174","107131.17649","Anthurium vaupesianum Croat","10","1232","47.038991","14.875035","2579.747759","Anthurium vaupesianum Croat","10","24604.3","1908.869651","603.637585","4560662.686529"
"72","Anthurium versicolor Sodiro","29","21.765517","3.016061","0.560068","0.297687","Anthurium versicolor Sodiro","29","3134.517241","2039.087867","378.649111","36941.784996","Anthurium versicolor Sodiro","28","1263","150.072575","28.361051","921.338485","Anthurium versicolor Sodiro","28","22104.214286","11238.909441","2123.954242","1628808.102332"
"73","Heteropsis boliviana Rusby","2","22.65","4.17193","2.95","4.316462","Heteropsis boliviana Rusby","2","1959","63.63961","45","535655.882449","Heteropsis boliviana Rusby","2","1548","82.024387","58","12898.738794","Heteropsis boliviana Rusby","2","11143.5","1704.834449","1205.5","22803313.432646"
"74","Heteropsis croatii M.L.Soares","6","25.166667","0.196638","0.080277","1.438821","Heteropsis croatii M.L.Soares","6","2472.833333","355.024178","144.938014","178551.960816","Heteropsis croatii M.L.Soares","6","1223.833333","63.332193","25.85526","4299.579598","Heteropsis croatii M.L.Soares","6","19768.666667","3217.807556","1313.664434","7601104.477549"
"75","Heteropsis duckeana M.L.Soares","2","25.75","0.494975","0.35","4.316462","Heteropsis duckeana M.L.Soares","2","2134","124.450793","88","535655.882449","Heteropsis duckeana M.L.Soares","2","1322","1.414214","1","12898.738794","Heteropsis duckeana M.L.Soares","2","13995","164.048773","116","22803313.432646"
"76","Heteropsis ecuadorensis Sodiro","9","24.522222","0.506897","0.168966","0.959214","Heteropsis ecuadorensis Sodiro","9","2508.111111","1064.723138","354.907713","119034.640544","Heteropsis ecuadorensis Sodiro","9","1162.111111","53.151774","17.717258","2866.386399","Heteropsis ecuadorensis Sodiro","9","22210.333333","6227.764948","2075.921649","5067402.985032"
"77","Heteropsis linearis A.C.Sm.","7","25.057143","0.395209","0.149375","1.233275","Heteropsis linearis A.C.Sm.","7","2909.857143","297.128159","112.303888","153044.537843","Heteropsis linearis A.C.Sm.","7","1259","127.381317","48.145612","3685.353941","Heteropsis linearis A.C.Sm.","7","21912.142857","3059.438262","1156.35897","6515232.409327"
"78","Heteropsis longispathacea Engl.","4","25.55","0.932738","0.466369","2.158231","Heteropsis longispathacea Engl.","4","2236.75","387.782907","193.891454","267827.941225","Heteropsis longispathacea Engl.","4","1406.75","230.46529","115.232645","6449.369397","Heteropsis longispathacea Engl.","4","14913.5","4297.949705","2148.974852","11401656.716323"
"79","Heteropsis macrophylla A.C.Sm.","9","24.755556","0.758471","0.252824","0.959214","Heteropsis macrophylla A.C.Sm.","9","3090.777778","1006.135649","335.37855","119034.640544","Heteropsis macrophylla A.C.Sm.","9","1253.444444","89.831942","29.943981","2866.386399","Heteropsis macrophylla A.C.Sm.","9","23482.222222","6644.361177","2214.787059","5067402.985032"
"80","Heteropsis oblongifolia Kunth","73","24.691781","1.185181","0.138715","0.118259","Heteropsis oblongifolia Kunth","73","2537.027397","960.469257","112.414424","14675.503629","Heteropsis oblongifolia Kunth","72","1428.125","176.419709","20.791262","358.2983","Heteropsis oblongifolia Kunth","72","16838.513889","5165.02618","608.704173","633425.373129"
"81","Heteropsis peruviana K.Krause","9","24.711111","0.445658","0.148553","0.959214","Heteropsis peruviana K.Krause","9","2606.222222","1374.293344","458.097781","119034.640544","Heteropsis peruviana K.Krause","9","1279","105.969335","35.323112","2866.386399","Heteropsis peruviana K.Krause","9","18797","7330.742271","2443.580757","5067402.985032"
"82","Heteropsis reticulata Croat & M.L.Soares","1","25.2",NA,NA,"8.632925","Heteropsis reticulata Croat & M.L.Soares","1","1461",NA,NA,"1071311.764898","Heteropsis reticulata Croat & M.L.Soares","1","1458",NA,NA,"25797.477588","Heteropsis reticulata Croat & M.L.Soares","1","12979",NA,NA,"45606626.865292"
"83","Heteropsis rigidifolia Engl.","6","21.133333","2.728125","1.113752","1.438821","Heteropsis rigidifolia Engl.","6","1619.5","326.789076","133.411082","178551.960816","Heteropsis rigidifolia Engl.","6","1286.833333","81.577979","33.30407","4299.579598","Heteropsis rigidifolia Engl.","6","11507.333333","2908.618893","1187.438691","7601104.477549"
"84","Heteropsis spruceana Schott","50","24.63","1.010809","0.14295","0.172658","Heteropsis spruceana Schott","50","2837","551.665419","78.017272","21426.235298","Heteropsis spruceana Schott","50","1424.96","151.728673","21.457675","515.949552","Heteropsis spruceana Schott","50","19409.82","4326.291411","611.829999","912132.537306"
