"","species","n_temp","mean_temp","sd_temp","se_temp","within_sp_var_temp","species.1","n_prec","mean_prec","sd_prec","se_prec","within_sp_var_prec","species.2","n_pet","mean_pet","sd_pet","se_pet","within_sp_var_pet","species.3","n_aridity","mean_aridity","sd_aridity","se_aridity","within_sp_var_aridity"
"17","Calea trichotoma Donn.Sm.","35","5.696346","0.006952","0.001175","3e-06","Calea trichotoma Donn.Sm.","35","7.462842","0.371435","0.062784","0.004698","Calea trichotoma Donn.Sm.","34","7.474815","0.057631","0.009884","0.00042","Calea trichotoma Donn.Sm.","34","9.198151","0.43587","0.074751","0.005282"
"18","Condylopodium gachalanum S.Díaz & G.P.Méndez","1","5.652314",NA,NA,"9e-05","Condylopodium gachalanum S.Díaz & G.P.Méndez","1","8.300777",NA,NA,"0.164437","Condylopodium gachalanum S.Díaz & G.P.Méndez","1","7.137278",NA,NA,"0.014267","Condylopodium gachalanum S.Díaz & G.P.Méndez","1","9.577896",NA,NA,"0.179585"
"19","Condylopodium hyalinifolium S.Díaz & G.P.Méndez","1","5.655817",NA,NA,"9e-05","Condylopodium hyalinifolium S.Díaz & G.P.Méndez","1","7.531552",NA,NA,"0.164437","Condylopodium hyalinifolium S.Díaz & G.P.Méndez","1","7.137278",NA,NA,"0.014267","Condylopodium hyalinifolium S.Díaz & G.P.Méndez","1","9.027018",NA,NA,"0.179585"
"20","Critonia wilburii R.M.King & H.Rob.","1","5.688838",NA,NA,"9e-05","Critonia wilburii R.M.King & H.Rob.","1","8.029433",NA,NA,"0.164437","Critonia wilburii R.M.King & H.Rob.","1","7.362645",NA,NA,"0.014267","Critonia wilburii R.M.King & H.Rob.","1","9.797015",NA,NA,"0.179585"
"21","Desmanthodium guatemalense Hemsl.","2","5.677899","0.014513","0.010262","4.5e-05","Desmanthodium guatemalense Hemsl.","2","7.20543","0.098631","0.069743","0.082218","Desmanthodium guatemalense Hemsl.","2","7.425394","0.058556","0.041405","0.007133","Desmanthodium guatemalense Hemsl.","2","9.223495","0.020726","0.014655","0.089793"
"22","Ericentrodea davidsmithii H.Rob.","3","5.651056","0.01616","0.00933","3e-05","Ericentrodea davidsmithii H.Rob.","3","6.82515","0.326579","0.18855","0.054812","Ericentrodea davidsmithii H.Rob.","3","7.076925","0.286294","0.165292","0.004756","Ericentrodea davidsmithii H.Rob.","3","9.028837","0.525046","0.303135","0.059862"
"23","Harnackia bisecta Urb.","1","5.692553",NA,NA,"9e-05","Harnackia bisecta Urb.","1","7.470224",NA,NA,"0.164437","Harnackia bisecta Urb.","1","7.439559",NA,NA,"0.014267","Harnackia bisecta Urb.","1","9.059517",NA,NA,"0.179585"
"24","Ichthyothere scandens S.F.Blake","24","5.6861","0.009296","0.001898","4e-06","Ichthyothere scandens S.F.Blake","24","7.810778","0.530339","0.108255","0.006852","Ichthyothere scandens S.F.Blake","24","7.256128","0.125265","0.02557","0.000594","Ichthyothere scandens S.F.Blake","24","9.764187","0.442782","0.090382","0.007483"
"25","Jungia mitis Benoist","1","5.643856",NA,NA,"9e-05","Jungia mitis Benoist","1","7.407318",NA,NA,"0.164437","Jungia mitis Benoist","1","6.927558",NA,NA,"0.014267","Jungia mitis Benoist","1","9.375261",NA,NA,"0.179585"
"26","Jungia rugosa Less.","8","5.649522","0.021355","0.00755","1.1e-05","Jungia rugosa Less.","8","6.576134","0.342393","0.121054","0.020555","Jungia rugosa Less.","8","7.053635","0.217362","0.076849","0.001783","Jungia rugosa Less.","8","8.780826","0.307659","0.108774","0.022448"
"27","Jungia weberbaueri Cerrate","7","5.664252","0.016737","0.006326","1.3e-05","Jungia weberbaueri Cerrate","7","6.970531","0.374134","0.141409","0.023491","Jungia weberbaueri Cerrate","7","7.204559","0.179323","0.067778","0.002038","Jungia weberbaueri Cerrate","7","8.969801","0.391142","0.147838","0.025655"
"28","Llerasia pascoensis Sagást. & M.O.Dillon","1","5.669018",NA,NA,"9e-05","Llerasia pascoensis Sagást. & M.O.Dillon","1","7.027315",NA,NA,"0.164437","Llerasia pascoensis Sagást. & M.O.Dillon","1","7.221836",NA,NA,"0.014267","Llerasia pascoensis Sagást. & M.O.Dillon","1","9.157361",NA,NA,"0.179585"
"29","Lycoseris peruviana K.Egeröd","1","5.699272",NA,NA,"9e-05","Lycoseris peruviana K.Egeröd","1","7.185387",NA,NA,"0.164437","Lycoseris peruviana K.Egeröd","1","7.200425",NA,NA,"0.014267","Lycoseris peruviana K.Egeröd","1","9.188401",NA,NA,"0.179585"
"30","Montanoa pteropoda S.F.Blake","3","5.675885","0.019483","0.011249","3e-05","Montanoa pteropoda S.F.Blake","3","7.536514","0.32508","0.187685","0.054812","Montanoa pteropoda S.F.Blake","3","7.391386","0.120949","0.06983","0.004756","Montanoa pteropoda S.F.Blake","3","9.125788","0.265231","0.153131","0.059862"
"31","Munnozia campii H.Rob.","2","5.649673","0.004727","0.003342","4.5e-05","Munnozia campii H.Rob.","2","7.065447","0.156706","0.110808","0.082218","Munnozia campii H.Rob.","2","6.860039","0.020024","0.014159","0.007133","Munnozia campii H.Rob.","2","9.218704","0.228582","0.161632","0.089793"
"32","Munnozia senecionidis Benth.","56","5.661826","0.011713","0.001565","2e-06","Munnozia senecionidis Benth.","56","7.527445","0.502184","0.067107","0.002936","Munnozia senecionidis Benth.","56","7.111761","0.124865","0.016686","0.000255","Munnozia senecionidis Benth.","56","9.412245","0.392814","0.052492","0.003207"
"33","Munnozia venosissima Ruiz & Pav.","2","5.6666","0","0","4.5e-05","Munnozia venosissima Ruiz & Pav.","2","6.706619","0.114871","0.081226","0.082218","Munnozia venosissima Ruiz & Pav.","2","7.244171","0.067154","0.047485","0.007133","Munnozia venosissima Ruiz & Pav.","2","9.03822","0.119797","0.084709","0.089793"
"34","Oblivia ceronii H.Rob.","1","5.696254",NA,NA,"9e-05","Oblivia ceronii H.Rob.","1","8.348301",NA,NA,"0.164437","Oblivia ceronii H.Rob.","1","7.047517",NA,NA,"0.014267","Oblivia ceronii H.Rob.","1","10.520617",NA,NA,"0.179585"
"35","Otopappus epaleaceus Hemsl.","13","5.688326","0.009686","0.002686","7e-06","Otopappus epaleaceus Hemsl.","13","6.847001","0.242593","0.067283","0.012649","Otopappus epaleaceus Hemsl.","13","7.534066","0.029764","0.008255","0.001097","Otopappus epaleaceus Hemsl.","13","8.525619","0.181648","0.05038","0.013814"
"36","Otopappus verbesinoides Benth.","28","5.686466","0.008755","0.001655","3e-06","Otopappus verbesinoides Benth.","28","7.47543","0.423764","0.080084","0.005873","Otopappus verbesinoides Benth.","28","7.437723","0.091777","0.017344","0.00051","Otopappus verbesinoides Benth.","28","9.243289","0.463697","0.08763","0.006414"
"37","Pentacalia axillariflora S.Díaz & Pedraza","1","5.652665",NA,NA,"9e-05","Pentacalia axillariflora S.Díaz & Pedraza","1","7.568379",NA,NA,"0.164437","Pentacalia axillariflora S.Díaz & Pedraza","1","7.118016",NA,NA,"0.014267","Pentacalia axillariflora S.Díaz & Pedraza","1","9.034796",NA,NA,"0.179585"
"38","Pentacalia cazaletii H.Rob. & Cuatrec.","1","5.665215",NA,NA,"9e-05","Pentacalia cazaletii H.Rob. & Cuatrec.","1","7.753194",NA,NA,"0.164437","Pentacalia cazaletii H.Rob. & Cuatrec.","1","7.077498",NA,NA,"0.014267","Pentacalia cazaletii H.Rob. & Cuatrec.","1","9.615205",NA,NA,"0.179585"
"39","Pentacalia dorrii H.Rob. & Cuatrec.","1","5.647741",NA,NA,"9e-05","Pentacalia dorrii H.Rob. & Cuatrec.","1","6.952729",NA,NA,"0.164437","Pentacalia dorrii H.Rob. & Cuatrec.","1","6.919684",NA,NA,"0.014267","Pentacalia dorrii H.Rob. & Cuatrec.","1","9.240967",NA,NA,"0.179585"
"40","Pentacalia inquisiviensis H.Rob. & Cuatrec.","1","5.649502",NA,NA,"9e-05","Pentacalia inquisiviensis H.Rob. & Cuatrec.","1","6.72263",NA,NA,"0.164437","Pentacalia inquisiviensis H.Rob. & Cuatrec.","1","7.237059",NA,NA,"0.014267","Pentacalia inquisiviensis H.Rob. & Cuatrec.","1","8.633553",NA,NA,"0.179585"
"41","Pentacalia lewisii H.Rob. & Cuatrec.","1","5.641375",NA,NA,"9e-05","Pentacalia lewisii H.Rob. & Cuatrec.","1","7.080868",NA,NA,"0.164437","Pentacalia lewisii H.Rob. & Cuatrec.","1","7.191429",NA,NA,"0.014267","Pentacalia lewisii H.Rob. & Cuatrec.","1","8.603187",NA,NA,"0.179585"
"42","Pentacalia luteynorum H.Rob. & Cuatrec.","3","5.679651","0.019257","0.011118","3e-05","Pentacalia luteynorum H.Rob. & Cuatrec.","3","7.539445","0.927814","0.535674","0.054812","Pentacalia luteynorum H.Rob. & Cuatrec.","3","7.112575","0.050414","0.029107","0.004756","Pentacalia luteynorum H.Rob. & Cuatrec.","3","9.726145","0.680247","0.392741","0.059862"
"43","Pentacalia matagalpensis H.Rob.","1","5.679661",NA,NA,"9e-05","Pentacalia matagalpensis H.Rob.","1","8.163371",NA,NA,"0.164437","Pentacalia matagalpensis H.Rob.","1","7.400621",NA,NA,"0.014267","Pentacalia matagalpensis H.Rob.","1","9.554781",NA,NA,"0.179585"
"44","Pentacalia moronensis H.Rob. & Cuatrec.","1","5.687145",NA,NA,"9e-05","Pentacalia moronensis H.Rob. & Cuatrec.","1","7.103322",NA,NA,"0.164437","Pentacalia moronensis H.Rob. & Cuatrec.","1","7.238497",NA,NA,"0.014267","Pentacalia moronensis H.Rob. & Cuatrec.","1","9.515396",NA,NA,"0.179585"
"45","Pentacalia napoensis H.Rob. & Cuatrec.","1","5.686128",NA,NA,"9e-05","Pentacalia napoensis H.Rob. & Cuatrec.","1","7.795235",NA,NA,"0.164437","Pentacalia napoensis H.Rob. & Cuatrec.","1","7.031741",NA,NA,"0.014267","Pentacalia napoensis H.Rob. & Cuatrec.","1","10.262245",NA,NA,"0.179585"
"46","Pentacalia neblinensis Pruski","1","5.661397",NA,NA,"9e-05","Pentacalia neblinensis Pruski","1","7.889459",NA,NA,"0.164437","Pentacalia neblinensis Pruski","1","7.03966",NA,NA,"0.014267","Pentacalia neblinensis Pruski","1","10.20474",NA,NA,"0.179585"
"47","Pentacalia pailasensis H.Rob. & Cuatrec.","1","5.665561",NA,NA,"9e-05","Pentacalia pailasensis H.Rob. & Cuatrec.","1","6.900731",NA,NA,"0.164437","Pentacalia pailasensis H.Rob. & Cuatrec.","1","7.06732",NA,NA,"0.014267","Pentacalia pailasensis H.Rob. & Cuatrec.","1","9.253687",NA,NA,"0.179585"
"48","Pentacalia palaciosii H.Rob. & Cuatrec.","1","5.669018",NA,NA,"9e-05","Pentacalia palaciosii H.Rob. & Cuatrec.","1","7.611348",NA,NA,"0.164437","Pentacalia palaciosii H.Rob. & Cuatrec.","1","7.015712",NA,NA,"0.014267","Pentacalia palaciosii H.Rob. & Cuatrec.","1","9.973527",NA,NA,"0.179585"
"49","Pentacalia wilburii H.Rob.","1","5.660353",NA,NA,"9e-05","Pentacalia wilburii H.Rob.","1","7.98344",NA,NA,"0.164437","Pentacalia wilburii H.Rob.","1","6.929517",NA,NA,"0.014267","Pentacalia wilburii H.Rob.","1","10.099137",NA,NA,"0.179585"
"50","Pentacalia zakii H.Rob. & Cuatrec.","1","5.669708",NA,NA,"9e-05","Pentacalia zakii H.Rob. & Cuatrec.","1","7.703008",NA,NA,"0.164437","Pentacalia zakii H.Rob. & Cuatrec.","1","7.104144",NA,NA,"0.014267","Pentacalia zakii H.Rob. & Cuatrec.","1","9.858647",NA,NA,"0.179585"
"51","Piptocarpha atratoensis Cuatrec.","1","5.701947",NA,NA,"9e-05","Piptocarpha atratoensis Cuatrec.","1","8.892199",NA,NA,"0.164437","Piptocarpha atratoensis Cuatrec.","1","7.260523",NA,NA,"0.014267","Piptocarpha atratoensis Cuatrec.","1","10.811202",NA,NA,"0.179585"
"52","Piptocarpha auyantepuiensis Aristeg.","1","5.674868",NA,NA,"9e-05","Piptocarpha auyantepuiensis Aristeg.","1","7.929487",NA,NA,"0.164437","Piptocarpha auyantepuiensis Aristeg.","1","7.441907",NA,NA,"0.014267","Piptocarpha auyantepuiensis Aristeg.","1","9.397732",NA,NA,"0.179585"
"53","Piptocarpha boyacensis Cuatrec.","1","5.669364",NA,NA,"9e-05","Piptocarpha boyacensis Cuatrec.","1","7.325149",NA,NA,"0.164437","Piptocarpha boyacensis Cuatrec.","1","7.26543",NA,NA,"0.014267","Piptocarpha boyacensis Cuatrec.","1","9.409273",NA,NA,"0.179585"
"54","Piptocarpha brasiliana Cass.","3","5.689394","0.004804","0.002774","3e-05","Piptocarpha brasiliana Cass.","3","7.179541","0.211991","0.122393","0.054812","Piptocarpha brasiliana Cass.","3","7.214991","0.038436","0.022191","0.004756","Piptocarpha brasiliana Cass.","3","9.123285","0.183063","0.105691","0.059862"
"55","Piptocarpha canescens Gleason","2","5.674851","0.008249","0.005833","4.5e-05","Piptocarpha canescens Gleason","2","7.322045","0.416812","0.294731","0.082218","Piptocarpha canescens Gleason","2","7.21113","0.01514","0.010706","0.007133","Piptocarpha canescens Gleason","2","9.334421","0.250401","0.17706","0.089793"
"56","Piptocarpha gustavo-valerioana G.Lom.Sm.","7","5.689488","0.007887","0.002981","1.3e-05","Piptocarpha gustavo-valerioana G.Lom.Sm.","7","7.155681","0.380314","0.143745","0.023491","Piptocarpha gustavo-valerioana G.Lom.Sm.","7","7.234382","0.072129","0.027262","0.002038","Piptocarpha gustavo-valerioana G.Lom.Sm.","7","9.061757","0.423789","0.160177","0.025655"
"57","Piptocarpha gutierrezii Cuatrec.","14","5.691445","0.007128","0.001905","6e-06","Piptocarpha gutierrezii Cuatrec.","14","7.694907","0.495206","0.132349","0.011745","Piptocarpha gutierrezii Cuatrec.","14","7.20169","0.099422","0.026572","0.001019","Piptocarpha gutierrezii Cuatrec.","14","9.778458","0.51734","0.138265","0.012828"
"58","Piptocarpha jauaensis Aristeg. & Steyerm.","1","5.668673",NA,NA,"9e-05","Piptocarpha jauaensis Aristeg. & Steyerm.","1","8.05611",NA,NA,"0.164437","Piptocarpha jauaensis Aristeg. & Steyerm.","1","7.237778",NA,NA,"0.014267","Piptocarpha jauaensis Aristeg. & Steyerm.","1","9.768069",NA,NA,"0.179585"
"59","Piptocarpha matogrossensis H.Rob.","6","5.697988","0.000859","0.000351","1.5e-05","Piptocarpha matogrossensis H.Rob.","6","7.429429","0.114413","0.046709","0.027406","Piptocarpha matogrossensis H.Rob.","6","7.335536","0.022264","0.009089","0.002378","Piptocarpha matogrossensis H.Rob.","6","9.262535","0.051369","0.020971","0.029931"
"60","Piptocarpha polycephala Baker","3","5.681121","0.007301","0.004215","3e-05","Piptocarpha polycephala Baker","3","7.842994","0.194878","0.112513","0.054812","Piptocarpha polycephala Baker","3","7.355957","0.053432","0.030849","0.004756","Piptocarpha polycephala Baker","3","9.523144","0.015769","0.009104","0.059862"
"61","Piptocarpha richteri Cuatrec.","1","5.696926",NA,NA,"9e-05","Piptocarpha richteri Cuatrec.","1","8.064636",NA,NA,"0.164437","Piptocarpha richteri Cuatrec.","1","7.074117",NA,NA,"0.014267","Piptocarpha richteri Cuatrec.","1","10.33029",NA,NA,"0.179585"
"62","Piptocarpha tetrantha Urb.","2","5.691708","0.002624","0.001855","4.5e-05","Piptocarpha tetrantha Urb.","2","7.512792","0.579077","0.409469","0.082218","Piptocarpha tetrantha Urb.","2","7.34538","0.050203","0.035499","0.007133","Piptocarpha tetrantha Urb.","2","9.524968","0.000774","0.000547","0.089793"
"63","Piptocarpha vasquezii H.Rob.","3","5.696365","0.002025","0.001169","3e-05","Piptocarpha vasquezii H.Rob.","3","7.515043","0.503729","0.290828","0.054812","Piptocarpha vasquezii H.Rob.","3","7.213953","0.120369","0.069495","0.004756","Piptocarpha vasquezii H.Rob.","3","9.778346","0.378","0.218238","0.059862"
"64","Piptocoma acevedoi Pruski","1","5.692216",NA,NA,"9e-05","Piptocoma acevedoi Pruski","1","7.418181",NA,NA,"0.164437","Piptocoma acevedoi Pruski","1","7.410347",NA,NA,"0.014267","Piptocoma acevedoi Pruski","1","9.495519",NA,NA,"0.179585"
"65","Piptocoma rufescens Cass.","1","5.700611",NA,NA,"9e-05","Piptocoma rufescens Cass.","1","7.127694",NA,NA,"0.164437","Piptocoma rufescens Cass.","1","7.502186",NA,NA,"0.014267","Piptocoma rufescens Cass.","1","9.043932",NA,NA,"0.179585"
"66","Salmea glaberrima Wright ex Griseb.","1","5.699607",NA,NA,"9e-05","Salmea glaberrima Wright ex Griseb.","1","7.307873",NA,NA,"0.164437","Salmea glaberrima Wright ex Griseb.","1","7.556951",NA,NA,"0.014267","Salmea glaberrima Wright ex Griseb.","1","8.756368",NA,NA,"0.179585"
"67","Salmea orthocephala Standl. & Steyerm.","4","5.691022","0.005893","0.002946","2.2e-05","Salmea orthocephala Standl. & Steyerm.","4","6.953149","0.19734","0.09867","0.041109","Salmea orthocephala Standl. & Steyerm.","4","7.505677","0.031274","0.015637","0.003567","Salmea orthocephala Standl. & Steyerm.","4","9.061718","0.272729","0.136364","0.044896"
"68","Salmea pauciceps Griseb.","1","5.699607",NA,NA,"9e-05","Salmea pauciceps Griseb.","1","7.307873",NA,NA,"0.164437","Salmea pauciceps Griseb.","1","7.556951",NA,NA,"0.014267","Salmea pauciceps Griseb.","1","8.756368",NA,NA,"0.179585"
"69","Salmea petrobioides Griseb.","1","5.697932",NA,NA,"9e-05","Salmea petrobioides Griseb.","1","7.250636",NA,NA,"0.164437","Salmea petrobioides Griseb.","1","7.546974",NA,NA,"0.014267","Salmea petrobioides Griseb.","1","8.837536",NA,NA,"0.179585"
"70","Sinclairia discolor Hook. & Arn.","27","5.682677","0.013703","0.002637","3e-06","Sinclairia discolor Hook. & Arn.","27","7.524204","0.320945","0.061766","0.00609","Sinclairia discolor Hook. & Arn.","27","7.406134","0.101847","0.0196","0.000528","Sinclairia discolor Hook. & Arn.","27","9.261649","0.365929","0.070423","0.006651"
"71","Stifftia uniflora Ducke","1","5.697932",NA,NA,"9e-05","Stifftia uniflora Ducke","1","7.82963",NA,NA,"0.164437","Stifftia uniflora Ducke","1","7.363914",NA,NA,"0.014267","Stifftia uniflora Ducke","1","9.697201",NA,NA,"0.179585"
"72","Trepadonia oppositifolia H.Rob. & H.Beltrán","1","5.693564",NA,NA,"9e-05","Trepadonia oppositifolia H.Rob. & H.Beltrán","1","7.424762",NA,NA,"0.164437","Trepadonia oppositifolia H.Rob. & H.Beltrán","1","7.186901",NA,NA,"0.014267","Trepadonia oppositifolia H.Rob. & H.Beltrán","1","9.61086",NA,NA,"0.179585"
"73","Trixis chiapensis C.E.Anderson","5","5.684126","0.008962","0.004008","1.8e-05","Trixis chiapensis C.E.Anderson","5","7.292773","0.285047","0.127477","0.032887","Trixis chiapensis C.E.Anderson","5","7.465626","0.034921","0.015617","0.002853","Trixis chiapensis C.E.Anderson","5","8.903793","0.31286","0.139915","0.035917"
"74","Trixis inula Crantz","81","5.690436","0.011339","0.00126","1e-06","Trixis inula Crantz","81","7.083165","0.42113","0.046792","0.00203","Trixis inula Crantz","80","7.494807","0.078775","0.008807","0.000178","Trixis inula Crantz","80","8.813614","0.464841","0.051971","0.002245"
"75","Trixis proustioides Hieron.","7","5.667509","0.013517","0.005109","1.3e-05","Trixis proustioides Hieron.","7","6.924842","0.550411","0.208036","0.023491","Trixis proustioides Hieron.","7","7.27581","0.17637","0.066662","0.002038","Trixis proustioides Hieron.","7","8.709922","0.551101","0.208297","0.025655"
"76","Trixis pruskii D.J.N.Hind","7","5.688149","0.005399","0.002041","1.3e-05","Trixis pruskii D.J.N.Hind","7","6.504421","0.137125","0.051828","0.023491","Trixis pruskii D.J.N.Hind","7","7.313305","0.080559","0.030448","0.002038","Trixis pruskii D.J.N.Hind","7","8.460317","0.153815","0.058137","0.025655"
"77","Verbesina fraseri Hemsl.","3","5.692875","0.006768","0.003908","3e-05","Verbesina fraseri Hemsl.","3","7.850854","0.338141","0.195226","0.054812","Verbesina fraseri Hemsl.","3","7.463386","0.052763","0.030463","0.004756","Verbesina fraseri Hemsl.","3","9.585694","0.034113","0.019695","0.059862"
"78","Wedelia acapulcensis Kunth","46","5.691713","0.009965","0.001469","2e-06","Wedelia acapulcensis Kunth","46","7.197099","0.459586","0.067762","0.003575","Wedelia acapulcensis Kunth","46","7.490323","0.066687","0.009832","0.00031","Wedelia acapulcensis Kunth","46","8.931375","0.473487","0.069812","0.003904"
"79","Zexmenia serrata La Llave","23","5.69422","0.008205","0.001711","4e-06","Zexmenia serrata La Llave","23","7.498362","0.317729","0.066251","0.007149","Zexmenia serrata La Llave","23","7.428179","0.061084","0.012737","0.00062","Zexmenia serrata La Llave","23","9.34638","0.418096","0.087179","0.007808"
"80","Burmeistera asclepiadea Gleason","9","5.673621","0.015229","0.005076","1e-05","Burmeistera asclepiadea Gleason","9","7.796455","0.579386","0.193129","0.018271","Burmeistera asclepiadea Gleason","9","7.172965","0.142516","0.047505","0.001585","Burmeistera asclepiadea Gleason","9","9.825652","0.366722","0.122241","0.019954"
"81","Burmeistera brachyandra E.Wimm.","3","5.693892","0.004989","0.00288","3e-05","Burmeistera brachyandra E.Wimm.","3","7.657896","0.091952","0.053089","0.054812","Burmeistera brachyandra E.Wimm.","3","6.99008","0.037963","0.021918","0.004756","Burmeistera brachyandra E.Wimm.","3","9.913163","0.194818","0.112478","0.059862"
"82","Burmeistera mcvaughii Wilbur","1","5.656167",NA,NA,"9e-05","Burmeistera mcvaughii Wilbur","1","8.130648",NA,NA,"0.164437","Burmeistera mcvaughii Wilbur","1","6.910751",NA,NA,"0.014267","Burmeistera mcvaughii Wilbur","1","10.372866",NA,NA,"0.179585"
"83","Burmeistera puberula E.Wimm.","1","5.664175",NA,NA,"9e-05","Burmeistera puberula E.Wimm.","1","7.36897",NA,NA,"0.164437","Burmeistera puberula E.Wimm.","1","7.127694",NA,NA,"0.014267","Burmeistera puberula E.Wimm.","1","9.11405",NA,NA,"0.179585"
"84","Centropogon argutus E.Wimm.","1","5.660005",NA,NA,"9e-05","Centropogon argutus E.Wimm.","1","6.811244",NA,NA,"0.164437","Centropogon argutus E.Wimm.","1","7.157735",NA,NA,"0.014267","Centropogon argutus E.Wimm.","1","9.001839",NA,NA,"0.179585"
"85","Centropogon densiflorus Benth.","1","5.658262",NA,NA,"9e-05","Centropogon densiflorus Benth.","1","7.231287",NA,NA,"0.164437","Centropogon densiflorus Benth.","1","7.022868",NA,NA,"0.014267","Centropogon densiflorus Benth.","1","9.390075",NA,NA,"0.179585"
