"","species","n_temp","mean_temp","sd_temp","se_temp","within_sp_var_temp","species.1","n_prec","mean_prec","sd_prec","se_prec","within_sp_var_prec","species.2","n_pet","mean_pet","sd_pet","se_pet","within_sp_var_pet","species.3","n_aridity","mean_aridity","sd_aridity","se_aridity","within_sp_var_aridity"
"86","Centropogon fulvus Gleason","2","5.668127","0.028332","0.020034","4.5e-05","Centropogon fulvus Gleason","2","8.079218","0.235366","0.166429","0.082218","Centropogon fulvus Gleason","2","7.160556","0.151278","0.10697","0.007133","Centropogon fulvus Gleason","2","9.742608","0.019475","0.013771","0.089793"
"87","Centropogon granulosus C.Presl","41","5.680138","0.014154","0.00221","2e-06","Centropogon granulosus C.Presl","41","7.886976","0.374496","0.058486","0.004011","Centropogon granulosus C.Presl","40","7.2168","0.166115","0.026265","0.000357","Centropogon granulosus C.Presl","40","9.771526","0.286649","0.045323","0.00449"
"88","Centropogon intonsus Gleason","3","5.655022","0.016939","0.00978","3e-05","Centropogon intonsus Gleason","3","6.883042","0.203749","0.117635","0.054812","Centropogon intonsus Gleason","3","6.999759","0.282856","0.163307","0.004756","Centropogon intonsus Gleason","3","9.157234","0.489068","0.282364","0.059862"
"89","Centropogon luteus E.Wimm.","3","5.661506","0.004534","0.002618","3e-05","Centropogon luteus E.Wimm.","3","7.160561","0.370486","0.2139","0.054812","Centropogon luteus E.Wimm.","3","6.953329","0.010555","0.006094","0.004756","Centropogon luteus E.Wimm.","3","9.534688","0.164997","0.095261","0.059862"
"90","Centropogon medusa E.Wimm.","1","5.64527",NA,NA,"9e-05","Centropogon medusa E.Wimm.","1","6.625392",NA,NA,"0.164437","Centropogon medusa E.Wimm.","1","6.802395",NA,NA,"0.014267","Centropogon medusa E.Wimm.","1","9.619",NA,NA,"0.179585"
"91","Centropogon pulcher Zahlbr.","4","5.667378","0.015151","0.007575","2.2e-05","Centropogon pulcher Zahlbr.","4","6.667592","0.451585","0.225793","0.041109","Centropogon pulcher Zahlbr.","4","7.243284","0.032999","0.0165","0.003567","Centropogon pulcher Zahlbr.","4","8.973534","0.575753","0.287876","0.044896"
"92","Centropogon reflexus C.Presl","2","5.649987","0.013182","0.009321","4.5e-05","Centropogon reflexus C.Presl","2","7.103151","0.386585","0.273357","0.082218","Centropogon reflexus C.Presl","2","7.194753","0.01539","0.010882","0.007133","Centropogon reflexus C.Presl","2","8.695911","0.147578","0.104353","0.089793"
"93","Centropogon rubiginosus E.Wimm.","1","5.642793",NA,NA,"9e-05","Centropogon rubiginosus E.Wimm.","1","7.080868",NA,NA,"0.164437","Centropogon rubiginosus E.Wimm.","1","6.874198",NA,NA,"0.014267","Centropogon rubiginosus E.Wimm.","1","9.471396",NA,NA,"0.179585"
"94","Centropogon solanifolius Benth.","37","5.669787","0.012844","0.002112","2e-06","Centropogon solanifolius Benth.","37","7.616042","0.467504","0.076857","0.004444","Centropogon solanifolius Benth.","37","7.159331","0.113631","0.018681","0.000386","Centropogon solanifolius Benth.","37","9.535187","0.430007","0.070693","0.004854"
"95","Centropogon trachyanthus E.Wimm.","2","5.681114","0.018082","0.012786","4.5e-05","Centropogon trachyanthus E.Wimm.","2","8.223499","0.126739","0.089618","0.082218","Centropogon trachyanthus E.Wimm.","2","7.025089","0.004402","0.003113","0.007133","Centropogon trachyanthus E.Wimm.","2","10.148142","0.50019","0.353688","0.089793"
"96","Centropogon urubambae E.Wimm.","3","5.67764","0.015846","0.009149","3e-05","Centropogon urubambae E.Wimm.","3","6.806228","0.397112","0.229273","0.054812","Centropogon urubambae E.Wimm.","3","7.270594","0.057681","0.033302","0.004756","Centropogon urubambae E.Wimm.","3","9.331332","0.163343","0.094306","0.059862"
"97","Centropogon yungasensis Britton","9","5.668751","0.009157","0.003052","1e-05","Centropogon yungasensis Britton","9","7.248155","0.437782","0.145927","0.018271","Centropogon yungasensis Britton","9","7.193114","0.091063","0.030354","0.001585","Centropogon yungasensis Britton","9","9.227085","0.232153","0.077384","0.019954"
"98","Siphocampylus aureus Rusby","2","5.684546","0.014657","0.010364","4.5e-05","Siphocampylus aureus Rusby","2","6.950498","0.121128","0.08565","0.082218","Siphocampylus aureus Rusby","2","7.478378","0.060726","0.04294","0.007133","Siphocampylus aureus Rusby","2","8.495688","0.154878","0.109515","0.089793"
"99","Siphocampylus ayersiae Lammers","3","5.650296","0.00899","0.00519","3e-05","Siphocampylus ayersiae Lammers","3","7.213722","0.103046","0.059494","0.054812","Siphocampylus ayersiae Lammers","3","7.173707","0.078543","0.045347","0.004756","Siphocampylus ayersiae Lammers","3","8.89703","0.105909","0.061147","0.059862"
"100","Siphocampylus brevicalyx E.Wimm.","2","5.644157","0.01451","0.01026","4.5e-05","Siphocampylus brevicalyx E.Wimm.","2","7.206716","0.109486","0.077418","0.082218","Siphocampylus brevicalyx E.Wimm.","2","6.834678","0.153364","0.108445","0.007133","Siphocampylus brevicalyx E.Wimm.","2","9.565284","0.04432","0.031339","0.089793"
"101","Siphocampylus brevipedicellatus E.Wimm.","1","5.678294",NA,NA,"9e-05","Siphocampylus brevipedicellatus E.Wimm.","1","7.651596",NA,NA,"0.164437","Siphocampylus brevipedicellatus E.Wimm.","1","7.257003",NA,NA,"0.014267","Siphocampylus brevipedicellatus E.Wimm.","1","9.499646",NA,NA,"0.179585"
"102","Siphocampylus chloroleucus E.Wimm.","2","5.66086","0.007627","0.005393","4.5e-05","Siphocampylus chloroleucus E.Wimm.","2","7.134611","0.130567","0.092325","0.082218","Siphocampylus chloroleucus E.Wimm.","2","7.266011","0.021744","0.015375","0.007133","Siphocampylus chloroleucus E.Wimm.","2","9.022315","0.208324","0.147307","0.089793"
"103","Siphocampylus correoides Zahlbr.","2","5.651428","0.005713","0.00404","4.5e-05","Siphocampylus correoides Zahlbr.","2","7.293446","0.031731","0.022437","0.082218","Siphocampylus correoides Zahlbr.","2","7.168132","0.015805","0.011176","0.007133","Siphocampylus correoides Zahlbr.","2","8.918251","0.236305","0.167093","0.089793"
"104","Siphocampylus dependens G.Don","7","5.65992","0.020665","0.007811","1.3e-05","Siphocampylus dependens G.Don","7","6.996181","0.325171","0.122903","0.023491","Siphocampylus dependens G.Don","7","7.146644","0.060925","0.023027","0.002038","Siphocampylus dependens G.Don","7","9.080614","0.327185","0.123664","0.025655"
"105","Siphocampylus elegans Planch.","1","5.657564",NA,NA,"9e-05","Siphocampylus elegans Planch.","1","7.063904",NA,NA,"0.164437","Siphocampylus elegans Planch.","1","7.137278",NA,NA,"0.014267","Siphocampylus elegans Planch.","1","9.070503",NA,NA,"0.179585"
"106","Siphocampylus fissus Gleason","1","5.661397",NA,NA,"9e-05","Siphocampylus fissus Gleason","1","7.664347",NA,NA,"0.164437","Siphocampylus fissus Gleason","1","7.178545",NA,NA,"0.014267","Siphocampylus fissus Gleason","1","9.298809",NA,NA,"0.179585"
"107","Siphocampylus flagelliformis Zahlbr.","2","5.648244","0.010216","0.007224","4.5e-05","Siphocampylus flagelliformis Zahlbr.","2","7.28744","0.085565","0.060504","0.082218","Siphocampylus flagelliformis Zahlbr.","2","7.195148","0.078471","0.055487","0.007133","Siphocampylus flagelliformis Zahlbr.","2","8.890158","0.021426","0.01515","0.089793"
"108","Siphocampylus grandiflorus E.Wimm.","1","5.650206",NA,NA,"9e-05","Siphocampylus grandiflorus E.Wimm.","1","7.443664",NA,NA,"0.164437","Siphocampylus grandiflorus E.Wimm.","1","7.118016",NA,NA,"0.014267","Siphocampylus grandiflorus E.Wimm.","1","8.933532",NA,NA,"0.179585"
"109","Siphocampylus humboldtianus A.DC.","2","5.672395","0.016538","0.011694","4.5e-05","Siphocampylus humboldtianus A.DC.","2","6.656541","0.02727","0.019283","0.082218","Siphocampylus humboldtianus A.DC.","2","7.177605","0.163219","0.115413","0.007133","Siphocampylus humboldtianus A.DC.","2","9.030235","0.150252","0.106244","0.089793"
"110","Siphocampylus longipedunculatus Pohl","4","5.680057","0.009023","0.004511","2.2e-05","Siphocampylus longipedunculatus Pohl","4","7.340486","0.240056","0.120028","0.041109","Siphocampylus longipedunculatus Pohl","4","7.1668","0.082469","0.041234","0.003567","Siphocampylus longipedunculatus Pohl","4","9.363596","0.191696","0.095848","0.044896"
"111","Siphocampylus membranaceus Britton","1","5.676925",NA,NA,"9e-05","Siphocampylus membranaceus Britton","1","6.613384",NA,NA,"0.164437","Siphocampylus membranaceus Britton","1","7.202661",NA,NA,"0.014267","Siphocampylus membranaceus Britton","1","9.264165",NA,NA,"0.179585"
"112","Siphocampylus nobilis E.Wimm.","2","5.65861","0.001973","0.001395","4.5e-05","Siphocampylus nobilis E.Wimm.","2","6.973466","0.229416","0.162222","0.082218","Siphocampylus nobilis E.Wimm.","2","7.111247","0.065744","0.046488","0.007133","Siphocampylus nobilis E.Wimm.","2","9.109677","0.152506","0.107838","0.089793"
"113","Siphocampylus nummularius E.Wimm.","1","5.637821",NA,NA,"9e-05","Siphocampylus nummularius E.Wimm.","1","6.801283",NA,NA,"0.164437","Siphocampylus nummularius E.Wimm.","1","7.44132",NA,NA,"0.014267","Siphocampylus nummularius E.Wimm.","1","8.032035",NA,NA,"0.179585"
"114","Siphocampylus oblongifolius Rusby","1","5.689515",NA,NA,"9e-05","Siphocampylus oblongifolius Rusby","1","6.961296",NA,NA,"0.164437","Siphocampylus oblongifolius Rusby","1","7.325149",NA,NA,"0.014267","Siphocampylus oblongifolius Rusby","1","9.18533",NA,NA,"0.179585"
"115","Siphocampylus odontosepalus Vatke","2","5.675725","0.002182","0.001543","4.5e-05","Siphocampylus odontosepalus Vatke","2","6.987752","0.486437","0.343963","0.082218","Siphocampylus odontosepalus Vatke","2","7.235139","0.043826","0.03099","0.007133","Siphocampylus odontosepalus Vatke","2","9.00616","0.29609","0.209367","0.089793"
"116","Siphocampylus onagrius E.Wimm.","1","5.661397",NA,NA,"9e-05","Siphocampylus onagrius E.Wimm.","1","7.664347",NA,NA,"0.164437","Siphocampylus onagrius E.Wimm.","1","7.178545",NA,NA,"0.014267","Siphocampylus onagrius E.Wimm.","1","9.298809",NA,NA,"0.179585"
"117","Siphocampylus penduliflorus Decne. ex Planch.","2","5.694051","0.00833","0.00589","4.5e-05","Siphocampylus penduliflorus Decne. ex Planch.","2","7.577776","0.148078","0.104707","0.082218","Siphocampylus penduliflorus Decne. ex Planch.","2","7.176868","0.060492","0.042774","0.007133","Siphocampylus penduliflorus Decne. ex Planch.","2","9.961221","0.657751","0.4651","0.089793"
"118","Siphocampylus pozuzensis E.Wimm.","1","5.691879",NA,NA,"9e-05","Siphocampylus pozuzensis E.Wimm.","1","7.221105",NA,NA,"0.164437","Siphocampylus pozuzensis E.Wimm.","1","7.185387",NA,NA,"0.014267","Siphocampylus pozuzensis E.Wimm.","1","9.385553",NA,NA,"0.179585"
"119","Siphocampylus reflexus Rusby","2","5.678639","0.025861","0.018286","4.5e-05","Siphocampylus reflexus Rusby","2","7.289519","1.305388","0.923049","0.082218","Siphocampylus reflexus Rusby","2","7.456588","0.024914","0.017617","0.007133","Siphocampylus reflexus Rusby","2","9.188041","1.197654","0.846869","0.089793"
"120","Siphocampylus sanguineus Zahlbr.","1","5.653716",NA,NA,"9e-05","Siphocampylus sanguineus Zahlbr.","1","7.2086",NA,NA,"0.164437","Siphocampylus sanguineus Zahlbr.","1","7.110696",NA,NA,"0.014267","Siphocampylus sanguineus Zahlbr.","1","9.214133",NA,NA,"0.179585"
"121","Siphocampylus secundus E.Wimm.","2","5.659466","0.008131","0.005749","4.5e-05","Siphocampylus secundus E.Wimm.","2","6.732767","0.012635","0.008934","0.082218","Siphocampylus secundus E.Wimm.","2","7.098953","0.031536","0.022299","0.007133","Siphocampylus secundus E.Wimm.","2","9.085858","0.206682","0.146146","0.089793"
"122","Siphocampylus soraticus E.Wimm.","4","5.65059","0.019522","0.009761","2.2e-05","Siphocampylus soraticus E.Wimm.","4","6.974121","0.233231","0.116616","0.041109","Siphocampylus soraticus E.Wimm.","4","7.205006","0.064136","0.032068","0.003567","Siphocampylus soraticus E.Wimm.","4","8.956412","0.240422","0.120211","0.044896"
"123","Siphocampylus stenolobus E.Wimm.","2","5.648607","0.007721","0.00546","4.5e-05","Siphocampylus stenolobus E.Wimm.","2","7.080727","0.323126","0.228485","0.082218","Siphocampylus stenolobus E.Wimm.","2","7.15497","0.119141","0.084245","0.007133","Siphocampylus stenolobus E.Wimm.","2","8.736365","0.429106","0.303424","0.089793"
"124","Siphocampylus tortuosus Zahlbr.","1","5.65126",NA,NA,"9e-05","Siphocampylus tortuosus Zahlbr.","1","6.4708",NA,NA,"0.164437","Siphocampylus tortuosus Zahlbr.","1","7.122867",NA,NA,"0.014267","Siphocampylus tortuosus Zahlbr.","1","8.99293",NA,NA,"0.179585"
"125","Rochefortia lundellii Camp","7","5.697736","0.003127","0.001182","1.3e-05","Rochefortia lundellii Camp","7","7.365011","0.413105","0.156139","0.023491","Rochefortia lundellii Camp","7","7.456669","0.06239","0.023581","0.002038","Rochefortia lundellii Camp","7","9.072759","0.499841","0.188922","0.025655"
"126","Varronia dichotoma Ruiz & Pav.","76","5.691032","0.010697","0.001227","1e-06","Varronia dichotoma Ruiz & Pav.","76","7.481613","0.517658","0.059379","0.002164","Varronia dichotoma Ruiz & Pav.","75","7.308596","0.139047","0.016056","0.00019","Varronia dichotoma Ruiz & Pav.","75","9.438541","0.481783","0.055632","0.002394"
"127","Varronia polycephala Lam.","141","5.69376","0.009042","0.000761","1e-06","Varronia polycephala Lam.","141","7.376898","0.335197","0.028229","0.001166","Varronia polycephala Lam.","142","7.331234","0.112212","0.009417","1e-04","Varronia polycephala Lam.","142","9.257658","0.324326","0.027217","0.001265"
"128","Tournefortia angustiflora Ruiz & Pav.","28","5.69602","0.009381","0.001773","3e-06","Tournefortia angustiflora Ruiz & Pav.","28","7.754983","0.286868","0.054213","0.005873","Tournefortia angustiflora Ruiz & Pav.","26","7.397918","0.121491","0.023826","0.000549","Tournefortia angustiflora Ruiz & Pav.","26","9.528355","0.313783","0.061538","0.006907"
"129","Tournefortia chinchensis Killip","1","5.648798",NA,NA,"9e-05","Tournefortia chinchensis Killip","1","6.783325",NA,NA,"0.164437","Tournefortia chinchensis Killip","1","7.31322",NA,NA,"0.014267","Tournefortia chinchensis Killip","1","8.485909",NA,NA,"0.179585"
"130","Tournefortia coriacea Vaupel","6","5.696868","0.001892","0.000772","1.5e-05","Tournefortia coriacea Vaupel","6","7.938965","0.236572","0.09658","0.027406","Tournefortia coriacea Vaupel","6","7.148482","0.084944","0.034678","0.002378","Tournefortia coriacea Vaupel","6","9.961207","0.275421","0.11244","0.029931"
"131","Tournefortia cuspidata Kunth","57","5.697213","0.007118","0.000943","2e-06","Tournefortia cuspidata Kunth","57","7.905739","0.412366","0.054619","0.002885","Tournefortia cuspidata Kunth","56","7.2938","0.1496","0.019991","0.000255","Tournefortia cuspidata Kunth","56","9.829631","0.377127","0.050396","0.003207"
"132","Tournefortia melanochaeta DC.","11","5.696568","0.006979","0.002104","8e-06","Tournefortia melanochaeta DC.","11","7.868881","0.345866","0.104283","0.014949","Tournefortia melanochaeta DC.","11","7.30896","0.070726","0.021325","0.001297","Tournefortia melanochaeta DC.","11","9.626036","0.246659","0.07437","0.016326"
"133","Tournefortia scabra Lam.","6","5.693708","0.013865","0.00566","1.5e-05","Tournefortia scabra Lam.","6","7.182119","0.280676","0.114585","0.027406","Tournefortia scabra Lam.","5","7.454914","0.108539","0.04854","0.002853","Tournefortia scabra Lam.","5","8.973467","0.233398","0.104379","0.035917"
"134","Tournefortia setacea Killip","8","5.694263","0.006098","0.002156","1.1e-05","Tournefortia setacea Killip","8","7.635948","0.503446","0.177995","0.020555","Tournefortia setacea Killip","8","7.293443","0.10173","0.035967","0.001783","Tournefortia setacea Killip","8","9.755006","0.473062","0.167253","0.022448"
"135","Tournefortia subsessilis Cham.","3","5.700833","0.001075","0.000621","3e-05","Tournefortia subsessilis Cham.","3","7.453546","0.120753","0.069717","0.054812","Tournefortia subsessilis Cham.","2","7.37355","0.023521","0.016632","0.007133","Tournefortia subsessilis Cham.","2","9.382771","0.151346","0.107018","0.089793"
"136","Tournefortia ulei Vaupel","30","5.698003","0.003845","0.000702","3e-06","Tournefortia ulei Vaupel","30","7.836138","0.323811","0.05912","0.005481","Tournefortia ulei Vaupel","30","7.30673","0.127029","0.023192","0.000476","Tournefortia ulei Vaupel","30","9.765813","0.351841","0.064237","0.005986"
"137","Tournefortia villosa Salzm. ex DC.","20","5.691161","0.007366","0.001647","4e-06","Tournefortia villosa Salzm. ex DC.","20","7.098346","0.347825","0.077776","0.008222","Tournefortia villosa Salzm. ex DC.","20","7.271411","0.09797","0.021907","0.000713","Tournefortia villosa Salzm. ex DC.","20","9.026831","0.33473","0.074848","0.008979"
"138","Celosia nitida Vahl","21","5.696841","0.006608","0.001442","4e-06","Celosia nitida Vahl","21","6.955026","0.395032","0.086203","0.00783","Celosia nitida Vahl","20","7.495192","0.070661","0.0158","0.000713","Celosia nitida Vahl","20","8.670659","0.409641","0.091599","0.008979"
"139","Hebanthe spicata Mart.","2","5.687649","0.004072","0.002879","4.5e-05","Hebanthe spicata Mart.","2","6.649625","0.203422","0.143841","0.082218","Hebanthe spicata Mart.","2","7.375717","0.025684","0.018161","0.007133","Hebanthe spicata Mart.","2","8.534225","0.14047","0.099327","0.089793"
"140","Iresine diffusa Humb. & Bonpl. ex Willd.","215","5.683639","0.01615","0.001101","0","Iresine diffusa Humb. & Bonpl. ex Willd.","215","7.286558","0.539147","0.03677","0.000765","Iresine diffusa Humb. & Bonpl. ex Willd.","212","7.341963","0.166325","0.011423","6.7e-05","Iresine diffusa Humb. & Bonpl. ex Willd.","212","9.168121","0.600469","0.04124","0.000847"
"141","Iresine interrupta Benth.","43","5.685302","0.013065","0.001992","2e-06","Iresine interrupta Benth.","43","6.994041","0.359003","0.054747","0.003824","Iresine interrupta Benth.","43","7.481342","0.069187","0.010551","0.000332","Iresine interrupta Benth.","43","8.72788","0.393991","0.060083","0.004176"
"142","Iresine nigra Uline & Bray","41","5.69223","0.008469","0.001323","2e-06","Iresine nigra Uline & Bray","41","7.235196","0.436605","0.068186","0.004011","Iresine nigra Uline & Bray","41","7.482694","0.081516","0.012731","0.000348","Iresine nigra Uline & Bray","41","8.994823","0.448945","0.070113","0.00438"
"143","Iresine rzedowskii Zumaya, Flores Olv. & Borsch","1","5.667637",NA,NA,"9e-05","Iresine rzedowskii Zumaya, Flores Olv. & Borsch","1","6.932448",NA,NA,"0.164437","Iresine rzedowskii Zumaya, Flores Olv. & Borsch","1","7.462215",NA,NA,"0.014267","Iresine rzedowskii Zumaya, Flores Olv. & Borsch","1","8.487146",NA,NA,"0.179585"
"144","Cereus mirabella N.P.Taylor","9","5.696622","0.00333","0.00111","1e-05","Cereus mirabella N.P.Taylor","9","7.056536","0.201588","0.067196","0.018271","Cereus mirabella N.P.Taylor","9","7.433403","0.047446","0.015815","0.001585","Cereus mirabella N.P.Taylor","9","8.879345","0.252932","0.084311","0.019954"
"145","Haageocereus pacalaensis Backeb.","1","5.685449",NA,NA,"9e-05","Haageocereus pacalaensis Backeb.","1","4.615121",NA,NA,"0.164437","Haageocereus pacalaensis Backeb.","1","7.293018",NA,NA,"0.014267","Haageocereus pacalaensis Backeb.","1","5.652489",NA,NA,"0.179585"
"146","Haageocereus tenuis F.Ritter","2","5.681176","0.00892","0.006307","4.5e-05","Haageocereus tenuis F.Ritter","2","2.8102","0.460035","0.325294","0.082218","Haageocereus tenuis F.Ritter","2","7.16432","0.296534","0.209681","0.007133","Haageocereus tenuis F.Ritter","2","4.763159","2.648521","1.872787","0.089793"
"147","Tacinga funalis Britton & Rose","12","5.694922","0.005869","0.001694","7e-06","Tacinga funalis Britton & Rose","12","6.434384","0.258804","0.07471","0.013703","Tacinga funalis Britton & Rose","12","7.385746","0.096851","0.027958","0.001189","Tacinga funalis Britton & Rose","12","8.223484","0.334144","0.096459","0.014965"
"148","Bougainvillea spectabilis Willd.","86","5.689364","0.013013","0.001403","1e-06","Bougainvillea spectabilis Willd.","86","7.016955","0.541788","0.058423","0.001912","Bougainvillea spectabilis Willd.","87","7.331067","0.145823","0.015634","0.000164","Bougainvillea spectabilis Willd.","87","8.947708","0.639801","0.068594","0.002064"
"149","Colignonia glomerata Griseb.","7","5.652013","0.021664","0.008188","1.3e-05","Colignonia glomerata Griseb.","7","6.988421","0.433285","0.163766","0.023491","Colignonia glomerata Griseb.","7","7.255229","0.0809","0.030577","0.002038","Colignonia glomerata Griseb.","7","8.854251","0.297824","0.112567","0.025655"
"150","Colignonia ovalifolia Heimerl","7","5.650877","0.020599","0.007786","1.3e-05","Colignonia ovalifolia Heimerl","7","7.372567","0.595348","0.22502","0.023491","Colignonia ovalifolia Heimerl","7","6.95081","0.17247","0.065188","0.002038","Colignonia ovalifolia Heimerl","7","9.510079","0.478285","0.180775","0.025655"
"151","Colignonia rufopilosa Kuntze","14","5.652819","0.014353","0.003836","6e-06","Colignonia rufopilosa Kuntze","14","7.095568","0.516761","0.13811","0.011745","Colignonia rufopilosa Kuntze","14","7.147323","0.152385","0.040727","0.001019","Colignonia rufopilosa Kuntze","14","9.032811","0.478537","0.127894","0.012828"
"152","Cryptocarpus pyriformis Kunth","6","5.694905","0.00336","0.001372","1.5e-05","Cryptocarpus pyriformis Kunth","6","6.586072","0.342663","0.139892","0.027406","Cryptocarpus pyriformis Kunth","3","7.118743","0.05156","0.029768","0.004756","Cryptocarpus pyriformis Kunth","3","9.135459","0.137119","0.079166","0.059862"
"153","Pisonia aculeata L.","183","5.695624","0.007296","0.000539","0","Pisonia aculeata L.","183","7.15133","0.459681","0.033981","0.000899","Pisonia aculeata L.","180","7.428174","0.126008","0.009392","7.9e-05","Pisonia aculeata L.","180","8.953114","0.503306","0.037514","0.000998"
"154","Seguieria aculeata Jacq.","35","5.691277","0.006962","0.001177","3e-06","Seguieria aculeata Jacq.","35","7.008854","0.533729","0.090217","0.004698","Seguieria aculeata Jacq.","35","7.33923","0.134234","0.02269","0.000408","Seguieria aculeata Jacq.","35","8.934089","0.577252","0.097573","0.005131"
"155","Seguieria americana L.","43","5.695741","0.006611","0.001008","2e-06","Seguieria americana L.","43","7.183141","0.434931","0.066326","0.003824","Seguieria americana L.","43","7.335705","0.126719","0.019324","0.000332","Seguieria americana L.","43","9.121755","0.482479","0.073577","0.004176"
"156","Seguieria macrophylla Benth.","29","5.698345","0.00553","0.001027","3e-06","Seguieria macrophylla Benth.","29","7.536645","0.427314","0.07935","0.00567","Seguieria macrophylla Benth.","29","7.340728","0.110158","0.020456","0.000492","Seguieria macrophylla Benth.","29","9.419378","0.360507","0.066944","0.006193"
"157","Coccoloba conduplicata Maguire","2","5.695409","0.004516","0.003193","4.5e-05","Coccoloba conduplicata Maguire","2","7.60507","0.079177","0.055987","0.082218","Coccoloba conduplicata Maguire","2","7.350204","0.079912","0.056506","0.007133","Coccoloba conduplicata Maguire","2","9.449536","0.01965","0.013895","0.089793"
"158","Coccoloba gentryi R.A.Howard","6","5.693194","0.00894","0.00365","1.5e-05","Coccoloba gentryi R.A.Howard","6","7.813979","0.071377","0.02914","0.027406","Coccoloba gentryi R.A.Howard","6","7.252543","0.109095","0.044538","0.002378","Coccoloba gentryi R.A.Howard","6","9.871538","0.093376","0.038121","0.029931"
"159","Coccoloba lucidula Benth.","60","5.696447","0.005451","0.000704","1e-06","Coccoloba lucidula Benth.","60","7.349308","0.41536","0.053623","0.002741","Coccoloba lucidula Benth.","59","7.326681","0.088201","0.011483","0.000242","Coccoloba lucidula Benth.","59","9.235388","0.437466","0.056953","0.003044"
"160","Coccoloba marginata Benth.","88","5.697927","0.003088","0.000329","1e-06","Coccoloba marginata Benth.","88","7.530968","0.371447","0.039596","0.001869","Coccoloba marginata Benth.","88","7.33389","0.111044","0.011837","0.000162","Coccoloba marginata Benth.","88","9.378888","0.384888","0.041029","0.002041"
"161","Coccoloba paraensis Meisn.","12","5.699187","0.002058","0.000594","7e-06","Coccoloba paraensis Meisn.","12","7.757593","0.36139","0.104324","0.013703","Coccoloba paraensis Meisn.","12","7.20711","0.132632","0.038288","0.001189","Coccoloba paraensis Meisn.","12","9.771165","0.412335","0.119031","0.014965"
"162","Coccoloba parimensis Benth.","71","5.69755","0.004156","0.000493","1e-06","Coccoloba parimensis Benth.","71","7.520994","0.448123","0.053182","0.002316","Coccoloba parimensis Benth.","71","7.309814","0.099951","0.011862","0.000201","Coccoloba parimensis Benth.","71","9.429364","0.442417","0.052505","0.002529"
"163","Commelina rufipes Seub.","87","5.694061","0.007107","0.000762","1e-06","Commelina rufipes Seub.","87","7.555841","0.382591","0.041018","0.00189","Commelina rufipes Seub.","88","7.318033","0.125246","0.013351","0.000162","Commelina rufipes Seub.","88","9.464373","0.427473","0.045569","0.002041"
"164","Dichorisandra angustifolia L.Linden & Rodigas","3","5.695127","0.004459","0.002574","3e-05","Dichorisandra angustifolia L.Linden & Rodigas","3","7.731393","0.514913","0.297285","0.054812","Dichorisandra angustifolia L.Linden & Rodigas","3","7.276428","0.206364","0.119144","0.004756","Dichorisandra angustifolia L.Linden & Rodigas","3","9.599591","0.279195","0.161193","0.059862"
"165","Dichorisandra ulei J.F.Macbr.","64","5.69215","0.010656","0.001332","1e-06","Dichorisandra ulei J.F.Macbr.","64","7.799076","0.398063","0.049758","0.002569","Dichorisandra ulei J.F.Macbr.","64","7.137144","0.096724","0.012091","0.000223","Dichorisandra ulei J.F.Macbr.","64","9.874558","0.341525","0.042691","0.002806"
"166","Dichorisandra villosula Mart.","25","5.694276","0.005586","0.001117","4e-06","Dichorisandra villosula Mart.","25","7.752399","0.473249","0.09465","0.006577","Dichorisandra villosula Mart.","25","7.231204","0.100423","0.020085","0.000571","Dichorisandra villosula Mart.","25","9.683241","0.511638","0.102328","0.007183"
"167","Floscopa peruviana Hassk. ex C.B.Clarke","50","5.694233","0.008012","0.001133","2e-06","Floscopa peruviana Hassk. ex C.B.Clarke","50","7.757218","0.375969","0.05317","0.003289","Floscopa peruviana Hassk. ex C.B.Clarke","50","7.145479","0.087672","0.012399","0.000285","Floscopa peruviana Hassk. ex C.B.Clarke","50","9.869675","0.323253","0.045715","0.003592"
"168","Coriaria ruscifolia L.","46","5.659561","0.014501","0.002138","2e-06","Coriaria ruscifolia L.","46","7.356115","0.530945","0.078284","0.003575","Coriaria ruscifolia L.","46","7.14994","0.164419","0.024242","0.00031","Coriaria ruscifolia L.","46","9.288661","0.488579","0.072037","0.003904"
"169","Satyria breviflora Hoerold","5","5.673836","0.013366","0.005977","1.8e-05","Satyria breviflora Hoerold","5","7.724175","0.240773","0.107677","0.032887","Satyria breviflora Hoerold","5","7.230481","0.102526","0.045851","0.002853","Satyria breviflora Hoerold","5","9.636101","0.163064","0.072924","0.035917"
"170","Satyria ventricosa Luteyn","1","5.68409",NA,NA,"9e-05","Satyria ventricosa Luteyn","1","7.980024",NA,NA,"0.164437","Satyria ventricosa Luteyn","1","7.278629",NA,NA,"0.014267","Satyria ventricosa Luteyn","1","10.079078",NA,NA,"0.179585"
"171","Vaccinium euryanthum A.C.Sm.","10","5.686915","0.007603","0.002404","9e-06","Vaccinium euryanthum A.C.Sm.","10","7.888662","0.33643","0.106389","0.016444","Vaccinium euryanthum A.C.Sm.","10","7.37028","0.051797","0.01638","0.001427","Vaccinium euryanthum A.C.Sm.","10","9.571754","0.1035","0.03273","0.017959"
"172","Norantea guianensis Aubl.","129","5.696906","0.005472","0.000482","1e-06","Norantea guianensis Aubl.","129","7.609152","0.39005","0.034342","0.001275","Norantea guianensis Aubl.","129","7.30618","0.107831","0.009494","0.000111","Norantea guianensis Aubl.","129","9.476081","0.43275","0.038102","0.001392"
