"","species","n_temp","mean_temp","sd_temp","se_temp","within_sp_var_temp","species.1","n_prec","mean_prec","sd_prec","se_prec","within_sp_var_prec","species.2","n_pet","mean_pet","sd_pet","se_pet","within_sp_var_pet","species.3","n_aridity","mean_aridity","sd_aridity","se_aridity","within_sp_var_aridity"
"12","Tropaeolum hirtifolium Hughes","1","5.665215",NA,NA,"0.000188","Tropaeolum hirtifolium Hughes","1","7.375882",NA,NA,"0.224238","Tropaeolum hirtifolium Hughes","1","7.166266",NA,NA,"0.015611","Tropaeolum hirtifolium Hughes","1","9.592946",NA,NA,"0.263907"
"13","Tropaeolum huigrense Killip","1","5.676583",NA,NA,"0.000188","Tropaeolum huigrense Killip","1","6.645091",NA,NA,"0.224238","Tropaeolum huigrense Killip","1","7.049255",NA,NA,"0.015611","Tropaeolum huigrense Killip","1","9.163039",NA,NA,"0.263907"
"14","Tropaeolum kerneisinum Hughes","3","5.668785","0.01883","0.010872","6.3e-05","Tropaeolum kerneisinum Hughes","3","7.3268","0.204729","0.1182","0.074746","Tropaeolum kerneisinum Hughes","3","6.995213","0.058747","0.033918","0.005204","Tropaeolum kerneisinum Hughes","3","9.64302","0.524755","0.302967","0.087969"
"15","Tropaeolum kuntzeanum Buchenau","4","5.666499","0.022295","0.011147","4.7e-05","Tropaeolum kuntzeanum Buchenau","4","7.166679","0.268239","0.13412","0.056059","Tropaeolum kuntzeanum Buchenau","4","7.342665","0.136999","0.0685","0.003903","Tropaeolum kuntzeanum Buchenau","4","8.73421","0.28446","0.14223","0.065977"
"16","Tropaeolum lindenii Wallis","3","5.659565","0.016599","0.009583","6.3e-05","Tropaeolum lindenii Wallis","3","7.588533","0.132857","0.076705","0.074746","Tropaeolum lindenii Wallis","3","7.077016","0.292534","0.168895","0.005204","Tropaeolum lindenii Wallis","3","9.760048","0.080625","0.046549","0.087969"
"17","Tropaeolum longifolium Turcz.","2","5.665368","0.009062","0.006408","9.4e-05","Tropaeolum longifolium Turcz.","2","7.796244","0.468332","0.331161","0.112119","Tropaeolum longifolium Turcz.","2","7.2513","0.093215","0.065913","0.007805","Tropaeolum longifolium Turcz.","2","9.548871","0.169305","0.119717","0.131953"
"18","Tropaeolum magnificum Sparre","5","5.655918","0.016528","0.007392","3.8e-05","Tropaeolum magnificum Sparre","5","7.359358","0.458068","0.204854","0.044848","Tropaeolum magnificum Sparre","5","7.067163","0.171991","0.076917","0.003122","Tropaeolum magnificum Sparre","5","9.26409","0.213627","0.095537","0.052781"
"19","Tropaeolum minus L.","4","5.681569","0.01192","0.00596","4.7e-05","Tropaeolum minus L.","4","5.086722","1.338646","0.669323","0.056059","Tropaeolum minus L.","4","7.281001","0.061311","0.030655","0.003903","Tropaeolum minus L.","4","6.791547","1.702656","0.851328","0.065977"
"20","Tropaeolum moritzianum Klotzsch","7","5.67854","0.021243","0.008029","2.7e-05","Tropaeolum moritzianum Klotzsch","7","7.792085","0.430602","0.162752","0.032034","Tropaeolum moritzianum Klotzsch","7","7.261289","0.274137","0.103614","0.00223","Tropaeolum moritzianum Klotzsch","7","9.78522","0.47735","0.180421","0.037701"
"21","Tropaeolum orinocense P.E.Berry","1","5.691879",NA,NA,"0.000188","Tropaeolum orinocense P.E.Berry","1","7.473069",NA,NA,"0.224238","Tropaeolum orinocense P.E.Berry","1","7.261927",NA,NA,"0.015611","Tropaeolum orinocense P.E.Berry","1","9.762212",NA,NA,"0.263907"
"22","Tropaeolum papillosum Hughes","1","5.691541",NA,NA,"0.000188","Tropaeolum papillosum Hughes","1","6.900731",NA,NA,"0.224238","Tropaeolum papillosum Hughes","1","7.273786",NA,NA,"0.015611","Tropaeolum papillosum Hughes","1","8.770129",NA,NA,"0.263907"
"23","Tropaeolum pellucidum Sparre","1","5.653366",NA,NA,"0.000188","Tropaeolum pellucidum Sparre","1","7.26333",NA,NA,"0.224238","Tropaeolum pellucidum Sparre","1","7.18007",NA,NA,"0.015611","Tropaeolum pellucidum Sparre","1","9.471088",NA,NA,"0.263907"
"24","Tropaeolum peltophorum Benth.","2","5.666066","0.007588","0.005366","9.4e-05","Tropaeolum peltophorum Benth.","2","6.716605","0.048785","0.034496","0.112119","Tropaeolum peltophorum Benth.","2","7.186956","0.154796","0.109457","0.007805","Tropaeolum peltophorum Benth.","2","8.713721","0.205166","0.145074","0.131953"
"25","Tropaeolum pendulum Klotzsch","7","5.66128","0.022437","0.00848","2.7e-05","Tropaeolum pendulum Klotzsch","7","7.565791","0.703161","0.26577","0.032034","Tropaeolum pendulum Klotzsch","7","7.072843","0.244443","0.092391","0.00223","Tropaeolum pendulum Klotzsch","7","9.676736","0.663315","0.25071","0.037701"
"26","Tropaeolum pentagonum Hughes","1","5.650557",NA,NA,"0.000188","Tropaeolum pentagonum Hughes","1","7.403061",NA,NA,"0.224238","Tropaeolum pentagonum Hughes","1","7.227662",NA,NA,"0.015611","Tropaeolum pentagonum Hughes","1","8.935245",NA,NA,"0.263907"
"27","Tropaeolum pentaphyllum Lam.","2","5.667622","0.00782","0.00553","9.4e-05","Tropaeolum pentaphyllum Lam.","2","6.059811","0.172922","0.122274","0.112119","Tropaeolum pentaphyllum Lam.","2","7.458132","0.014681","0.010381","0.007805","Tropaeolum pentaphyllum Lam.","2","8.138772","0.038812","0.027444","0.131953"
"28","Tropaeolum peregrinum L.","8","5.663179","0.009787","0.00346","2.3e-05","Tropaeolum peregrinum L.","8","6.67672","0.609162","0.215371","0.02803","Tropaeolum peregrinum L.","8","7.292486","0.084817","0.029987","0.001951","Tropaeolum peregrinum L.","8","8.785318","0.396169","0.140067","0.032988"
"29","Tropaeolum pubescens Kunth","11","5.66481","0.016315","0.004919","1.7e-05","Tropaeolum pubescens Kunth","11","7.478866","0.386752","0.11661","0.020385","Tropaeolum pubescens Kunth","11","7.071414","0.107763","0.032492","0.001419","Tropaeolum pubescens Kunth","11","9.541966","0.399467","0.120444","0.023992"
"30","Tropaeolum seemannii Buchenau","3","5.650309","0.006607","0.003815","6.3e-05","Tropaeolum seemannii Buchenau","3","6.329198","0.393162","0.226992","0.074746","Tropaeolum seemannii Buchenau","3","7.383641","0.100884","0.058245","0.005204","Tropaeolum seemannii Buchenau","3","8.471802","0.246287","0.142194","0.087969"
"31","Tropaeolum smithii DC.","3","5.646075","0.007561","0.004365","6.3e-05","Tropaeolum smithii DC.","3","6.695908","0.1092","0.063047","0.074746","Tropaeolum smithii DC.","3","6.905732","0.105372","0.060837","0.005204","Tropaeolum smithii DC.","3","9.17968","0.364429","0.210403","0.087969"
"32","Tropaeolum stipulatum Buchenau & Sodiro","1","5.655467",NA,NA,"0.000188","Tropaeolum stipulatum Buchenau & Sodiro","1","7.289611",NA,NA,"0.224238","Tropaeolum stipulatum Buchenau & Sodiro","1","7.032624",NA,NA,"0.015611","Tropaeolum stipulatum Buchenau & Sodiro","1","9.308283",NA,NA,"0.263907"
"33","Tropaeolum unilobatum Sparre","1","5.667291",NA,NA,"0.000188","Tropaeolum unilobatum Sparre","1","6.508769",NA,NA,"0.224238","Tropaeolum unilobatum Sparre","1","7.385231",NA,NA,"0.015611","Tropaeolum unilobatum Sparre","1","8.30177",NA,NA,"0.263907"
"34","Tropaeolum warmingianum Rohrb.","4","5.675632","0.015833","0.007916","4.7e-05","Tropaeolum warmingianum Rohrb.","4","6.776335","0.526631","0.263315","0.056059","Tropaeolum warmingianum Rohrb.","4","7.410401","0.133174","0.066587","0.003903","Tropaeolum warmingianum Rohrb.","4","8.706577","0.497082","0.248541","0.065977"
"35","Belemia fucsioides Pires","1","5.696926",NA,NA,"0.000188","Belemia fucsioides Pires","1","7.057898",NA,NA,"0.224238","Belemia fucsioides Pires","1","7.237059",NA,NA,"0.015611","Belemia fucsioides Pires","1","9.072801",NA,NA,"0.263907"
"36","Fuertesia domingensis Urb.","1","5.697597",NA,NA,"0.000188","Fuertesia domingensis Urb.","1","7.091742",NA,NA,"0.224238","Fuertesia domingensis Urb.","1","7.567346",NA,NA,"0.015611","Fuertesia domingensis Urb.","1","8.323608",NA,NA,"0.263907"
"37","Perianthomega vellozoi Bureau","14","5.683475","0.011052","0.002954","1.3e-05","Perianthomega vellozoi Bureau","14","6.79784","0.331513","0.088601","0.016017","Perianthomega vellozoi Bureau","14","7.452745","0.038472","0.010282","0.001115","Perianthomega vellozoi Bureau","14","8.550067","0.326277","0.087201","0.01885"
"38","Manihot breviloba P.Carvalho & M.Martins","2","5.701613","0.000945","0.000668","9.4e-05","Manihot breviloba P.Carvalho & M.Martins","2","7.294006","0.053328","0.037709","0.112119","Manihot breviloba P.Carvalho & M.Martins","2","7.419229","0.02459","0.017388","0.007805","Manihot breviloba P.Carvalho & M.Martins","2","9.138473","0.135038","0.095486","0.131953"
"39","Clematis acapulcensis Hook. & Arn.","40","5.688889","0.010215","0.001615","5e-06","Clematis acapulcensis Hook. & Arn.","40","7.163645","0.469343","0.07421","0.005606","Clematis acapulcensis Hook. & Arn.","39","7.483108","0.09933","0.015906","4e-04","Clematis acapulcensis Hook. & Arn.","39","8.881985","0.492467","0.078858","0.006767"
"40","Clematis alborosea Ulbr.","1","5.62492",NA,NA,"0.000188","Clematis alborosea Ulbr.","1","7.060476",NA,NA,"0.224238","Clematis alborosea Ulbr.","1","7.293698",NA,NA,"0.015611","Clematis alborosea Ulbr.","1","8.849944",NA,NA,"0.263907"
"41","Clematis caleoides Standl. & Steyerm.","3","5.666527","0.014766","0.008525","6.3e-05","Clematis caleoides Standl. & Steyerm.","3","7.588085","0.216109","0.124771","0.074746","Clematis caleoides Standl. & Steyerm.","3","7.327367","0.050649","0.029242","0.005204","Clematis caleoides Standl. & Steyerm.","3","9.182179","0.095938","0.05539","0.087969"
"42","Clematis campestris A.St.-Hil.","23","5.686191","0.012067","0.002516","8e-06","Clematis campestris A.St.-Hil.","23","6.763899","0.532908","0.111119","0.009749","Clematis campestris A.St.-Hil.","23","7.439751","0.111569","0.023264","0.000679","Clematis campestris A.St.-Hil.","23","8.609379","0.452293","0.09431","0.011474"
"43","Clematis dioica L.","78","5.686672","0.012904","0.001461","2e-06","Clematis dioica L.","78","7.066494","0.399056","0.045184","0.002875","Clematis dioica L.","78","7.4781","0.072651","0.008226","2e-04","Clematis dioica L.","78","8.812042","0.422605","0.047851","0.003383"
"44","Clematis flammulastrum Griseb.","2","5.68392","0.00024","0.00017","9.4e-05","Clematis flammulastrum Griseb.","2","7.395774","0.247019","0.174669","0.112119","Clematis flammulastrum Griseb.","2","7.353656","0.016298","0.011524","0.007805","Clematis flammulastrum Griseb.","2","9.346348","0.230181","0.162763","0.131953"
"45","Clematis grossa Benth.","53","5.681263","0.01308","0.001797","4e-06","Clematis grossa Benth.","53","7.230204","0.447875","0.06152","0.004231","Clematis grossa Benth.","53","7.449197","0.075371","0.010353","0.000295","Clematis grossa Benth.","53","9.002697","0.466086","0.064022","0.004979"
"46","Clematis guadeloupae Pers.","27","5.683668","0.014953","0.002878","7e-06","Clematis guadeloupae Pers.","27","7.42943","0.436711","0.084045","0.008305","Clematis guadeloupae Pers.","27","7.224121","0.142746","0.027471","0.000578","Clematis guadeloupae Pers.","27","9.441951","0.4476","0.086141","0.009774"
"47","Clematis haenkeana C.Presl","53","5.669986","0.020082","0.002758","4e-06","Clematis haenkeana C.Presl","53","7.171261","0.623587","0.085656","0.004231","Clematis haenkeana C.Presl","53","7.240268","0.183991","0.025273","0.000295","Clematis haenkeana C.Presl","53","9.137979","0.638096","0.087649","0.004979"
"48","Clematis peruviana DC.","6","5.652257","0.023618","0.009642","3.1e-05","Clematis peruviana DC.","6","5.484462","1.466013","0.598497","0.037373","Clematis peruviana DC.","6","7.28934","0.202626","0.082722","0.002602","Clematis peruviana DC.","6","6.935014","2.332593","0.952277","0.043984"
"49","Clematis polygama Jacq.","47","5.686632","0.012804","0.001868","4e-06","Clematis polygama Jacq.","47","7.347783","0.502921","0.073359","0.004771","Clematis polygama Jacq.","47","7.444858","0.080954","0.011808","0.000332","Clematis polygama Jacq.","47","9.058405","0.551493","0.080444","0.005615"
"50","Clematis populifolia Turcz.","6","5.6649","0.018456","0.007535","3.1e-05","Clematis populifolia Turcz.","6","7.514116","0.612356","0.249993","0.037373","Clematis populifolia Turcz.","6","7.146666","0.223368","0.09119","0.002602","Clematis populifolia Turcz.","6","9.613475","0.22024","0.089913","0.043984"
"51","Clematis seemannii Kuntze","7","5.648353","0.026105","0.009867","2.7e-05","Clematis seemannii Kuntze","7","6.514788","0.546563","0.206581","0.032034","Clematis seemannii Kuntze","7","7.194783","0.173615","0.06562","0.00223","Clematis seemannii Kuntze","7","8.703106","0.474502","0.179345","0.037701"
"52","Clematis ulbrichiana Pilg.","1","5.658262",NA,NA,"0.000188","Clematis ulbrichiana Pilg.","1","7.395108",NA,NA,"0.224238","Clematis ulbrichiana Pilg.","1","7.03966",NA,NA,"0.015611","Clematis ulbrichiana Pilg.","1","9.804772",NA,NA,"0.263907"
"53","Clematis uruboensis Lourteig","1","5.69491",NA,NA,"0.000188","Clematis uruboensis Lourteig","1","7.165493",NA,NA,"0.224238","Clematis uruboensis Lourteig","1","7.49887",NA,NA,"0.015611","Clematis uruboensis Lourteig","1","8.762959",NA,NA,"0.263907"
"54","Solanum aspersum S.Knapp","5","5.66374","0.019849","0.008877","3.8e-05","Solanum aspersum S.Knapp","5","7.584744","0.477397","0.213498","0.044848","Solanum aspersum S.Knapp","5","7.167698","0.127278","0.05692","0.003122","Solanum aspersum S.Knapp","5","9.64336","0.321764","0.143897","0.052781"
"55","Solanum calileguae Cabrera","1","5.664868",NA,NA,"0.000188","Solanum calileguae Cabrera","1","6.139885",NA,NA,"0.224238","Solanum calileguae Cabrera","1","7.462789",NA,NA,"0.015611","Solanum calileguae Cabrera","1","8.279697",NA,NA,"0.263907"
"56","Solanum dichroandrum Dunal","12","5.661964","0.018506","0.005342","1.6e-05","Solanum dichroandrum Dunal","12","7.435785","0.386221","0.111492","0.018686","Solanum dichroandrum Dunal","12","7.201386","0.10487","0.030273","0.001301","Solanum dichroandrum Dunal","12","9.323935","0.386667","0.111621","0.021992"
"57","Solanum flaccidum Vell.","8","5.681106","0.003365","0.00119","2.3e-05","Solanum flaccidum Vell.","8","7.211361","0.111174","0.039306","0.02803","Solanum flaccidum Vell.","8","7.168303","0.077069","0.027248","0.001951","Solanum flaccidum Vell.","8","9.286487","0.101692","0.035954","0.032988"
"58","Solanum laxum Spreng.","6","5.68525","0.014316","0.005844","3.1e-05","Solanum laxum Spreng.","6","7.272099","0.21825","0.0891","0.037373","Solanum laxum Spreng.","6","7.275164","0.062105","0.025354","0.002602","Solanum laxum Spreng.","6","9.096313","0.223892","0.091404","0.043984"
"59","Solanum luculentum C.V.Morton ex S.Knapp","3","5.668297","0.00957","0.005525","6.3e-05","Solanum luculentum C.V.Morton ex S.Knapp","3","7.751995","0.207438","0.119764","0.074746","Solanum luculentum C.V.Morton ex S.Knapp","3","7.245716","0.091441","0.052793","0.005204","Solanum luculentum C.V.Morton ex S.Knapp","3","9.796088","0.171219","0.098853","0.087969"
"60","Solanum odoriferum Vell.","5","5.679563","0.008475","0.00379","3.8e-05","Solanum odoriferum Vell.","5","7.331063","0.15967","0.071407","0.044848","Solanum odoriferum Vell.","5","7.125152","0.043967","0.019663","0.003122","Solanum odoriferum Vell.","5","9.378417","0.148436","0.066383","0.052781"
"61","Solanum pyrifolium Lam.","1","5.661744",NA,NA,"0.000188","Solanum pyrifolium Lam.","1","7.138867",NA,NA,"0.224238","Solanum pyrifolium Lam.","1","7.294377",NA,NA,"0.015611","Solanum pyrifolium Lam.","1","9.260558",NA,NA,"0.263907"
"62","Solanum sanchez-vegae S.Knapp","3","5.651097","0.011765","0.006793","6.3e-05","Solanum sanchez-vegae S.Knapp","3","6.676745","0.764598","0.441441","0.074746","Solanum sanchez-vegae S.Knapp","3","7.143498","0.153127","0.088408","0.005204","Solanum sanchez-vegae S.Knapp","3","8.964323","0.69919","0.403678","0.087969"
"63","Solanum uncinellum Lindl.","133","5.694231","0.010539","0.000914","1e-06","Solanum uncinellum Lindl.","133","7.618088","0.400053","0.034689","0.001686","Solanum uncinellum Lindl.","133","7.270877","0.143725","0.012463","0.000117","Solanum uncinellum Lindl.","133","9.540032","0.444986","0.038585","0.001984"
"64","Solanum viscosissimum Sendtn.","14","5.682424","0.008927","0.002386","1.3e-05","Solanum viscosissimum Sendtn.","14","7.224052","0.386405","0.103271","0.016017","Solanum viscosissimum Sendtn.","14","7.206021","0.100194","0.026778","0.001115","Solanum viscosissimum Sendtn.","14","9.163861","0.360341","0.096305","0.01885"
