"","species","mean_temp","se_temp","within_sp_var_temp","mean_prec","se_prec","within_sp_var_prec","mean_pet","se_pet","within_sp_var_pet","mean_aridity","se_aridity","within_sp_var_aridity","Mechanism"
"156","Cobaea lutea D.Don",5.67944,0.005636,7e-06,7.429521,0.148626,0.013367,7.409859,0.059162,0.001112,9.25989,0.152905,0.01459,"Mechanism_2"
"157","Cobaea pachysepala Standl.",5.666586,0.003699,2.7e-05,7.897084,0.095155,0.049011,7.327009,0.018275,0.004078,9.207247,0.11065,0.053497,"Mechanism_2"
"158","Cobaea scandens Cav.",5.66976,0.001689,2e-06,7.255818,0.079117,0.00377,7.243042,0.024136,0.000314,9.209366,0.069479,0.004115,"Mechanism_2"
"159","Cobaea trianae Hemsl.",5.662911,0.00572,2e-05,7.219377,0.277413,0.036758,7.082319,0.060843,0.003059,9.346489,0.083469,0.040123,"Mechanism_2"
"160","Lathyrus magellanicus Lam.",5.649611,0.003196,4e-06,6.913545,0.152308,0.008168,7.088573,0.054549,0.00068,9.081963,0.125107,0.008916,"Mechanism_2"
"161","Lathyrus meridensis Pittier",5.642793,NA,8e-05,7.138867,NA,0.147033,7.003974,NA,0.012234,9.04275,NA,0.160492,"Mechanism_2"
"162","Lathyrus odoratus L.",5.666442,0.003136,1.6e-05,6.617772,0.129416,0.029407,7.370569,0.062778,0.002447,8.573603,0.190139,0.032098,"Mechanism_2"
"163","Lathyrus pusillus Elliott",5.663481,NA,8e-05,6.315358,NA,0.147033,7.280008,NA,0.012234,8.315077,NA,0.160492,"Mechanism_2"
"164","Lathyrus tropicalandinus Burkart",5.643919,0.011634,2e-05,6.631468,0.156228,0.036758,7.130212,0.148227,0.003059,8.743801,0.251916,0.040123,"Mechanism_2"
"165","Mimosa rufescens Benth.",5.694208,0.001186,2e-06,7.886613,0.050627,0.003501,7.182433,0.016315,0.000291,9.87292,0.050103,0.003821,"Mechanism_2"
"166","Schnella bahiachalensis N.Zamora",5.699607,NA,8e-05,8.445482,NA,0.147033,7.379632,NA,0.012234,9.825039,NA,0.160492,"Mechanism_2"
"167","Schnella macrostachya Raddi",5.691348,0.004025,2e-05,7.195729,0.136193,0.036758,7.240168,0.03433,0.003059,9.073343,0.11925,0.040123,"Mechanism_2"
"168","Vicia andicola Kunth",5.653197,0.003907,4e-06,6.939658,0.133238,0.007002,7.112621,0.039277,0.000583,8.962319,0.11318,0.007642,"Mechanism_2"
"169","Vicia montevidensis Vogel",5.683222,0.005955,4e-05,7.191415,0.005271,0.073516,7.293607,0.133537,0.006117,9.179737,0.211341,0.080246,"Mechanism_2"
"170","Vicia setifolia Kunth",5.642148,0.00446,1e-05,6.912894,0.118008,0.018379,6.872346,0.060871,0.001529,9.281458,0.097884,0.020061,"Mechanism_2"
"171","Strychnos acuta Progel",5.687761,0.005568,1.6e-05,7.252519,0.149316,0.029407,7.208066,0.039788,0.002447,9.154069,0.139409,0.032098,"Mechanism_2"
"172","Strychnos alvimiana Krukoff & Barneby",5.698714,0.000223,2.7e-05,7.523564,0.100434,0.049011,7.301006,0.016871,0.006117,9.520256,0.106159,0.080246,"Mechanism_2"
"173","Strychnos amazonica Krukoff",5.697545,0.00078,6e-06,7.946508,0.057638,0.010502,7.146435,0.016767,0.000874,9.955044,0.061306,0.011464,"Mechanism_2"
"174","Strychnos araguaensis Krukoff & Barneby",5.696773,0.001714,1.1e-05,7.602675,0.079042,0.021005,7.300383,0.023438,0.001748,9.418729,0.062532,0.022927,"Mechanism_2"
"175","Strychnos asperula Sprague & Sandwith",5.697394,0.000389,4e-06,7.701517,0.099105,0.007352,7.169994,0.017828,0.000612,9.809014,0.070081,0.008025,"Mechanism_2"
"176","Strychnos atlantica Krukoff & Barneby",5.696112,0.002165,1e-05,7.329129,0.12465,0.018379,7.297208,0.036899,0.001748,9.165361,0.127223,0.022927,"Mechanism_2"
"177","Strychnos bahiensis Krukoff & Barneby",5.698267,0.000581,2.7e-05,7.552696,0.049842,0.049011,7.296021,0.019876,0.004078,9.491588,0.096842,0.053497,"Mechanism_2"
"178","Strychnos barnhartiana Krukoff",5.6963,0.000909,1.1e-05,7.974971,0.065203,0.021005,7.137269,0.018435,0.001748,10.05866,0.025326,0.022927,"Mechanism_2"
"179","Strychnos bicolor Progel",5.688382,0.001072,9e-06,7.191316,0.069518,0.016337,7.328661,0.017628,0.001359,9.139261,0.035083,0.017832,"Mechanism_2"
"180","Strychnos brachiata Ruiz & Pav.",5.698256,0.001797,1e-05,7.550221,0.109778,0.018379,7.326155,0.034481,0.001359,9.462594,0.096359,0.017832,"Mechanism_2"
"181","Strychnos brachistantha Standl.",5.693963,0.001718,5e-06,7.62473,0.080954,0.00919,7.436206,0.015729,0.000765,9.449272,0.074486,0.010031,"Mechanism_2"
"182","Strychnos cogens Benth.",5.697939,0.000588,3e-06,7.858625,0.066805,0.00507,7.235357,0.025016,0.000422,9.863709,0.074341,0.005534,"Mechanism_2"
"183","Strychnos colombiensis Krukoff & Barneby",5.693174,0.002122,7e-06,8.176623,0.120938,0.012253,7.302514,0.024942,0.00102,10.099084,0.12848,0.013374,"Mechanism_2"
"184","Strychnos darienensis Seem.",5.696203,0.001146,2e-06,7.84626,0.0581,0.004084,7.246744,0.024836,0.00035,9.803616,0.060152,0.004585,"Mechanism_2"
"185","Strychnos davidsei Krukoff & Barneby",5.702723,0.001947,2.7e-05,7.4917,0.181756,0.049011,7.468513,0.041092,0.004078,9.207408,0.207741,0.053497,"Mechanism_2"
"186","Strychnos diaboli Sandwith",5.697683,0.00181,1.1e-05,7.674981,0.07818,0.021005,7.396857,0.029166,0.002039,9.498503,0.102476,0.026749,"Mechanism_2"
"187","Strychnos divaricans Ducke",5.697227,0.004168,1.6e-05,7.403986,0.195598,0.029407,7.271765,0.028417,0.002447,9.261752,0.203596,0.032098,"Mechanism_2"
"188","Strychnos eugeniifolia Monach.",5.69944,0.000168,4e-05,7.833907,0.02396,0.073516,7.35845,0.01115,0.006117,9.711136,0.09573,0.080246,"Mechanism_2"
"189","Strychnos fulvotomentosa Gilg",5.694684,0.001121,2.7e-05,7.149992,0.042173,0.049011,7.279589,0.03641,0.004078,9.066541,0.041343,0.053497,"Mechanism_2"
"190","Strychnos gardneri A.DC.",5.691095,0.001462,3e-06,7.061573,0.057204,0.006126,7.313031,0.017848,0.00051,8.961816,0.059706,0.006687,"Mechanism_2"
"191","Strychnos glabra Sagot ex Progel",5.697576,0.001491,4e-06,7.875841,0.050825,0.007352,7.216976,0.020219,0.000583,9.851636,0.050685,0.007642,"Mechanism_2"
"192","Strychnos hirsuta Spruce ex Benth.",5.699019,0.001263,2e-05,7.404565,0.107056,0.036758,7.273114,0.033737,0.003059,9.339623,0.107245,0.040123,"Mechanism_2"
"193","Strychnos jacarepiensis Manoel & E.F.Guim.",5.69491,NA,8e-05,7.096721,NA,0.147033,7.256297,NA,0.012234,8.948716,NA,0.160492,"Mechanism_2"
"194","Strychnos javariensis Krukoff",5.696589,6e-04,1.6e-05,8.030297,0.043146,0.029407,7.111594,0.016896,0.002447,10.034562,0.048705,0.032098,"Mechanism_2"
"195","Strychnos jobertiana Baill.",5.697549,0.000524,3e-06,7.922938,0.040786,0.004743,7.194425,0.020022,0.000395,9.948401,0.042207,0.005177,"Mechanism_2"
"196","Strychnos krukoffiana Ducke",5.702615,NA,8e-05,7.741968,NA,0.147033,7.177019,NA,0.012234,9.840548,NA,0.160492,"Mechanism_2"
"197","Strychnos lobelioides Krukoff & Barneby",5.694574,NA,8e-05,8.122965,NA,0.147033,7.12206,NA,0.012234,10.122221,NA,0.160492,"Mechanism_2"
"198","Strychnos mattogrossensis S.Moore",5.697611,0.000677,2e-06,7.424044,0.058316,0.002828,7.268895,0.018663,0.000235,9.38346,0.067471,0.003086,"Mechanism_2"
"199","Strychnos medeola Sagot ex Progel",5.7008,0.000861,1.1e-05,7.795141,0.065831,0.021005,7.318518,0.015085,0.001748,9.705983,0.026568,0.022927,"Mechanism_2"
"200","Strychnos melinoniana Baill.",5.696995,0.001166,9e-06,7.851248,0.09196,0.016337,7.385476,0.01576,0.001359,9.564747,0.069477,0.017832,"Mechanism_2"
"201","Strychnos nigricans Progel",5.693472,0.001589,4e-06,7.078286,0.091337,0.007352,7.354168,0.020975,0.000612,8.938341,0.099952,0.008025,"Mechanism_2"
"202","Strychnos pachycarpa Ducke",5.697129,0.004484,2.7e-05,7.746906,0.084032,0.049011,7.084365,0.110822,0.006117,9.747903,0.025817,0.080246,"Mechanism_2"
"203","Strychnos panamensis Seem.",5.696954,0.000822,1e-06,7.756074,0.051584,0.002071,7.410807,0.013399,0.000177,9.551086,0.056181,0.002326,"Mechanism_2"
"204","Strychnos peckii B.L.Rob.",5.697049,0.00053,1e-06,7.85252,0.035592,0.001838,7.277213,0.013961,0.000153,9.772435,0.036118,0.002006,"Mechanism_2"
"205","Strychnos poeppigii Progel",5.697009,0.001497,4e-06,7.734554,0.085384,0.006683,7.219949,0.029471,0.000556,9.765337,0.093228,0.007295,"Mechanism_2"
"206","Strychnos progeliana Krukoff & Barneby",5.698432,0.002513,4e-05,7.396759,0.364135,0.073516,7.338412,0.133519,0.006117,9.21837,0.579313,0.080246,"Mechanism_2"
"207","Strychnos pubiflora Krukoff",5.695582,NA,8e-05,7.218177,NA,0.147033,7.25347,NA,0.012234,9.23474,NA,0.160492,"Mechanism_2"
"208","Strychnos ramentifera Ducke",5.697704,0.000731,4e-06,7.939838,0.069006,0.008168,7.17491,0.031775,0.00068,9.935246,0.062172,0.008916,"Mechanism_2"
"209","Strychnos romeu-belenii Krukoff & Barneby",5.69625,0.003023,4e-05,7.702443,0.05418,0.073516,7.278125,0.031757,0.006117,9.634474,0.042552,0.080246,"Mechanism_2"
"210","Strychnos rondeletioides Spruce ex Benth.",5.697111,0.00073,2e-06,7.941118,0.030838,0.003196,7.182461,0.013697,0.000266,9.942226,0.032811,0.003489,"Mechanism_2"
"211","Strychnos sandwithiana Krukoff & Barneby",5.699437,0.000846,1e-05,7.883723,0.070776,0.018379,7.132708,0.024885,0.001529,9.93558,0.07365,0.020061,"Mechanism_2"
"212","Strychnos schultesiana Krukoff",5.696836,0.001938,9e-06,7.686744,0.147952,0.016337,7.329707,0.063496,0.001359,9.521132,0.170688,0.017832,"Mechanism_2"
"213","Strychnos setosa Krukoff & Barneby",5.695246,NA,8e-05,6.473891,NA,0.147033,7.26892,NA,0.012234,8.582419,NA,0.160492,"Mechanism_2"
"214","Strychnos solerederi Gilg",5.696541,0.00052,1.1e-05,8.021673,0.056018,0.021005,7.106608,0.008817,0.001748,10.091661,0.035149,0.022927,"Mechanism_2"
"215","Strychnos solimoesana Krukoff",5.695596,0.00283,1e-05,7.832583,0.066476,0.018379,7.098766,0.019854,0.001529,9.891151,0.119825,0.020061,"Mechanism_2"
"216","Strychnos subcordata Spruce ex Benth.",5.696681,0.00083,6e-06,7.89365,0.069058,0.010502,7.162034,0.023411,0.000874,9.90809,0.070919,0.011464,"Mechanism_2"
"217","Strychnos tarapotensis Sprague & Sandwith",5.693854,0.001046,2e-06,7.63472,0.059273,0.003419,7.174367,0.012429,0.000285,9.715743,0.04772,0.003732,"Mechanism_2"
"218","Strychnos tomentosa Benth.",5.699012,0.001597,1e-05,7.697511,0.060935,0.018379,7.328472,0.019893,0.001359,9.575064,0.066971,0.017832,"Mechanism_2"
"219","Strychnos xinguensis Krukoff",5.699402,0.001001,8e-06,7.840899,0.089498,0.014703,7.310137,0.028913,0.001223,9.69174,0.079533,0.016049,"Mechanism_2"
"220","Adenocalymma apparicianum J.C.Gomes",5.704116,5e-04,4e-05,6.921588,0.39363,0.073516,7.510688,0.024075,0.006117,8.707524,0.299476,0.080246,"Mechanism_2"
"221","Adenocalymma arthropetiolatum A.H.Gentry",5.699002,0.001072,1.6e-05,7.935492,0.077438,0.029407,7.41156,0.013421,0.002447,9.629644,0.067332,0.032098,"Mechanism_2"
"222","Adenocalymma bracteolatum DC.",5.696136,0.000734,2e-06,7.415663,0.065937,0.003974,7.310723,0.021387,0.000331,9.344741,0.081275,0.004338,"Mechanism_2"
"223","Adenocalymma calcareum Udulutsch & P.Dias",5.697093,0.000168,4e-05,7.548708,0.02739,0.073516,7.186523,0.000378,0.006117,9.631854,0.022403,0.080246,"Mechanism_2"
"224","Adenocalymma dichilum A.H.Gentry",5.691948,0.002402,6e-06,6.705441,0.041133,0.01131,7.406713,0.026741,0.000941,8.492411,0.054824,0.012346,"Mechanism_2"
"225","Adenocalymma divaricatum Miers",5.692626,0.001549,5e-06,6.803101,0.071006,0.009802,7.328982,0.026267,0.000816,8.727958,0.0607,0.010699,"Mechanism_2"
"226","Adenocalymma dugandii Sandwith",5.697261,NA,8e-05,6.939254,NA,0.147033,7.350516,NA,0.012234,9.47639,NA,0.160492,"Mechanism_2"
"227","Adenocalymma dusenii Kraenzl.",5.681707,NA,8e-05,7.23201,NA,0.147033,7.172425,NA,0.012234,9.218904,NA,0.160492,"Mechanism_2"
"228","Adenocalymma flavum Mart. ex DC.",5.693278,0.001459,1.3e-05,6.751718,0.128592,0.024505,7.374127,0.028941,0.002039,8.582329,0.124161,0.026749,"Mechanism_2"
"229","Adenocalymma gracielzae A.H.Gentry",5.700778,0.000501,4e-05,7.723052,0.038268,0.073516,7.239827,0.030486,0.006117,9.626754,0.072044,0.080246,"Mechanism_2"
"230","Adenocalymma hypostictum Bureau & K.Schum.",5.689917,0.001136,6e-06,6.814442,0.093562,0.010502,7.27407,0.019276,0.000874,8.720911,0.077566,0.011464,"Mechanism_2"
"231","Adenocalymma inundatum Mart. ex DC.",5.697512,0.001147,1e-06,7.28643,0.054249,0.002723,7.501026,0.011899,0.000227,9.008006,0.058203,0.002972,"Mechanism_2"
"232","Adenocalymma magdalenense Dugand",5.695949,0.009007,2.7e-05,7.376828,0.07064,0.049011,7.501231,0.061313,0.004078,8.961742,0.117696,0.053497,"Mechanism_2"
"233","Adenocalymma neoflavidum L.G.Lohmann",5.69844,0.000613,1e-06,7.41398,0.047881,0.002195,7.309589,0.009974,0.000183,9.317319,0.047576,0.002395,"Mechanism_2"
"234","Adenocalymma nervosum Bureau & K.Schum.",5.6885,NA,8e-05,6.896694,NA,0.147033,7.234177,NA,0.012234,8.870242,NA,0.160492,"Mechanism_2"
"235","Adenocalymma prancei A.H.Gentry",5.699159,0.001182,2.7e-05,7.709861,0.006775,0.049011,7.198479,0.0955,0.004078,9.829389,0.061921,0.053497,"Mechanism_2"
"236","Adenocalymma purpurascens Rusby",5.696785,0.001115,4e-06,7.502067,0.092845,0.008168,7.327707,0.030083,0.00068,9.41979,0.100822,0.008916,"Mechanism_2"
"237","Adenocalymma salmoneum J.C.Gomes",5.688715,0.00322,2.7e-05,7.232943,0.038165,0.049011,7.167295,0.022644,0.004078,9.17471,0.055132,0.053497,"Mechanism_2"
"238","Adenocalymma salzmannii DC.",5.688838,NA,8e-05,6.238325,NA,0.147033,7.377759,NA,0.012234,8.228711,NA,0.160492,"Mechanism_2"
"239","Adenocalymma scansile Miers",5.686436,0.007801,4e-05,7.097796,0.307699,0.073516,7.253113,0.002478,0.006117,9.151148,0.218671,0.080246,"Mechanism_2"
"240","Adenocalymma sousae A.H.Gentry",5.692553,NA,8e-05,7.153834,NA,0.147033,7.374629,NA,0.012234,8.860215,NA,0.160492,"Mechanism_2"
"241","Adenocalymma subincanum Huber",5.700645,0.000831,9e-06,7.663744,0.084321,0.016337,7.207887,0.022941,0.001359,9.710504,0.064983,0.017832,"Mechanism_2"
"242","Adenocalymma subsessilifolium DC.",5.69462,0.000736,1.1e-05,7.042533,0.044083,0.021005,7.223498,0.008038,0.002039,9.042779,0.033808,0.026749,"Mechanism_2"
"243","Adenocalymma subspicatum A.H.Gentry",5.69491,NA,8e-05,7.315884,NA,0.147033,7.374002,NA,0.012234,9.027379,NA,0.160492,"Mechanism_2"
"244","Adenocalymma ubatubense Assis & Semir",5.69659,NA,8e-05,7.455877,NA,0.147033,7.237778,NA,0.012234,9.488578,NA,0.160492,"Mechanism_2"
"245","Adenocalymma uleanum Kraenzl.",5.698227,0.000259,5e-06,7.520554,0.056556,0.008649,7.210047,0.010178,0.00072,9.644211,0.054399,0.009441,"Mechanism_2"
"246","Amphilophium aschersonii Ule",5.69247,0.001865,3e-06,7.685514,0.086372,0.005251,7.198397,0.024165,0.000437,9.669674,0.105675,0.005732,"Mechanism_2"
"247","Amphilophium ecuadorense A.H.Gentry",5.683843,0.004465,2.7e-05,6.306724,0.246414,0.049011,7.267821,0.047866,0.004078,8.409046,0.222908,0.053497,"Mechanism_2"
"248","Amphilophium perbracteatum A.H.Gentry",5.697139,0.002021,1.3e-05,6.650604,0.056821,0.024505,7.472581,0.023341,0.002039,8.380618,0.053546,0.026749,"Mechanism_2"
"249","Amphilophium sandwithii Fabris",5.670775,0.002398,1.1e-05,6.636634,0.073069,0.021005,7.425292,0.008874,0.001748,8.40856,0.024776,0.022927,"Mechanism_2"
"250","Anemopaegma alatum A.H.Gentry",5.69832,0.001046,1.3e-05,7.579874,0.092337,0.024505,7.46545,0.010944,0.002039,9.31107,0.098755,0.026749,"Mechanism_2"
"251","Anemopaegma brevipes S.Moore",5.693408,0.00328,1.6e-05,7.404993,0.106692,0.029407,7.33003,0.039178,0.002447,9.278468,0.168893,0.032098,"Mechanism_2"
"252","Anemopaegma chrysanthum Dugand",5.692243,0.001401,1e-06,7.709017,0.077399,0.002673,7.316607,0.02166,0.000227,9.527878,0.082023,0.002972,"Mechanism_2"
"253","Anemopaegma citrinum Mart. ex DC.",5.696713,0.001454,3e-06,7.007124,0.07455,0.006393,7.33627,0.026286,0.000556,8.875191,0.084299,0.007295,"Mechanism_2"
"254","Anemopaegma flavum Morong",5.698385,0.000528,6e-06,7.420277,0.07129,0.010502,7.32018,0.023643,0.000874,9.280173,0.090108,0.011464,"Mechanism_2"
"255","Anemopaegma floridum Mart. ex DC.",5.696795,0.001075,2e-06,7.643115,0.074118,0.004456,7.213833,0.02138,0.000371,9.658224,0.081399,0.004863,"Mechanism_2"
"256","Anemopaegma foetidum Bureau & K.Schum.",5.701027,0.00095,2e-05,7.697955,0.175522,0.036758,7.29211,0.05253,0.003059,9.551858,0.131709,0.040123,"Mechanism_2"
"257","Anemopaegma glaucum Mart. ex DC.",5.692149,0.000868,1e-06,7.239598,0.035882,0.002371,7.3491,0.009567,0.000197,9.087869,0.029404,0.002589,"Mechanism_2"
"258","Anemopaegma gracile Bureau & K.Schum.",5.69458,0.001638,6e-06,6.795027,0.07496,0.010502,7.376715,0.020233,0.000874,8.609444,0.064439,0.011464,"Mechanism_2"
"259","Anemopaegma hilarianum Bureau & K.Schum.",5.690337,0.002548,1e-05,7.186423,0.069468,0.018379,7.23617,0.031984,0.001359,9.152661,0.087401,0.017832,"Mechanism_2"
"260","Anemopaegma ionanthum A.H.Gentry",5.700207,0.001146,1.6e-05,7.693723,0.152183,0.029407,7.327008,0.03173,0.002447,9.596857,0.131334,0.032098,"Mechanism_2"
"261","Anemopaegma jucundum Bureau & K.Schum.",5.698361,0.004259,2.7e-05,7.860366,0.274568,0.049011,7.266594,0.05029,0.004078,9.729019,0.248099,0.053497,"Mechanism_2"
"262","Anemopaegma karstenii Bureau & K.Schum.",5.69576,0.001441,2e-06,7.585,0.074356,0.004595,7.386916,0.020737,0.000382,9.35503,0.07924,0.005015,"Mechanism_2"
"263","Anemopaegma laeve DC.",5.695273,0.001073,2e-06,6.600235,0.050256,0.003267,7.395142,0.013617,0.000272,8.41646,0.048252,0.003566,"Mechanism_2"
"264","Anemopaegma longipetiolatum Sprague",5.69657,0.000553,4e-06,7.25882,0.054597,0.007352,7.407404,0.019414,0.000612,9.028983,0.068071,0.008025,"Mechanism_2"
"265","Anemopaegma pabstii A.H.Gentry",5.698102,0.001823,6e-06,6.979731,0.120291,0.010502,7.360133,0.022658,0.000874,8.86823,0.108982,0.011464,"Mechanism_2"
"266","Anemopaegma pachyphyllum Bureau & K.Schum.",5.68375,NA,8e-05,7.229839,NA,0.147033,7.230563,NA,0.012234,9.182764,NA,0.160492,"Mechanism_2"
"267","Anemopaegma paraense Bureau & K.Schum.",5.698419,0.000546,3e-06,7.784776,0.045854,0.004901,7.167626,0.012953,0.000408,9.84747,0.04665,0.00535,"Mechanism_2"
"268","Anemopaegma parkeri Sprague",5.700454,0.000646,6e-06,7.621892,0.071125,0.01131,7.320366,0.026129,0.000941,9.50842,0.05163,0.012346,"Mechanism_2"
"269","Anemopaegma patelliforme A.H.Gentry",5.697195,0.001001,7e-06,7.597037,0.108124,0.013367,7.262586,0.052386,0.001112,9.57774,0.136551,0.01459,"Mechanism_2"
"270","Anemopaegma prostratum DC.",5.691767,0.003164,7e-06,7.174036,0.093437,0.013367,7.285158,0.032484,0.001112,9.125539,0.106138,0.01459,"Mechanism_2"
"271","Anemopaegma robustum Bureau & K.Schum.",5.698764,0.001312,1e-05,7.768495,0.094873,0.018379,7.29561,0.047897,0.001529,9.616834,0.110138,0.020061,"Mechanism_2"
"272","Anemopaegma santaritense A.H.Gentry",5.696572,0.006044,4e-05,8.526101,0.368158,0.073516,7.296462,0.024981,0.004078,10.411316,0.219908,0.053497,"Mechanism_2"
"273","Anemopaegma setilobum A.H.Gentry",5.694656,0.001177,2e-05,7.021535,0.063292,0.036758,7.198986,0.009402,0.003059,9.107352,0.023084,0.040123,"Mechanism_2"
"274","Anemopaegma velutinum Mart. ex DC.",5.691733,0.001538,4e-06,6.555851,0.062913,0.007739,7.343947,0.021409,0.000644,8.496284,0.064024,0.008447,"Mechanism_2"
"275","Bignonia binata Thunb.",5.698604,0.000309,0,7.59663,0.030663,0.00079,7.326468,0.010338,6.6e-05,9.493854,0.035346,0.000872,"Mechanism_2"
"276","Bignonia callistegioides Cham.",5.688014,0.003722,1.3e-05,7.270606,0.205778,0.024505,7.444273,0.057571,0.002039,8.853014,0.311408,0.026749,"Mechanism_2"
"277","Bignonia campanulata Cham.",5.692053,0.001522,3e-06,7.180944,0.074411,0.005881,7.255273,0.021074,0.000489,9.289741,0.09039,0.00642,"Mechanism_2"
"278","Bignonia cararensis Zuntini",5.698937,NA,8e-05,7.868254,NA,0.147033,7.50329,NA,0.012234,9.447545,NA,0.160492,"Mechanism_2"
"279","Bignonia diversifolia Kunth",5.698077,0.00098,1e-06,7.235812,0.043944,0.002673,7.513062,0.008736,0.000222,8.958077,0.046306,0.002918,"Mechanism_2"
"280","Bignonia longiflora Cav.",5.688366,0.002872,1.3e-05,6.530753,0.162874,0.024505,7.213162,0.031078,0.002039,8.58458,0.145026,0.026749,"Mechanism_2"
"281","Bignonia magnifica W.Bull",5.687995,0.002923,4e-06,7.297635,0.086687,0.006683,7.380075,0.029969,0.000556,9.199665,0.095978,0.007295,"Mechanism_2"
"282","Bignonia microcalyx G.Mey.",5.697835,0.000551,1.1e-05,7.74974,0.075098,0.021005,7.388531,0.017842,0.001748,9.493681,0.093689,0.022927,"Mechanism_2"
"283","Bignonia neoheterophylla L.G.Lohmann",5.697858,0.000787,2e-06,7.303183,0.050354,0.002828,7.498149,0.009508,0.000235,9.040149,0.055856,0.003086,"Mechanism_2"
"284","Bignonia neouliginosa L.G.Lohmann",5.704393,0.000535,1.3e-05,7.479191,0.148794,0.024505,7.486602,0.030032,0.002039,9.277763,0.184576,0.026749,"Mechanism_2"
"285","Bignonia prieurei DC.",5.696878,0.001223,4e-06,7.678413,0.089661,0.007352,7.261441,0.026729,0.000612,9.630952,0.08761,0.008025,"Mechanism_2"
"286","Cuspidaria emmonsii A.H.Gentry",5.695368,0.002507,1.6e-05,7.49358,0.205702,0.029407,7.239275,0.060209,0.002447,9.539552,0.17008,0.032098,"Mechanism_2"
"287","Cuspidaria multiflora DC.",5.696683,0.001633,5e-06,6.543073,0.05466,0.009802,7.439357,0.017221,0.000816,8.335425,0.060429,0.010699,"Mechanism_2"
"288","Cuspidaria octoptera A.H.Gentry",5.6939,NA,8e-05,6.939254,NA,0.147033,7.453562,NA,0.012234,8.680162,NA,0.160492,"Mechanism_2"
"289","Cuspidaria simplicifolia DC.",5.695004,0.001579,4e-06,6.549404,0.066943,0.007352,7.429821,0.01756,0.000612,8.411615,0.068161,0.008025,"Mechanism_2"
"290","Cuspidaria subincana A.H.Gentry",5.696671,0.002796,9e-06,7.701945,0.091196,0.016337,7.219398,0.031079,0.001359,9.668315,0.08833,0.017832,"Mechanism_2"
"291","Digomphia laurifolia Benth.",5.680127,0.002691,1.1e-05,7.883535,0.131433,0.021005,7.325661,0.021375,0.001748,9.598321,0.027075,0.022927,"Mechanism_2"
"292","Dolichandra cynanchoides Cham.",5.695327,0.001551,2e-05,7.119544,0.107938,0.036758,7.484228,0.052567,0.003059,8.675349,0.174079,0.040123,"Mechanism_2"
"293","Eccremocarpus scaber Ruiz & Pav.",5.699942,NA,8e-05,7.473069,NA,0.147033,7.219642,NA,0.012234,9.496121,NA,0.160492,"Mechanism_2"
"294","Eccremocarpus viridis Ruiz & Pav.",5.648583,0.005786,7e-06,7.400779,0.102095,0.012253,6.986234,0.058793,0.00102,9.477523,0.05135,0.013374,"Mechanism_2"
"295","Fridericia speciosa Mart.",5.687428,0.000954,2e-06,7.097861,0.045257,0.002774,7.267084,0.013129,0.000227,9.033582,0.043566,0.002972,"Mechanism_2"
"296","Lundia damazioi C.DC.",5.674392,0.00438,2.7e-05,7.277113,0.113082,0.049011,7.098607,0.024367,0.004078,9.382097,0.101483,0.053497,"Mechanism_2"
"297","Lundia densiflora DC.",5.69697,0.000755,1e-06,7.713224,0.034813,0.002131,7.269671,0.013227,0.000177,9.636191,0.032953,0.002326,"Mechanism_2"
"298","Lundia erionema DC.",5.697949,0.000841,3e-06,7.771987,0.049855,0.005655,7.295085,0.021373,0.000471,9.694027,0.037909,0.006173,"Mechanism_2"
"299","Lundia gardneri Sandwith",5.69587,0.001914,5e-06,6.756105,0.040563,0.009802,7.417235,0.0209,0.000816,8.582303,0.048769,0.010699,"Mechanism_2"
"300","Lundia helicocalyx A.H.Gentry",5.708129,0.000592,1.1e-05,7.236387,0.058753,0.021005,7.434999,0.013286,0.001748,9.018396,0.076894,0.022927,"Mechanism_2"
"301","Lundia laevis Kaehler",5.697731,0.000251,1.6e-05,7.514694,0.017982,0.029407,7.1685,0.013966,0.002447,9.529563,0.026642,0.032098,"Mechanism_2"
"302","Lundia obliqua Sond.",5.685993,0.001358,5e-06,7.291974,0.052826,0.008649,7.282839,0.017718,0.00072,9.165699,0.037266,0.009441,"Mechanism_2"
"303","Lundia puberula Pittier",5.694448,0.0012,1e-06,7.810961,0.053053,0.002723,7.271712,0.020351,0.000231,9.760642,0.044302,0.003028,"Mechanism_2"
"304","Lundia virginalis DC.",5.687842,0.00102,2e-06,6.981091,0.056378,0.004084,7.278999,0.016246,0.00034,8.9088,0.06608,0.004458,"Mechanism_2"
"305","Mansoa glaziovii Bureau & K.Schum.",5.692008,0.001594,1.6e-05,7.019692,0.049006,0.029407,7.253408,0.028232,0.002447,8.927511,0.10822,0.032098,"Mechanism_2"
"306","Mansoa hirsuta DC.",5.694099,0.001515,3e-06,6.614882,0.039408,0.006126,7.429879,0.018957,0.00051,8.398221,0.040145,0.006687,"Mechanism_2"
"307","Mansoa onohualcoides A.H.Gentry",5.701271,0.00401,4e-05,7.047362,0.034346,0.073516,7.366141,0.1568,0.006117,8.864396,0.234231,0.080246,"Mechanism_2"
"308","Martinella iquitoensis A.Samp.",5.696588,6e-04,7e-06,7.933976,0.060604,0.012253,7.139449,0.027202,0.00102,9.990227,0.065219,0.013374,"Mechanism_2"
"309","Pleonotoma bracteata A.H.Gentry",5.703028,0.001031,1e-05,7.599191,0.061172,0.018379,7.264587,0.030152,0.001529,9.533136,0.07946,0.020061,"Mechanism_2"
