"","species","mean_temp","se_temp","within_sp_var_temp","mean_prec","se_prec","within_sp_var_prec","mean_pet","se_pet","within_sp_var_pet","mean_aridity","se_aridity","within_sp_var_aridity","Mechanism"
"11","Mutisia mandoniana Wedd. ex Cabrera",5.649618,0.014664,2e-05,7.186533,0.131234,0.036758,7.21245,0.0637,0.003059,9.108461,0.255036,0.040123,"Mechanism_2"
"12","Mutisia mathewsii Hook. & Arn.",5.650648,0.024648,2.7e-05,6.985357,0.267155,0.049011,7.063756,0.170156,0.004078,9.146792,0.238908,0.053497,"Mechanism_2"
"13","Mutisia microphylla Willd. ex DC.",5.636039,NA,8e-05,6.971669,NA,0.147033,6.822197,NA,0.012234,9.273127,NA,0.160492,"Mechanism_2"
"14","Mutisia pulcherrima Muschl.",5.650909,NA,8e-05,7.270313,NA,0.147033,7.118826,NA,0.012234,9.188197,NA,0.160492,"Mechanism_2"
"15","Mutisia stuebelii Hieron.",5.651963,NA,8e-05,7.480992,NA,0.147033,7.018402,NA,0.012234,9.687195,NA,0.160492,"Mechanism_2"
"16","Mutisia venusta S.F.Blake",5.656974,0.00274,2.7e-05,7.004888,0.522193,0.049011,7.22785,0.07572,0.004078,9.085184,0.107906,0.053497,"Mechanism_2"
"17","Mutisia wurdackii Cabrera",5.671255,0.002927,4e-05,6.854836,0.046901,0.073516,7.154591,0.007031,0.006117,8.914895,0.000403,0.080246,"Mechanism_2"
"18","Antigonon flavescens S.Watson",5.697353,0.002005,3e-06,6.938103,0.055866,0.005655,7.529023,0.014866,0.000471,8.679176,0.053985,0.006173,"Mechanism_2"
"19","Antigonon guatimalense Meisn.",5.69862,0.002225,9e-06,7.0823,0.116906,0.016337,7.539595,0.017296,0.001359,8.946157,0.113337,0.017832,"Mechanism_2"
"20","Apodanthera argentea Cogn.",5.682438,0.007995,2.7e-05,7.4339,0.120988,0.049011,7.141587,0.044856,0.004078,9.345801,0.188061,0.053497,"Mechanism_2"
"21","Apodanthera biflora Cogn.",5.662183,0.034742,4e-05,6.526319,0.171949,0.073516,6.958586,0.294177,0.006117,8.554471,0.618168,0.080246,"Mechanism_2"
"22","Apodanthera congestiflora Cogn.",5.69819,0.001035,4e-06,6.524738,0.042074,0.007352,7.409792,0.01802,0.000612,8.281833,0.048115,0.008025,"Mechanism_2"
"23","Apodanthera crispa Cogn.",5.675272,0.002017,1.6e-05,6.321269,0.198406,0.029407,7.573065,0.026412,0.002447,8.002671,0.194923,0.032098,"Mechanism_2"
"24","Apodanthera eriocalyx Cogn.",5.699942,NA,8e-05,7.473069,NA,0.147033,7.219642,NA,0.012234,9.496121,NA,0.160492,"Mechanism_2"
"25","Apodanthera ferreyrana Mart.Crov.",5.690191,NA,8e-05,4.290459,NA,0.147033,7.257708,NA,0.012234,5.283204,NA,0.160492,"Mechanism_2"
"26","Apodanthera glaziovii Cogn. ex Glaz.",5.695765,0.001761,1.1e-05,6.610965,0.146459,0.021005,7.357547,0.026558,0.001748,8.52326,0.148276,0.022927,"Mechanism_2"
"27","Apodanthera herrerae Harms",5.65545,0.005947,4e-05,6.796968,0.867379,0.073516,7.215654,0.037108,0.006117,8.741243,0.557566,0.080246,"Mechanism_2"
"28","Apodanthera hirtella Cogn.",5.663134,NA,8e-05,6.543912,NA,0.147033,7.393263,NA,0.012234,8.62784,NA,0.160492,"Mechanism_2"
"29","Apodanthera latipetala Mart.Crov.",5.636395,NA,8e-05,6.169611,NA,0.147033,7.273786,NA,0.012234,8.726319,NA,0.160492,"Mechanism_2"
"30","Apodanthera mandonii Cogn.",5.655265,0.009236,2.7e-05,6.927085,0.39192,0.049011,7.250364,0.043813,0.004078,8.842829,0.241402,0.053497,"Mechanism_2"
"31","Apodanthera succulenta C.Jeffrey",5.683389,0.006464,4e-05,6.924545,0.094752,0.073516,7.37621,0.049744,0.006117,8.630699,0.221537,0.080246,"Mechanism_2"
"32","Apodanthera trifoliata Cogn.",5.695331,0.001888,8e-06,6.472221,0.060269,0.014703,7.395597,0.026124,0.001223,8.242497,0.067616,0.016049,"Mechanism_2"
"33","Apodanthera undulata A.Gray",5.673587,0.001794,5e-06,6.496174,0.097021,0.009802,7.534157,0.017116,0.000816,8.166669,0.105294,0.010699,"Mechanism_2"
"34","Apodanthera villosa C.Jeffrey",5.68477,NA,8e-05,6.674561,NA,0.147033,7.303843,NA,0.012234,8.523175,NA,0.160492,"Mechanism_2"
"35","Apodanthera weberbaueri Harms",5.64633,NA,8e-05,5.568345,NA,0.147033,7.113956,NA,0.012234,8.028129,NA,0.160492,"Mechanism_2"
"36","Calycophysum pedunculatum H.Karst. & Triana",5.686056,0.002192,3e-06,7.605191,0.080741,0.004743,7.209147,0.020926,0.000395,9.608802,0.075258,0.005177,"Mechanism_2"
"37","Calycophysum weberbaueri Harms",5.666996,0.030601,4e-05,6.695723,0.526112,0.073516,7.249634,0.024153,0.006117,9.282341,0.556021,0.080246,"Mechanism_2"
"38","Cayaponia boliviensis Cogn.",5.669018,NA,8e-05,6.514713,NA,0.147033,7.305188,NA,0.012234,8.890686,NA,0.160492,"Mechanism_2"
"39","Cayaponia botryocarpa C.Jeffrey",5.681697,0.00443,4e-05,7.808016,0.014429,0.073516,7.303785,0.010768,0.006117,9.486519,0.029319,0.080246,"Mechanism_2"
"40","Cayaponia buraeavii Cogn.",5.667206,0.003778,6e-06,7.63764,0.126581,0.01131,7.167781,0.041854,0.000941,9.68539,0.084104,0.012346,"Mechanism_2"
"41","Cayaponia capitata Cogn. ex Harms",5.692745,0.00217,5e-06,7.6224,0.112313,0.009802,7.149892,0.017986,0.000816,9.80029,0.092695,0.010699,"Mechanism_2"
"42","Cayaponia caulobotrys C.Jeffrey",5.696723,8e-04,1.6e-05,7.773295,0.211689,0.029407,7.117635,0.025746,0.002447,9.865615,0.094838,0.032098,"Mechanism_2"
"43","Cayaponia coriacea Cogn.",5.697526,0.001181,5e-06,7.870099,0.071534,0.008649,7.262976,0.033925,0.00072,9.878109,0.068689,0.009441,"Mechanism_2"
"44","Cayaponia denticulata Killip ex C.Jeffrey",5.658611,NA,8e-05,7.257003,NA,0.147033,7.086738,NA,0.012234,9.180293,NA,0.160492,"Mechanism_2"
"45","Cayaponia duckei Harms",5.698934,0.001306,1.6e-05,7.838906,0.119636,0.029407,7.171936,0.043822,0.002447,9.920016,0.15752,0.032098,"Mechanism_2"
"46","Cayaponia ferruginea Gomes-Klein",5.697512,0.000754,2e-05,7.561391,0.08418,0.036758,7.296249,0.060146,0.003059,9.32915,0.167552,0.040123,"Mechanism_2"
"47","Cayaponia granatensis Cogn.",5.692765,0.001716,2e-06,7.877895,0.067726,0.00377,7.232918,0.019982,0.000314,9.922548,0.068535,0.004115,"Mechanism_2"
"48","Cayaponia jenmanii C.Jeffrey",5.700945,0.000305,2e-05,7.738471,0.022816,0.036758,7.432892,0.004865,0.003059,9.522692,0.03257,0.040123,"Mechanism_2"
"49","Cayaponia longifolia Cogn.",5.674517,0.006215,1.6e-05,7.45192,0.103312,0.029407,7.101082,0.028112,0.002447,9.494559,0.114966,0.032098,"Mechanism_2"
"50","Cayaponia longiloba A.K.Monro",5.700364,0.001662,1.1e-05,7.630136,0.041433,0.021005,7.492001,0.022694,0.001748,9.31873,0.072168,0.022927,"Mechanism_2"
"51","Cayaponia macrocalyx Harms",5.694323,0.00104,3e-06,7.834099,0.066026,0.006126,7.130488,0.023623,0.00051,9.947303,0.057186,0.006687,"Mechanism_2"
"52","Cayaponia membranacea Gomes-Klein",5.68375,NA,8e-05,7.26543,NA,0.147033,7.120444,NA,0.012234,9.296793,NA,0.160492,"Mechanism_2"
"53","Cayaponia nitida Gomes-Klein & Pirani",5.698714,0.000447,2.7e-05,7.473002,0.053813,0.049011,7.310449,0.023302,0.004078,9.442332,0.023871,0.053497,"Mechanism_2"
"54","Cayaponia noronhae C.Jeffrey",5.701947,NA,8e-05,6.51323,NA,0.147033,7.425358,NA,0.012234,8.167919,NA,0.160492,"Mechanism_2"
"55","Cayaponia ophthalmica R.E.Schult.",5.695842,0.000877,3e-06,7.768905,0.061661,0.004743,7.200472,0.018549,0.000395,9.849643,0.054168,0.005177,"Mechanism_2"
"56","Cayaponia petiolulata Cogn.",5.697261,NA,8e-05,7.839526,NA,0.147033,7.291656,NA,0.012234,9.609989,NA,0.160492,"Mechanism_2"
"57","Cayaponia podantha Cogn.",5.69817,0.001037,5e-06,7.132015,0.063093,0.009802,7.41733,0.018859,0.000816,8.878813,0.093734,0.010699,"Mechanism_2"
"58","Cayaponia ruizii Cogn.",5.69075,0.002538,1.1e-05,7.743032,0.154127,0.021005,7.176082,0.034965,0.001748,9.78872,0.149465,0.022927,"Mechanism_2"
"59","Cayaponia selysioides C.Jeffrey",5.698115,0.000951,9e-06,7.463052,0.052496,0.016337,7.374331,0.019818,0.001359,9.425318,0.062717,0.017832,"Mechanism_2"
"60","Cayaponia sessiliflora Wunderlin",5.695694,0.000448,2.7e-05,8.287212,0.142304,0.049011,7.070591,0.01153,0.004078,10.340757,0.072098,0.053497,"Mechanism_2"
"61","Cayaponia tessmannii Harms",5.698267,NA,8e-05,8.192294,NA,0.147033,7.223296,NA,0.012234,10.133686,NA,0.160492,"Mechanism_2"
"62","Cayaponia trilobata Cogn.",5.68409,NA,8e-05,7.483244,NA,0.147033,7.155396,NA,0.012234,9.447781,NA,0.160492,"Mechanism_2"
"63","Cayaponia tubulosa Cogn.",5.695164,0.001064,2e-06,7.586374,0.055495,0.003001,7.220226,0.018018,0.000255,9.639737,0.057725,0.003344,"Mechanism_2"
"64","Cayaponia villosissima Cogn.",5.670398,NA,8e-05,7.026427,NA,0.147033,7.061334,NA,0.012234,9.400382,NA,0.160492,"Mechanism_2"
"65","Ceratosanthes hilariana Cogn.",5.697593,0.002024,2.7e-05,7.340562,0.096217,0.049011,7.360381,0.012115,0.004078,9.204494,0.011426,0.053497,"Mechanism_2"
"66","Ceratosanthes multiloba Cogn.",5.700276,NA,8e-05,6.985642,NA,0.147033,7.427144,NA,0.012234,8.901503,NA,0.160492,"Mechanism_2"
"67","Ceratosanthes tomentosa Cogn.",5.699601,0.002422,2.7e-05,7.288924,0.066767,0.049011,7.366605,0.007146,0.004078,9.147732,0.062429,0.053497,"Mechanism_2"
"68","Cionosicys guabubu Grayum & J.A.González",5.691463,0.002321,1.6e-05,7.47172,0.173547,0.029407,7.475823,0.016388,0.002447,9.194178,0.08879,0.032098,"Mechanism_2"
"69","Cucumis dipsaceus Ehrenb. ex Spach",5.692684,0.001902,2e-06,6.853644,0.08569,0.004201,7.387097,0.022871,0.00036,8.705823,0.097276,0.00472,"Mechanism_2"
"70","Cucurbita lundelliana L.H.Bailey",5.700385,0.000758,7e-06,7.275174,0.073441,0.012253,7.509689,0.012341,0.00102,8.996169,0.067006,0.013374,"Mechanism_2"
"71","Cucurbita pedatifolia L.H.Bailey",5.670408,0.002315,8e-06,6.349323,0.085976,0.014703,7.491069,0.028754,0.001223,7.977695,0.079234,0.016049,"Mechanism_2"
"72","Cucurbita radicans Naudin",5.671621,0.001919,8e-06,6.586193,0.107094,0.014703,7.509693,0.015451,0.001223,8.313243,0.077349,0.016049,"Mechanism_2"
"73","Cyclanthera cogniauxii C.E.Jones & Kearns",5.672808,NA,8e-05,8.16962,NA,0.147033,7.312553,NA,0.012234,9.917045,NA,0.160492,"Mechanism_2"
"74","Cyclanthera cordifolia Cogn.",5.657554,0.004921,5e-06,7.224223,0.143578,0.008649,7.171349,0.058688,0.00072,9.103817,0.123934,0.009441,"Mechanism_2"
"75","Cyclanthera eichleri Cogn.",5.674182,NA,8e-05,7.559038,NA,0.147033,7.117206,NA,0.012234,9.464207,NA,0.160492,"Mechanism_2"
"76","Cyclanthera integrifoliola Cogn.",5.667917,0.002552,6e-06,6.643541,0.093629,0.01131,7.49661,0.019667,0.000941,8.379879,0.107544,0.012346,"Mechanism_2"
"77","Cyclanthera langaei Cogn.",5.674325,0.002044,2e-06,7.122412,0.074573,0.004324,7.415764,0.018532,0.00036,8.862987,0.066881,0.00472,"Mechanism_2"
"78","Cyclanthera leptostachya Benth.",5.674266,0.005552,2.7e-05,6.664196,0.091209,0.049011,7.191751,0.020732,0.004078,8.730366,0.116369,0.053497,"Mechanism_2"
"79","Cyclanthera multifoliola Cogn.",5.68619,0.002529,2e-06,6.985484,0.086275,0.003676,7.495132,0.014459,0.000306,8.703936,0.08726,0.004012,"Mechanism_2"
"80","Cyclanthera multifoliolata Cogn.",5.682965,0.00425,5e-06,6.749389,0.141229,0.009802,7.501355,0.033438,0.000816,8.481432,0.148225,0.010699,"Mechanism_2"
"81","Cyclanthera phyllantha Harms",5.6666,NA,8e-05,8.230311,NA,0.147033,7.050989,NA,0.012234,9.51488,NA,0.160492,"Mechanism_2"
"82","Cyclanthera steyermarkii Standl.",5.664535,0.007008,2e-05,7.509908,0.13488,0.036758,7.380982,0.055182,0.003059,9.056439,0.072881,0.040123,"Mechanism_2"
"83","Cyclanthera tamnifolia Griseb.",5.669243,0.005866,1e-05,6.748347,0.108742,0.018379,7.425187,0.022362,0.001529,8.383516,0.100459,0.020061,"Mechanism_2"
"84","Cyclanthera tenuisepala Cogn.",5.68732,0.003164,6e-06,7.286278,0.158864,0.01131,7.222266,0.048183,0.000941,9.268435,0.168236,0.012346,"Mechanism_2"
"85","Doyerea emetocathartica Grosourdy",5.696076,0.00206,3e-06,6.878801,0.076952,0.006393,7.517318,0.014567,0.000532,8.648465,0.073256,0.006978,"Mechanism_2"
"86","Fevillea bahiensis G.L.Rob. & Wunderlin",5.695918,NA,8e-05,7.082549,NA,0.147033,7.254178,NA,0.012234,9.28517,NA,0.160492,"Mechanism_2"
"87","Fevillea cordifolia L.",5.695271,0.000954,1e-06,7.665965,0.051106,0.00196,7.256385,0.018505,0.000163,9.668129,0.054192,0.00214,"Mechanism_2"
"88","Fevillea passiflora Vell.",5.689536,0.002016,9e-06,7.01906,0.059298,0.016337,7.196841,0.017682,0.001359,9.065737,0.081992,0.017832,"Mechanism_2"
"89","Fevillea trilobata L.",5.691769,0.001638,4e-06,6.989389,0.081118,0.007352,7.272811,0.021751,0.000612,8.943836,0.081976,0.008025,"Mechanism_2"
"90","Gurania acuminata Cogn.",5.694772,0.000601,1e-06,7.69882,0.042761,0.001616,7.219187,0.012534,0.000134,9.710313,0.04377,0.001764,"Mechanism_2"
"91","Gurania guentheri Harms",5.69236,0.003118,1.3e-05,8.06647,0.097463,0.024505,7.106701,0.021146,0.002039,10.080495,0.127482,0.026749,"Mechanism_2"
"92","Gurania huberi Cogn.",5.694712,0.002418,5e-06,7.975557,0.070858,0.009802,7.320421,0.017408,0.000816,9.737504,0.04796,0.010699,"Mechanism_2"
"93","Gurania huebneri Harms",5.700387,0.000991,2.7e-05,7.858579,0.047555,0.049011,7.279348,0.060181,0.004078,9.709394,0.060739,0.053497,"Mechanism_2"
"94","Gurania malacophylla Barb.Rodr.",5.69456,0.003727,2.7e-05,7.317295,0.114866,0.049011,7.229138,0.034514,0.004078,9.372362,0.123534,0.053497,"Mechanism_2"
"95","Gurania multiflora Cogn.",5.695241,0.001661,1.6e-05,7.612134,0.015837,0.029407,7.256374,0.023049,0.003059,9.559917,0.008641,0.040123,"Mechanism_2"
"96","Gurania neei Gomes-Costa",5.684426,0.001894,2.7e-05,6.896685,0.074105,0.049011,7.226962,0.034269,0.004078,8.786874,0.038954,0.053497,"Mechanism_2"
"97","Gurania nigrescens C.Jeffrey",5.695067,0.002682,2e-05,7.721462,0.124914,0.036758,7.348195,0.034884,0.003059,9.441423,0.027825,0.040123,"Mechanism_2"
"98","Gurania ovata Cogn.",5.697484,0.00068,2.7e-05,7.146451,0.173901,0.049011,7.303829,0.003704,0.004078,9.038975,0.199824,0.053497,"Mechanism_2"
"99","Gurania oxyphylla C.Jeffrey",5.693719,0.005219,4e-05,7.369259,0.117914,0.073516,7.309983,0.042458,0.006117,9.434431,0.084937,0.080246,"Mechanism_2"
"100","Gurania paulista Cogn.",5.690519,0.004391,4e-05,7.082111,0.17136,0.073516,7.209708,0.001848,0.006117,9.072744,0.032125,0.080246,"Mechanism_2"
"101","Gurania pedata Sprague",5.689291,0.002498,5e-06,7.779793,0.142627,0.009802,7.105651,0.021773,0.000816,9.768202,0.140711,0.010699,"Mechanism_2"
"102","Gurania pseudospinulosa Cogn.",5.696079,0.003863,4e-05,8.032365,0.311903,0.073516,7.371712,0.013518,0.006117,9.99033,0.023446,0.080246,"Mechanism_2"
"103","Gurania reticulata Cogn.",5.699495,0.000781,2.7e-05,7.972479,0.164693,0.049011,7.361358,0.004233,0.004078,9.867655,0.087655,0.053497,"Mechanism_2"
"104","Gurania robusta Suess.",5.693324,0.003892,2.7e-05,7.990957,0.074205,0.049011,7.344953,0.035812,0.004078,9.721809,0.134006,0.053497,"Mechanism_2"
"105","Gurania spruceana Cogn.",5.700677,0.000647,1.6e-05,7.70679,0.036918,0.029407,7.210128,0.007038,0.002447,9.757687,0.034015,0.032098,"Mechanism_2"
"106","Gurania subumbellata Cogn.",5.696312,0.000962,2e-06,7.466358,0.05781,0.003128,7.337998,0.012049,0.00026,9.300698,0.05403,0.003415,"Mechanism_2"
"107","Gurania trialata Cogn.",5.688894,0.007533,2.7e-05,7.988745,0.084851,0.049011,7.199356,0.075315,0.004078,9.987798,0.113304,0.053497,"Mechanism_2"
"108","Gurania tricuspidata Cogn.",5.693888,0.003553,2.7e-05,7.053946,0.076209,0.049011,7.207549,0.036075,0.004078,9.128801,0.053349,0.053497,"Mechanism_2"
"109","Gurania tubulosa Cogn.",5.689229,0.004593,1e-05,7.887164,0.061172,0.018379,7.342367,0.033763,0.001529,9.800282,0.082001,0.020061,"Mechanism_2"
"110","Gurania wawrei Cogn.",5.684769,0.001019,4e-05,7.186996,0.185751,0.073516,7.152274,0.027796,0.006117,9.064127,0.210033,0.080246,"Mechanism_2"
"111","Hanburia parviflora Donn.Sm.",5.670914,0.001206,4e-05,8.076696,0.016155,0.073516,7.319181,0.006627,0.006117,9.252451,0.0953,0.080246,"Mechanism_2"
"112","Helmontia cardiophylla Harms",5.70083,0.001795,2.7e-05,7.5676,0.273857,0.049011,7.322245,0.021954,0.004078,9.565785,0.213006,0.053497,"Mechanism_2"
"113","Luffa aegyptiaca Mill.",5.696216,0.000701,0,7.34239,0.03639,0.000782,7.396994,0.011564,6.6e-05,9.196184,0.040216,0.000872,"Mechanism_2"
"114","Melothria candolleana Cogn.",5.699774,0.000502,4e-05,6.957012,0.004284,0.073516,7.448916,0,0.006117,8.743513,0.076005,0.080246,"Mechanism_2"
"115","Melothria cucumis Vell.",5.690387,0.001324,4e-06,7.246307,0.03623,0.006683,7.324117,0.025825,0.000556,9.075532,0.056762,0.007295,"Mechanism_2"
"116","Melothria dulcis Wunderlin",5.691859,0.001795,3e-06,8.05338,0.070894,0.005251,7.261512,0.024894,0.000453,9.909573,0.050112,0.005944,"Mechanism_2"
"117","Melothria hirsuta Cogn.",5.700276,NA,8e-05,6.985642,NA,0.147033,7.427144,NA,0.012234,8.901503,NA,0.160492,"Mechanism_2"
"118","Melothria longituba C.Jeffrey",5.680047,0.015872,4e-05,8.194856,0.15699,0.073516,7.092905,0.042782,0.006117,10.126597,0.406912,0.080246,"Mechanism_2"
"119","Melothria pendula L.",5.692948,0.000755,0,7.42441,0.035577,0.000782,7.403375,0.010491,6.6e-05,9.258292,0.040099,0.000872,"Mechanism_2"
"120","Melothria scabra Naudin",5.690679,0.002293,3e-06,7.596402,0.092529,0.006126,7.433751,0.019072,0.00051,9.470989,0.105707,0.006687,"Mechanism_2"
"121","Melothria trilobata Cogn.",5.697641,0.000987,2e-06,7.685295,0.04909,0.002774,7.419016,0.013209,0.000231,9.521134,0.05236,0.003028,"Mechanism_2"
"122","Parasicyos maculatus Dieterle",5.671281,0.006548,2e-05,7.389963,0.210785,0.036758,7.405481,0.065801,0.003059,8.94143,0.168397,0.040123,"Mechanism_2"
"123","Polyclathra cucumerina Bertol.",5.692519,0.001146,2e-06,7.219298,0.060335,0.002774,7.506684,0.008518,0.000231,8.926841,0.05751,0.003028,"Mechanism_2"
"124","Psiguria racemosa C.Jeffrey",5.697089,0.002852,4e-05,7.142807,0.006324,0.073516,7.435733,0.064243,0.006117,9.040954,0.118829,0.080246,"Mechanism_2"
"125","Pteropepon deltoideus Cogn.",5.694048,0.001944,7e-06,7.867117,0.106652,0.012253,7.122354,0.022716,0.00102,9.920707,0.110251,0.013374,"Mechanism_2"
"126","Schizocarpum filiforme Schrad.",5.677432,0.002814,4e-06,6.733696,0.069234,0.007352,7.481724,0.013592,0.000612,8.517332,0.053152,0.008025,"Mechanism_2"
"127","Schizocarpum longisepalum C.Jeffrey",5.686797,0.007001,1.3e-05,6.889276,0.075722,0.024505,7.486269,0.015904,0.002039,8.735703,0.086817,0.026749,"Mechanism_2"
"128","Schizocarpum palmeri Cogn. & Rose",5.695727,0.001877,3e-06,6.831006,0.038632,0.005251,7.538309,0.009869,0.000437,8.537365,0.043326,0.005732,"Mechanism_2"
"129","Sechiopsis tetraptera Dieterle",5.693084,0.006422,1e-05,6.821211,0.034316,0.018379,7.51566,0.021557,0.001529,8.555689,0.0483,0.020061,"Mechanism_2"
"130","Sicydium diffusum Cogn.",5.693879,0.001773,3e-06,7.598078,0.08665,0.006126,7.171565,0.027428,0.00051,9.732897,0.088538,0.006687,"Mechanism_2"
"131","Sicydium gracile Cogn.",5.682894,0.003234,4e-05,7.299739,0.097823,0.073516,7.151696,0.059123,0.006117,9.327871,0.147062,0.080246,"Mechanism_2"
"132","Sicydium schiedeanum Schltdl.",5.693012,0.002147,5e-06,7.649446,0.091264,0.008649,7.423487,0.024368,0.00072,9.509003,0.098093,0.009441,"Mechanism_2"
"133","Sicydium tuerckheimii Donn.Sm.",5.691788,0.002535,5e-06,7.803522,0.079099,0.008649,7.42722,0.019114,0.00072,9.54817,0.093915,0.009441,"Mechanism_2"
"134","Sicyos andreanus Cogn.",5.666375,0.010208,4e-05,7.53243,0.105286,0.073516,7.032629,0.029563,0.006117,9.373768,0.526264,0.080246,"Mechanism_2"
"135","Sicyos baderoa Hook. & Arn.",5.648268,0.004912,1.3e-05,6.792028,0.307272,0.024505,7.250636,0.053944,0.002039,8.71249,0.205712,0.026749,"Mechanism_2"
"136","Sicyos bogotensis Cogn.",5.663828,NA,8e-05,6.626718,NA,0.147033,7.170888,NA,0.012234,8.523772,NA,0.160492,"Mechanism_2"
"137","Sicyos galeottii Cogn.",5.661744,NA,8e-05,8.057694,NA,0.147033,7.243513,NA,0.012234,9.525808,NA,0.160492,"Mechanism_2"
"138","Sicyos guatemalensis Standl. & Steyerm.",5.678181,0.004714,1.6e-05,6.418591,0.166296,0.029407,7.519624,0.038641,0.002447,8.215644,0.169739,0.032098,"Mechanism_2"
"139","Sicyos kunthii Cogn.",5.685886,0.003924,2.7e-05,7.489915,0.110415,0.049011,7.194125,0.12959,0.004078,9.664462,0.04968,0.053497,"Mechanism_2"
"140","Sicyos laciniatus L.",5.671851,0.001982,4e-06,6.54236,0.105134,0.007002,7.492639,0.019297,0.000583,8.270748,0.110021,0.007642,"Mechanism_2"
"141","Sicyos longisetosus Cogn.",5.690866,NA,8e-05,6.190315,NA,0.147033,7.198931,NA,0.012234,8.169903,NA,0.160492,"Mechanism_2"
"142","Sicyos macrocarpus Cogn.",5.671252,0.008067,2.7e-05,6.831658,0.240298,0.049011,7.114051,0.051575,0.004078,9.149305,0.425982,0.053497,"Mechanism_2"
"143","Sicyos malvifolius Griseb.",5.671776,NA,8e-05,6.415097,NA,0.147033,7.44132,NA,0.012234,7.921173,NA,0.160492,"Mechanism_2"
"144","Sicyos microphyllus Kunth",5.67623,0.002971,5e-06,6.778459,0.083403,0.008649,7.467351,0.02274,0.00072,8.493026,0.104094,0.009441,"Mechanism_2"
"145","Sicyos montanus Poepp. & Endl.",5.666141,0.004019,7e-06,6.95233,0.145806,0.013367,7.234387,0.045819,0.001112,9.024841,0.178331,0.01459,"Mechanism_2"
"146","Sicyos odonellii Mart.Crov.",5.670163,0.011203,4e-05,6.752853,0.144852,0.073516,7.407306,0.004854,0.006117,8.588482,0.199349,0.080246,"Mechanism_2"
"147","Sicyos parviflorus Willd.",5.666492,0.002389,5e-06,6.774651,0.080226,0.00919,7.445463,0.029272,0.000765,8.383145,0.089291,0.010031,"Mechanism_2"
"148","Sicyos urolobus Harms",5.656167,NA,8e-05,6.897705,NA,0.147033,7.110696,NA,0.012234,9.063579,NA,0.160492,"Mechanism_2"
"149","Sicyos warmingii Cogn.",5.681909,0.005033,2.7e-05,6.718245,0.198066,0.049011,7.462326,0.021593,0.004078,8.594954,0.169113,0.053497,"Mechanism_2"
"150","Siolmatra pentaphylla Harms",5.6977,0.000455,5e-06,7.824264,0.092775,0.00919,7.145983,0.018219,0.000765,9.944345,0.06722,0.010031,"Mechanism_2"
"151","Tecunumania quetzalteca Standl. & Steyerm.",5.671431,NA,8e-05,8.098947,NA,0.147033,7.315884,NA,0.012234,9.747944,NA,0.160492,"Mechanism_2"
"152","Wilbrandia hibiscoides Silva Manso",5.684267,0.001517,4e-06,7.261689,0.03843,0.006683,7.230915,0.014493,0.000556,9.215808,0.03695,0.007295,"Mechanism_2"
"153","Cobaea aschersoniana Brand",5.680343,NA,8e-05,8.452761,NA,0.147033,7.271704,NA,0.012234,9.829841,NA,0.160492,"Mechanism_2"
"154","Cobaea biaurita Standl.",5.678542,0.00573,9e-06,7.608861,0.157182,0.016337,7.399299,0.045366,0.001359,9.113442,0.15029,0.017832,"Mechanism_2"
"155","Cobaea campanulata Hemsl.",5.69659,NA,8e-05,7.803027,NA,0.147033,6.953684,NA,0.012234,10.130902,NA,0.160492,"Mechanism_2"
