"","species","n_temp","mean_temp","sd_temp","se_temp","within_sp_var_temp","species.1","n_prec","mean_prec","sd_prec","se_prec","within_sp_var_prec","species.2","n_pet","mean_pet","sd_pet","se_pet","within_sp_var_pet","species.3","n_aridity","mean_aridity","sd_aridity","se_aridity","within_sp_var_aridity"
"11","Baccharis serranoi H.Rob.","3","13.133333","5.081666","2.933901","2.563323","Baccharis serranoi H.Rob.","3","951.333333","310.213367","179.101771","208145.239321","Baccharis serranoi H.Rob.","3","1551.333333","151.186419","87.28752","10171.149518","Baccharis serranoi H.Rob.","3","4741.666667","368.87577","212.970525","9844804.444361"
"12","Barnadesia polyacantha Wedd.","14","13.364286","6.041473","1.614652","0.549283","Barnadesia polyacantha Wedd.","14","1227.642857","599.781192","160.298266","44602.551283","Barnadesia polyacantha Wedd.","14","1463","169.465222","45.291486","2179.53204","Barnadesia polyacantha Wedd.","14","7446.642857","3881.354236","1037.335553","2109600.952363"
"13","Bidens holwayi Sherff & S.F.Blake","4","17.9","3.871262","1.935631","1.922492","Bidens holwayi Sherff & S.F.Blake","4","1438","533.838927","266.919464","156108.929491","Bidens holwayi Sherff & S.F.Blake","4","1533","331.82626","165.91313","7628.362138","Bidens holwayi Sherff & S.F.Blake","4","10433.25","4674.806975","2337.403488","7383603.333271"
"14","Bidens rubifolia Kunth","12","15.775","4.350366","1.255842","0.640831","Bidens rubifolia Kunth","12","1577.75","679.611537","196.186952","52036.30983","Bidens rubifolia Kunth","12","1300.333333","109.614476","31.642974","2542.787379","Bidens rubifolia Kunth","12","11883.916667","2918.253415","842.427197","2461201.11109"
"15","Calea saxatilis Cuatrec.","1","21",NA,NA,"7.689968","Calea saxatilis Cuatrec.","1","2038",NA,NA,"624435.717964","Calea saxatilis Cuatrec.","1","1356",NA,NA,"30513.448554","Calea saxatilis Cuatrec.","1","13489",NA,NA,"29534413.333083"
"16","Calea solidaginea Kunth","3","19.4","1.385641","0.8","2.563323","Calea solidaginea Kunth","3","844.666667","257.195127","148.491676","208145.239321","Calea solidaginea Kunth","3","1709","38.314488","22.12088","10171.149518","Calea solidaginea Kunth","3","4937","820.528488","473.732343","9844804.444361"
"17","Calea trichotoma Donn.Sm.","35","24.634286","2.058832","0.348006","0.219713","Calea trichotoma Donn.Sm.","35","1863.257143","695.83485","117.617557","17841.020513","Calea trichotoma Donn.Sm.","34","1765.941176","102.975414","17.660138","897.454369","Calea trichotoma Donn.Sm.","34","10811.382353","4623.337316","792.895808","868659.215679"
"18","Condylopodium gachalanum S.Díaz & G.P.Méndez","1","11.8",NA,NA,"7.689968","Condylopodium gachalanum S.Díaz & G.P.Méndez","1","4027",NA,NA,"624435.717964","Condylopodium gachalanum S.Díaz & G.P.Méndez","1","1258",NA,NA,"30513.448554","Condylopodium gachalanum S.Díaz & G.P.Méndez","1","14442",NA,NA,"29534413.333083"
"19","Condylopodium hyalinifolium S.Díaz & G.P.Méndez","1","12.8",NA,NA,"7.689968","Condylopodium hyalinifolium S.Díaz & G.P.Méndez","1","1866",NA,NA,"624435.717964","Condylopodium hyalinifolium S.Díaz & G.P.Méndez","1","1258",NA,NA,"30513.448554","Condylopodium hyalinifolium S.Díaz & G.P.Méndez","1","8325",NA,NA,"29534413.333083"
"20","Critonia wilburii R.M.King & H.Rob.","1","22.4",NA,NA,"7.689968","Critonia wilburii R.M.King & H.Rob.","1","3070",NA,NA,"624435.717964","Critonia wilburii R.M.King & H.Rob.","1","1576",NA,NA,"30513.448554","Critonia wilburii R.M.King & H.Rob.","1","17980",NA,NA,"29534413.333083"
"21","Desmanthodium guatemalense Hemsl.","2","19.2","4.242641","3","3.844984","Desmanthodium guatemalense Hemsl.","2","1350","132.936075","94","312217.858982","Desmanthodium guatemalense Hemsl.","2","1679.5","98.287843","69.5","15256.724277","Desmanthodium guatemalense Hemsl.","2","10133.5","210.010714","148.5","14767206.666542"
"22","Ericentrodea davidsmithii H.Rob.","3","11.466667","4.578573","2.64344","2.563323","Ericentrodea davidsmithii H.Rob.","3","955.333333","328.673597","189.75979","208145.239321","Ericentrodea davidsmithii H.Rob.","3","1215.333333","319.274699","184.333333","10171.149518","Ericentrodea davidsmithii H.Rob.","3","9132.666667","4704.399785","2716.086482","9844804.444361"
"23","Harnackia bisecta Urb.","1","23.5",NA,NA,"7.689968","Harnackia bisecta Urb.","1","1755",NA,NA,"624435.717964","Harnackia bisecta Urb.","1","1702",NA,NA,"30513.448554","Harnackia bisecta Urb.","1","8600",NA,NA,"29534413.333083"
"24","Ichthyothere scandens S.F.Blake","24","21.604167","2.73058","0.557377","0.320415","Ichthyothere scandens S.F.Blake","24","2762.958333","1181.569276","241.186818","26018.154915","Ichthyothere scandens S.F.Blake","24","1427.125","171.047746","34.914975","1271.39369","Ichthyothere scandens S.F.Blake","24","18851.5","7021.957494","1433.351071","1230600.555545"
"25","Jungia mitis Benoist","1","9.4",NA,NA,"7.689968","Jungia mitis Benoist","1","1648",NA,NA,"624435.717964","Jungia mitis Benoist","1","1020",NA,NA,"30513.448554","Jungia mitis Benoist","1","11793",NA,NA,"29534413.333083"
"26","Jungia rugosa Less.","8","11.0625","6.087912","2.152402","0.961246","Jungia rugosa Less.","8","754.375","247.09104","87.359875","78054.464746","Jungia rugosa Less.","8","1180.625","247.079477","87.355787","3814.181069","Jungia rugosa Less.","8","6787.375","2150.491235","760.313468","3691801.666635"
"27","Jungia weberbaueri Cerrate","7","15.257143","4.874716","1.842469","1.098567","Jungia weberbaueri Cerrate","7","1131","429.619211","162.380799","89205.102566","Jungia weberbaueri Cerrate","7","1364.571429","252.599721","95.47372","4359.064079","Jungia weberbaueri Cerrate","7","8389.714286","3257.6629","1231.280841","4219201.904726"
"28","Llerasia pascoensis Sagást. & M.O.Dillon","1","16.6",NA,NA,"7.689968","Llerasia pascoensis Sagást. & M.O.Dillon","1","1127",NA,NA,"624435.717964","Llerasia pascoensis Sagást. & M.O.Dillon","1","1369",NA,NA,"30513.448554","Llerasia pascoensis Sagást. & M.O.Dillon","1","9484",NA,NA,"29534413.333083"
"29","Lycoseris peruviana K.Egeröd","1","25.5",NA,NA,"7.689968","Lycoseris peruviana K.Egeröd","1","1320",NA,NA,"624435.717964","Lycoseris peruviana K.Egeröd","1","1340",NA,NA,"30513.448554","Lycoseris peruviana K.Egeröd","1","9783",NA,NA,"29534413.333083"
"30","Montanoa pteropoda S.F.Blake","3","18.633333","5.695905","3.288532","2.563323","Montanoa pteropoda S.F.Blake","3","1946","677.296833","391.037509","208145.239321","Montanoa pteropoda S.F.Blake","3","1630","201.521711","116.348614","10171.149518","Montanoa pteropoda S.F.Blake","3","9414.666667","2616.453579","1510.610178","9844804.444361"
"31","Munnozia campii H.Rob.","2","11.05","1.343503","0.95","3.844984","Munnozia campii H.Rob.","2","1178","183.847763","130","312217.858982","Munnozia campii H.Rob.","2","953.5","19.091883","13.5","15256.724277","Munnozia campii H.Rob.","2","10216","2315.067602","1637","14767206.666542"
"32","Munnozia senecionidis Benth.","56","14.542857","3.373364","0.450785","0.137321","Munnozia senecionidis Benth.","56","2104.178571","1121.920044","149.922872","11150.637821","Munnozia senecionidis Benth.","56","1235.482143","148.600378","19.857561","544.88301","Munnozia senecionidis Benth.","56","13176.089286","5103.638696","682.002408","527400.238091"
"33","Munnozia venosissima Ruiz & Pav.","2","15.9","0","0","3.844984","Munnozia venosissima Ruiz & Pav.","2","820.5","94.045202","66.5","312217.858982","Munnozia venosissima Ruiz & Pav.","2","1401.5","94.045202","66.5","15256.724277","Munnozia venosissima Ruiz & Pav.","2","8449","1009.748484","714","14767206.666542"
"34","Oblivia ceronii H.Rob.","1","24.6",NA,NA,"7.689968","Oblivia ceronii H.Rob.","1","4223",NA,NA,"624435.717964","Oblivia ceronii H.Rob.","1","1150",NA,NA,"30513.448554","Oblivia ceronii H.Rob.","1","37072",NA,NA,"29534413.333083"
"35","Otopappus epaleaceus Hemsl.","13","22.261538","2.8465","0.789477","0.591536","Otopappus epaleaceus Hemsl.","13","967.692308","246.215822","68.287982","48033.516766","Otopappus epaleaceus Hemsl.","13","1871.461538","55.704003","15.449511","2347.18835","Otopappus epaleaceus Hemsl.","13","5121.230769","959.938987","266.239172","2271877.948699"
"36","Otopappus verbesinoides Benth.","28","21.710714","2.573848","0.486412","0.274642","Otopappus verbesinoides Benth.","28","1912.464286","743.122166","140.436889","22301.275642","Otopappus verbesinoides Benth.","28","1705.571429","149.640168","28.279334","1089.76602","Otopappus verbesinoides Benth.","28","11358.928571","4700.017478","888.219815","1054800.476182"
"37","Pentacalia axillariflora S.Díaz & Pedraza","1","11.9",NA,NA,"7.689968","Pentacalia axillariflora S.Díaz & Pedraza","1","1936",NA,NA,"624435.717964","Pentacalia axillariflora S.Díaz & Pedraza","1","1234",NA,NA,"30513.448554","Pentacalia axillariflora S.Díaz & Pedraza","1","8390",NA,NA,"29534413.333083"
"38","Pentacalia cazaletii H.Rob. & Cuatrec.","1","15.5",NA,NA,"7.689968","Pentacalia cazaletii H.Rob. & Cuatrec.","1","2329",NA,NA,"624435.717964","Pentacalia cazaletii H.Rob. & Cuatrec.","1","1185",NA,NA,"30513.448554","Pentacalia cazaletii H.Rob. & Cuatrec.","1","14991",NA,NA,"29534413.333083"
"39","Pentacalia dorrii H.Rob. & Cuatrec.","1","10.5",NA,NA,"7.689968","Pentacalia dorrii H.Rob. & Cuatrec.","1","1046",NA,NA,"624435.717964","Pentacalia dorrii H.Rob. & Cuatrec.","1","1012",NA,NA,"30513.448554","Pentacalia dorrii H.Rob. & Cuatrec.","1","10311",NA,NA,"29534413.333083"
"40","Pentacalia inquisiviensis H.Rob. & Cuatrec.","1","11",NA,NA,"7.689968","Pentacalia inquisiviensis H.Rob. & Cuatrec.","1","831",NA,NA,"624435.717964","Pentacalia inquisiviensis H.Rob. & Cuatrec.","1","1390",NA,NA,"30513.448554","Pentacalia inquisiviensis H.Rob. & Cuatrec.","1","5617",NA,NA,"29534413.333083"
"41","Pentacalia lewisii H.Rob. & Cuatrec.","1","8.7",NA,NA,"7.689968","Pentacalia lewisii H.Rob. & Cuatrec.","1","1189",NA,NA,"624435.717964","Pentacalia lewisii H.Rob. & Cuatrec.","1","1328",NA,NA,"30513.448554","Pentacalia lewisii H.Rob. & Cuatrec.","1","5449",NA,NA,"29534413.333083"
"42","Pentacalia luteynorum H.Rob. & Cuatrec.","3","19.733333","5.614564","3.24157","2.563323","Pentacalia luteynorum H.Rob. & Cuatrec.","3","2535","2411.76139","1392.431088","208145.239321","Pentacalia luteynorum H.Rob. & Cuatrec.","3","1228.333333","61.010928","35.224676","10171.149518","Pentacalia luteynorum H.Rob. & Cuatrec.","3","19563.666667","13345.820707","7705.213178","9844804.444361"
"43","Pentacalia matagalpensis H.Rob.","1","19.7",NA,NA,"7.689968","Pentacalia matagalpensis H.Rob.","1","3510",NA,NA,"624435.717964","Pentacalia matagalpensis H.Rob.","1","1637",NA,NA,"30513.448554","Pentacalia matagalpensis H.Rob.","1","14112",NA,NA,"29534413.333083"
"44","Pentacalia moronensis H.Rob. & Cuatrec.","1","21.9",NA,NA,"7.689968","Pentacalia moronensis H.Rob. & Cuatrec.","1","1216",NA,NA,"624435.717964","Pentacalia moronensis H.Rob. & Cuatrec.","1","1392",NA,NA,"30513.448554","Pentacalia moronensis H.Rob. & Cuatrec.","1","13567",NA,NA,"29534413.333083"
"45","Pentacalia napoensis H.Rob. & Cuatrec.","1","21.6",NA,NA,"7.689968","Pentacalia napoensis H.Rob. & Cuatrec.","1","2429",NA,NA,"624435.717964","Pentacalia napoensis H.Rob. & Cuatrec.","1","1132",NA,NA,"30513.448554","Pentacalia napoensis H.Rob. & Cuatrec.","1","28631",NA,NA,"29534413.333083"
"46","Pentacalia neblinensis Pruski","1","14.4",NA,NA,"7.689968","Pentacalia neblinensis Pruski","1","2669",NA,NA,"624435.717964","Pentacalia neblinensis Pruski","1","1141",NA,NA,"30513.448554","Pentacalia neblinensis Pruski","1","27031",NA,NA,"29534413.333083"
"47","Pentacalia pailasensis H.Rob. & Cuatrec.","1","15.6",NA,NA,"7.689968","Pentacalia pailasensis H.Rob. & Cuatrec.","1","993",NA,NA,"624435.717964","Pentacalia pailasensis H.Rob. & Cuatrec.","1","1173",NA,NA,"30513.448554","Pentacalia pailasensis H.Rob. & Cuatrec.","1","10443",NA,NA,"29534413.333083"
"48","Pentacalia palaciosii H.Rob. & Cuatrec.","1","16.6",NA,NA,"7.689968","Pentacalia palaciosii H.Rob. & Cuatrec.","1","2021",NA,NA,"624435.717964","Pentacalia palaciosii H.Rob. & Cuatrec.","1","1114",NA,NA,"30513.448554","Pentacalia palaciosii H.Rob. & Cuatrec.","1","21451",NA,NA,"29534413.333083"
"49","Pentacalia wilburii H.Rob.","1","14.1",NA,NA,"7.689968","Pentacalia wilburii H.Rob.","1","2932",NA,NA,"624435.717964","Pentacalia wilburii H.Rob.","1","1022",NA,NA,"30513.448554","Pentacalia wilburii H.Rob.","1","24322",NA,NA,"29534413.333083"
"50","Pentacalia zakii H.Rob. & Cuatrec.","1","16.8",NA,NA,"7.689968","Pentacalia zakii H.Rob. & Cuatrec.","1","2215",NA,NA,"624435.717964","Pentacalia zakii H.Rob. & Cuatrec.","1","1217",NA,NA,"30513.448554","Pentacalia zakii H.Rob. & Cuatrec.","1","19123",NA,NA,"29534413.333083"
"51","Piptocarpha atratoensis Cuatrec.","1","26.3",NA,NA,"7.689968","Piptocarpha atratoensis Cuatrec.","1","7275",NA,NA,"624435.717964","Piptocarpha atratoensis Cuatrec.","1","1423",NA,NA,"30513.448554","Piptocarpha atratoensis Cuatrec.","1","49573",NA,NA,"29534413.333083"
"52","Piptocarpha auyantepuiensis Aristeg.","1","18.3",NA,NA,"7.689968","Piptocarpha auyantepuiensis Aristeg.","1","2778",NA,NA,"624435.717964","Piptocarpha auyantepuiensis Aristeg.","1","1706",NA,NA,"30513.448554","Piptocarpha auyantepuiensis Aristeg.","1","12061",NA,NA,"29534413.333083"
"53","Piptocarpha boyacensis Cuatrec.","1","16.7",NA,NA,"7.689968","Piptocarpha boyacensis Cuatrec.","1","1518",NA,NA,"624435.717964","Piptocarpha boyacensis Cuatrec.","1","1430",NA,NA,"30513.448554","Piptocarpha boyacensis Cuatrec.","1","12201",NA,NA,"29534413.333083"
"54","Piptocarpha brasiliana Cass.","3","22.566667","1.422439","0.821246","2.563323","Piptocarpha brasiliana Cass.","3","1332.666667","293.867884","169.664702","208145.239321","Piptocarpha brasiliana Cass.","3","1360.333333","52.595944","30.366282","10171.149518","Piptocarpha brasiliana Cass.","3","9269.666667","1707.329006","985.726861","9844804.444361"
"55","Piptocarpha canescens Gleason","2","18.3","2.404163","1.7","3.844984","Piptocarpha canescens Gleason","2","1579.5","639.931637","452.5","312217.858982","Piptocarpha canescens Gleason","2","1354.5","20.506097","14.5","15256.724277","Piptocarpha canescens Gleason","2","11499","2849.640328","2015","14767206.666542"
"56","Piptocarpha gustavo-valerioana G.Lom.Sm.","7","22.6","2.333095","0.881827","1.098567","Piptocarpha gustavo-valerioana G.Lom.Sm.","7","1356.857143","457.377827","172.872569","89205.102566","Piptocarpha gustavo-valerioana G.Lom.Sm.","7","1389.428571","102.699979","38.816943","4359.064079","Piptocarpha gustavo-valerioana G.Lom.Sm.","7","9270.857143","3605.551758","1362.77047","4219201.904726"
"57","Piptocarpha gutierrezii Cuatrec.","14","23.178571","2.103542","0.562195","0.549283","Piptocarpha gutierrezii Cuatrec.","14","2413.928571","935.271944","249.961941","44602.551283","Piptocarpha gutierrezii Cuatrec.","14","1347.857143","133.706255","35.7345","2179.53204","Piptocarpha gutierrezii Cuatrec.","14","19677.571429","8479.953036","2266.36278","2109600.952363"
"58","Piptocarpha jauaensis Aristeg. & Steyerm.","1","16.5",NA,NA,"7.689968","Piptocarpha jauaensis Aristeg. & Steyerm.","1","3153",NA,NA,"624435.717964","Piptocarpha jauaensis Aristeg. & Steyerm.","1","1391",NA,NA,"30513.448554","Piptocarpha jauaensis Aristeg. & Steyerm.","1","17467",NA,NA,"29534413.333083"
"59","Piptocarpha matogrossensis H.Rob.","6","25.116667","0.256255","0.104616","1.281661","Piptocarpha matogrossensis H.Rob.","6","1694.5","207.924746","84.884922","104072.619661","Piptocarpha matogrossensis H.Rob.","6","1534.166667","34.061219","13.905434","5085.574759","Piptocarpha matogrossensis H.Rob.","6","10547.5","548.729715","224.017968","4922402.222181"
"60","Piptocarpha polycephala Baker","3","20.133333","2.145538","1.238727","2.563323","Piptocarpha polycephala Baker","3","2581.333333","526.492482","303.970576","208145.239321","Piptocarpha polycephala Baker","3","1567","84.964699","49.054392","10171.149518","Piptocarpha polycephala Baker","3","13673.666667","216.333847","124.900405","9844804.444361"
"61","Piptocarpha richteri Cuatrec.","1","24.8",NA,NA,"7.689968","Piptocarpha richteri Cuatrec.","1","3180",NA,NA,"624435.717964","Piptocarpha richteri Cuatrec.","1","1181",NA,NA,"30513.448554","Piptocarpha richteri Cuatrec.","1","30647",NA,NA,"29534413.333083"
"62","Piptocarpha tetrantha Urb.","2","23.25","0.777817","0.55","3.844984","Piptocarpha tetrantha Urb.","2","1987","1090.358657","771","312217.858982","Piptocarpha tetrantha Urb.","2","1550","77.781746","55","15256.724277","Piptocarpha tetrantha Urb.","2","13697.5","10.606602","7.5","14767206.666542"
"63","Piptocarpha vasquezii H.Rob.","3","24.633333","0.602771","0.34801","2.563323","Piptocarpha vasquezii H.Rob.","3","2009.333333","1103.166503","636.913477","208145.239321","Piptocarpha vasquezii H.Rob.","3","1364.666667","158.193974","91.333333","10171.149518","Piptocarpha vasquezii H.Rob.","3","18559.666667","7570.92731","4371.07692","9844804.444361"
"64","Piptocoma acevedoi Pruski","1","23.4",NA,NA,"7.689968","Piptocoma acevedoi Pruski","1","1666",NA,NA,"624435.717964","Piptocoma acevedoi Pruski","1","1653",NA,NA,"30513.448554","Piptocoma acevedoi Pruski","1","13300",NA,NA,"29534413.333083"
"65","Piptocoma rufescens Cass.","1","25.9",NA,NA,"7.689968","Piptocoma rufescens Cass.","1","1246",NA,NA,"624435.717964","Piptocoma rufescens Cass.","1","1812",NA,NA,"30513.448554","Piptocoma rufescens Cass.","1","8467",NA,NA,"29534413.333083"
"66","Salmea glaberrima Wright ex Griseb.","1","25.6",NA,NA,"7.689968","Salmea glaberrima Wright ex Griseb.","1","1492",NA,NA,"624435.717964","Salmea glaberrima Wright ex Griseb.","1","1914",NA,NA,"30513.448554","Salmea glaberrima Wright ex Griseb.","1","6351",NA,NA,"29534413.333083"
"67","Salmea orthocephala Standl. & Steyerm.","4","23.05","1.746425","0.873212","1.922492","Salmea orthocephala Standl. & Steyerm.","4","1061.75","207.363409","103.681704","156108.929491","Salmea orthocephala Standl. & Steyerm.","4","1819","56.497788","28.248894","7628.362138","Salmea orthocephala Standl. & Steyerm.","4","8868.5","2510.673548","1255.336774","7383603.333271"
"68","Salmea pauciceps Griseb.","1","25.6",NA,NA,"7.689968","Salmea pauciceps Griseb.","1","1492",NA,NA,"624435.717964","Salmea pauciceps Griseb.","1","1914",NA,NA,"30513.448554","Salmea pauciceps Griseb.","1","6351",NA,NA,"29534413.333083"
"69","Salmea petrobioides Griseb.","1","25.1",NA,NA,"7.689968","Salmea petrobioides Griseb.","1","1409",NA,NA,"624435.717964","Salmea petrobioides Griseb.","1","1895",NA,NA,"30513.448554","Salmea petrobioides Griseb.","1","6888",NA,NA,"29534413.333083"
"70","Sinclairia discolor Hook. & Arn.","27","20.611111","4.015004","0.772688","0.284814","Sinclairia discolor Hook. & Arn.","27","1943.148148","608.902335","117.183309","23127.248813","Sinclairia discolor Hook. & Arn.","27","1654.111111","163.878786","31.538487","1130.127724","Sinclairia discolor Hook. & Arn.","27","11207.962963","3962.235562","762.532589","1093867.160485"
"71","Stifftia uniflora Ducke","1","25.1",NA,NA,"7.689968","Stifftia uniflora Ducke","1","2514",NA,NA,"624435.717964","Stifftia uniflora Ducke","1","1578",NA,NA,"30513.448554","Stifftia uniflora Ducke","1","16272",NA,NA,"29534413.333083"
"72","Trepadonia oppositifolia H.Rob. & H.Beltrán","1","23.8",NA,NA,"7.689968","Trepadonia oppositifolia H.Rob. & H.Beltrán","1","1677",NA,NA,"624435.717964","Trepadonia oppositifolia H.Rob. & H.Beltrán","1","1322",NA,NA,"30513.448554","Trepadonia oppositifolia H.Rob. & H.Beltrán","1","14926",NA,NA,"29534413.333083"
"73","Trixis chiapensis C.E.Anderson","5","21.02","2.636665","1.179152","1.537994","Trixis chiapensis C.E.Anderson","5","1513.6","373.091544","166.851611","124887.143593","Trixis chiapensis C.E.Anderson","5","1747.8","60.964744","27.264262","6102.689711","Trixis chiapensis C.E.Anderson","5","7671.4","2620.746707","1172.033558","5906882.666617"
"74","Trixis inula Crantz","81","22.891358","3.343359","0.371484","0.094938","Trixis inula Crantz","81","1300.469136","565.755912","62.861768","7709.082938","Trixis inula Crantz","80","1804.0625","137.231519","15.34295","381.418107","Trixis inula Crantz","80","7450.3","3374.170741","377.243757","369180.166664"
"75","Trixis proustioides Hieron.","7","16.185714","3.930831","1.485714","1.098567","Trixis proustioides Hieron.","7","1165","683.489088","258.334593","89205.102566","Trixis proustioides Hieron.","7","1464.571429","263.479194","99.585775","4359.064079","Trixis proustioides Hieron.","7","6909.428571","3782.827067","1429.774239","4219201.904726"
"76","Trixis pruskii D.J.N.Hind","7","22.2","1.595828","0.603166","1.098567","Trixis pruskii D.J.N.Hind","7","673.571429","94.350158","35.661008","89205.102566","Trixis pruskii D.J.N.Hind","7","1504.285714","120.362943","45.492916","4359.064079","Trixis pruskii D.J.N.Hind","7","4771","720.049998","272.153318","4219201.904726"
"77","Verbesina fraseri Hemsl.","3","23.6","2.007486","1.159023","2.563323","Verbesina fraseri Hemsl.","3","2663","837.862161","483.739944","208145.239321","Verbesina fraseri Hemsl.","3","1744.666667","92.743374","53.545412","10171.149518","Verbesina fraseri Hemsl.","3","14560.666667","491.725872","283.898065","9844804.444361"
"78","Wedelia acapulcensis Kunth","46","23.265217","2.945748","0.434327","0.167173","Wedelia acapulcensis Kunth","46","1485.782609","740.316836","109.153762","13574.689521","Wedelia acapulcensis Kunth","46","1794.5","118.448254","17.464242","663.335838","Wedelia acapulcensis Kunth","46","8515.652174","4579.035834","675.142001","642052.463763"
"79","Zexmenia serrata La Llave","23","24.004348","2.428145","0.506303","0.334346","Zexmenia serrata La Llave","23","1892.73913","588.134201","122.634458","27149.379042","Zexmenia serrata La Llave","23","1685.73913","102.712847","21.417109","1326.671676","Zexmenia serrata La Llave","23","12394.043478","4780.066874","996.712843","1284104.927525"
"80","Burmeistera asclepiadea Gleason","9","17.966667","4.446909","1.482303","0.854441","Burmeistera asclepiadea Gleason","9","2839.666667","1778.702828","592.900943","69381.74644","Burmeistera asclepiadea Gleason","9","1314.777778","170.410371","56.803457","3390.383173","Burmeistera asclepiadea Gleason","9","19771","8649.810475","2883.270158","3281601.481454"
"81","Burmeistera brachyandra E.Wimm.","3","23.9","1.479865","0.8544","2.563323","Burmeistera brachyandra E.Wimm.","3","2123.333333","198.167438","114.412024","208145.239321","Burmeistera brachyandra E.Wimm.","3","1086.333333","41.645328","24.043941","10171.149518","Burmeistera brachyandra E.Wimm.","3","20451.666667","3986.856197","2301.812499","9844804.444361"
"82","Burmeistera mcvaughii Wilbur","1","12.9",NA,NA,"7.689968","Burmeistera mcvaughii Wilbur","1","3397",NA,NA,"624435.717964","Burmeistera mcvaughii Wilbur","1","1003",NA,NA,"30513.448554","Burmeistera mcvaughii Wilbur","1","31980",NA,NA,"29534413.333083"
"83","Burmeistera puberula E.Wimm.","1","15.2",NA,NA,"7.689968","Burmeistera puberula E.Wimm.","1","1586",NA,NA,"624435.717964","Burmeistera puberula E.Wimm.","1","1246",NA,NA,"30513.448554","Burmeistera puberula E.Wimm.","1","9082",NA,NA,"29534413.333083"
"84","Centropogon argutus E.Wimm.","1","14",NA,NA,"7.689968","Centropogon argutus E.Wimm.","1","908",NA,NA,"624435.717964","Centropogon argutus E.Wimm.","1","1284",NA,NA,"30513.448554","Centropogon argutus E.Wimm.","1","8118",NA,NA,"29534413.333083"
"85","Centropogon densiflorus Benth.","1","13.5",NA,NA,"7.689968","Centropogon densiflorus Benth.","1","1382",NA,NA,"624435.717964","Centropogon densiflorus Benth.","1","1122",NA,NA,"30513.448554","Centropogon densiflorus Benth.","1","11969",NA,NA,"29534413.333083"
