"","species","mean_temp","se_temp","within_sp_var_temp","mean_prec","se_prec","within_sp_var_prec","mean_pet","se_pet","within_sp_var_pet","mean_aridity","se_aridity","within_sp_var_aridity","Mechanism"
"34","Tontelea fuliginea Lombardi",5.695246,NA,3.6e-05,8.240121,NA,0.116739,7.068172,NA,0.010833,10.259412,NA,0.121683,"Mechanism_5"
"35","Tontelea hondurensis A.C.Sm.",5.693652,0.002428,4e-06,8.001854,0.092383,0.012971,7.386048,0.01731,0.001204,9.756241,0.031043,0.01352,"Mechanism_5"
"36","Dalbergia gracilis Benth.",5.697917,0.000265,2e-06,7.443142,0.032906,0.005076,7.245797,0.020299,0.000471,9.414842,0.047415,0.005291,"Mechanism_5"
"37","Dalbergia grandistipula A.M.Carvalho",5.699272,NA,3.6e-05,7.446585,NA,0.116739,7.170888,NA,0.010833,9.51569,NA,0.121683,"Mechanism_5"
"38","Dalbergia guttembergii A.M.Carvalho",5.702447,0.001836,1.8e-05,7.451196,0.059781,0.05837,7.350098,0.02891,0.005416,9.340826,0.090496,0.060842,"Mechanism_5"
"39","Dalbergia sampaioana Kuhlm. & Hoehne",5.695246,NA,3.6e-05,7.081709,NA,0.116739,7.26403,NA,0.010833,9.034319,NA,0.121683,"Mechanism_5"
"40","Lonchocarpus martynii A.C.Sm.",5.701275,0.003007,1.8e-05,7.633955,0.123524,0.05837,7.393803,0.012301,0.005416,9.414953,0.000285,0.060842,"Mechanism_5"
"41","Machaerium amazonense Hoehne",5.697685,0.00163,5e-06,7.839409,0.072688,0.016677,7.261515,0.045945,0.001548,9.729457,0.082108,0.017383,"Mechanism_5"
"42","Machaerium amplum Benth.",5.696097,0.000683,1e-06,7.249679,0.031004,0.002085,7.352676,0.010674,0.000193,9.163779,0.032642,0.002173,"Mechanism_5"
"43","Machaerium aureiflorum Ducke",5.69826,0.001754,6e-06,7.681458,0.082186,0.019457,7.192219,0.020917,0.001805,9.681578,0.043905,0.020281,"Mechanism_5"
"44","Machaerium biovulatum Micheli",5.696377,0.000834,1e-06,7.409471,0.051647,0.001692,7.471276,0.011568,0.000159,9.159944,0.056211,0.001789,"Mechanism_5"
"45","Machaerium bondaense Pittier",5.695397,0.005882,1.8e-05,7.80342,0.147082,0.05837,7.36825,0.067778,0.005416,9.326882,0.172689,0.060842,"Mechanism_5"
"46","Machaerium brasiliense Vogel",5.69174,0.000838,1e-06,7.124859,0.036857,0.001824,7.308374,0.012454,0.000169,9.005001,0.037943,0.001901,"Mechanism_5"
"47","Machaerium campylothyrsum Hoehne",5.696926,NA,3.6e-05,7.537963,NA,0.116739,7.082549,NA,0.010833,9.770642,NA,0.121683,"Mechanism_5"
"48","Machaerium cantarellianum Hoehne",5.690853,0.00259,7e-06,7.23428,0.064782,0.023348,7.182322,0.023398,0.002167,9.229921,0.087434,0.024337,"Mechanism_5"
"49","Machaerium caratinganum Kuhlm. & Hoehne",5.685615,0.002546,1.8e-05,6.842059,0.328829,0.05837,7.200515,0.052955,0.005416,8.903031,0.297461,0.060842,"Mechanism_5"
"50","Machaerium castaneiflorum Ducke",5.700161,0.001975,1.2e-05,7.650115,0.052805,0.038913,7.193706,0.015159,0.003611,9.666249,0.076633,0.040561,"Mechanism_5"
"51","Machaerium chiapense Brandegee",5.686176,0.001776,6e-06,7.040574,0.05838,0.019457,7.481217,0.019137,0.001805,8.590759,0.133804,0.020281,"Mechanism_5"
"52","Machaerium cirrhiferum Pittier",5.6979,0.001061,3e-06,7.505747,0.095554,0.00898,7.49474,0.019276,0.000833,9.275485,0.114444,0.00936,"Mechanism_5"
"53","Machaerium cobanense Donn.Sm.",5.684241,0.001901,2e-06,7.612844,0.105232,0.006867,7.40535,0.014386,0.000637,9.376158,0.099387,0.007158,"Mechanism_5"
"54","Machaerium complanatum Ducke",5.680684,0,1.8e-05,7.074117,0,0.05837,7.30317,0,0.005416,9.040382,0,0.060842,"Mechanism_5"
"55","Machaerium condensatum Kuhlm. & Hoehne",5.694183,0.001847,4e-06,7.240152,0.072184,0.014592,7.244002,0.021204,0.001354,9.216833,0.065423,0.01521,"Mechanism_5"
"56","Machaerium costulatum Rudd",5.698602,NA,3.6e-05,7.939515,NA,0.116739,7.102499,NA,0.010833,9.955938,NA,0.121683,"Mechanism_5"
"57","Machaerium cuspidatum Kuhlm. & Hoehne",5.694914,0.001027,2e-06,7.99088,0.068283,0.005306,7.160344,0.018648,0.000492,9.981732,0.067065,0.005531,"Mechanism_5"
"58","Machaerium duckeanum Hoehne",5.701715,0.003088,1.2e-05,7.545244,0.133323,0.038913,7.28249,0.057318,0.003611,9.537423,0.097189,0.040561,"Mechanism_5"
"59","Machaerium eliasii Rudd",5.705614,NA,3.6e-05,6.971669,NA,0.116739,7.573017,NA,0.010833,8.39976,NA,0.121683,"Mechanism_5"
"60","Machaerium falciforme Rudd",5.701761,0.000489,4e-06,7.412843,0.099879,0.012971,7.544184,0.025343,0.001204,9.122786,0.138301,0.01352,"Mechanism_5"
"61","Machaerium froesii Rudd",5.701487,0.000595,4e-06,7.723611,0.05442,0.014592,7.259008,0.01149,0.001354,9.686324,0.037962,0.01521,"Mechanism_5"
"62","Machaerium glabratum Pittier",5.690782,0.007474,9e-06,7.77418,0.247111,0.029185,7.358093,0.022272,0.002708,9.64266,0.08935,0.030421,"Mechanism_5"
"63","Machaerium glabrum Vogel",5.690629,0.003413,1.2e-05,7.217072,0.077958,0.038913,7.180586,0.01564,0.003611,9.165957,0.055185,0.040561,"Mechanism_5"
"64","Machaerium gracile Benth.",5.687564,0.001708,9e-06,6.997965,0.074792,0.029185,7.185688,0.039384,0.002708,9.036203,0.171962,0.030421,"Mechanism_5"
"65","Machaerium guanaiense Rusby ex Rudd",5.693058,0.001179,1.8e-05,7.353242,0.470804,0.05837,7.291615,0.083014,0.005416,9.444732,0.237797,0.060842,"Mechanism_5"
"66","Machaerium guaremalense Pittier",5.699942,NA,3.6e-05,7.18007,NA,0.116739,7.503841,NA,0.010833,8.866017,NA,0.121683,"Mechanism_5"
"67","Machaerium hoehneanum Ducke",5.701279,0.000334,1.8e-05,7.803551,0.013269,0.05837,7.183088,0.006833,0.005416,9.804173,0.041156,0.060842,"Mechanism_5"
"68","Machaerium huanucoense Rudd",5.698267,0.000335,1.8e-05,7.88969,0.285294,0.05837,7.131551,0.091015,0.005416,9.998564,0.136472,0.060842,"Mechanism_5"
"69","Machaerium humboldtianum Vogel",5.696205,0.00513,4e-06,7.035012,0.206977,0.014592,7.468467,0.056083,0.001354,8.776098,0.187379,0.01521,"Mechanism_5"
"70","Machaerium jobimianum C.V.Mendonça & A.M.G.Azevedo",5.694364,0.001922,7e-06,7.071206,0.110364,0.023348,7.217725,0.021235,0.002167,9.121949,0.069129,0.024337,"Mechanism_5"
"71","Machaerium latifolium Rusby",5.693102,0.005051,3e-06,7.183633,0.181869,0.00898,7.349051,0.023123,0.000833,9.102865,0.168712,0.00936,"Mechanism_5"
"72","Machaerium lindenianum Benth.",5.6666,NA,3.6e-05,7.390181,NA,0.116739,7.276556,NA,0.010833,9.510075,NA,0.121683,"Mechanism_5"
"73","Machaerium macrophyllum Benth.",5.694982,0.001209,1e-06,7.883533,0.055123,0.00449,7.278047,0.02089,0.000417,9.780687,0.052485,0.00468,"Mechanism_5"
"74","Machaerium madeirense Pittier",5.697091,0.000574,1e-06,7.876808,0.038239,0.002847,7.254512,0.015383,0.000264,9.781217,0.037152,0.002968,"Mechanism_5"
"75","Machaerium milleflorum Pittier",5.702054,0.001334,6e-06,7.698916,0.145042,0.019457,7.481153,0.038921,0.001805,9.333424,0.257076,0.020281,"Mechanism_5"
"76","Machaerium moritzianum Benth.",5.690568,0.005445,9e-06,7.647467,0.127186,0.029185,7.354489,0.011353,0.002708,9.615343,0.063488,0.030421,"Mechanism_5"
"77","Machaerium multifoliolatum Ducke",5.69565,0.00092,2e-06,7.693118,0.076426,0.005306,7.199116,0.019708,0.000492,9.710228,0.061783,0.005531,"Mechanism_5"
"78","Machaerium mutisii Killip ex Rudd",5.693668,0.001577,3e-06,7.978315,0.101034,0.008339,7.147035,0.026742,0.000774,9.934647,0.106174,0.008692,"Mechanism_5"
"79","Machaerium myrianthum Spruce ex Benth.",5.694829,0.001311,2e-06,7.760391,0.066075,0.005559,7.24862,0.022056,0.000516,9.729826,0.064797,0.005794,"Mechanism_5"
"80","Machaerium nigrum Vogel",5.686185,0.004459,4e-06,6.862907,0.071246,0.014592,7.352574,0.046183,0.001354,8.797703,0.129565,0.01521,"Mechanism_5"
"81","Machaerium oblongifolium Vogel",5.691144,0.001654,2e-06,7.097381,0.077925,0.006144,7.268939,0.030928,0.00057,8.993078,0.089132,0.006404,"Mechanism_5"
"82","Machaerium paraense Ducke",5.699893,0.000604,5e-06,7.744113,0.069032,0.016677,7.355734,0.013567,0.001548,9.696728,0.046458,0.017383,"Mechanism_5"
"83","Machaerium parvifolium Killip ex Rudd",5.69826,0.002729,1.2e-05,8.29031,0.303087,0.038913,7.341912,0.038995,0.003611,10.12324,0.254434,0.040561,"Mechanism_5"
"84","Machaerium salzmannii Benth.",5.697078,0.001055,1e-06,7.360677,0.089553,0.004169,7.2433,0.017905,0.000401,9.286088,0.101776,0.004507,"Mechanism_5"
"85","Machaerium seemannii Benth. ex Seem.",5.694674,0.001407,1e-06,7.811516,0.062988,0.003155,7.431879,0.012127,0.000301,9.558637,0.064774,0.00338,"Mechanism_5"
"86","Machaerium sericiflorum Vogel",5.685647,0.00164,7e-06,6.86399,0.179809,0.023348,7.251323,0.037862,0.002167,8.879983,0.18202,0.024337,"Mechanism_5"
"87","Machaerium striatum I.M.Johnst.",5.698586,0.005696,1.8e-05,7.378956,0.239296,0.05837,7.458296,0.030557,0.005416,8.975158,0.278146,0.060842,"Mechanism_5"
"88","Machaerium subrhombiforme Rudd",5.69524,0.003362,1.8e-05,7.554371,0.059941,0.05837,7.307288,0.034196,0.005416,9.466767,0.069201,0.060842,"Mechanism_5"
"89","Machaerium ternatum Kuhlm. & Hoehne",5.691359,0.002359,6e-06,7.253434,0.038562,0.019457,7.192903,0.023739,0.001805,9.222343,0.060154,0.020281,"Mechanism_5"
"90","Machaerium tortipes Hoehne",5.697037,0.00068,1.2e-05,7.350758,0.066234,0.038913,7.120934,0.007004,0.003611,9.60076,0.029505,0.040561,"Mechanism_5"
"91","Machaerium tovarense Pittier",5.691968,0.004752,7e-06,7.515849,0.166025,0.023348,7.40536,0.039019,0.002167,9.12276,0.169067,0.024337,"Mechanism_5"
"92","Machaerium trifoliolatum Ducke",5.698779,0.001103,3e-06,7.729313,0.111841,0.010613,7.322832,0.020278,0.000985,9.655691,0.042651,0.011062,"Mechanism_5"
"93","Securidaca acuminata A.St.-Hil.",5.692761,0.004136,1.2e-05,7.341647,0.06514,0.038913,7.263316,0.050862,0.003611,9.107992,0.090253,0.040561,"Mechanism_5"
"94","Securidaca amazonica Chodat",5.703616,NA,3.6e-05,7.974533,NA,0.116739,7.329094,NA,0.010833,9.816622,NA,0.121683,"Mechanism_5"
"95","Securidaca bialata Benth.",5.701245,0.000551,1e-06,7.651085,0.02568,0.003434,7.287242,0.007879,0.000319,9.559092,0.028496,0.003579,"Mechanism_5"
"96","Securidaca cacumina Wurdack",5.685109,NA,3.6e-05,8.388223,NA,0.116739,7.276556,NA,0.010833,9.97222,NA,0.121683,"Mechanism_5"
"97","Securidaca coriacea Bonpl. ex Steud.",5.698591,0.001003,2e-06,7.456024,0.097531,0.005076,7.297735,0.028433,0.000471,9.407927,0.10484,0.005291,"Mechanism_5"
"98","Securidaca divaricata Nees & Mart.",5.698008,0.000463,1e-06,7.687206,0.039906,0.003072,7.217171,0.018694,0.000285,9.668629,0.050818,0.003202,"Mechanism_5"
"99","Securidaca elliptica Turcz.",5.696199,0.001973,4e-06,7.229069,0.064148,0.014592,7.488385,0.022405,0.001354,9.00491,0.073549,0.01521,"Mechanism_5"
"100","Securidaca falcata Chodat",5.695742,0.002343,9e-06,7.124694,0.109182,0.029185,7.407482,0.019903,0.002708,8.903694,0.107782,0.030421,"Mechanism_5"
"101","Securidaca froesii Wurdack",5.698769,0.001172,1.8e-05,7.830892,0.016089,0.05837,7.175896,0.0474,0.005416,9.878886,0.12413,0.060842,"Mechanism_5"
"102","Securidaca fruticans Wurdack",5.69659,NA,3.6e-05,8.065265,NA,0.116739,7.232733,NA,0.010833,10.017976,NA,0.121683,"Mechanism_5"
"103","Securidaca goudotiana Planch. & Triana",5.687145,NA,3.6e-05,7.290293,NA,0.116739,7.355002,NA,0.010833,9.660333,NA,0.121683,"Mechanism_5"
"104","Securidaca lanceolata A.St.-Hil.",5.69203,0.001409,1e-06,7.134412,0.06429,0.00467,7.27565,0.02001,0.000433,9.046979,0.063366,0.004867,"Mechanism_5"
"105","Securidaca lateralis A.W.Benn.",5.700663,0.001137,6e-06,7.496695,0.038833,0.019457,7.308545,0.028535,0.001805,9.392685,0.04511,0.020281,"Mechanism_5"
"106","Securidaca leiocarpa Blake",5.678152,0.01191,1.2e-05,7.364117,0.229784,0.038913,7.090464,0.021053,0.003611,9.56481,0.16483,0.040561,"Mechanism_5"
"107","Securidaca longifolia Poepp. & Endl.",5.698935,0.000384,1e-06,7.873391,0.028763,0.003072,7.180584,0.010775,0.000285,9.905501,0.027585,0.003202,"Mechanism_5"
"108","Securidaca macrocarpa A.W.Benn.",5.683636,0.004382,9e-06,7.322713,0.041681,0.029185,7.189837,0.026276,0.002708,9.277024,0.100709,0.030421,"Mechanism_5"
"109","Securidaca maguirei Wurdack",5.692287,0.002967,9e-06,7.697744,0.062775,0.029185,7.323861,0.014153,0.002708,9.781128,0.018327,0.030421,"Mechanism_5"
"110","Securidaca marginata Benth.",5.695579,0.001696,2e-06,7.62673,0.07902,0.006867,7.38684,0.011642,0.000637,9.434335,0.034488,0.007158,"Mechanism_5"
"111","Securidaca ovalifolia A.St.-Hil.",5.696883,0.000832,2e-06,7.183504,0.038806,0.006486,7.382292,0.020841,0.000602,9.018292,0.046219,0.00676,"Mechanism_5"
"112","Securidaca paniculata Rich.",5.69794,0.000469,0,7.737546,0.028993,0.001441,7.283552,0.013886,0.000134,9.678784,0.030911,0.001502,"Mechanism_5"
"113","Securidaca pendula Bonpl. ex Steud.",5.701485,0.000912,4e-06,7.728488,0.074123,0.014592,7.43468,0.016011,0.001354,9.44943,0.068463,0.01521,"Mechanism_5"
"114","Securidaca planchoniana Killip & Dugand",5.692714,0.002128,3e-06,7.330067,0.15013,0.010613,7.368838,0.025545,0.000985,9.214816,0.144365,0.011062,"Mechanism_5"
"115","Securidaca prancei Wurdack",5.698097,0.000672,3e-06,7.713197,0.077116,0.009728,7.200506,0.021489,0.000903,9.744555,0.0752,0.01014,"Mechanism_5"
"116","Securidaca purpurea Linden & Planch.",5.662955,0.003299,1.8e-05,7.57335,0.070612,0.05837,7.125076,0.128394,0.005416,9.661554,0.013023,0.060842,"Mechanism_5"
"117","Securidaca pyramidalis Sprague",5.690021,0.001183,1.8e-05,7.631854,0.073859,0.05837,7.322447,0.011229,0.005416,9.4595,0.076468,0.060842,"Mechanism_5"
"118","Securidaca retusa Benth.",5.696631,0.000976,2e-06,7.980164,0.050818,0.005837,7.2074,0.020273,0.000516,9.902742,0.042214,0.005794,"Mechanism_5"
"119","Securidaca rivinifolia A.St.-Hil.",5.695705,0.000594,1e-06,7.56877,0.041803,0.002013,7.248643,0.0134,0.000187,9.535051,0.047199,0.002098,"Mechanism_5"
"120","Securidaca savannarum Wurdack",5.697261,NA,3.6e-05,8.010692,NA,0.116739,7.311886,NA,0.010833,9.985943,NA,0.121683,"Mechanism_5"
"121","Securidaca scandens Jacq.",5.700529,0.001259,3e-06,7.144153,0.082521,0.008339,7.501483,0.022848,0.000774,8.892784,0.095536,0.008692,"Mechanism_5"
"122","Securidaca schlimii Planch. & Linden ex Triana & Planch.",5.689487,0.007439,1.8e-05,7.305902,0.134245,0.05837,7.36036,0.110434,0.005416,9.302078,0.229621,0.060842,"Mechanism_5"
"123","Securidaca speciosa Wurdack",5.678977,NA,3.6e-05,7.712444,NA,0.116739,7.307873,NA,0.010833,9.499796,NA,0.121683,"Mechanism_5"
"124","Securidaca spinifex Sandwith",5.697249,0.002063,5e-06,7.898175,0.054823,0.016677,7.351527,0.011023,0.001548,9.654165,0.072916,0.017383,"Mechanism_5"
"125","Securidaca sylvestris Schltdl.",5.692254,0.001933,1e-06,7.224769,0.0622,0.003243,7.49705,0.015598,0.000301,8.973077,0.061698,0.00338,"Mechanism_5"
"126","Securidaca tenuifolia Chodat",5.695633,0.002449,3e-06,7.458712,0.075404,0.009728,7.42212,0.023382,0.000903,9.360764,0.108367,0.01014,"Mechanism_5"
"127","Securidaca tomentosa A.St.-Hil.",5.685817,0.001453,4e-06,6.776135,0.049185,0.012971,7.326309,0.016147,0.001204,8.657689,0.026417,0.01352,"Mechanism_5"
"128","Securidaca trianae Killip & Dugand",5.676843,0.004849,4e-06,7.542766,0.213664,0.014592,7.17693,0.057941,0.001354,9.462621,0.206571,0.01521,"Mechanism_5"
"129","Securidaca uniflora Oort",5.697367,0.001059,3e-06,7.825537,0.091304,0.009728,7.266099,0.030665,0.000903,9.750296,0.100349,0.01014,"Mechanism_5"
"130","Securidaca warmingiana Chodat",5.697332,0.000653,2e-06,7.869349,0.03728,0.006486,7.225367,0.025169,0.000602,9.851748,0.052215,0.00676,"Mechanism_5"
"131","Malanea obovata Hochr.",5.694218,0.002088,4e-06,7.712222,0.074921,0.011674,7.370016,0.021392,0.001083,9.447489,0.041918,0.012168,"Mechanism_5"
"132","Omphalea brasiliensis Müll.Arg.",5.688493,0.003723,1.8e-05,7.361657,0.051107,0.05837,7.208352,0.035161,0.005416,9.15562,0.030838,0.060842,"Mechanism_5"
"133","Omphalea diandra L.",5.697602,0.000452,0,7.739163,0.032901,0.000998,7.277391,0.012928,9.3e-05,9.683442,0.032801,0.001049,"Mechanism_5"
"134","Lophostoma ovatum Meisn.",5.702615,NA,3.6e-05,7.714231,NA,0.116739,7.188413,NA,0.010833,9.812085,NA,0.121683,"Mechanism_5"
"135","Connarus blanchetii Planch.",5.698307,0.001124,3e-06,7.302301,0.09536,0.008339,7.338106,0.014342,0.000833,9.210724,0.099724,0.00936,"Mechanism_5"
"136","Connarus cuneifolius Baker",5.697764,0.000168,1.8e-05,7.166127,0.225904,0.05837,7.277933,0.003453,0.005416,9.207102,0.219156,0.060842,"Mechanism_5"
"137","Connarus detersus Planch.",5.69429,0.0028,3e-06,7.000329,0.099015,0.010613,7.353035,0.036365,0.000985,8.847867,0.083466,0.011062,"Mechanism_5"
"138","Connarus favosus Planch.",5.701695,0.000541,3e-06,7.586828,0.053795,0.009728,7.279026,0.018144,0.000903,9.541351,0.075884,0.01014,"Mechanism_5"
"139","Connarus guggenheimii Forero",5.695416,0.004015,7e-06,7.85851,0.089995,0.023348,7.32262,0.034823,0.002167,9.744781,0.060569,0.024337,"Mechanism_5"
"140","Connarus jaramilloi Forero",5.692042,0.003204,1.8e-05,8.068752,0.202797,0.05837,7.164067,0.086569,0.005416,10.018613,0.248371,0.060842,"Mechanism_5"
"141","Connarus lentiginosus Brandegee",5.697592,0.000946,3e-06,7.81163,0.095278,0.009728,7.448268,0.016474,0.000903,9.645404,0.086193,0.01014,"Mechanism_5"
"142","Connarus marginatus Planch.",5.699764,0.004518,1.8e-05,7.470754,0.37818,0.05837,7.332669,0.063053,0.005416,9.358151,0.337882,0.060842,"Mechanism_5"
"143","Connarus nervatus Cuatrec.",5.69341,0.003221,4e-06,7.792494,0.20052,0.012971,7.153126,0.053682,0.001204,9.842534,0.188239,0.01352,"Mechanism_5"
"144","Connarus popenoei Standl.",5.698937,NA,3.6e-05,7.615298,NA,0.116739,7.508239,NA,0.010833,9.043932,NA,0.121683,"Mechanism_5"
"145","Connarus portosegurensis Forero",5.694908,0.002018,1.8e-05,7.346399,0.090807,0.05837,7.248806,0.01031,0.005416,9.311369,0.01862,0.060842,"Mechanism_5"
"146","Connarus punctatus Planch.",5.697832,0.000686,0,7.708069,0.032801,0.001621,7.2544,0.013956,0.00015,9.679055,0.03473,0.00169,"Mechanism_5"
"147","Connarus rigidus Forero",5.697202,0.001076,2e-06,7.838669,0.049418,0.005559,7.233238,0.015722,0.000516,9.848739,0.051132,0.005794,"Mechanism_5"
"148","Connarus schultesii Standl.",5.695411,0.001561,9e-06,7.668103,0.180137,0.029185,7.419121,0.016563,0.002708,9.325909,0.168158,0.030421,"Mechanism_5"
"149","Connarus silvanensis Cuatrec.",5.697494,0.003568,9e-06,8.15261,0.241224,0.029185,7.342535,0.033912,0.002708,10.078998,0.170393,0.030421,"Mechanism_5"
"150","Connarus steyermarkii Prance",5.691931,0.004625,9e-06,6.969895,0.11652,0.029185,7.459829,0.054202,0.002708,8.588466,0.128531,0.030421,"Mechanism_5"
"151","Connarus turczaninowii Triana & Planch.",5.69757,0.003637,7e-06,7.705076,0.131319,0.023348,7.42526,0.022989,0.002167,9.515834,0.089642,0.024337,"Mechanism_5"
"152","Connarus williamsii Britton",5.693361,0.008252,1.8e-05,8.035005,0.17946,0.05837,7.382753,0.04973,0.005416,9.566933,0.01855,0.060842,"Mechanism_5"
"153","Connarus wurdackii Prance",5.69726,0.000725,9e-06,7.978382,0.05912,0.029185,7.071499,0.007031,0.002708,10.088982,0.062688,0.030421,"Mechanism_5"
"154","Rourea accrescens Forero",5.698567,0.000575,4e-06,7.798231,0.059065,0.011674,7.115413,0.018484,0.001083,9.886472,0.06226,0.012168,"Mechanism_5"
"155","Rourea adenophora S.F.Blake",5.699516,0.001407,4e-06,8.019689,0.123278,0.014592,7.430701,0.019865,0.001548,9.695399,0.096246,0.017383,"Mechanism_5"
