"","species","temp","prec","pet","aridity","lon","lat"
"57","Desmoncus giganteus A.J.Hend.",248,2477,1197,20556,-75.146,-3.807
"58","Desmoncus horridus Splitg. ex Mart.",256,2341,1638,13957,-69.891503,6.224444
"59","Desmoncus horridus Splitg. ex Mart.",252,3111,1225,24707,-69.95,-4.18
"60","Desmoncus horridus Splitg. ex Mart.",259,2072,1445,13721,-61.6603,0.8014
"61","Desmoncus horridus Splitg. ex Mart.",261,1210,1522,8780,-57.6875,-16.059444
"62","Desmoncus horridus Splitg. ex Mart.",259,2380,1689,13389,-77.095,7.921111
"63","Desmoncus interjectus A.J.Hend.",248,3708,1212,26062,-69.517944,-1.080111
"64","Desmoncus interjectus A.J.Hend.",243,3687,1228,24412,-70.67,-0.5
"65","Desmoncus latisectus Burret",255,1798,1425,11950,-67.62,-12.45
"66","Desmoncus latisectus Burret",257,1775,1494,10914,-66.314444,-12.638055
"67","Desmoncus latisectus Burret",255,1602,1409,12179,-65.5856,-10.9264
"68","Desmoncus latisectus Burret",253,1767,1360,12146,-67.6667,-11.3333
"69","Desmoncus latisectus Burret",254,1733,1306,13260,-65.53,-9.8
"70","Desmoncus latisectus Burret",257,1889,1441,12196,-67.25,-13.08
"71","Desmoncus leptoclonos Drude",248,1482,1650,8623,-52.503972,-19.624
"72","Desmoncus leptoclonos Drude",233,1633,1590,10483,-51.8103,-16.9567
"73","Desmoncus leptoclonos Drude",252,1518,1622,9850,-51.441389,-16.362222
"74","Desmoncus leptoclonos Drude",261,1472,1555,9804,-52.2,-14.33333
"75","Desmoncus leptoclonos Drude",257,1476,1563,9928,-51.766667,-12.816667
"76","Desmoncus leptoclonos Drude",261,1337,1539,10184,-52.35,-14.666667
"77","Desmoncus longifolius Mart.",251,2833,1172,26425,-72.653611,-3.459167
"78","Desmoncus longifolius Mart.",257,1760,1366,13308,-74.37556,-9.16389
"79","Desmoncus loretanus A.J.Hend.",251,2902,1111,26391,-73.266111,-3.746944
"80","Desmoncus madrensis A.J.Hend.",249,2700,1366,18172,-69.5,-12.5
"81","Desmoncus madrensis A.J.Hend.",246,1685,1351,20010,-70.97,-11.88
"82","Desmoncus madrensis A.J.Hend.",250,1408,1368,18760,-71.36666,-11.86666
"83","Desmoncus mitis Mart.",240,3119,1238,24292,-70.94472,0.03986
"84","Desmoncus mitis Mart.",241,2786,1379,18327,-72.86,1.48
"85","Desmoncus mitis Mart.",252,2999,1207,24485,-70.64,-3.78
"86","Desmoncus mitis Mart.",254,1725,1314,13598,-65.7,-9.86666
"87","Desmoncus mitis Mart.",244,2890,1209,22413,-72.69,-1.47
"88","Desmoncus mitis Mart.",254,2388,1193,19780,-73.773611,-5.976667
"89","Desmoncus mitis Mart.",248,2205,1367,16511,-75.083056,-10.379167
"90","Desmoncus mitis Mart.",242,3288,1190,24270,-73.719686,-1.679019
"91","Desmoncus mitis Mart.",247,3918,1210,26026,-69.716667,-1.316667
"92","Desmoncus mitis Mart.",240,3777,1224,22346,-72.403611,-0.600278
"93","Desmoncus mitis Mart.",248,3757,1329,25426,-75.51,1.42
"94","Desmoncus mitis Mart.",241,3083,1448,19701,-69.57,3.54
"95","Desmoncus mitis Mart.",246,2909,1169,26983,-72.95244,-2.816667
"96","Desmoncus mitis Mart.",252,3219,1223,24982,-69.94,-4.12
"97","Desmoncus mitis Mart.",248,2477,1197,20556,-75.146,-3.807
"98","Desmoncus mitis Mart.",248,2816,1175,23900,-74.373,-3.763
"99","Desmoncus mitis Mart.",251,2591,1184,20463,-73.645,-4.555
"100","Desmoncus mitis Mart.",255,1616,1269,13624,-74.2581,-8.1522
"101","Desmoncus mitis Mart.",247,1870,1301,12760,-69.016667,-10.716667
"102","Desmoncus mitis Mart.",249,3163,1157,27247,-72.9,-3.25
"103","Desmoncus mitis Mart.",249,1866,1261,14309,-75.05,-7.083
"104","Desmoncus mitis Mart.",248,2879,1214,23971,-70.1,-3.383333
"105","Desmoncus mitis Mart.",249,2204,1168,18421,-72.746667,-7.568367
"106","Desmoncus mitis Mart.",242,1322,1411,14018,-68.20888,-13.91638
"107","Desmoncus mitis Mart.",245,3751,1210,23681,-71.58,-1.13
"108","Desmoncus mitis Mart.",244,1424,1358,13606,-72.8683,-11.7815
"109","Desmoncus mitis Mart.",252,3204,1696,22022,-65.43333,-17.03333
"110","Desmoncus mitis Mart.",246,4079,1209,25034,-70.75,-1.466667
"111","Desmoncus mitis Mart.",253,2685,1379,18001,-69.28527,-12.83416
"112","Desmoncus mitis Mart.",223,2053,1396,12263,-68.08333,-14.3
"113","Desmoncus mitis Mart.",240,2679,1188,23667,-75.53333,-0.55
"114","Desmoncus mitis Mart.",251,2866,1177,22505,-71.366667,-4.5
"115","Desmoncus mitis Mart.",255,1873,1424,11951,-67.61666,-12.45
"116","Desmoncus mitis Mart.",235,1260,1618,11328,-67.16666,-15.5
"117","Desmoncus mitis Mart.",265,5197,1544,37855,-76.7611,6.28667
"118","Desmoncus mitis Mart.",254,1754,1407,12245,-65.96666,-10.96666
"119","Desmoncus mitis Mart.",241,2915,1313,22538,-70.779444,1.155
"120","Desmoncus mitis Mart.",241,3000,1327,21663,-71.4458,1.12778
"121","Desmoncus orthacanthos Mart.",266,2150,1708,14370,-74.886227,8.47227
"122","Desmoncus orthacanthos Mart.",253,1852,1514,12942,-39.0494,-14.7889
"123","Desmoncus orthacanthos Mart.",252,1609,1452,12265,-39.083333,-15.3
"124","Desmoncus orthacanthos Mart.",270,1993,1869,9207,-73.778056,9.298333
"125","Desmoncus orthacanthos Mart.",266,2557,1702,20809,-74.79675,7.930417
"126","Desmoncus orthacanthos Mart.",234,1691,1335,9506,-40.546389,-20.123056
"127","Desmoncus orthacanthos Mart.",264,1405,1905,7579,-91.313171,18.268612
"128","Desmoncus orthacanthos Mart.",249,1323,1600,9443,-59.964167,-15.021389
"129","Desmoncus orthacanthos Mart.",267,1504,1608,14115,-73.427536,7.121939
"130","Desmoncus orthacanthos Mart.",266,2561,1480,16743,-47.35305,-1.0284
"131","Desmoncus orthacanthos Mart.",250,1328,1407,9743,-39.803889,-18.263889
"132","Desmoncus orthacanthos Mart.",266,2668,1544,16910,-48.976167,-1.619222
"133","Desmoncus orthacanthos Mart.",256,1938,1567,13224,-38.5,-12.966667
"134","Desmoncus orthacanthos Mart.",258,1917,1584,12137,-38.316667,-12.883333
"135","Desmoncus orthacanthos Mart.",252,1478,1468,9226,-39.254167,-17.215011
"136","Desmoncus orthacanthos Mart.",258,1088,1715,5813,-57.677639,-18.924306
"137","Desmoncus orthacanthos Mart.",255,1686,1650,11826,-76.2825,8.35306
"138","Desmoncus orthacanthos Mart.",270,2877,1628,15626,-74.56654,6.0959
"139","Desmoncus orthacanthos Mart.",261,1207,1522,8618,-57.686139,-16.052417
"140","Desmoncus orthacanthos Mart.",246,3044,1358,23600,-66.92,1.27
"141","Desmoncus orthacanthos Mart.",248,956,1444,7102,-40.992417,-21.218889
"142","Desmoncus orthacanthos Mart.",249,1751,1413,11201,-39.133611,-16.357777
"143","Desmoncus orthacanthos Mart.",251,1640,1754,10906,-93.396939,17.097011
"144","Desmoncus orthacanthos Mart.",262,1046,1615,7659,-36.497222,-10.184167
"145","Desmoncus orthacanthos Mart.",232,3784,1315,26698,-68.22,2.18
"146","Desmoncus orthacanthos Mart.",254,1710,1338,12635,-73.868,-9.813
"147","Desmoncus orthacanthos Mart.",248,1238,1358,8702,-40.146667,-19.3575
"148","Desmoncus orthacanthos Mart.",256,2689,1730,16298,-95.040389,17.162667
"149","Desmoncus orthacanthos Mart.",249,2909,1178,20880,-73.563,-4.384
"150","Desmoncus orthacanthos Mart.",250,3102,1144,25823,-73.157,-3.513
"151","Desmoncus orthacanthos Mart.",225,2097,1678,13892,-96.2547514826301,17.5462719924891
"152","Desmoncus orthacanthos Mart.",254,1222,1775,6036,-88.696111,19.500556
"153","Desmoncus orthacanthos Mart.",258,2436,1754,16197,-94.366389,18.101472
"154","Desmoncus orthacanthos Mart.",257,1397,1733,7391,-88.2775,19.110833
"155","Desmoncus orthacanthos Mart.",235,1027,1406,7029,-39.913611,-16.598611
"156","Desmoncus orthacanthos Mart.",239,951,1558,6319,-35.840861,-8.489778
"157","Desmoncus orthacanthos Mart.",259,3008,1560,22223,-51.8,3.883333
"158","Desmoncus orthacanthos Mart.",258,1754,1603,10483,-35.567222,-9.1
"159","Desmoncus orthacanthos Mart.",252,2084,1217,19541,-75.14,-4.748
"160","Desmoncus orthacanthos Mart.",253,1497,1449,10531,-39.438822,-17.935822
"161","Desmoncus orthacanthos Mart.",248,2745,1781,16707,-90.973541443888,16.8987611076775
"162","Desmoncus orthacanthos Mart.",248,1552,1615,8758,-61.14361,-14.75055
"163","Desmoncus orthacanthos Mart.",255,2013,1604,12785,-58.5014,4.37194
"164","Desmoncus orthacanthos Mart.",250,1781,1687,15582,-94.061111,17.0775
"165","Desmoncus orthacanthos Mart.",244,955,1356,8617,-40.68,-19.42
"166","Desmoncus orthacanthos Mart.",251,2913,1224,24081,-70.25,-3.78333
"167","Desmoncus orthacanthos Mart.",266,1257,1532,8490,-56.583333,-16.383333
"168","Desmoncus orthacanthos Mart.",259,1281,1617,10008,-59.35,3.01667
"169","Desmoncus orthacanthos Mart.",250,1322,1703,7772,-89.025,18.11667
"170","Desmoncus orthacanthos Mart.",275,1001,NA,NA,-75.502242,10.301511
"171","Desmoncus orthacanthos Mart.",246,1335,1485,7463,-40.766667,-20.866667
"172","Desmoncus orthacanthos Mart.",255,1996,1494,14747,-39.033333,-13.483333
"173","Desmoncus orthacanthos Mart.",245,4037,1189,35359,-77.56666,-1.05
"174","Desmoncus orthacanthos Mart.",256,2562,1725,14365,-95.066,18.566
"175","Desmoncus orthacanthos Mart.",242,3757,1210,29515,-76.16666,0.01666
"176","Desmoncus orthacanthos Mart.",243,1974,1255,17640,-76.333333,-3.333333
"177","Desmoncus orthacanthos Mart.",244,1299,1450,8440,-41.666667,-22.25
"178","Desmoncus orthacanthos Mart.",260,2441,1674,19261,-76.9694,7.65472
"179","Desmoncus orthacanthos Mart.",249,1790,1716,13384,-94.69,16.9
"180","Desmoncus orthacanthos Mart.",261,5983,1379,47254,-77.133333,3.933333
"181","Desmoncus orthacanthos Mart.",164,2356,1340,16205,-75.50675,5.08343
"182","Desmoncus orthacanthos Mart.",259,1683,1866,7553,-62.9,9.933333
"183","Desmoncus orthacanthos Mart.",243,1203,1436,8269,-43.2076685470805,-22.9069598238154
"184","Desmoncus orthacanthos Mart.",263,1803,1464,14034,-47.506328,-2.560289
"185","Desmoncus orthacanthos Mart.",259,2824,1655,10793,-77.141667,8.409167
"186","Desmoncus orthacanthos Mart.",268,1500,1926,8704,-66.06,18.39
"187","Desmoncus parvulus L.H.Bailey",257,2123,1283,17944,-61.5675,-5.8286
"188","Desmoncus parvulus L.H.Bailey",249,3217,1576,17348,-53.35,4.57
"189","Desmoncus parvulus L.H.Bailey",251,3564,1561,15480,-59.183333,5.333333
"190","Desmoncus parvulus L.H.Bailey",259,2663,1350,17713,-59.85,-2.383333
"191","Desmoncus parvulus L.H.Bailey",258,2339,1759,11767,-58.55,7.25
"192","Desmoncus parvulus L.H.Bailey",233,1952,1572,12189,-60.73,5.8
"193","Desmoncus parvulus L.H.Bailey",247,2790,1650,10502,-58.83,6.35
"194","Desmoncus parvulus L.H.Bailey",239,3585,1511,20452,-65.7,3.816667
"195","Desmoncus parvulus L.H.Bailey",248,2138,1578,16912,-53.2,3.616667
"196","Desmoncus parvulus L.H.Bailey",252,2587,1317,17504,-57.516667,-7.583333
"197","Desmoncus parvulus L.H.Bailey",258,2447,1373,17828,-60.183333,-1.6
"198","Desmoncus parvulus L.H.Bailey",259,2568,1706,12147,-59.83,8.33
"199","Desmoncus parvulus L.H.Bailey",254,2945,1586,15567,-58.993508,5.360389
"200","Desmoncus parvulus L.H.Bailey",255,3863,1572,20874,-52.15,4.18
"201","Desmoncus polyacanthos Mart.",243,1006,1445,8489,-43.368333,-22.9825
"202","Desmoncus polyacanthos Mart.",262,1680,1498,12601,-49.4466,-8.180947
"203","Desmoncus polyacanthos Mart.",234,1902,1491,11891,-35.8649,-9.1
"204","Desmoncus polyacanthos Mart.",264,2489,1495,14491,-46.01,-1.3
"205","Desmoncus polyacanthos Mart.",258,2406,1670,14603,-68.138139,5.8745
"206","Desmoncus polyacanthos Mart.",241,2581,1420,17700,-73.9,2.33
"207","Desmoncus polyacanthos Mart.",250,1755,1308,15377,-55.007778,-4.258611
"208","Desmoncus polyacanthos Mart.",234,1496,1399,9180,-39.528611,-15.158056
"209","Desmoncus polyacanthos Mart.",245,2008,1477,13527,-55.698694,-10.812806
"210","Desmoncus polyacanthos Mart.",251,2869,1213,24395,-70.59,-3.69
"211","Desmoncus polyacanthos Mart.",261,3075,1543,19638,-52.63333,5.03056
"212","Desmoncus polyacanthos Mart.",250,2005,1501,11631,-60.716667,-13.657194
"213","Desmoncus polyacanthos Mart.",246,2780,1213,22356,-72.68,-1.52
"214","Desmoncus polyacanthos Mart.",258,1937,1640,8130,-35.069444,-8.226944
"215","Desmoncus polyacanthos Mart.",267,2714,1462,19653,-48.470614,-1.437281
"216","Desmoncus polyacanthos Mart.",251,3172,1222,24363,-69.72,-2.92
"217","Desmoncus polyacanthos Mart.",256,2219,1629,13057,-69.439111,6.062639
"218","Desmoncus polyacanthos Mart.",247,1139,1479,8449,-38.95,-12.616667
"219","Desmoncus polyacanthos Mart.",244,2761,1538,17209,-70.57,3.92
"220","Desmoncus polyacanthos Mart.",261,1150,1749,7611,-35.168611,-6.524167
"221","Desmoncus polyacanthos Mart.",226,1227,1375,7865,-41.260833,-17.856111
"222","Desmoncus polyacanthos Mart.",239,666,1418,6324,-40.041667,-13.987222
"223","Desmoncus polyacanthos Mart.",262,3272,1616,17281,-52.4417,4.9497
"224","Desmoncus polyacanthos Mart.",262,1832,1331,14506,-55.30933,-3.62389
"225","Desmoncus polyacanthos Mart.",253,1482,1456,10233,-39.296111,-17.765833
"226","Desmoncus polyacanthos Mart.",238,2877,1352,14702,-57.530047,-9.186594
"227","Desmoncus polyacanthos Mart.",254,2620,1227,19875,-65.355556,-4.898333
"228","Desmoncus polyacanthos Mart.",253,1942,1506,12531,-39.072222,-14.616389
"229","Desmoncus polyacanthos Mart.",256,2083,1316,14254,-54.965833,-2.857778
"230","Desmoncus polyacanthos Mart.",247,3918,1210,26026,-69.716667,-1.316667
"231","Desmoncus polyacanthos Mart.",231,1376,1334,9027,-40.443889,-18.776944
"232","Desmoncus polyacanthos Mart.",261,1210,1522,8780,-57.687639,-16.0595
"233","Desmoncus polyacanthos Mart.",245,1730,1238,14491,-71.9406,-9.1056
"234","Desmoncus polyacanthos Mart.",190,5295,1107,34578,-77.55804,-0.88412
"235","Desmoncus polyacanthos Mart.",273,1376,1521,10901,-47.475277,-6.850278
"236","Desmoncus polyacanthos Mart.",260,1365,1713,9103,-35.0375,-7.820833
"237","Desmoncus polyacanthos Mart.",251,2339,1452,14817,-39.183333,-13.816667
"238","Desmoncus polyacanthos Mart.",269,2472,1594,14834,-74.790694,5.674056
"239","Desmoncus polyacanthos Mart.",255,1929,1372,16113,-74.93,-9.62
"240","Desmoncus polyacanthos Mart.",257,1699,1371,12224,-73.971,-10.095
"241","Desmoncus polyacanthos Mart.",264,2323,1407,16225,-52.233333,-1.733333
"242","Desmoncus polyacanthos Mart.",250,2999,1577,12270,-60.4314,6.24786
"243","Desmoncus polyacanthos Mart.",265,2271,1499,15923,-46.739167,-1.075833
"244","Desmoncus polyacanthos Mart.",208,1334,1258,10445,-40.814722,-19.897778
"245","Desmoncus polyacanthos Mart.",280,1751,1744,7897,-41.715833,-4.072222
"246","Desmoncus polyacanthos Mart.",248,2782,1178,22703,-74.799,-3.792
"247","Desmoncus polyacanthos Mart.",253,2481,1192,21292,-73.723,-4.912
"248","Desmoncus polyacanthos Mart.",248,2477,1197,20556,-75.146,-3.807
"249","Desmoncus polyacanthos Mart.",263,2143,1724,13209,-55.073833,5.1565
"250","Desmoncus polyacanthos Mart.",246,3542,1209,26015,-70.2,-2.37
"251","Desmoncus polyacanthos Mart.",240,3072,1337,21952,-70.96,1.38
"252","Desmoncus polyacanthos Mart.",250,3101,1154,26401,-73.091,-3.408
"253","Desmoncus polyacanthos Mart.",262,2516,1643,13602,-67.519041,6.073373
"254","Desmoncus polyacanthos Mart.",260,1253,1587,9131,-36.103833,-9.702778
"255","Desmoncus polyacanthos Mart.",256,1836,1631,11688,-56.8039,2.35528
"256","Desmoncus polyacanthos Mart.",245,1453,1406,8887,-40.448611,-20.150556
"257","Desmoncus polyacanthos Mart.",258,1984,1427,15149,-60.696278,-0.072
"258","Desmoncus polyacanthos Mart.",233,1952,1572,12189,-60.7333,5.8
"259","Desmoncus polyacanthos Mart.",244,1036,1340,9048,-42.428611,-19.725278
"260","Desmoncus polyacanthos Mart.",211,3082,1063,39413,-78.081389,-1.478333
"261","Desmoncus polyacanthos Mart.",251,3175,1217,24808,-69.93,-4.08
"262","Desmoncus polyacanthos Mart.",260,2056,1629,15493,-54.06,3.31
"263","Desmoncus polyacanthos Mart.",257,2566,1653,15544,-54.24167,4.51722
"264","Desmoncus polyacanthos Mart.",250,2086,1250,18198,-75.716,-4.533
"265","Desmoncus polyacanthos Mart.",248,1795,1300,13019,-68.75,-10.75
"266","Desmoncus polyacanthos Mart.",244,1691,1286,14551,-70.95,-10.2
"267","Desmoncus polyacanthos Mart.",230,2061,1431,12389,-67.84416,-14.6725
"268","Desmoncus polyacanthos Mart.",258,2322,1702,13018,-56.183333,4.683333
"269","Desmoncus polyacanthos Mart.",262,4504,1632,21653,-83.9,11.01666
"270","Desmoncus polyacanthos Mart.",237,4033,1230,22275,-72.3925,-0.597222
"271","Desmoncus polyacanthos Mart.",254,1971,1272,14365,-75.1,-6.966
"272","Desmoncus polyacanthos Mart.",205,1858,1411,11357,-78.66666,-4.3
"273","Desmoncus polyacanthos Mart.",248,1459,1245,14403,-72.555,-8.930694
"274","Desmoncus polyacanthos Mart.",249,1345,1250,14099,-72.691389,-8.991667
"275","Desmoncus polyacanthos Mart.",240,3108,1274,20941,-72.922778,0.270278
"276","Desmoncus polyacanthos Mart.",250,1746,1517,11589,-58.57,1.75
"277","Desmoncus polyacanthos Mart.",232,1820,1189,26215,-77.230278,0.501944
"278","Desmoncus polyacanthos Mart.",245,1127,1655,7054,-52.223111,-21.535361
"279","Desmoncus polyacanthos Mart.",242,1336,1641,7214,-52.0369,-21.2558
"280","Desmoncus polyacanthos Mart.",267,1745,1577,10443,-50.4634,-11.3758
"281","Desmoncus polyacanthos Mart.",249,3199,1167,25848,-72.016,-3.3
"282","Desmoncus polyacanthos Mart.",262,2203,1729,13611,-54.966667,5.45
"283","Desmoncus polyacanthos Mart.",251,3008,1162,26911,-72.7639,-3.425
"284","Desmoncus polyacanthos Mart.",245,1347,1620,7844,-61.8033,-15.0558
"285","Desmoncus polyacanthos Mart.",257,1908,1546,11647,-66.65,-14.5
"286","Desmoncus polyacanthos Mart.",254,1733,1306,13260,-65.533333,-9.8
"287","Desmoncus polyacanthos Mart.",252,2339,1646,12267,-59.7,7.37
"288","Desmoncus polyacanthos Mart.",209,1380,1381,9728,-47.065751,-22.9056
"289","Desmoncus polyacanthos Mart.",252,1917,1230,14086,-67.63,-9.75
"290","Desmoncus polyacanthos Mart.",255,1954,1609,13248,-58.5,4.37
"291","Desmoncus polyacanthos Mart.",242,2907,1389,21745,-69.083333,2.866667
"292","Desmoncus polyacanthos Mart.",243,1370,1408,8322,-42.25,-22.5
"293","Desmoncus polyacanthos Mart.",262,1724,1494,10909,-48.786944,-6.169167
"294","Desmoncus polyacanthos Mart.",243,2790,1454,18106,-72.67,1.96
"295","Desmoncus polyacanthos Mart.",247,1001,1409,7405,-40.972778,-21.241111
"296","Desmoncus polyacanthos Mart.",255,2586,1587,18158,-53.1,4.75
"297","Desmoncus polyacanthos Mart.",245,3667,1217,24241,-71.08,-1.09
"298","Desmoncus polyacanthos Mart.",249,2623,1631,14854,-64.416667,6.25
"299","Desmoncus polyacanthos Mart.",243,1778,1528,11066,-59.5,3.35
"300","Desmoncus polyacanthos Mart.",240,2881,1244,22773,-74.88,-0.13
"301","Desmoncus polyacanthos Mart.",234,3340,1513,15271,-59.4833,5.16667
"302","Desmoncus polyacanthos Mart.",259,2647,1346,17699,-59.763415,-2.451006
"303","Desmoncus polyacanthos Mart.",250,1734,1517,10853,-59.25,2.17
"304","Desmoncus polyacanthos Mart.",258,2339,1759,11767,-58.55,7.25
"305","Desmoncus polyacanthos Mart.",257,3405,1573,21476,-51.86,3.96
"306","Desmoncus polyacanthos Mart.",260,1897,1860,10065,-87.433333,15.55
"307","Desmoncus polyacanthos Mart.",223,974,1637,6631,-68.1694,10.2881
"308","Desmoncus polyacanthos Mart.",250,2937,1216,24414,-70.033333,-3.016667
"309","Desmoncus polyacanthos Mart.",253,2695,1382,17775,-69.28,-12.83
"310","Desmoncus polyacanthos Mart.",200,1984,1454,11271,-67.51666,-15.15
"311","Desmoncus polyacanthos Mart.",260,1354,1606,10994,-59.07,4.08
"312","Desmoncus polyacanthos Mart.",246,3012,1230,22738,-71.81,-0.85
"313","Desmoncus polyacanthos Mart.",269,1764,1804,9524,-65.17,7.33
"314","Desmoncus polyacanthos Mart.",239,4377,1175,28364,-76.383333,-0.533333
"315","Desmoncus polyacanthos Mart.",246,2167,1618,9630,-70.642,8.55
"316","Desmoncus polyacanthos Mart.",254,1755,1520,12611,-39.03,-14.82
"317","Desmoncus polyacanthos Mart.",244,1433,1416,8918,-39.566667,-16.566667
"318","Desmoncus polyacanthos Mart.",256,2258,NA,NA,-58.4667,6.81667
"319","Desmoncus polyacanthos Mart.",253,1434,1425,10708,-39.65,-18.083333
"320","Desmoncus polyacanthos Mart.",250,2397,1467,16940,-65.12,2.02
"321","Desmoncus polyacanthos Mart.",221,1621,1355,12963,-78.646,-3.756
"322","Desmoncus polyacanthos Mart.",247,3117,1637,17375,-63.98,5.27
"323","Desmoncus polyacanthos Mart.",254,2440,1657,11659,-60.07,8.05
"324","Desmoncus polyacanthos Mart.",219,3655,1088,39835,-78.03,-1.53
"325","Desmoncus polyacanthos Mart.",261,1814,1462,13005,-46.08,-3.12
"326","Desmoncus polyacanthos Mart.",242,1304,1766,8172,-63.62,-17.58
"327","Desmoncus polyacanthos Mart.",244,1865,1728,12175,-62.28,5.93
