"","species","temp","prec","pet","aridity","lon","lat"
"328","Desmoncus polyacanthos Mart.",245,3635,1203,26316,-77.5,-2.41666
"329","Desmoncus polyacanthos Mart.",257,2521,1520,15461,-51.87,0.6
"330","Desmoncus polyacanthos Mart.",271,1698,1543,10969,-44.8221586140166,-3.9606188723268
"331","Desmoncus polyacanthos Mart.",253,2279,1217,19354,-74.66666,-5.16666
"332","Desmoncus polyacanthos Mart.",256,1649,1385,16477,-63.33,0.82
"333","Desmoncus polyacanthos Mart.",247,2257,1327,22002,-66.17,0.83
"334","Desmoncus polyacanthos Mart.",247,3027,1384,22247,-66.475,1.308
"335","Desmoncus polyacanthos Mart.",266,1281,1599,7500,-43.8272,-5.8356
"336","Desmoncus polyacanthos Mart.",249,2220,1581,17024,-53.2,3.616
"337","Desmoncus polyacanthos Mart.",266,1900,1326,15496,-59.5950811178333,-4.39151793305132
"338","Desmoncus polyacanthos Mart.",266,1870,1492,12683,-45.5,-3.5
"339","Desmoncus polyacanthos Mart.",255,2467,1570,17537,-66.03,4.05
"340","Desmoncus polyacanthos Mart.",239,1381,1307,9926,-42.639722,-21.530278
"341","Desmoncus polyacanthos Mart.",252,2780,1485,17705,-71.95,7.167
"342","Desmoncus polyacanthos Mart.",252,2438,1205,20482,-74.5,-4.53333
"343","Desmoncus polyacanthos Mart.",253,1104,1806,7864,-65.883333,10.1
"344","Desmoncus polyacanthos Mart.",265,2165,1455,15384,-49.733333,-3.866667
"345","Desmoncus polyacanthos Mart.",243,3523,1449,21417,-67.965556,3.475556
"346","Desmoncus polyacanthos Mart.",257,2404,1635,14865,-67.25,5.58
"347","Desmoncus polyacanthos Mart.",269,1579,1568,10415,-44.9357,-4.35984
"348","Desmoncus polyacanthos Mart.",245,3190,1354,24970,-67.066667,1.916667
"349","Desmoncus polyacanthos Mart.",260,1685,1958,6733,-66.2,10.583333
"350","Desmoncus polyacanthos Mart.",256,1707,1756,10302,-63.166667,6.816667
"351","Desmoncus polyacanthos Mart.",254,2524,1209,22218,-68.849387,-3.453451
"352","Desmoncus polyacanthos Mart.",242,3199,1334,25431,-68.426111,2.328889
"353","Desmoncus polyacanthos Mart.",269,1370,1514,9653,-47.47,-5.55
"354","Desmoncus polyacanthos Mart.",220,2528,1370,18972,-63.575,2.742
"355","Desmoncus polyacanthos Mart.",244,1370,1687,9165,-61.83,8.08
"356","Desmoncus polyacanthos Mart.",255,2279,1654,14180,-55.42,3.33
"357","Desmoncus polyacanthos Mart.",251,2221,1641,13028,-56.7,3.333333
"358","Desmoncus polyacanthos Mart.",250,2918,1479,19862,-73.8167,3.29861
"359","Desmoncus polyacanthos Mart.",250,4098,1455,22785,-73.664167,4.093333
"360","Desmoncus polyacanthos Mart.",221,1366,1672,9078,-55.93,-22.3
"361","Desmoncus pumilus Trail",249,3090,1213,25465,-70.341111,-2.490556
"362","Desmoncus setosus Mart.",266,2253,1349,15855,-60.266667,-3.383333
"363","Desmoncus setosus Mart.",256,2632,1268,21724,-64.7128836267956,-3.3575518652017
"364","Desmoncus setosus Mart.",245,3232,1250,21665,-72.308333,-0.624444
"365","Desmoncus vacivus L.H.Bailey",249,2774,1177,24242,-74.21,-3.675
"366","Desmoncus vacivus L.H.Bailey",250,2994,1159,24590,-73.05,-3.735
"367","Desmoncus vacivus L.H.Bailey",248,3355,1169,26965,-73.241,-3.118
"368","Desmoncus vacivus L.H.Bailey",251,2659,1167,22962,-73.146389,-4.001944
"369","Desmoncus vacivus L.H.Bailey",249,3199,1167,25848,-72.016,-3.3
"370","Desmoncus vacivus L.H.Bailey",247,3253,1171,26091,-72.116,-3.233
"371","Desmoncus vacivus L.H.Bailey",253,2558,1171,22464,-72.117943,-5.412825
"372","Desmoncus vacivus L.H.Bailey",247,2426,1191,20450,-75.25,-3.75
"373","Desmoncus vacivus L.H.Bailey",253,2794,1176,22887,-71.61821,-4.530041
"374","Sparattanthelium aruakorum Tutin",248,3304,1631,11181,-58.66,5.66
"375","Sparattanthelium botocudorum Mart.",269,970,1666,6013,-41.390556,-3.543333
"376","Sparattanthelium botocudorum Mart.",259,1555,1648,10398,-37.4045,-11.1641
"377","Sparattanthelium botocudorum Mart.",260,1753,1585,10568,-37.704722,-12.036944
"378","Sparattanthelium botocudorum Mart.",244,1138,1344,8762,-40.459722,-19.139444
"379","Sparattanthelium botocudorum Mart.",238,1169,1417,8263,-39.720556,-14.444444
"380","Sparattanthelium botocudorum Mart.",246,1027,1442,7856,-41.536667,-22.009444
"381","Sparattanthelium botocudorum Mart.",252,1117,1446,8815,-39.4,-17.2
"382","Sparattanthelium botocudorum Mart.",250,1538,1499,8835,-38.333333,-12.128333
"383","Sparattanthelium botocudorum Mart.",255,1264,1554,7264,-36.359772,-9.908489
"384","Sparattanthelium botocudorum Mart.",260,1365,1713,9103,-35.03733,-7.820902
"385","Sparattanthelium botocudorum Mart.",246,1184,1488,7497,-38.846667,-12.360556
"386","Sparattanthelium botocudorum Mart.",256,1539,1711,8214,-35.142056,-6.741861
"387","Sparattanthelium botocudorum Mart.",256,1938,1567,13224,-38.5,-12.966667
"388","Sparattanthelium botocudorum Mart.",253,1157,1627,5911,-37.0309,-10.3012
"389","Sparattanthelium botocudorum Mart.",260,1876,1546,12858,-35.760308,-9.613247
"390","Sparattanthelium botocudorum Mart.",264,1578,1830,8460,-34.978611,-6.493611
"391","Sparattanthelium botocudorum Mart.",233,742,1621,3769,-35.998194,-7.824222
"392","Sparattanthelium botocudorum Mart.",248,1171,1438,7544,-41.041667,-20.9325
"393","Sparattanthelium botocudorum Mart.",259,1755,1592,11307,-35.439722,-9.156389
"394","Sparattanthelium botocudorum Mart.",249,1772,1417,11359,-39.133333,-16.383333
"395","Sparattanthelium botocudorum Mart.",252,1805,1491,12252,-39.022778,-15.075833
"396","Sparattanthelium botocudorum Mart.",249,1201,1387,9204,-39.954167,-18.494444
"397","Sparattanthelium botocudorum Mart.",273,1266,1714,8809,-38.6,-3.8
"398","Sparattanthelium botocudorum Mart.",261,730,1664,3773,-38.1375,-8.256944
"399","Sparattanthelium botocudorum Mart.",239,1169,1368,9165,-40.476389,-20.088056
"400","Sparattanthelium botocudorum Mart.",234,1334,1511,11370,-35.937693,-8.979501
"401","Sparattanthelium botocudorum Mart.",243,1370,1408,8322,-42.25,-22.5
"402","Sparattanthelium botocudorum Mart.",271,915,1858,5854,-40.2718,-3.3231
"403","Sparattanthelium botocudorum Mart.",270,1168,1648,7475,-43.4575,-6.326861
"404","Sparattanthelium glabrum Rusby",252,1476,1472,12819,-55.379167,-11.024722
"405","Sparattanthelium glabrum Rusby",245,3079,1501,18121,-72.69,2.37
"406","Sparattanthelium glabrum Rusby",253,1744,1289,14063,-66.777778,-9.988333
"407","Sparattanthelium glabrum Rusby",251,1850,1265,13097,-67.61666,-10.06666
"408","Sparattanthelium glabrum Rusby",224,1431,1355,10178,-77.362083,-5.811278
"409","Sparattanthelium glabrum Rusby",241,1518,1448,14562,-78.31666,-4.91666
"410","Sparattanthelium glabrum Rusby",241,3645,1235,22480,-72.08,-0.57
"411","Sparattanthelium glabrum Rusby",250,2960,1175,25603,-72.96666,-3.5
"412","Sparattanthelium glabrum Rusby",253,1767,1360,12146,-67.6667,-11.3333
"413","Sparattanthelium glabrum Rusby",253,1711,1352,13135,-66.73333,-10.76666
"414","Sparattanthelium glabrum Rusby",242,5505,1155,32725,-76.85,-1.533333
"415","Sparattanthelium glabrum Rusby",241,2204,1561,20283,-76.08333,7.5
"416","Sparattanthelium glabrum Rusby",246,4136,1160,34972,-77.41666,-0.91666
"417","Sparattanthelium glabrum Rusby",247,1841,1445,12671,-55.333333,-11.916667
"418","Sparattanthelium glabrum Rusby",266,1900,1326,15496,-59.5950811178333,-4.39151793305132
"419","Sparattanthelium glabrum Rusby",242,2881,1227,22355,-76.46666,-2.8
"420","Sparattanthelium glabrum Rusby",245,1691,1589,8398,-62.1,-14.5
"421","Sparattanthelium glabrum Rusby",260,2350,1597,15028,-74.84932,5.93572
"422","Sparattanthelium tarapotanum Meisn.",246,1910,1452,12706,-55.081833,-11.652611
"423","Sparattanthelium tarapotanum Meisn.",245,1666,1227,14524,-71.936944,-9.185555
"424","Sparattanthelium tarapotanum Meisn.",253,2027,1376,14887,-69.05,-12.53333
"425","Sparattanthelium tarapotanum Meisn.",236,4234,1322,45400,-70.66138,-13.19833
"426","Sparattanthelium tarapotanum Meisn.",250,2334,1177,18439,-72.8922,-7.6686
"427","Sparattanthelium tarapotanum Meisn.",253,2695,1382,17775,-69.28333,-12.83333
"428","Sparattanthelium tarapotanum Meisn.",249,1529,1200,18051,-69.70028,-9.08514
"429","Sparattanthelium tarapotanum Meisn.",248,1485,1241,14468,-72.55,-8.9289
"430","Sparattanthelium tarapotanum Meisn.",257,1883,1548,11643,-66.616667,-14.5
"431","Sparattanthelium tarapotanum Meisn.",251,1745,1235,14365,-68.1481,-9.7292
"432","Sparattanthelium tarapotanum Meisn.",249,1330,1365,18396,-71.416667,-11.833333
"433","Sparattanthelium tarapotanum Meisn.",253,1527,1505,12522,-67.5,-14.66666
"434","Sparattanthelium tarapotanum Meisn.",252,1459,1449,10616,-64.3,-12.33
"435","Sparattanthelium tarapotanum Meisn.",247,1703,1398,12041,-60.98,-12.22
"436","Sparattanthelium tarapotanum Meisn.",246,1934,1303,15509,-63.58,-10.583333
"437","Sparattanthelium tarapotanum Meisn.",255,2228,1246,17347,-62.533333,-7.583333
"438","Sparattanthelium tarapotanum Meisn.",258,2317,1274,18910,-61.757154,-5.145876
"439","Sparattanthelium tarapotanum Meisn.",253,1782,1392,12603,-65.4447,-10.746957
"440","Sparattanthelium tarapotanum Meisn.",256,1307,1378,10690,-76.8,-6.93333
"441","Sparattanthelium tarapotanum Meisn.",257,1760,1366,13308,-74.375627,-9.163761
"442","Sparattanthelium wonotoboense Kosterm.",260,2810,1592,17164,-53.05,5.283333
"443","Sparattanthelium wonotoboense Kosterm.",260,1528,1607,9208,-59.4294,2.82333
"444","Sparattanthelium wonotoboense Kosterm.",263,1222,1614,10394,-59.65,3.3
"445","Sparattanthelium wonotoboense Kosterm.",250,1342,1568,10785,-59.1,3.116667
"446","Sparattanthelium wonotoboense Kosterm.",249,2220,1581,17024,-53.2,3.61
"447","Sparattanthelium wonotoboense Kosterm.",244,4794,1505,20608,-52.15,4.55
"448","Sparattanthelium wonotoboense Kosterm.",270,1663,1601,9994,-60.66666,2.83333
"449","Sparattanthelium wonotoboense Kosterm.",254,2417,1697,11321,-57.5,4.75
