"","species","n_temp","mean_temp","sd_temp","se_temp","within_sp_var_temp","species.1","n_prec","mean_prec","sd_prec","se_prec","within_sp_var_prec","species.2","n_pet","mean_pet","sd_pet","se_pet","within_sp_var_pet","species.3","n_aridity","mean_aridity","sd_aridity","se_aridity","within_sp_var_aridity"
"22","Mikania boomii Pruski","1","17.6",NA,NA,"6.361308","Mikania boomii Pruski","1","2417",NA,NA,"493611.482978","Mikania boomii Pruski","1","1373",NA,NA,"25628.779645","Mikania boomii Pruski","1","12114",NA,NA,"22968391.241906"
"23","Mikania brachyphylla Hieron.","2","10.35","1.767767","1.25","3.180654","Mikania brachyphylla Hieron.","2","1496.5","516.895057","365.5","246805.741489","Mikania brachyphylla Hieron.","2","1087.5","0.707107","0.5","12814.389823","Mikania brachyphylla Hieron.","2","11658.5","1642.609053","1161.5","11484195.620953"
"24","Mikania buddleiaefolia DC.","5","17.42","2.094517","0.936696","1.272262","Mikania buddleiaefolia DC.","5","1801.2","269.296677","120.433135","98722.296596","Mikania buddleiaefolia DC.","5","1220.2","83.810501","37.481195","5125.755929","Mikania buddleiaefolia DC.","5","13885.6","2484.329547","1111.025949","4593678.248381"
"25","Mikania bulbisetifera Cuatrec.","6","18.766667","3.495521","1.42704","1.060218","Mikania bulbisetifera Cuatrec.","6","2102.333333","856.048753","349.48044","82268.580496","Mikania bulbisetifera Cuatrec.","6","1242.666667","127.044349","51.865638","4271.463274","Mikania bulbisetifera Cuatrec.","6","14107.833333","4745.179255","1937.211319","3828065.206984"
"26","Mikania burchellii Baker","7","20.485714","2.237877","0.845838","0.908758","Mikania burchellii Baker","7","1063.857143","295.925908","111.84948","70515.92614","Mikania burchellii Baker","7","1435.142857","128.670676","48.632944","3661.254235","Mikania burchellii Baker","7","7890.142857","2896.011707","1094.589539","3281198.748844"
"27","Mikania campanulata Gardner","6","20.816667","3.437101","1.403191","1.060218","Mikania campanulata Gardner","6","1473.5","360.899848","147.336746","82268.580496","Mikania campanulata Gardner","6","1340.5","149.072801","60.858716","4271.463274","Mikania campanulata Gardner","6","11146.666667","3449.21276","1408.135213","3828065.206984"
"28","Mikania camporum B.L.Rob.","4","15.45","1.212436","0.606218","1.590327","Mikania camporum B.L.Rob.","4","2010.75","241.894433","120.947216","123402.870745","Mikania camporum B.L.Rob.","4","1162.25","87.454274","43.727137","6407.194911","Mikania camporum B.L.Rob.","4","15540","1632.109678","816.054839","5742097.810477"
"29","Mikania candolleana Gardner","6","19.7","2.09571","0.85557","1.060218","Mikania candolleana Gardner","6","1568.5","371.225942","151.552356","82268.580496","Mikania candolleana Gardner","6","1286.333333","69.870356","28.524453","4271.463274","Mikania candolleana Gardner","6","10610.5","2788.151269","1138.257989","3828065.206984"
"30","Mikania capricorni B.L.Rob.","6","22.833333","5.347772","2.183219","1.060218","Mikania capricorni B.L.Rob.","6","1295.666667","289.404676","118.148964","82268.580496","Mikania capricorni B.L.Rob.","6","1554.833333","229.013901","93.494534","4271.463274","Mikania capricorni B.L.Rob.","6","9388","5243.77818","2140.763478","3828065.206984"
"31","Mikania cardiophylla B.L.Rob.","1","24.6",NA,NA,"6.361308","Mikania cardiophylla B.L.Rob.","1","1694",NA,NA,"493611.482978","Mikania cardiophylla B.L.Rob.","1","1615",NA,NA,"25628.779645","Mikania cardiophylla B.L.Rob.","1","9420",NA,NA,"22968391.241906"
"32","Mikania chaetoloba Pruski","2","24.8","0.282843","0.2","3.180654","Mikania chaetoloba Pruski","2","2035","113.137085","80","246805.741489","Mikania chaetoloba Pruski","2","1536","173.948268","123","12814.389823","Mikania chaetoloba Pruski","2","15988.5","5753.727879","4068.5","11484195.620953"
"33","Mikania chlorolepis Baker","6","19.3","3.879175","1.583667","1.060218","Mikania chlorolepis Baker","6","1629.833333","572.919686","233.893482","82268.580496","Mikania chlorolepis Baker","6","1267.333333","99.375383","40.56983","4271.463274","Mikania chlorolepis Baker","6","12213.666667","3897.351956","1591.087273","3828065.206984"
"34","Mikania coarctata Gardner","1","21.5",NA,NA,"6.361308","Mikania coarctata Gardner","1","1359",NA,NA,"493611.482978","Mikania coarctata Gardner","1","1410",NA,NA,"25628.779645","Mikania coarctata Gardner","1","9930",NA,NA,"22968391.241906"
"35","Mikania comarapensis B.L.Rob.","1","17.5",NA,NA,"6.361308","Mikania comarapensis B.L.Rob.","1","931",NA,NA,"493611.482978","Mikania comarapensis B.L.Rob.","1","1523",NA,NA,"25628.779645","Mikania comarapensis B.L.Rob.","1","6353",NA,NA,"22968391.241906"
"36","Mikania concinna Standl. & Steyerm.","1","17.8",NA,NA,"6.361308","Mikania concinna Standl. & Steyerm.","1","1459",NA,NA,"493611.482978","Mikania concinna Standl. & Steyerm.","1","1280",NA,NA,"25628.779645","Mikania concinna Standl. & Steyerm.","1","11273",NA,NA,"22968391.241906"
"37","Mikania conferta Gardner","4","17.275","2.325762","1.162881","1.590327","Mikania conferta Gardner","4","1491","416.214688","208.107344","123402.870745","Mikania conferta Gardner","4","1235.5","102.828336","51.414168","6407.194911","Mikania conferta Gardner","4","12007","778.868838","389.434419","5742097.810477"
"38","Mikania congesta DC.","97","25.024742","2.62099","0.266121","0.06558","Mikania congesta DC.","97","2163.680412","701.268398","71.203018","5088.778175","Mikania congesta DC.","97","1511.670103","221.642529","22.504389","264.214223","Mikania congesta DC.","97","15013.793814","5663.424468","575.033632","236787.538576"
"39","Mikania crassifolia Hieron.","1","25.7",NA,NA,"6.361308","Mikania crassifolia Hieron.","1","1760",NA,NA,"493611.482978","Mikania crassifolia Hieron.","1","1366",NA,NA,"25628.779645","Mikania crassifolia Hieron.","1","13308",NA,NA,"22968391.241906"
"40","Mikania cristata B.L.Rob.","4","19.325","2.25","1.125","1.590327","Mikania cristata B.L.Rob.","4","3252.75","820.811133","410.405566","123402.870745","Mikania cristata B.L.Rob.","4","1434.75","62.3291","31.16455","6407.194911","Mikania cristata B.L.Rob.","4","25131.5","1827.239174","913.619587","5742097.810477"
"41","Mikania cuatrecasasii W.C.Holmes","1","14.2",NA,NA,"6.361308","Mikania cuatrecasasii W.C.Holmes","1","2192",NA,NA,"493611.482978","Mikania cuatrecasasii W.C.Holmes","1","1409",NA,NA,"25628.779645","Mikania cuatrecasasii W.C.Holmes","1","15819",NA,NA,"22968391.241906"
"42","Mikania cuencana Hieron.","4","21.275","1.071992","0.535996","1.590327","Mikania cuencana Hieron.","4","3394.75","1167.303838","583.651919","123402.870745","Mikania cuencana Hieron.","4","1213.75","142.141655","71.070827","6407.194911","Mikania cuencana Hieron.","4","27763.5","12510.630613","6255.315306","5742097.810477"
"43","Mikania decora Poepp. & Endl.","21","17.880952","5.008954","1.093043","0.302919","Mikania decora Poepp. & Endl.","21","1881.666667","799.030433","174.362735","23505.308713","Mikania decora Poepp. & Endl.","21","1220.809524","144.695411","31.575127","1220.418078","Mikania decora Poepp. & Endl.","21","14138.666667","7904.783965","1724.96528","1093732.916281"
"44","Mikania desmocephala B.L.Rob.","4","18.225","5.215602","2.607801","1.590327","Mikania desmocephala B.L.Rob.","4","2561.5","1624.031712","812.015856","123402.870745","Mikania desmocephala B.L.Rob.","4","1409","99.622621","49.81131","6407.194911","Mikania desmocephala B.L.Rob.","4","11095","4981.910878","2490.955439","5742097.810477"
"45","Mikania dictyota B.L.Rob.","3","9.5","2.426932","1.40119","2.120436","Mikania dictyota B.L.Rob.","3","1232.333333","145.771511","84.161221","164537.160993","Mikania dictyota B.L.Rob.","3","1378","155.190206","89.599107","8542.926548","Mikania dictyota B.L.Rob.","3","5820.666667","1631.727101","942.078081","7656130.413969"
"46","Mikania duckei G.M.Barroso","5","22.82","1.404279","0.628013","1.272262","Mikania duckei G.M.Barroso","5","1314.2","511.959666","228.955323","98722.296596","Mikania duckei G.M.Barroso","5","1349.6","47.684379","21.325103","5125.755929","Mikania duckei G.M.Barroso","5","9269.6","3679.456183","1645.502829","4593678.248381"
"47","Mikania duidensis B.L.Rob.","5","18.82","2.848157","1.273735","1.272262","Mikania duidensis B.L.Rob.","5","2874.8","263.335717","117.767313","98722.296596","Mikania duidensis B.L.Rob.","5","1502.2","119.468406","53.427895","5125.755929","Mikania duidensis B.L.Rob.","5","15705.6","2997.060777","1340.326326","4593678.248381"
"48","Mikania elliptica DC.","10","21.45","0.978945","0.30957","0.636131","Mikania elliptica DC.","10","879.3","134.993868","42.688809","49361.148298","Mikania elliptica DC.","10","1509.1","83.455178","26.390845","2562.877965","Mikania elliptica DC.","10","5429","695.053315","219.795157","2296839.124191"
"49","Mikania erioclada DC.","1","18.3",NA,NA,"6.361308","Mikania erioclada DC.","1","1453",NA,NA,"493611.482978","Mikania erioclada DC.","1","1386",NA,NA,"25628.779645","Mikania erioclada DC.","1","12088",NA,NA,"22968391.241906"
"50","Mikania eucosma B.L.Rob.","1","11.9",NA,NA,"6.361308","Mikania eucosma B.L.Rob.","1","1416",NA,NA,"493611.482978","Mikania eucosma B.L.Rob.","1","1347",NA,NA,"25628.779645","Mikania eucosma B.L.Rob.","1","6264",NA,NA,"22968391.241906"
"51","Mikania featherstonei B.L.Rob.","3","16.066667","0.650641","0.375648","2.120436","Mikania featherstonei B.L.Rob.","3","1518.666667","542.002153","312.925089","164537.160993","Mikania featherstonei B.L.Rob.","3","1287.666667","170.165606","98.245158","8542.926548","Mikania featherstonei B.L.Rob.","3","8701","2827.094445","1632.223739","7656130.413969"
"52","Mikania firmula Baker","5","24.54","0.931665","0.416653","1.272262","Mikania firmula Baker","5","1645.8","448.146963","200.417415","98722.296596","Mikania firmula Baker","5","1458.6","80.186034","35.860285","5125.755929","Mikania firmula Baker","5","11111.8","3260.88511","1458.312155","4593678.248381"
"53","Mikania flabellata Rusby ex B.L.Rob.","3","13.133333","1.855622","1.071344","2.120436","Mikania flabellata Rusby ex B.L.Rob.","3","1777.666667","530.484998","306.275656","164537.160993","Mikania flabellata Rusby ex B.L.Rob.","3","1211.333333","121.557942","70.181511","8542.926548","Mikania flabellata Rusby ex B.L.Rob.","3","10754.333333","2216.158463","1279.499685","7656130.413969"
"54","Mikania flaccida B.L.Rob.","1","20.1",NA,NA,"6.361308","Mikania flaccida B.L.Rob.","1","1028",NA,NA,"493611.482978","Mikania flaccida B.L.Rob.","1","1664",NA,NA,"25628.779645","Mikania flaccida B.L.Rob.","1","7461",NA,NA,"22968391.241906"
"55","Mikania fragilis Urb.","1","21.6",NA,NA,"6.361308","Mikania fragilis Urb.","1","3147",NA,NA,"493611.482978","Mikania fragilis Urb.","1","1496",NA,NA,"25628.779645","Mikania fragilis Urb.","1","13484",NA,NA,"22968391.241906"
"56","Mikania glandulosissima W.C.Holmes & D.J.N.Hind","1","19.5",NA,NA,"6.361308","Mikania glandulosissima W.C.Holmes & D.J.N.Hind","1","1226",NA,NA,"493611.482978","Mikania glandulosissima W.C.Holmes & D.J.N.Hind","1","1467",NA,NA,"25628.779645","Mikania glandulosissima W.C.Holmes & D.J.N.Hind","1","7791",NA,NA,"22968391.241906"
"57","Mikania glaziovii Baker","1","16.3",NA,NA,"6.361308","Mikania glaziovii Baker","1","2140",NA,NA,"493611.482978","Mikania glaziovii Baker","1","1184",NA,NA,"25628.779645","Mikania glaziovii Baker","1","16208",NA,NA,"22968391.241906"
"58","Mikania gleasonii B.L.Rob.","12","24.858333","1.143725","0.330165","0.530109","Mikania gleasonii B.L.Rob.","12","2471.416667","615.691106","177.734713","41134.290248","Mikania gleasonii B.L.Rob.","12","1601.416667","61.856812","17.856524","2135.731637","Mikania gleasonii B.L.Rob.","12","14034.916667","3682.027541","1062.909796","1914032.603492"
"59","Mikania globifera Rusby ex B.L.Rob.","3","19.4","6.392965","3.69098","2.120436","Mikania globifera Rusby ex B.L.Rob.","3","2561.333333","1381.744308","797.750448","164537.160993","Mikania globifera Rusby ex B.L.Rob.","3","1402.333333","231.046171","133.394569","8542.926548","Mikania globifera Rusby ex B.L.Rob.","3","17959.333333","8941.857152","5162.583634","7656130.413969"
"60","Mikania glomerata Spreng.","31","22.16129","2.346583","0.421459","0.205203","Mikania glomerata Spreng.","31","1377.419355","371.23755","66.676232","15922.951064","Mikania glomerata Spreng.","33","1427.909091","134.197234","23.36074","776.629686","Mikania glomerata Spreng.","33","9347.272727","2500.375825","435.259563","696011.855815"
"61","Mikania gonzalezii B.L.Rob. & Greenm.","11","20.890909","3.82373","1.152898","0.578301","Mikania gonzalezii B.L.Rob. & Greenm.","11","2481.636364","704.921736","212.5419","44873.77118","Mikania gonzalezii B.L.Rob. & Greenm.","11","1591.636364","136.908198","41.279375","2329.889059","Mikania gonzalezii B.L.Rob. & Greenm.","11","17354.545455","5496.79238","1657.345261","2088035.567446"
"62","Mikania gracilipes B.L.Rob.","3","22.533333","3.885014","2.243014","2.120436","Mikania gracilipes B.L.Rob.","3","1281.333333","142.566943","82.311063","164537.160993","Mikania gracilipes B.L.Rob.","3","1663.333333","163.114479","94.174188","8542.926548","Mikania gracilipes B.L.Rob.","3","6825.666667","138.875244","80.17966","7656130.413969"
"63","Mikania granulata B.L.Rob.","11","13.136364","4.492721","1.354606","0.578301","Mikania granulata B.L.Rob.","11","2054.727273","992.374737","299.212241","44873.77118","Mikania granulata B.L.Rob.","11","1167.818182","206.234729","62.18211","2329.889059","Mikania granulata B.L.Rob.","11","13299.818182","3787.785892","1142.060417","2088035.567446"
"64","Mikania guilleminii B.L.Rob.","1","23",NA,NA,"6.361308","Mikania guilleminii B.L.Rob.","1","1264",NA,NA,"493611.482978","Mikania guilleminii B.L.Rob.","1","1250",NA,NA,"25628.779645","Mikania guilleminii B.L.Rob.","1","11846",NA,NA,"22968391.241906"
"65","Mikania haenkeana DC.","15","19.946667","4.439251","1.14621","0.424087","Mikania haenkeana DC.","15","1300.533333","597.897491","154.376468","32907.432199","Mikania haenkeana DC.","15","1524.533333","205.581359","53.080879","1708.58531","Mikania haenkeana DC.","15","8687.4","3761.282471","971.158958","1531226.082794"
"66","Mikania hastifolia Baker","1","17.2",NA,NA,"6.361308","Mikania hastifolia Baker","1","1763",NA,NA,"493611.482978","Mikania hastifolia Baker","1","1169",NA,NA,"25628.779645","Mikania hastifolia Baker","1","11903",NA,NA,"22968391.241906"
"67","Mikania hemisphaerica Sch.Bip. ex Baker","6","21.166667","2.674073","1.091686","1.060218","Mikania hemisphaerica Sch.Bip. ex Baker","6","1392.833333","263.596219","107.612706","82268.580496","Mikania hemisphaerica Sch.Bip. ex Baker","6","1388.5","47.819452","19.52221","4271.463274","Mikania hemisphaerica Sch.Bip. ex Baker","6","10219.166667","1422.326885","580.662519","3828065.206984"
"68","Mikania hirsutissima DC.","30","21.333333","1.796804","0.32805","0.212044","Mikania hirsutissima DC.","30","1362.5","264.174805","48.2315","16453.716099","Mikania hirsutissima DC.","29","1353.655172","111.083712","20.627727","883.751022","Mikania hirsutissima DC.","29","10069.586207","2090.857352","388.262463","792013.4911"
"69","Mikania hitchcockii B.L.Rob.","2","17.8","0.282843","0.2","3.180654","Mikania hitchcockii B.L.Rob.","2","767","271.529004","192","246805.741489","Mikania hitchcockii B.L.Rob.","2","1336","118.793939","84","12814.389823","Mikania hitchcockii B.L.Rob.","2","6774.5","3387.748589","2395.5","11484195.620953"
"70","Mikania hoehnei B.L.Rob.","3","22.233333","1.800926","1.039765","2.120436","Mikania hoehnei B.L.Rob.","3","1477.666667","263.078569","151.888483","164537.160993","Mikania hoehnei B.L.Rob.","3","1326.333333","81.13158","46.84134","8542.926548","Mikania hoehnei B.L.Rob.","3","10248.666667","2782.498398","1606.476199","7656130.413969"
"71","Mikania hookeriana DC.","71","22.15493","3.968619","0.470988","0.089596","Mikania hookeriana DC.","71","2611.971831","1147.445311","136.176705","6952.274408","Mikania hookeriana DC.","71","1421.690141","189.873235","22.533807","360.968727","Mikania hookeriana DC.","71","17575.591549","7012.735168","832.258547","323498.468196"
"72","Mikania houstonioides H.Rob. & W.C.Holmes","1","17",NA,NA,"6.361308","Mikania houstonioides H.Rob. & W.C.Holmes","1","1901",NA,NA,"493611.482978","Mikania houstonioides H.Rob. & W.C.Holmes","1","1213",NA,NA,"25628.779645","Mikania houstonioides H.Rob. & W.C.Holmes","1","19038",NA,NA,"22968391.241906"
"73","Mikania incasina B.L.Rob.","1","17.8",NA,NA,"6.361308","Mikania incasina B.L.Rob.","1","963",NA,NA,"493611.482978","Mikania incasina B.L.Rob.","1","1281",NA,NA,"25628.779645","Mikania incasina B.L.Rob.","1","12099",NA,NA,"22968391.241906"
"74","Mikania iquitosensis B.L.Rob.","2","25","0.141421","0.1","3.180654","Mikania iquitosensis B.L.Rob.","2","2868.5","6.363961","4.5","246805.741489","Mikania iquitosensis B.L.Rob.","2","1175.5","14.849242","10.5","12814.389823","Mikania iquitosensis B.L.Rob.","2","24472.5","1078.337841","762.5","11484195.620953"
"75","Mikania iserniana Cuatrec.","2","25.3","0.565685","0.4","3.180654","Mikania iserniana Cuatrec.","2","1435","459.619408","325","246805.741489","Mikania iserniana Cuatrec.","2","1363.5","3.535534","2.5","12814.389823","Mikania iserniana Cuatrec.","2","10667","3734.938018","2641","11484195.620953"
"76","Mikania jelskii Hieron.","3","15.9","4.88774","2.821938","2.120436","Mikania jelskii Hieron.","3","861.666667","444.614815","256.698483","164537.160993","Mikania jelskii Hieron.","3","1300","55.749439","32.186954","8542.926548","Mikania jelskii Hieron.","3","8376","767.533713","443.135796","7656130.413969"
"77","Mikania klugii B.L.Rob.","5","22.6","4.590752","2.053047","1.272262","Mikania klugii B.L.Rob.","5","3609.4","843.432748","377.194592","98722.296596","Mikania klugii B.L.Rob.","5","1152.4","47.914507","21.428019","5125.755929","Mikania klugii B.L.Rob.","5","28793","6161.762207","2755.623831","4593678.248381"
"78","Mikania laevigata Sch.Bip. ex Baker","18","21.905556","1.817714","0.428439","0.353406","Mikania laevigata Sch.Bip. ex Baker","18","1474","249.478279","58.802594","27422.860165","Mikania laevigata Sch.Bip. ex Baker","17","1385.294118","112.132603","27.196151","1507.575273","Mikania laevigata Sch.Bip. ex Baker","17","10022.705882","971.685312","235.668304","1351081.837759"
"79","Mikania lanuginosa DC.","4","17.675","2.186893","1.093446","1.590327","Mikania lanuginosa DC.","4","1672.5","351.169949","175.584974","123402.870745","Mikania lanuginosa DC.","4","1189","51.755837","25.877918","6407.194911","Mikania lanuginosa DC.","4","13084.25","2351.690651","1175.845326","5742097.810477"
"80","Mikania lasiandrae DC.","13","18.530769","3.123402","0.866276","0.489331","Mikania lasiandrae DC.","13","1589.230769","327.990384","90.968165","37970.114075","Mikania lasiandrae DC.","13","1263.769231","135.962712","37.709272","1971.444588","Mikania lasiandrae DC.","13","12728.307692","2690.456881","746.19848","1766799.3263"
"81","Mikania leiostachya Benth.","45","22.115556","3.995734","0.595649","0.141362","Mikania leiostachya Benth.","45","2576.555556","1014.084799","151.170836","10969.144066","Mikania leiostachya Benth.","45","1424.8","240.049294","35.784436","569.528437","Mikania leiostachya Benth.","45","18102.533333","7441.63176","1109.332965","510408.694265"
"82","Mikania ligustrifolia DC.","4","19.775","3.567796","1.783898","1.590327","Mikania ligustrifolia DC.","4","1433.25","195.26115","97.630575","123402.870745","Mikania ligustrifolia DC.","4","1297.25","106.962221","53.48111","6407.194911","Mikania ligustrifolia DC.","4","11412.75","3177.040801","1588.5204","5742097.810477"
"83","Mikania lindleyana DC.","27","23.325926","4.378935","0.842726","0.235604","Mikania lindleyana DC.","27","2279.925926","1181.249466","227.331566","18281.906777","Mikania lindleyana DC.","27","1434.111111","175.55195","33.784989","949.214061","Mikania lindleyana DC.","27","16624.518519","8795.924075","1692.776377","850681.157108"
"84","Mikania longipes Baker","1","20",NA,NA,"6.361308","Mikania longipes Baker","1","1316",NA,NA,"493611.482978","Mikania longipes Baker","1","1314",NA,NA,"25628.779645","Mikania longipes Baker","1","10559",NA,NA,"22968391.241906"
"85","Mikania lucida S.F.Blake","12","21.608333","3.850492","1.111541","0.530109","Mikania lucida S.F.Blake","12","2779","875.352708","252.692561","41134.290248","Mikania lucida S.F.Blake","12","1476.666667","153.169741","44.216296","2135.731637","Mikania lucida S.F.Blake","12","16439.916667","3553.940616","1025.934286","1914032.603492"
"86","Mikania lundiana DC.","12","23.225","1.895029","0.547048","0.530109","Mikania lundiana DC.","12","1526.083333","206.520727","59.617399","41134.290248","Mikania lundiana DC.","12","1429.416667","116.418882","33.607236","2135.731637","Mikania lundiana DC.","12","10143.25","1480.865725","427.489112","1914032.603492"
"87","Mikania malacolepis B.L.Rob.","5","19.26","2.640644","1.180932","1.272262","Mikania malacolepis B.L.Rob.","5","1408.6","252.591172","112.962206","98722.296596","Mikania malacolepis B.L.Rob.","5","1280.4","110.821027","49.56067","5125.755929","Mikania malacolepis B.L.Rob.","5","12271.6","2360.15133","1055.491762","4593678.248381"
