"","species","n_temp","mean_temp","sd_temp","se_temp","within_sp_var_temp","species.1","n_prec","mean_prec","sd_prec","se_prec","within_sp_var_prec","species.2","n_pet","mean_pet","sd_pet","se_pet","within_sp_var_pet","species.3","n_aridity","mean_aridity","sd_aridity","se_aridity","within_sp_var_aridity"
"575","Condylocarpon glabrum Müll.Arg.","6","24.7","0.340588","0.139044","1.060218","Condylocarpon glabrum Müll.Arg.","6","1531.666667","422.336675","172.418226","82268.580496","Condylocarpon glabrum Müll.Arg.","6","1418.333333","54.250038","22.147485","4271.463274","Condylocarpon glabrum Müll.Arg.","6","10041.5","2575.301361","1051.362378","3828065.206984"
"576","Condylocarpon guyanense Desf.","7","25.771429","0.31997","0.120937","0.908758","Condylocarpon guyanense Desf.","7","2669","485.89162","183.64977","70515.92614","Condylocarpon guyanense Desf.","7","1572","36.226142","13.692195","3661.254235","Condylocarpon guyanense Desf.","7","17469.571429","1950.482749","737.213184","3281198.748844"
"577","Condylocarpon intermedium Müll.Arg.","13","25.353846","1.662135","0.460993","0.489331","Condylocarpon intermedium Müll.Arg.","13","2048.769231","721.953964","200.234003","37970.114075","Condylocarpon intermedium Müll.Arg.","13","1559","101.68743","28.203019","1971.444588","Condylocarpon intermedium Müll.Arg.","13","12619.230769","3763.407546","1043.781452","1766799.3263"
"578","Condylocarpon pubiflorum Müll.Arg.","16","24.4125","2.173131","0.543283","0.397582","Condylocarpon pubiflorum Müll.Arg.","16","2726.625","633.051222","158.262806","30850.717686","Condylocarpon pubiflorum Müll.Arg.","16","1289.8125","105.996993","26.499248","1601.798728","Condylocarpon pubiflorum Müll.Arg.","16","20946.625","4701.532684","1175.383171","1435524.452619"
"579","Cynanchum erikseniae Morillo","1","16",NA,NA,"6.361308","Cynanchum erikseniae Morillo","1","1033",NA,NA,"493611.482978","Cynanchum erikseniae Morillo","1","1328",NA,NA,"25628.779645","Cynanchum erikseniae Morillo","1","6367",NA,NA,"22968391.241906"
"580","Cynanchum goertsianum Morillo","2","24.25","1.626346","1.15","3.180654","Cynanchum goertsianum Morillo","2","2503","550.129076","389","246805.741489","Cynanchum goertsianum Morillo","2","1467.5","184.55487","130.5","12814.389823","Cynanchum goertsianum Morillo","2","18441.5","2608.516916","1844.5","11484195.620953"
"581","Cynanchum jaramilloi Morillo","2","13.65","6.29325","4.45","3.180654","Cynanchum jaramilloi Morillo","2","1866.5","62.932504","44.5","246805.741489","Cynanchum jaramilloi Morillo","2","1139","72.124892","51","12814.389823","Cynanchum jaramilloi Morillo","2","13301.5","2484.066122","1756.5","11484195.620953"
"582","Cynanchum montevidense Spreng.","56","25.176786","1.78804","0.238937","0.113595","Cynanchum montevidense Spreng.","56","1650","748.907082","100.076918","8814.490767","Cynanchum montevidense Spreng.","56","1601.089286","226.017962","30.202921","457.656779","Cynanchum montevidense Spreng.","56","10854.982143","5754.200061","768.937327","410149.843605"
"583","Cynanchum nielsenii Morillo","1","10.5",NA,NA,"6.361308","Cynanchum nielsenii Morillo","1","1094",NA,NA,"493611.482978","Cynanchum nielsenii Morillo","1","1132",NA,NA,"25628.779645","Cynanchum nielsenii Morillo","1","8391",NA,NA,"22968391.241906"
"584","Cynanchum purpureiflorum Morillo","1","13.3",NA,NA,"6.361308","Cynanchum purpureiflorum Morillo","1","2055",NA,NA,"493611.482978","Cynanchum purpureiflorum Morillo","1","1264",NA,NA,"25628.779645","Cynanchum purpureiflorum Morillo","1","10328",NA,NA,"22968391.241906"
"585","Cynanchum stenospira K.Schum.","2","12.8","4.949747","3.5","3.180654","Cynanchum stenospira K.Schum.","2","1060","281.428499","199","246805.741489","Cynanchum stenospira K.Schum.","2","1054","220.617316","156","12814.389823","Cynanchum stenospira K.Schum.","2","13208","446.891486","316","11484195.620953"
"586","Cynanchum surrubriflorum W.D.Stevens","2","23.4","4.525483","3.2","3.180654","Cynanchum surrubriflorum W.D.Stevens","2","2149","905.09668","640","246805.741489","Cynanchum surrubriflorum W.D.Stevens","2","1694","219.203102","155","12814.389823","Cynanchum surrubriflorum W.D.Stevens","2","11403","4255.368609","3009","11484195.620953"
"587","Cynanchum trollii Liede & Meve","1","13.5",NA,NA,"6.361308","Cynanchum trollii Liede & Meve","1","1179",NA,NA,"493611.482978","Cynanchum trollii Liede & Meve","1","1583",NA,NA,"25628.779645","Cynanchum trollii Liede & Meve","1","6794",NA,NA,"22968391.241906"
"588","Cynanchum unguiculatum Ruiz & Pav. ex Britton","1","7.5",NA,NA,"6.361308","Cynanchum unguiculatum Ruiz & Pav. ex Britton","1","961",NA,NA,"493611.482978","Cynanchum unguiculatum Ruiz & Pav. ex Britton","1","1318",NA,NA,"25628.779645","Cynanchum unguiculatum Ruiz & Pav. ex Britton","1","5113",NA,NA,"22968391.241906"
"589","Dictyanthus aeneus Woodson","1","26.4",NA,NA,"6.361308","Dictyanthus aeneus Woodson","1","690",NA,NA,"493611.482978","Dictyanthus aeneus Woodson","1","1910",NA,NA,"25628.779645","Dictyanthus aeneus Woodson","1","3868",NA,NA,"22968391.241906"
"590","Dictyanthus ceratopetalus Donn.Sm.","2","22.25","1.767767","1.25","3.180654","Dictyanthus ceratopetalus Donn.Sm.","2","1129.5","335.875721","237.5","246805.741489","Dictyanthus ceratopetalus Donn.Sm.","2","1813","77.781746","55","12814.389823","Dictyanthus ceratopetalus Donn.Sm.","2","5989","1189.353606","841","11484195.620953"
"591","Dictyanthus parviflorus Hemsl.","17","20.188235","3.179993","0.771262","0.374195","Dictyanthus parviflorus Hemsl.","17","1131.588235","468.443975","113.614352","29035.969587","Dictyanthus parviflorus Hemsl.","17","1795.411765","113.540774","27.537683","1507.575273","Dictyanthus parviflorus Hemsl.","17","7279.941176","3474.994451","842.809951","1351081.837759"
"592","Dictyanthus pavonii Decne.","25","20.932","3.119658","0.623932","0.254452","Dictyanthus pavonii Decne.","25","1185.96","539.402252","107.88045","19744.459319","Dictyanthus pavonii Decne.","25","1777.36","136.809746","27.361949","1025.151186","Dictyanthus pavonii Decne.","25","6988.6","3107.200468","621.440094","918735.649676"
"593","Dictyanthus yucatanensis Standl.","4","26.125","0.442531","0.221266","1.590327","Dictyanthus yucatanensis Standl.","4","960.25","207.429305","103.714652","123402.870745","Dictyanthus yucatanensis Standl.","4","1890.5","71.728655","35.864328","6407.194911","Dictyanthus yucatanensis Standl.","4","5234.25","1221.092782","610.546391","5742097.810477"
"594","Ditassa acerifolia Lasser & Maguire","2","21.95","0.212132","0.15","3.180654","Ditassa acerifolia Lasser & Maguire","2","3899.5","27.577164","19.5","246805.741489","Ditassa acerifolia Lasser & Maguire","2","1557","0","0","12814.389823","Ditassa acerifolia Lasser & Maguire","2","15392","0","0","11484195.620953"
"595","Ditassa aequicymosa E.Fourn.","3","19.833333","1.755942","1.013794","2.120436","Ditassa aequicymosa E.Fourn.","3","1533.333333","304.214289","175.638202","164537.160993","Ditassa aequicymosa E.Fourn.","3","1293.666667","18.175075","10.493384","8542.926548","Ditassa aequicymosa E.Fourn.","3","11231.333333","1074.865728","620.574017","7656130.413969"
"596","Ditassa albiflora Schltr.","1","14.8",NA,NA,"6.361308","Ditassa albiflora Schltr.","1","727",NA,NA,"493611.482978","Ditassa albiflora Schltr.","1","1307",NA,NA,"25628.779645","Ditassa albiflora Schltr.","1","7036",NA,NA,"22968391.241906"
"597","Ditassa anderssonii Morillo","2","18.5","1.979899","1.4","3.180654","Ditassa anderssonii Morillo","2","1984","246.07316","174","246805.741489","Ditassa anderssonii Morillo","2","1197.5","77.074639","54.5","12814.389823","Ditassa anderssonii Morillo","2","18079.5","3993.031993","2823.5","11484195.620953"
"598","Ditassa angustifolia Decne.","3","20.966667","1.750238","1.0105","2.120436","Ditassa angustifolia Decne.","3","2421.666667","866.431955","500.234722","164537.160993","Ditassa angustifolia Decne.","3","1602.666667","44.298232","25.575596","8542.926548","Ditassa angustifolia Decne.","3","13504.333333","935.377108","540.040225","7656130.413969"
"599","Ditassa banksii Roem. & Schult.","2","24.35","0.070711","0.05","3.180654","Ditassa banksii Roem. & Schult.","2","1289","22.627417","16","246805.741489","Ditassa banksii Roem. & Schult.","2","1449","33.941125","24","12814.389823","Ditassa banksii Roem. & Schult.","2","7715.5","721.956024","510.5","11484195.620953"
"600","Ditassa bicolor Decne.","3","20.633333","3.165965","1.827871","2.120436","Ditassa bicolor Decne.","3","1685.333333","421.606847","243.414827","164537.160993","Ditassa bicolor Decne.","3","1245.666667","102.568676","59.218053","8542.926548","Ditassa bicolor Decne.","3","10891","2273.510721","1312.612027","7656130.413969"
"601","Ditassa blanchetii Decne.","7","24.757143","1.308762","0.494666","0.908758","Ditassa blanchetii Decne.","7","1480.714286","534.955984","202.194357","70515.92614","Ditassa blanchetii Decne.","7","1536.428571","83.364375","31.508772","3661.254235","Ditassa blanchetii Decne.","7","10000.285714","3625.054515","1370.141819","3281198.748844"
"602","Ditassa caucana Pittier","8","18.9625","3.026992","1.070203","0.795164","Ditassa caucana Pittier","8","1852.875","670.526539","237.066931","61701.435372","Ditassa caucana Pittier","8","1436.75","122.331809","43.250826","3203.597456","Ditassa caucana Pittier","8","15667.375","3536.415253","1250.311603","2871048.905238"
"603","Ditassa congesta E.Fourn.","1","20.4",NA,NA,"6.361308","Ditassa congesta E.Fourn.","1","1115",NA,NA,"493611.482978","Ditassa congesta E.Fourn.","1","1340",NA,NA,"25628.779645","Ditassa congesta E.Fourn.","1","6043",NA,NA,"22968391.241906"
"604","Ditassa crassa Schltr.","8","16.6625","2.524134","0.892416","0.795164","Ditassa crassa Schltr.","8","985.25","566.86374","200.416597","61701.435372","Ditassa crassa Schltr.","8","1436.125","154.075526","54.473925","3203.597456","Ditassa crassa Schltr.","8","7973.625","2449.97399","866.196611","2871048.905238"
"605","Ditassa crassifolia Decne.","20","25.035","1.537693","0.343839","0.318065","Ditassa crassifolia Decne.","20","1496.1","451.292985","100.912179","24680.574149","Ditassa crassifolia Decne.","20","1583.9","89.103075","19.924053","1281.438982","Ditassa crassifolia Decne.","20","9319.25","3346.254841","748.245329","1148419.562095"
"606","Ditassa dardanoi T.U.P.Konno & Wand.","11","25.290909","0.887079","0.267464","0.578301","Ditassa dardanoi T.U.P.Konno & Wand.","11","777.454545","223.847432","67.49254","44873.77118","Ditassa dardanoi T.U.P.Konno & Wand.","11","1709.909091","86.793381","26.169189","2329.889059","Ditassa dardanoi T.U.P.Konno & Wand.","11","4523.727273","1377.879827","415.446399","2088035.567446"
"607","Ditassa dolichoglossa Schltr.","1","22.4",NA,NA,"6.361308","Ditassa dolichoglossa Schltr.","1","512",NA,NA,"493611.482978","Ditassa dolichoglossa Schltr.","1","1600",NA,NA,"25628.779645","Ditassa dolichoglossa Schltr.","1","3747",NA,NA,"22968391.241906"
"608","Ditassa endoleuca Schltr.","1","12.9",NA,NA,"6.361308","Ditassa endoleuca Schltr.","1","880",NA,NA,"493611.482978","Ditassa endoleuca Schltr.","1","1139",NA,NA,"25628.779645","Ditassa endoleuca Schltr.","1","10145",NA,NA,"22968391.241906"
"609","Ditassa eximia Decne.","2","19.1","1.414214","1","3.180654","Ditassa eximia Decne.","2","1381.5","190.211724","134.5","246805.741489","Ditassa eximia Decne.","2","1305","18.384776","13","12814.389823","Ditassa eximia Decne.","2","11173.5","1195.717567","845.5","11484195.620953"
"610","Ditassa fasciculata E.Fourn.","1","19.8",NA,NA,"6.361308","Ditassa fasciculata E.Fourn.","1","1494",NA,NA,"493611.482978","Ditassa fasciculata E.Fourn.","1","1314",NA,NA,"25628.779645","Ditassa fasciculata E.Fourn.","1","10594",NA,NA,"22968391.241906"
"611","Ditassa fiebrigii Malme","2","13.85","2.757716","1.95","3.180654","Ditassa fiebrigii Malme","2","963.5","639.931637","452.5","246805.741489","Ditassa fiebrigii Malme","2","1583.5","260.922402","184.5","12814.389823","Ditassa fiebrigii Malme","2","5235.5","1878.782718","1328.5","11484195.620953"
"612","Ditassa foldatsii Morillo","3","22.233333","3.089229","1.783567","2.120436","Ditassa foldatsii Morillo","3","2684.666667","754.674985","435.711806","164537.160993","Ditassa foldatsii Morillo","3","1419.333333","165.234177","95.397997","8542.926548","Ditassa foldatsii Morillo","3","19090","3515.235554","2029.522193","7656130.413969"
"613","Ditassa gillespieae Morillo","1","24.4",NA,NA,"6.361308","Ditassa gillespieae Morillo","1","2002",NA,NA,"493611.482978","Ditassa gillespieae Morillo","1","1564",NA,NA,"25628.779645","Ditassa gillespieae Morillo","1","10453",NA,NA,"22968391.241906"
"614","Ditassa glaziovii E.Fourn.","6","22.55","1.451551","0.592593","1.060218","Ditassa glaziovii E.Fourn.","6","734.166667","137.285712","56.046657","82268.580496","Ditassa glaziovii E.Fourn.","6","1574.333333","125.748426","51.33658","4271.463274","Ditassa glaziovii E.Fourn.","6","4516.333333","888.27916","362.638449","3828065.206984"
"615","Ditassa gracilipes Schltr.","15","23.293333","2.204692","0.569249","0.424087","Ditassa gracilipes Schltr.","15","1667.533333","627.16401","161.933051","32907.432199","Ditassa gracilipes Schltr.","15","1442.933333","130.737177","33.756194","1708.58531","Ditassa gracilipes Schltr.","15","11984.066667","3080.939037","795.495039","1531226.082794"
"616","Ditassa gracilis Hand.-Mazz.","1","24.1",NA,NA,"6.361308","Ditassa gracilis Hand.-Mazz.","1","1296",NA,NA,"493611.482978","Ditassa gracilis Hand.-Mazz.","1","1312",NA,NA,"25628.779645","Ditassa gracilis Hand.-Mazz.","1","15274",NA,NA,"22968391.241906"
"617","Ditassa hastata Decne.","35","25.32","1.813965","0.306616","0.181752","Ditassa hastata Decne.","35","805.057143","309.147875","52.255528","14103.185228","Ditassa hastata Decne.","35","1699.885714","130.977944","22.139313","732.250847","Ditassa hastata Decne.","35","4596.028571","1749.024173","295.639044","656239.749769"
"618","Ditassa insignis Farinaccio","1","18.2",NA,NA,"6.361308","Ditassa insignis Farinaccio","1","1835",NA,NA,"493611.482978","Ditassa insignis Farinaccio","1","1327",NA,NA,"25628.779645","Ditassa insignis Farinaccio","1","12831",NA,NA,"22968391.241906"
"619","Ditassa itambensis Rapini","1","18.3",NA,NA,"6.361308","Ditassa itambensis Rapini","1","1745",NA,NA,"493611.482978","Ditassa itambensis Rapini","1","1230",NA,NA,"25628.779645","Ditassa itambensis Rapini","1","12419",NA,NA,"22968391.241906"
"620","Ditassa laevis Mart.","1","17.9",NA,NA,"6.361308","Ditassa laevis Mart.","1","1881",NA,NA,"493611.482978","Ditassa laevis Mart.","1","1221",NA,NA,"25628.779645","Ditassa laevis Mart.","1","12790",NA,NA,"22968391.241906"
"621","Ditassa lanceolata Decne.","6","21.5","2.977247","1.215456","1.060218","Ditassa lanceolata Decne.","6","954","445.629891","181.927641","82268.580496","Ditassa lanceolata Decne.","6","1502.833333","167.463926","68.366862","4271.463274","Ditassa lanceolata Decne.","6","7741.5","4814.532324","1965.524591","3828065.206984"
"622","Ditassa lenheirensis Silveira","17","20.835294","1.848628","0.448358","0.374195","Ditassa lenheirensis Silveira","17","1333.764706","336.361511","81.579649","29035.969587","Ditassa lenheirensis Silveira","17","1435","138.488718","33.588448","1507.575273","Ditassa lenheirensis Silveira","17","8924.352941","2831.521365","686.744804","1351081.837759"
"623","Ditassa leonii Fontella & T.U.P.Konno","2","19.45","3.889087","2.75","3.180654","Ditassa leonii Fontella & T.U.P.Konno","2","1425.5","101.11627","71.5","246805.741489","Ditassa leonii Fontella & T.U.P.Konno","2","1214","108.894444","77","12814.389823","Ditassa leonii Fontella & T.U.P.Konno","2","12114","1620.688742","1146","11484195.620953"
"624","Ditassa liesneri Morillo","1","16.9",NA,NA,"6.361308","Ditassa liesneri Morillo","1","3345",NA,NA,"493611.482978","Ditassa liesneri Morillo","1","1355",NA,NA,"25628.779645","Ditassa liesneri Morillo","1","22048",NA,NA,"22968391.241906"
"625","Ditassa lindemanii Morillo","1","23.1",NA,NA,"6.361308","Ditassa lindemanii Morillo","1","2642",NA,NA,"493611.482978","Ditassa lindemanii Morillo","1","1588",NA,NA,"25628.779645","Ditassa lindemanii Morillo","1","15677",NA,NA,"22968391.241906"
"626","Ditassa linearis Mart.","2","19.85","2.192031","1.55","3.180654","Ditassa linearis Mart.","2","1397.5","9.192388","6.5","246805.741489","Ditassa linearis Mart.","2","1299","4.242641","3","12814.389823","Ditassa linearis Mart.","2","11735","487.903679","345","11484195.620953"
"627","Ditassa lisae Morillo","1","20.2",NA,NA,"6.361308","Ditassa lisae Morillo","1","1116",NA,NA,"493611.482978","Ditassa lisae Morillo","1","1506",NA,NA,"25628.779645","Ditassa lisae Morillo","1","6009",NA,NA,"22968391.241906"
"628","Ditassa longiloba Benth.","6","14.066667","7.759811","3.16793","1.060218","Ditassa longiloba Benth.","6","2047.666667","1406.785935","574.317953","82268.580496","Ditassa longiloba Benth.","6","1312.833333","203.208678","82.959595","4271.463274","Ditassa longiloba Benth.","6","14898.5","8745.091166","3570.168518","3828065.206984"
"629","Ditassa mandonii Rusby","1","19.1",NA,NA,"6.361308","Ditassa mandonii Rusby","1","1109",NA,NA,"493611.482978","Ditassa mandonii Rusby","1","1409",NA,NA,"25628.779645","Ditassa mandonii Rusby","1","9715",NA,NA,"22968391.241906"
"630","Ditassa maricaensis Fontella & E.A.Schwarz","1","24.2",NA,NA,"6.361308","Ditassa maricaensis Fontella & E.A.Schwarz","1","1094",NA,NA,"493611.482978","Ditassa maricaensis Fontella & E.A.Schwarz","1","1459",NA,NA,"25628.779645","Ditassa maricaensis Fontella & E.A.Schwarz","1","7454",NA,NA,"22968391.241906"
"631","Ditassa microneriifolia Daniel","1","16.6",NA,NA,"6.361308","Ditassa microneriifolia Daniel","1","1314",NA,NA,"493611.482978","Ditassa microneriifolia Daniel","1","1179",NA,NA,"25628.779645","Ditassa microneriifolia Daniel","1","15359",NA,NA,"22968391.241906"
"632","Ditassa mucronata Mart.","14","18.407143","2.484557","0.664026","0.454379","Ditassa mucronata Mart.","14","1566.071429","298.603536","79.805152","35257.96307","Ditassa mucronata Mart.","14","1251.714286","112.058658","29.948936","1830.627118","Ditassa mucronata Mart.","14","12029.142857","2478.520894","662.412572","1640599.374422"
"633","Ditassa nitida E.Fourn.","3","19.7","0.87178","0.503322","2.120436","Ditassa nitida E.Fourn.","3","1653.666667","143.060593","82.596072","164537.160993","Ditassa nitida E.Fourn.","3","1228.666667","17.897858","10.333333","8542.926548","Ditassa nitida E.Fourn.","3","10792.666667","122.202019","70.553369","7656130.413969"
"634","Ditassa obcordata Mart.","14","21.228571","1.787748","0.477796","0.454379","Ditassa obcordata Mart.","14","1227.785714","319.559355","85.40583","35257.96307","Ditassa obcordata Mart.","14","1460","79.084181","21.136136","1830.627118","Ditassa obcordata Mart.","14","8628.428571","2325.55468","621.530632","1640599.374422"
"635","Ditassa olivaestevae Morillo","1","10.6",NA,NA,"6.361308","Ditassa olivaestevae Morillo","1","4142",NA,NA,"493611.482978","Ditassa olivaestevae Morillo","1","1227",NA,NA,"25628.779645","Ditassa olivaestevae Morillo","1","20979",NA,NA,"22968391.241906"
"636","Ditassa ottohuberi Morillo","1","17",NA,NA,"6.361308","Ditassa ottohuberi Morillo","1","3546",NA,NA,"493611.482978","Ditassa ottohuberi Morillo","1","1337",NA,NA,"25628.779645","Ditassa ottohuberi Morillo","1","14206",NA,NA,"22968391.241906"
"637","Ditassa oxyphylla Turcz.","15","23.886667","1.813783","0.468317","0.424087","Ditassa oxyphylla Turcz.","15","888.733333","284.657806","73.498329","32907.432199","Ditassa oxyphylla Turcz.","15","1535.733333","136.74662","35.307825","1708.58531","Ditassa oxyphylla Turcz.","15","5868.866667","1973.036415","509.435812","1531226.082794"
"638","Ditassa poeppigii E.Fourn.","2","24.15","3.464823","2.45","3.180654","Ditassa poeppigii E.Fourn.","2","1104","255.972655","181","246805.741489","Ditassa poeppigii E.Fourn.","2","1591","114.551299","81","12814.389823","Ditassa poeppigii E.Fourn.","2","7478.5","2945.099744","2082.5","11484195.620953"
"639","Ditassa pohliana E.Fourn.","7","20.814286","1.389758","0.525279","0.908758","Ditassa pohliana E.Fourn.","7","953.142857","117.908762","44.565323","70515.92614","Ditassa pohliana E.Fourn.","7","1482.428571","113.78907","43.008226","3661.254235","Ditassa pohliana E.Fourn.","7","5586.285714","492.413347","186.114751","3281198.748844"
"640","Ditassa racemosa Britton","9","13.622222","5.624673","1.874891","0.706812","Ditassa racemosa Britton","9","782.888889","251.060473","83.686824","54845.720331","Ditassa racemosa Britton","9","1627.666667","133.007519","44.33584","2847.642183","Ditassa racemosa Britton","9","4477.333333","1708.258909","569.419636","2552043.471323"
"641","Ditassa retusa Mart.","28","22.117857","2.302342","0.435102","0.22719","Ditassa retusa Mart.","28","1070.892857","301.786697","57.032325","17628.981535","Ditassa retusa Mart.","28","1484.678571","144.216672","27.254389","915.313559","Ditassa retusa Mart.","28","7546.035714","2812.845027","531.577744","820299.687211"
"642","Ditassa roraimensis Schltr.","1","14.9",NA,NA,"6.361308","Ditassa roraimensis Schltr.","1","2747",NA,NA,"493611.482978","Ditassa roraimensis Schltr.","1","1342",NA,NA,"25628.779645","Ditassa roraimensis Schltr.","1","14778",NA,NA,"22968391.241906"
"643","Ditassa subalpina Schltr.","1","20.2",NA,NA,"6.361308","Ditassa subalpina Schltr.","1","692",NA,NA,"493611.482978","Ditassa subalpina Schltr.","1","1713",NA,NA,"25628.779645","Ditassa subalpina Schltr.","1","4663",NA,NA,"22968391.241906"
"644","Ditassa succedanea Rapini","4","20.7","0.898146","0.449073","1.590327","Ditassa succedanea Rapini","4","1337.5","249.418657","124.709328","123402.870745","Ditassa succedanea Rapini","4","1431.25","92.640434","46.320217","6407.194911","Ditassa succedanea Rapini","4","7801","1768.380804","884.190402","5742097.810477"
"645","Ditassa taxifolia Decne.","7","21.871429","2.90156","1.096687","0.908758","Ditassa taxifolia Decne.","7","2436.285714","1004.919684","379.823939","70515.92614","Ditassa taxifolia Decne.","7","1482.857143","98.573879","37.257424","3661.254235","Ditassa taxifolia Decne.","7","15080.714286","3707.425734","1401.275214","3281198.748844"
"646","Ditassa venamensis Morillo","1","18.9",NA,NA,"6.361308","Ditassa venamensis Morillo","1","3432",NA,NA,"493611.482978","Ditassa venamensis Morillo","1","1449",NA,NA,"25628.779645","Ditassa venamensis Morillo","1","14880",NA,NA,"22968391.241906"
"647","Ditassa xeroneura Schltr.","1","15.6",NA,NA,"6.361308","Ditassa xeroneura Schltr.","1","1544",NA,NA,"493611.482978","Ditassa xeroneura Schltr.","1","1336",NA,NA,"25628.779645","Ditassa xeroneura Schltr.","1","8287",NA,NA,"22968391.241906"
"648","Echites agglutinatus Jacq.","2","26.45","0.070711","0.05","3.180654","Echites agglutinatus Jacq.","2","1664","162.63456","115","246805.741489","Echites agglutinatus Jacq.","2","1835.5","45.961941","32.5","12814.389823","Echites agglutinatus Jacq.","2","10143","520.430591","368","11484195.620953"
"649","Echites darienensis J.F.Morales","1","26.2",NA,NA,"6.361308","Echites darienensis J.F.Morales","1","2715",NA,NA,"493611.482978","Echites darienensis J.F.Morales","1","1698",NA,NA,"25628.779645","Echites darienensis J.F.Morales","1","13614",NA,NA,"22968391.241906"
"650","Echites puntarenensis J.F.Morales","4","25.225","1.034005","0.517003","1.590327","Echites puntarenensis J.F.Morales","4","2323.25","943.118365","471.559182","123402.870745","Echites puntarenensis J.F.Morales","4","1837.75","99.070261","49.53513","6407.194911","Echites puntarenensis J.F.Morales","4","12864.75","4616.799568","2308.399784","5742097.810477"
"651","Echites turbinata Woodson","1","19",NA,NA,"6.361308","Echites turbinata Woodson","1","1898",NA,NA,"493611.482978","Echites turbinata Woodson","1","1638",NA,NA,"25628.779645","Echites turbinata Woodson","1","6700",NA,NA,"22968391.241906"
"652","Echites woodsoniana Monach.","1","26.2",NA,NA,"6.361308","Echites woodsoniana Monach.","1","687",NA,NA,"493611.482978","Echites woodsoniana Monach.","1","1816",NA,NA,"25628.779645","Echites woodsoniana Monach.","1","4537",NA,NA,"22968391.241906"
"653","Fischeria panamensis Spellman","10","25.07","2.660848","0.841434","0.636131","Fischeria panamensis Spellman","10","3096.1","977.107801","308.988617","49361.148298","Fischeria panamensis Spellman","9","1657.111111","68.396719","22.798906","2847.642183","Fischeria panamensis Spellman","9","18151","3468.682423","1156.227474","2552043.471323"
"654","Fischeria polytricha Decne.","2","19.9","8.061017","5.7","3.180654","Fischeria polytricha Decne.","2","1242","373.35238","264","246805.741489","Fischeria polytricha Decne.","2","1522","57.982756","41","12814.389823","Fischeria polytricha Decne.","2","8649","1808.779146","1279","11484195.620953"
"655","Fischeria scandens DC.","26","23.753846","2.001446","0.392516","0.244666","Fischeria scandens DC.","26","2185.807692","550.767248","108.014344","18985.057038","Fischeria scandens DC.","26","1721.384615","111.227722","21.813551","985.722294","Fischeria scandens DC.","26","13129.115385","4069.13776","798.023571","883399.66315"
"656","Forsteronia affinis Müll.Arg.","41","24.058537","2.401455","0.375044","0.155154","Forsteronia affinis Müll.Arg.","41","2487.536585","889.923202","138.982654","12039.304463","Forsteronia affinis Müll.Arg.","41","1334.341463","138.907093","21.693643","625.092186","Forsteronia affinis Müll.Arg.","41","18748.707317","6373.036463","995.301079","560204.664437"
"657","Forsteronia amazonica Monach.","1","25.3",NA,NA,"6.361308","Forsteronia amazonica Monach.","1","2806",NA,NA,"493611.482978","Forsteronia amazonica Monach.","1","1215",NA,NA,"25628.779645","Forsteronia amazonica Monach.","1","21077",NA,NA,"22968391.241906"
"658","Forsteronia amblybasis S.F.Blake","14","23.428571","3.630518","0.970297","0.454379","Forsteronia amblybasis S.F.Blake","14","1725.785714","532.912488","142.426853","35257.96307","Forsteronia amblybasis S.F.Blake","14","1492.285714","74.50083","19.911184","1830.627118","Forsteronia amblybasis S.F.Blake","14","11307.928571","2788.619302","745.289858","1640599.374422"
"659","Forsteronia australis Müll.Arg.","12","21","2.140093","0.617792","0.530109","Forsteronia australis Müll.Arg.","12","1174.083333","404.43731","116.750995","41134.290248","Forsteronia australis Müll.Arg.","12","1458.166667","145.299586","41.944378","2135.731637","Forsteronia australis Müll.Arg.","12","8660.166667","3102.095387","895.497803","1914032.603492"
"660","Forsteronia brevifolia Markgr.","3","24.666667","0.568624","0.328295","2.120436","Forsteronia brevifolia Markgr.","3","3064","476.05987","274.853294","164537.160993","Forsteronia brevifolia Markgr.","3","1213.666667","26.274195","15.169414","8542.926548","Forsteronia brevifolia Markgr.","3","22149","908.090854","524.286499","7656130.413969"
"661","Forsteronia chiriquensis Woodson","2","23.3","2.545584","1.8","3.180654","Forsteronia chiriquensis Woodson","2","2309.5","6.363961","4.5","246805.741489","Forsteronia chiriquensis Woodson","2","1574","90.509668","64","12814.389823","Forsteronia chiriquensis Woodson","2","17678","1404.314067","993","11484195.620953"
"662","Forsteronia diospyrifolia Müll.Arg.","2","24.65","0.353553","0.25","3.180654","Forsteronia diospyrifolia Müll.Arg.","2","2391.5","690.843325","488.5","246805.741489","Forsteronia diospyrifolia Müll.Arg.","2","1712.5","21.92031","15.5","12814.389823","Forsteronia diospyrifolia Müll.Arg.","2","12919.5","1052.881997","744.5","11484195.620953"
"663","Forsteronia duckei Markgr.","2","26.05","0.353553","0.25","3.180654","Forsteronia duckei Markgr.","2","2138","22.627417","16","246805.741489","Forsteronia duckei Markgr.","2","1572","114.551299","81","12814.389823","Forsteronia duckei Markgr.","2","15656","619.42554","438","11484195.620953"
"664","Forsteronia elachista S.F.Blake","1","26.3",NA,NA,"6.361308","Forsteronia elachista S.F.Blake","1","2154",NA,NA,"493611.482978","Forsteronia elachista S.F.Blake","1","1491",NA,NA,"25628.779645","Forsteronia elachista S.F.Blake","1","16094",NA,NA,"22968391.241906"
