"","Family","Genus","Species","CM","taxized_names"
"1","Acanthaceae","Aphelandra","Aphelandra tomentosa",3,"Aphelandra tomentosa Lindau"
"2","Acanthaceae","Dasytropis","Dasytropis fragilis",3,"Dasytropis fragilis Urb."
"3","Acanthaceae","Dicliptera","Dicliptera purpurascens",3,"Dicliptera purpurascens Wassh. & J.R.I.Wood"
"4","Acanthaceae","Justicia","Justicia adenothyrsa",3,"Justicia adenothyrsa (Lindau) T.F.Daniel T.F.Daniel (Lindau)"
"5","Acanthaceae","Justicia","Justicia anabasa",3,"Justicia anabasa Leonard"
"6","Acanthaceae","Justicia","Justicia brasiliana",3,"Justicia brasiliana Roth"
"7","Acanthaceae","Justicia","Justicia cydoniifolia",3,"Justicia cydoniifolia (Nees) Lindau Lindau (Nees)"
"8","Acanthaceae","Justicia","Justicia fuchsiifolia",3,"Justicia fuchsiifolia Leonard"
"9","Acanthaceae","Justicia","Justicia graciliflora",3,"Justicia graciliflora Wall."
"10","Acanthaceae","Justicia","Justicia kirkbridei",3,"Justicia kirkbridei Wassh."
"11","Acanthaceae","Justicia","Justicia megalantha",3,"Justicia megalantha Wassh. & J.R.I.Wood"
"12","Acanthaceae","Justicia","Justicia monopleurantha",3,"Justicia monopleurantha (Lindau) Wassh. Wassh. (Lindau)"
"13","Acanthaceae","Justicia","Justicia nicaraguensis",3,"Aphelandra tomentosa Lindau"
"14","Acanthaceae","Justicia","Justicia pyrrhostachya",3,"Justicia pyrrhostachya (Lindau) Wassh. Wassh. (Lindau)"
"15","Acanthaceae","Justicia","Justicia sarapiquensis",3,"Justicia sarapiquensis McDade"
"16","Acanthaceae","Justicia","Justicia scansilis",3,"Justicia scansilis (Rizzini) V.A.W.Graham V.A.W.Graham (Rizzini)"
"17","Acanthaceae","Justicia","Justicia schomburgkiana",3,"Justicia schomburgkiana (Nees) V.A.W.Graham V.A.W.Graham (Nees)"
"18","Acanthaceae","Justicia","Justicia spicigera",3,"Justicia spicigera Schltdl."
"19","Acanthaceae","Mendoncia","Mendoncia albiflora",1,"Mendoncia albiflora Leonard"
"20","Acanthaceae","Mendoncia","Mendoncia antioquiensis",1,"Mendoncia antioquiensis Wassh."
"21","Acanthaceae","Mendoncia","Mendoncia aspera",1,"Mendoncia aspera Ruiz & Pav."
"22","Acanthaceae","Mendoncia","Mendoncia aurea",1,"Mendoncia aurea Leonard"
"23","Acanthaceae","Mendoncia","Mendoncia bahiensis",1,"Mendoncia bahiensis Profice"
"24","Acanthaceae","Mendoncia","Mendoncia bivalvis",1,"Mendoncia bivalvis (L.fil.) Merr. Merr. (L.fil.)"
"25","Acanthaceae","Mendoncia","Mendoncia blanchetiana",1,"Mendoncia blanchetiana Profice"
"26","Acanthaceae","Mendoncia","Mendoncia brenesii",1,"Mendoncia brenesii Standl. & Leonard"
"27","Acanthaceae","Mendoncia","Mendoncia caquetensis",1,"Mendoncia caquetensis Leonard"
"28","Acanthaceae","Mendoncia","Mendoncia cardonae",1,"Mendoncia cardonae Leonard"
"29","Acanthaceae","Mendoncia","Mendoncia coccinea",1,"Mendoncia coccinea Vell."
"30","Acanthaceae","Mendoncia","Mendoncia cordata",1,"Mendoncia cordata Leonard"
"31","Acanthaceae","Mendoncia","Mendoncia coriacea",1,"Mendoncia coriacea Wassh."
"32","Acanthaceae","Mendoncia","Mendoncia costaricana",1,"Mendoncia costaricana Oerst."
"33","Acanthaceae","Mendoncia","Mendoncia crenata",1,"Mendoncia crenata Lindau"
"34","Acanthaceae","Mendoncia","Mendoncia cuatrecasasii",1,"Mendoncia cuatrecasasii Leonard"
"35","Acanthaceae","Mendoncia","Mendoncia garciae",1,"Mendoncia garciae Leonard"
"36","Acanthaceae","Mendoncia","Mendoncia gigas",1,"Mendoncia gigas Lindau"
"37","Acanthaceae","Mendoncia","Mendoncia gilva",1,"Mendoncia gilva Leonard"
"38","Acanthaceae","Mendoncia","Mendoncia glabra",1,"Mendoncia glabra Poepp. & Endl."
"39","Acanthaceae","Mendoncia","Mendoncia glabrescens",1,"Mendoncia glabrescens Leonard"
"40","Acanthaceae","Mendoncia","Mendoncia glomerata",1,"Mendoncia glomerata Leonard"
"41","Acanthaceae","Mendoncia","Mendoncia gracilis",1,"Mendoncia gracilis Turrill"
"42","Acanthaceae","Mendoncia","Mendoncia guatemalensis",1,"Mendoncia guatemalensis Standl. & Steyerm."
"43","Acanthaceae","Mendoncia","Mendoncia hoffmannseggiana",1,"Mendoncia hoffmannseggiana Nees"
"44","Acanthaceae","Mendoncia","Mendoncia killipii",1,"Mendoncia killipii Leonard"
"45","Acanthaceae","Mendoncia","Mendoncia klugii",1,"Mendoncia klugii Leonard"
"46","Acanthaceae","Mendoncia","Mendoncia lasiophyta",1,"Mendoncia lasiophyta Leonard"
"47","Acanthaceae","Mendoncia","Mendoncia leucantha",1,"Mendoncia leucantha Leonard"
"48","Acanthaceae","Mendoncia","Mendoncia lindavii",1,"Mendoncia lindavii Britton"
"49","Acanthaceae","Mendoncia","Mendoncia litoralis",1,"Mendoncia litoralis Leonard"
"50","Acanthaceae","Mendoncia","Mendoncia meyeniana",1,"Mendoncia meyeniana Nees"
"51","Acanthaceae","Mendoncia","Mendoncia microchlamys",1,"Mendoncia microchlamys Leonard"
"52","Acanthaceae","Mendoncia","Mendoncia mirabilis",1,"Mendoncia mirabilis Leonard"
"53","Acanthaceae","Mendoncia","Mendoncia mutisii",1,"Mendoncia mutisii Leonard"
"54","Acanthaceae","Mendoncia","Mendoncia neblinensis",1,"Mendoncia neblinensis Wassh."
"55","Acanthaceae","Mendoncia","Mendoncia obovata",1,"Mendoncia obovata Lindau"
"56","Acanthaceae","Mendoncia","Mendoncia odorata",1,"Mendoncia odorata Leonard"
"57","Acanthaceae","Mendoncia","Mendoncia orbicularis",1,"Mendoncia orbicularis Turrill"
"58","Acanthaceae","Mendoncia","Mendoncia pedunculata",1,"Mendoncia pedunculata Leonard"
"59","Acanthaceae","Mendoncia","Mendoncia pennellii",1,"Mendoncia pennellii Leonard"
"60","Acanthaceae","Mendoncia","Mendoncia peruviana",1,"Mendoncia peruviana Leonard"
"61","Acanthaceae","Mendoncia","Mendoncia phalacra",1,"Mendoncia phalacra Leonard"
"62","Acanthaceae","Mendoncia","Mendoncia pilosa",1,"Mendoncia pilosa Mart."
"63","Acanthaceae","Mendoncia","Mendoncia puberula",1,"Mendoncia puberula Mart."
"64","Acanthaceae","Mendoncia","Mendoncia retusa",1,"Mendoncia retusa Turrill"
"65","Acanthaceae","Mendoncia","Mendoncia robusta",1,"Mendoncia robusta Rusby"
"66","Acanthaceae","Mendoncia","Mendoncia rosea",1,"Mendoncia rosea Leonard"
"67","Acanthaceae","Mendoncia","Mendoncia sericea",1,"Mendoncia sericea Leonard"
"68","Acanthaceae","Mendoncia","Mendoncia smithii",1,"Mendoncia smithii Leonard"
"69","Acanthaceae","Mendoncia","Mendoncia speciosa",1,"Mendoncia speciosa Nees"
"70","Acanthaceae","Mendoncia","Mendoncia spraguei",1,"Mendoncia spraguei Turrill"
"71","Acanthaceae","Mendoncia","Mendoncia sprucei",1,"Mendoncia sprucei Lindau"
"72","Acanthaceae","Mendoncia","Mendoncia squamuligera",1,"Mendoncia squamuligera Nees"
"73","Acanthaceae","Mendoncia","Mendoncia steyermarkii",1,"Mendoncia steyermarkii Wassh."
"74","Acanthaceae","Mendoncia","Mendoncia tarapotana",1,"Mendoncia tarapotana Lindau"
"75","Acanthaceae","Mendoncia","Mendoncia tessmannii",1,"Mendoncia tessmannii Mildbr."
"76","Acanthaceae","Mendoncia","Mendoncia tetragona",1,"Mendoncia tetragona Leonard"
"77","Acanthaceae","Mendoncia","Mendoncia tonduzii",1,"Mendoncia tonduzii Turrill"
"78","Acanthaceae","Mendoncia","Mendoncia tovarensis",1,"Mendoncia tovarensis (Klotzsch & H.Karst. ex Nees) Leonard Leonard (Klotzsch & H.Karst. ex Nees)"
"79","Acanthaceae","Mendoncia","Mendoncia trichota",1,"Mendoncia trichota Leonard"
"80","Acanthaceae","Mendoncia","Mendoncia velloziana",1,"Mendoncia velloziana (C.Mart.) Nees Nees (C.Mart.)"
"81","Acanthaceae","Mendoncia","Mendoncia villosa",1,"Mendoncia villosa (Klotzsch & H.Karst. ex Nees) Leonard Leonard (Klotzsch & H.Karst. ex Nees)"
"82","Acanthaceae","Mendoncia","Mendoncia williamsii",1,"Mendoncia williamsii Wassh."
"83","Acanthaceae","Mendoncia","Mendoncia zarucchii",1,"Mendoncia zarucchii Wassh."
"84","Acanthaceae","Neriacanthus","Neriacanthus nitidus",3,"Neriacanthus nitidus Leonard"
"85","Acanthaceae","Odontonema","Odontonema ampelocaule",3,"Odontonema ampelocaule Leonard"
"86","Acanthaceae","Oplonia","Oplonia armata",3,"Oplonia armata (Sw.) Stearn Stearn (Sw.)"
"87","Acanthaceae","Oplonia","Oplonia jamaicensis",3,"Oplonia jamaicensis (Lindau) Stearn Stearn (Lindau)"
"88","Acanthaceae","Oplonia","Oplonia spinosa",3,"Oplonia spinosa (Jacq.) Raf. Raf. (Jacq.)"
"89","Acanthaceae","Oplonia","Oplonia tetrasticha",3,"Oplonia tetrasticha (C.Wright ex Griseb.) Stearn Stearn (C.Wright ex Griseb.)"
"90","Acanthaceae","Pachystachys","Pachystachys spicata",3,"Pachystachys spicata (Ruiz & Pav.) Wassh. Wassh. (Ruiz & Pav.)"
"91","Acanthaceae","Ruellia","Ruellia affinis",3,"Ruellia affinis (Schrad.) Lindau Lindau (Schrad.)"
"92","Acanthaceae","Ruellia","Ruellia beckii",3,"Ruellia beckii Wassh. & J.R.I.Wood"
"93","Acanthaceae","Ruellia","Ruellia inflata",3,"Ruellia inflata Rich."
"94","Acanthaceae","Ruellia","Ruellia sprucei",3,"Ruellia sprucei Lindau"
"95","Acanthaceae","Ruellia","Ruellia steyermarkii",3,"Ruellia steyermarkii Wassh."
"96","Acanthaceae","Sapphoa","Sapphoa ekmanii",3,"Sapphoa ekmanii Borhidi"
"97","Acanthaceae","Sapphoa","Sapphoa rigidifolia",3,"Sapphoa rigidifolia Urb."
"98","Acanthaceae","Thunbergia","Thunbergia alata",1,"Thunbergia alata Bojer ex Sims"
"99","Acanthaceae","Thyrsacanthus","Thyrsacanthus boliviensis",3,"Thyrsacanthus boliviensis (Nees) A.L.A.Côrtes & Rapini A.L.A.Côrtes & Rapini (Nees)"
"100","Acanthaceae","Thyrsacanthus","Thyrsacanthus ramosissimus",3,"Thyrsacanthus ramosissimus Moric."
"101","Acanthaceae","Thyrsacanthus","Thyrsacanthus secundus",3,"Thyrsacanthus secundus (Leonard) A.L.A.Côrtes & Rapini A.L.A.Côrtes & Rapini (Leonard)"
"102","Adoxaceae","Viburnum","Viburnum undulatum",3,"Viburnum undulatum (Oerst.) Killip & A.C.Sm. Killip & A.C.Sm. (Oerst.)"
"103","Aizoaceae","Sesuvium","Sesuvium portulacastrum",4,"Sesuvium portulacastrum (L.) L. L. (L.)"
"104","Alstroemeriaceae","Bomarea","Bomarea acutifolia",1,"Bomarea acutifolia (Link & Otto) Herb. Herb. (Link & Otto)"
"105","Alstroemeriaceae","Bomarea","Bomarea albimontana",1,"Bomarea albimontana D.N.Sm. & Gereau"
"106","Alstroemeriaceae","Bomarea","Bomarea allenii",1,"Bomarea allenii Killip"
"107","Alstroemeriaceae","Bomarea","Bomarea alstroemeroides",1,"Bomarea alstroemerioides Hofreiter & E.Rodr."
"108","Alstroemeriaceae","Bomarea","Bomarea amazonica",1,"Bomarea amazonica Hofreiter & E.Rodr."
"109","Alstroemeriaceae","Bomarea","Bomarea amilcariana",1,"Bomarea amilcariana Stergios & Dorr"
"110","Alstroemeriaceae","Bomarea","Bomarea anceps",1,"Bomarea anceps (Ruiz & Pav.) Herb. Herb. (Ruiz & Pav.)"
"111","Alstroemeriaceae","Bomarea","Bomarea andreana",1,"Bomarea andreana Baker"
"112","Alstroemeriaceae","Bomarea","Bomarea angulata",1,"Bomarea angulata Benth."
"113","Alstroemeriaceae","Bomarea","Bomarea angustissima",1,"Bomarea angustissima Killip"
"114","Alstroemeriaceae","Bomarea","Bomarea aurantiaca",1,"Bomarea aurantiaca Herb."
"115","Alstroemeriaceae","Bomarea","Bomarea bracteata",1,"Bomarea bracteata (Ruiz & Pav.) Herb. Herb. (Ruiz & Pav.)"
"116","Alstroemeriaceae","Bomarea","Bomarea bracteolata",1,"Bomarea bracteolata Gereau"
"117","Alstroemeriaceae","Bomarea","Bomarea bredemeyerana",1,"Bomarea bredemeyeriana Herb."
"118","Alstroemeriaceae","Bomarea","Bomarea caldasii",1,"Bomarea caldasii (Kunth) Asch. & Graebn. Asch. & Graebn. (Kunth)"
"119","Alstroemeriaceae","Bomarea","Bomarea callejasiana",1,"Bomarea callejasiana Alzate"
"120","Alstroemeriaceae","Bomarea","Bomarea campylophylla",1,"Bomarea campylophylla Killip"
"121","Alstroemeriaceae","Bomarea","Bomarea carderi",1,"Bomarea carderi Mast."
"122","Alstroemeriaceae","Bomarea","Bomarea caucana",1,"Bomarea caucana Alzate"
"123","Alstroemeriaceae","Bomarea","Bomarea caudata",1,"Bomarea caudata Killip"
"124","Alstroemeriaceae","Bomarea","Bomarea caudatisepala",1,"Bomarea caudatisepala Gereau"
"125","Alstroemeriaceae","Bomarea","Bomarea ceratophora",1,"Bomarea ceratophora Neuendorf"
"126","Alstroemeriaceae","Bomarea","Bomarea chaparensis",1,"Bomarea chaparensis Hofreiter"
"127","Alstroemeriaceae","Bomarea","Bomarea chiriquina",1,"Bomarea chiriquina Killip"
"128","Alstroemeriaceae","Bomarea","Bomarea colombiana",1,"Bomarea colombiana Alzate"
"129","Alstroemeriaceae","Bomarea","Bomarea cornigera",1,"Bomarea cornigera Herb."
"130","Alstroemeriaceae","Bomarea","Bomarea cornuta",1,"Bomarea cornuta Herb."
"131","Alstroemeriaceae","Bomarea","Bomarea crinita",1,"Bomarea crinita Herb."
"132","Alstroemeriaceae","Bomarea","Bomarea declinata",1,"Bomarea declinata (Poepp. & Endl.) Klotzsch Klotzsch (Poepp. & Endl.)"
"133","Alstroemeriaceae","Bomarea","Bomarea densiflora",1,"Bomarea densiflora Herb."
"134","Alstroemeriaceae","Bomarea","Bomarea denticulata",1,"Bomarea denticulata (Ruiz & Pav.) Herb. Herb. (Ruiz & Pav.)"
"135","Alstroemeriaceae","Bomarea","Bomarea diffracta",1,"Bomarea diffracta Baker"
"136","Alstroemeriaceae","Bomarea","Bomarea dissitifolia",1,"Bomarea dissitifolia Baker"
"137","Alstroemeriaceae","Bomarea","Bomarea dolichocarpa",1,"Bomarea dolichocarpa Killip"
"138","Alstroemeriaceae","Bomarea","Bomarea dulcis",1,"Bomarea dulcis (Hook.) Beauverd Beauverd (Hook.)"
"139","Alstroemeriaceae","Bomarea","Bomarea edulis",1,"Bomarea edulis (Tussac) Herb. Herb. (Tussac)"
"140","Alstroemeriaceae","Bomarea","Bomarea elegans",1,"Bomarea elegans Sodiro"
"141","Alstroemeriaceae","Bomarea","Bomarea endotrachys",1,"Bomarea endotrachys Kraenzl."
"142","Alstroemeriaceae","Bomarea","Bomarea engleriana",1,"Bomarea engleriana Kraenzl."
"143","Alstroemeriaceae","Bomarea","Bomarea euryantha",1,"Bomarea euryantha Alzate"
"144","Alstroemeriaceae","Bomarea","Bomarea formosissima",1,"Bomarea formosissima (Ruiz & Pav.) Herb. Herb. (Ruiz & Pav.)"
"145","Alstroemeriaceae","Bomarea","Bomarea goniocaulon",1,"Bomarea goniocaulon Baker"
"146","Alstroemeriaceae","Bomarea","Bomarea graminifolia",1,"Bomarea graminifolia Sodiro"
"147","Alstroemeriaceae","Bomarea","Bomarea hazenii",1,"Bomarea hazenii Killip"
"148","Alstroemeriaceae","Bomarea","Bomarea herbertiana",1,"Bomarea herbertiana Baker"
"149","Alstroemeriaceae","Bomarea","Bomarea herrerae",1,"Bomarea herrerae Vargas"
"150","Alstroemeriaceae","Bomarea","Bomarea hirsuta",1,"Bomarea hirsuta (Kunth) Herb. Herb. (Kunth)"
"151","Alstroemeriaceae","Bomarea","Bomarea isopetala",1,"Bomarea isopetala Kraenzl."
"152","Alstroemeriaceae","Bomarea","Bomarea klugii",1,"Bomarea klugii Killip"
"153","Alstroemeriaceae","Bomarea","Bomarea lancifolia",1,"Bomarea lancifolia Baker"
"154","Alstroemeriaceae","Bomarea","Bomarea longipes",1,"Bomarea longipes Baker"
"155","Alstroemeriaceae","Bomarea","Bomarea loreti",1,"Bomarea loreti Kraenzl."
"156","Alstroemeriaceae","Bomarea","Bomarea lutea",1,"Bomarea lutea Herb."
"157","Alstroemeriaceae","Bomarea","Bomarea macusanii",1,"Bomarea macusanii Hofreiter & E.Rodr."
"158","Alstroemeriaceae","Bomarea","Bomarea moritziana",1,"Bomarea moritziana Klotzsch ex Kunth"
"159","Alstroemeriaceae","Bomarea","Bomarea multiflora",1,"Bomarea multiflora (L.f.) Mirb. Mirb. (L.f.)"
"160","Alstroemeriaceae","Bomarea","Bomarea multipes",1,"Bomarea multipes Benth."
"161","Alstroemeriaceae","Bomarea","Bomarea nematocaulon",1,"Bomarea nematocaulon Killip"
"162","Alstroemeriaceae","Bomarea","Bomarea obovata",1,"Bomarea obovata Herb."
"163","Alstroemeriaceae","Bomarea","Bomarea ovata",1,"Bomarea ovata (Cav.) Mirb. Mirb. (Cav.)"
"164","Alstroemeriaceae","Bomarea","Bomarea pardina",1,"Bomarea pardina Herb."
"165","Alstroemeriaceae","Bomarea","Bomarea parvifolia",1,"Bomarea parvifolia Baker"
"166","Alstroemeriaceae","Bomarea","Bomarea patacocensis",1,"Bomarea patacocensis Herb."
"167","Alstroemeriaceae","Bomarea","Bomarea patinii",1,"Bomarea patinii Baker"
"168","Alstroemeriaceae","Bomarea","Bomarea petiolata",6,"Bomarea petiolata Rusby"
"169","Alstroemeriaceae","Bomarea","Bomarea praeusta",1,"Bomarea praeusta Kraenzl."
"170","Alstroemeriaceae","Bomarea","Bomarea puracencis",1,"Bomarea puracensis Alzate"
"171","Alstroemeriaceae","Bomarea","Bomarea purpurea",1,"Bomarea purpurea (Ruiz & Pav.) Herb. Herb. (Ruiz & Pav.)"
"172","Alstroemeriaceae","Bomarea","Bomarea rosea",1,"Bomarea rosea (Ruiz & Pav.) Herb. Herb. (Ruiz & Pav.)"
"173","Alstroemeriaceae","Bomarea","Bomarea salsilla",1,"Bomarea salsilla Vell."
"174","Alstroemeriaceae","Bomarea","Bomarea sclerophylla",1,"Bomarea sclerophylla Kraenzl."
"175","Alstroemeriaceae","Bomarea","Bomarea setacea",1,"Bomarea setacea (Ruiz & Pav.) Herb. Herb. (Ruiz & Pav.)"
"176","Alstroemeriaceae","Bomarea","Bomarea speciosa",1,"Bomarea speciosa Killip"
"177","Alstroemeriaceae","Bomarea","Bomarea stuebelii",1,"Bomarea stuebelii Pax"
"178","Alstroemeriaceae","Bomarea","Bomarea superba",1,"Bomarea superba Herb."
"179","Alstroemeriaceae","Bomarea","Bomarea tarmensis",1,"Bomarea tarmensis Kraenzl."
"180","Alstroemeriaceae","Bomarea","Bomarea torta",1,"Bomarea torta (Kunth) Herb. Herb. (Kunth)"
"181","Alstroemeriaceae","Bomarea","Bomarea tribrachiata",1,"Bomarea tribrachiata Kraenzl."
"182","Alstroemeriaceae","Bomarea","Bomarea truxillensis",1,"Bomarea truxillensis Stergios & Dorr"
"183","Alstroemeriaceae","Bomarea","Bomarea uncifolia",1,"Bomarea uncifolia Herb."
"184","Alstroemeriaceae","Bomarea","Bomarea weigendii",1,"Bomarea weigendii Hofreiter & E.Rodr."
"185","Alstroemeriaceae","Bomarea","Bomarea williamsiae",1,"Bomarea williamsiae Mast."
"186","Amaranthaceae","Alternanthera","Alternanthera grandis",3,"Alternanthera grandis Eliasson"
"187","Amaranthaceae","Alternanthera","Alternanthera pubiflora",3,"Alternanthera pubiflora (Benth.) Kuntze Kuntze (Benth.)"
"188","Amaranthaceae","Celosia","Celosia nitida",3,"Celosia nitida Vahl"
"189","Amaranthaceae","Chamissoa","Chamissoa acuminata",3,"Chamissoa acuminata C.Mart."
"190","Amaranthaceae","Chamissoa","Chamissoa altissima",3,"Chamissoa altissima Nees & Mart."
"191","Amaranthaceae","Gomphrena","Gomphrena scandens",3,"Gomphrena scandens (R.E.Fr.) J.C.Siqueira J.C.Siqueira (R.E.Fr.)"
"192","Amaranthaceae","Gomphrena","Gomphrena vaga",1,"Gomphrena vaga C.Mart."
"193","Amaranthaceae","Hebanthe","Hebanthe erianthos",1,"Hebanthe erianthos (Poir.) Pedersen Pedersen (Poir.)"
"194","Amaranthaceae","Hebanthe","Hebanthe grandiflora",1,"Hebanthe grandiflora (Hook.) Borsch & Pedersen Borsch & Pedersen (Hook.)"
"195","Amaranthaceae","Hebanthe","Hebanthe hookeriana",1,"Hebanthe hookeriana Hemsl."
"196","Amaranthaceae","Hebanthe","Hebanthe occidentalis",1,"Hebanthe occidentalis (R.E.Fr.) Borsch & Pedersen Borsch & Pedersen (R.E.Fr.)"
"197","Amaranthaceae","Hebanthe","Hebanthe pulverulenta",1,"Hebanthe pulverulenta Mart."
"198","Amaranthaceae","Hebanthe","Hebanthe reticulata",3,"Hebanthe reticulata (Seub.) Borsch & Pedersen Borsch & Pedersen (Seub.)"
"199","Amaranthaceae","Hebanthe","Hebanthe spicata",3,"Hebanthe spicata Mart."
"200","Amaranthaceae","Iresine","Iresine angustifolia",3,"Iresine angustifolia Euphrasén"
"201","Amaranthaceae","Iresine","Iresine diffusa",3,"Iresine diffusa Humb. & Bonpl. ex Willd."
"202","Amaranthaceae","Iresine","Iresine interrupta",3,"Iresine interrupta Benth."
"203","Amaranthaceae","Iresine","Iresine nigra",3,"Iresine nigra Uline & Bray"
"204","Amaranthaceae","Iresine","Iresine palmeri",3,"Iresine palmeri (S.Watson) Standl. Standl. (S.Watson)"
"205","Amaranthaceae","Iresine","Iresine pedicellata",3,"Iresine pedicellata Eliasson"
"206","Amaranthaceae","Iresine","Iresine rzedowskii",3,"Iresine rzedowskii Zumaya, Flores Olv. & Borsch"
"207","Amaranthaceae","Pedersenia","Pedersenia argentata",1,"Pedersenia argentata (Mart.) Holub Holub (Mart.)"
"208","Amaranthaceae","Pedersenia","Pedersenia completa",3,"Pedersenia completa (Uline & W.L.Bray) Borsch Borsch (Uline & W.L.Bray)"
"209","Amaranthaceae","Pedersenia","Pedersenia costaricensis",3,"Pedersenia costaricensis (Standl.) Holub Holub (Standl.)"
"210","Amaranthaceae","Pedersenia","Pedersenia domingensis",3,"Pedersenia Holub"
"211","Amaranthaceae","Pedersenia","Pedersenia macrophylla",1,"Pedersenia macrophylla (R.E.Fr.) Holub Holub (R.E.Fr.)"
"212","Amaranthaceae","Pedersenia","Pedersenia volubilis",1,"Pedersenia volubilis Borsch, T.Ortuño & M.Nee"
"213","Amaranthaceae","Pleuropetalum","Pleuropetalum pleiogynum",3,"Pleuropetalum pleiogynum (Kuntze) Standl. Standl. (Kuntze)"
"214","Anacardiaceae","Attilaea","Attilaea abalak",3,"Attilaea abalak E.Martínez & Ramos"
"215","Anacardiaceae","Rhus","Rhus terebinthifolia",3,"Rhus terebinthifolia Schltdl. & Cham."
"216","Anacardiaceae","Toxicodendron","Toxicodendron radicans",4,"Toxicodendron radicans (L.) Kuntze Kuntze (L.)"
"217","Annonaceae","Annona","Annona ambotay",3,"Annona ambotay Aubl."
"218","Annonaceae","Annona","Annona cordifolia",3,"Annona cordifolia Poepp. ex Szyszyl."
"219","Annonaceae","Annona","Annona haematantha",3,"Annona haematantha Miq."
"220","Annonaceae","Annona","Annona hypoglauca",3,"Annona hypoglauca Mart."
"221","Annonaceae","Annona","Annona hystricoides",3,"Annona hystricoides A.H.Gentry"
"222","Annonaceae","Annona","Annona mammifera",3,"Annona mammifera (Maas & Westra) H.Rainer H.Rainer (Maas & Westra)"
"223","Annonaceae","Annona","Annona scandens",3,"Annona scandens Diels"
"224","Annonaceae","Guatteria","Guatteria beckii",3,"Guatteria beckii Maas & Westra"
"225","Annonaceae","Guatteria","Guatteria microsperma",3,"Guatteria microsperma R.E.Fr."
"226","Annonaceae","Guatteria","Guatteria scandens",3,"Guatteria scandens Ducke"
"227","Apocynaceae","Allamanda","Allamanda cathartica",3,"Allamanda cathartica L."
"228","Apocynaceae","Allamanda","Allamanda doniana",3,"Allamanda doniana Müll.Arg."
"229","Apocynaceae","Allamanda","Allamanda oenotherifolia",3,"Allamanda oenotherifolia Pohl"
"230","Apocynaceae","Allamanda","Allamanda schottii",3,"Allamanda schottii Pohl"
"231","Apocynaceae","Allamanda","Allamanda thevetifolia",3,"Allamanda thevetiifolia Müll.Arg."
"232","Apocynaceae","Allomarkgrafia","Allomarkgrafia antioquiana",1,"Allomarkgrafia antioquiana J.F.Morales"
"233","Apocynaceae","Allomarkgrafia","Allomarkgrafia brenesiana",1,"Allomarkgrafia brenesiana Woodson"
"234","Apocynaceae","Allomarkgrafia","Allomarkgrafia campanulata",1,"Allomarkgrafia campanulata (Markgr.) J.F.Morales J.F.Morales (Markgr.)"
"235","Apocynaceae","Allomarkgrafia","Allomarkgrafia ecuatoriana",1,"Allomarkgrafia ecuatoriana J.F.Morales"
"236","Apocynaceae","Allomarkgrafia","Allomarkgrafia foreroi",1,"Allomarkgrafia foreroi A.H.Gentry"
"237","Apocynaceae","Allomarkgrafia","Allomarkgrafia laxiflora",1,"Allomarkgrafia laxiflora A.H.Gentry"
"238","Apocynaceae","Allomarkgrafia","Allomarkgrafia ovalis",1,"Allomarkgrafia ovalis (Ruiz & Pav. ex Markgr.) Woodson Woodson (Ruiz & Pav. ex Markgr.)"
"239","Apocynaceae","Allomarkgrafia","Allomarkgrafia plumeriiflora",1,"Allomarkgrafia plumeriiflora Woodson"
"240","Apocynaceae","Allomarkgrafia","Allomarkgrafia tubiflora",1,"Allomarkgrafia tubiflora Woodson ex Dwyer"
"241","Apocynaceae","Anechites","Anechites nerium",1,"Anechites nerium (Aubl.) Urb. Urb. (Aubl.)"
"242","Apocynaceae","Angadenia","Angadenia berteroi",1,"Angadenia berteroi (A.DC.) Miers Miers (A.DC.)"
"243","Apocynaceae","Angadenia","Angadenia lindeniana",1,"Angadenia lindeniana (Müll.Arg.) Miers Miers (Müll.Arg.)"
"244","Apocynaceae","Araujia","Araujia angustifolia",1,"Araujia angustifolia (Hook. & Arn.) Steud. Steud. (Hook. & Arn.)"
"245","Apocynaceae","Araujia","Araujia brachystephana",1,"Araujia brachystephana (Griseb.) Fontella & Goyder Fontella & Goyder (Griseb.)"
"246","Apocynaceae","Araujia","Araujia herzogii",1,"Araujia herzogii (Schltr.) Fontella & Goyder Fontella & Goyder (Schltr.)"
"247","Apocynaceae","Araujia","Araujia hortorum",1,"Araujia hortorum E.Fourn."
"248","Apocynaceae","Araujia","Araujia megapotamica",1,"Araujia megapotamica (Spreng.) Steud. Steud. (Spreng.)"
"249","Apocynaceae","Araujia","Araujia odorata",1,"Araujia odorata (Hook. & Arn.) Fontella & Goyder Fontella & Goyder (Hook. & Arn.)"
"250","Apocynaceae","Araujia","Araujia plumosa",1,"Araujia plumosa Schltr."
"251","Apocynaceae","Araujia","Araujia sericifera",1,"Araujia sericifera Brot."
"252","Apocynaceae","Araujia","Araujia stormiana",1,"Araujia stormiana Morong"
"253","Apocynaceae","Araujia","Araujia stuckertiana",1,"Araujia stuckertiana (Kurtz ex Heger) Fontella & Goyder Fontella & Goyder (Kurtz ex Heger)"
"254","Apocynaceae","Araujia","Araujia variegata",1,"Araujia variegata (Griseb.) Fontella & Goyder Fontella & Goyder (Griseb.)"
"255","Apocynaceae","Asketanthera","Asketanthera calycosa",1,"Asketanthera calycosa (A.Rich.) Woodson Woodson (A.Rich.)"
