"","Family","Genus","Species","CM","taxized_names"
"1782","Araceae","Philodendron","Philodendron ernestii",4,"Philodendron ernestii Engl."
"1783","Araceae","Philodendron","Philodendron exile",4,"Philodendron exile G.S.Bunting"
"1784","Araceae","Philodendron","Philodendron eximium",4,"Philodendron eximium Schott"
"1785","Araceae","Philodendron","Philodendron ferrugineum",4,"Philodendron ferrugineum Croat"
"1786","Araceae","Philodendron","Philodendron fibrillosum",4,"Philodendron fibrillosum Poepp."
"1787","Araceae","Philodendron","Philodendron findens",4,"Philodendron findens Croat & Grayum"
"1788","Araceae","Philodendron","Philodendron flumineum",4,"Philodendron flumineum E.G.Gonç."
"1789","Araceae","Philodendron","Philodendron follii",4,"Philodendron follii Nadruz"
"1790","Araceae","Philodendron","Philodendron fragile",4,"Philodendron fragile Nadruz & Mayo"
"1791","Araceae","Philodendron","Philodendron fragrantissimum",4,"Philodendron fragrantissimum (Hook.) G.Don G.Don (Hook.)"
"1792","Araceae","Philodendron","Philodendron fraternum",4,"Philodendron fraternum Schott"
"1793","Araceae","Philodendron","Philodendron giganteum",4,"Philodendron giganteum Schott"
"1794","Araceae","Philodendron","Philodendron gigas",4,"Philodendron gigas Croat"
"1795","Araceae","Philodendron","Philodendron goeldii",4,"Philodendron goeldii G.M.Barroso"
"1796","Araceae","Philodendron","Philodendron grandifolium",4,"Philodendron grandifolium (Jacq.) Schott Schott (Jacq.)"
"1797","Araceae","Philodendron","Philodendron granulare",4,"Philodendron granulare Croat"
"1798","Araceae","Philodendron","Philodendron grayumii",4,"Philodendron grayumii Croat"
"1799","Araceae","Philodendron","Philodendron grazielae",4,"Philodendron grazielae G.S.Bunting"
"1800","Araceae","Philodendron","Philodendron guianense",4,"Philodendron guianense Croat & Grayum"
"1801","Araceae","Philodendron","Philodendron guttiferum",4,"Philodendron guttiferum Kunth"
"1802","Araceae","Philodendron","Philodendron hatschbachii",4,"Philodendron hatschbachii Nadruz & Mayo"
"1803","Araceae","Philodendron","Philodendron hebetatum",4,"Philodendron hebetatum Croat"
"1804","Araceae","Philodendron","Philodendron hederaceum",4,"Philodendron hederaceum (Jacq.) Schott Schott (Jacq.)"
"1805","Araceae","Philodendron","Philodendron heleniae",4,"Philodendron heleniae Croat"
"1806","Araceae","Philodendron","Philodendron henri-pittieri",4,"Philodendron henry-pittieri G.S.Bunting"
"1807","Araceae","Philodendron","Philodendron herbaceum",4,"Philodendron herbaceum Croat & Grayum"
"1808","Araceae","Philodendron","Philodendron huaynacapacense",4,"Philodendron huaynacapacense Croat"
"1809","Araceae","Philodendron","Philodendron hybridum",4,"Philodendron Schott"
"1810","Araceae","Philodendron","Philodendron imbe",4,"Philodendron imbe Schott ex Endl."
"1811","Araceae","Philodendron","Philodendron immixtum",4,"Philodendron immixtum Croat"
"1812","Araceae","Philodendron","Philodendron imulans",4,"Philodendron simulans G.S.Bunting"
"1813","Araceae","Philodendron","Philodendron inaequilaterum",4,"Philodendron inaequilaterum Liebm."
"1814","Araceae","Philodendron","Philodendron insigne",4,"Philodendron insigne Schott"
"1815","Araceae","Philodendron","Philodendron jacquinii",4,"Philodendron jacquinii Schott"
"1816","Araceae","Philodendron","Philodendron jefense",4,"Philodendron jefense Croat"
"1817","Araceae","Philodendron","Philodendron jodavisianum",4,"Philodendron jodavisianum G.S.Bunting"
"1818","Araceae","Philodendron","Philodendron karstenianum",4,"Philodendron karstenianum Schott"
"1819","Araceae","Philodendron","Philodendron kautskyi",4,"Philodendron kautskyi G.S.Bunting"
"1820","Araceae","Philodendron","Philodendron krauseanum",4,"Philodendron krauseanum Steyerm."
"1821","Araceae","Philodendron","Philodendron lacerum",4,"Philodendron lacerum (Jacq.) Schott Schott (Jacq.)"
"1822","Araceae","Philodendron","Philodendron lazorii",4,"Philodendron lazorii Croat"
"1823","Araceae","Philodendron","Philodendron lechlerianum",4,"Philodendron lechlerianum Schott"
"1824","Araceae","Philodendron","Philodendron lentii",4,"Philodendron lentii Croat & Grayum"
"1825","Araceae","Philodendron","Philodendron leucanthum",4,"Philodendron leucanthum K.Krause"
"1826","Araceae","Philodendron","Philodendron liesneri",4,"Philodendron liesneri G.S.Bunting"
"1827","Araceae","Philodendron","Philodendron ligulatum",4,"Philodendron ligulatum Schott"
"1828","Araceae","Philodendron","Philodendron lindenii",4,"Philodendron lindenii Schott"
"1829","Araceae","Philodendron","Philodendron linguifolium",4,"Philodendron linguifolium Schott"
"1830","Araceae","Philodendron","Philodendron lingulatum",4,"Philodendron lingulatum Schott"
"1831","Araceae","Philodendron","Philodendron linnaei",4,"Philodendron linnaei Kunth"
"1832","Araceae","Philodendron","Philodendron loefgrenii",4,"Philodendron loefgrenii Engl."
"1833","Araceae","Philodendron","Philodendron longistilum",4,"Philodendron longistilum K.Krause"
"1834","Araceae","Philodendron","Philodendron lundellii",4,"Philodendron lundellii Bartlett ex Lundell"
"1835","Araceae","Philodendron","Philodendron macroglossum",4,"Philodendron macroglossum Schott"
"1836","Araceae","Philodendron","Philodendron madronense",4,"Philodendron madronense Croat"
"1837","Araceae","Philodendron","Philodendron mawarinumae",4,"Philodendron mawarinumae G.S.Bunting"
"1838","Araceae","Philodendron","Philodendron mayoi",4,"Philodendron mayoi E.G.Gonç."
"1839","Araceae","Philodendron","Philodendron megalophyllum",4,"Philodendron megalophyllum Schott"
"1840","Araceae","Philodendron","Philodendron meridense",4,"Philodendron meridense G.S.Bunting"
"1841","Araceae","Philodendron","Philodendron meridionale",4,"Philodendron meridionale Buturi & Sakur."
"1842","Araceae","Philodendron","Philodendron mesae",4,"Philodendron mesae G.S.Bunting"
"1843","Araceae","Philodendron","Philodendron mexicanum",4,"Philodendron mexicanum Engl."
"1844","Araceae","Philodendron","Philodendron micranthum",4,"Philodendron micranthum Poepp. ex Schott"
"1845","Araceae","Philodendron","Philodendron millerianum",4,"Philodendron millerianum Nadruz & Sakur."
"1846","Araceae","Philodendron","Philodendron missionum",4,"Philodendron missionum (Hauman) Hauman Hauman (Hauman)"
"1847","Araceae","Philodendron","Philodendron multinervum",4,"Philodendron multinervum G.S.Bunting"
"1848","Araceae","Philodendron","Philodendron muricatum",4,"Philodendron muricatum Schott"
"1849","Araceae","Philodendron","Philodendron myrmecophilum",4,"Philodendron myrmecophilum Engl."
"1850","Araceae","Philodendron","Philodendron nebulense",4,"Philodendron nebulense G.S.Bunting"
"1851","Araceae","Philodendron","Philodendron niqueanum",4,"Philodendron niqueanum Croat"
"1852","Araceae","Philodendron","Philodendron obliquifolium",4,"Philodendron obliquifolium Engl."
"1853","Araceae","Philodendron","Philodendron oblongum",4,"Philodendron oblongum (Vell.) Kunth Kunth (Vell.)"
"1854","Araceae","Philodendron","Philodendron opacum",4,"Philodendron opacum Croat & Grayum"
"1855","Araceae","Philodendron","Philodendron orionis",4,"Philodendron orionis G.S.Bunting"
"1856","Araceae","Philodendron","Philodendron ornatum",4,"Philodendron ornatum Schott"
"1857","Araceae","Philodendron","Philodendron panduriforme",4,"Philodendron panduriforme (Kunth) Kunth Kunth (Kunth)"
"1858","Araceae","Philodendron","Philodendron pedatum",4,"Philodendron pedatum (Hook.) Kunth Kunth (Hook.)"
"1859","Araceae","Philodendron","Philodendron peperomioides",4,"Philodendron peperomioides G.S.Bunting"
"1860","Araceae","Philodendron","Philodendron peraiense",4,"Philodendron peraiense G.S.Bunting"
"1861","Araceae","Philodendron","Philodendron perplexum",4,"Philodendron perplexum G.S.Bunting"
"1862","Araceae","Philodendron","Philodendron phlebodes",4,"Philodendron phlebodes G.S.Bunting"
"1863","Araceae","Philodendron","Philodendron pinnatifidum",4,"Philodendron pinnatifidum (Jacq.) Schott Schott (Jacq.)"
"1864","Araceae","Philodendron","Philodendron placidum",4,"Philodendron placidum Schott"
"1865","Araceae","Philodendron","Philodendron platypetiolatum",4,"Philodendron platypetiolatum Madison"
"1866","Araceae","Philodendron","Philodendron pogonocaule",4,"Philodendron pogonocaule Madison"
"1867","Araceae","Philodendron","Philodendron popenoei",4,"Philodendron popenoei Standl. & Steyerm."
"1868","Araceae","Philodendron","Philodendron pseudoauriculatum",4,"Philodendron pseudauriculatum Croat"
"1869","Araceae","Philodendron","Philodendron pteropus",4,"Philodendron pteropus Mart. ex Engl."
"1870","Araceae","Philodendron","Philodendron pulchellum",4,"Philodendron pulchellum Engl."
"1871","Araceae","Philodendron","Philodendron pulchrum",4,"Philodendron pulchrum G.M.Barroso"
"1872","Araceae","Philodendron","Philodendron purpureoviride",4,"Philodendron purpureoviride Engl."
"1873","Araceae","Philodendron","Philodendron quinquelobum",4,"Philodendron quinquelobum K.Krause"
"1874","Araceae","Philodendron","Philodendron radiatum",4,"Philodendron radiatum Schott"
"1875","Araceae","Philodendron","Philodendron rayanum",4,"Philodendron rayanum Croat & Grayum"
"1876","Araceae","Philodendron","Philodendron remifolium",4,"Philodendron remifolium R.E.Schult."
"1877","Araceae","Philodendron","Philodendron rhodoaxis",4,"Philodendron rhodoaxis G.S.Bunting"
"1878","Araceae","Philodendron","Philodendron rigidifolium",4,"Philodendron rigidifolium K.Krause"
"1879","Araceae","Philodendron","Philodendron rojasianum",4,"Philodendron rojasianum Standl. & Steyerm."
"1880","Araceae","Philodendron","Philodendron roseopetiolatum",4,"Philodendron roseopetiolatum Nadruz & Mayo"
"1881","Araceae","Philodendron","Philodendron rothschuhianum",4,"Philodendron rothschuhianum (Engl.) Croat & Grayum Croat & Grayum (Engl.)"
"1882","Araceae","Philodendron","Philodendron rudgeanum",4,"Philodendron rudgeanum Schott"
"1883","Araceae","Philodendron","Philodendron ruthianum",4,"Philodendron ruthianum Nadruz"
"1884","Araceae","Philodendron","Philodendron sagittifolium",4,"Philodendron sagittifolium Liebm."
"1885","Araceae","Philodendron","Philodendron samayense",4,"Philodendron samayense G.S.Bunting"
"1886","Araceae","Philodendron","Philodendron santodominguense",4,"Philodendron santodominguense G.S.Bunting"
"1887","Araceae","Philodendron","Philodendron scalarinerve",4,"Philodendron scalarinerve Croat & Grayum"
"1888","Araceae","Philodendron","Philodendron scandens",4,"Philodendron scandens K.Koch & Sello"
"1889","Araceae","Philodendron","Philodendron schottii",4,"Philodendron schottii K.Koch"
"1890","Araceae","Philodendron","Philodendron scitulum",4,"Philodendron scitulum G.S.Bunting"
"1891","Araceae","Philodendron","Philodendron seguine",4,"Philodendron seguine Schott"
"1892","Araceae","Philodendron","Philodendron smithii",4,"Philodendron smithii Engl."
"1893","Araceae","Philodendron","Philodendron sonderianum",4,"Philodendron sonderianum Schott"
"1894","Araceae","Philodendron","Philodendron spiritus-sancti",4,"Philodendron spiritus-sancti G.S.Bunting"
"1895","Araceae","Philodendron","Philodendron squamicaule",4,"Philodendron squamicaule Croat & Grayum"
"1896","Araceae","Philodendron","Philodendron squamipetiolatum",4,"Philodendron squamipetiolatum Croat"
"1897","Araceae","Philodendron","Philodendron standleyi",4,"Philodendron standleyi Grayum"
"1898","Araceae","Philodendron","Philodendron straminicaule",4,"Philodendron straminicaule Croat"
"1899","Araceae","Philodendron","Philodendron strictum",4,"Philodendron strictum G.S.Bunting"
"1900","Araceae","Philodendron","Philodendron sulcatum",4,"Philodendron sulcatum K.Krause"
"1901","Araceae","Philodendron","Philodendron sulcicaule",4,"Philodendron sulcicaule Croat"
"1902","Araceae","Philodendron","Philodendron surinamense",4,"Philodendron surinamense (Miq.) Engl. Engl. (Miq.)"
"1903","Araceae","Philodendron","Philodendron tachirense",4,"Philodendron tachirense G.S.Bunting"
"1904","Araceae","Philodendron","Philodendron tatei",4,"Philodendron tatei K.Krause"
"1905","Araceae","Philodendron","Philodendron tenue",4,"Philodendron tenue K.Koch & Augustin"
"1906","Araceae","Philodendron","Philodendron tortum",4,"Philodendron tortum M.L.Soares & Mayo"
"1907","Araceae","Philodendron","Philodendron toshibai",4,"Philodendron toshibai M.L.Soares & Mayo"
"1908","Araceae","Philodendron","Philodendron triangulare",4,"Philodendron triangulare G.S.Bunting"
"1909","Araceae","Philodendron","Philodendron tripartitum",4,"Philodendron tripartitum (Jacq.) Schott Schott (Jacq.)"
"1910","Araceae","Philodendron","Philodendron trujiilloi",4,"Philodendron trujilloi G.S.Bunting"
"1911","Araceae","Philodendron","Philodendron tuerckheimii",4,"Philodendron tuerckheimii Grayum"
"1912","Araceae","Philodendron","Philodendron tysonii",4,"Philodendron tysonii Croat"
"1913","Araceae","Philodendron","Philodendron ubigantupense",4,"Philodendron ubigantupense Croat"
"1914","Araceae","Philodendron","Philodendron uleanum",4,"Philodendron uleanum Engl."
"1915","Araceae","Philodendron","Philodendron utleyanum",4,"Philodendron utleyanum Croat"
"1916","Araceae","Philodendron","Philodendron vargealtense",4,"Philodendron vargealtense Sakur."
"1917","Araceae","Philodendron","Philodendron venustifoliatum",4,"Philodendron venustifoliatum E.G.Gonç. & Mayo"
"1918","Araceae","Philodendron","Philodendron venustum",4,"Philodendron venustum G.S.Bunting"
"1919","Araceae","Philodendron","Philodendron verrucosum",4,"Philodendron verrucosum L.Mathieu ex Schott"
"1920","Araceae","Philodendron","Philodendron victoriae",4,"Philodendron victoriae G.S.Bunting"
"1921","Araceae","Philodendron","Philodendron wadedavisii",4,"Philodendron wadedavisii Croat"
"1922","Araceae","Philodendron","Philodendron warszewiczii",4,"Philodendron warszewiczii K.Koch & C.D.Bouché"
"1923","Araceae","Philodendron","Philodendron wilburii",4,"Philodendron wilburii Croat & Grayum"
"1924","Araceae","Philodendron","Philodendron wurdackii",4,"Philodendron wurdackii G.S.Bunting"
"1925","Araceae","Philodendron","Philodendron yavitense",4,"Philodendron yavitense G.S.Bunting"
"1926","Araceae","Philodendron","Philodendron zhuanum",4,"Philodendron zhuanum Croat"
"1927","Araceae","Rhodospatha","Rhodospatha badilloi",4,"Rhodospatha badilloi G.S.Bunting"
"1928","Araceae","Rhodospatha","Rhodospatha bolivarana",4,"Rhodospatha bolivarana G.S.Bunting"
"1929","Araceae","Rhodospatha","Rhodospatha brachypoda",4,"Rhodospatha brachypoda G.S.Bunting"
"1930","Araceae","Rhodospatha","Rhodospatha cardonae",4,"Rhodospatha cardonae G.S.Bunting"
"1931","Araceae","Rhodospatha","Rhodospatha falconensis",4,"Rhodospatha falconensis G.S.Bunting"
"1932","Araceae","Rhodospatha","Rhodospatha guasareensis",4,"Rhodospatha guasareensis G.S.Bunting"
"1933","Araceae","Rhodospatha","Rhodospatha oblongata",4,"Rhodospatha oblongata Poepp."
"1934","Araceae","Rhodospatha","Rhodospatha pellucida",4,"Rhodospatha pellucida Croat & Grayum"
"1935","Araceae","Rhodospatha","Rhodospatha perezii",4,"Rhodospatha perezii G.S.Bunting"
"1936","Araceae","Rhodospatha","Rhodospatha steyermarkii",4,"Rhodospatha steyermarkii G.S.Bunting"
"1937","Araceae","Rhodospatha","Rhodospatha venosa",4,"Rhodospatha venosa Gleason"
"1938","Araceae","Rhodospatha","Rhodospatha wendlandii",4,"Rhodospatha wendlandii Schott"
"1939","Araceae","Stenospermation","Stenospermation allenii",4,"Stenospermation allenii L.D.Gómez & Croat"
"1940","Araceae","Stenospermation","Stenospermation amomifolium",4,"Stenospermation amomifolium (Poepp.) Schott Schott (Poepp.)"
"1941","Araceae","Stenospermation","Stenospermation angustifolium",4,"Stenospermation angustifolium Hemsl."
"1942","Araceae","Stenospermation","Stenospermation flavescens",4,"Stenospermation flavescens Engl."
"1943","Araceae","Stenospermation","Stenospermation gentryanum",4,"Stenospermation Schott"
"1944","Araceae","Stenospermation","Stenospermation maguirei",4,"Stenospermation maguirei A.M.E.Jonker & Jonker"
"1945","Araceae","Stenospermation","Stenospermation sessile",4,"Stenospermation sessile Engl."
"1946","Araceae","Stenospermation","Stenospermation spruceanum",4,"Stenospermation spruceanum Schott"
"1947","Araceae","Syngonium","Syngonium angustatum",4,"Syngonium angustatum Schott"
"1948","Araceae","Syngonium","Syngonium atrovirens",4,"Syngonium atrovirens G.S.Bunting"
"1949","Araceae","Syngonium","Syngonium auritum",4,"Syngonium auritum (L.) Schott Schott (L.)"
"1950","Araceae","Syngonium","Syngonium chiapense",4,"Syngonium chiapense Matuda"
"1951","Araceae","Syngonium","Syngonium crassifolium",4,"Syngonium crassifolium (Engl.) Croat Croat (Engl.)"
"1952","Araceae","Syngonium","Syngonium erythrophyllum",4,"Syngonium erythrophyllum Birdsey ex G.S.Bunting"
"1953","Araceae","Syngonium","Syngonium glaucopetiolatum",4,"Syngonium glaucopetiolatum Croat"
"1954","Araceae","Syngonium","Syngonium hastifolium",4,"Syngonium hastifolium Engl."
"1955","Araceae","Syngonium","Syngonium hoffmannii",4,"Syngonium hoffmannii Schott"
"1956","Araceae","Syngonium","Syngonium laterinervium",4,"Syngonium laterinervium Croat"
"1957","Araceae","Syngonium","Syngonium llanoense",4,"Syngonium llanoense Croat"
"1958","Araceae","Syngonium","Syngonium macrophyllum",4,"Syngonium macrophyllum Engl."
"1959","Araceae","Syngonium","Syngonium mauroanum",4,"Syngonium mauroanum Birdsey ex G.S.Bunting"
"1960","Araceae","Syngonium","Syngonium meridense",4,"Syngonium meridense G.S.Bunting"
"1961","Araceae","Syngonium","Syngonium neglectum",4,"Syngonium neglectum Schott"
"1962","Araceae","Syngonium","Syngonium podophyllum",4,"Syngonium podophyllum Schott"
"1963","Araceae","Syngonium","Syngonium rayi",4,"Syngonium rayi Grayum"
"1964","Araceae","Syngonium","Syngonium salvadorense",4,"Syngonium salvadorense Schott"
"1965","Araceae","Syngonium","Syngonium schottianum",4,"Syngonium schottianum H.Wendl. ex Schott"
"1966","Araceae","Syngonium","Syngonium standleyanum",4,"Syngonium standleyanum G.S.Bunting"
"1967","Araceae","Syngonium","Syngonium steyermarkii",4,"Syngonium steyermarkii Croat"
"1968","Araceae","Syngonium","Syngonium triphyllum",4,"Syngonium triphyllum Birdsey ex Croat"
"1969","Araceae","Syngonium","Syngonium yurimaguense",4,"Syngonium yurimaguense Engl."
"1970","Arecaceae","Chamaedorea","Chamaedorea elatior",3,"Chamaedorea elatior Mart."
"1971","Arecaceae","Desmoncus","Desmoncus chinantlensis",7,"Desmoncus chinantlensis Liebm. ex Mart."
"1972","Arecaceae","Desmoncus","Desmoncus cirrhifer",7,"Desmoncus cirrhifer A.H.Gentry & Zardini"
"1973","Arecaceae","Desmoncus","Desmoncus costaricensis",7,"Desmoncus costaricensis (Kuntze) Burret Burret (Kuntze)"
"1974","Arecaceae","Desmoncus","Desmoncus giganteus",7,"Desmoncus giganteus A.J.Hend."
"1975","Arecaceae","Desmoncus","Desmoncus horridus",7,"Desmoncus horridus Splitg. ex Mart."
"1976","Arecaceae","Desmoncus","Desmoncus interjectus",7,"Desmoncus interjectus A.J.Hend."
"1977","Arecaceae","Desmoncus","Desmoncus latisectus",7,"Desmoncus latisectus Burret"
"1978","Arecaceae","Desmoncus","Desmoncus leptoclonos",7,"Desmoncus leptoclonos Drude"
"1979","Arecaceae","Desmoncus","Desmoncus leptospadix",7,"Desmoncus leptospadix Mart."
"1980","Arecaceae","Desmoncus","Desmoncus longifolius",7,"Desmoncus longifolius Mart."
"1981","Arecaceae","Desmoncus","Desmoncus loretanus",7,"Desmoncus loretanus A.J.Hend."
"1982","Arecaceae","Desmoncus","Desmoncus lundellii",7,"Desmoncus lundellii Bartlett"
"1983","Arecaceae","Desmoncus","Desmoncus madrensis",7,"Desmoncus madrensis A.J.Hend."
"1984","Arecaceae","Desmoncus","Desmoncus mitis",7,"Desmoncus mitis Mart."
"1985","Arecaceae","Desmoncus","Desmoncus moorei",7,"Desmoncus moorei A.J.Hend."
"1986","Arecaceae","Desmoncus","Desmoncus orthacanthos",7,"Desmoncus orthacanthos Mart."
"1987","Arecaceae","Desmoncus","Desmoncus parvulus",7,"Desmoncus parvulus L.H.Bailey"
"1988","Arecaceae","Desmoncus","Desmoncus phoenicocarpus",7,"Desmoncus phoenicocarpus Barb.Rodr."
"1989","Arecaceae","Desmoncus","Desmoncus polyacanthos",7,"Desmoncus polyacanthos Mart."
"1990","Arecaceae","Desmoncus","Desmoncus pumilus",7,"Desmoncus pumilus Trail"
"1991","Arecaceae","Desmoncus","Desmoncus setosus",7,"Desmoncus setosus Mart."
"1992","Arecaceae","Desmoncus","Desmoncus stans",3,"Desmoncus stans Grayum & Nevers"
"1993","Arecaceae","Desmoncus","Desmoncus vacivus",7,"Desmoncus vacivus L.H.Bailey"
"1994","Aristolochiaceae","Aristolochia","Aristolochia acutifolia",1,"Aristolochia acutifolia Duch."
"1995","Aristolochiaceae","Aristolochia","Aristolochia albertiana",1,"Aristolochia albertiana Ahumada"
"1996","Aristolochiaceae","Aristolochia","Aristolochia amara",1,"Aristolochia amara (Aubl.) Poncy Poncy (Aubl.)"
"1997","Aristolochiaceae","Aristolochia","Aristolochia amazonica",1,"Aristolochia amazonica Ule"
"1998","Aristolochiaceae","Aristolochia","Aristolochia andahuaylensis",1,"Aristolochia andahuaylensis Ahumada"
"1999","Aristolochiaceae","Aristolochia","Aristolochia andina",1,"Aristolochia andina F.González & I.G.Vargas"
"2000","Aristolochiaceae","Aristolochia","Aristolochia anguicida",1,"Aristolochia anguicida Jacq."
"2001","Aristolochiaceae","Aristolochia","Aristolochia angustifolia",1,"Aristolochia angustifolia Cham."
"2002","Aristolochiaceae","Aristolochia","Aristolochia apoloensis",1,"Aristolochia apoloensis Rusby"
"2003","Aristolochiaceae","Aristolochia","Aristolochia arborea",1,"Aristolochia arborea Linden"
"2004","Aristolochiaceae","Aristolochia","Aristolochia arcuata",1,"Aristolochia arcuata Mast."
"2005","Aristolochiaceae","Aristolochia","Aristolochia argentina",1,"Aristolochia argentina Griseb."
"2006","Aristolochiaceae","Aristolochia","Aristolochia asperifolia",1,"Aristolochia asperifolia Ule"
"2007","Aristolochiaceae","Aristolochia","Aristolochia bahiensis",1,"Aristolochia bahiensis F.González"
"2008","Aristolochiaceae","Aristolochia","Aristolochia baracoensis",1,"Aristolochia baracoensis R.Rankin"
"2009","Aristolochiaceae","Aristolochia","Aristolochia barbourii",1,"Aristolochia barbourii Barringer"
"2010","Aristolochiaceae","Aristolochia","Aristolochia bicolor",1,"Aristolochia bicolor Ule"
"2011","Aristolochiaceae","Aristolochia","Aristolochia bilabiata",1,"Aristolochia bilabiata L."
"2012","Aristolochiaceae","Aristolochia","Aristolochia bilobata",1,"Aristolochia bilobata L."
"2013","Aristolochiaceae","Aristolochia","Aristolochia birostris",1,"Aristolochia birostris Duch."
"2014","Aristolochiaceae","Aristolochia","Aristolochia boliviensis",1,"Aristolochia boliviensis Kuntze"
"2015","Aristolochiaceae","Aristolochia","Aristolochia brevifolia",1,"Aristolochia brevifolia (Cham.) Hauman Hauman (Cham.)"
"2016","Aristolochiaceae","Aristolochia","Aristolochia buchtienii",1,"Aristolochia buchtienii O.Schmidt"
"2017","Aristolochiaceae","Aristolochia","Aristolochia bukuti",1,"Aristolochia bukuti Poncy"
"2018","Aristolochiaceae","Aristolochia","Aristolochia burchellii",1,"Aristolochia burchellii Mast."
"2019","Aristolochiaceae","Aristolochia","Aristolochia burelae",1,"Aristolochia burelae Herzog"
"2020","Aristolochiaceae","Aristolochia","Aristolochia castellanosii",1,"Aristolochia castellanosii Ahumada"
"2021","Aristolochiaceae","Aristolochia","Aristolochia caudata",1,"Aristolochia caudata Jacq."
"2022","Aristolochiaceae","Aristolochia","Aristolochia cauliflora",1,"Aristolochia cauliflora Ule"
"2023","Aristolochiaceae","Aristolochia","Aristolochia ceresensis",1,"Aristolochia ceresensis Kuntze"
"2024","Aristolochiaceae","Aristolochia","Aristolochia chachapoyensis",1,"Aristolochia chachapoyensis Ahumada"
"2025","Aristolochiaceae","Aristolochia","Aristolochia chamissonis",1,"Aristolochia chamissonis (Klotzsch) Duch. Duch. (Klotzsch)"
"2026","Aristolochiaceae","Aristolochia","Aristolochia chapmaniana",1,"Aristolochia chapmaniana Standl."
"2027","Aristolochiaceae","Aristolochia","Aristolochia chiquitensis",1,"Aristolochia chiquitensis Duch."
"2028","Aristolochiaceae","Aristolochia","Aristolochia chrysochlora",1,"Aristolochia chrysochlora Barb.Rodr."
"2029","Aristolochiaceae","Aristolochia","Aristolochia claussenii",1,"Aristolochia claussenii Duch."
"2030","Aristolochiaceae","Aristolochia","Aristolochia clavidenia",1,"Aristolochia clavidenia Griseb."
"2031","Aristolochiaceae","Aristolochia","Aristolochia clementis",1,"Aristolochia clementis Alain"
"2032","Aristolochiaceae","Aristolochia","Aristolochia consimilis",1,"Aristolochia consimilis Mast."
"2033","Aristolochiaceae","Aristolochia","Aristolochia constricta",1,"Aristolochia constricta Griseb."
"2034","Aristolochiaceae","Aristolochia","Aristolochia cordiflora",1,"Aristolochia cordiflora Mutis ex Kunth"
"2035","Aristolochiaceae","Aristolochia","Aristolochia cordifolia",1,"Aristolochia cordifolia Glaz."
"2036","Aristolochiaceae","Aristolochia","Aristolochia cordigera",1,"Aristolochia cordigera Willd. ex Klotzsch"
"2037","Aristolochiaceae","Aristolochia","Aristolochia cornuta",1,"Aristolochia cornuta Mast."
"2038","Aristolochiaceae","Aristolochia","Aristolochia cremersii",1,"Aristolochia cremersii Poncy"
"2039","Aristolochiaceae","Aristolochia","Aristolochia cruenta",1,"Aristolochia cruenta Barringer"
"2040","Aristolochiaceae","Aristolochia","Aristolochia cubensis",1,"Aristolochia cubensis Linden"
"2041","Aristolochiaceae","Aristolochia","Aristolochia cymbifera",1,"Aristolochia cymbifera Mart. & Zucc."
"2042","Aristolochiaceae","Aristolochia","Aristolochia cynanchifolia",1,"Aristolochia cynanchifolia Mart. & Zucc."
"2043","Aristolochiaceae","Aristolochia","Aristolochia daemoninoxia",1,"Aristolochia daemoninoxia Mast."
"2044","Aristolochiaceae","Aristolochia","Aristolochia dalyi",1,"Aristolochia dalyi F.González"
"2045","Aristolochiaceae","Aristolochia","Aristolochia deltoidea",1,"Aristolochia deltoidea Kunth"
"2046","Aristolochiaceae","Aristolochia","Aristolochia didyma",1,"Aristolochia didyma S.Moore"
"2047","Aristolochiaceae","Aristolochia","Aristolochia disticha",1,"Aristolochia disticha Mast."
"2048","Aristolochiaceae","Aristolochia","Aristolochia ehrenbergiana",1,"Aristolochia ehrenbergiana Cham."
"2049","Aristolochiaceae","Aristolochia","Aristolochia ekmanii",1,"Aristolochia ekmanii O.Schmidt"
"2050","Aristolochiaceae","Aristolochia","Aristolochia elegans",1,"Aristolochia elegans Mast."
"2051","Aristolochiaceae","Aristolochia","Aristolochia eriantha",1,"Aristolochia eriantha Mart. & Zucc."
"2052","Aristolochiaceae","Aristolochia","Aristolochia esperanzae",1,"Aristolochia esperanzae Kuntze"
"2053","Aristolochiaceae","Aristolochia","Aristolochia filipendulina",1,"Aristolochia filipendulina L.Planch."
"2054","Aristolochiaceae","Aristolochia","Aristolochia fimbriata",1,"Aristolochia fimbriata Cham."
"2055","Aristolochiaceae","Aristolochia","Aristolochia flava",1,"Aristolochia flava Poncy"
"2056","Aristolochiaceae","Aristolochia","Aristolochia floribunda",1,"Aristolochia floribunda Lem."
"2057","Aristolochiaceae","Aristolochia","Aristolochia foetida",1,"Aristolochia foetida Kunth"
"2058","Aristolochiaceae","Aristolochia","Aristolochia fosteri",1,"Aristolochia fosteri Barringer"
"2059","Aristolochiaceae","Aristolochia","Aristolochia fragrantissima",1,"Aristolochia fragrantissima Ruiz"
"2060","Aristolochiaceae","Aristolochia","Aristolochia gibertii",1,"Aristolochia gibertii Hook."
"2061","Aristolochiaceae","Aristolochia","Aristolochia gigantea",1,"Aristolochia gigantea Mart. & Zucc."
"2062","Aristolochiaceae","Aristolochia","Aristolochia ginzbergeri",1,"Aristolochia ginzbergeri Ahumada"
"2063","Aristolochiaceae","Aristolochia","Aristolochia glandulosa",1,"Aristolochia glandulosa J.Kickx fil."
