"","species","n_temp","mean_temp","sd_temp","se_temp","within_sp_var_temp","species.1","n_prec","mean_prec","sd_prec","se_prec","within_sp_var_prec","species.2","n_pet","mean_pet","sd_pet","se_pet","within_sp_var_pet","species.3","n_aridity","mean_aridity","sd_aridity","se_aridity","within_sp_var_aridity"
"11","Anthurium cataniapoense Croat","4","5.69843","0.003635","0.001818","2.5e-05","Anthurium cataniapoense Croat","4","7.874136","0.136787","0.068394","0.038498","Anthurium cataniapoense Croat","4","7.366263","0.101718","0.050859","0.003382","Anthurium cataniapoense Croat","4","9.648415","0.24247","0.121235","0.034286"
"12","Anthurium chrysolithos Croat & Oberle","2","5.685947","0.006478","0.004581","5e-05","Anthurium chrysolithos Croat & Oberle","2","8.017157","0.153824","0.10877","0.076997","Anthurium chrysolithos Croat & Oberle","2","7.330076","0.002318","0.001639","0.006764","Anthurium chrysolithos Croat & Oberle","2","9.937311","0.040429","0.028588","0.068571"
"13","Anthurium coclense Croat","2","5.691698","0.006918","0.004892","5e-05","Anthurium coclense Croat","2","8.052128","0.271449","0.191943","0.076997","Anthurium coclense Croat","2","7.349798","0.053615","0.037912","0.006764","Anthurium coclense Croat","2","9.958203","0.162554","0.114943","0.068571"
"14","Anthurium coripatense N.E.Br. ex Engl.","23","5.661114","0.012149","0.002533","4e-06","Anthurium coripatense N.E.Br. ex Engl.","23","7.045254","0.384279","0.080128","0.006695","Anthurium coripatense N.E.Br. ex Engl.","23","7.187923","0.122678","0.02558","0.000588","Anthurium coripatense N.E.Br. ex Engl.","23","9.00267","0.35459","0.073937","0.005963"
"15","Anthurium crassivenium Engl.","4","5.65876","0.017274","0.008637","2.5e-05","Anthurium crassivenium Engl.","4","7.333748","0.378197","0.189099","0.038498","Anthurium crassivenium Engl.","4","7.018499","0.165462","0.082731","0.003382","Anthurium crassivenium Engl.","4","9.6394","0.110293","0.055146","0.034286"
"16","Anthurium cucullispathum Croat","9","5.687038","0.00843","0.00281","1.1e-05","Anthurium cucullispathum Croat","9","8.202602","0.368113","0.122704","0.01711","Anthurium cucullispathum Croat","8","7.294572","0.084088","0.02973","0.001691","Anthurium cucullispathum Croat","8","9.975675","0.193488","0.068408","0.017143"
"17","Anthurium cupulispathum Croat & J.Rodr.","9","5.679664","0.015848","0.005283","1.1e-05","Anthurium cupulispathum Croat & J.Rodr.","9","7.231196","0.64907","0.216357","0.01711","Anthurium cupulispathum Croat & J.Rodr.","9","7.044724","0.120397","0.040132","0.001503","Anthurium cupulispathum Croat & J.Rodr.","9","9.325956","0.699787","0.233262","0.015238"
"18","Anthurium eminens Schott","75","5.69223","0.009471","0.001094","1e-06","Anthurium eminens Schott","75","7.746165","0.43803","0.050579","0.002053","Anthurium eminens Schott","74","7.166919","0.100003","0.011625","0.000183","Anthurium eminens Schott","74","9.844302","0.380336","0.044213","0.001853"
"19","Anthurium erythrostachyum Croat","1","5.676925",NA,NA,"0.000101","Anthurium erythrostachyum Croat","1","8.170751",NA,NA,"0.153993","Anthurium erythrostachyum Croat","1","7.282074",NA,NA,"0.013528","Anthurium erythrostachyum Croat","1","9.587269",NA,NA,"0.137142"
"20","Anthurium fendleri Schott","42","5.695358","0.008142","0.001256","2e-06","Anthurium fendleri Schott","42","7.717347","0.444973","0.068661","0.003667","Anthurium fendleri Schott","41","7.339766","0.110161","0.017204","0.00033","Anthurium fendleri Schott","41","9.523071","0.466408","0.072841","0.003345"
"21","Anthurium formosum Schott","43","5.68638","0.012749","0.001944","2e-06","Anthurium formosum Schott","43","7.876247","0.538186","0.082073","0.003581","Anthurium formosum Schott","43","7.244861","0.138341","0.021097","0.000315","Anthurium formosum Schott","43","9.856149","0.441907","0.06739","0.003189"
"22","Anthurium friedrichsthalii Schott","30","5.693888","0.009744","0.001779","3e-06","Anthurium friedrichsthalii Schott","30","8.060898","0.379551","0.069296","0.005133","Anthurium friedrichsthalii Schott","29","7.343381","0.087058","0.016166","0.000466","Anthurium friedrichsthalii Schott","29","9.894687","0.311461","0.057837","0.004729"
"23","Anthurium gracilistipum Croat","1","5.676583",NA,NA,"0.000101","Anthurium gracilistipum Croat","1","7.866722",NA,NA,"0.153993","Anthurium gracilistipum Croat","1","7.126087",NA,NA,"0.013528","Anthurium gracilistipum Croat","1","9.740557",NA,NA,"0.137142"
"24","Anthurium grex-avium Madison","4","5.669949","0.006858","0.003429","2.5e-05","Anthurium grex-avium Madison","4","7.277344","0.558081","0.279041","0.038498","Anthurium grex-avium Madison","4","7.0876","0.096512","0.048256","0.003382","Anthurium grex-avium Madison","4","9.32121","0.333598","0.166799","0.034286"
"25","Anthurium hacumense Engl.","11","5.692472","0.006516","0.001965","9e-06","Anthurium hacumense Engl.","11","8.058843","0.276758","0.083446","0.013999","Anthurium hacumense Engl.","11","7.366962","0.03564","0.010746","0.00123","Anthurium hacumense Engl.","11","9.826456","0.146592","0.044199","0.012467"
"26","Anthurium humboldtianum Kunth","7","5.673764","0.013199","0.004989","1.4e-05","Anthurium humboldtianum Kunth","7","7.191133","0.381163","0.144066","0.021999","Anthurium humboldtianum Kunth","7","7.294347","0.071693","0.027097","0.001933","Anthurium humboldtianum Kunth","7","8.95879","0.307426","0.116196","0.019592"
"27","Anthurium johnmackii Croat & Oberle","1","5.666946",NA,NA,"0.000101","Anthurium johnmackii Croat & Oberle","1","7.692113",NA,NA,"0.153993","Anthurium johnmackii Croat & Oberle","1","7.241366",NA,NA,"0.013528","Anthurium johnmackii Croat & Oberle","1","9.725855",NA,NA,"0.137142"
"28","Anthurium julianii G.S.Bunting","2","5.656151","0.00791","0.005593","5e-05","Anthurium julianii G.S.Bunting","2","7.406682","0.217675","0.153919","0.076997","Anthurium julianii G.S.Bunting","2","7.152359","0.065864","0.046573","0.006764","Anthurium julianii G.S.Bunting","2","9.079981","0.127509","0.090162","0.068571"
"29","Anthurium lancea Sodiro","10","5.674888","0.013635","0.004312","1e-05","Anthurium lancea Sodiro","10","7.524094","0.539866","0.170721","0.015399","Anthurium lancea Sodiro","10","7.068193","0.07741","0.024479","0.001353","Anthurium lancea Sodiro","10","9.553977","0.482683","0.152638","0.013714"
"30","Anthurium lancifolium Schott","10","5.692657","0.008246","0.002608","1e-05","Anthurium lancifolium Schott","10","8.10392","0.221134","0.069929","0.015399","Anthurium lancifolium Schott","10","7.366825","0.061959","0.019593","0.001353","Anthurium lancifolium Schott","10","9.850275","0.159223","0.050351","0.013714"
"31","Anthurium lehmannii Engl.","4","5.653791","0.005914","0.002957","2.5e-05","Anthurium lehmannii Engl.","4","7.460915","0.551681","0.27584","0.038498","Anthurium lehmannii Engl.","4","7.089576","0.014958","0.007479","0.003382","Anthurium lehmannii Engl.","4","9.349863","0.36479","0.182395","0.034286"
"32","Anthurium longicaudatum Engl.","5","5.679055","0.017905","0.008007","2e-05","Anthurium longicaudatum Engl.","5","7.687572","0.75059","0.335674","0.030799","Anthurium longicaudatum Engl.","5","7.048795","0.064582","0.028882","0.002706","Anthurium longicaudatum Engl.","5","9.789346","0.397772","0.177889","0.027428"
"33","Anthurium longigeniculatum Engl.","8","5.669906","0.011823","0.00418","1.3e-05","Anthurium longigeniculatum Engl.","8","7.81043","0.575679","0.203533","0.019249","Anthurium longigeniculatum Engl.","8","7.111952","0.110676","0.03913","0.001691","Anthurium longigeniculatum Engl.","8","9.723763","0.346805","0.122614","0.017143"
"34","Anthurium longissimum Pittier","5","5.685626","0.015372","0.006875","2e-05","Anthurium longissimum Pittier","5","7.33842","0.323439","0.144646","0.030799","Anthurium longissimum Pittier","5","7.283918","0.133839","0.059855","0.002706","Anthurium longissimum Pittier","5","9.336806","0.416835","0.186414","0.027428"
"35","Anthurium macarenense R.E.Schult. & Idrobo","9","5.662445","0.008633","0.002878","1.1e-05","Anthurium macarenense R.E.Schult. & Idrobo","9","7.694118","0.284629","0.094876","0.01711","Anthurium macarenense R.E.Schult. & Idrobo","9","7.109212","0.059893","0.019964","0.001503","Anthurium macarenense R.E.Schult. & Idrobo","9","9.465636","0.326253","0.108751","0.015238"
"36","Anthurium membranaceum Sodiro","5","5.666286","0.009603","0.004295","2e-05","Anthurium membranaceum Sodiro","5","7.694532","0.519748","0.232438","0.030799","Anthurium membranaceum Sodiro","5","7.10509","0.036553","0.016347","0.002706","Anthurium membranaceum Sodiro","5","9.471655","0.365155","0.163302","0.027428"
"37","Anthurium michelii Guillaumin","38","5.687895","0.011208","0.001818","3e-06","Anthurium michelii Guillaumin","38","7.89896","0.376997","0.061157","0.004052","Anthurium michelii Guillaumin","36","7.199967","0.160609","0.026768","0.000376","Anthurium michelii Guillaumin","36","9.893252","0.324914","0.054152","0.00381"
"38","Anthurium microspadix Schott","73","5.680442","0.011504","0.001346","1e-06","Anthurium microspadix Schott","73","7.705226","0.491829","0.057564","0.002109","Anthurium microspadix Schott","73","7.238438","0.158535","0.018555","0.000185","Anthurium microspadix Schott","73","9.620052","0.504566","0.059055","0.001879"
"39","Anthurium mindense Sodiro","17","5.679315","0.014902","0.003614","6e-06","Anthurium mindense Sodiro","17","7.687057","0.494262","0.119876","0.009058","Anthurium mindense Sodiro","17","7.061762","0.093733","0.022734","0.000796","Anthurium mindense Sodiro","17","9.821651","0.509974","0.123687","0.008067"
"40","Anthurium monticola Engl.","2","5.702281","0.000472","0.000334","5e-05","Anthurium monticola Engl.","2","8.745606","0.075593","0.053452","0.076997","Anthurium monticola Engl.","2","7.231793","0.061348","0.04338","0.006764","Anthurium monticola Engl.","2","10.528697","0.369479","0.261261","0.068571"
"41","Anthurium multisulcatum Engl.","1","5.679319",NA,NA,"0.000101","Anthurium multisulcatum Engl.","1","7.083388",NA,NA,"0.153993","Anthurium multisulcatum Engl.","1","7.271704",NA,NA,"0.013528","Anthurium multisulcatum Engl.","1","9.471935",NA,NA,"0.137142"
"42","Anthurium nigrescens Engl.","51","5.672714","0.016536","0.002316","2e-06","Anthurium nigrescens Engl.","51","7.579673","0.537449","0.075258","0.003019","Anthurium nigrescens Engl.","51","7.161033","0.120383","0.016857","0.000265","Anthurium nigrescens Engl.","51","9.564513","0.464193","0.065","0.002689"
"43","Anthurium nitidum Benth.","1","5.661049",NA,NA,"0.000101","Anthurium nitidum Benth.","1","7.491088",NA,NA,"0.153993","Anthurium nitidum Benth.","1","7.065613",NA,NA,"0.013528","Anthurium nitidum Benth.","1","9.726571",NA,NA,"0.137142"
"44","Anthurium nymphaeifolium K.Koch & C.D.Bouché","33","5.678596","0.015896","0.002767","3e-06","Anthurium nymphaeifolium K.Koch & C.D.Bouché","33","7.438137","0.449663","0.078276","0.004666","Anthurium nymphaeifolium K.Koch & C.D.Bouché","33","7.267627","0.123343","0.021471","0.00041","Anthurium nymphaeifolium K.Koch & C.D.Bouché","33","9.347725","0.457852","0.079702","0.004156"
"45","Anthurium oxybelium Schott","39","5.660574","0.017772","0.002846","3e-06","Anthurium oxybelium Schott","39","7.345285","0.426039","0.068221","0.003949","Anthurium oxybelium Schott","39","7.084372","0.122333","0.019589","0.000347","Anthurium oxybelium Schott","39","9.429596","0.44738","0.071638","0.003516"
"46","Anthurium oxycarpum Poepp.","55","5.694567","0.005084","0.000686","2e-06","Anthurium oxycarpum Poepp.","55","7.788048","0.396229","0.053428","0.0028","Anthurium oxycarpum Poepp.","55","7.153943","0.091069","0.01228","0.000246","Anthurium oxycarpum Poepp.","55","9.894523","0.347212","0.046818","0.002493"
"47","Anthurium pallidicaudex Croat & M.M.Mora","4","5.69641","0.005719","0.00286","2.5e-05","Anthurium pallidicaudex Croat & M.M.Mora","4","8.332011","0.3861","0.19305","0.038498","Anthurium pallidicaudex Croat & M.M.Mora","3","7.305347","0.059936","0.034604","0.004509","Anthurium pallidicaudex Croat & M.M.Mora","3","10.225511","0.210602","0.121591","0.045714"
"48","Anthurium panamense Croat","7","5.691441","0.011021","0.004166","1.4e-05","Anthurium panamense Croat","7","8.308692","0.451125","0.170509","0.021999","Anthurium panamense Croat","6","7.262932","0.11342","0.046304","0.002255","Anthurium panamense Croat","6","10.245301","0.444458","0.181449","0.022857"
"49","Anthurium pendulifolium N.E.Br.","21","5.695756","0.002384","0.00052","5e-06","Anthurium pendulifolium N.E.Br.","21","7.91076","0.406606","0.088729","0.007333","Anthurium pendulifolium N.E.Br.","21","7.109678","0.077586","0.016931","0.000644","Anthurium pendulifolium N.E.Br.","21","9.99138","0.45735","0.099802","0.006531"
"50","Anthurium pluviaticum R.E.Schult.","5","5.70188","0.001067","0.000477","2e-05","Anthurium pluviaticum R.E.Schult.","5","8.793662","0.096994","0.043377","0.030799","Anthurium pluviaticum R.E.Schult.","5","7.256034","0.017457","0.007807","0.002706","Anthurium pluviaticum R.E.Schult.","5","10.719624","0.068992","0.030854","0.027428"
"51","Anthurium polyschistum R.E.Schult. & Idrobo","17","5.692653","0.009147","0.002218","6e-06","Anthurium polyschistum R.E.Schult. & Idrobo","17","7.905111","0.376498","0.091314","0.009058","Anthurium polyschistum R.E.Schult. & Idrobo","17","7.094612","0.051237","0.012427","0.000796","Anthurium polyschistum R.E.Schult. & Idrobo","17","10.052464","0.274527","0.066583","0.008067"
"52","Anthurium pulchellum Engl.","11","5.66399","0.014057","0.004238","9e-06","Anthurium pulchellum Engl.","11","7.820773","0.397051","0.119715","0.013999","Anthurium pulchellum Engl.","11","7.105316","0.124027","0.037396","0.00123","Anthurium pulchellum Engl.","11","9.895215","0.350007","0.105531","0.012467"
"53","Anthurium pulverulentum Sodiro","9","5.681012","0.014215","0.004738","1.1e-05","Anthurium pulverulentum Sodiro","9","7.763279","0.506041","0.16868","0.01711","Anthurium pulverulentum Sodiro","9","7.055897","0.072455","0.024152","0.001503","Anthurium pulverulentum Sodiro","9","9.848077","0.353029","0.117676","0.015238"
"54","Anthurium ravenii Croat & R.A.Baker","14","5.694072","0.006658","0.001779","7e-06","Anthurium ravenii Croat & R.A.Baker","14","8.025146","0.22127","0.059137","0.011","Anthurium ravenii Croat & R.A.Baker","14","7.391743","0.056899","0.015207","0.000966","Anthurium ravenii Croat & R.A.Baker","14","9.772049","0.17743","0.04742","0.009796"
"55","Anthurium roraimense N.E.Br. ex Oliv.","12","5.682536","0.010607","0.003062","8e-06","Anthurium roraimense N.E.Br. ex Oliv.","12","7.956212","0.269808","0.077887","0.012833","Anthurium roraimense N.E.Br. ex Oliv.","12","7.293994","0.077065","0.022247","0.001127","Anthurium roraimense N.E.Br. ex Oliv.","12","9.631315","0.216382","0.062464","0.011429"
"56","Anthurium rotundistigmatum Croat","13","5.690531","0.012833","0.003559","8e-06","Anthurium rotundistigmatum Croat","13","7.942583","0.500899","0.138924","0.011846","Anthurium rotundistigmatum Croat","13","7.359463","0.094589","0.026234","0.001041","Anthurium rotundistigmatum Croat","13","9.70837","0.494929","0.137269","0.010549"
"57","Anthurium sanguineum Engl.","16","5.661586","0.017059","0.004265","6e-06","Anthurium sanguineum Engl.","16","7.367783","0.324997","0.081249","0.009625","Anthurium sanguineum Engl.","16","7.045514","0.168776","0.042194","0.000846","Anthurium sanguineum Engl.","16","9.52319","0.315936","0.078984","0.008571"
"58","Anthurium sarmentosum Engl.","1","5.6666",NA,NA,"0.000101","Anthurium sarmentosum Engl.","1","7.81843",NA,NA,"0.153993","Anthurium sarmentosum Engl.","1","7.055313",NA,NA,"0.013528","Anthurium sarmentosum Engl.","1","9.855242",NA,NA,"0.137142"
"59","Anthurium signatum K.Koch & L.Mathieu","3","5.688928","0.020239","0.011685","3.4e-05","Anthurium signatum K.Koch & L.Mathieu","3","8.263487","0.717506","0.414252","0.051331","Anthurium signatum K.Koch & L.Mathieu","3","7.257966","0.079759","0.046049","0.004509","Anthurium signatum K.Koch & L.Mathieu","3","10.063681","0.700004","0.404147","0.045714"
"60","Anthurium smaragdinum G.S.Bunting","2","5.683379","0.011066","0.007825","5e-05","Anthurium smaragdinum G.S.Bunting","2","7.324569","0.197906","0.139941","0.076997","Anthurium smaragdinum G.S.Bunting","2","7.299802","0.063522","0.044917","0.006764","Anthurium smaragdinum G.S.Bunting","2","9.042311","0.076","0.05374","0.068571"
"61","Anthurium stipitatum Benth.","11","5.679017","0.015954","0.00481","9e-06","Anthurium stipitatum Benth.","11","7.958694","0.566517","0.170811","0.013999","Anthurium stipitatum Benth.","11","7.233258","0.10599","0.031957","0.00123","Anthurium stipitatum Benth.","11","9.867778","0.398998","0.120302","0.012467"
"62","Anthurium subaequans Croat & Oberle","4","5.669349","0.006225","0.003112","2.5e-05","Anthurium subaequans Croat & Oberle","4","7.989743","0.216802","0.108401","0.038498","Anthurium subaequans Croat & Oberle","4","7.269321","0.018058","0.009029","0.003382","Anthurium subaequans Croat & Oberle","4","9.702037","0.035342","0.017671","0.034286"
"63","Anthurium subcoerulescens Engl.","1","5.690528",NA,NA,"0.000101","Anthurium subcoerulescens Engl.","1","7.543803",NA,NA,"0.153993","Anthurium subcoerulescens Engl.","1","6.959399",NA,NA,"0.013528","Anthurium subcoerulescens Engl.","1","9.961285",NA,NA,"0.137142"
"64","Anthurium subtrilobum Schott","1","5.686806",NA,NA,"0.000101","Anthurium subtrilobum Schott","1","6.700731",NA,NA,"0.153993","Anthurium subtrilobum Schott","1","7.372118",NA,NA,"0.013528","Anthurium subtrilobum Schott","1","8.701845",NA,NA,"0.137142"
"65","Anthurium tenerum Engl.","4","5.675508","0.011129","0.005564","2.5e-05","Anthurium tenerum Engl.","4","7.541134","0.522612","0.261306","0.038498","Anthurium tenerum Engl.","4","7.25154","0.075026","0.037513","0.003382","Anthurium tenerum Engl.","4","9.428687","0.496289","0.248144","0.034286"
"66","Anthurium tonduzii Engl.","9","5.684967","0.008057","0.002686","1.1e-05","Anthurium tonduzii Engl.","9","7.972189","0.168438","0.056146","0.01711","Anthurium tonduzii Engl.","9","7.300015","0.088041","0.029347","0.001503","Anthurium tonduzii Engl.","9","9.971451","0.16587","0.05529","0.015238"
"67","Anthurium truncicola Engl.","21","5.683531","0.009206","0.002009","5e-06","Anthurium truncicola Engl.","21","7.594569","0.581782","0.126955","0.007333","Anthurium truncicola Engl.","21","7.112771","0.089578","0.019548","0.000644","Anthurium truncicola Engl.","21","9.694306","0.576775","0.125863","0.006531"
"68","Anthurium uleanum Engl.","50","5.694674","0.005426","0.000767","2e-06","Anthurium uleanum Engl.","50","7.919214","0.282611","0.039967","0.00308","Anthurium uleanum Engl.","50","7.12313","0.060233","0.008518","0.000271","Anthurium uleanum Engl.","50","9.953917","0.287186","0.040614","0.002743"
"69","Anthurium vallense Croat","7","5.691077","0.008439","0.00319","1.4e-05","Anthurium vallense Croat","7","8.101391","0.436839","0.16511","0.021999","Anthurium vallense Croat","7","7.249129","0.129333","0.048883","0.001933","Anthurium vallense Croat","7","10.029469","0.380616","0.143859","0.019592"
"70","Anthurium variilobum Croat & M.M.Mora","1","5.699942",NA,NA,"0.000101","Anthurium variilobum Croat & M.M.Mora","1","8.674026",NA,NA,"0.153993","Anthurium variilobum Croat & M.M.Mora","1","7.301148",NA,NA,"0.013528","Anthurium variilobum Croat & M.M.Mora","1","10.533295",NA,NA,"0.137142"
"71","Anthurium vaupesianum Croat","10","5.695884","0.001125","0.000356","1e-05","Anthurium vaupesianum Croat","10","8.100729","0.091767","0.029019","0.015399","Anthurium vaupesianum Croat","10","7.115747","0.037796","0.011952","0.001353","Anthurium vaupesianum Croat","10","10.107841","0.080314","0.025398","0.013714"
"72","Anthurium versicolor Sodiro","29","5.686638","0.010226","0.001899","3e-06","Anthurium versicolor Sodiro","29","7.866076","0.609986","0.113272","0.00531","Anthurium versicolor Sodiro","28","7.134496","0.118069","0.022313","0.000483","Anthurium versicolor Sodiro","28","9.887481","0.487405","0.092111","0.004898"
"73","Heteropsis boliviana Rusby","2","5.689634","0.014104","0.009973","5e-05","Heteropsis boliviana Rusby","2","7.579926","0.032491","0.022975","0.076997","Heteropsis boliviana Rusby","2","7.344017","0.053012","0.037485","0.006764","Heteropsis boliviana Rusby","2","9.312726","0.15359","0.108605","0.068571"
"74","Heteropsis croatii M.L.Soares","6","5.698155","0.000659","0.000269","1.7e-05","Heteropsis croatii M.L.Soares","6","7.804177","0.148043","0.060438","0.025666","Heteropsis croatii M.L.Soares","6","7.108626","0.051798","0.021146","0.002255","Heteropsis croatii M.L.Soares","6","9.880573","0.165392","0.067521","0.022857"
"75","Heteropsis duckeana M.L.Soares","2","5.700108","0.001656","0.001171","5e-05","Heteropsis duckeana M.L.Soares","2","7.664902","0.058351","0.04126","0.076997","Heteropsis duckeana M.L.Soares","2","7.186901","0.00107","0.000757","0.006764","Heteropsis duckeana M.L.Soares","2","9.546421","0.011722","0.008289","0.068571"
"76","Heteropsis ecuadorensis Sodiro","9","5.695992","0.001702","0.000567","1.1e-05","Heteropsis ecuadorensis Sodiro","9","7.736167","0.472107","0.157369","0.01711","Heteropsis ecuadorensis Sodiro","9","7.05704","0.046602","0.015534","0.001503","Heteropsis ecuadorensis Sodiro","9","9.969139","0.306306","0.102102","0.015238"
"77","Heteropsis linearis A.C.Sm.","7","5.697788","0.001326","0.000501","1.4e-05","Heteropsis linearis A.C.Sm.","7","7.971135","0.106524","0.040262","0.021999","Heteropsis linearis A.C.Sm.","7","7.134112","0.093702","0.035416","0.001933","Heteropsis linearis A.C.Sm.","7","9.985171","0.155434","0.058749","0.019592"
"78","Heteropsis longispathacea Engl.","4","5.699436","0.00312","0.00156","2.5e-05","Heteropsis longispathacea Engl.","4","7.702184","0.16553","0.082765","0.038498","Heteropsis longispathacea Engl.","4","7.238896","0.164672","0.082336","0.003382","Heteropsis longispathacea Engl.","4","9.577896","0.294577","0.147288","0.034286"
"79","Heteropsis macrophylla A.C.Sm.","9","5.696774","0.002544","0.000848","1.1e-05","Heteropsis macrophylla A.C.Sm.","9","7.985998","0.344839","0.114946","0.01711","Heteropsis macrophylla A.C.Sm.","9","7.131463","0.069429","0.023143","0.001503","Heteropsis macrophylla A.C.Sm.","9","10.029685","0.276664","0.092221","0.015238"
"80","Heteropsis oblongifolia Kunth","73","5.696555","0.003989","0.000467","1e-06","Heteropsis oblongifolia Kunth","73","7.770646","0.372109","0.043552","0.002109","Heteropsis oblongifolia Kunth","72","7.256696","0.122342","0.014418","0.000188","Heteropsis oblongifolia Kunth","72","9.681827","0.324429","0.038234","0.001905"
"81","Heteropsis peruviana K.Krause","9","5.696626","0.001496","0.000499","1.1e-05","Heteropsis peruviana K.Krause","9","7.754324","0.486565","0.162188","0.01711","Heteropsis peruviana K.Krause","9","7.150892","0.080643","0.026881","0.001503","Heteropsis peruviana K.Krause","9","9.777907","0.3713","0.123767","0.015238"
"82","Heteropsis reticulata Croat & M.L.Soares","1","5.698267",NA,NA,"0.000101","Heteropsis reticulata Croat & M.L.Soares","1","7.286876",NA,NA,"0.153993","Heteropsis reticulata Croat & M.L.Soares","1","7.284821",NA,NA,"0.013528","Heteropsis reticulata Croat & M.L.Soares","1","9.471088",NA,NA,"0.137142"
"83","Heteropsis rigidifolia Engl.","6","5.684507","0.009301","0.003797","1.7e-05","Heteropsis rigidifolia Engl.","6","7.372504","0.206072","0.084129","0.025666","Heteropsis rigidifolia Engl.","6","7.158288","0.062761","0.025622","0.002255","Heteropsis rigidifolia Engl.","6","9.325053","0.246372","0.100581","0.022857"
"84","Heteropsis spruceana Schott","50","5.696349","0.003405","0.000482","2e-06","Heteropsis spruceana Schott","50","7.930476","0.206621","0.029221","0.00308","Heteropsis spruceana Schott","50","7.256302","0.107102","0.015147","0.000271","Heteropsis spruceana Schott","50","9.8472","0.237587","0.0336","0.002743"
"85","Heteropsis steyermarkii G.S.Bunting","20","5.69714","0.002666","0.000596","5e-06","Heteropsis steyermarkii G.S.Bunting","20","7.96605","0.248187","0.055496","0.0077","Heteropsis steyermarkii G.S.Bunting","20","7.263697","0.1067","0.023859","0.000676","Heteropsis steyermarkii G.S.Bunting","20","9.900273","0.214951","0.048065","0.006857"
"86","Heteropsis tenuispadix G.S.Bunting","53","5.698028","0.003369","0.000463","2e-06","Heteropsis tenuispadix G.S.Bunting","53","7.682976","0.321255","0.044128","0.002906","Heteropsis tenuispadix G.S.Bunting","53","7.282341","0.098312","0.013504","0.000255","Heteropsis tenuispadix G.S.Bunting","53","9.652412","0.281563","0.038676","0.002588"
