"","species","mean_temp","se_temp","within_sp_var_temp","mean_prec","se_prec","within_sp_var_prec","mean_pet","se_pet","within_sp_var_pet","mean_aridity","se_aridity","within_sp_var_aridity","Mechanism"
"312","Aegiphila martinicensis Jacq.",5.698608,0.001481,4e-06,7.659647,0.060811,0.007149,7.355495,0.034727,0.00062,9.51119,0.070849,0.007808,"Mechanism_3"
"313","Aegiphila membranacea Turcz.",5.692581,0.003012,4e-06,7.753167,0.057677,0.007474,7.327072,0.023701,0.000648,9.613462,0.065264,0.008163,"Mechanism_3"
"314","Aegiphila mollis Kunth",5.693599,0.001833,2e-06,7.711934,0.065197,0.004327,7.320014,0.024259,0.000375,9.576313,0.074057,0.004726,"Mechanism_3"
"315","Aegiphila nervosa Urb.",5.69491,NA,9e-05,7.358194,NA,0.164437,7.410952,NA,0.014267,9.458372,NA,0.179585,"Mechanism_3"
"316","Aegiphila obducta Vell.",5.678443,0.002403,7e-06,7.314915,0.052137,0.012649,7.128626,0.026781,0.001097,9.365845,0.054439,0.013814,"Mechanism_3"
"317","Aegiphila panamensis Moldenke",5.695009,0.001293,1e-06,7.831982,0.044651,0.002383,7.37484,0.019456,0.00021,9.637185,0.052217,0.002641,"Mechanism_3"
"318","Aegiphila perplexa Moldenke",5.694555,0.006056,4.5e-05,7.540643,0.288589,0.082218,7.357753,0.102162,0.007133,9.312476,0.22997,0.089793,"Mechanism_3"
"319","Aegiphila peruviana Turcz.",5.696709,0.000935,6e-06,7.676118,0.079374,0.010277,7.179871,0.020282,0.000892,9.724756,0.082778,0.011224,"Mechanism_3"
"320","Aegiphila racemosa Vell.",5.697611,0.000711,2e-06,7.651135,0.046231,0.003289,7.265357,0.017966,0.000285,9.592057,0.052106,0.003592,"Mechanism_3"
"321","Aegiphila smithii Moldenke",5.693518,0.002653,6e-06,7.806158,0.103701,0.011745,7.141569,0.020192,0.001019,9.858669,0.098664,0.012828,"Mechanism_3"
"322","Aegiphila sordida Moldenke",5.688441,0.004831,1.5e-05,7.002249,0.065261,0.027406,7.350924,0.061846,0.002378,8.932153,0.203964,0.029931,"Mechanism_3"
"323","Aegiphila vallensis Moldenke",5.690866,NA,9e-05,7.886457,NA,0.164437,7.353722,NA,0.014267,9.850983,NA,0.179585,"Mechanism_3"
"324","Aegiphila vitelliniflora Klotzsch",5.694259,0.00102,4e-06,7.061423,0.076707,0.00783,7.298869,0.017203,0.000679,9.025213,0.0695,0.008552,"Mechanism_3"
"325","Aegiphila volubilis Moldenke",5.698153,0.000911,1.5e-05,7.60659,0.099684,0.027406,7.200352,0.05451,0.002378,9.709843,0.110671,0.029931,"Mechanism_3"
"326","Holmskioldia sanguinea Retz.",5.69339,0.0021,4e-06,7.472941,0.088822,0.006577,7.408885,0.030628,0.000571,9.34548,0.088683,0.007183,"Mechanism_3"
"327","Buddleja brachiata Cham. & Schltdl.",5.686968,0.00177,1.5e-05,7.182916,0.052783,0.027406,7.283936,0.040649,0.002378,9.169727,0.064804,0.029931,"Mechanism_3"
"328","Citharexylum ovatifolium Greenm.",5.672618,0.005099,1.8e-05,7.036132,0.210328,0.032887,7.414204,0.069591,0.002853,8.756656,0.207555,0.035917,"Mechanism_3"
"329","Lantana weberbaueri Hayek",5.664868,NA,9e-05,7.052721,NA,0.164437,7.239933,NA,0.014267,9.352361,NA,0.179585,"Mechanism_3"
"330","Lippia hirsuta L.f.",5.666562,0.00401,9e-06,7.324793,0.123798,0.016444,7.191298,0.032227,0.001427,9.407814,0.096342,0.017959,"Mechanism_3"
"331","Aiouea guianensis Aubl.",5.69538,0.001816,4e-06,7.728872,0.069413,0.007474,7.296373,0.025547,0.000648,9.613195,0.074156,0.008163,"Mechanism_3"
"332","Grazielanthus arkeocarpus Peixoto & Per.-Moura",5.690191,NA,9e-05,7.496652,NA,0.164437,7.221836,NA,0.014267,9.062304,NA,0.179585,"Mechanism_3"
"333","Annona ambotay Aubl.",5.696126,0.000698,1e-06,7.760905,0.038502,0.002652,7.202242,0.011399,0.00023,9.789149,0.037162,0.002897,"Mechanism_3"
"334","Annona haematantha Miq.",5.696809,0.000983,7e-06,7.741673,0.078502,0.013703,7.288104,0.037314,0.001189,9.63097,0.085417,0.014965,"Mechanism_3"
"335","Annona hypoglauca Mart.",5.698379,0.000254,1e-06,7.712855,0.026097,0.001661,7.205782,0.010828,0.000144,9.740441,0.029295,0.001814,"Mechanism_3"
"336","Annona scandens Diels",5.696407,0.000785,6e-06,7.787918,0.098999,0.010962,7.144897,0.017674,0.000951,9.830677,0.093092,0.011972,"Mechanism_3"
"337","Guatteria beckii Maas & Westra",5.698602,0.000596,2.2e-05,7.562756,0.049197,0.041109,7.240994,0.038286,0.003567,9.405499,0.030055,0.044896,"Mechanism_3"
"338","Guatteria scandens Ducke",5.700023,0.000749,4e-06,7.716368,0.033907,0.007149,7.337009,0.013072,0.00062,9.582224,0.035837,0.007808,"Mechanism_3"
"339","Clusia gundlachii Stahl",5.69085,0.00574,4.5e-05,7.632059,0.399326,0.082218,7.378401,0.065848,0.007133,9.441311,0.058111,0.089793,"Mechanism_3"
"340","Dichapetalum donnell-smithii Engl.",5.691289,0.002879,5e-06,7.655892,0.089977,0.008655,7.431294,0.025758,0.000751,9.362993,0.093397,0.009452,"Mechanism_3"
"341","Acalypha diversifolia Jacq.",5.693874,0.000638,0,7.647625,0.034525,0.000856,7.318483,0.011333,7.5e-05,9.550465,0.036892,0.00095,"Mechanism_3"
"342","Acalypha padifolia Kunth",5.667448,0.003178,3e-06,6.7795,0.104685,0.00567,7.149251,0.029344,0.000492,8.875235,0.142222,0.006193,"Mechanism_3"
"343","Acalypha scandens Benth.",5.697459,0.00048,2e-06,7.747933,0.039834,0.003824,7.255027,0.022593,0.000332,9.674025,0.055511,0.004176,"Mechanism_3"
"344","Acidocroton oligostemon Urb.",5.699382,0.001399,3e-05,7.096781,0.097921,0.054812,7.533423,0.021256,0.004756,8.77044,0.105381,0.059862,"Mechanism_3"
"345","Croton perimetralensis Secco",5.696926,NA,9e-05,7.913155,NA,0.164437,7.127694,NA,0.014267,10.03946,NA,0.179585,"Mechanism_3"
"346","Euphorbia colletioides Benth.",5.690145,0.00192,2e-06,6.814484,0.065978,0.004568,7.524868,0.010157,0.000396,8.594952,0.061657,0.004988,"Mechanism_3"
"347","Euphorbia tithymaloides L.",5.696698,0.001104,2e-06,7.213307,0.058798,0.00299,7.455968,0.016845,0.000259,9.010487,0.071619,0.003265,"Mechanism_3"
"348","Manihot anomala Pohl",5.694979,0.00046,1e-06,7.134468,0.034383,0.001628,7.387845,0.007389,0.000141,8.978113,0.037859,0.001778,"Mechanism_3"
"349","Manihot brachyandra Pax & K.Hoffm.",5.690011,0.002594,2.2e-05,6.675321,0.121222,0.041109,7.353798,0.03012,0.003567,8.55655,0.134977,0.044896,"Mechanism_3"
"350","Manihot brachyloba Müll.Arg.",5.695728,0.001033,1e-06,7.772978,0.043421,0.002349,7.253492,0.018328,0.000201,9.760661,0.039157,0.002529,"Mechanism_3"
"351","Manihot chlorosticta Standl. & Goldman",5.701802,0.000571,6e-06,6.979233,0.053118,0.011745,7.539103,0.009714,0.001019,8.640422,0.039265,0.012828,"Mechanism_3"
"352","Manihot compositifolia Allem",5.696017,0.002327,1.5e-05,7.45663,0.11578,0.027406,7.298367,0.017317,0.002378,9.418627,0.104405,0.029931,"Mechanism_3"
"353","Manihot inflata Müll.Arg.",5.6939,0.00101,4.5e-05,6.93889,0.157832,0.082218,7.266772,0.010475,0.007133,8.829668,0.119048,0.089793,"Mechanism_3"
"354","Manihot leptophylla Pax & K.Hoffm.",5.696875,0.000698,6e-06,7.629585,0.117722,0.011745,7.176271,0.02862,0.001019,9.750076,0.117088,0.012828,"Mechanism_3"
"355","Manihot maracasensis Ule",5.691335,0.001438,1.8e-05,6.545619,0.099673,0.032887,7.385204,0.020986,0.002853,8.476746,0.084151,0.035917,"Mechanism_3"
"356","Manihot procumbens Müll.Arg.",5.684747,0.004718,3e-05,7.343776,0.152832,0.054812,7.305051,0.065754,0.004756,9.265322,0.118378,0.059862,"Mechanism_3"
"357","Manihot pruinosa Pohl",5.697053,0.000996,6e-06,7.341347,0.035349,0.010962,7.355913,0.011233,0.000951,9.195781,0.016762,0.011972,"Mechanism_3"
"358","Manihot quinquepartita Huber ex D.J.Rogers & Appan",5.701057,0.000858,5e-06,7.453355,0.037268,0.009673,7.300789,0.008978,0.000839,9.365502,0.04018,0.010564,"Mechanism_3"
"359","Dilkea lecta Feuillet",5.697008,0.000954,2.2e-05,7.865983,0.11577,0.041109,7.342185,0.04541,0.003567,9.598519,0.118528,0.044896,"Mechanism_3"
"360","Casearia aculeata Jacq.",5.697082,0.000436,0,7.411081,0.034966,0.000741,7.371946,0.009801,6.6e-05,9.250205,0.039279,0.000828,"Mechanism_3"
"361","Viola arguta Humb. & Bonpl. ex Roem. & Schult.",5.655431,0.00433,1e-05,6.961703,0.101993,0.018271,7.018678,0.057023,0.001585,9.116178,0.097756,0.019954,"Mechanism_3"
"362","Viola scandens Humb. & Bonpl. ex Roem. & Schult.",5.659382,0.001703,2e-06,7.448777,0.079581,0.004111,7.126376,0.026098,0.000357,9.374384,0.071995,0.00449,"Mechanism_3"
"363","Viola stipularis Sw.",5.6728,0.002474,2e-06,7.585602,0.083241,0.004111,7.16992,0.022093,0.000357,9.612819,0.071323,0.00449,"Mechanism_3"
"364","Byttneria ancistrodonta Mildbr.",5.696157,0.000761,1.3e-05,7.968123,0.019881,0.023491,7.088704,0.007783,0.002038,10.102137,0.027625,0.025655,"Mechanism_3"
"365","Byttneria aristeguietae Cristóbal",5.699143,0.004261,3e-05,7.676765,0.289896,0.054812,7.410421,0.065584,0.004756,9.413198,0.279296,0.059862,"Mechanism_3"
"366","Byttneria asplundii Cristóbal",5.697261,NA,9e-05,7.547502,NA,0.164437,7.042286,NA,0.014267,9.586583,NA,0.179585,"Mechanism_3"
"367","Byttneria asterotricha Mildbr.",5.695448,0.000918,7e-06,7.50583,0.110872,0.012649,7.215175,0.020858,0.001097,9.733937,0.094997,0.013814,"Mechanism_3"
"368","Byttneria aurantiaca Mildbr.",5.698802,0.000616,9e-06,7.913144,0.101374,0.016444,7.156996,0.03836,0.001427,9.978849,0.08859,0.017959,"Mechanism_3"
"369","Byttneria beyrichiana K.Schum.",5.695246,NA,9e-05,7.092574,NA,0.164437,7.269617,NA,0.014267,9.020269,NA,0.179585,"Mechanism_3"
"370","Byttneria cordifolia Sagot",5.698152,0.000842,7e-06,7.641987,0.067095,0.013703,7.292484,0.02819,0.001097,9.588262,0.057703,0.013814,"Mechanism_3"
"371","Byttneria coriacea Britton",5.699042,0.000408,4e-06,7.74601,0.054439,0.007474,7.151064,0.017673,0.000648,9.821607,0.064914,0.008163,"Mechanism_3"
"372","Byttneria corylifolia Humb. & Bonpl. ex Roem. & Schult.",5.678801,0.003247,4.5e-05,6.956901,0.500131,0.082218,7.237504,0.04457,0.007133,9.038814,0.262646,0.089793,"Mechanism_3"
"373","Byttneria divaricata Benth.",5.699717,0.000348,2e-06,7.43194,0.05321,0.004568,7.359795,0.012402,0.000396,9.318597,0.053018,0.004988,"Mechanism_3"
"374","Byttneria fernandesii Cristóbal",5.692722,0.000168,4.5e-05,6.755479,0.475084,0.082218,7.335324,0.071994,0.007133,8.760702,0.301138,0.089793,"Mechanism_3"
"375","Byttneria filipes Mart. ex K.Schum.",5.699047,0.001454,2e-06,6.768794,0.065052,0.004111,7.448432,0.019305,0.000357,8.552442,0.078259,0.00449,"Mechanism_3"
"376","Byttneria gayana A.St.-Hil.",5.690165,0.007096,4.5e-05,7.083807,0.000419,0.082218,7.203404,0.001488,0.007133,9.216376,0.107294,0.089793,"Mechanism_3"
"377","Byttneria hirsuta Ruiz & Pav.",5.682965,0.00373,7e-06,6.880506,0.094903,0.013703,7.309613,0.029558,0.001189,8.962913,0.132954,0.014965,"Mechanism_3"
"378","Byttneria loxensis Cristóbal",5.664795,0.01213,4.5e-05,6.854139,0.333518,0.082218,7.157282,0.189373,0.007133,8.906848,0.416821,0.089793,"Mechanism_3"
"379","Byttneria melantha Mart. ex K.Schum.",5.697932,NA,9e-05,7.999679,NA,0.164437,6.991177,NA,0.014267,10.217276,NA,0.179585,"Mechanism_3"
"380","Byttneria microphylla Jacq.",5.701111,0.001504,4.5e-05,7.145368,0.162505,0.082218,7.543179,0.013772,0.007133,8.595198,0.161169,0.089793,"Mechanism_3"
"381","Byttneria obliqua Benth.",5.700915,0.000649,7e-06,7.743636,0.034777,0.013703,7.223998,0.014292,0.001189,9.79761,0.030021,0.014965,"Mechanism_3"
"382","Byttneria ovata Lam.",5.66244,NA,9e-05,6.704414,NA,0.164437,7.16472,NA,0.014267,8.596374,NA,0.179585,"Mechanism_3"
"383","Byttneria pescapriifolia Britton",5.6967,0.000646,7e-06,7.455171,0.07497,0.013703,7.193349,0.024241,0.001189,9.592829,0.061051,0.014965,"Mechanism_3"
"384","Byttneria rhamnifolia Benth.",5.701688,0.000709,5e-06,7.394016,0.095274,0.009673,7.394538,0.032943,0.000839,9.235428,0.107211,0.010564,"Mechanism_3"
"385","Byttneria urosepala Mildbr.",5.662092,NA,9e-05,7.418781,NA,0.164437,7.203406,NA,0.014267,8.925454,NA,0.179585,"Mechanism_3"
"386","Helicteres gardneriana A.St.-Hil. & Naudin",5.697665,0.001169,5e-06,7.238053,0.066256,0.009673,7.397445,0.014824,0.000839,9.0502,0.060968,0.010564,"Mechanism_3"
"387","Hibiscus peruvianus R.E.Fr.",5.696224,0.001176,5e-06,7.954408,0.050687,0.009135,7.158613,0.024557,0.000793,9.948109,0.045225,0.009977,"Mechanism_3"
"388","Hibiscus trilobus Aubl.",5.701945,0.002338,4.5e-05,7.503913,0.350079,0.082218,7.540069,0.056825,0.007133,8.95881,0.463249,0.089793,"Mechanism_3"
"389","Cuphea paradoxa Koehne",5.681443,0.012262,3e-05,7.297388,0.100492,0.054812,7.368659,0.086265,0.004756,9.193346,0.132169,0.059862,"Mechanism_3"
"390","Blakea holtonii Hochr.",5.667339,0.005204,1.5e-05,7.595192,0.201364,0.027406,7.226032,0.03301,0.002378,9.559496,0.138096,0.029931,"Mechanism_3"
"391","Clidemia buntingii Wurdack",5.674868,NA,9e-05,8.193124,NA,0.164437,7.238497,NA,0.014267,9.382612,NA,0.179585,"Mechanism_3"
"392","Clidemia clandestina Almeda",5.684792,0.002396,1.1e-05,8.002119,0.136632,0.020555,7.242657,0.047293,0.001783,9.890286,0.076467,0.022448,"Mechanism_3"
"393","Clidemia fluminensis Baumgratz & D' El Rei Souza",5.687128,0.004078,3e-05,7.337712,0.061535,0.054812,7.173625,0.036624,0.004756,9.161589,0.069236,0.059862,"Mechanism_3"
"394","Clidemia garcia-barrigae Wurdack",5.666106,0.012153,3e-05,7.658771,0.147604,0.054812,7.032386,0.11287,0.004756,9.503647,0.103319,0.059862,"Mechanism_3"
"395","Clidemia longifolia Gleason",5.691555,0.006861,2.2e-05,7.974772,0.307932,0.041109,7.153759,0.04884,0.003567,10.058,0.269128,0.044896,"Mechanism_3"
"396","Clidemia spectabilis Gleason",5.682639,0.003312,1.8e-05,8.101645,0.111621,0.032887,7.321018,0.046704,0.002853,9.922669,0.110831,0.035917,"Mechanism_3"
"397","Dolichoura spiritusanctensis Brade",5.68375,NA,9e-05,7.44132,NA,0.164437,7.126087,NA,0.014267,9.266721,NA,0.179585,"Mechanism_3"
"398","Heterocentron muricatum Gleason",5.679144,0.002904,4.5e-05,7.255753,0.123255,0.082218,7.436616,0.001768,0.007133,8.615675,0.158019,0.089793,"Mechanism_3"
"399","Leandra reptans R.Goldenb. & Reginato",5.682389,NA,9e-05,7.409136,NA,0.164437,7.117206,NA,0.014267,9.28387,NA,0.179585,"Mechanism_3"
"400","Meriania mexiae Wurdack",5.669199,0.007011,3e-05,8.007979,0.188497,0.054812,6.939674,0.015012,0.004756,10.146947,0.12498,0.059862,"Mechanism_3"
"401","Miconia arboricola Almeda",5.686322,0.002229,1.1e-05,8.086769,0.137413,0.020555,7.297765,0.045185,0.001783,9.922692,0.091052,0.022448,"Mechanism_3"
"402","Miconia asclepiadea Triana",5.668703,0.003296,5e-06,7.749601,0.097274,0.008655,7.083106,0.03841,0.000751,9.718936,0.066223,0.009452,"Mechanism_3"
"403","Miconia bractiflora Gamba & Almeda",5.690405,0.002344,5e-06,8.272004,0.0982,0.009673,7.247482,0.027286,0.000839,10.178747,0.093005,0.010564,"Mechanism_3"
"404","Miconia corazonica Wurdack",5.651827,0.016502,4.5e-05,7.690663,0.428736,0.082218,6.924641,0.121136,0.007133,9.480357,0.104164,0.089793,"Mechanism_3"
"405","Miconia eriocalyx Cogn.",5.689705,0.003481,4e-06,7.505323,0.075095,0.008222,7.164868,0.020437,0.000713,9.590582,0.074061,0.008979,"Mechanism_3"
"406","Miconia expansa Gleason",5.678217,0.008786,3e-05,8.007325,0.24921,0.054812,7.155495,0.055129,0.004756,9.666173,0.242798,0.059862,"Mechanism_3"
"407","Miconia hymenanthera Triana",5.673497,0.00695,1.3e-05,7.621456,0.17525,0.023491,7.101744,0.029793,0.002038,9.502597,0.212319,0.025655,"Mechanism_3"
"408","Miconia intricata Triana",5.689865,0.003476,1.3e-05,8.077546,0.1182,0.023491,7.262489,0.052167,0.002038,10.027161,0.1249,0.025655,"Mechanism_3"
"409","Miconia jorgensenii Wurdack",5.661049,NA,9e-05,7.142827,NA,0.164437,7.057037,NA,0.014267,9.355479,NA,0.179585,"Mechanism_3"
"410","Miconia pichinchensis Benth.",5.654382,0.00595,3e-05,7.220506,0.161268,0.054812,7.035458,0.042892,0.004756,9.189472,0.095044,0.059862,"Mechanism_3"
"411","Miconia punctibullata M.E.Morales, Michelang. & F.González",5.657215,NA,9e-05,8.651549,NA,0.164437,7.103322,NA,0.014267,9.894749,NA,0.179585,"Mechanism_3"
"412","Miconia reflexipila Wurdack",5.671087,NA,9e-05,7.014814,NA,0.164437,7.213768,NA,0.014267,9.325364,NA,0.179585,"Mechanism_3"
"413","Miconia sarmentosa Cogn.",5.700443,0.000501,4.5e-05,7.930377,0.240091,0.082218,7.372031,0.0132,0.007133,9.827754,0.158281,0.089793,"Mechanism_3"
"414","Miconia stelligera Cogn.",5.69282,0.002774,7e-06,7.578726,0.092139,0.013703,7.183168,0.026952,0.001189,9.599675,0.110645,0.014965,"Mechanism_3"
"415","Miconia turgida Gleason",5.656383,0.00255,1.5e-05,7.39949,0.163344,0.027406,7.088028,0.024508,0.002378,9.468379,0.124387,0.029931,"Mechanism_3"
"416","Miconia urticoides Triana",5.675184,0.003747,1.8e-05,7.919638,0.081055,0.032887,7.25568,0.019478,0.002853,9.866532,0.044683,0.035917,"Mechanism_3"
"417","Pachyloma coriaceum DC.",5.694436,0.001172,7e-06,7.902576,0.069225,0.012649,7.189069,0.018095,0.001097,9.883035,0.068078,0.013814,"Mechanism_3"
"418","Fuchsia glazioviana Taub.",5.663481,NA,9e-05,7.742836,NA,0.164437,6.931472,NA,0.014267,9.751618,NA,0.179585,"Mechanism_3"
"419","Cnestidium rufescens Planch.",5.698505,0.000623,2e-06,7.704323,0.042034,0.004011,7.441182,0.014083,0.000357,9.508423,0.051458,0.00449,"Mechanism_3"
"420","Connarus incomptus Planch.",5.700159,0.001546,1.5e-05,7.43679,0.079893,0.027406,7.370691,0.018973,0.002378,9.360743,0.044846,0.029931,"Mechanism_3"
"421","Connarus marlenei Forero",5.703282,NA,9e-05,7.81682,NA,0.164437,7.196687,NA,0.014267,9.711116,NA,0.179585,"Mechanism_3"
"422","Piper castroanum Trel. & Yunck.",5.684202,0.004079,1.1e-05,7.903729,0.033696,0.020555,7.300556,0.030351,0.001783,9.895307,0.068613,0.022448,"Mechanism_3"
"423","Piper multiplinervium C.DC.",5.694753,0.001663,2e-06,7.945201,0.058008,0.003654,7.311394,0.023263,0.000317,9.823736,0.045336,0.003991,"Mechanism_3"
"424","Piper schwackei C.DC.",5.700125,0.000793,1e-05,7.60814,0.052223,0.018271,7.27424,0.021887,0.001585,9.582303,0.052862,0.019954,"Mechanism_3"
"425","Piper subsilvestre C.DC.",5.691967,0.005147,6e-06,7.356798,0.122634,0.010962,7.158384,0.011701,0.000951,9.549132,0.084507,0.011972,"Mechanism_3"
"426","Rhynchospora exaltata Kunth",5.691561,0.000691,1e-06,7.240659,0.026304,0.001175,7.309751,0.008035,0.000102,9.139568,0.0272,0.001283,"Mechanism_3"
"427","Scleria bracteata Cav.",5.69439,0.000775,1e-06,7.419605,0.02765,0.000951,7.369639,0.008005,8.3e-05,9.256793,0.028032,0.001044,"Mechanism_3"
"428","Scleria canescens Boeckeler",5.695078,0.000168,4.5e-05,7.694069,0.296508,0.082218,7.426531,0.005952,0.007133,9.446908,0.003236,0.089793,"Mechanism_3"
"429","Scleria flagellum-nigrorum P.J.Bergius",5.698296,0.000445,2e-06,7.783708,0.041117,0.004011,7.294847,0.023912,0.000348,9.699487,0.053234,0.00438,"Mechanism_3"
"430","Scleria skutchii M.T.Strong & J.R.Grant",5.702615,NA,9e-05,8.245647,NA,0.164437,7.459339,NA,0.014267,9.700759,NA,0.179585,"Mechanism_3"
"431","Scleria splitgerberiana Henrard ex Uittien",5.700499,0.000295,3e-05,7.314993,0.128294,0.054812,7.338864,0.033427,0.004756,9.394243,0.012973,0.059862,"Mechanism_3"
"432","Scleria stipitata Uittien",5.695805,0.001262,3e-05,8.042941,0.042639,0.054812,7.073425,0.011278,0.004756,10.178823,0.055157,0.059862,"Mechanism_3"
"433","Arthrostylidium chiribiquetense Londoño & L.G.Clark",5.693227,NA,9e-05,8.147867,NA,0.164437,7.189168,NA,0.014267,9.910612,NA,0.179585,"Mechanism_3"
"434","Arthrostylidium cubense Rupr.",5.697592,0.002093,3e-05,7.109146,0.100674,0.054812,7.436386,0.020624,0.004756,9.24423,0.116535,0.059862,"Mechanism_3"
"435","Arthrostylidium ecuadorense Judz. & L.G.Clark",5.657809,0.003345,2.2e-05,7.481041,0.267014,0.041109,6.99468,0.0949,0.003567,9.619685,0.135202,0.044896,"Mechanism_3"
"436","Arthrostylidium excelsum Griseb.",5.677599,0.006288,1.8e-05,7.59085,0.196542,0.032887,7.402322,0.034016,0.002853,9.120514,0.139975,0.035917,"Mechanism_3"
"437","Arthrostylidium fimbriatum Griseb.",5.694875,0.008407,4.5e-05,7.190495,0.420853,0.082218,7.350516,NA,0.014267,9.243678,NA,0.179585,"Mechanism_3"
"438","Arthrostylidium grandifolium Judz. & L.G.Clark",5.695805,0.001291,3e-05,7.983017,0.074596,0.054812,7.221981,0.028676,0.004756,9.884744,0.060738,0.059862,"Mechanism_3"
"439","Arthrostylidium judziewiczii Davidse",5.663828,NA,9e-05,8.108623,NA,0.164437,6.955593,NA,0.014267,10.335984,NA,0.179585,"Mechanism_3"
"440","Arthrostylidium multispicatum Pilg.",5.692216,NA,9e-05,7.26333,NA,0.164437,7.38461,NA,0.014267,9.545383,NA,0.179585,"Mechanism_3"
"441","Arthrostylidium pubescens Rupr.",5.682275,0.005028,9e-06,7.392258,0.126798,0.016444,7.346537,0.031028,0.001427,9.284587,0.118114,0.017959,"Mechanism_3"
"442","Arthrostylidium sarmentosum Pilg.",5.694742,0.000168,4.5e-05,7.6618,0.328777,0.082218,7.420878,0.000299,0.007133,9.456438,0.006294,0.089793,"Mechanism_3"
"443","Arthrostylidium scandens McClure",5.680793,0.006725,1.3e-05,8.078204,0.104947,0.023491,7.267584,0.046608,0.002038,9.824616,0.097184,0.025655,"Mechanism_3"
"444","Arthrostylidium youngianum L.G.Clark & Judz.",5.670483,0.005428,3e-05,7.904664,0.111547,0.054812,7.057095,0.076195,0.004756,9.774114,0.188781,0.059862,"Mechanism_3"
"445","Atractantha shepherdiana Santos-Gonç., Filg. & L.G.Clark",5.697261,NA,9e-05,7.113956,NA,0.164437,7.205635,NA,0.014267,9.105424,NA,0.179585,"Mechanism_3"
"446","Aulonemia bogotensis L.G.Clark, Londoño & M.Kobay.",5.64297,0.000531,4.5e-05,7.406784,0.168287,0.082218,7.02456,0.013346,0.007133,9.190213,0.126287,0.089793,"Mechanism_3"
"447","Aulonemia prolifera P.L.Viana & Filg.",5.680599,0.009262,3e-05,7.063758,0.39894,0.054812,7.224079,0.131858,0.004756,8.929411,0.418006,0.059862,"Mechanism_3"
"448","Aulonemia pumila L.G.Clark & Londoño",5.651787,0.000527,4.5e-05,7.227969,0.039556,0.082218,6.89332,0.041077,0.007133,9.809011,0.022282,0.089793,"Mechanism_3"
"449","Aulonemia soderstromii P.L.Viana, Filg. & Judz.",5.687129,0.003921,3e-05,7.02631,0.219741,0.054812,7.183742,0.046073,0.004756,8.899013,0.192062,0.059862,"Mechanism_3"
"450","Aulonemia xerophylla P.L.Viana & Filg.",5.689169,0.003721,4.5e-05,7.162216,0.18121,0.082218,7.357237,0.000957,0.007133,9.195021,0.070565,0.089793,"Mechanism_3"
"451","Aulonemia ximenae L.G.Clark, Judz. & C.D.Tyrrell",5.655529,0.001967,1.8e-05,7.484658,0.104883,0.032887,7.166116,0.04343,0.002853,9.168016,0.09198,0.035917,"Mechanism_3"
"452","Chusquea abietifolia Griseb.",5.689515,NA,9e-05,7.422374,NA,0.164437,7.405496,NA,0.014267,9.503831,NA,0.179585,"Mechanism_3"
"453","Chusquea albilanata L.G.Clark & Londoño",5.656577,0.007485,3e-05,7.383116,0.145761,0.054812,7.103095,0.05954,0.004756,9.250403,0.052583,0.059862,"Mechanism_3"
"454","Chusquea arachniformis L.G.Clark & Londoño",5.672464,NA,9e-05,8.153925,NA,0.164437,7.316548,NA,0.014267,9.865059,NA,0.179585,"Mechanism_3"
"455","Chusquea bahiana L.G.Clark",5.697261,NA,9e-05,7.473637,NA,0.164437,7.284821,NA,0.014267,9.440102,NA,0.179585,"Mechanism_3"
"456","Chusquea bradei L.G.Clark",5.686444,0.004802,3e-05,7.220253,0.131692,0.054812,7.170006,0.046403,0.004756,9.200659,0.121446,0.059862,"Mechanism_3"
"457","Chusquea capitata Nees",5.673349,0.002124,1.8e-05,7.360592,0.057735,0.032887,7.098327,0.0049,0.002853,9.447856,0.044656,0.035917,"Mechanism_3"
"458","Chusquea capituliflora Trin.",5.673268,0.004707,1.5e-05,7.444358,0.095381,0.027406,7.096819,0.024981,0.002378,9.477702,0.105363,0.029931,"Mechanism_3"
"459","Chusquea ciliatifolia A.C.Mota, Judz. & L.G.Clark",5.682729,NA,9e-05,7.559038,NA,0.164437,7.154615,NA,0.014267,9.43052,NA,0.179585,"Mechanism_3"
"460","Chusquea clemirae A.C.Mota, R.P.Oliveira & L.G.Clark",5.693227,NA,9e-05,7.285507,NA,0.164437,7.242798,NA,0.014267,9.032409,NA,0.179585,"Mechanism_3"
"461","Chusquea coronalis Soderstr. & C.E.Calderón",5.682874,0.00334,1e-05,7.294599,0.142795,0.018271,7.423119,0.026888,0.001585,9.281725,0.140437,0.019954,"Mechanism_3"
"462","Chusquea grandiflora L.G.Clark",5.67141,0.004846,1.3e-05,8.008724,0.093774,0.023491,7.21318,0.062086,0.002038,9.933248,0.097277,0.025655,"Mechanism_3"
"463","Chusquea latifolia L.G.Clark",5.673817,0.008224,1.1e-05,8.015842,0.144293,0.020555,7.205737,0.0541,0.001783,9.870372,0.128331,0.022448,"Mechanism_3"
"464","Chusquea lehmannii Pilg.",5.652004,0.004478,7e-06,7.360019,0.093576,0.012649,6.969839,0.040376,0.001097,9.473243,0.084567,0.013814,"Mechanism_3"
"465","Chusquea leptophylla Nees",5.667291,0.003127,1e-05,7.455297,0.051506,0.018271,7.073418,0.030824,0.001585,9.545395,0.058086,0.019954,"Mechanism_3"
