"","species","mean_temp","se_temp","within_sp_var_temp","mean_prec","se_prec","within_sp_var_prec","mean_pet","se_pet","within_sp_var_pet","mean_aridity","se_aridity","within_sp_var_aridity","Mechanism"
"11","Anthurium cataniapoense Croat",5.69843,0.001818,2.5e-05,7.874136,0.068394,0.038498,7.366263,0.050859,0.003382,9.648415,0.121235,0.034286,"Mechanism_4"
"12","Anthurium chrysolithos Croat & Oberle",5.685947,0.004581,5e-05,8.017157,0.10877,0.076997,7.330076,0.001639,0.006764,9.937311,0.028588,0.068571,"Mechanism_4"
"13","Anthurium coclense Croat",5.691698,0.004892,5e-05,8.052128,0.191943,0.076997,7.349798,0.037912,0.006764,9.958203,0.114943,0.068571,"Mechanism_4"
"14","Anthurium coripatense N.E.Br. ex Engl.",5.661114,0.002533,4e-06,7.045254,0.080128,0.006695,7.187923,0.02558,0.000588,9.00267,0.073937,0.005963,"Mechanism_4"
"15","Anthurium crassivenium Engl.",5.65876,0.008637,2.5e-05,7.333748,0.189099,0.038498,7.018499,0.082731,0.003382,9.6394,0.055146,0.034286,"Mechanism_4"
"16","Anthurium cucullispathum Croat",5.687038,0.00281,1.1e-05,8.202602,0.122704,0.01711,7.294572,0.02973,0.001691,9.975675,0.068408,0.017143,"Mechanism_4"
"17","Anthurium cupulispathum Croat & J.Rodr.",5.679664,0.005283,1.1e-05,7.231196,0.216357,0.01711,7.044724,0.040132,0.001503,9.325956,0.233262,0.015238,"Mechanism_4"
"18","Anthurium eminens Schott",5.69223,0.001094,1e-06,7.746165,0.050579,0.002053,7.166919,0.011625,0.000183,9.844302,0.044213,0.001853,"Mechanism_4"
"19","Anthurium erythrostachyum Croat",5.676925,NA,0.000101,8.170751,NA,0.153993,7.282074,NA,0.013528,9.587269,NA,0.137142,"Mechanism_4"
"20","Anthurium fendleri Schott",5.695358,0.001256,2e-06,7.717347,0.068661,0.003667,7.339766,0.017204,0.00033,9.523071,0.072841,0.003345,"Mechanism_4"
"21","Anthurium formosum Schott",5.68638,0.001944,2e-06,7.876247,0.082073,0.003581,7.244861,0.021097,0.000315,9.856149,0.06739,0.003189,"Mechanism_4"
"22","Anthurium friedrichsthalii Schott",5.693888,0.001779,3e-06,8.060898,0.069296,0.005133,7.343381,0.016166,0.000466,9.894687,0.057837,0.004729,"Mechanism_4"
"23","Anthurium gracilistipum Croat",5.676583,NA,0.000101,7.866722,NA,0.153993,7.126087,NA,0.013528,9.740557,NA,0.137142,"Mechanism_4"
"24","Anthurium grex-avium Madison",5.669949,0.003429,2.5e-05,7.277344,0.279041,0.038498,7.0876,0.048256,0.003382,9.32121,0.166799,0.034286,"Mechanism_4"
"25","Anthurium hacumense Engl.",5.692472,0.001965,9e-06,8.058843,0.083446,0.013999,7.366962,0.010746,0.00123,9.826456,0.044199,0.012467,"Mechanism_4"
"26","Anthurium humboldtianum Kunth",5.673764,0.004989,1.4e-05,7.191133,0.144066,0.021999,7.294347,0.027097,0.001933,8.95879,0.116196,0.019592,"Mechanism_4"
"27","Anthurium johnmackii Croat & Oberle",5.666946,NA,0.000101,7.692113,NA,0.153993,7.241366,NA,0.013528,9.725855,NA,0.137142,"Mechanism_4"
"28","Anthurium julianii G.S.Bunting",5.656151,0.005593,5e-05,7.406682,0.153919,0.076997,7.152359,0.046573,0.006764,9.079981,0.090162,0.068571,"Mechanism_4"
"29","Anthurium lancea Sodiro",5.674888,0.004312,1e-05,7.524094,0.170721,0.015399,7.068193,0.024479,0.001353,9.553977,0.152638,0.013714,"Mechanism_4"
"30","Anthurium lancifolium Schott",5.692657,0.002608,1e-05,8.10392,0.069929,0.015399,7.366825,0.019593,0.001353,9.850275,0.050351,0.013714,"Mechanism_4"
"31","Anthurium lehmannii Engl.",5.653791,0.002957,2.5e-05,7.460915,0.27584,0.038498,7.089576,0.007479,0.003382,9.349863,0.182395,0.034286,"Mechanism_4"
"32","Anthurium longicaudatum Engl.",5.679055,0.008007,2e-05,7.687572,0.335674,0.030799,7.048795,0.028882,0.002706,9.789346,0.177889,0.027428,"Mechanism_4"
"33","Anthurium longigeniculatum Engl.",5.669906,0.00418,1.3e-05,7.81043,0.203533,0.019249,7.111952,0.03913,0.001691,9.723763,0.122614,0.017143,"Mechanism_4"
"34","Anthurium longissimum Pittier",5.685626,0.006875,2e-05,7.33842,0.144646,0.030799,7.283918,0.059855,0.002706,9.336806,0.186414,0.027428,"Mechanism_4"
"35","Anthurium macarenense R.E.Schult. & Idrobo",5.662445,0.002878,1.1e-05,7.694118,0.094876,0.01711,7.109212,0.019964,0.001503,9.465636,0.108751,0.015238,"Mechanism_4"
"36","Anthurium membranaceum Sodiro",5.666286,0.004295,2e-05,7.694532,0.232438,0.030799,7.10509,0.016347,0.002706,9.471655,0.163302,0.027428,"Mechanism_4"
"37","Anthurium michelii Guillaumin",5.687895,0.001818,3e-06,7.89896,0.061157,0.004052,7.199967,0.026768,0.000376,9.893252,0.054152,0.00381,"Mechanism_4"
"38","Anthurium microspadix Schott",5.680442,0.001346,1e-06,7.705226,0.057564,0.002109,7.238438,0.018555,0.000185,9.620052,0.059055,0.001879,"Mechanism_4"
"39","Anthurium mindense Sodiro",5.679315,0.003614,6e-06,7.687057,0.119876,0.009058,7.061762,0.022734,0.000796,9.821651,0.123687,0.008067,"Mechanism_4"
"40","Anthurium monticola Engl.",5.702281,0.000334,5e-05,8.745606,0.053452,0.076997,7.231793,0.04338,0.006764,10.528697,0.261261,0.068571,"Mechanism_4"
"41","Anthurium multisulcatum Engl.",5.679319,NA,0.000101,7.083388,NA,0.153993,7.271704,NA,0.013528,9.471935,NA,0.137142,"Mechanism_4"
"42","Anthurium nigrescens Engl.",5.672714,0.002316,2e-06,7.579673,0.075258,0.003019,7.161033,0.016857,0.000265,9.564513,0.065,0.002689,"Mechanism_4"
"43","Anthurium nitidum Benth.",5.661049,NA,0.000101,7.491088,NA,0.153993,7.065613,NA,0.013528,9.726571,NA,0.137142,"Mechanism_4"
"44","Anthurium nymphaeifolium K.Koch & C.D.Bouché",5.678596,0.002767,3e-06,7.438137,0.078276,0.004666,7.267627,0.021471,0.00041,9.347725,0.079702,0.004156,"Mechanism_4"
"45","Anthurium oxybelium Schott",5.660574,0.002846,3e-06,7.345285,0.068221,0.003949,7.084372,0.019589,0.000347,9.429596,0.071638,0.003516,"Mechanism_4"
"46","Anthurium oxycarpum Poepp.",5.694567,0.000686,2e-06,7.788048,0.053428,0.0028,7.153943,0.01228,0.000246,9.894523,0.046818,0.002493,"Mechanism_4"
"47","Anthurium pallidicaudex Croat & M.M.Mora",5.69641,0.00286,2.5e-05,8.332011,0.19305,0.038498,7.305347,0.034604,0.004509,10.225511,0.121591,0.045714,"Mechanism_4"
"48","Anthurium panamense Croat",5.691441,0.004166,1.4e-05,8.308692,0.170509,0.021999,7.262932,0.046304,0.002255,10.245301,0.181449,0.022857,"Mechanism_4"
"49","Anthurium pendulifolium N.E.Br.",5.695756,0.00052,5e-06,7.91076,0.088729,0.007333,7.109678,0.016931,0.000644,9.99138,0.099802,0.006531,"Mechanism_4"
"50","Anthurium pluviaticum R.E.Schult.",5.70188,0.000477,2e-05,8.793662,0.043377,0.030799,7.256034,0.007807,0.002706,10.719624,0.030854,0.027428,"Mechanism_4"
"51","Anthurium polyschistum R.E.Schult. & Idrobo",5.692653,0.002218,6e-06,7.905111,0.091314,0.009058,7.094612,0.012427,0.000796,10.052464,0.066583,0.008067,"Mechanism_4"
"52","Anthurium pulchellum Engl.",5.66399,0.004238,9e-06,7.820773,0.119715,0.013999,7.105316,0.037396,0.00123,9.895215,0.105531,0.012467,"Mechanism_4"
"53","Anthurium pulverulentum Sodiro",5.681012,0.004738,1.1e-05,7.763279,0.16868,0.01711,7.055897,0.024152,0.001503,9.848077,0.117676,0.015238,"Mechanism_4"
"54","Anthurium ravenii Croat & R.A.Baker",5.694072,0.001779,7e-06,8.025146,0.059137,0.011,7.391743,0.015207,0.000966,9.772049,0.04742,0.009796,"Mechanism_4"
"55","Anthurium roraimense N.E.Br. ex Oliv.",5.682536,0.003062,8e-06,7.956212,0.077887,0.012833,7.293994,0.022247,0.001127,9.631315,0.062464,0.011429,"Mechanism_4"
"56","Anthurium rotundistigmatum Croat",5.690531,0.003559,8e-06,7.942583,0.138924,0.011846,7.359463,0.026234,0.001041,9.70837,0.137269,0.010549,"Mechanism_4"
"57","Anthurium sanguineum Engl.",5.661586,0.004265,6e-06,7.367783,0.081249,0.009625,7.045514,0.042194,0.000846,9.52319,0.078984,0.008571,"Mechanism_4"
"58","Anthurium sarmentosum Engl.",5.6666,NA,0.000101,7.81843,NA,0.153993,7.055313,NA,0.013528,9.855242,NA,0.137142,"Mechanism_4"
"59","Anthurium signatum K.Koch & L.Mathieu",5.688928,0.011685,3.4e-05,8.263487,0.414252,0.051331,7.257966,0.046049,0.004509,10.063681,0.404147,0.045714,"Mechanism_4"
"60","Anthurium smaragdinum G.S.Bunting",5.683379,0.007825,5e-05,7.324569,0.139941,0.076997,7.299802,0.044917,0.006764,9.042311,0.05374,0.068571,"Mechanism_4"
"61","Anthurium stipitatum Benth.",5.679017,0.00481,9e-06,7.958694,0.170811,0.013999,7.233258,0.031957,0.00123,9.867778,0.120302,0.012467,"Mechanism_4"
"62","Anthurium subaequans Croat & Oberle",5.669349,0.003112,2.5e-05,7.989743,0.108401,0.038498,7.269321,0.009029,0.003382,9.702037,0.017671,0.034286,"Mechanism_4"
"63","Anthurium subcoerulescens Engl.",5.690528,NA,0.000101,7.543803,NA,0.153993,6.959399,NA,0.013528,9.961285,NA,0.137142,"Mechanism_4"
"64","Anthurium subtrilobum Schott",5.686806,NA,0.000101,6.700731,NA,0.153993,7.372118,NA,0.013528,8.701845,NA,0.137142,"Mechanism_4"
"65","Anthurium tenerum Engl.",5.675508,0.005564,2.5e-05,7.541134,0.261306,0.038498,7.25154,0.037513,0.003382,9.428687,0.248144,0.034286,"Mechanism_4"
"66","Anthurium tonduzii Engl.",5.684967,0.002686,1.1e-05,7.972189,0.056146,0.01711,7.300015,0.029347,0.001503,9.971451,0.05529,0.015238,"Mechanism_4"
"67","Anthurium truncicola Engl.",5.683531,0.002009,5e-06,7.594569,0.126955,0.007333,7.112771,0.019548,0.000644,9.694306,0.125863,0.006531,"Mechanism_4"
"68","Anthurium uleanum Engl.",5.694674,0.000767,2e-06,7.919214,0.039967,0.00308,7.12313,0.008518,0.000271,9.953917,0.040614,0.002743,"Mechanism_4"
"69","Anthurium vallense Croat",5.691077,0.00319,1.4e-05,8.101391,0.16511,0.021999,7.249129,0.048883,0.001933,10.029469,0.143859,0.019592,"Mechanism_4"
"70","Anthurium variilobum Croat & M.M.Mora",5.699942,NA,0.000101,8.674026,NA,0.153993,7.301148,NA,0.013528,10.533295,NA,0.137142,"Mechanism_4"
"71","Anthurium vaupesianum Croat",5.695884,0.000356,1e-05,8.100729,0.029019,0.015399,7.115747,0.011952,0.001353,10.107841,0.025398,0.013714,"Mechanism_4"
"72","Anthurium versicolor Sodiro",5.686638,0.001899,3e-06,7.866076,0.113272,0.00531,7.134496,0.022313,0.000483,9.887481,0.092111,0.004898,"Mechanism_4"
"73","Heteropsis boliviana Rusby",5.689634,0.009973,5e-05,7.579926,0.022975,0.076997,7.344017,0.037485,0.006764,9.312726,0.108605,0.068571,"Mechanism_4"
"74","Heteropsis croatii M.L.Soares",5.698155,0.000269,1.7e-05,7.804177,0.060438,0.025666,7.108626,0.021146,0.002255,9.880573,0.067521,0.022857,"Mechanism_4"
"75","Heteropsis duckeana M.L.Soares",5.700108,0.001171,5e-05,7.664902,0.04126,0.076997,7.186901,0.000757,0.006764,9.546421,0.008289,0.068571,"Mechanism_4"
"76","Heteropsis ecuadorensis Sodiro",5.695992,0.000567,1.1e-05,7.736167,0.157369,0.01711,7.05704,0.015534,0.001503,9.969139,0.102102,0.015238,"Mechanism_4"
"77","Heteropsis linearis A.C.Sm.",5.697788,0.000501,1.4e-05,7.971135,0.040262,0.021999,7.134112,0.035416,0.001933,9.985171,0.058749,0.019592,"Mechanism_4"
"78","Heteropsis longispathacea Engl.",5.699436,0.00156,2.5e-05,7.702184,0.082765,0.038498,7.238896,0.082336,0.003382,9.577896,0.147288,0.034286,"Mechanism_4"
"79","Heteropsis macrophylla A.C.Sm.",5.696774,0.000848,1.1e-05,7.985998,0.114946,0.01711,7.131463,0.023143,0.001503,10.029685,0.092221,0.015238,"Mechanism_4"
"80","Heteropsis oblongifolia Kunth",5.696555,0.000467,1e-06,7.770646,0.043552,0.002109,7.256696,0.014418,0.000188,9.681827,0.038234,0.001905,"Mechanism_4"
"81","Heteropsis peruviana K.Krause",5.696626,0.000499,1.1e-05,7.754324,0.162188,0.01711,7.150892,0.026881,0.001503,9.777907,0.123767,0.015238,"Mechanism_4"
"82","Heteropsis reticulata Croat & M.L.Soares",5.698267,NA,0.000101,7.286876,NA,0.153993,7.284821,NA,0.013528,9.471088,NA,0.137142,"Mechanism_4"
"83","Heteropsis rigidifolia Engl.",5.684507,0.003797,1.7e-05,7.372504,0.084129,0.025666,7.158288,0.025622,0.002255,9.325053,0.100581,0.022857,"Mechanism_4"
"84","Heteropsis spruceana Schott",5.696349,0.000482,2e-06,7.930476,0.029221,0.00308,7.256302,0.015147,0.000271,9.8472,0.0336,0.002743,"Mechanism_4"
"85","Heteropsis steyermarkii G.S.Bunting",5.69714,0.000596,5e-06,7.96605,0.055496,0.0077,7.263697,0.023859,0.000676,9.900273,0.048065,0.006857,"Mechanism_4"
"86","Heteropsis tenuispadix G.S.Bunting",5.698028,0.000463,2e-06,7.682976,0.044128,0.002906,7.282341,0.013504,0.000255,9.652412,0.038676,0.002588,"Mechanism_4"
"87","Monstera acacoyaguensis Matuda",5.686806,NA,0.000101,7.684324,NA,0.153993,7.45008,NA,0.013528,9.529594,NA,0.137142,"Mechanism_4"
"88","Monstera acuminata K.Koch",5.693883,0.001248,3e-06,7.616653,0.048203,0.004278,7.447221,0.012968,0.000376,9.415469,0.040937,0.00381,"Mechanism_4"
"89","Monstera adansonii Schott",5.695725,0.000509,1e-06,7.573889,0.03157,0.000828,7.323069,0.010112,7.3e-05,9.46144,0.034217,0.000741,"Mechanism_4"
"90","Monstera aureopinnata Croat",5.695539,0.000684,4e-06,7.883592,0.053541,0.005703,7.132109,0.013651,0.000501,9.992005,0.049917,0.005079,"Mechanism_4"
"91","Monstera barrieri Croat, Moonen & Poncy",5.699607,NA,0.000101,8.105911,NA,0.153993,7.371489,NA,0.013528,9.853667,NA,0.137142,"Mechanism_4"
"92","Monstera buseyi Croat & Grayum",5.69072,0.003652,1.7e-05,8.101545,0.08431,0.025666,7.370255,0.014229,0.002255,9.894854,0.034729,0.022857,"Mechanism_4"
"93","Monstera epipremnoides Engl.",5.677346,0.002091,2.5e-05,7.967701,0.126454,0.038498,7.331222,0.036418,0.003382,9.681022,0.106297,0.034286,"Mechanism_4"
"94","Monstera glaucescens Croat & Grayum",5.699772,0.000885,1.7e-05,7.917074,0.110101,0.025666,7.44645,0.01442,0.002255,9.741882,0.10557,0.022857,"Mechanism_4"
"95","Monstera gracilis Engl.",5.69321,0.002174,1.3e-05,7.979446,0.076552,0.019249,7.256635,0.020388,0.001691,9.778788,0.036665,0.017143,"Mechanism_4"
"96","Monstera kessleri Croat",5.695913,0.002239,3.4e-05,7.461746,0.365219,0.051331,7.371182,0.039443,0.004509,9.463192,0.319849,0.045714,"Mechanism_4"
"97","Monstera lechleriana Schott",5.69049,0.001228,1e-06,7.608484,0.051494,0.001925,7.19482,0.015033,0.000171,9.67324,0.049255,0.001736,"Mechanism_4"
"98","Monstera lentii Croat & Grayum",5.68293,0.006045,2.5e-05,8.092996,0.08648,0.038498,7.272115,0.067307,0.003382,9.997282,0.06177,0.034286,"Mechanism_4"
"99","Monstera luteynii Madison",5.681366,NA,0.000101,7.881937,NA,0.153993,7.333676,NA,0.013528,10.02628,NA,0.137142,"Mechanism_4"
"100","Monstera maderaverde Grayum & Karney",5.685788,NA,0.000101,7.622664,NA,0.153993,7.441907,NA,0.013528,8.82188,NA,0.137142,"Mechanism_4"
"101","Monstera membranacea Madison",5.696743,0.005539,5e-05,8.077467,0.205774,0.076997,7.415768,0.004212,0.006764,9.762249,0.022399,0.068571,"Mechanism_4"
"102","Monstera minima Madison",5.703282,NA,0.000101,7.877776,NA,0.153993,7.438384,NA,0.013528,9.519808,NA,0.137142,"Mechanism_4"
"103","Monstera pinnatipartita Schott",5.694417,0.001043,2e-06,7.818256,0.053303,0.00261,7.273958,0.020266,0.000237,9.751952,0.045705,0.002406,"Mechanism_4"
"104","Monstera pittieri Engl.",5.69734,0.001607,9e-06,8.024482,0.094605,0.013999,7.396428,0.019927,0.00123,9.777929,0.05957,0.012467,"Mechanism_4"
"105","Monstera planadensis Croat",5.672973,0.00361,5e-05,7.939702,0.072979,0.076997,7.108915,0.017173,0.006764,9.617135,0.123422,0.068571,"Mechanism_4"
"106","Monstera praetermissa E.G.Gonç. & Temponi",5.694293,0.001279,5e-06,7.289143,0.058316,0.008105,7.23831,0.015677,0.000712,9.248869,0.05675,0.007218,"Mechanism_4"
"107","Monstera siltepecana Matuda",5.680186,0.004663,8e-06,7.736077,0.063032,0.011846,7.409848,0.019209,0.001041,9.415968,0.105693,0.010549,"Mechanism_4"
"108","Monstera tuberculata Lundell",5.693274,0.002144,5e-06,7.47661,0.082305,0.008105,7.461575,0.019337,0.000712,9.269968,0.11832,0.007218,"Mechanism_4"
"109","Monstera xanthospatha Madison",5.677564,0.00673,3.4e-05,7.366304,0.179926,0.051331,7.307837,0.005946,0.004509,9.487412,0.175225,0.045714,"Mechanism_4"
"110","Philodendron acreanum K.Krause",5.692697,0.002382,5e-06,7.692854,0.071695,0.008105,7.200193,0.020474,0.000712,9.724205,0.099031,0.007218,"Mechanism_4"
"111","Philodendron aemulum Schott",5.698267,0.001006,5e-05,7.705129,0.054485,0.076997,7.304312,0.020177,0.006764,9.52998,0.019757,0.068571,"Mechanism_4"
"112","Philodendron albisuccus Croat",5.678122,0.001197,5e-05,8.196518,0.025767,0.076997,7.3013,0.019227,0.006764,9.568681,0.018588,0.068571,"Mechanism_4"
"113","Philodendron alliodorum Croat & Grayum",5.692716,0.001692,3e-06,8.016609,0.066269,0.0044,7.241899,0.030974,0.000423,9.913755,0.063439,0.004286,"Mechanism_4"
"114","Philodendron amplisinum G.S.Bunting",5.705281,NA,0.000101,6.856462,NA,0.153993,7.56372,NA,0.013528,8.504716,NA,0.137142,"Mechanism_4"
"115","Philodendron ampullaceum G.S.Bunting",5.670398,NA,0.000101,7.510978,NA,0.153993,7.195937,NA,0.013528,9.103646,NA,0.137142,"Mechanism_4"
"116","Philodendron anaadu G.S.Bunting",5.687651,0.007682,3.4e-05,8.236724,0.205387,0.051331,7.310613,0.044395,0.004509,9.87641,0.064408,0.045714,"Mechanism_4"
"117","Philodendron angustilobum Croat & Grayum",5.681018,0.001965,2e-05,8.033127,0.126039,0.030799,7.31926,0.023791,0.002706,9.736925,0.080756,0.027428,"Mechanism_4"
"118","Philodendron anisotomum Schott",5.686404,0.001728,4e-06,7.637159,0.073409,0.00616,7.411295,0.020505,0.000541,9.461964,0.088522,0.005486,"Mechanism_4"
"119","Philodendron antonioanum Croat",5.690633,0.011314,5e-05,7.616512,0.366587,0.076997,7.381396,0.109692,0.006764,9.662074,0.381089,0.068571,"Mechanism_4"
"120","Philodendron applanatum G.M.Barroso",5.697405,0.000318,1.4e-05,7.971286,0.055145,0.021999,7.076303,0.008745,0.001933,10.046488,0.04722,0.019592,"Mechanism_4"
"121","Philodendron appunii G.S.Bunting",5.675897,NA,0.000101,6.755769,NA,0.153993,7.327123,NA,0.013528,8.581107,NA,0.137142,"Mechanism_4"
"122","Philodendron aristeguietae G.S.Bunting",5.694569,0.003028,5e-05,6.974721,0.127778,0.076997,7.486177,0.017664,0.006764,8.677903,0.135238,0.068571,"Mechanism_4"
"123","Philodendron asplundii Croat & M.L.Soares",5.69322,0.001241,3e-06,7.803404,0.068889,0.0044,7.120916,0.012929,0.000387,9.942858,0.051054,0.003918,"Mechanism_4"
"124","Philodendron atabapoense G.S.Bunting",5.695582,0.000672,5e-05,8.09556,0.103629,0.076997,7.279414,0.034473,0.006764,9.992308,0.101552,0.068571,"Mechanism_4"
"125","Philodendron aurantiifolium Schott",5.685229,0.003327,1e-05,8.111003,0.086417,0.015399,7.312058,0.048564,0.001503,9.940558,0.056859,0.015238,"Mechanism_4"
"126","Philodendron azulitense Croat",5.677267,NA,0.000101,7.199678,NA,0.153993,7.255591,NA,0.013528,9.059866,NA,0.137142,"Mechanism_4"
"127","Philodendron bakeri Croat & Grayum",5.69185,0.002694,1.1e-05,8.13686,0.065724,0.01711,7.378911,0.014049,0.001503,9.91776,0.051667,0.015238,"Mechanism_4"
"128","Philodendron bipennifolium Schott",5.698791,0.00094,1.4e-05,7.714264,0.114562,0.021999,7.348723,0.025367,0.001933,9.500236,0.121539,0.019592,"Mechanism_4"
"129","Philodendron borgesii G.S.Bunting",5.697223,0.008724,5e-05,7.646585,0.182648,0.076997,7.397309,0.141718,0.006764,9.261372,0.281074,0.068571,"Mechanism_4"
"130","Philodendron brandtianum K.Krause",5.692146,0.00173,3e-06,7.683065,0.067996,0.0044,7.187041,0.018651,0.000387,9.710938,0.059109,0.003918,"Mechanism_4"
"131","Philodendron brevispathum Schott",5.698798,0.000745,2e-06,7.779625,0.042955,0.002444,7.327728,0.015364,0.000218,9.641979,0.042836,0.002212,"Mechanism_4"
"132","Philodendron brunneicaule Croat & Grayum",5.687388,0.003922,1.3e-05,7.932912,0.124845,0.019249,7.252372,0.05195,0.001691,9.85506,0.144807,0.017143,"Mechanism_4"
"133","Philodendron buntingianum Croat",5.679259,0.010931,5e-05,7.48025,0.173719,0.076997,7.270877,0.030945,0.006764,9.168826,0.189158,0.068571,"Mechanism_4"
"134","Philodendron burgeri Grayum",5.703949,0.000333,5e-05,8.080791,0.341432,0.076997,7.477898,0.062723,0.006764,9.501697,0.264423,0.068571,"Mechanism_4"
"135","Philodendron burle-marxii G.M.Barroso",5.699134,0.001406,2e-05,7.785285,0.085364,0.030799,7.20005,0.064899,0.002706,9.811508,0.109439,0.027428,"Mechanism_4"
"136","Philodendron calatheifolium G.S.Bunting",5.690191,NA,0.000101,7.653969,NA,0.153993,7.301822,NA,0.013528,9.357984,NA,0.137142,"Mechanism_4"
"137","Philodendron carajasense E.G.Gonç. & A.J.Arruda",5.690191,NA,0.000101,7.686621,NA,0.153993,7.21008,NA,0.013528,9.562545,NA,0.137142,"Mechanism_4"
"138","Philodendron carinatum E.G.Gonç.",5.699607,0.000334,5e-05,7.97412,0.331117,0.076997,7.360706,0.008265,0.006764,9.770414,0.133174,0.068571,"Mechanism_4"
"139","Philodendron cataniapoense G.S.Bunting",5.697036,0.000444,8e-06,7.846717,0.090713,0.012833,7.165092,0.035661,0.001127,9.897682,0.074317,0.011429,"Mechanism_4"
"140","Philodendron chiriquense Croat",5.678975,0.00205,5e-05,7.9392,0.182577,0.076997,7.235945,0.028085,0.006764,10.079542,0.129553,0.068571,"Mechanism_4"
"141","Philodendron consanguineum Schott",5.700109,0.000837,5e-05,7.437848,0.072035,0.076997,7.494429,0.023635,0.006764,9.1343,0.163868,0.068571,"Mechanism_4"
"142","Philodendron copense Croat",5.693216,0.004716,5e-05,8.138827,0.150963,0.076997,7.354959,0.062621,0.006764,9.970599,0.115252,0.068571,"Mechanism_4"
"143","Philodendron correae Croat",5.681366,NA,0.000101,7.879291,NA,0.153993,7.192182,NA,0.013528,10.009198,NA,0.137142,"Mechanism_4"
"144","Philodendron cotonense Croat & Grayum",5.675897,NA,0.000101,8.159947,NA,0.153993,7.20786,NA,0.013528,10.019046,NA,0.137142,"Mechanism_4"
"145","Philodendron crassispathum Croat & Grayum",5.668664,0.002458,2.5e-05,8.204109,0.090868,0.038498,7.172329,0.078313,0.003382,10.065705,0.116532,0.034286,"Mechanism_4"
"146","Philodendron cremersii Croat & Grayum",5.699942,NA,0.000101,8.370316,NA,0.153993,7.341484,NA,0.013528,9.920246,NA,0.137142,"Mechanism_4"
"147","Philodendron cretosum Croat & Grayum",5.687911,0.005711,1.7e-05,7.88828,0.114852,0.025666,7.375976,0.035685,0.002255,9.706011,0.084491,0.022857,"Mechanism_4"
"148","Philodendron croatii Grayum",5.691599,0.006204,2e-05,8.209666,0.232051,0.030799,7.363607,0.06667,0.004509,9.5436,0.068794,0.045714,"Mechanism_4"
"149","Philodendron davidsei G.S.Bunting",5.701605,0.004009,5e-05,7.329858,0.259983,0.076997,7.332758,0.154976,0.006764,9.302037,0.014643,0.068571,"Mechanism_4"
"150","Philodendron deflexum Poepp. ex Schott",5.693411,0.00082,1e-06,7.774115,0.041129,0.001638,7.220483,0.012298,0.000144,9.768818,0.036624,0.001459,"Mechanism_4"
"151","Philodendron ecordatum Schott",5.696729,0.001627,9e-06,7.928462,0.044173,0.013999,7.358151,0.011672,0.00123,9.674362,0.06345,0.012467,"Mechanism_4"
"152","Philodendron effusilobum Croat",5.686119,0.004072,5e-05,6.890584,0.007121,0.076997,7.383984,0.035396,0.006764,8.695767,0.068286,0.068571,"Mechanism_4"
"153","Philodendron elaphoglossoides Schott",5.6985,0.000599,1e-05,7.925529,0.049236,0.015399,7.117377,0.016846,0.001353,9.968469,0.054311,0.013714,"Mechanism_4"
"154","Philodendron elegantulum Croat & Grayum",5.697261,NA,0.000101,7.987524,NA,0.153993,7.410952,NA,0.013528,9.633645,NA,0.137142,"Mechanism_4"
"155","Philodendron ensifolium Croat & Grayum",5.696771,0.001153,1.1e-05,8.16593,0.155272,0.01711,7.378282,0.022506,0.001691,9.958712,0.123429,0.017143,"Mechanism_4"
