"","species","mean_temp","se_temp","within_sp_var_temp","mean_prec","se_prec","within_sp_var_prec","mean_pet","se_pet","within_sp_var_pet","mean_aridity","se_aridity","within_sp_var_aridity","Mechanism"
"156","Philodendron ernestii Engl.",5.693425,0.001186,2e-06,7.710605,0.060981,0.002655,7.151406,0.011398,0.000233,9.855,0.053684,0.002365,"Mechanism_4"
"157","Philodendron exile G.S.Bunting",5.693261,0.002721,1e-05,8.001297,0.138962,0.015399,7.08392,0.011862,0.001353,10.09692,0.118955,0.013714,"Mechanism_4"
"158","Philodendron eximium Schott",5.685958,0.00017,5e-05,7.114832,0.428971,0.076997,7.22396,0.077188,0.006764,8.997149,0.351387,0.068571,"Mechanism_4"
"159","Philodendron ferrugineum Croat",5.69659,NA,0.000101,8.229511,NA,0.153993,7.380256,NA,0.013528,9.77713,NA,0.137142,"Mechanism_4"
"160","Philodendron findens Croat & Grayum",5.688051,0.002954,1.1e-05,8.002077,0.054725,0.01711,7.348646,0.021691,0.001503,9.861924,0.050395,0.015238,"Mechanism_4"
"161","Philodendron flumineum E.G.Gonç.",5.691986,0.002272,3.4e-05,7.347705,0.14703,0.051331,7.376933,0.01417,0.004509,9.203974,0.039466,0.045714,"Mechanism_4"
"162","Philodendron giganteum Schott",5.693875,0.00707,5e-05,7.493504,0.127691,0.076997,7.415309,0.102755,0.006764,9.212526,0.242094,0.068571,"Mechanism_4"
"163","Philodendron gigas Croat",5.697932,NA,0.000101,7.928406,NA,0.153993,7.398786,NA,0.013528,9.806426,NA,0.137142,"Mechanism_4"
"164","Philodendron goeldii G.M.Barroso",5.698488,0.000586,6e-06,7.871823,0.056518,0.008555,7.205169,0.022713,0.000752,9.919546,0.038913,0.007619,"Mechanism_4"
"165","Philodendron granulare Croat",5.699272,NA,0.000101,7.966933,NA,0.153993,7.418781,NA,0.013528,9.719685,NA,0.137142,"Mechanism_4"
"166","Philodendron grayumii Croat",5.679956,0.009558,5e-05,7.840362,0.169001,0.076997,7.223566,0.098284,0.006764,10.136307,0.051832,0.068571,"Mechanism_4"
"167","Philodendron guianense Croat & Grayum",5.698321,0.000884,1.7e-05,7.891075,0.142631,0.025666,7.369461,0.01351,0.002255,9.697039,0.105391,0.022857,"Mechanism_4"
"168","Philodendron guttiferum Kunth",5.695257,0.000895,3e-06,7.79183,0.052071,0.003949,7.230243,0.023265,0.000347,9.823626,0.051231,0.003516,"Mechanism_4"
"169","Philodendron hebetatum Croat",5.687247,0.002301,5e-06,8.062171,0.088411,0.0077,7.213322,0.0301,0.000712,9.97828,0.066843,0.007218,"Mechanism_4"
"170","Philodendron heleniae Croat",5.691483,0.002318,8e-06,8.155973,0.133768,0.011846,7.336437,0.024762,0.00123,9.883675,0.114702,0.012467,"Mechanism_4"
"171","Philodendron herbaceum Croat & Grayum",5.694062,0.001794,8e-06,8.141825,0.057345,0.011846,7.243379,0.055823,0.001041,9.945373,0.065542,0.010549,"Mechanism_4"
"172","Philodendron huaynacapacense Croat",5.692676,0.002687,1.4e-05,7.614048,0.119774,0.021999,7.306671,0.043495,0.001933,9.612871,0.107688,0.019592,"Mechanism_4"
"173","Philodendron immixtum Croat",5.701947,0.000883,3.4e-05,8.203311,0.256803,0.051331,7.425264,0.013708,0.006764,9.432517,0.114938,0.068571,"Mechanism_4"
"174","Philodendron inaequilaterum Liebm.",5.694201,0.00076,1e-06,7.720701,0.040097,0.00151,7.341363,0.015962,0.000135,9.60473,0.04604,0.001371,"Mechanism_4"
"175","Philodendron jacquinii Schott",5.695909,0.001203,2e-06,7.423699,0.054742,0.003019,7.479738,0.008831,0.000271,9.162011,0.055829,0.002743,"Mechanism_4"
"176","Philodendron jodavisianum G.S.Bunting",5.694089,0.002272,7e-06,8.055433,0.060648,0.010266,7.374281,0.020295,0.000966,9.872906,0.073839,0.009796,"Mechanism_4"
"177","Philodendron krauseanum Steyerm.",5.687774,0.009822,5e-05,7.971552,0.010182,0.076997,7.117055,0.052295,0.006764,10.035305,0.123948,0.068571,"Mechanism_4"
"178","Philodendron lazorii Croat",5.694207,0.007741,5e-05,8.003326,0.150887,0.076997,7.399305,0.044943,0.006764,9.615597,0.004001,0.068571,"Mechanism_4"
"179","Philodendron lechlerianum Schott",5.684071,0.003732,4e-06,7.67191,0.108464,0.006695,7.205683,0.029534,0.000588,9.635021,0.10547,0.005963,"Mechanism_4"
"180","Philodendron lentii Croat & Grayum",5.679197,0.002861,3.4e-05,7.910331,0.036676,0.051331,7.276392,0.039283,0.004509,9.921333,0.111643,0.045714,"Mechanism_4"
"181","Philodendron liesneri G.S.Bunting",5.696254,NA,0.000101,8.069029,NA,0.153993,7.241366,NA,0.013528,10.037581,NA,0.137142,"Mechanism_4"
"182","Philodendron ligulatum Schott",5.692193,0.002017,8e-06,7.995237,0.131725,0.012833,7.349837,0.017704,0.001127,9.846315,0.085049,0.011429,"Mechanism_4"
"183","Philodendron lindenii Schott",5.689047,0.003305,1.4e-05,7.208765,0.132831,0.021999,7.376652,0.034936,0.001933,8.962045,0.084037,0.019592,"Mechanism_4"
"184","Philodendron linnaei Kunth",5.697403,0.000488,1e-06,7.797971,0.029711,0.001791,7.260529,0.012939,0.000157,9.738141,0.031891,0.001595,"Mechanism_4"
"185","Philodendron longistilum K.Krause",5.697979,0.000482,1.4e-05,7.759328,0.113432,0.021999,7.137918,0.01669,0.001933,9.841116,0.083882,0.019592,"Mechanism_4"
"186","Philodendron macroglossum Schott",5.690972,0.002658,3.4e-05,7.039039,0.265507,0.051331,7.423521,0.015704,0.004509,8.788906,0.023434,0.045714,"Mechanism_4"
"187","Philodendron madronense Croat",5.699607,NA,0.000101,7.815611,NA,0.153993,7.41397,NA,0.013528,9.709478,NA,0.137142,"Mechanism_4"
"188","Philodendron mawarinumae G.S.Bunting",5.697344,0.000999,2.5e-05,7.692425,0.144418,0.038498,7.221581,0.057725,0.003382,9.787603,0.111838,0.034286,"Mechanism_4"
"189","Philodendron mayoi E.G.Gonç.",5.692373,0.002144,1.7e-05,7.177302,0.029305,0.025666,7.36093,0.009633,0.002255,9.171832,0.023628,0.022857,"Mechanism_4"
"190","Philodendron megalophyllum Schott",5.694587,0.000867,1e-06,7.654695,0.044533,0.001833,7.233462,0.013769,0.000161,9.652893,0.040668,0.001633,"Mechanism_4"
"191","Philodendron mexicanum Engl.",5.68829,0.003351,9e-06,7.595685,0.095702,0.013999,7.453057,0.013962,0.00123,9.353535,0.129419,0.012467,"Mechanism_4"
"192","Philodendron micranthum Poepp. ex Schott",5.695388,0.00083,6e-06,7.931258,0.103192,0.009625,7.111419,0.020374,0.000846,10.040687,0.076774,0.008571,"Mechanism_4"
"193","Philodendron millerianum Nadruz & Sakur.",5.678636,NA,0.000101,7.21008,NA,0.153993,7.050989,NA,0.013528,9.353661,NA,0.137142,"Mechanism_4"
"194","Philodendron multinervum G.S.Bunting",5.687145,NA,0.000101,7.534763,NA,0.153993,7.296413,NA,0.013528,9.914872,NA,0.137142,"Mechanism_4"
"195","Philodendron myrmecophilum Engl.",5.700535,0.000435,6e-06,7.57742,0.059546,0.008555,7.309642,0.021835,0.000752,9.516411,0.072219,0.007619,"Mechanism_4"
"196","Philodendron obliquifolium Engl.",5.675897,NA,0.000101,7.277248,NA,0.153993,7.056175,NA,0.013528,9.346182,NA,0.137142,"Mechanism_4"
"197","Philodendron opacum Croat & Grayum",5.696462,0.001503,7e-06,8.07021,0.086492,0.010266,7.362851,0.025874,0.000966,9.86829,0.10617,0.009796,"Mechanism_4"
"198","Philodendron orionis G.S.Bunting",5.683041,0.007487,5e-05,7.202152,0.068857,0.076997,7.325396,0.012842,0.006764,8.966023,0.179566,0.068571,"Mechanism_4"
"199","Philodendron ornatum Schott",5.691001,0.001021,1e-06,7.672663,0.045841,0.001638,7.255103,0.012576,0.000144,9.606694,0.044771,0.001459,"Mechanism_4"
"200","Philodendron peperomioides G.S.Bunting",5.690528,NA,0.000101,7.922624,NA,0.153993,7.431892,NA,0.013528,9.500769,NA,0.137142,"Mechanism_4"
"201","Philodendron phlebodes G.S.Bunting",5.697931,0.000844,3.4e-05,8.061276,0.144842,0.051331,7.249568,0.062553,0.004509,10.008336,0.152953,0.045714,"Mechanism_4"
"202","Philodendron placidum Schott",5.695828,0.001292,1.3e-05,7.827699,0.116983,0.019249,7.349061,0.009701,0.001691,9.581008,0.098874,0.017143,"Mechanism_4"
"203","Philodendron platypetiolatum Madison",5.695963,0.002339,8e-06,8.155418,0.10222,0.011846,7.365273,0.0309,0.001127,9.938431,0.126434,0.011429,"Mechanism_4"
"204","Philodendron pogonocaule Madison",5.679689,0.014136,3.4e-05,7.472958,0.243593,0.051331,7.072306,0.059769,0.004509,9.640683,0.321216,0.045714,"Mechanism_4"
"205","Philodendron popenoei Standl. & Steyerm.",5.697919,0.002243,1.7e-05,7.910089,0.144332,0.025666,7.452675,0.025013,0.002255,9.551259,0.166081,0.022857,"Mechanism_4"
"206","Philodendron pseudauriculatum Croat",5.69587,0.00191,9e-06,7.883153,0.092018,0.013999,7.384209,0.018061,0.001503,9.720546,0.054021,0.015238,"Mechanism_4"
"207","Philodendron pteropus Mart. ex Engl.",5.69533,0.000211,2.5e-05,8.114401,0.077918,0.038498,7.126107,0.044052,0.003382,10.156403,0.094206,0.034286,"Mechanism_4"
"208","Philodendron pulchellum Engl.",5.695471,0.004296,2.5e-05,7.822262,0.122136,0.038498,7.235654,0.061344,0.003382,9.626462,0.064906,0.034286,"Mechanism_4"
"209","Philodendron pulchrum G.M.Barroso",5.692462,0.001807,2e-06,7.962314,0.058358,0.003581,7.155119,0.017442,0.000315,9.986935,0.046251,0.003189,"Mechanism_4"
"210","Philodendron purpureoviride Engl.",5.691428,0.002426,8e-06,8.065128,0.041483,0.011846,7.358126,0.023509,0.001041,9.84614,0.045287,0.010549,"Mechanism_4"
"211","Philodendron quinquelobum K.Krause",5.698061,0.000887,7e-06,7.61944,0.059,0.010266,7.240642,0.020172,0.000902,9.620415,0.056466,0.009143,"Mechanism_4"
"212","Philodendron radiatum Schott",5.695243,0.00114,2e-06,7.631917,0.052796,0.003143,7.448217,0.008982,0.000282,9.415108,0.058644,0.002857,"Mechanism_4"
"213","Philodendron rayanum Croat & Grayum",5.694492,0.003349,1.1e-05,8.003578,0.112492,0.01711,7.354867,0.028356,0.001691,9.703828,0.065301,0.017143,"Mechanism_4"
"214","Philodendron rhodoaxis G.S.Bunting",5.698765,0.003183,5e-05,8.009564,0.134825,0.076997,7.43897,0.001764,0.006764,9.828082,0.004071,0.068571,"Mechanism_4"
"215","Philodendron rigidifolium K.Krause",5.697249,0.002448,2e-05,8.292028,0.096181,0.030799,7.405528,0.012899,0.002706,9.853672,0.054988,0.027428,"Mechanism_4"
"216","Philodendron rojasianum Standl. & Steyerm.",5.682395,0.007256,2.5e-05,7.93955,0.062026,0.038498,7.36538,0.049684,0.003382,9.771017,0.218399,0.034286,"Mechanism_4"
"217","Philodendron roseopetiolatum Nadruz & Mayo",5.687968,0.006942,5e-05,7.404294,0.024039,0.076997,7.157618,0.070045,0.006764,9.26164,0.214289,0.068571,"Mechanism_4"
"218","Philodendron rudgeanum Schott",5.696284,0.000877,2e-06,7.619185,0.047767,0.0035,7.329008,0.015135,0.000307,9.441897,0.054758,0.003117,"Mechanism_4"
"219","Philodendron ruthianum Nadruz",5.697261,NA,0.000101,7.142037,NA,0.153993,7.212294,NA,0.013528,9.101641,NA,0.137142,"Mechanism_4"
"220","Philodendron sagittifolium Liebm.",5.688042,0.001461,2e-06,7.846615,0.049546,0.002567,7.367094,0.013501,0.000237,9.553539,0.05311,0.002406,"Mechanism_4"
"221","Philodendron scalarinerve Croat & Grayum",5.688521,0.003738,5e-06,8.144152,0.119862,0.0077,7.184542,0.042492,0.000712,10.133072,0.107208,0.007218,"Mechanism_4"
"222","Philodendron schottii K.Koch",5.697253,0.001683,1.4e-05,7.936308,0.139258,0.021999,7.419194,0.009535,0.001933,9.770625,0.047603,0.019592,"Mechanism_4"
"223","Philodendron scitulum G.S.Bunting",5.670053,NA,0.000101,7.949797,NA,0.153993,7.183112,NA,0.013528,9.987783,NA,0.137142,"Mechanism_4"
"224","Philodendron seguine Schott",5.687686,0.002435,1.1e-05,7.752816,0.109433,0.01711,7.403818,0.030739,0.001503,9.365862,0.160593,0.015238,"Mechanism_4"
"225","Philodendron simulans G.S.Bunting",5.670053,NA,0.000101,8.115222,NA,0.153993,7.196687,NA,0.013528,10.002337,NA,0.137142,"Mechanism_4"
"226","Philodendron smithii Engl.",5.690818,0.00254,5e-06,7.717174,0.061587,0.007333,7.443845,0.01416,0.000644,9.479296,0.059897,0.006531,"Mechanism_4"
"227","Philodendron sonderianum Schott",5.687214,0.003182,2.5e-05,7.373047,0.030933,0.038498,7.305344,0.031874,0.003382,9.240801,0.052429,0.034286,"Mechanism_4"
"228","Philodendron squamicaule Croat & Grayum",5.693426,0.003204,1.7e-05,8.23319,0.226714,0.025666,7.208883,0.05679,0.002255,10.180465,0.149698,0.022857,"Mechanism_4"
"229","Philodendron squamipetiolatum Croat",5.697553,0.001499,1e-05,8.335569,0.197086,0.015399,7.183012,0.05086,0.001353,10.271663,0.163913,0.013714,"Mechanism_4"
"230","Philodendron standleyi Grayum",5.681074,0.001991,6e-06,7.912374,0.080218,0.009058,7.396746,0.014969,0.000796,9.585106,0.09815,0.008067,"Mechanism_4"
"231","Philodendron straminicaule Croat",5.689046,0.005533,2.5e-05,7.740749,0.167771,0.038498,7.348837,0.066376,0.003382,9.696569,0.199526,0.034286,"Mechanism_4"
"232","Philodendron strictum G.S.Bunting",5.683916,0.002185,5e-06,8.092513,0.097198,0.007,7.262691,0.018898,0.000644,9.886555,0.072651,0.006531,"Mechanism_4"
"233","Philodendron sulcatum K.Krause",5.68898,0.002167,4e-06,7.884692,0.110071,0.0055,7.197981,0.028805,0.000501,9.876865,0.105744,0.005079,"Mechanism_4"
"234","Philodendron tatei K.Krause",5.686806,NA,0.000101,7.848543,NA,0.153993,7.297091,NA,0.013528,9.611195,NA,0.137142,"Mechanism_4"
"235","Philodendron tenue K.Koch & Augustin",5.69025,0.001465,2e-06,7.663754,0.085281,0.003143,7.28515,0.023075,0.000282,9.508653,0.083679,0.002857,"Mechanism_4"
"236","Philodendron tortum M.L.Soares & Mayo",5.699185,0.000805,8e-06,7.700777,0.047701,0.012833,7.202468,0.020859,0.001127,9.630267,0.060507,0.011429,"Mechanism_4"
"237","Philodendron toshibai M.L.Soares & Mayo",5.698602,NA,0.000101,8.144679,NA,0.153993,7.21891,NA,0.013528,10.162268,NA,0.137142,"Mechanism_4"
"238","Philodendron trujilloi G.S.Bunting",5.693764,0.002473,1.1e-05,7.331742,0.090658,0.01711,7.384836,0.025139,0.001503,9.057191,0.090758,0.015238,"Mechanism_4"
"239","Philodendron tuerckheimii Grayum",5.68311,0.002665,4e-06,7.810997,0.078697,0.006695,7.29866,0.024526,0.000588,9.583146,0.087261,0.005963,"Mechanism_4"
"240","Philodendron tysonii Croat",5.687184,0.005521,2.5e-05,7.998351,0.02987,0.038498,7.309898,0.05066,0.003382,9.827032,0.188518,0.034286,"Mechanism_4"
"241","Philodendron uleanum Engl.",5.694147,0.001964,1.1e-05,7.806299,0.134371,0.01711,7.155479,0.028844,0.001503,9.932125,0.141776,0.015238,"Mechanism_4"
"242","Philodendron utleyanum Croat",5.698602,NA,0.000101,8.093157,NA,0.153993,7.424762,NA,0.013528,9.650271,NA,0.137142,"Mechanism_4"
"243","Philodendron vargealtense Sakur.",5.683377,0.005731,3.4e-05,7.188591,0.075464,0.051331,7.121319,0.053781,0.004509,9.297088,0.11137,0.045714,"Mechanism_4"
"244","Philodendron victoriae G.S.Bunting",5.692849,0.009099,5e-05,7.501242,0.04942,0.076997,7.380208,0.114778,0.006764,9.255169,0.092234,0.068571,"Mechanism_4"
"245","Philodendron wadedavisii Croat",5.694234,0.001855,3.4e-05,8.072875,0.047525,0.051331,7.117724,0.004686,0.004509,10.054053,0.038883,0.045714,"Mechanism_4"
"246","Philodendron warszewiczii K.Koch & C.D.Bouché",5.690606,0.002026,6e-06,7.084809,0.054788,0.008555,7.490023,0.014232,0.000752,8.816535,0.081886,0.007619,"Mechanism_4"
"247","Philodendron wilburii Croat & Grayum",5.688799,0.006247,3.4e-05,8.261143,0.153834,0.051331,7.381242,0.01616,0.004509,9.826051,0.088904,0.045714,"Mechanism_4"
"248","Philodendron wurdackii G.S.Bunting",5.693763,0.000989,4e-06,7.989706,0.052771,0.005703,7.141034,0.019448,0.000501,10.068127,0.065622,0.005079,"Mechanism_4"
"249","Philodendron zhuanum Croat",5.701947,NA,0.000101,7.249926,NA,0.153993,7.491088,NA,0.013528,9.280985,NA,0.137142,"Mechanism_4"
"250","Rhodospatha badilloi G.S.Bunting",5.675859,0.006211,3.4e-05,7.251816,0.126217,0.051331,7.23366,0.006013,0.004509,9.134193,0.061846,0.045714,"Mechanism_4"
"251","Rhodospatha bolivarana G.S.Bunting",5.695918,0.000672,5e-05,7.794879,0.156681,0.076997,7.291075,0.103418,0.006764,9.904948,0.101502,0.068571,"Mechanism_4"
"252","Rhodospatha brachypoda G.S.Bunting",5.689578,0.002399,5e-06,8.038415,0.075269,0.0077,7.122628,0.018086,0.000676,9.985619,0.087723,0.006857,"Mechanism_4"
"253","Rhodospatha guasareensis G.S.Bunting",5.675554,NA,0.000101,7.133296,NA,0.153993,7.312553,NA,0.013528,9.145588,NA,0.137142,"Mechanism_4"
"254","Rhodospatha pellucida Croat & Grayum",5.695275,0.003291,1.7e-05,8.081145,0.120644,0.025666,7.383287,0.04458,0.002255,9.957398,0.074851,0.022857,"Mechanism_4"
"255","Rhodospatha venosa Gleason",5.696247,0.000715,3e-06,7.895998,0.044289,0.004968,7.293771,0.019411,0.000436,9.789512,0.044053,0.004424,"Mechanism_4"
"256","Rhodospatha wendlandii Schott",5.69196,0.001761,2e-06,7.996579,0.052774,0.003667,7.375898,0.019167,0.000322,9.809215,0.058743,0.003265,"Mechanism_4"
"257","Stenospermation allenii L.D.Gómez & Croat",5.689345,0.000507,5e-05,7.967063,0.09537,0.076997,7.366103,0.007272,0.006764,9.79092,0.039244,0.068571,"Mechanism_4"
"258","Stenospermation angustifolium Hemsl.",5.691484,0.00164,2e-06,8.093369,0.05601,0.0035,7.343668,0.016,0.000315,9.820394,0.051419,0.003189,"Mechanism_4"
"259","Stenospermation flavescens Engl.",5.68357,0.004702,2e-05,7.211973,0.326805,0.030799,7.190788,0.055646,0.002706,9.534654,0.271061,0.027428,"Mechanism_4"
"260","Stenospermation sessile Engl.",5.68213,0.003315,8e-06,8.055492,0.060772,0.012833,7.288956,0.03929,0.001127,9.895932,0.061209,0.011429,"Mechanism_4"
"261","Stenospermation spruceanum Schott",5.688472,0.001906,3e-06,8.042524,0.06713,0.00531,7.230488,0.016902,0.000466,9.998852,0.057522,0.004729,"Mechanism_4"
"262","Syngonium angustatum Schott",5.696788,0.000926,2e-06,7.631129,0.054201,0.002961,7.446095,0.009174,0.000265,9.396449,0.054568,0.002689,"Mechanism_4"
"263","Syngonium chiapense Matuda",5.690858,0.00279,9e-06,7.671843,0.111109,0.013999,7.443819,0.01807,0.00123,9.461141,0.115785,0.012467,"Mechanism_4"
"264","Syngonium erythrophyllum Birdsey ex G.S.Bunting",5.697594,0.001062,2e-05,8.269043,0.203799,0.030799,7.342824,0.03945,0.002706,9.97832,0.228418,0.027428,"Mechanism_4"
"265","Syngonium hastifolium Engl.",5.69335,0.004837,1.4e-05,7.664176,0.089431,0.021999,7.164449,0.02659,0.001933,9.750881,0.117624,0.019592,"Mechanism_4"
"266","Syngonium hoffmannii Schott",5.686889,0.002731,7e-06,8.041699,0.052509,0.010266,7.341174,0.026397,0.000902,9.846359,0.057599,0.009143,"Mechanism_4"
"267","Syngonium laterinervium Croat",5.700945,NA,0.000101,8.293049,NA,0.153993,7.375256,NA,0.013528,9.944294,NA,0.137142,"Mechanism_4"
"268","Syngonium llanoense Croat",5.691903,0.009378,3.4e-05,8.406735,0.172267,0.051331,7.29194,0.108069,0.006764,9.745807,0.186219,0.068571,"Mechanism_4"
"269","Syngonium macrophyllum Engl.",5.691364,0.001261,2e-06,7.759986,0.062641,0.002444,7.342706,0.018609,0.000218,9.573815,0.064235,0.002212,"Mechanism_4"
"270","Syngonium mauroanum Birdsey ex G.S.Bunting",5.699436,0.001676,2.5e-05,7.680727,0.058554,0.038498,7.443199,0.014573,0.003382,9.677502,0.104734,0.034286,"Mechanism_4"
"271","Syngonium salvadorense Schott",5.693125,0.004295,1.7e-05,7.493572,0.117168,0.025666,7.494207,0.028277,0.002255,9.179601,0.152017,0.022857,"Mechanism_4"
"272","Syngonium steyermarkii Croat",5.68409,NA,0.000101,7.893945,NA,0.153993,7.443664,NA,0.013528,9.906084,NA,0.137142,"Mechanism_4"
"273","Syngonium triphyllum Birdsey ex Croat",5.694846,0.003417,8e-06,8.079556,0.066841,0.012833,7.394855,0.019902,0.001127,9.892468,0.051354,0.011429,"Mechanism_4"
"274","Syngonium yurimaguense Engl.",5.695613,0.000632,2e-06,7.74632,0.047656,0.00275,7.199845,0.015511,0.000242,9.791003,0.049033,0.002449,"Mechanism_4"
"275","Aganisia fimbriata Rchb.f.",5.697956,0.000582,8e-06,7.807732,0.088644,0.011846,7.160531,0.025341,0.001041,9.866931,0.06958,0.010549,"Mechanism_4"
"276","Aganisia pulchella Lindl.",5.697668,0.000868,1.1e-05,7.78326,0.084158,0.01711,7.338829,0.038256,0.001503,9.567058,0.104292,0.015238,"Mechanism_4"
"277","Vanilla appendiculata Rolfe",5.698825,0.000805,3.4e-05,7.533142,0.053176,0.051331,7.245121,0.023071,0.004509,9.606376,0.108746,0.045714,"Mechanism_4"
"278","Vanilla barbellata Rchb.f.",5.695439,0.002073,2e-05,7.259945,0.097319,0.030799,7.447844,0.029689,0.002706,9.025314,0.153799,0.027428,"Mechanism_4"
"279","Vanilla bicolor Lindl.",5.69333,0.001307,8e-06,8.107444,0.090358,0.012833,7.212453,0.025071,0.001127,9.959826,0.083774,0.011429,"Mechanism_4"
"280","Vanilla calyculata Schltr.",5.691651,0.001623,3.4e-05,7.315632,0.078068,0.051331,7.315359,0.009041,0.004509,9.2864,0.079166,0.045714,"Mechanism_4"
"281","Vanilla chamissonis Klotzsch",5.693302,0.001717,6e-06,7.127173,0.075239,0.009058,7.289741,0.022818,0.000846,9.035251,0.064105,0.008571,"Mechanism_4"
"282","Vanilla claviculata Sw.",5.703949,NA,0.000101,6.990257,NA,0.153993,7.542744,NA,0.013528,8.504311,NA,0.137142,"Mechanism_4"
"283","Vanilla columbiana Rolfe",5.697482,0.001647,3.4e-05,8.492282,0.281125,0.051331,7.285157,0.061223,0.004509,10.231688,0.327901,0.045714,"Mechanism_4"
"284","Vanilla cristagalli Hoehne",5.697932,0,5e-05,7.637513,0.326295,0.076997,7.190373,0.101964,0.006764,9.741832,0.271361,0.068571,"Mechanism_4"
"285","Vanilla dilloniana Correll",5.696758,0.000503,5e-05,7.126062,0.089914,0.076997,7.52222,0.030017,0.006764,8.900081,0.095456,0.068571,"Mechanism_4"
"286","Vanilla dressleri Soto Arenas",5.696696,0.002527,3.4e-05,8.102112,0.260577,0.051331,7.400927,0.05614,0.004509,9.868542,0.192715,0.045714,"Mechanism_4"
"287","Vanilla hamata Klotzsch",5.700443,0.000501,5e-05,7.383043,0.090026,0.076997,7.27894,0.059298,0.006764,9.364111,0.132009,0.068571,"Mechanism_4"
"288","Vanilla hartii Rolfe",5.695649,0.003424,2.5e-05,8.152261,0.114853,0.038498,7.377812,0.008296,0.003382,9.861846,0.048191,0.034286,"Mechanism_4"
"289","Vanilla helleri A.D.Hawkes",5.697932,NA,0.000101,7.889459,NA,0.153993,7.455298,NA,0.013528,9.639847,NA,0.137142,"Mechanism_4"
"290","Vanilla inodora Schiede",5.690943,0.002589,7e-06,7.67305,0.085866,0.011,7.411918,0.023114,0.000966,9.527319,0.061038,0.009796,"Mechanism_4"
"291","Vanilla insignis Ames",5.697373,0.000112,3.4e-05,7.420806,0.268104,0.051331,7.480475,0.011903,0.004509,9.086631,0.333976,0.045714,"Mechanism_4"
"292","Vanilla methonica Rchb.f. & Warsz.",5.697484,0.000994,3.4e-05,7.577323,0.236503,0.051331,7.14909,0.068216,0.004509,9.949073,0.207564,0.045714,"Mechanism_4"
"293","Vanilla odorata C.Presl",5.695762,0.000887,3e-06,7.555113,0.073158,0.004052,7.308991,0.025011,0.000356,9.508364,0.078375,0.003609,"Mechanism_4"
"294","Vanilla organensis Rolfe",5.698267,NA,0.000101,8.1545,NA,0.153993,7.232733,NA,0.013528,10.099589,NA,0.137142,"Mechanism_4"
"295","Vanilla ovata Rolfe",5.698267,NA,0.000101,8.037543,NA,0.153993,7.36897,NA,0.013528,9.876116,NA,0.137142,"Mechanism_4"
"296","Vanilla penicillata Garay & Dunst.",5.695245,0.000846,3.4e-05,8.031482,0.046854,0.051331,7.247282,0.037966,0.004509,9.948042,0.083678,0.045714,"Mechanism_4"
"297","Vanilla phaeantha Rchb.f.",5.697191,0.001173,2e-05,7.271373,0.07421,0.030799,7.507197,0.017342,0.002706,8.921092,0.048579,0.027428,"Mechanism_4"
"298","Vanilla poitaei Rchb.f.",5.697924,0.002005,2e-05,7.268644,0.106954,0.030799,7.489985,0.032598,0.002706,9.00646,0.056124,0.027428,"Mechanism_4"
"299","Vanilla ribeiroi Hoehne",5.697261,NA,0.000101,7.499977,NA,0.153993,7.288244,NA,0.013528,9.452737,NA,0.137142,"Mechanism_4"
"300","Vanilla schwackeana Hoehne",5.701613,NA,0.000101,7.648263,NA,0.153993,7.409136,NA,0.013528,9.24754,NA,0.137142,"Mechanism_4"
"301","Vanilla sprucei Rolfe",5.694235,0.001268,2.5e-05,8.125108,0.045019,0.038498,7.112046,0.007189,0.003382,10.117726,0.027866,0.034286,"Mechanism_4"
"302","Vanilla trigonocarpa Hoehne",5.695109,0.001206,2e-05,8.052637,0.027895,0.030799,7.100665,0.003323,0.002706,10.140069,0.061612,0.027428,"Mechanism_4"
"303","Dresslerothamnus peperomioides H.Rob.",5.681366,NA,0.000101,7.879291,NA,0.153993,7.230563,NA,0.013528,10.136265,NA,0.137142,"Mechanism_4"
"304","Tuberostylis rhizophorae Steetz",5.694674,0.003419,3.4e-05,7.972029,0.412498,0.051331,7.328929,0.01283,0.004509,9.901418,0.386315,0.045714,"Mechanism_4"
"305","Burmeistera aspera E.Wimm.",5.642891,0.004498,3.4e-05,7.361879,0.11629,0.051331,6.801729,0.037748,0.004509,9.560026,0.018298,0.045714,"Mechanism_4"
"306","Burmeistera microphylla Donn.Sm.",5.681574,0.003817,1e-05,7.988148,0.030799,0.015399,7.292853,0.039665,0.001353,9.934691,0.048128,0.013714,"Mechanism_4"
"307","Lobelia rotundifolia Juss. ex A.DC.",5.653015,NA,0.000101,7.191429,NA,0.153993,7.224025,NA,0.013528,9.434843,NA,0.137142,"Mechanism_4"
"308","Selenicereus vagans Britton & Rose",5.695561,0.002899,1.7e-05,7.22978,0.261282,0.025666,7.493855,0.013852,0.002255,8.950105,0.319014,0.022857,"Mechanism_4"
"309","Stellaria cuspidata Willd. ex Schltdl.",5.663384,0.00294,3e-06,7.137074,0.071349,0.00531,7.417815,0.01509,0.000466,8.85202,0.06857,0.004729,"Mechanism_4"
"310","Hydrangea asterolasia Diels",5.667879,0.007373,1.3e-05,7.945745,0.135832,0.019249,7.218657,0.063175,0.001691,9.792074,0.076257,0.017143,"Mechanism_4"
"311","Hydrangea steyermarkii Standl.",5.679179,0.001859,1.3e-05,7.806042,0.095915,0.019249,7.358212,0.025847,0.001691,9.506884,0.146779,0.017143,"Mechanism_4"
