"Family","Genus","Species","CM","taxized_names"
"Acanthaceae","Aphelandra","Aphelandra tomentosa",3,"Aphelandra tomentosa Lindau"
"Acanthaceae","Dasytropis","Dasytropis fragilis",3,"Dasytropis fragilis Urb."
"Acanthaceae","Dicliptera","Dicliptera purpurascens",3,"Dicliptera purpurascens Wassh. & J.R.I.Wood"
"Acanthaceae","Justicia","Justicia adenothyrsa",3,"Justicia adenothyrsa (Lindau) T.F.Daniel"
"Acanthaceae","Justicia","Justicia anabasa",3,"Justicia anabasa Leonard"
"Acanthaceae","Justicia","Justicia brasiliana",3,"Justicia brasiliana Roth"
"Acanthaceae","Justicia","Justicia cydoniifolia",3,"Justicia cydoniifolia (Nees) Lindau"
"Acanthaceae","Justicia","Justicia fuchsiifolia",3,"Justicia fuchsiifolia Leonard"
"Acanthaceae","Justicia","Justicia graciliflora",3,"Justicia graciliflora Wall."
"Acanthaceae","Justicia","Justicia kirkbridei",3,"Justicia kirkbridei Wassh."
"Acanthaceae","Justicia","Justicia megalantha",3,"Justicia megalantha Wassh. & J.R.I.Wood"
"Acanthaceae","Justicia","Justicia monopleurantha",3,"Justicia monopleurantha (Lindau) Wassh."
"Acanthaceae","Justicia","Justicia nicaraguensis",3,"Aphelandra tomentosa Lindau"
"Acanthaceae","Justicia","Justicia pyrrhostachya",3,"Justicia pyrrhostachya (Lindau) Wassh."
"Acanthaceae","Justicia","Justicia sarapiquensis",3,"Justicia sarapiquensis McDade"
"Acanthaceae","Justicia","Justicia scansilis",3,"Justicia scansilis (Rizzini) V.A.W.Graham"
"Acanthaceae","Justicia","Justicia schomburgkiana",3,"Justicia schomburgkiana (Nees) V.A.W.Graham"
"Acanthaceae","Justicia","Justicia spicigera",3,"Justicia spicigera Schltdl."
"Acanthaceae","Mendoncia","Mendoncia albiflora",1,"Mendoncia albiflora Leonard"
"Acanthaceae","Mendoncia","Mendoncia antioquiensis",1,"Mendoncia antioquiensis Wassh."
"Acanthaceae","Mendoncia","Mendoncia aspera",1,"Mendoncia aspera Ruiz & Pav."
"Acanthaceae","Mendoncia","Mendoncia aurea",1,"Mendoncia aurea Leonard"
"Acanthaceae","Mendoncia","Mendoncia bahiensis",1,"Mendoncia bahiensis Profice"
"Acanthaceae","Mendoncia","Mendoncia bivalvis",1,"Mendoncia bivalvis (L.fil.) Merr."
"Acanthaceae","Mendoncia","Mendoncia blanchetiana",1,"Mendoncia blanchetiana Profice"
"Acanthaceae","Mendoncia","Mendoncia brenesii",1,"Mendoncia brenesii Standl. & Leonard"
"Acanthaceae","Mendoncia","Mendoncia caquetensis",1,"Mendoncia caquetensis Leonard"
"Acanthaceae","Mendoncia","Mendoncia cardonae",1,"Mendoncia cardonae Leonard"
"Acanthaceae","Mendoncia","Mendoncia coccinea",1,"Mendoncia coccinea Vell."
"Acanthaceae","Mendoncia","Mendoncia cordata",1,"Mendoncia cordata Leonard"
"Acanthaceae","Mendoncia","Mendoncia coriacea",1,"Mendoncia coriacea Wassh."
"Acanthaceae","Mendoncia","Mendoncia costaricana",1,"Mendoncia costaricana Oerst."
"Acanthaceae","Mendoncia","Mendoncia crenata",1,"Mendoncia crenata Lindau"
"Acanthaceae","Mendoncia","Mendoncia cuatrecasasii",1,"Mendoncia cuatrecasasii Leonard"
"Acanthaceae","Mendoncia","Mendoncia garciae",1,"Mendoncia garciae Leonard"
"Acanthaceae","Mendoncia","Mendoncia gigas",1,"Mendoncia gigas Lindau"
"Acanthaceae","Mendoncia","Mendoncia gilva",1,"Mendoncia gilva Leonard"
"Acanthaceae","Mendoncia","Mendoncia glabra",1,"Mendoncia glabra Poepp. & Endl."
"Acanthaceae","Mendoncia","Mendoncia glabrescens",1,"Mendoncia glabrescens Leonard"
"Acanthaceae","Mendoncia","Mendoncia glomerata",1,"Mendoncia glomerata Leonard"
"Acanthaceae","Mendoncia","Mendoncia gracilis",1,"Mendoncia gracilis Turrill"
"Acanthaceae","Mendoncia","Mendoncia guatemalensis",1,"Mendoncia guatemalensis Standl. & Steyerm."
"Acanthaceae","Mendoncia","Mendoncia hoffmannseggiana",1,"Mendoncia hoffmannseggiana Nees"
"Acanthaceae","Mendoncia","Mendoncia killipii",1,"Mendoncia killipii Leonard"
"Acanthaceae","Mendoncia","Mendoncia klugii",1,"Mendoncia klugii Leonard"
"Acanthaceae","Mendoncia","Mendoncia lasiophyta",1,"Mendoncia lasiophyta Leonard"
"Acanthaceae","Mendoncia","Mendoncia leucantha",1,"Mendoncia leucantha Leonard"
"Acanthaceae","Mendoncia","Mendoncia lindavii",1,"Mendoncia lindavii Britton"
"Acanthaceae","Mendoncia","Mendoncia litoralis",1,"Mendoncia litoralis Leonard"
"Acanthaceae","Mendoncia","Mendoncia meyeniana",1,"Mendoncia meyeniana Nees"
"Acanthaceae","Mendoncia","Mendoncia microchlamys",1,"Mendoncia microchlamys Leonard"
"Acanthaceae","Mendoncia","Mendoncia mirabilis",1,"Mendoncia mirabilis Leonard"
"Acanthaceae","Mendoncia","Mendoncia mutisii",1,"Mendoncia mutisii Leonard"
"Acanthaceae","Mendoncia","Mendoncia neblinensis",1,"Mendoncia neblinensis Wassh."
"Acanthaceae","Mendoncia","Mendoncia obovata",1,"Mendoncia obovata Lindau"
"Acanthaceae","Mendoncia","Mendoncia odorata",1,"Mendoncia odorata Leonard"
"Acanthaceae","Mendoncia","Mendoncia orbicularis",1,"Mendoncia orbicularis Turrill"
"Acanthaceae","Mendoncia","Mendoncia pedunculata",1,"Mendoncia pedunculata Leonard"
"Acanthaceae","Mendoncia","Mendoncia pennellii",1,"Mendoncia pennellii Leonard"
"Acanthaceae","Mendoncia","Mendoncia peruviana",1,"Mendoncia peruviana Leonard"
"Acanthaceae","Mendoncia","Mendoncia phalacra",1,"Mendoncia phalacra Leonard"
"Acanthaceae","Mendoncia","Mendoncia pilosa",1,"Mendoncia pilosa Mart."
"Acanthaceae","Mendoncia","Mendoncia puberula",1,"Mendoncia puberula Mart."
"Acanthaceae","Mendoncia","Mendoncia retusa",1,"Mendoncia retusa Turrill"
"Acanthaceae","Mendoncia","Mendoncia robusta",1,"Mendoncia robusta Rusby"
"Acanthaceae","Mendoncia","Mendoncia rosea",1,"Mendoncia rosea Leonard"
"Acanthaceae","Mendoncia","Mendoncia sericea",1,"Mendoncia sericea Leonard"
"Acanthaceae","Mendoncia","Mendoncia smithii",1,"Mendoncia smithii Leonard"
"Acanthaceae","Mendoncia","Mendoncia speciosa",1,"Mendoncia speciosa Nees"
"Acanthaceae","Mendoncia","Mendoncia spraguei",1,"Mendoncia spraguei Turrill"
"Acanthaceae","Mendoncia","Mendoncia sprucei",1,"Mendoncia sprucei Lindau"
"Acanthaceae","Mendoncia","Mendoncia squamuligera",1,"Mendoncia squamuligera Nees"
"Acanthaceae","Mendoncia","Mendoncia steyermarkii",1,"Mendoncia steyermarkii Wassh."
"Acanthaceae","Mendoncia","Mendoncia tarapotana",1,"Mendoncia tarapotana Lindau"
"Acanthaceae","Mendoncia","Mendoncia tessmannii",1,"Mendoncia tessmannii Mildbr."
"Acanthaceae","Mendoncia","Mendoncia tetragona",1,"Mendoncia tetragona Leonard"
"Acanthaceae","Mendoncia","Mendoncia tonduzii",1,"Mendoncia tonduzii Turrill"
"Acanthaceae","Mendoncia","Mendoncia tovarensis",1,"Mendoncia tovarensis (Klotzsch & H.Karst. ex Nees) Leonard"
"Acanthaceae","Mendoncia","Mendoncia trichota",1,"Mendoncia trichota Leonard"
"Acanthaceae","Mendoncia","Mendoncia velloziana",1,"Mendoncia velloziana (C.Mart.) Nees"
"Acanthaceae","Mendoncia","Mendoncia villosa",1,"Mendoncia villosa (Klotzsch & H.Karst. ex Nees) Leonard"
"Acanthaceae","Mendoncia","Mendoncia williamsii",1,"Mendoncia williamsii Wassh."
"Acanthaceae","Mendoncia","Mendoncia zarucchii",1,"Mendoncia zarucchii Wassh."
"Acanthaceae","Neriacanthus","Neriacanthus nitidus",3,"Neriacanthus nitidus Leonard"
"Acanthaceae","Odontonema","Odontonema ampelocaule",3,"Odontonema ampelocaule Leonard"
"Acanthaceae","Oplonia","Oplonia armata",3,"Oplonia armata (Sw.) Stearn"
"Acanthaceae","Oplonia","Oplonia jamaicensis",3,"Oplonia jamaicensis (Lindau) Stearn"
"Acanthaceae","Oplonia","Oplonia spinosa",3,"Oplonia spinosa (Jacq.) Raf."
"Acanthaceae","Oplonia","Oplonia tetrasticha",3,"Oplonia tetrasticha (C.Wright ex Griseb.) Stearn"
"Acanthaceae","Pachystachys","Pachystachys spicata",3,"Pachystachys spicata (Ruiz & Pav.) Wassh."
"Acanthaceae","Ruellia","Ruellia affinis",3,"Ruellia affinis (Schrad.) Lindau"
"Acanthaceae","Ruellia","Ruellia beckii",3,"Ruellia beckii Wassh. & J.R.I.Wood"
"Acanthaceae","Ruellia","Ruellia inflata",3,"Ruellia inflata Rich."
"Acanthaceae","Ruellia","Ruellia sprucei",3,"Ruellia sprucei Lindau"
"Acanthaceae","Ruellia","Ruellia steyermarkii",3,"Ruellia steyermarkii Wassh."
"Acanthaceae","Sapphoa","Sapphoa ekmanii",3,"Sapphoa ekmanii Borhidi"
"Acanthaceae","Sapphoa","Sapphoa rigidifolia",3,"Sapphoa rigidifolia Urb."
"Acanthaceae","Thunbergia","Thunbergia alata",1,"Thunbergia alata Bojer ex Sims"
"Acanthaceae","Thyrsacanthus","Thyrsacanthus boliviensis",3,"Thyrsacanthus boliviensis (Nees) A.L.A.Côrtes & Rapini"
"Acanthaceae","Thyrsacanthus","Thyrsacanthus ramosissimus",3,"Thyrsacanthus ramosissimus Moric."
"Acanthaceae","Thyrsacanthus","Thyrsacanthus secundus",3,"Thyrsacanthus secundus (Leonard) A.L.A.Côrtes & Rapini"
"Adoxaceae","Viburnum","Viburnum undulatum",3,"Viburnum undulatum (Oerst.) Killip & A.C.Sm."
"Aizoaceae","Sesuvium","Sesuvium portulacastrum",4,"Sesuvium portulacastrum (L.) L."
"Alstroemeriaceae","Bomarea","Bomarea acutifolia",1,"Bomarea acutifolia (Link & Otto) Herb."
"Alstroemeriaceae","Bomarea","Bomarea albimontana",1,"Bomarea albimontana D.N.Sm. & Gereau"
"Alstroemeriaceae","Bomarea","Bomarea allenii",1,"Bomarea allenii Killip"
"Alstroemeriaceae","Bomarea","Bomarea alstroemeroides",1,"Bomarea alstroemerioides Hofreiter & E.Rodr."
"Alstroemeriaceae","Bomarea","Bomarea amazonica",1,"Bomarea amazonica Hofreiter & E.Rodr."
"Alstroemeriaceae","Bomarea","Bomarea amilcariana",1,"Bomarea amilcariana Stergios & Dorr"
"Alstroemeriaceae","Bomarea","Bomarea anceps",1,"Bomarea anceps (Ruiz & Pav.) Herb."
"Alstroemeriaceae","Bomarea","Bomarea andreana",1,"Bomarea andreana Baker"
"Alstroemeriaceae","Bomarea","Bomarea angulata",1,"Bomarea angulata Benth."
"Alstroemeriaceae","Bomarea","Bomarea angustissima",1,"Bomarea angustissima Killip"
"Alstroemeriaceae","Bomarea","Bomarea aurantiaca",1,"Bomarea aurantiaca Herb."
"Alstroemeriaceae","Bomarea","Bomarea bracteata",1,"Bomarea bracteata (Ruiz & Pav.) Herb."
"Alstroemeriaceae","Bomarea","Bomarea bracteolata",1,"Bomarea bracteolata Gereau"
"Alstroemeriaceae","Bomarea","Bomarea bredemeyerana",1,"Bomarea bredemeyeriana Herb."
"Alstroemeriaceae","Bomarea","Bomarea caldasii",1,"Bomarea caldasii (Kunth) Asch. & Graebn."
"Alstroemeriaceae","Bomarea","Bomarea callejasiana",1,"Bomarea callejasiana Alzate"
"Alstroemeriaceae","Bomarea","Bomarea campylophylla",1,"Bomarea campylophylla Killip"
"Alstroemeriaceae","Bomarea","Bomarea carderi",1,"Bomarea carderi Mast."
"Alstroemeriaceae","Bomarea","Bomarea caucana",1,"Bomarea caucana Alzate"
"Alstroemeriaceae","Bomarea","Bomarea caudata",1,"Bomarea caudata Killip"
"Alstroemeriaceae","Bomarea","Bomarea caudatisepala",1,"Bomarea caudatisepala Gereau"
"Alstroemeriaceae","Bomarea","Bomarea ceratophora",1,"Bomarea ceratophora Neuendorf"
"Alstroemeriaceae","Bomarea","Bomarea chaparensis",1,"Bomarea chaparensis Hofreiter"
"Alstroemeriaceae","Bomarea","Bomarea chiriquina",1,"Bomarea chiriquina Killip"
"Alstroemeriaceae","Bomarea","Bomarea colombiana",1,"Bomarea colombiana Alzate"
"Alstroemeriaceae","Bomarea","Bomarea cornigera",1,"Bomarea cornigera Herb."
"Alstroemeriaceae","Bomarea","Bomarea cornuta",1,"Bomarea cornuta Herb."
"Alstroemeriaceae","Bomarea","Bomarea crinita",1,"Bomarea crinita Herb."
"Alstroemeriaceae","Bomarea","Bomarea declinata",1,"Bomarea declinata (Poepp. & Endl.) Klotzsch"
"Alstroemeriaceae","Bomarea","Bomarea densiflora",1,"Bomarea densiflora Herb."
"Alstroemeriaceae","Bomarea","Bomarea denticulata",1,"Bomarea denticulata (Ruiz & Pav.) Herb."
"Alstroemeriaceae","Bomarea","Bomarea diffracta",1,"Bomarea diffracta Baker"
"Alstroemeriaceae","Bomarea","Bomarea dissitifolia",1,"Bomarea dissitifolia Baker"
"Alstroemeriaceae","Bomarea","Bomarea dolichocarpa",1,"Bomarea dolichocarpa Killip"
"Alstroemeriaceae","Bomarea","Bomarea dulcis",1,"Bomarea dulcis (Hook.) Beauverd"
"Alstroemeriaceae","Bomarea","Bomarea edulis",1,"Bomarea edulis (Tussac) Herb."
"Alstroemeriaceae","Bomarea","Bomarea elegans",1,"Bomarea elegans Sodiro"
"Alstroemeriaceae","Bomarea","Bomarea endotrachys",1,"Bomarea endotrachys Kraenzl."
"Alstroemeriaceae","Bomarea","Bomarea engleriana",1,"Bomarea engleriana Kraenzl."
"Alstroemeriaceae","Bomarea","Bomarea euryantha",1,"Bomarea euryantha Alzate"
"Alstroemeriaceae","Bomarea","Bomarea formosissima",1,"Bomarea formosissima (Ruiz & Pav.) Herb."
"Alstroemeriaceae","Bomarea","Bomarea goniocaulon",1,"Bomarea goniocaulon Baker"
"Alstroemeriaceae","Bomarea","Bomarea graminifolia",1,"Bomarea graminifolia Sodiro"
"Alstroemeriaceae","Bomarea","Bomarea hazenii",1,"Bomarea hazenii Killip"
"Alstroemeriaceae","Bomarea","Bomarea herbertiana",1,"Bomarea herbertiana Baker"
"Alstroemeriaceae","Bomarea","Bomarea herrerae",1,"Bomarea herrerae Vargas"
"Alstroemeriaceae","Bomarea","Bomarea hirsuta",1,"Bomarea hirsuta (Kunth) Herb."
"Alstroemeriaceae","Bomarea","Bomarea isopetala",1,"Bomarea isopetala Kraenzl."
"Alstroemeriaceae","Bomarea","Bomarea klugii",1,"Bomarea klugii Killip"
"Alstroemeriaceae","Bomarea","Bomarea lancifolia",1,"Bomarea lancifolia Baker"
"Alstroemeriaceae","Bomarea","Bomarea longipes",1,"Bomarea longipes Baker"
"Alstroemeriaceae","Bomarea","Bomarea loreti",1,"Bomarea loreti Kraenzl."
"Alstroemeriaceae","Bomarea","Bomarea lutea",1,"Bomarea lutea Herb."
"Alstroemeriaceae","Bomarea","Bomarea macusanii",1,"Bomarea macusanii Hofreiter & E.Rodr."
"Alstroemeriaceae","Bomarea","Bomarea moritziana",1,"Bomarea moritziana Klotzsch ex Kunth"
"Alstroemeriaceae","Bomarea","Bomarea multiflora",1,"Bomarea multiflora (L.f.) Mirb."
"Alstroemeriaceae","Bomarea","Bomarea multipes",1,"Bomarea multipes Benth."
"Alstroemeriaceae","Bomarea","Bomarea nematocaulon",1,"Bomarea nematocaulon Killip"
"Alstroemeriaceae","Bomarea","Bomarea obovata",1,"Bomarea obovata Herb."
"Alstroemeriaceae","Bomarea","Bomarea ovata",1,"Bomarea ovata (Cav.) Mirb."
"Alstroemeriaceae","Bomarea","Bomarea pardina",1,"Bomarea pardina Herb."
"Alstroemeriaceae","Bomarea","Bomarea parvifolia",1,"Bomarea parvifolia Baker"
"Alstroemeriaceae","Bomarea","Bomarea patacocensis",1,"Bomarea patacocensis Herb."
"Alstroemeriaceae","Bomarea","Bomarea patinii",1,"Bomarea patinii Baker"
"Alstroemeriaceae","Bomarea","Bomarea petiolata",6,"Bomarea petiolata Rusby"
"Alstroemeriaceae","Bomarea","Bomarea praeusta",1,"Bomarea praeusta Kraenzl."
"Alstroemeriaceae","Bomarea","Bomarea puracencis",1,"Bomarea puracensis Alzate"
"Alstroemeriaceae","Bomarea","Bomarea purpurea",1,"Bomarea purpurea (Ruiz & Pav.) Herb."
"Alstroemeriaceae","Bomarea","Bomarea rosea",1,"Bomarea rosea (Ruiz & Pav.) Herb."
"Alstroemeriaceae","Bomarea","Bomarea salsilla",1,"Bomarea salsilla Vell."
"Alstroemeriaceae","Bomarea","Bomarea sclerophylla",1,"Bomarea sclerophylla Kraenzl."
"Alstroemeriaceae","Bomarea","Bomarea setacea",1,"Bomarea setacea (Ruiz & Pav.) Herb."
"Alstroemeriaceae","Bomarea","Bomarea speciosa",1,"Bomarea speciosa Killip"
"Alstroemeriaceae","Bomarea","Bomarea stuebelii",1,"Bomarea stuebelii Pax"
"Alstroemeriaceae","Bomarea","Bomarea superba",1,"Bomarea superba Herb."
"Alstroemeriaceae","Bomarea","Bomarea tarmensis",1,"Bomarea tarmensis Kraenzl."
"Alstroemeriaceae","Bomarea","Bomarea torta",1,"Bomarea torta (Kunth) Herb."
"Alstroemeriaceae","Bomarea","Bomarea tribrachiata",1,"Bomarea tribrachiata Kraenzl."
"Alstroemeriaceae","Bomarea","Bomarea truxillensis",1,"Bomarea truxillensis Stergios & Dorr"
"Alstroemeriaceae","Bomarea","Bomarea uncifolia",1,"Bomarea uncifolia Herb."
"Alstroemeriaceae","Bomarea","Bomarea weigendii",1,"Bomarea weigendii Hofreiter & E.Rodr."
"Alstroemeriaceae","Bomarea","Bomarea williamsiae",1,"Bomarea williamsiae Mast."
"Amaranthaceae","Alternanthera","Alternanthera grandis",3,"Alternanthera grandis Eliasson"
"Amaranthaceae","Alternanthera","Alternanthera pubiflora",3,"Alternanthera pubiflora (Benth.) Kuntze"
"Amaranthaceae","Celosia","Celosia nitida",3,"Celosia nitida Vahl"
"Amaranthaceae","Chamissoa","Chamissoa acuminata",3,"Chamissoa acuminata C.Mart."
"Amaranthaceae","Chamissoa","Chamissoa altissima",3,"Chamissoa altissima Nees & Mart."
"Amaranthaceae","Gomphrena","Gomphrena scandens",3,"Gomphrena scandens (R.E.Fr.) J.C.Siqueira"
"Amaranthaceae","Gomphrena","Gomphrena vaga",1,"Gomphrena vaga C.Mart."
"Amaranthaceae","Hebanthe","Hebanthe erianthos",1,"Hebanthe erianthos (Poir.) Pedersen"
"Amaranthaceae","Hebanthe","Hebanthe grandiflora",1,"Hebanthe grandiflora (Hook.) Borsch & Pedersen"
"Amaranthaceae","Hebanthe","Hebanthe hookeriana",1,"Hebanthe hookeriana Hemsl."
"Amaranthaceae","Hebanthe","Hebanthe occidentalis",1,"Hebanthe occidentalis (R.E.Fr.) Borsch & Pedersen"
"Amaranthaceae","Hebanthe","Hebanthe pulverulenta",1,"Hebanthe pulverulenta Mart."
"Amaranthaceae","Hebanthe","Hebanthe reticulata",3,"Hebanthe reticulata (Seub.) Borsch & Pedersen"
"Amaranthaceae","Hebanthe","Hebanthe spicata",3,"Hebanthe spicata Mart."
"Amaranthaceae","Iresine","Iresine angustifolia",3,"Iresine angustifolia Euphrasén"
"Amaranthaceae","Iresine","Iresine diffusa",3,"Iresine diffusa Humb. & Bonpl. ex Willd."
"Amaranthaceae","Iresine","Iresine interrupta",3,"Iresine interrupta Benth."
"Amaranthaceae","Iresine","Iresine nigra",3,"Iresine nigra Uline & Bray"
"Amaranthaceae","Iresine","Iresine palmeri",3,"Iresine palmeri (S.Watson) Standl."
"Amaranthaceae","Iresine","Iresine pedicellata",3,"Iresine pedicellata Eliasson"
"Amaranthaceae","Iresine","Iresine rzedowskii",3,"Iresine rzedowskii Zumaya, Flores Olv. & Borsch"
"Amaranthaceae","Pedersenia","Pedersenia argentata",1,"Pedersenia argentata (Mart.) Holub"
"Amaranthaceae","Pedersenia","Pedersenia completa",3,"Pedersenia completa (Uline & W.L.Bray) Borsch"
"Amaranthaceae","Pedersenia","Pedersenia costaricensis",3,"Pedersenia costaricensis (Standl.) Holub"
"Amaranthaceae","Pedersenia","Pedersenia domingensis",3,"Pedersenia Holub"
"Amaranthaceae","Pedersenia","Pedersenia macrophylla",1,"Pedersenia macrophylla (R.E.Fr.) Holub"
"Amaranthaceae","Pedersenia","Pedersenia volubilis",1,"Pedersenia volubilis Borsch, T.Ortuño & M.Nee"
"Amaranthaceae","Pleuropetalum","Pleuropetalum pleiogynum",3,"Pleuropetalum pleiogynum (Kuntze) Standl."
"Anacardiaceae","Attilaea","Attilaea abalak",3,"Attilaea abalak E.Martínez & Ramos"
"Anacardiaceae","Rhus","Rhus terebinthifolia",3,"Rhus terebinthifolia Schltdl. & Cham."
"Anacardiaceae","Toxicodendron","Toxicodendron radicans",4,"Toxicodendron radicans (L.) Kuntze"
"Annonaceae","Annona","Annona ambotay",3,"Annona ambotay Aubl."
"Annonaceae","Annona","Annona cordifolia",3,"Annona cordifolia Poepp. ex Szyszyl."
"Annonaceae","Annona","Annona haematantha",3,"Annona haematantha Miq."
"Annonaceae","Annona","Annona hypoglauca",3,"Annona hypoglauca Mart."
"Annonaceae","Annona","Annona hystricoides",3,"Annona hystricoides A.H.Gentry"
"Annonaceae","Annona","Annona mammifera",3,"Annona mammifera (Maas & Westra) H.Rainer"
"Annonaceae","Annona","Annona scandens",3,"Annona scandens Diels"
"Annonaceae","Guatteria","Guatteria beckii",3,"Guatteria beckii Maas & Westra"
"Annonaceae","Guatteria","Guatteria microsperma",3,"Guatteria microsperma R.E.Fr."
"Annonaceae","Guatteria","Guatteria scandens",3,"Guatteria scandens Ducke"
"Apocynaceae","Allamanda","Allamanda cathartica",3,"Allamanda cathartica L."
"Apocynaceae","Allamanda","Allamanda doniana",3,"Allamanda doniana Müll.Arg."
"Apocynaceae","Allamanda","Allamanda oenotherifolia",3,"Allamanda oenotherifolia Pohl"
"Apocynaceae","Allamanda","Allamanda schottii",3,"Allamanda schottii Pohl"
"Apocynaceae","Allamanda","Allamanda thevetifolia",3,"Allamanda thevetiifolia Müll.Arg."
"Apocynaceae","Allomarkgrafia","Allomarkgrafia antioquiana",1,"Allomarkgrafia antioquiana J.F.Morales"
"Apocynaceae","Allomarkgrafia","Allomarkgrafia brenesiana",1,"Allomarkgrafia brenesiana Woodson"
"Apocynaceae","Allomarkgrafia","Allomarkgrafia campanulata",1,"Allomarkgrafia campanulata (Markgr.) J.F.Morales"
"Apocynaceae","Allomarkgrafia","Allomarkgrafia ecuatoriana",1,"Allomarkgrafia ecuatoriana J.F.Morales"
"Apocynaceae","Allomarkgrafia","Allomarkgrafia foreroi",1,"Allomarkgrafia foreroi A.H.Gentry"
"Apocynaceae","Allomarkgrafia","Allomarkgrafia laxiflora",1,"Allomarkgrafia laxiflora A.H.Gentry"
"Apocynaceae","Allomarkgrafia","Allomarkgrafia ovalis",1,"Allomarkgrafia ovalis (Ruiz & Pav. ex Markgr.) Woodson"
"Apocynaceae","Allomarkgrafia","Allomarkgrafia plumeriiflora",1,"Allomarkgrafia plumeriiflora Woodson"
"Apocynaceae","Allomarkgrafia","Allomarkgrafia tubiflora",1,"Allomarkgrafia tubiflora Woodson ex Dwyer"
"Apocynaceae","Anechites","Anechites nerium",1,"Anechites nerium (Aubl.) Urb."
"Apocynaceae","Angadenia","Angadenia berteroi",1,"Angadenia berteroi (A.DC.) Miers"
"Apocynaceae","Angadenia","Angadenia lindeniana",1,"Angadenia lindeniana (Müll.Arg.) Miers"
"Apocynaceae","Araujia","Araujia angustifolia",1,"Araujia angustifolia (Hook. & Arn.) Steud."
"Apocynaceae","Araujia","Araujia brachystephana",1,"Araujia brachystephana (Griseb.) Fontella & Goyder"
"Apocynaceae","Araujia","Araujia herzogii",1,"Araujia herzogii (Schltr.) Fontella & Goyder"
"Apocynaceae","Araujia","Araujia hortorum",1,"Araujia hortorum E.Fourn."
"Apocynaceae","Araujia","Araujia megapotamica",1,"Araujia megapotamica (Spreng.) Steud."
"Apocynaceae","Araujia","Araujia odorata",1,"Araujia odorata (Hook. & Arn.) Fontella & Goyder"
"Apocynaceae","Araujia","Araujia plumosa",1,"Araujia plumosa Schltr."
"Apocynaceae","Araujia","Araujia sericifera",1,"Araujia sericifera Brot."
"Apocynaceae","Araujia","Araujia stormiana",1,"Araujia stormiana Morong"
"Apocynaceae","Araujia","Araujia stuckertiana",1,"Araujia stuckertiana (Kurtz ex Heger) Fontella & Goyder"
"Apocynaceae","Araujia","Araujia variegata",1,"Araujia variegata (Griseb.) Fontella & Goyder"
"Apocynaceae","Asketanthera","Asketanthera calycosa",1,"Asketanthera calycosa (A.Rich.) Woodson"
"Apocynaceae","Asketanthera","Asketanthera dolichopetala",1,"Asketanthera dolichopetala (Urb.) Woodson"
"Apocynaceae","Asketanthera","Asketanthera longiflora",1,"Asketanthera longiflora Woodson"
"Apocynaceae","Asketanthera","Asketanthera obtusifolia",1,"Asketanthera obtusifolia Alain"
"Apocynaceae","Asketanthera","Asketanthera picardae",1,"Asketanthera picardae (Urb.) Woodson"
"Apocynaceae","Asketanthera","Asketanthera steyermarkii",1,"Asketanthera steyermarkii Markgr."
"Apocynaceae","Astephanus","Astephanus peruvianus",1,"Astephanus peruvianus E.Fourn."
"Apocynaceae","Bahiella","Bahiella blanchetii",1,"Bahiella blanchetii (A.DC.) J.F.Morales"
"Apocynaceae","Bahiella","Bahiella infundibuliflora",1,"Bahiella infundibuliflora J.F.Morales"
"Apocynaceae","Beaumontia","Beaumontia grandiflora",1,"Beaumontia grandiflora Wall."
"Apocynaceae","Blepharodon","Blepharodon amazonicum",1,"Blepharodon amazonicum (Benth.) Fontella & Marquete"
"Apocynaceae","Blepharodon","Blepharodon ampliflorum",1,"Blepharodon ampliflorum E.Fourn."
"Apocynaceae","Blepharodon","Blepharodon angustifolium",1,"Blepharodon angustifolium Malme"
"Apocynaceae","Blepharodon","Blepharodon bicolor",1,"Blepharodon bicolor Decne."
"Apocynaceae","Blepharodon","Blepharodon bicuspidatum",1,"Blepharodon bicuspidatum E.Fourn."
"Apocynaceae","Blepharodon","Blepharodon colombianum",1,"Blepharodon colombianum Morillo"
"Apocynaceae","Blepharodon","Blepharodon costae",1,"Blepharodon costae Fontella & Morillo"
"Apocynaceae","Blepharodon","Blepharodon cuatrecasasii",1,"Blepharodon cuatrecasasii Morillo"
"Apocynaceae","Blepharodon","Blepharodon glaucescens",1,"Blepharodon glaucescens (Decne.) Fontella"
"Apocynaceae","Blepharodon","Blepharodon gomphocarpoides",1,"Blepharodon gomphocarpoides (Benth. & Hook.) K.Schum."
"Apocynaceae","Blepharodon","Blepharodon grandiflorum",1,"Blepharodon grandiflorum Benth."
"Apocynaceae","Blepharodon","Blepharodon harlingii",1,"Blepharodon harlingii (Morillo) Liede & Meve"
"Apocynaceae","Blepharodon","Blepharodon hatschbachii",1,"Blepharodon hatschbachii Fontella & Marquete"
"Apocynaceae","Blepharodon","Blepharodon julianii",1,"Blepharodon julianii Morillo"
"Apocynaceae","Blepharodon","Blepharodon maigualidae",1,"Blepharodon maigualidae Morillo"
"Apocynaceae","Blepharodon","Blepharodon manicatum",1,"Blepharodon manicatum (Decne.) Fontella"
"Apocynaceae","Blepharodon","Blepharodon mucronatum",1,"Blepharodon mucronatum (Schltdl.) Decne."
"Apocynaceae","Blepharodon","Blepharodon nitidum",1,"Blepharodon nitidum (Vell.) J.F.Macbr."
"Apocynaceae","Blepharodon","Blepharodon perijaense",1,"Blepharodon perijaense Morillo"
