"Family","Genus","Species","CM","taxized_names"
"Sapindaceae","Serjania","Serjania cystocarpa",2,"Serjania cystocarpa Radlk."
"Sapindaceae","Serjania","Serjania darcyi",2,"Serjania darcyi Croat"
"Sapindaceae","Serjania","Serjania dasyclados",2,"Serjania dasyclados Radlk."
"Sapindaceae","Serjania","Serjania decapleuria",2,"Serjania decapleuria Croat"
"Sapindaceae","Serjania","Serjania decemstriata",2,"Serjania decemstriata Radlk."
"Sapindaceae","Serjania","Serjania deflexa",2,"Serjania deflexa Gardner"
"Sapindaceae","Serjania","Serjania deltoidea",2,"Serjania deltoidea Radlk."
"Sapindaceae","Serjania","Serjania dentata",2,"Serjania dentata (Vell.) Radlk."
"Sapindaceae","Serjania","Serjania depauperata",2,"Serjania depauperata Radlk."
"Sapindaceae","Serjania","Serjania dibotrya",2,"Serjania dibotrya Poepp. & Endl."
"Sapindaceae","Serjania","Serjania didymadenia",2,"Serjania didymadenia Radlk."
"Sapindaceae","Serjania","Serjania diffusa",2,"Serjania diffusa Radlk."
"Sapindaceae","Serjania","Serjania divaricocca",2,"Serjania divaricocca Somner & Acev.-Rodr."
"Sapindaceae","Serjania","Serjania diversifolia",2,"Serjania diversifolia (Jacq.) Radlk."
"Sapindaceae","Serjania","Serjania dumicola",2,"Serjania dumicola Radlk."
"Sapindaceae","Serjania","Serjania dura",2,"Serjania dura Radlk."
"Sapindaceae","Serjania","Serjania elongata",2,"Serjania elongata J.F.Macbr."
"Sapindaceae","Serjania","Serjania emarginata",2,"Serjania emarginata Kunth"
"Sapindaceae","Serjania","Serjania equestris",2,"Serjania equestris Macfad."
"Sapindaceae","Serjania","Serjania erecta",2,"Serjania erecta Radlk."
"Sapindaceae","Serjania","Serjania eriocarpa",2,"Serjania eriocarpa Radlk."
"Sapindaceae","Serjania","Serjania erythrocaulis",2,"Serjania erythrocaulis Acev.-Rodr. & Somner"
"Sapindaceae","Serjania","Serjania espiritosantensis",2,"Serjania espiritosantensis Somner"
"Sapindaceae","Serjania","Serjania eucardia",2,"Serjania eucardia Radlk."
"Sapindaceae","Serjania","Serjania exarata",2,"Serjania exarata Radlk."
"Sapindaceae","Serjania","Serjania faveolata",2,"Serjania faveolata Radlk."
"Sapindaceae","Serjania","Serjania filicifolia",2,"Serjania filicifolia Radlk."
"Sapindaceae","Serjania","Serjania flaviflora",2,"Serjania flaviflora Radlk."
"Sapindaceae","Serjania","Serjania fluminensis",2,"Serjania fluminensis Acev.-Rodr."
"Sapindaceae","Serjania","Serjania foveata",2,"Serjania foveata Griseb."
"Sapindaceae","Serjania","Serjania fusca",2,"Serjania fusca Radlk."
"Sapindaceae","Serjania","Serjania fuscifolia",2,"Serjania fuscifolia Radlk."
"Sapindaceae","Serjania","Serjania fuscopunctata",2,"Serjania fuscopunctata Radlk."
"Sapindaceae","Serjania","Serjania fuscostriata",2,"Serjania fuscostriata Radlk."
"Sapindaceae","Serjania","Serjania glabrata",2,"Serjania glabrata Kunth"
"Sapindaceae","Serjania","Serjania glandulosa",2,"Serjania glandulosa Ferrucci & Somner"
"Sapindaceae","Serjania","Serjania glutinosa",2,"Serjania glutinosa Radlk."
"Sapindaceae","Serjania","Serjania goniocarpa",2,"Serjania goniocarpa Radlk."
"Sapindaceae","Serjania","Serjania gracilis",2,"Serjania gracilis Radlk."
"Sapindaceae","Serjania","Serjania grammatophora",2,"Serjania grammatophora Radlk."
"Sapindaceae","Serjania","Serjania grandiceps",2,"Serjania grandiceps Radlk."
"Sapindaceae","Serjania","Serjania grandidens",2,"Serjania grandidens Radlk."
"Sapindaceae","Serjania","Serjania grandifolia",2,"Serjania grandifolia Sagot ex Radlk."
"Sapindaceae","Serjania","Serjania grandis",2,"Serjania grandis Seem."
"Sapindaceae","Serjania","Serjania grazielae",2,"Serjania grazielae Somner"
"Sapindaceae","Serjania","Serjania grosii",2,"Serjania grosii Schltdl."
"Sapindaceae","Serjania","Serjania hamuligera",2,"Serjania hamuligera Radlk."
"Sapindaceae","Serjania","Serjania hatschbachii",2,"Serjania hatschbachii Ferrucci"
"Sapindaceae","Serjania","Serjania hebecarpa",2,"Serjania hebecarpa Benth."
"Sapindaceae","Serjania","Serjania herteri",2,"Serjania herteri Ferrucci"
"Sapindaceae","Serjania","Serjania heterocarpa",2,"Serjania heterocarpa Standl."
"Sapindaceae","Serjania","Serjania hispida",2,"Serjania hispida Standl. & Steyerm."
"Sapindaceae","Serjania","Serjania ichthyctona",2,"Serjania ichthyctona Radlk."
"Sapindaceae","Serjania","Serjania ichthyoctona",2,"Serjania ichthyoctona Radlk."
"Sapindaceae","Serjania","Serjania impressa",2,"Serjania impressa Radlk."
"Sapindaceae","Serjania","Serjania incisa",2,"Serjania incisa Torr."
"Sapindaceae","Serjania","Serjania inebrians",2,"Serjania inebrians Radlk."
"Sapindaceae","Serjania","Serjania inflata",2,"Serjania inflata S.Watson"
"Sapindaceae","Serjania","Serjania inscripta",2,"Serjania inscripta Radlk."
"Sapindaceae","Serjania","Serjania insignis",2,"Serjania insignis Radlk."
"Sapindaceae","Serjania","Serjania itatiaiensis",2,"Serjania itatiaiensis Somner"
"Sapindaceae","Serjania","Serjania lachnocarpa",2,"Serjania lachnocarpa (Benth. ex Radlk.) Acev.-Rodr."
"Sapindaceae","Serjania","Serjania laevigata",2,"Serjania laevigata Radlk."
"Sapindaceae","Serjania","Serjania lamelligera",2,"Serjania lamelligera Radlk."
"Sapindaceae","Serjania","Serjania lamprophylla",2,"Serjania lamprophylla Radlk."
"Sapindaceae","Serjania","Serjania lancistipula",2,"Serjania lancistipula Acev.-Rodr."
"Sapindaceae","Serjania","Serjania laruotteana",2,"Serjania laruotteana Cambess."
"Sapindaceae","Serjania","Serjania lateritia",2,"Serjania lateritia Radlk."
"Sapindaceae","Serjania","Serjania laxiflora",2,"Serjania laxiflora Radlk."
"Sapindaceae","Serjania","Serjania leptocarpa",2,"Serjania leptocarpa Radlk. ex Ule"
"Sapindaceae","Serjania","Serjania lethalis",2,"Serjania lethalis A.St.-Hil."
"Sapindaceae","Serjania","Serjania leucosepala",2,"Serjania leucosepala Radlk."
"Sapindaceae","Serjania","Serjania lineariifolia",2,"Serjania lineariifolia Lippold"
"Sapindaceae","Serjania","Serjania littoralis",2,"Serjania littoralis Sommer & Ferrucci"
"Sapindaceae","Serjania","Serjania lobulata",2,"Serjania lobulata Standl. & Steyerm."
"Sapindaceae","Serjania","Serjania longipes",2,"Serjania longipes Radlk."
"Sapindaceae","Serjania","Serjania longistipula",2,"Serjania longistipula Radlk."
"Sapindaceae","Serjania","Serjania lucianoi",2,"Serjania lucianoi Ferrucci & Coulleri"
"Sapindaceae","Serjania","Serjania lucida",2,"Serjania lucida Griseb."
"Sapindaceae","Serjania","Serjania lundellii",2,"Serjania lundellii Croat"
"Sapindaceae","Serjania","Serjania macrocarpa",2,"Serjania macrocarpa Standl. & Steyerm."
"Sapindaceae","Serjania","Serjania macrococca",2,"Serjania macrococca Radlk."
"Sapindaceae","Serjania","Serjania macrostachya",2,"Serjania macrostachya Radlk."
"Sapindaceae","Serjania","Serjania magnistipulata",2,"Serjania magnistipulata Acev.-Rodr."
"Sapindaceae","Serjania","Serjania mansiana",2,"Serjania mansiana Mart."
"Sapindaceae","Serjania","Serjania marginata",2,"Serjania marginata Casar."
"Sapindaceae","Serjania","Serjania matogrossensis",2,"Serjania matogrossensis Ferrucci & Acev.-Rodr."
"Sapindaceae","Serjania","Serjania membranacea",2,"Serjania membranacea Splitg."
"Sapindaceae","Serjania","Serjania meridionalis",2,"Serjania meridionalis Cambess."
"Sapindaceae","Serjania","Serjania mexicana",2,"Serjania mexicana Seem."
"Sapindaceae","Serjania","Serjania microphylla",2,"Serjania microphylla Lippold"
"Sapindaceae","Serjania","Serjania minutiflora",2,"Serjania minutiflora Radlk."
"Sapindaceae","Serjania","Serjania mollis",2,"Serjania mollis Willd. ex Schltdl."
"Sapindaceae","Serjania","Serjania morii",2,"Serjania morii Acev.-Rodr."
"Sapindaceae","Serjania","Serjania mucronulata",2,"Serjania mucronulata Radlk."
"Sapindaceae","Serjania","Serjania multiflora",2,"Serjania multiflora Cambess."
"Sapindaceae","Serjania","Serjania neei",2,"Serjania neei Acev.-Rodr."
"Sapindaceae","Serjania","Serjania nigricans",2,"Serjania nigricans Radlk."
"Sapindaceae","Serjania","Serjania nipensis",2,"Serjania nipensis Urb."
"Sapindaceae","Serjania","Serjania nodosa",2,"Serjania nodosa (Jacq.) Radlk."
"Sapindaceae","Serjania","Serjania noxia",2,"Serjania noxia Cambess."
"Sapindaceae","Serjania","Serjania nutans",2,"Serjania nutans Poepp. & Endl."
"Sapindaceae","Serjania","Serjania oaxacana",2,"Serjania oaxacana Standl."
"Sapindaceae","Serjania","Serjania oblongifolia",2,"Serjania oblongifolia Radlk."
"Sapindaceae","Serjania","Serjania obtusidentata",2,"Serjania obtusidentata Radlk."
"Sapindaceae","Serjania","Serjania occidentalis",2,"Serjania occidentalis Lippold"
"Sapindaceae","Serjania","Serjania ochroclada",2,"Serjania ochroclada Radlk."
"Sapindaceae","Serjania","Serjania orbicularis",2,"Serjania orbicularis Radlk."
"Sapindaceae","Serjania","Serjania ovalifolia",2,"Serjania ovalifolia Radlk."
"Sapindaceae","Serjania","Serjania oxyphylla",2,"Serjania oxyphylla Kunth"
"Sapindaceae","Serjania","Serjania oxytoma",2,"Serjania oxytoma Radlk."
"Sapindaceae","Serjania","Serjania paleata",2,"Serjania paleata Radlk."
"Sapindaceae","Serjania","Serjania palmeri",2,"Serjania palmeri S.Watson"
"Sapindaceae","Serjania","Serjania paludosa",2,"Serjania paludosa Cambess."
"Sapindaceae","Serjania","Serjania paniculata",2,"Serjania paniculata Kunth"
"Sapindaceae","Serjania","Serjania pannifolia",2,"Serjania pannifolia Radlk."
"Sapindaceae","Serjania","Serjania paradoxa",2,"Serjania paradoxa Radlk."
"Sapindaceae","Serjania","Serjania paranensis",2,"Serjania paranensis Ferrucci & Acev.-Rodr."
"Sapindaceae","Serjania","Serjania parvifolia",2,"Serjania parvifolia Kunth"
"Sapindaceae","Serjania","Serjania paucidentata",2,"Serjania paucidentata DC."
"Sapindaceae","Serjania","Serjania pedicellaris",2,"Serjania pedicellaris Radlk."
"Sapindaceae","Serjania","Serjania pernambucensis",2,"Serjania pernambucensis Radlk."
"Sapindaceae","Serjania","Serjania perulacea",2,"Serjania perulacea Radlk."
"Sapindaceae","Serjania","Serjania peruviana",2,"Serjania peruviana Radlk."
"Sapindaceae","Serjania","Serjania phaseoloides",2,"Serjania phaseoloides Standl. & Steyerm."
"Sapindaceae","Serjania","Serjania pinnatifolia",2,"Serjania pinnatifolia Radlk."
"Sapindaceae","Serjania","Serjania piscatoria",2,"Serjania piscatoria Radlk."
"Sapindaceae","Serjania","Serjania platycarpa",2,"Serjania platycarpa Benth."
"Sapindaceae","Serjania","Serjania plicata",2,"Serjania plicata Radlk."
"Sapindaceae","Serjania","Serjania pluvialiflorens",2,"Serjania pluvialiflorens Croat"
"Sapindaceae","Serjania","Serjania polyphylla",2,"Serjania polyphylla Bert. ex Colla"
"Sapindaceae","Serjania","Serjania polystachya",2,"Serjania polystachya (Turcz.) Radlk."
"Sapindaceae","Serjania","Serjania psilophylla",2,"Serjania psilophylla Radlk. ex Donn.Sm."
"Sapindaceae","Serjania","Serjania pteleifolia",2,"Serjania pteleifolia Diels"
"Sapindaceae","Serjania","Serjania pterarthra",2,"Serjania pterarthra Standl."
"Sapindaceae","Serjania","Serjania punctata",2,"Serjania punctata Radlk. ex Donn.Sm."
"Sapindaceae","Serjania","Serjania punctulata",2,"Serjania punctulata Radlk."
"Sapindaceae","Serjania","Serjania purpurascens",2,"Serjania purpurascens Radlk."
"Sapindaceae","Serjania","Serjania pyramidata",2,"Serjania pyramidata Radlk."
"Sapindaceae","Serjania","Serjania racemosa",2,"Serjania racemosa Schum."
"Sapindaceae","Serjania","Serjania rachiptera",2,"Serjania rhachiptera Radlk."
"Sapindaceae","Serjania","Serjania regnelli",2,"Serjania regnellii Schltdl."
"Sapindaceae","Serjania","Serjania regnellii",2,"Serjania regnellii Schltdl."
"Sapindaceae","Serjania","Serjania rekoi",2,"Serjania rekoi Standl."
"Sapindaceae","Serjania","Serjania reticulata",2,"Serjania reticulata Cambess."
"Sapindaceae","Serjania","Serjania rhombea",2,"Serjania rhombea Radlk."
"Sapindaceae","Serjania","Serjania rhytidococca",2,"Serjania rhytidococca Acev.-Rodr."
"Sapindaceae","Serjania","Serjania rigida",2,"Serjania rigida Radlk."
"Sapindaceae","Serjania","Serjania rubicaulis",2,"Serjania rubicaulis Benth. ex Radlk."
"Sapindaceae","Serjania","Serjania rubicunda",2,"Serjania rubicunda Radlk."
"Sapindaceae","Serjania","Serjania rufa",2,"Serjania rufa Radlk."
"Sapindaceae","Serjania","Serjania rufisepala",2,"Serjania rufisepala Radlk."
"Sapindaceae","Serjania","Serjania rutifolia",2,"Serjania rutifolia Radlk."
"Sapindaceae","Serjania","Serjania salzmanniana",2,"Serjania salzmanniana Schltdl."
"Sapindaceae","Serjania","Serjania schiedeana",2,"Serjania schiedeana Schltdl."
"Sapindaceae","Serjania","Serjania scopulifera",2,"Serjania scopulifera Radlk."
"Sapindaceae","Serjania","Serjania seemani",2,"Serjania seemannii Triana & Planch."
"Sapindaceae","Serjania","Serjania serrata",2,"Serjania serrata Radlk."
"Sapindaceae","Serjania","Serjania setigera",2,"Serjania setigera Radlk."
"Sapindaceae","Serjania","Serjania setulosa",2,"Serjania setulosa Radlk."
"Sapindaceae","Serjania","Serjania sinuata",2,"Serjania sinuata C.Presl"
"Sapindaceae","Serjania","Serjania sordida",2,"Serjania sordida Radlk."
"Sapindaceae","Serjania","Serjania souzana",2,"Serjania souzana Ferrucci & Acev.-Rodr."
"Sapindaceae","Serjania","Serjania sphaerococca",2,"Serjania sphaerococca Radlk."
"Sapindaceae","Serjania","Serjania sphenocarpa",2,"Serjania sphenocarpa Radlk."
"Sapindaceae","Serjania","Serjania squarrosa",2,"Serjania squarrosa Radlk."
"Sapindaceae","Serjania","Serjania stenopterygia",2,"Serjania stenopterygia Radlk."
"Sapindaceae","Serjania","Serjania striata",2,"Serjania striata Radlk."
"Sapindaceae","Serjania","Serjania striolata",2,"Serjania striolata Radlk."
"Sapindaceae","Serjania","Serjania subdentata",2,"Serjania subdentata Juss. ex Poir."
"Sapindaceae","Serjania","Serjania subimpunctata",2,"Serjania subimpunctata Radlk."
"Sapindaceae","Serjania","Serjania suborbicularis",2,"Serjania suborbicularis Radlk."
"Sapindaceae","Serjania","Serjania subrotundifolia",2,"Serjania subrotundifolia Radlk."
"Sapindaceae","Serjania","Serjania subtriplinervis",2,"Serjania subtriplinervis Radlk."
"Sapindaceae","Serjania","Serjania sufferruginea",2,"Serjania sufferruginea Radlk."
"Sapindaceae","Serjania","Serjania tailloniana",2,"Serjania tailloniana Standl. & L.O.Williams"
"Sapindaceae","Serjania","Serjania tenuifolia",2,"Serjania tenuifolia Radlk."
"Sapindaceae","Serjania","Serjania tenuis",2,"Serjania tenuis Radlk."
"Sapindaceae","Serjania","Serjania thoracoides",2,"Serjania thoracoides Radlk."
"Sapindaceae","Serjania","Serjania trachygona",2,"Serjania trachygona Radlk."
"Sapindaceae","Serjania","Serjania trichomisca",2,"Serjania trichomisca Radlk."
"Sapindaceae","Serjania","Serjania tricostata",2,"Serjania tricostata Radlk."
"Sapindaceae","Serjania","Serjania trifoliolata",2,"Serjania trifoliolata Radlk."
"Sapindaceae","Serjania","Serjania tripleuria",2,"Serjania tripleuria Ferrucci"
"Sapindaceae","Serjania","Serjania triquetra",2,"Serjania triquetra Radlk."
"Sapindaceae","Serjania","Serjania trirostris",2,"Serjania trirostris Radlk."
"Sapindaceae","Serjania","Serjania tristis",2,"Serjania tristis Radlk."
"Sapindaceae","Serjania","Serjania truncata",2,"Serjania truncata Radlk."
"Sapindaceae","Serjania","Serjania unguiculata",2,"Serjania unguiculata Radlk."
"Sapindaceae","Serjania","Serjania unidentata",2,"Serjania unidentata Acev.-Rodr."
"Sapindaceae","Serjania","Serjania valerii",2,"Serjania valerii Standl., 1937"
"Sapindaceae","Serjania","Serjania velutina",2,"Serjania velutina Herb. ex Radlk."
"Sapindaceae","Serjania","Serjania vesicosa",2,"Serjania vesicosa Radlk."
"Sapindaceae","Serjania","Serjania yucatanensis",2,"Serjania yucatanensis Standl."
"Sapindaceae","Thinouia","Thinouia compressa",2,"Thinouia compressa Radlk."
"Sapindaceae","Thinouia","Thinouia mucronata",2,"Thinouia mucronata Radlk."
"Sapindaceae","Thinouia","Thinouia myriantha",2,"Thinouia myriantha Triana & Planch."
"Sapindaceae","Thinouia","Thinouia obliqua",2,"Thinouia obliqua Radlk."
"Sapindaceae","Thinouia","Thinouia paraguayensis",2,"Thinouia paraguayensis (Britton) Radlk."
"Sapindaceae","Thinouia","Thinouia restingae",2,"Thinouia restingae Ferrucci & Somner"
"Sapindaceae","Thinouia","Thinouia scandens",2,"Thinouia scandens Triana & Planch."
"Sapindaceae","Thinouia","Thinouia ternata",2,"Thinouia ternata Radlk."
"Sapindaceae","Thinouia","Thinouia tomocarpa",2,"Thinouia tomocarpa Standl."
"Sapindaceae","Thinouia","Thinouia trifoliolata",2,"Thinouia trifoliolata (Radlk.) Acev.-Rodr. & Ferrucci"
"Sapindaceae","Thinouia","Thinouia ventricosa",2,"Thinouia ventricosa Radlk."
"Sapindaceae","Urvillea","Urvillea andersonii",2,"Urvillea andersonii Ferrucci"
"Sapindaceae","Urvillea","Urvillea chacoensis",2,"Urvillea chacoensis Hunz."
"Sapindaceae","Urvillea","Urvillea fiebrigii",2,"Urvillea fiebrigii F.A.Barkley"
"Sapindaceae","Urvillea","Urvillea filipes",2,"Urvillea filipes Radlk."
"Sapindaceae","Urvillea","Urvillea glabra",2,"Urvillea glabra Benth."
"Sapindaceae","Urvillea","Urvillea intermedia",2,"Urvillea intermedia Radlk."
"Sapindaceae","Urvillea","Urvillea laevis",2,"Urvillea laevis Radlk."
"Sapindaceae","Urvillea","Urvillea paucidentata",2,"Urvillea paucidentata Ferrucci"
"Sapindaceae","Urvillea","Urvillea rufescens",2,"Urvillea rufescens Cambess."
"Sapindaceae","Urvillea","Urvillea stipitata",2,"Urvillea stipitata Radlk."
"Sapindaceae","Urvillea","Urvillea stipularis",2,"Urvillea stipularis Ferrucci"
"Sapindaceae","Urvillea","Urvillea triphylla",2,"Urvillea triphylla (Vell.) Radlk."
"Sapindaceae","Urvillea","Urvillea ulmacea",2,"Urvillea ulmacea Kunth"
"Sapindaceae","Urvillea","Urvillea uniloba",2,"Urvillea uniloba Radlk."
"Sapindaceae","Urvillea","Urvillea venezuelana",2,"Urvillea venezuelana Ferrucci"
"Sapindaceae","Urvillea","Urvillea villosa",2,"Urvillea villosa Radlk."
"Sapindaceae","Urvillea","Urvillea peruviana",2,"Urvillea peruviana Ferrucci"
"Schlegeliaceae","Exarata","Exarata chocoensis",4,"Exarata chocoensis A.H.Gentry"
"Schlegeliaceae","Schlegelia","Schlegelia aurea",4,"Schlegelia aurea Ducke"
"Schlegeliaceae","Schlegelia","Schlegelia axillaris",4,"Schlegelia axillaris Griseb."
"Schlegeliaceae","Schlegelia","Schlegelia brachyantha",4,"Schlegelia brachyantha Griseb."
"Schlegeliaceae","Schlegelia","Schlegelia cauliflora",4,"Schlegelia cauliflora A.H.Gentry"
"Schlegeliaceae","Schlegelia","Schlegelia chocoensis",4,"Schlegelia chocoensis A.H.Gentry"
"Schlegeliaceae","Schlegelia","Schlegelia darienensis",4,"Schlegelia darienensis Sandwith"
"Schlegeliaceae","Schlegelia","Schlegelia dressleri",4,"Schlegelia dressleri A.H.Gentry"
"Schlegeliaceae","Schlegelia","Schlegelia fastigiata",4,"Schlegelia fastigiata Schery"
"Schlegeliaceae","Schlegelia","Schlegelia fuscata",4,"Schlegelia fuscata A.H.Gentry"
"Schlegeliaceae","Schlegelia","Schlegelia hirsuta",4,"Schlegelia hirsuta A.H.Gentry"
"Schlegeliaceae","Schlegelia","Schlegelia macrophylla",4,"Schlegelia macrophylla Ducke"
"Schlegeliaceae","Schlegelia","Schlegelia monachinoi",4,"Schlegelia monachinoi Moldenke"
"Schlegeliaceae","Schlegelia","Schlegelia nicaraguensis",4,"Schlegelia nicaraguensis Standl."
"Schlegeliaceae","Schlegelia","Schlegelia pandurata",4,"Schlegelia pandurata (Moldenke) A.H.Gentry"
"Schlegeliaceae","Schlegelia","Schlegelia paraensis",4,"Schlegelia paraensis Ducke"
"Schlegeliaceae","Schlegelia","Schlegelia parasitica",4,"Schlegelia parasitica (Sw.) Griseb."
"Schlegeliaceae","Schlegelia","Schlegelia parviflora",4,"Schlegelia parviflora (Oerst.) Monach."
"Schlegeliaceae","Schlegelia","Schlegelia roseiflora",4,"Schlegelia roseiflora Ducke"
"Schlegeliaceae","Schlegelia","Schlegelia scandens",4,"Schlegelia scandens (Briq. & Spruce) Sandwith"
"Schlegeliaceae","Schlegelia","Schlegelia spruceana",4,"Schlegelia spruceana K.Schum."
"Schlegeliaceae","Schlegelia","Schlegelia sulphurea",4,"Schlegelia sulphurea Diels"
"Schlegeliaceae","Schlegelia","Schlegelia violacea",4,"Schlegelia violacea Griseb."
"Scrophulariaceae","Buddleja","Buddleja brachiata",3,"Buddleja brachiata Cham. & Schltdl."
"Scrophulariaceae","Buddleja","Buddleja madagascariensis",3,"Buddleja madagascariensis Lam."
"Siparunaceae","Siparuna","Siparuna auriculata",3,"Siparuna auriculata A.DC."
"Siparunaceae","Siparuna","Siparuna conica",3,"Siparuna conica S.S.Renner & Hausner"
"Siparunaceae","Siparuna","Siparuna echinata",3,"Siparuna echinata (Kunth) A.DC."
"Siparunaceae","Siparuna","Siparuna laurifolia",3,"Siparuna laurifolia (Kunth) A.DC."
"Siparunaceae","Siparuna","Siparuna lepidota",3,"Siparuna lepidota (Kunth) A.DC."
"Siparunaceae","Siparuna","Siparuna nicaraguensis",3,"Siparuna nicaraguensis Hemsl."
"Siparunaceae","Siparuna","Siparuna stellulata",3,"Siparuna stellulata Perkins"
"Smilacaceae","Smilax","Smilax aequatorialis",2,"Smilax aequatorialis (Griseb.) A.DC."
"Smilacaceae","Smilax","Smilax angustiflora",2,"Smilax angustiflora A.DC."
"Smilacaceae","Smilax","Smilax aquifolium",2,"Smilax aquifolium Ferrufino & Greuter"
"Smilacaceae","Smilax","Smilax aristolochiifolia",2,"Smilax aristolochiifolia Mill."
"Smilacaceae","Smilax","Smilax assumptionis",2,"Smilax assumptionis A.DC."
"Smilacaceae","Smilax","Smilax auriculata",2,"Smilax auriculata Walter"
"Smilacaceae","Smilax","Smilax bella",2,"Smilax bella J.F.Macbr."
"Smilacaceae","Smilax","Smilax benthamiana",2,"Smilax benthamiana A.DC."
"Smilacaceae","Smilax","Smilax bona-nox",2,"Smilax bona-nox L."
"Smilacaceae","Smilax","Smilax brasiliensis",2,"Smilax brasiliensis Spreng."
"Smilacaceae","Smilax","Smilax campestris",2,"Smilax campestris Griseb."
"Smilacaceae","Smilax","Smilax candelariae",2,"Smilax candelariae A.DC."
"Smilacaceae","Smilax","Smilax canellifolia",2,"Smilax canellifolia Mill."
"Smilacaceae","Smilax","Smilax chiapensis",2,"Smilax chiapensis Lundell"
"Smilacaceae","Smilax","Smilax chimantensis",2,"Smilax chimantensis Steyerm. & Maguire"
"Smilacaceae","Smilax","Smilax chiriquensis",2,"Smilax chiriquensis C.V.Morton"
"Smilacaceae","Smilax","Smilax cinnamommea",2,"Smilax cinnamomea Desf. ex A.DC."
"Smilacaceae","Smilax","Smilax cissoides",2,"Smilax cissoides M.Martens & Galeotti"
"Smilacaceae","Smilax","Smilax cognata",2,"Smilax cognata Kunth"
"Smilacaceae","Smilax","Smilax colubrina",2,"Smilax colubrina J.F.Macbr."
"Smilacaceae","Smilax","Smilax coriacea",2,"Smilax coriacea Spreng."
"Smilacaceae","Smilax","Smilax cristalensis",2,"Smilax cristalensis Ferrufino & Greuter"
"Smilacaceae","Smilax","Smilax cumanensis",2,"Smilax cumanensis Humb. & Bonpl. ex Willd."
"Smilacaceae","Smilax","Smilax cuprea",2,"Smilax cuprea Ferrufino & Greuter"
"Smilacaceae","Smilax","Smilax cuspidata",2,"Smilax cuspidata Duhamel"
"Smilacaceae","Smilax","Smilax domingensis",2,"Smilax domingensis Willd."
"Smilacaceae","Smilax","Smilax elastica",2,"Smilax elastica Griseb."
"Smilacaceae","Smilax","Smilax engleriana",2,"Smilax engleriana F.W.Apt"
"Smilacaceae","Smilax","Smilax eucalyptifolia",2,"Smilax eucalyptifolia Kunth"
"Smilacaceae","Smilax","Smilax febrifuga",2,"Smilax febrifuga Kunth"
"Smilacaceae","Smilax","Smilax flavicaulis",2,"Smilax flavicaulis Rusby"
"Smilacaceae","Smilax","Smilax fluminensis",2,"Smilax fluminensis Steud."
"Smilacaceae","Smilax","Smilax gilva",2,"Smilax gilva J.F.Macbr."
"Smilacaceae","Smilax","Smilax glauca",2,"Smilax glauca Walter"
"Smilacaceae","Smilax","Smilax goyazana",2,"Smilax goyazana A.DC."
"Smilacaceae","Smilax","Smilax gracilior",2,"Smilax gracilior Ferrufino & Greuter"
"Smilacaceae","Smilax","Smilax guianensis",2,"Smilax guianensis Vitman"
"Smilacaceae","Smilax","Smilax gymnopoda",2,"Smilax gymnopoda F.W.Apt"
"Smilacaceae","Smilax","Smilax hastata",2,"Smilax hastata Jacq."
"Smilacaceae","Smilax","Smilax havanensis",2,"Smilax havanensis Jacq."
"Smilacaceae","Smilax","Smilax hilariana",2,"Smilax hilariana A.DC."
"Smilacaceae","Smilax","Smilax hirsutior",2,"Smilax hirsutior (Killip & C.V.Morton) C.V.Morton"
"Smilacaceae","Smilax","Smilax immersa",2,"Smilax immersa A.C.Sm."
"Smilacaceae","Smilax","Smilax insignis",2,"Smilax insignis Kunth"
"Smilacaceae","Smilax","Smilax irrorata",2,"Smilax irrorata Mart. ex Griseb."
"Smilacaceae","Smilax","Smilax jalapensis",2,"Smilax jalapensis Schltdl."
"Smilacaceae","Smilax","Smilax japicanga",2,"Smilax japicanga Griseb."
"Smilacaceae","Smilax","Smilax krukovii",2,"Smilax krukovii A.C.Sm."
"Smilacaceae","Smilax","Smilax kunthii",2,"Smilax kunthii Killip & C.V.Morton"
"Smilacaceae","Smilax","Smilax lanceolata",2,"Smilax lanceolata Walter"
"Smilacaceae","Smilax","Smilax lappacea",2,"Smilax lappacea Humb. & Bonpl. ex Willd."
"Smilacaceae","Smilax","Smilax larvata",2,"Smilax larvata Griseb."
"Smilacaceae","Smilax","Smilax lasseriana",2,"Smilax lasseriana Steyerm."
"Smilacaceae","Smilax","Smilax latipes",2,"Smilax latipes Gleason"
"Smilacaceae","Smilax","Smilax laurifolia",2,"Smilax laurifolia L."
"Smilacaceae","Smilax","Smilax longifolia",2,"Smilax longifolia Rich."
"Smilacaceae","Smilax","Smilax luculenta",2,"Smilax luculenta Killip & C.V.Morton"
"Smilacaceae","Smilax","Smilax lundellii",2,"Smilax lundellii Killip & C.V.Morton"
"Smilacaceae","Smilax","Smilax lutescens",2,"Smilax lutescens Vell."
"Smilacaceae","Smilax","Smilax magnifolia",2,"Smilax magnifolia J.F.Macbr."
"Smilacaceae","Smilax","Smilax maypurensis",2,"Smilax maypurensis Humb. & Bonpl. ex Willd."
"Smilacaceae","Smilax","Smilax megalophylla",2,"Smilax megalophylla Duhamel"
"Smilacaceae","Smilax","Smilax microscola",2,"Smilax microscola (B.L.Rob.) Killip & C.V.Morton"
"Smilacaceae","Smilax","Smilax minarum",2,"Smilax minarum A.DC."
"Smilacaceae","Smilax","Smilax mollis",2,"Smilax mollis Humb. & Bonpl. ex Willd."
